"","date","CDXS"
"606","2012-09-13",2.77
"607","2012-09-14",2.77
"608","2012-09-17",2.98
"609","2012-09-18",2.98
"610","2012-09-19",3.11
"611","2012-09-20",3.59
"612","2012-09-21",3.42
"613","2012-09-24",3.27
"614","2012-09-25",3.17
"615","2012-09-26",3.1
"616","2012-09-27",3.02
"617","2012-09-28",3.03
"618","2012-10-01",3
"619","2012-10-02",2.98
"620","2012-10-03",2.94
"621","2012-10-04",3.03
"622","2012-10-05",3.11
"623","2012-10-08",2.95
"624","2012-10-09",2.99
"625","2012-10-10",2.99
"626","2012-10-11",2.97
"627","2012-10-12",2.94
"628","2012-10-15",3
"629","2012-10-16",3
"630","2012-10-17",3
"631","2012-10-18",2.96
"632","2012-10-19",2.81
"633","2012-10-22",2.79
"634","2012-10-23",2.65
"635","2012-10-24",2.72
"636","2012-10-25",2.68
"637","2012-10-26",2.66
"638","2012-10-31",2.6
"639","2012-11-01",2.56
"640","2012-11-02",2.47
"641","2012-11-05",2.69
"642","2012-11-06",2.7
"643","2012-11-07",2.39
"644","2012-11-08",2.23
"645","2012-11-09",2.15
"646","2012-11-12",2.14
"647","2012-11-13",2.14
"648","2012-11-14",2.08
"649","2012-11-15",2.03
"650","2012-11-16",2.1
"651","2012-11-19",2.15
"652","2012-11-20",2.12
"653","2012-11-21",2.11
"654","2012-11-23",2.07
"655","2012-11-26",2.21
"656","2012-11-27",2.13
"657","2012-11-28",2.12
"658","2012-11-29",2.28
"659","2012-11-30",2.14
"660","2012-12-03",2.22
"661","2012-12-04",2.19
"662","2012-12-05",2.13
"663","2012-12-06",2.13
"664","2012-12-07",2.11
"665","2012-12-10",2.19
"666","2012-12-11",2.31
"667","2012-12-12",2.27
"668","2012-12-13",2.27
"669","2012-12-14",2.34
"670","2012-12-17",2.33
"671","2012-12-18",2.34
"672","2012-12-19",2.28
"673","2012-12-20",2.31
"674","2012-12-21",2.21
"675","2012-12-24",2.13
"676","2012-12-26",2.19
"677","2012-12-27",2.18
"678","2012-12-28",2.13
"679","2012-12-31",2.21
"680","2013-01-02",2.55
"681","2013-01-03",2.5
"682","2013-01-04",2.66
"683","2013-01-07",2.4
"684","2013-01-08",2.55
"685","2013-01-09",2.51
"686","2013-01-10",2.49
"687","2013-01-11",2.44
"688","2013-01-14",2.33
"689","2013-01-15",2.27
"690","2013-01-16",2.26
"691","2013-01-17",2.29
"692","2013-01-18",2.31
"693","2013-01-22",2.28
"694","2013-01-23",2.32
"695","2013-01-24",2.32
"696","2013-01-25",2.32
"697","2013-01-28",2.31
"698","2013-01-29",2.36
"699","2013-01-30",2.26
"700","2013-01-31",2.37
"701","2013-02-01",2.39
"702","2013-02-04",2.27
"703","2013-02-05",2.39
"704","2013-02-06",2.43
"705","2013-02-07",2.38
"706","2013-02-08",2.31
"707","2013-02-11",2.24
"708","2013-02-12",2.25
"709","2013-02-13",2.28
"710","2013-02-14",2.35
"711","2013-02-15",2.31
"712","2013-02-19",2.38
"713","2013-02-20",2.21
"714","2013-02-21",2.17
"715","2013-02-22",2.2
"716","2013-02-25",2.11
"717","2013-02-26",2.12
"718","2013-02-27",2.09
"719","2013-02-28",2.07
"720","2013-03-01",2.05
"721","2013-03-04",2.02
"722","2013-03-05",2.02
"723","2013-03-06",2.16
"724","2013-03-07",2.34
"725","2013-03-08",2.46
"726","2013-03-11",2.31
"727","2013-03-12",2.56
"728","2013-03-13",2.54
"729","2013-03-14",2.64
"730","2013-03-15",2.51
"731","2013-03-18",2.51
"732","2013-03-19",2.55
"733","2013-03-20",2.49
"734","2013-03-21",2.45
"735","2013-03-22",2.46
"736","2013-03-25",2.35
"737","2013-03-26",2.34
"738","2013-03-27",2.35
"739","2013-03-28",2.39
"740","2013-04-01",2.36
"741","2013-04-02",2.26
"742","2013-04-03",2.16
"743","2013-04-04",2.24
"744","2013-04-05",2.17
"745","2013-04-08",2.1
"746","2013-04-09",2.08
"747","2013-04-10",2.22
"748","2013-04-11",2.26
"749","2013-04-12",2.27
"750","2013-04-15",2.06
"751","2013-04-16",2.11
"752","2013-04-17",2.06
"753","2013-04-18",2.03
"754","2013-04-19",2.14
"755","2013-04-22",2.16
"756","2013-04-23",2.2
"757","2013-04-24",2.18
"758","2013-04-25",2.16
"759","2013-04-26",2.24
"760","2013-04-29",2.32
"761","2013-04-30",2.24
"762","2013-05-01",2.14
"763","2013-05-02",2.16
"764","2013-05-03",2.2
"765","2013-05-06",2.2
"766","2013-05-07",2.18
"767","2013-05-08",2.18
"768","2013-05-09",2.19
"769","2013-05-10",2.19
"770","2013-05-13",2.22
"771","2013-05-14",2.49
"772","2013-05-15",2.41
"773","2013-05-16",2.39
"774","2013-05-17",2.42
"775","2013-05-20",2.37
"776","2013-05-21",2.4
"777","2013-05-22",2.38
"778","2013-05-23",2.36
"779","2013-05-24",2.38
"780","2013-05-28",2.45
"781","2013-05-29",2.36
"782","2013-05-30",2.23
"783","2013-05-31",2.3
"784","2013-06-03",2.3
"785","2013-06-04",2.2
"786","2013-06-05",2.12
"787","2013-06-06",2.17
"788","2013-06-07",2.15
"789","2013-06-10",2.18
"790","2013-06-11",2.15
"791","2013-06-12",2.18
"792","2013-06-13",2.17
"793","2013-06-14",2.72
"794","2013-06-17",2.66
"795","2013-06-18",2.61
"796","2013-06-19",2.51
"797","2013-06-20",2.4
"798","2013-06-21",2.34
"799","2013-06-24",2.14
"800","2013-06-25",2.26
"801","2013-06-26",2.18
"802","2013-06-27",2.21
"803","2013-06-28",2.21
"804","2013-07-01",2.36
"805","2013-07-02",2.37
"806","2013-07-03",2.43
"807","2013-07-05",2.38
"808","2013-07-08",2.4
"809","2013-07-09",2.28
"810","2013-07-10",2.23
"811","2013-07-11",2.35
"812","2013-07-12",2.34
"813","2013-07-15",2.46
"814","2013-07-16",2.45
"815","2013-07-17",2.43
"816","2013-07-18",2.53
"817","2013-07-19",2.41
"818","2013-07-22",2.37
"819","2013-07-23",2.31
"820","2013-07-24",2.33
"821","2013-07-25",2.4
"822","2013-07-26",2.36
"823","2013-07-29",2.35
"824","2013-07-30",2.39
"825","2013-07-31",2.45
"826","2013-08-01",2.47
"827","2013-08-02",2.49
"828","2013-08-05",2.53
"829","2013-08-06",2.38
"830","2013-08-07",2.36
"831","2013-08-08",2.32
"832","2013-08-09",2.25
"833","2013-08-12",2.03
"834","2013-08-13",2.03
"835","2013-08-14",1.98
"836","2013-08-15",1.95
"837","2013-08-16",1.87
"838","2013-08-19",1.83
"839","2013-08-20",1.81
"840","2013-08-21",1.8
"841","2013-08-22",1.85
"842","2013-08-23",1.89
"843","2013-08-26",1.94
"844","2013-08-27",1.86
"845","2013-08-28",1.79
"846","2013-08-29",1.8
"847","2013-08-30",1.72
"848","2013-09-03",1.73
"849","2013-09-04",1.76
"850","2013-09-05",1.8
"851","2013-09-06",1.82
"852","2013-09-09",1.84
"853","2013-09-10",1.84
"854","2013-09-11",1.82
"855","2013-09-12",1.8
"856","2013-09-13",1.8
"857","2013-09-16",1.77
"858","2013-09-17",1.79
"859","2013-09-18",1.76
"860","2013-09-19",1.79
"861","2013-09-20",1.75
"862","2013-09-23",1.74
"863","2013-09-24",1.76
"864","2013-09-25",1.85
"865","2013-09-26",1.86
"866","2013-09-27",1.81
"867","2013-09-30",1.76
"868","2013-10-01",1.81
"869","2013-10-02",1.73
"870","2013-10-03",1.63
"871","2013-10-04",1.65
"872","2013-10-07",1.65
"873","2013-10-08",1.67
"874","2013-10-09",1.71
"875","2013-10-10",1.75
"876","2013-10-11",1.71
"877","2013-10-14",1.77
"878","2013-10-15",1.74
"879","2013-10-16",1.82
"880","2013-10-17",1.83
"881","2013-10-18",1.78
"882","2013-10-21",1.78
"883","2013-10-22",1.72
"884","2013-10-23",1.77
"885","2013-10-24",1.82
"886","2013-10-25",1.78
"887","2013-10-28",1.74
"888","2013-10-29",1.73
"889","2013-10-30",1.73
"890","2013-10-31",1.74
"891","2013-11-01",1.68
"892","2013-11-04",1.68
"893","2013-11-05",1.73
"894","2013-11-06",1.71
"895","2013-11-07",1.71
"896","2013-11-08",1.71
"897","2013-11-11",1.75
"898","2013-11-12",1.72
"899","2013-11-13",1.46
"900","2013-11-14",1.34
"901","2013-11-15",1.29
"902","2013-11-18",1.39
"903","2013-11-19",1.45
"904","2013-11-20",1.55
"905","2013-11-21",1.48
"906","2013-11-22",1.39
"907","2013-11-25",1.38
"908","2013-11-26",1.47
"909","2013-11-27",1.51
"910","2013-11-29",1.5
"911","2013-12-02",1.53
"912","2013-12-03",1.46
"913","2013-12-04",1.42
"914","2013-12-05",1.42
"915","2013-12-06",1.4
"916","2013-12-09",1.39
"917","2013-12-10",1.46
"918","2013-12-11",1.47
"919","2013-12-12",1.44
"920","2013-12-13",1.46
"921","2013-12-16",1.45
"922","2013-12-17",1.38
"923","2013-12-18",1.31
"924","2013-12-19",1.3
"925","2013-12-20",1.29
"926","2013-12-23",1.25
"927","2013-12-24",1.28
"928","2013-12-26",1.29
"929","2013-12-27",1.28
"930","2013-12-30",1.28
"931","2013-12-31",1.4
"932","2014-01-02",1.43
"933","2014-01-03",1.46
"934","2014-01-06",1.45
"935","2014-01-07",1.52
"936","2014-01-08",1.42
"937","2014-01-09",1.44
"938","2014-01-10",1.41
"939","2014-01-13",1.38
"940","2014-01-14",1.41
"941","2014-01-15",1.47
"942","2014-01-16",1.86
"943","2014-01-17",1.73
"944","2014-01-21",1.67
"945","2014-01-22",1.7
"946","2014-01-23",1.76
"947","2014-01-24",1.74
"948","2014-01-27",1.75
"949","2014-01-28",1.75
"950","2014-01-29",1.8
"951","2014-01-30",1.85
"952","2014-01-31",1.87
"953","2014-02-03",1.89
"954","2014-02-04",1.87
"955","2014-02-05",1.78
"956","2014-02-06",1.83
"957","2014-02-07",1.85
"958","2014-02-10",1.79
"959","2014-02-11",1.84
"960","2014-02-12",1.85
"961","2014-02-13",1.85
"962","2014-02-14",1.86
"963","2014-02-18",1.88
"964","2014-02-19",1.86
"965","2014-02-20",1.86
"966","2014-02-21",1.92
"967","2014-02-24",1.97
"968","2014-02-25",1.94
"969","2014-02-26",1.98
"970","2014-02-27",2.02
"971","2014-02-28",1.86
"972","2014-03-03",1.85
"973","2014-03-04",1.89
"974","2014-03-05",1.95
"975","2014-03-06",1.99
"976","2014-03-07",1.99
"977","2014-03-10",1.99
"978","2014-03-11",1.96
"979","2014-03-12",1.93
"980","2014-03-13",1.91
"981","2014-03-14",1.99
"982","2014-03-17",1.96
"983","2014-03-18",1.99
"984","2014-03-19",2.04
"985","2014-03-20",2.01
"986","2014-03-21",2.04
"987","2014-03-24",2.09
"988","2014-03-25",2.06
"989","2014-03-26",2.05
"990","2014-03-27",2.06
"991","2014-03-28",2.01
"992","2014-03-31",2.04
"993","2014-04-01",1.99
"994","2014-04-02",2.01
"995","2014-04-03",1.86
"996","2014-04-04",1.81
"997","2014-04-07",1.8
"998","2014-04-08",1.82
"999","2014-04-09",1.85
"1000","2014-04-10",1.85
