"","date","GOOS"
"1","2017-03-16",16.08
"2","2017-03-17",17.23
"3","2017-03-20",17.1
"4","2017-03-21",16.52
"5","2017-03-22",16.049999
"6","2017-03-23",15.96
"7","2017-03-24",15.64
"8","2017-03-27",15.4
"9","2017-03-28",16.35
"10","2017-03-29",16.49
"11","2017-03-30",16.41
"12","2017-03-31",15.96
"13","2017-04-03",15.66
"14","2017-04-04",16.08
"15","2017-04-05",16.469999
"16","2017-04-06",16.700001
"17","2017-04-07",16.75
"18","2017-04-10",16.799999
"19","2017-04-11",16.24
"20","2017-04-12",16.040001
"21","2017-04-13",16.15
"22","2017-04-17",16.01
"23","2017-04-18",16.309999
"24","2017-04-19",16.290001
"25","2017-04-20",16.110001
"26","2017-04-21",15.99
"27","2017-04-24",15.92
"28","2017-04-25",16.370001
"29","2017-04-26",16.860001
"30","2017-04-27",16.75
"31","2017-04-28",16.83
"32","2017-05-01",16.59
"33","2017-05-02",16.15
"34","2017-05-03",16.389999
"35","2017-05-04",17.139999
"36","2017-05-05",17.290001
"37","2017-05-08",17.190001
"38","2017-05-09",17.1
"39","2017-05-10",17.200001
"40","2017-05-11",17.23
"41","2017-05-12",17.73
"42","2017-05-15",18
"43","2017-05-16",18.42
"44","2017-05-17",17.49
"45","2017-05-18",17.42
"46","2017-05-19",17.52
"47","2017-05-22",18.110001
"48","2017-05-23",18.34
"49","2017-05-24",18
"50","2017-05-25",18.030001
"51","2017-05-26",18.01
"52","2017-05-30",17.99
"53","2017-05-31",18.049999
"54","2017-06-01",18.709999
"55","2017-06-02",21.639999
"56","2017-06-05",22.5
"57","2017-06-06",23.42
"58","2017-06-07",22.959999
"59","2017-06-08",22.15
"60","2017-06-09",22.110001
"61","2017-06-12",21.35
"62","2017-06-13",22.4
"63","2017-06-14",21.610001
"64","2017-06-15",21.190001
"65","2017-06-16",20.549999
"66","2017-06-19",21.139999
"67","2017-06-20",20.879999
"68","2017-06-21",22.35
"69","2017-06-22",22.15
"70","2017-06-23",21.92
"71","2017-06-26",21.309999
"72","2017-06-27",21.129999
"73","2017-06-28",20.75
"74","2017-06-29",19.700001
"75","2017-06-30",19.75
"76","2017-07-03",19.780001
"77","2017-07-05",19.5
"78","2017-07-06",19.030001
"79","2017-07-07",19.25
"80","2017-07-10",19.02
"81","2017-07-11",19.049999
"82","2017-07-12",18.98
"83","2017-07-13",19.02
"84","2017-07-14",19.290001
"85","2017-07-17",19.08
"86","2017-07-18",19.1
"87","2017-07-19",19.450001
"88","2017-07-20",19.940001
"89","2017-07-21",20.040001
"90","2017-07-24",20.01
"91","2017-07-25",19.68
"92","2017-07-26",19.51
"93","2017-07-27",19.200001
"94","2017-07-28",19.030001
"95","2017-07-31",19.059999
"96","2017-08-01",19.459999
"97","2017-08-02",18.889999
"98","2017-08-03",18.860001
"99","2017-08-04",18.41
"100","2017-08-07",18.9
"101","2017-08-08",19.129999
"102","2017-08-09",18.950001
"103","2017-08-10",18.32
"104","2017-08-11",18.98
"105","2017-08-14",19.110001
"106","2017-08-15",18.860001
"107","2017-08-16",18.73
"108","2017-08-17",18.370001
"109","2017-08-18",17.91
"110","2017-08-21",17.15
"111","2017-08-22",17.35
"112","2017-08-23",17.42
"113","2017-08-24",17.790001
"114","2017-08-25",17.52
"115","2017-08-28",17.879999
"116","2017-08-29",17.6
"117","2017-08-30",17.6
"118","2017-08-31",17.530001
"119","2017-09-01",18.17
"120","2017-09-05",18.25
"121","2017-09-06",18.5
"122","2017-09-07",19.049999
"123","2017-09-08",18.84
"124","2017-09-11",19.09
"125","2017-09-12",19.620001
"126","2017-09-13",20.5
"127","2017-09-14",20.02
"128","2017-09-15",19.860001
"129","2017-09-18",19.66
"130","2017-09-19",19.799999
"131","2017-09-20",19.51
"132","2017-09-21",19.49
"133","2017-09-22",19.34
"134","2017-09-25",19.129999
"135","2017-09-26",19.91
"136","2017-09-27",20.290001
"137","2017-09-28",20.280001
"138","2017-09-29",20.549999
"139","2017-10-02",20.98
"140","2017-10-03",20.959999
"141","2017-10-04",20.76
"142","2017-10-05",20.549999
"143","2017-10-06",21.049999
"144","2017-10-09",20.82
"145","2017-10-10",21.1
"146","2017-10-11",21.23
"147","2017-10-12",20.93
"148","2017-10-13",20.790001
"149","2017-10-16",20.59
"150","2017-10-17",20.389999
"151","2017-10-18",20.57
"152","2017-10-19",20.51
"153","2017-10-20",20.83
"154","2017-10-23",20.33
"155","2017-10-24",20.6
"156","2017-10-25",20.139999
"157","2017-10-26",20.559999
"158","2017-10-27",20.809999
"159","2017-10-30",21.6
"160","2017-10-31",21.48
"161","2017-11-01",21.42
"162","2017-11-02",20.719999
"163","2017-11-03",21.120001
"164","2017-11-06",21.59
"165","2017-11-07",21.93
"166","2017-11-08",21.73
"167","2017-11-09",24.790001
"168","2017-11-10",26
"169","2017-11-13",24.98
"170","2017-11-14",24.33
"171","2017-11-15",24.110001
"172","2017-11-16",25.059999
"173","2017-11-17",26.379999
"174","2017-11-20",26.799999
"175","2017-11-21",26.790001
"176","2017-11-22",27.07
"177","2017-11-24",27.48
"178","2017-11-27",26.75
"179","2017-11-28",26.120001
"180","2017-11-29",26.67
"181","2017-11-30",26.879999
"182","2017-12-01",27.209999
"183","2017-12-04",27.41
"184","2017-12-05",27.6
"185","2017-12-06",27.129999
"186","2017-12-07",27.879999
"187","2017-12-08",28.059999
"188","2017-12-11",28.26
"189","2017-12-12",28.27
"190","2017-12-13",27.719999
"191","2017-12-14",27.58
"192","2017-12-15",26.450001
"193","2017-12-18",27.610001
"194","2017-12-19",27.360001
"195","2017-12-20",27.860001
"196","2017-12-21",29.309999
"197","2017-12-22",29.709999
"198","2017-12-26",30.73
"199","2017-12-27",31
"200","2017-12-28",31.629999
"201","2017-12-29",31.559999
"202","2018-01-02",31.799999
"203","2018-01-03",32.869999
"204","2018-01-04",33.599998
"205","2018-01-05",33.43
"206","2018-01-08",33.009998
"207","2018-01-09",33.209999
"208","2018-01-10",32.740002
"209","2018-01-11",32.759998
"210","2018-01-12",32.380001
"211","2018-01-16",31.83
"212","2018-01-17",32.599998
"213","2018-01-18",32.790001
"214","2018-01-19",32.610001
"215","2018-01-22",33.150002
"216","2018-01-23",35.23
"217","2018-01-24",35.060001
"218","2018-01-25",35.330002
"219","2018-01-26",35.560001
"220","2018-01-29",34.849998
"221","2018-01-30",35
"222","2018-01-31",35.939999
"223","2018-02-01",35.720001
"224","2018-02-02",35.799999
"225","2018-02-05",35.709999
"226","2018-02-06",37.09
"227","2018-02-07",38.119999
"228","2018-02-08",31.790001
"229","2018-02-09",30.459999
"230","2018-02-12",31.74
"231","2018-02-13",33.169998
"232","2018-02-14",34.849998
"233","2018-02-15",34.009998
"234","2018-02-16",34
"235","2018-02-20",33.540001
"236","2018-02-21",33.630001
"237","2018-02-22",32.07
"238","2018-02-23",32.779999
"239","2018-02-26",33.599998
"240","2018-02-27",32.759998
"241","2018-02-28",31.629999
"242","2018-03-01",31.32
"243","2018-03-02",32.07
"244","2018-03-05",32.41
"245","2018-03-06",32.299999
"246","2018-03-07",31.709999
"247","2018-03-08",32.009998
"248","2018-03-09",32.48
"249","2018-03-12",33.040001
"250","2018-03-13",33.310001
"251","2018-03-14",32.880001
"252","2018-03-15",33.299999
"253","2018-03-16",34.740002
"254","2018-03-19",34.150002
"255","2018-03-20",35.740002
"256","2018-03-21",36.439999
"257","2018-03-22",34.540001
"258","2018-03-23",33.959999
"259","2018-03-26",34.709999
"260","2018-03-27",34
"261","2018-03-28",32.84
"262","2018-03-29",33.419998
"263","2018-04-02",32.75
"264","2018-04-03",33.830002
"265","2018-04-04",34.810001
"266","2018-04-05",35.029999
"267","2018-04-06",34.09
"268","2018-04-09",34.66
"269","2018-04-10",35.389999
"270","2018-04-11",34.709999
"271","2018-04-12",34.630001
"272","2018-04-13",34.02
"273","2018-04-16",34.25
"274","2018-04-17",34.459999
"275","2018-04-18",34.990002
"276","2018-04-19",36.57
"277","2018-04-20",36.5
"278","2018-04-23",35.09
"279","2018-04-24",35.560001
"280","2018-04-25",35.18
"281","2018-04-26",36.09
"282","2018-04-27",36.580002
"283","2018-04-30",37.080002
"284","2018-05-01",36.799999
"285","2018-05-02",37.09
"286","2018-05-03",36.790001
"287","2018-05-04",37.150002
"288","2018-05-07",38.18
"289","2018-05-08",37.150002
"290","2018-05-09",37.43
"291","2018-05-10",37.060001
"292","2018-05-11",37.040001
"293","2018-05-14",37.849998
"294","2018-05-15",39.099998
"295","2018-05-16",40.360001
"296","2018-05-17",40.869999
"297","2018-05-18",40.970001
"298","2018-05-21",39.349998
"299","2018-05-22",39.900002
"300","2018-05-23",39.959999
"301","2018-05-24",39.599998
"302","2018-05-25",39.73
"303","2018-05-29",39.810001
"304","2018-05-30",39.82
"305","2018-05-31",42.049999
"306","2018-06-01",42.540001
"307","2018-06-04",43.169998
"308","2018-06-05",43.860001
"309","2018-06-06",44.220001
"310","2018-06-07",42.709999
"311","2018-06-08",43.23
"312","2018-06-11",43.52
"313","2018-06-12",44.77
