"","date","ATHM"
"1","2013-12-11",30.07
"2","2013-12-12",29.26
"3","2013-12-13",28.5
"4","2013-12-16",28
"5","2013-12-17",27.1
"6","2013-12-18",28.200001
"7","2013-12-19",27.76
"8","2013-12-20",27.219999
"9","2013-12-23",29.25
"10","2013-12-24",28.969999
"11","2013-12-26",33.810001
"12","2013-12-27",34.91
"13","2013-12-30",35.869999
"14","2013-12-31",36.59
"15","2014-01-02",34.990002
"16","2014-01-03",33.240002
"17","2014-01-06",31.43
"18","2014-01-07",31.6
"19","2014-01-08",33.040001
"20","2014-01-09",31.73
"21","2014-01-10",31.059999
"22","2014-01-13",31.73
"23","2014-01-14",31.67
"24","2014-01-15",36.32
"25","2014-01-16",36.619999
"26","2014-01-17",37.529999
"27","2014-01-21",35.810001
"28","2014-01-22",35.07
"29","2014-01-23",31.99
"30","2014-01-24",32.060001
"31","2014-01-27",29.440001
"32","2014-01-28",30.01
"33","2014-01-29",29.42
"34","2014-01-30",30.610001
"35","2014-01-31",32.459999
"36","2014-02-03",32.66
"37","2014-02-04",32.040001
"38","2014-02-05",31.5
"39","2014-02-06",30.780001
"40","2014-02-07",30.91
"41","2014-02-10",31.02
"42","2014-02-11",30.92
"43","2014-02-12",31.559999
"44","2014-02-13",33.73
"45","2014-02-14",34.400002
"46","2014-02-18",36.209999
"47","2014-02-19",36.380001
"48","2014-02-20",35.259998
"49","2014-02-21",35.369999
"50","2014-02-24",34.450001
"51","2014-02-25",36.130001
"52","2014-02-26",38.34
"53","2014-02-27",43.209999
"54","2014-02-28",41.200001
"55","2014-03-03",41.380001
"56","2014-03-04",47.990002
"57","2014-03-05",51.759998
"58","2014-03-06",50.720001
"59","2014-03-07",48.540001
"60","2014-03-10",44.84
"61","2014-03-11",41.950001
"62","2014-03-12",43.389999
"63","2014-03-13",42.259998
"64","2014-03-14",41.439999
"65","2014-03-17",41.84
"66","2014-03-18",45.240002
"67","2014-03-19",45.630001
"68","2014-03-20",44.419998
"69","2014-03-21",41.77
"70","2014-03-24",39.990002
"71","2014-03-25",41.060001
"72","2014-03-26",38.380001
"73","2014-03-27",36.619999
"74","2014-03-28",37.57
"75","2014-03-31",38.41
"76","2014-04-01",39.849998
"77","2014-04-02",40.23
"78","2014-04-03",38.490002
"79","2014-04-04",36.759998
"80","2014-04-07",33.509998
"81","2014-04-08",36.09
"82","2014-04-09",35.889999
"83","2014-04-10",35.060001
"84","2014-04-11",34
"85","2014-04-14",33.939999
"86","2014-04-15",31.34
"87","2014-04-16",35.639999
"88","2014-04-17",34.939999
"89","2014-04-21",35.209999
"90","2014-04-22",37.18
"91","2014-04-23",36.349998
"92","2014-04-24",33.59
"93","2014-04-25",32.5
"94","2014-04-28",33.150002
"95","2014-04-29",33.59
"96","2014-04-30",32.029999
"97","2014-05-01",33
"98","2014-05-02",34.400002
"99","2014-05-05",34.400002
"100","2014-05-06",31.700001
"101","2014-05-07",29.43
"102","2014-05-08",29
"103","2014-05-09",29.379999
"104","2014-05-12",34.349998
"105","2014-05-13",31.370001
"106","2014-05-14",32.759998
"107","2014-05-15",32.84
"108","2014-05-16",32.799999
"109","2014-05-19",33.849998
"110","2014-05-20",34.080002
"111","2014-05-21",36.41
"112","2014-05-22",35.939999
"113","2014-05-23",35.040001
"114","2014-05-27",35.139999
"115","2014-05-28",35.240002
"116","2014-05-29",34.849998
"117","2014-05-30",34.700001
"118","2014-06-02",33.009998
"119","2014-06-03",33.880001
"120","2014-06-04",33.009998
"121","2014-06-05",34.5
"122","2014-06-06",35.709999
"123","2014-06-09",35.380001
"124","2014-06-10",34.639999
"125","2014-06-11",34.509998
"126","2014-06-12",33.91
"127","2014-06-13",34.09
"128","2014-06-16",33.459999
"129","2014-06-17",33.91
"130","2014-06-18",34.049999
"131","2014-06-19",33.330002
"132","2014-06-20",33.880001
"133","2014-06-23",33.889999
"134","2014-06-24",32.919998
"135","2014-06-25",33.029999
"136","2014-06-26",33
"137","2014-06-27",33.259998
"138","2014-06-30",34.43
"139","2014-07-01",37.290001
"140","2014-07-02",36.5
"141","2014-07-03",36.099998
"142","2014-07-07",35.959999
"143","2014-07-08",33.27
"144","2014-07-09",33.32
"145","2014-07-10",33.5
"146","2014-07-11",34.259998
"147","2014-07-14",33.450001
"148","2014-07-15",33.09
"149","2014-07-16",32.759998
"150","2014-07-17",31.93
"151","2014-07-18",32.290001
"152","2014-07-21",32.380001
"153","2014-07-22",33.400002
"154","2014-07-23",34
"155","2014-07-24",33.970001
"156","2014-07-25",34.5
"157","2014-07-28",37.299999
"158","2014-07-29",36.93
"159","2014-07-30",37.049999
"160","2014-07-31",37.049999
"161","2014-08-01",37.740002
"162","2014-08-04",41.639999
"163","2014-08-05",37.779999
"164","2014-08-06",39.779999
"165","2014-08-07",37.93
"166","2014-08-08",38.799999
"167","2014-08-11",39.900002
"168","2014-08-12",43.830002
"169","2014-08-13",43.810001
"170","2014-08-14",44.919998
"171","2014-08-15",46.029999
"172","2014-08-18",49.060001
"173","2014-08-19",49.549999
"174","2014-08-20",47.490002
"175","2014-08-21",43.66
"176","2014-08-22",49.540001
"177","2014-08-25",55.869999
"178","2014-08-26",56.599998
"179","2014-08-27",50.439999
"180","2014-08-28",46.860001
"181","2014-08-29",47.59
"182","2014-09-02",49.23
"183","2014-09-03",51.060001
"184","2014-09-04",48.099998
"185","2014-09-05",46.919998
"186","2014-09-08",49.240002
"187","2014-09-09",46.799999
"188","2014-09-10",43.169998
"189","2014-09-11",43.900002
"190","2014-09-12",44.650002
"191","2014-09-15",45.09
"192","2014-09-16",45.48
"193","2014-09-17",45.349998
"194","2014-09-18",45.290001
"195","2014-09-19",45.290001
"196","2014-09-22",41.82
"197","2014-09-23",41.650002
"198","2014-09-24",42
"199","2014-09-25",40.049999
"200","2014-09-26",42.060001
"201","2014-09-29",41.650002
"202","2014-09-30",42.009998
"203","2014-10-01",40.380001
"204","2014-10-02",42.400002
"205","2014-10-03",42.540001
"206","2014-10-06",40.849998
"207","2014-10-07",40.419998
"208","2014-10-08",41.240002
"209","2014-10-09",39.349998
"210","2014-10-10",39.919998
"211","2014-10-13",41.029999
"212","2014-10-14",42.490002
"213","2014-10-15",45.119999
"214","2014-10-16",46.509998
"215","2014-10-17",47.18
"216","2014-10-20",48.740002
"217","2014-10-21",49.07
"218","2014-10-22",48.400002
"219","2014-10-23",48.77
"220","2014-10-24",49.939999
"221","2014-10-27",48.990002
"222","2014-10-28",50.759998
"223","2014-10-29",49.57
"224","2014-10-30",50.57
"225","2014-10-31",52.889999
"226","2014-11-03",50.59
"227","2014-11-04",50.189999
"228","2014-11-05",44.080002
"229","2014-11-06",45.23
"230","2014-11-07",43.630001
"231","2014-11-10",45.049999
"232","2014-11-11",43.43
"233","2014-11-12",43
"234","2014-11-13",42.990002
"235","2014-11-14",44.580002
"236","2014-11-17",42.849998
"237","2014-11-18",41.130001
"238","2014-11-19",43.259998
"239","2014-11-20",42.5
"240","2014-11-21",42.700001
"241","2014-11-24",43.470001
"242","2014-11-25",42.790001
"243","2014-11-26",43.939999
"244","2014-11-28",43.220001
"245","2014-12-01",41.959999
"246","2014-12-02",40.16
"247","2014-12-03",40.299999
"248","2014-12-04",39.560001
"249","2014-12-05",38.060001
"250","2014-12-08",34.889999
"251","2014-12-09",36.709999
"252","2014-12-10",36.220001
"253","2014-12-11",36.119999
"254","2014-12-12",36.029999
"255","2014-12-15",38.040001
"256","2014-12-16",36.5
"257","2014-12-17",36.669998
"258","2014-12-18",37.75
"259","2014-12-19",38.869999
"260","2014-12-22",38.959999
"261","2014-12-23",37.990002
"262","2014-12-24",37.619999
"263","2014-12-26",37.439999
"264","2014-12-29",37.099998
"265","2014-12-30",36.880001
"266","2014-12-31",36.360001
"267","2015-01-02",37.790001
"268","2015-01-05",37.029999
"269","2015-01-06",35.93
"270","2015-01-07",38.869999
"271","2015-01-08",38.5
"272","2015-01-09",41.450001
"273","2015-01-12",37.990002
"274","2015-01-13",36.380001
"275","2015-01-14",36.139999
"276","2015-01-15",35.709999
"277","2015-01-16",35.619999
"278","2015-01-20",36.110001
"279","2015-01-21",36.48
"280","2015-01-22",35.73
"281","2015-01-23",35
"282","2015-01-26",35.349998
"283","2015-01-27",36.02
"284","2015-01-28",36.98
"285","2015-01-29",35.93
"286","2015-01-30",35.619999
"287","2015-02-02",34.889999
"288","2015-02-03",36.43
"289","2015-02-04",35.939999
"290","2015-02-05",35.59
"291","2015-02-06",35.299999
"292","2015-02-09",34.75
"293","2015-02-10",37.169998
"294","2015-02-11",36.639999
"295","2015-02-12",36.799999
"296","2015-02-13",38.439999
"297","2015-02-17",38.849998
"298","2015-02-18",38.709999
"299","2015-02-19",39
"300","2015-02-20",38.73
"301","2015-02-23",38.869999
"302","2015-02-24",39.060001
"303","2015-02-25",38.799999
"304","2015-02-26",39.610001
"305","2015-02-27",38.189999
"306","2015-03-02",38.509998
"307","2015-03-03",38.400002
"308","2015-03-04",42.610001
"309","2015-03-05",46.830002
"310","2015-03-06",43.84
"311","2015-03-09",42.099998
"312","2015-03-10",42.290001
"313","2015-03-11",41.779999
"314","2015-03-12",41.689999
"315","2015-03-13",39.990002
"316","2015-03-16",40.849998
"317","2015-03-17",40.790001
"318","2015-03-18",42.009998
"319","2015-03-19",42.549999
"320","2015-03-20",44.490002
"321","2015-03-23",46.029999
"322","2015-03-24",45.599998
"323","2015-03-25",43.880001
"324","2015-03-26",43.240002
"325","2015-03-27",44.080002
"326","2015-03-30",43.470001
"327","2015-03-31",43.970001
"328","2015-04-01",44.029999
"329","2015-04-02",45.029999
"330","2015-04-06",45.939999
"331","2015-04-07",48.279999
"332","2015-04-08",51.34
"333","2015-04-09",49.82
"334","2015-04-10",49.959999
"335","2015-04-13",48.900002
"336","2015-04-14",51.349998
"337","2015-04-15",51.68
"338","2015-04-16",51.889999
"339","2015-04-17",50.290001
"340","2015-04-20",50.310001
"341","2015-04-21",52.009998
"342","2015-04-22",52.09
"343","2015-04-23",52.389999
"344","2015-04-24",53.310001
"345","2015-04-27",53.290001
"346","2015-04-28",50.25
"347","2015-04-29",49.529999
"348","2015-04-30",51.040001
"349","2015-05-01",52.43
"350","2015-05-04",55.02
"351","2015-05-05",52.82
"352","2015-05-06",50.119999
"353","2015-05-07",50.25
"354","2015-05-08",50.09
"355","2015-05-11",51.900002
"356","2015-05-12",51.049999
"357","2015-05-13",50.450001
"358","2015-05-14",50.610001
"359","2015-05-15",50.59
"360","2015-05-18",49.220001
"361","2015-05-19",47.200001
"362","2015-05-20",46.369999
"363","2015-05-21",46.880001
"364","2015-05-22",48.919998
"365","2015-05-26",48.16
"366","2015-05-27",48.25
"367","2015-05-28",45.970001
"368","2015-05-29",45.59
"369","2015-06-01",46.360001
"370","2015-06-02",46.200001
"371","2015-06-03",46.169998
"372","2015-06-04",45.09
"373","2015-06-05",46.34
"374","2015-06-08",46.450001
"375","2015-06-09",45.220001
"376","2015-06-10",47.27
"377","2015-06-11",47.639999
"378","2015-06-12",48.43
"379","2015-06-15",47.790001
"380","2015-06-16",48.220001
"381","2015-06-17",48.970001
"382","2015-06-18",49.98
"383","2015-06-19",48.630001
"384","2015-06-22",48.779999
"385","2015-06-23",49.790001
"386","2015-06-24",51.540001
"387","2015-06-25",50.849998
"388","2015-06-26",49.740002
"389","2015-06-29",47.849998
"390","2015-06-30",50.540001
"391","2015-07-01",49.290001
"392","2015-07-02",49.220001
"393","2015-07-06",47.290001
"394","2015-07-07",43.860001
"395","2015-07-08",43.34
"396","2015-07-09",44.48
"397","2015-07-10",45.630001
"398","2015-07-13",45.369999
"399","2015-07-14",44.93
"400","2015-07-15",43.02
"401","2015-07-16",45.209999
"402","2015-07-17",45.099998
"403","2015-07-20",44.080002
"404","2015-07-21",44.779999
"405","2015-07-22",44.5
"406","2015-07-23",43.18
"407","2015-07-24",41.099998
"408","2015-07-27",38.849998
"409","2015-07-28",40.66
"410","2015-07-29",39.869999
"411","2015-07-30",38.490002
"412","2015-07-31",38.790001
"413","2015-08-03",38.849998
"414","2015-08-04",39.23
"415","2015-08-05",36.52
"416","2015-08-06",36.970001
"417","2015-08-07",35.959999
"418","2015-08-10",36.650002
"419","2015-08-11",34.139999
"420","2015-08-12",33.049999
"421","2015-08-13",33.419998
"422","2015-08-14",34.310001
"423","2015-08-17",34.220001
"424","2015-08-18",33.369999
"425","2015-08-19",31.49
"426","2015-08-20",30.9
"427","2015-08-21",31.41
"428","2015-08-24",29.889999
"429","2015-08-25",30.9
"430","2015-08-26",30.98
"431","2015-08-27",32.02
"432","2015-08-28",31.35
"433","2015-08-31",31.120001
"434","2015-09-01",29.389999
"435","2015-09-02",30
"436","2015-09-03",29.92
"437","2015-09-04",28.42
"438","2015-09-08",29.49
"439","2015-09-09",29.68
"440","2015-09-10",29.620001
"441","2015-09-11",29.370001
"442","2015-09-14",28.85
"443","2015-09-15",28.9
"444","2015-09-16",30.4
"445","2015-09-17",30.02
"446","2015-09-18",29.530001
"447","2015-09-21",29.5
"448","2015-09-22",28.790001
"449","2015-09-23",28.57
"450","2015-09-24",28.73
"451","2015-09-25",29.1
"452","2015-09-28",29.25
"453","2015-09-29",29.59
"454","2015-09-30",32.529999
"455","2015-10-01",32.32
"456","2015-10-02",34.48
"457","2015-10-05",32.959999
"458","2015-10-06",32.700001
"459","2015-10-07",33.07
"460","2015-10-08",33.200001
"461","2015-10-09",33.25
"462","2015-10-12",34.360001
"463","2015-10-13",34.439999
"464","2015-10-14",32.91
"465","2015-10-15",35.049999
"466","2015-10-16",35.869999
"467","2015-10-19",35.169998
"468","2015-10-20",35.700001
"469","2015-10-21",35.470001
"470","2015-10-22",35.610001
"471","2015-10-23",36.540001
"472","2015-10-26",36.959999
"473","2015-10-27",36.599998
"474","2015-10-28",36.43
"475","2015-10-29",35.610001
"476","2015-10-30",36.139999
"477","2015-11-02",37.02
"478","2015-11-03",36.73
"479","2015-11-04",36.419998
"480","2015-11-05",31.709999
"481","2015-11-06",32.060001
"482","2015-11-09",32.130001
"483","2015-11-10",31.4
"484","2015-11-11",32.049999
"485","2015-11-12",33
"486","2015-11-13",30.6
"487","2015-11-16",32.029999
"488","2015-11-17",31.49
"489","2015-11-18",31.459999
"490","2015-11-19",31.83
"491","2015-11-20",32.139999
"492","2015-11-23",32.029999
"493","2015-11-24",31.129999
"494","2015-11-25",31.209999
"495","2015-11-27",31.27
"496","2015-11-30",30.299999
"497","2015-12-01",30.59
"498","2015-12-02",31.1
"499","2015-12-03",31.299999
"500","2015-12-04",31.52
"501","2015-12-07",30.75
"502","2015-12-08",31.280001
"503","2015-12-09",31.73
"504","2015-12-10",32.580002
"505","2015-12-11",31.57
"506","2015-12-14",32.02
"507","2015-12-15",33.57
"508","2015-12-16",34.900002
"509","2015-12-17",34.66
"510","2015-12-18",36.759998
"511","2015-12-21",36.900002
