"","date","WMC"
"1","2012-05-11",18.85
"2","2012-05-14",18.75
"3","2012-05-15",18.719999
"4","2012-05-16",18.719999
"5","2012-05-17",18.549999
"6","2012-05-18",18.67
"7","2012-05-21",18.549999
"8","2012-05-22",18.4
"9","2012-05-23",18.879999
"10","2012-05-24",18.860001
"11","2012-05-25",19.200001
"12","2012-05-29",19
"13","2012-05-30",18.92
"14","2012-05-31",18.799999
"15","2012-06-01",18.52
"16","2012-06-04",18.93
"17","2012-06-05",18.65
"18","2012-06-06",18.98
"19","2012-06-07",19.02
"20","2012-06-08",19.1
"21","2012-06-11",18.950001
"22","2012-06-12",19.040001
"23","2012-06-13",18.93
"24","2012-06-14",18.99
"25","2012-06-15",19.1
"26","2012-06-18",19.030001
"27","2012-06-19",19.16
"28","2012-06-20",19.200001
"29","2012-06-21",19.02
"30","2012-06-22",19.110001
"31","2012-06-25",19.129999
"32","2012-06-26",19.18
"33","2012-06-27",19.219999
"34","2012-06-28",19.24
"35","2012-06-29",19.49
"36","2012-07-02",19.51
"37","2012-07-03",19.860001
"38","2012-07-05",19.93
"39","2012-07-06",19.91
"40","2012-07-09",19.889999
"41","2012-07-10",19.799999
"42","2012-07-11",19.59
"43","2012-07-12",19.5
"44","2012-07-13",19.889999
"45","2012-07-16",19.940001
"46","2012-07-17",19.83
"47","2012-07-18",19.969999
"48","2012-07-19",19.76
"49","2012-07-20",19.959999
"50","2012-07-23",19.84
"51","2012-07-24",19.620001
"52","2012-07-25",19.68
"53","2012-07-26",19.73
"54","2012-07-27",20.02
"55","2012-07-30",20.139999
"56","2012-07-31",20.42
"57","2012-08-01",20.41
"58","2012-08-02",20.059999
"59","2012-08-03",20.379999
"60","2012-08-06",20.129999
"61","2012-08-07",20
"62","2012-08-08",20.41
"63","2012-08-09",20.33
"64","2012-08-10",19.98
"65","2012-08-13",20.209999
"66","2012-08-14",20.6
"67","2012-08-15",20.799999
"68","2012-08-16",20.799999
"69","2012-08-17",20.76
"70","2012-08-20",21.059999
"71","2012-08-21",20.809999
"72","2012-08-22",20.940001
"73","2012-08-23",20.77
"74","2012-08-24",20.92
"75","2012-08-27",21.08
"76","2012-08-28",21.15
"77","2012-08-29",21.219999
"78","2012-08-30",21.690001
"79","2012-08-31",21.440001
"80","2012-09-04",21.459999
"81","2012-09-05",21.200001
"82","2012-09-06",21.33
"83","2012-09-07",21.35
"84","2012-09-10",21.35
"85","2012-09-11",21.52
"86","2012-09-12",21.559999
"87","2012-09-13",21.389999
"88","2012-09-14",21.969999
"89","2012-09-17",22.040001
"90","2012-09-18",21.58
"91","2012-09-19",22.040001
"92","2012-09-20",22.299999
"93","2012-09-21",24.1
"94","2012-09-24",24.450001
"95","2012-09-25",24.059999
"96","2012-09-26",23.9
"97","2012-09-27",23
"98","2012-09-28",22.200001
"99","2012-10-01",22.299999
"100","2012-10-02",22.290001
"101","2012-10-03",22.370001
"102","2012-10-04",22.6
"103","2012-10-05",22.719999
"104","2012-10-08",22.709999
"105","2012-10-09",22.68
"106","2012-10-10",21.969999
"107","2012-10-11",21.9
"108","2012-10-12",21.15
"109","2012-10-15",21.049999
"110","2012-10-16",21.32
"111","2012-10-17",21.870001
"112","2012-10-18",21.83
"113","2012-10-19",21.67
"114","2012-10-22",21.65
"115","2012-10-23",21.389999
"116","2012-10-24",21.32
"117","2012-10-25",21.02
"118","2012-10-26",20.91
"119","2012-10-31",21.450001
"120","2012-11-01",21.51
"121","2012-11-02",21.309999
"122","2012-11-05",21.5
"123","2012-11-06",21.23
"124","2012-11-07",20.530001
"125","2012-11-08",20.299999
"126","2012-11-09",20.49
"127","2012-11-12",20.5
"128","2012-11-13",19.15
"129","2012-11-14",17.540001
"130","2012-11-15",18.76
"131","2012-11-16",19.360001
"132","2012-11-19",19.780001
"133","2012-11-20",19.219999
"134","2012-11-21",19.6
"135","2012-11-23",19.950001
"136","2012-11-26",20.02
"137","2012-11-27",19.98
"138","2012-11-28",19.93
"139","2012-11-29",20.290001
"140","2012-11-30",20.629999
"141","2012-12-03",20.700001
"142","2012-12-04",20.959999
"143","2012-12-05",20.690001
"144","2012-12-06",20.540001
"145","2012-12-07",20.52
"146","2012-12-10",20.66
"147","2012-12-11",20.82
"148","2012-12-12",20.66
"149","2012-12-13",20.299999
"150","2012-12-14",20.15
"151","2012-12-17",20.360001
"152","2012-12-18",20.709999
"153","2012-12-19",20.940001
"154","2012-12-20",21.559999
"155","2012-12-21",21.540001
"156","2012-12-24",21.450001
"157","2012-12-26",20.940001
"158","2012-12-27",19.959999
"159","2012-12-28",19.67
"160","2012-12-31",19.77
"161","2013-01-02",20.34
"162","2013-01-03",21.01
"163","2013-01-04",21.26
"164","2013-01-07",21.25
"165","2013-01-08",21.139999
"166","2013-01-09",21.17
"167","2013-01-10",21
"168","2013-01-11",21.219999
"169","2013-01-14",21.33
"170","2013-01-15",21.620001
"171","2013-01-16",21.700001
"172","2013-01-17",21.690001
"173","2013-01-18",21.58
"174","2013-01-22",21.58
"175","2013-01-23",21.59
"176","2013-01-24",21.559999
"177","2013-01-25",21.42
"178","2013-01-28",21.700001
"179","2013-01-29",21.68
"180","2013-01-30",21.540001
"181","2013-01-31",21.65
"182","2013-02-01",21.870001
"183","2013-02-04",21.690001
"184","2013-02-05",21.719999
"185","2013-02-06",21.719999
"186","2013-02-07",21.34
"187","2013-02-08",21.07
"188","2013-02-11",21.780001
"189","2013-02-12",21.98
"190","2013-02-13",21.85
"191","2013-02-14",21.85
"192","2013-02-15",21.799999
"193","2013-02-19",21.77
"194","2013-02-20",21.530001
"195","2013-02-21",21.040001
"196","2013-02-22",21.16
"197","2013-02-25",21.049999
"198","2013-02-26",21.17
"199","2013-02-27",21.389999
"200","2013-02-28",21.49
"201","2013-03-01",21.309999
"202","2013-03-04",21.52
"203","2013-03-05",21.67
"204","2013-03-06",21.889999
"205","2013-03-07",22.27
"206","2013-03-08",21.950001
"207","2013-03-11",22.030001
"208","2013-03-12",22.309999
"209","2013-03-13",22.66
"210","2013-03-14",22.66
"211","2013-03-15",22.74
"212","2013-03-18",22.870001
"213","2013-03-19",22.780001
"214","2013-03-20",22.84
"215","2013-03-21",22.9
"216","2013-03-22",23.01
"217","2013-03-25",23.33
"218","2013-03-26",23.25
"219","2013-03-27",23.26
"220","2013-03-28",23.24
"221","2013-04-01",23.129999
"222","2013-04-02",23.290001
"223","2013-04-03",23.17
"224","2013-04-04",23.52
"225","2013-04-05",23.59
"226","2013-04-08",23.799999
"227","2013-04-09",23.719999
"228","2013-04-10",22.459999
"229","2013-04-11",22.59
"230","2013-04-12",22.52
"231","2013-04-15",21.870001
"232","2013-04-16",22
"233","2013-04-17",21.530001
"234","2013-04-18",21.440001
"235","2013-04-19",21.6
"236","2013-04-22",21.82
"237","2013-04-23",22.200001
"238","2013-04-24",22.110001
"239","2013-04-25",22.08
"240","2013-04-26",22
"241","2013-04-29",22.17
"242","2013-04-30",22.4
"243","2013-05-01",21.959999
"244","2013-05-02",22.24
"245","2013-05-03",21.77
"246","2013-05-06",21.75
"247","2013-05-07",21.85
"248","2013-05-08",21.799999
"249","2013-05-09",21.700001
"250","2013-05-10",21.469999
"251","2013-05-13",21.309999
"252","2013-05-14",21.57
"253","2013-05-15",19.84
"254","2013-05-16",20.33
"255","2013-05-17",20.530001
"256","2013-05-20",20.32
"257","2013-05-21",19.889999
"258","2013-05-22",19.92
"259","2013-05-23",19.879999
"260","2013-05-24",19.74
"261","2013-05-28",19
"262","2013-05-29",19.110001
"263","2013-05-30",18.700001
"264","2013-05-31",18.35
"265","2013-06-03",18.26
"266","2013-06-04",18.65
"267","2013-06-05",18.35
"268","2013-06-06",18.610001
"269","2013-06-07",18.42
"270","2013-06-10",18.34
"271","2013-06-11",18.17
"272","2013-06-12",17.41
"273","2013-06-13",18.83
"274","2013-06-14",18.74
"275","2013-06-17",18.58
"276","2013-06-18",18.809999
"277","2013-06-19",18.15
"278","2013-06-20",17.280001
"279","2013-06-21",17.549999
"280","2013-06-24",17.23
"281","2013-06-25",18.07
"282","2013-06-26",18.51
"283","2013-06-27",17.540001
"284","2013-06-28",17.459999
"285","2013-07-01",17.620001
"286","2013-07-02",17.110001
"287","2013-07-03",16.9
"288","2013-07-05",15.73
"289","2013-07-08",15.77
"290","2013-07-09",15.78
"291","2013-07-10",16.15
"292","2013-07-11",16.9
"293","2013-07-12",16.59
"294","2013-07-15",16.99
"295","2013-07-16",16.91
"296","2013-07-17",16.870001
"297","2013-07-18",16.68
"298","2013-07-19",16.92
"299","2013-07-22",16.93
"300","2013-07-23",16.83
"301","2013-07-24",16.24
"302","2013-07-25",16.290001
"303","2013-07-26",16.43
"304","2013-07-29",16.59
"305","2013-07-30",17.07
"306","2013-07-31",16.790001
"307","2013-08-01",16.209999
"308","2013-08-02",16.58
"309","2013-08-05",16.52
"310","2013-08-06",15.69
"311","2013-08-07",15.46
"312","2013-08-08",15.86
"313","2013-08-09",16.02
"314","2013-08-12",16.450001
"315","2013-08-13",16.25
"316","2013-08-14",16.26
"317","2013-08-15",15.83
"318","2013-08-16",15.49
"319","2013-08-19",14.57
"320","2013-08-20",15.13
"321","2013-08-21",14.93
"322","2013-08-22",15.34
"323","2013-08-23",15.71
"324","2013-08-26",15.82
"325","2013-08-27",15.9
"326","2013-08-28",15.61
"327","2013-08-29",15.87
"328","2013-08-30",15.61
"329","2013-09-03",15.53
"330","2013-09-04",15.68
"331","2013-09-05",15.44
"332","2013-09-06",15.4
"333","2013-09-09",15.52
"334","2013-09-10",15.41
"335","2013-09-11",15.54
"336","2013-09-12",15.76
"337","2013-09-13",16.1
"338","2013-09-16",16.33
"339","2013-09-17",16.540001
"340","2013-09-18",17.110001
"341","2013-09-19",16.85
"342","2013-09-20",17.18
"343","2013-09-23",17.200001
"344","2013-09-24",17.459999
"345","2013-09-25",17.639999
"346","2013-09-26",16.370001
"347","2013-09-27",16.18
"348","2013-09-30",15.99
"349","2013-10-01",16.18
"350","2013-10-02",16.209999
"351","2013-10-03",15.87
"352","2013-10-04",15.74
"353","2013-10-07",15.69
"354","2013-10-08",15.77
"355","2013-10-09",15.88
"356","2013-10-10",15.88
"357","2013-10-11",16.129999
"358","2013-10-14",15.96
"359","2013-10-15",15.95
"360","2013-10-16",15.94
"361","2013-10-17",16.52
"362","2013-10-18",16.559999
"363","2013-10-21",16.530001
"364","2013-10-22",16.75
"365","2013-10-23",17
"366","2013-10-24",17
"367","2013-10-25",16.940001
"368","2013-10-28",17.08
"369","2013-10-29",16.639999
"370","2013-10-30",16.309999
"371","2013-10-31",16.110001
"372","2013-11-01",16.459999
"373","2013-11-04",16.5
"374","2013-11-05",16.299999
"375","2013-11-06",16.4
"376","2013-11-07",15.99
"377","2013-11-08",15.7
"378","2013-11-11",15.59
"379","2013-11-12",15.62
"380","2013-11-13",15.8
"381","2013-11-14",16.200001
"382","2013-11-15",16.24
"383","2013-11-18",16.34
"384","2013-11-19",16.049999
"385","2013-11-20",16.120001
"386","2013-11-21",16.15
"387","2013-11-22",16.110001
"388","2013-11-25",16.209999
"389","2013-11-26",15.9
"390","2013-11-27",16.200001
"391","2013-11-29",16.23
"392","2013-12-02",16.129999
"393","2013-12-03",15.93
"394","2013-12-04",15.95
"395","2013-12-05",15.73
"396","2013-12-06",15.53
"397","2013-12-09",15.99
"398","2013-12-10",16.4
"399","2013-12-11",16.299999
"400","2013-12-12",16.379999
"401","2013-12-13",16.290001
"402","2013-12-16",16
"403","2013-12-17",16.040001
"404","2013-12-18",16.1
"405","2013-12-19",15.92
"406","2013-12-20",16.98
"407","2013-12-23",17.4
"408","2013-12-24",17.219999
"409","2013-12-26",14.84
"410","2013-12-27",14.87
"411","2013-12-30",14.91
"412","2013-12-31",14.88
"413","2014-01-02",14.82
"414","2014-01-03",14.68
"415","2014-01-06",14.95
"416","2014-01-07",14.83
"417","2014-01-08",14.86
"418","2014-01-09",14.84
"419","2014-01-10",14.88
"420","2014-01-13",15.09
"421","2014-01-14",14.78
"422","2014-01-15",14.87
"423","2014-01-16",14.8
"424","2014-01-17",14.76
"425","2014-01-21",14.72
"426","2014-01-22",14.71
"427","2014-01-23",14.91
"428","2014-01-24",14.91
"429","2014-01-27",14.72
"430","2014-01-28",15.12
"431","2014-01-29",14.74
"432","2014-01-30",14.95
"433","2014-01-31",14.95
"434","2014-02-03",14.87
"435","2014-02-04",14.99
"436","2014-02-05",14.87
"437","2014-02-06",14.84
"438","2014-02-07",14.98
"439","2014-02-10",15.18
"440","2014-02-11",15.31
"441","2014-02-12",15.59
"442","2014-02-13",15.93
"443","2014-02-14",15.8
"444","2014-02-18",16.35
"445","2014-02-19",16.450001
"446","2014-02-20",16.360001
"447","2014-02-21",16.190001
"448","2014-02-24",16.4
"449","2014-02-25",16.24
"450","2014-02-26",16.32
"451","2014-02-27",16.290001
"452","2014-02-28",16.469999
"453","2014-03-03",16.57
