"","date","TSCAP"
"1","2018-03-16",25.299999
"2","2018-03-19",25.25
"3","2018-03-20",25.290001
"4","2018-03-21",25.49
"5","2018-03-22",25.5
"6","2018-03-23",25.75
"7","2018-03-26",25.913
"8","2018-03-27",25.92
"9","2018-03-28",25.879999
"10","2018-03-29",25.85
"11","2018-04-02",25.92
"12","2018-04-03",25.9
"13","2018-04-04",25.9
"14","2018-04-05",25.799999
"15","2018-04-06",25.879999
"16","2018-04-09",25.93
"17","2018-04-10",25.9
"18","2018-04-11",25.917
"19","2018-04-12",25.98
"20","2018-04-13",25.860001
"21","2018-04-16",26
"22","2018-04-17",26.299999
"23","2018-04-18",26.261999
"24","2018-04-19",26.280001
"25","2018-04-20",26.465
"26","2018-04-23",26.371
"27","2018-04-24",26.450001
"28","2018-04-25",26.4
"29","2018-04-26",26.42
"30","2018-04-27",26.4
"31","2018-04-30",26.42
"32","2018-05-01",26.405001
"33","2018-05-02",26.320999
"34","2018-05-03",26.42
"35","2018-05-04",26.299999
"36","2018-05-07",26.341999
"37","2018-05-08",26.478001
"38","2018-05-09",26.514999
"39","2018-05-10",26.4
"40","2018-05-11",26.4
"41","2018-05-14",26.4
"42","2018-05-15",26.358999
"43","2018-05-16",26.323999
"44","2018-05-17",26.309999
"45","2018-05-18",26.289
"46","2018-05-21",26.290001
"47","2018-05-22",26.358
"48","2018-05-23",26.299999
"49","2018-05-24",26.365999
"50","2018-05-25",26.4
"51","2018-05-29",26.362
"52","2018-05-30",26.200001
"53","2018-05-31",26.42
"54","2018-06-01",26.309999
"55","2018-06-04",26.448999
"56","2018-06-05",26.4
"57","2018-06-06",26.521999
"58","2018-06-07",26.58
"59","2018-06-08",26.4
"60","2018-06-11",26.299999
"61","2018-06-12",26.309999
"62","2018-06-13",26.389999
"63","2018-06-14",26.360001
"64","2018-06-15",26.389999
"65","2018-06-18",26.4
"66","2018-06-19",26.35
"67","2018-06-20",26.309999
"68","2018-06-21",26.309999
"69","2018-06-22",26.219
"70","2018-06-25",26.33
"71","2018-06-26",26.136999
"72","2018-06-27",26.309999
"73","2018-06-28",26.101
"74","2018-06-29",26.200001
"75","2018-07-02",26.191
"76","2018-07-03",26.309999
"77","2018-07-05",26.107
"78","2018-07-06",26.275999
"79","2018-07-09",26.322001
"80","2018-07-10",26.35
"81","2018-07-11",26.4
"82","2018-07-12",26.243
"83","2018-07-13",26.298
"84","2018-07-16",26.236
"85","2018-07-17",26.219
"86","2018-07-18",26.299999
"87","2018-07-19",26.209999
"88","2018-07-20",26.299999
"89","2018-07-23",26.316
"90","2018-07-24",26.301001
"91","2018-07-25",26.24
"92","2018-07-26",26.280001
"93","2018-07-27",26.25
"94","2018-07-30",26.25
"95","2018-07-31",26.166
"96","2018-08-01",26.172001
"97","2018-08-02",26.271999
"98","2018-08-03",26.25
"99","2018-08-06",26.35
"100","2018-08-07",26.25
"101","2018-08-08",26.35
"102","2018-08-09",26.34
"103","2018-08-10",26.299999
"104","2018-08-13",26.389999
"105","2018-08-14",26.389999
"106","2018-08-15",26.302999
"107","2018-08-16",26.190001
"108","2018-08-17",26.288
"109","2018-08-20",26.370001
"110","2018-08-21",26.41
"111","2018-08-22",26.445
"112","2018-08-23",26.440001
"113","2018-08-24",26.457001
"114","2018-08-27",26.457001
"115","2018-08-28",26.503
"116","2018-08-29",26.287001
"117","2018-08-30",26.379999
"118","2018-08-31",26.559
"119","2018-09-04",26.35
"120","2018-09-05",26.407
"121","2018-09-06",26.308001
"122","2018-09-07",26.559999
"123","2018-09-10",26.385
"124","2018-09-11",26.5
"125","2018-09-12",26.360001
"126","2018-09-13",26.23
"127","2018-09-14",26.25
"128","2018-09-17",26.25
"129","2018-09-18",26.25
"130","2018-09-19",26.25
"131","2018-09-20",26.24
"132","2018-09-21",25.940001
"133","2018-09-24",26.190001
"134","2018-09-25",26.190001
"135","2018-09-26",26.195999
"136","2018-09-27",26.054001
"137","2018-09-28",26.24
"138","2018-10-01",25.85
"139","2018-10-02",26.139
"140","2018-10-03",26.198999
"141","2018-10-04",26.146999
"142","2018-10-05",25.92
"143","2018-10-08",25.924999
"144","2018-10-09",25.860001
"145","2018-10-10",25.979
"146","2018-10-11",25.85
"147","2018-10-12",25.889999
"148","2018-10-15",25.889999
"149","2018-10-16",25.889999
"150","2018-10-17",26.198999
"151","2018-10-18",26.138
"152","2018-10-19",26.209999
"153","2018-10-22",26.209999
"154","2018-10-23",26.159
"155","2018-10-24",26.1
"156","2018-10-25",26.129999
"157","2018-10-26",26.200001
"158","2018-10-29",26.063
"159","2018-10-30",26.052
"160","2018-10-31",26.052
"161","2018-11-01",25.790001
"162","2018-11-02",25.700001
"163","2018-11-05",25.75
"164","2018-11-06",25.9
"165","2018-11-07",25.940001
"166","2018-11-08",25.889999
"167","2018-11-09",25.965
"168","2018-11-12",25.889
"169","2018-11-13",25.98
"170","2018-11-14",26
"171","2018-11-15",26.176001
"172","2018-11-16",25.65
"173","2018-11-19",25.99
"174","2018-11-20",25.799999
"175","2018-11-21",25.99
"176","2018-11-23",26.181999
"177","2018-11-26",26
"178","2018-11-27",26.110001
"179","2018-11-28",25.778
"180","2018-11-29",26.195
"181","2018-11-30",26.188999
"182","2018-12-03",26.139999
"183","2018-12-04",25.799999
"184","2018-12-06",26.606001
"185","2018-12-07",26.1
"186","2018-12-10",26.299999
"187","2018-12-11",26.289
"188","2018-12-12",26.318001
"189","2018-12-13",25.85
"190","2018-12-14",26.040001
"191","2018-12-17",25.867001
"192","2018-12-18",25.867001
"193","2018-12-19",26
"194","2018-12-20",25.59
"195","2018-12-21",25.799999
"196","2018-12-24",25.771999
"197","2018-12-26",25.974001
"198","2018-12-27",26.219999
"199","2018-12-28",26.238001
"200","2018-12-31",25.976999
"201","2019-01-02",25.535
"202","2019-01-03",26.18
"203","2019-01-04",26.18
"204","2019-01-07",25.77
"205","2019-01-08",25.99
"206","2019-01-09",25.915001
"207","2019-01-10",26.1
"208","2019-01-11",25.795
"209","2019-01-14",26.097
"210","2019-01-15",26
"211","2019-01-16",25.940001
"212","2019-01-17",25.940001
"213","2019-01-18",25.950001
"214","2019-01-22",26.450001
"215","2019-01-23",26.450001
"216","2019-01-24",25.985001
"217","2019-01-25",26.021
"218","2019-01-28",25.955999
"219","2019-01-29",26
"220","2019-01-30",26.434999
"221","2019-01-31",26.004999
"222","2019-02-01",26.004999
"223","2019-02-04",25.937
"224","2019-02-05",25.99
"225","2019-02-06",25.99
"226","2019-02-07",25.969999
"227","2019-02-08",25.950001
"228","2019-02-11",25.976
"229","2019-02-12",25.860001
"230","2019-02-13",26.002001
"231","2019-02-14",26.110001
"232","2019-02-15",25.959999
"233","2019-02-19",26.110001
"234","2019-02-20",25.941999
"235","2019-02-21",26.110001
"236","2019-02-22",26.042999
"237","2019-02-25",26.09
"238","2019-02-26",26
"239","2019-02-27",25.9
"240","2019-02-28",25.9
"241","2019-03-01",26.1
"242","2019-03-04",25.943001
"243","2019-03-05",26.148001
"244","2019-03-06",26.1
"245","2019-03-07",26.096001
"246","2019-03-08",26.15
"247","2019-03-11",26.1
"248","2019-03-12",26.450001
"249","2019-03-13",26.26
"250","2019-03-14",26.26
"251","2019-03-15",26.01
"252","2019-03-18",26.049999
"253","2019-03-19",26.01
"254","2019-03-20",25.99
"255","2019-03-21",26.15
"256","2019-03-22",26
"257","2019-03-25",26.000999
"258","2019-03-26",26.1
"259","2019-03-27",26.18
"260","2019-03-28",26.17
"261","2019-03-29",26
"262","2019-04-01",26.34
"263","2019-04-02",26.389999
"264","2019-04-03",26.389999
"265","2019-04-04",26.243999
"266","2019-04-05",26.219999
"267","2019-04-08",26.27
"268","2019-04-09",26.290001
"269","2019-04-10",26.254999
"270","2019-04-11",26.379999
"271","2019-04-12",26.379999
"272","2019-04-15",26.379999
"273","2019-04-16",26.249001
"274","2019-04-17",26.327999
"275","2019-04-18",26.218
"276","2019-04-22",26.389999
"277","2019-04-23",26.389999
"278","2019-04-24",26.608999
"279","2019-04-25",26.459999
"280","2019-04-26",26.25
"281","2019-04-29",26.379999
"282","2019-04-30",26.389999
"283","2019-05-01",26.450001
"284","2019-05-02",26.450001
"285","2019-05-03",26.23
"286","2019-05-06",26.358
"287","2019-05-07",26.271
"288","2019-05-08",26.51
"289","2019-05-09",26.500999
"290","2019-05-10",26.6
"291","2019-05-13",26.6
"292","2019-05-14",26.535
"293","2019-05-15",26.65
"294","2019-05-16",26.65
"295","2019-05-17",26.65
"296","2019-05-20",26.617001
"297","2019-05-21",26.575001
"298","2019-05-22",26.639999
"299","2019-05-23",26.896999
"300","2019-05-24",26.950001
"301","2019-05-28",26.950001
"302","2019-05-29",27.1
"303","2019-05-30",26.799999
"304","2019-05-31",26.997999
"305","2019-06-03",26.99
