"","date","SDGR"
"1","2020-02-06",28.639999
"2","2020-02-07",31.92
"3","2020-02-10",28.940001
"4","2020-02-11",26.790001
"5","2020-02-12",27.129999
"6","2020-02-13",26.6
"7","2020-02-14",26.9
"8","2020-02-18",31.9
"9","2020-02-19",35.720001
"10","2020-02-20",47.619999
"11","2020-02-21",50
"12","2020-02-24",52.990002
"13","2020-02-25",43.59
"14","2020-02-26",42.389999
"15","2020-02-27",43.43
"16","2020-02-28",46.380001
"17","2020-03-02",44.75
"18","2020-03-03",39.509998
"19","2020-03-04",43
"20","2020-03-05",41.169998
"21","2020-03-06",43.32
"22","2020-03-09",37.25
"23","2020-03-10",35.029999
"24","2020-03-11",35.52
"25","2020-03-12",37.310001
"26","2020-03-13",35.580002
"27","2020-03-16",30.379999
"28","2020-03-17",30.370001
"29","2020-03-18",28.959999
"30","2020-03-19",33.439999
"31","2020-03-20",38.549999
"32","2020-03-23",42.779999
"33","2020-03-24",41.290001
"34","2020-03-25",38.900002
"35","2020-03-26",41.25
"36","2020-03-27",40.23
"37","2020-03-30",42.18
"38","2020-03-31",43.119999
"39","2020-04-01",39.389999
"40","2020-04-02",37.950001
"41","2020-04-03",40.119999
"42","2020-04-06",39.790001
"43","2020-04-07",39.07
"44","2020-04-08",40.400002
"45","2020-04-09",41.299999
"46","2020-04-13",41.029999
"47","2020-04-14",39.189999
"48","2020-04-15",36.119999
"49","2020-04-16",40.84
"50","2020-04-17",40.509998
"51","2020-04-20",48.48
"52","2020-04-21",44.5
"53","2020-04-22",46.27
"54","2020-04-23",45.32
"55","2020-04-24",51.619999
"56","2020-04-27",49.68
"57","2020-04-28",49.43
"58","2020-04-29",49.689999
"59","2020-04-30",46.400002
"60","2020-05-01",46.720001
"61","2020-05-04",48.360001
"62","2020-05-05",48.25
"63","2020-05-06",47.889999
"64","2020-05-07",50
"65","2020-05-08",48.82
"66","2020-05-11",54.900002
"67","2020-05-12",58.73
"68","2020-05-13",55.470001
"69","2020-05-14",54
"70","2020-05-15",57
"71","2020-05-18",59.049999
"72","2020-05-19",66.480003
"73","2020-05-20",64.709999
"74","2020-05-21",65.330002
"75","2020-05-22",69.169998
"76","2020-05-26",69.059998
"77","2020-05-27",65.25
"78","2020-05-28",62.240002
"79","2020-05-29",68.449997
"80","2020-06-01",69.599998
"81","2020-06-02",69.57
"82","2020-06-03",68.739998
"83","2020-06-04",63.810001
"84","2020-06-05",63.59
"85","2020-06-08",65.059998
"86","2020-06-09",68.589996
"87","2020-06-10",67.169998
"88","2020-06-11",59.84
"89","2020-06-12",60.509998
"90","2020-06-15",67.410004
"91","2020-06-16",67.410004
"92","2020-06-17",71.629997
"93","2020-06-18",75.419998
"94","2020-06-19",75.059998
"95","2020-06-22",75.650002
"96","2020-06-23",80.220001
"97","2020-06-24",81.290001
"98","2020-06-25",87.489998
"99","2020-06-26",84.639999
"100","2020-06-29",86
"101","2020-06-30",91.57
"102","2020-07-01",93
"103","2020-07-02",92.82
"104","2020-07-06",93.220001
"105","2020-07-07",87.089996
"106","2020-07-08",88.879997
"107","2020-07-09",93.330002
"108","2020-07-10",92.360001
"109","2020-07-13",87.769997
"110","2020-07-14",82.629997
"111","2020-07-15",84.209999
"112","2020-07-16",79
"113","2020-07-17",84.629997
"114","2020-07-20",87.550003
"115","2020-07-21",83.610001
"116","2020-07-22",87.150002
"117","2020-07-23",81.980003
"118","2020-07-24",76.269997
"119","2020-07-27",77.339996
"120","2020-07-28",74.089996
"121","2020-07-29",77.209999
"122","2020-07-30",75.870003
"123","2020-07-31",72.379997
"124","2020-08-03",73.769997
"125","2020-08-04",72.610001
"126","2020-08-05",76
"127","2020-08-06",71.980003
"128","2020-08-07",71.169998
"129","2020-08-10",74.260002
"130","2020-08-11",69.389999
"131","2020-08-12",66.870003
"132","2020-08-13",73.07
"133","2020-08-14",69.449997
"134","2020-08-17",67.620003
"135","2020-08-18",68.629997
"136","2020-08-19",67.389999
"137","2020-08-20",67.089996
"138","2020-08-21",68.68
"139","2020-08-24",63.759998
"140","2020-08-25",64.639999
"141","2020-08-26",64.779999
"142","2020-08-27",63.43
"143","2020-08-28",61.689999
"144","2020-08-31",60.459999
"145","2020-09-01",60.790001
"146","2020-09-02",62.02
"147","2020-09-03",56.709999
"148","2020-09-04",53.700001
"149","2020-09-08",52.099998
"150","2020-09-09",53.970001
"151","2020-09-10",53.709999
"152","2020-09-11",53.959999
"153","2020-09-14",55.98
"154","2020-09-15",53.009998
"155","2020-09-16",52.34
"156","2020-09-17",51.68
"157","2020-09-18",56.049999
"158","2020-09-21",54.490002
"159","2020-09-22",51.130001
"160","2020-09-23",49.57
"161","2020-09-24",46.869999
"162","2020-09-25",49.16
"163","2020-09-28",49
"164","2020-09-29",47.549999
"165","2020-09-30",47.509998
"166","2020-10-01",51.709999
"167","2020-10-02",51.34
"168","2020-10-05",53.869999
"169","2020-10-06",54.57
"170","2020-10-07",53.970001
"171","2020-10-08",53.860001
"172","2020-10-09",56.720001
"173","2020-10-12",62.25
"174","2020-10-13",58.950001
"175","2020-10-14",56.57
"176","2020-10-15",55.869999
"177","2020-10-16",57.939999
"178","2020-10-19",57.209999
"179","2020-10-20",55.669998
"180","2020-10-21",55.84
"181","2020-10-22",58.490002
"182","2020-10-23",60.610001
"183","2020-10-26",58.009998
"184","2020-10-27",59.630001
"185","2020-10-28",54.200001
"186","2020-10-29",52.09
"187","2020-10-30",48.779999
"188","2020-11-02",48.790001
"189","2020-11-03",48.060001
"190","2020-11-04",50.290001
"191","2020-11-05",54.029999
"192","2020-11-06",52.950001
"193","2020-11-09",53.380001
"194","2020-11-10",50.439999
"195","2020-11-11",51.43
"196","2020-11-12",52.689999
"197","2020-11-13",57.810001
"198","2020-11-16",58.790001
"199","2020-11-17",59.540001
"200","2020-11-18",57.75
"201","2020-11-19",58.57
"202","2020-11-20",60.599998
"203","2020-11-23",67.650002
"204","2020-11-24",66.18
"205","2020-11-25",63.599998
"206","2020-11-27",69.599998
