"","date","STON"
"1","2007-01-03",25.129999
"2","2007-01-04",25.4
"3","2007-01-05",25.01
"4","2007-01-08",25.25
"5","2007-01-09",24.83
"6","2007-01-10",25.030001
"7","2007-01-11",25.01
"8","2007-01-12",25.09
"9","2007-01-16",25.02
"10","2007-01-17",25
"11","2007-01-18",25.200001
"12","2007-01-19",25.139999
"13","2007-01-22",25.16
"14","2007-01-23",25.190001
"15","2007-01-24",25.049999
"16","2007-01-25",25.299999
"17","2007-01-26",25.6
"18","2007-01-29",25.6
"19","2007-01-30",25.68
"20","2007-01-31",25.75
"21","2007-02-01",26.459999
"22","2007-02-02",26.09
"23","2007-02-05",24.969999
"24","2007-02-06",25.370001
"25","2007-02-07",24.52
"26","2007-02-08",24.940001
"27","2007-02-09",25.110001
"28","2007-02-12",25.799999
"29","2007-02-13",26.389999
"30","2007-02-14",26.469999
"31","2007-02-15",26.15
"32","2007-02-16",26.209999
"33","2007-02-20",26
"34","2007-02-21",25.549999
"35","2007-02-22",26.32
"36","2007-02-23",25.870001
"37","2007-02-26",26.129999
"38","2007-02-27",25.629999
"39","2007-02-28",24.9
"40","2007-03-01",25.139999
"41","2007-03-02",25.23
"42","2007-03-05",24.25
"43","2007-03-06",24.57
"44","2007-03-07",24.91
"45","2007-03-08",25
"46","2007-03-09",24.5
"47","2007-03-12",23.65
"48","2007-03-13",24
"49","2007-03-14",23.51
"50","2007-03-15",24.370001
"51","2007-03-16",23.950001
"52","2007-03-19",24.370001
"53","2007-03-20",23.85
"54","2007-03-21",24.389999
"55","2007-03-22",24.309999
"56","2007-03-23",24.219999
"57","2007-03-26",24.370001
"58","2007-03-27",24.18
"59","2007-03-28",24.360001
"60","2007-03-29",24.17
"61","2007-03-30",24.35
"62","2007-04-02",24.9
"63","2007-04-03",25.790001
"64","2007-04-04",25.459999
"65","2007-04-05",24.91
"66","2007-04-09",24.6
"67","2007-04-10",25.02
"68","2007-04-11",25.290001
"69","2007-04-12",25.110001
"70","2007-04-13",24.75
"71","2007-04-16",25.01
"72","2007-04-17",25.17
"73","2007-04-18",26
"74","2007-04-19",25.969999
"75","2007-04-20",25.82
"76","2007-04-23",25.83
"77","2007-04-24",25.65
"78","2007-04-25",25.77
"79","2007-04-26",26.049999
"80","2007-04-27",25.620001
"81","2007-04-30",26.049999
"82","2007-05-01",26.24
"83","2007-05-02",25.82
"84","2007-05-03",26.76
"85","2007-05-04",26.6
"86","2007-05-07",27.049999
"87","2007-05-08",27.09
"88","2007-05-09",26.59
"89","2007-05-10",26.75
"90","2007-05-11",26.450001
"91","2007-05-14",26.27
"92","2007-05-15",26.27
"93","2007-05-16",26.9
"94","2007-05-17",27.49
"95","2007-05-18",27.1
"96","2007-05-21",26.799999
"97","2007-05-22",26.75
"98","2007-05-23",26.99
"99","2007-05-24",26.639999
"100","2007-05-25",26.17
"101","2007-05-29",26.809999
"102","2007-05-30",27.200001
"103","2007-05-31",27.26
"104","2007-06-01",27.98
"105","2007-06-04",27.219999
"106","2007-06-05",26.74
"107","2007-06-06",26.6
"108","2007-06-07",26.540001
"109","2007-06-08",26.17
"110","2007-06-11",26.719999
"111","2007-06-12",26.700001
"112","2007-06-13",26.969999
"113","2007-06-14",26.9
"114","2007-06-15",26.82
"115","2007-06-18",25.43
"116","2007-06-19",25.43
"117","2007-06-20",25.889999
"118","2007-06-21",25.459999
"119","2007-06-22",25.049999
"120","2007-06-25",24.58
"121","2007-06-26",24.190001
"122","2007-06-27",24.459999
"123","2007-06-28",24.92
"124","2007-06-29",24.709999
"125","2007-07-02",24.32
"126","2007-07-03",24.709999
"127","2007-07-05",25.15
"128","2007-07-06",24.719999
"129","2007-07-09",24.870001
"130","2007-07-10",24.440001
"131","2007-07-11",24.15
"132","2007-07-12",23.790001
"133","2007-07-13",23.280001
"134","2007-07-16",22.700001
"135","2007-07-17",23.299999
"136","2007-07-18",23.799999
"137","2007-07-19",24.139999
"138","2007-07-20",24.41
"139","2007-07-23",24.93
"140","2007-07-24",24.610001
"141","2007-07-25",24.799999
"142","2007-07-26",24.370001
"143","2007-07-27",24.32
"144","2007-07-30",25.25
"145","2007-07-31",25.23
"146","2007-08-01",25.469999
"147","2007-08-02",23.59
"148","2007-08-03",22.9
"149","2007-08-06",22.209999
"150","2007-08-07",22.950001
"151","2007-08-08",23.139999
"152","2007-08-09",23.75
"153","2007-08-10",23.4
"154","2007-08-13",24.540001
"155","2007-08-14",24.389999
"156","2007-08-15",23.459999
"157","2007-08-16",22.98
"158","2007-08-17",24.58
"159","2007-08-20",25.68
"160","2007-08-21",25.889999
"161","2007-08-22",25.370001
"162","2007-08-23",24.959999
"163","2007-08-24",25.209999
"164","2007-08-27",25.49
"165","2007-08-28",25.32
"166","2007-08-29",25.15
"167","2007-08-30",24.99
"168","2007-08-31",25.75
"169","2007-09-04",24.799999
"170","2007-09-05",25.1
"171","2007-09-06",25.200001
"172","2007-09-07",25.049999
"173","2007-09-10",24.51
"174","2007-09-11",23.889999
"175","2007-09-12",24.440001
"176","2007-09-13",24.629999
"177","2007-09-14",24.639999
"178","2007-09-17",24.91
"179","2007-09-18",25
"180","2007-09-19",25.1
"181","2007-09-20",25.09
"182","2007-09-21",25.209999
"183","2007-09-24",25.41
"184","2007-09-25",25.309999
"185","2007-09-26",24.9
"186","2007-09-27",24.719999
"187","2007-09-28",24.780001
"188","2007-10-01",24.76
"189","2007-10-02",24.799999
"190","2007-10-03",24.65
"191","2007-10-04",24
"192","2007-10-05",24.57
"193","2007-10-08",25.76
"194","2007-10-09",25.15
"195","2007-10-10",25.200001
"196","2007-10-11",25.33
"197","2007-10-12",25.51
"198","2007-10-15",25.870001
"199","2007-10-16",25.99
"200","2007-10-17",25.209999
"201","2007-10-18",25.200001
"202","2007-10-19",25.200001
"203","2007-10-22",25.23
"204","2007-10-23",25.25
"205","2007-10-24",25
"206","2007-10-25",25.65
"207","2007-10-26",25.940001
"208","2007-10-29",25.379999
"209","2007-10-30",25.639999
"210","2007-10-31",26.26
"211","2007-11-01",25.559999
"212","2007-11-02",25.530001
"213","2007-11-05",25.059999
"214","2007-11-06",24.709999
"215","2007-11-07",23.68
"216","2007-11-08",23.870001
"217","2007-11-09",23.610001
"218","2007-11-12",23.450001
"219","2007-11-13",23.379999
"220","2007-11-14",23.27
"221","2007-11-15",22.059999
"222","2007-11-16",21.25
"223","2007-11-19",20.690001
"224","2007-11-20",21.15
"225","2007-11-21",20.809999
"226","2007-11-23",20.49
"227","2007-11-26",19.68
"228","2007-11-27",19.91
"229","2007-11-28",20.74
"230","2007-11-29",20.75
"231","2007-11-30",20.01
"232","2007-12-03",20.33
"233","2007-12-04",20.809999
"234","2007-12-05",22.280001
"235","2007-12-06",21.25
"236","2007-12-07",22.09
"237","2007-12-10",22.27
"238","2007-12-11",21.5
"239","2007-12-12",20.67
"240","2007-12-13",20.049999
"241","2007-12-14",20.65
"242","2007-12-17",20.26
"243","2007-12-18",19.700001
"244","2007-12-19",19.5
"245","2007-12-20",19.59
"246","2007-12-21",20
"247","2007-12-24",19.84
"248","2007-12-26",20.07
"249","2007-12-27",20.15
"250","2007-12-28",20.08
"251","2007-12-31",20.049999
"252","2008-01-02",19.91
"253","2008-01-03",19.889999
"254","2008-01-04",19.65
"255","2008-01-07",19.889999
"256","2008-01-08",19.9
"257","2008-01-09",19.68
"258","2008-01-10",20.18
"259","2008-01-11",20.18
"260","2008-01-14",19.969999
"261","2008-01-15",19.9
"262","2008-01-16",19.98
"263","2008-01-17",19.51
"264","2008-01-18",18.51
"265","2008-01-22",18.700001
"266","2008-01-23",18.389999
"267","2008-01-24",19
"268","2008-01-25",19.57
"269","2008-01-28",19.74
"270","2008-01-29",19.59
"271","2008-01-30",19.620001
"272","2008-01-31",19.49
"273","2008-02-01",19.5
"274","2008-02-04",19.73
"275","2008-02-05",19.59
"276","2008-02-06",19.1
"277","2008-02-07",19.200001
"278","2008-02-08",19.4
"279","2008-02-11",19.67
"280","2008-02-12",19.969999
"281","2008-02-13",19.9
"282","2008-02-14",19.860001
"283","2008-02-15",19.700001
"284","2008-02-19",20.08
"285","2008-02-20",19.940001
"286","2008-02-21",19.32
"287","2008-02-22",19.110001
"288","2008-02-25",19.209999
"289","2008-02-26",18.82
"290","2008-02-27",18.809999
"291","2008-02-28",18.459999
"292","2008-02-29",18.57
"293","2008-03-03",18.559999
"294","2008-03-04",18.530001
"295","2008-03-05",18.17
"296","2008-03-06",17.950001
"297","2008-03-07",17.540001
"298","2008-03-10",16.719999
"299","2008-03-11",17.24
"300","2008-03-12",17.940001
"301","2008-03-13",17.610001
"302","2008-03-14",17.75
"303","2008-03-17",17.09
"304","2008-03-18",17.26
"305","2008-03-19",17.15
"306","2008-03-20",17.02
"307","2008-03-24",18.290001
"308","2008-03-25",17.780001
"309","2008-03-26",17.889999
"310","2008-03-27",17.959999
"311","2008-03-28",17.65
"312","2008-03-31",18.280001
"313","2008-04-01",18.5
"314","2008-04-02",18.5
"315","2008-04-03",18.59
"316","2008-04-04",18.52
"317","2008-04-07",19.049999
"318","2008-04-08",18.75
"319","2008-04-09",18.629999
"320","2008-04-10",18.76
"321","2008-04-11",18.75
"322","2008-04-14",18.41
"323","2008-04-15",18.27
"324","2008-04-16",18.629999
"325","2008-04-17",19.24
"326","2008-04-18",19.07
"327","2008-04-21",19.200001
"328","2008-04-22",19
"329","2008-04-23",19.120001
"330","2008-04-24",19.1
"331","2008-04-25",19.15
"332","2008-04-28",19.85
"333","2008-04-29",19.57
"334","2008-04-30",19.379999
"335","2008-05-01",19.059999
"336","2008-05-02",18.85
"337","2008-05-05",19.389999
"338","2008-05-06",19.1
"339","2008-05-07",18.809999
"340","2008-05-08",18.620001
"341","2008-05-09",18.879999
"342","2008-05-12",18.27
"343","2008-05-13",18.059999
"344","2008-05-14",18.129999
"345","2008-05-15",18.549999
"346","2008-05-16",18.700001
"347","2008-05-19",18.25
"348","2008-05-20",18.139999
"349","2008-05-21",18.059999
"350","2008-05-22",17.959999
"351","2008-05-23",17.91
"352","2008-05-27",17.76
"353","2008-05-28",18.02
"354","2008-05-29",17.959999
"355","2008-05-30",17.799999
"356","2008-06-02",17.9
"357","2008-06-03",18.01
"358","2008-06-04",18.02
"359","2008-06-05",18.27
"360","2008-06-06",17.74
"361","2008-06-09",17.690001
"362","2008-06-10",17.709999
"363","2008-06-11",17.74
"364","2008-06-12",17.65
"365","2008-06-13",17.969999
"366","2008-06-16",17.959999
"367","2008-06-17",17.790001
"368","2008-06-18",17.84
"369","2008-06-19",17.75
"370","2008-06-20",17.34
"371","2008-06-23",17.440001
"372","2008-06-24",17.15
"373","2008-06-25",17.09
"374","2008-06-26",17
"375","2008-06-27",16.92
"376","2008-06-30",17.48
"377","2008-07-01",16.950001
"378","2008-07-02",16.1
"379","2008-07-03",16.379999
"380","2008-07-07",16.65
"381","2008-07-08",16.59
"382","2008-07-09",16.120001
"383","2008-07-10",15.94
"384","2008-07-11",15.94
"385","2008-07-14",15.7
"386","2008-07-15",15.56
"387","2008-07-16",15.2
"388","2008-07-17",15.49
"389","2008-07-18",15.41
"390","2008-07-21",16.51
"391","2008-07-22",16.49
"392","2008-07-23",16.99
"393","2008-07-24",16.389999
"394","2008-07-25",16.040001
"395","2008-07-28",16.459999
"396","2008-07-29",17.25
"397","2008-07-30",17.83
"398","2008-07-31",18.18
"399","2008-08-01",17.65
"400","2008-08-04",17.280001
"401","2008-08-05",17.4
"402","2008-08-06",17.469999
"403","2008-08-07",17.27
"404","2008-08-08",17.43
"405","2008-08-11",18.01
"406","2008-08-12",18.190001
"407","2008-08-13",18.200001
"408","2008-08-14",18.24
"409","2008-08-15",18.129999
"410","2008-08-18",17.969999
"411","2008-08-19",17.75
"412","2008-08-20",17.889999
"413","2008-08-21",17.719999
"414","2008-08-22",18.110001
"415","2008-08-25",17.799999
"416","2008-08-26",17.59
"417","2008-08-27",17.66
"418","2008-08-28",17.83
"419","2008-08-29",17.41
"420","2008-09-02",17.360001
"421","2008-09-03",17.18
"422","2008-09-04",16.950001
"423","2008-09-05",16.92
"424","2008-09-08",16.889999
"425","2008-09-09",16.299999
"426","2008-09-10",16.469999
"427","2008-09-11",15.91
"428","2008-09-12",16.219999
"429","2008-09-15",15.72
"430","2008-09-16",15.78
"431","2008-09-17",15.51
"432","2008-09-18",15.6
"433","2008-09-19",15.79
"434","2008-09-22",15.6
"435","2008-09-23",15.27
"436","2008-09-24",15.07
"437","2008-09-25",15.25
"438","2008-09-26",15.2
"439","2008-09-29",14.7
"440","2008-09-30",14.45
"441","2008-10-01",14.08
"442","2008-10-02",13.62
"443","2008-10-03",13.85
"444","2008-10-06",12.01
"445","2008-10-07",11.83
"446","2008-10-08",10.73
"447","2008-10-09",10
"448","2008-10-10",9.8
"449","2008-10-13",12.13
"450","2008-10-14",12.39
"451","2008-10-15",11.52
"452","2008-10-16",11.78
"453","2008-10-17",13.4
"454","2008-10-20",14.25
"455","2008-10-21",14.52
"456","2008-10-22",14.02
"457","2008-10-23",12.74
"458","2008-10-24",12.15
"459","2008-10-27",11.96
"460","2008-10-28",12
"461","2008-10-29",11.9
"462","2008-10-30",12.14
"463","2008-10-31",12.5
"464","2008-11-03",12.7
"465","2008-11-04",13.25
"466","2008-11-05",12.74
"467","2008-11-06",12.25
"468","2008-11-07",12.3
"469","2008-11-10",12.95
"470","2008-11-11",13.47
"471","2008-11-12",12.7
"472","2008-11-13",12.1
"473","2008-11-14",12.42
"474","2008-11-17",12.23
"475","2008-11-18",11.65
"476","2008-11-19",11.15
"477","2008-11-20",9.5
"478","2008-11-21",9.02
"479","2008-11-24",10.87
"480","2008-11-25",10.7
"481","2008-11-26",12
"482","2008-11-28",12.99
"483","2008-12-01",11.5
"484","2008-12-02",11.61
"485","2008-12-03",11.35
"486","2008-12-04",11.38
"487","2008-12-05",11.2
"488","2008-12-08",11.24
"489","2008-12-09",11.31
"490","2008-12-10",11.16
"491","2008-12-11",11.03
"492","2008-12-12",11.1
"493","2008-12-15",10.8
"494","2008-12-16",11.19
"495","2008-12-17",11.07
"496","2008-12-18",11.09
"497","2008-12-19",11.02
"498","2008-12-22",10.91
"499","2008-12-23",10.69
"500","2008-12-24",10.55
"501","2008-12-26",11.1
"502","2008-12-29",10.66
"503","2008-12-30",11.21
"504","2008-12-31",11.83
"505","2009-01-02",12.25
"506","2009-01-05",12.87
"507","2009-01-06",13.53
"508","2009-01-07",13.74
"509","2009-01-08",13.69
"510","2009-01-09",13.74
"511","2009-01-12",12.75
"512","2009-01-13",12.64
"513","2009-01-14",12.37
"514","2009-01-15",13.06
"515","2009-01-16",13.13
"516","2009-01-20",12.86
"517","2009-01-21",12.87
"518","2009-01-22",12.79
"519","2009-01-23",13.11
"520","2009-01-26",13
"521","2009-01-27",13.74
"522","2009-01-28",14.25
"523","2009-01-29",15
"524","2009-01-30",15
"525","2009-02-02",14.8
"526","2009-02-03",14.5
"527","2009-02-04",14.81
"528","2009-02-05",14.66
"529","2009-02-06",15.14
"530","2009-02-09",14.8
"531","2009-02-10",14.33
"532","2009-02-11",14.19
"533","2009-02-12",14.56
"534","2009-02-13",14.45
"535","2009-02-17",14.03
"536","2009-02-18",13.12
"537","2009-02-19",12.52
"538","2009-02-20",11.04
"539","2009-02-23",10.98
"540","2009-02-24",11.17
"541","2009-02-25",10.83
"542","2009-02-26",11.24
"543","2009-02-27",10.71
"544","2009-03-02",10.5
"545","2009-03-03",10.5
"546","2009-03-04",10.86
"547","2009-03-05",10.59
"548","2009-03-06",10.57
"549","2009-03-09",10.55
"550","2009-03-10",10.85
"551","2009-03-11",11.3
"552","2009-03-12",12.35
"553","2009-03-13",12.64
"554","2009-03-16",10
"555","2009-03-17",10.66
"556","2009-03-18",10.67
"557","2009-03-19",10.68
"558","2009-03-20",10.73
"559","2009-03-23",10.98
"560","2009-03-24",10.61
"561","2009-03-25",10.62
"562","2009-03-26",10.5
"563","2009-03-27",10.7
"564","2009-03-30",10.51
"565","2009-03-31",11.15
"566","2009-04-01",11.81
"567","2009-04-02",12.3
"568","2009-04-03",12.25
"569","2009-04-06",12.63
"570","2009-04-07",12.45
"571","2009-04-08",12.68
"572","2009-04-09",13.98
"573","2009-04-13",13.62
"574","2009-04-14",13.89
"575","2009-04-15",13.99
"576","2009-04-16",14.18
"577","2009-04-17",14.45
"578","2009-04-20",14.24
"579","2009-04-21",14.66
"580","2009-04-22",14.52
"581","2009-04-23",14.16
"582","2009-04-24",14.42
"583","2009-04-27",14.51
"584","2009-04-28",14.45
"585","2009-04-29",14.97
"586","2009-04-30",14.9
"587","2009-05-01",14.85
"588","2009-05-04",14.95
"589","2009-05-05",15.15
"590","2009-05-06",14.6
"591","2009-05-07",14.68
"592","2009-05-08",14.8
"593","2009-05-11",15.07
"594","2009-05-12",15.15
"595","2009-05-13",14.52
"596","2009-05-14",15.25
"597","2009-05-15",16.32
"598","2009-05-18",16.360001
"599","2009-05-19",15.55
"600","2009-05-20",15.69
"601","2009-05-21",15.51
"602","2009-05-22",15.52
"603","2009-05-26",15.75
"604","2009-05-27",15.81
"605","2009-05-28",16
"606","2009-05-29",16.4
"607","2009-06-01",17
"608","2009-06-02",16.780001
"609","2009-06-03",16.18
"610","2009-06-04",16.4
"611","2009-06-05",15.72
"612","2009-06-08",15.93
"613","2009-06-09",16.129999
"614","2009-06-10",15.75
"615","2009-06-11",15.51
"616","2009-06-12",15.64
