"","date","IFS"
"1","2019-07-01",38.5
"2","2019-07-02",38.5
"3","2019-07-03",38.5
"4","2019-07-05",38.5
"5","2019-07-08",38.5
"6","2019-07-09",38.5
"7","2019-07-10",38.5
"8","2019-07-11",38.5
"9","2019-07-12",38.5
"10","2019-07-15",38.5
"11","2019-07-16",38.5
"12","2019-07-17",38.5
"13","2019-07-18",38.5
"14","2019-07-19",47
"15","2019-07-22",45.700001
"16","2019-07-23",44.650002
"17","2019-07-24",43.650002
"18","2019-07-25",43.75
"19","2019-07-26",43.16
"20","2019-07-29",42.599998
"21","2019-07-30",42.32
"22","2019-07-31",42.200001
"23","2019-08-01",41.939999
"24","2019-08-02",39.970001
"25","2019-08-05",38.830002
"26","2019-08-06",39.049999
"27","2019-08-07",40.110001
"28","2019-08-08",41.490002
"29","2019-08-09",39.950001
"30","2019-08-12",39.84
"31","2019-08-13",39.93
"32","2019-08-14",38.98
"33","2019-08-15",39
"34","2019-08-16",39.75
"35","2019-08-19",40.360001
"36","2019-08-20",39.700001
"37","2019-08-21",39.779999
"38","2019-08-22",40.09
"39","2019-08-23",38.700001
"40","2019-08-26",38.580002
"41","2019-08-27",39.549999
"42","2019-08-28",38.98
"43","2019-08-29",39
"44","2019-08-30",39.950001
"45","2019-09-03",40.990002
"46","2019-09-04",40.5
"47","2019-09-05",41.5
"48","2019-09-06",40.630001
"49","2019-09-09",39.959999
"50","2019-09-10",39.5
"51","2019-09-11",39.93
"52","2019-09-12",41.110001
"53","2019-09-13",41.84
"54","2019-09-16",41.32
"55","2019-09-17",41.349998
"56","2019-09-18",41.939999
"57","2019-09-19",42.419998
"58","2019-09-20",42.369999
"59","2019-09-23",42.34
"60","2019-09-24",41.580002
"61","2019-09-25",41.740002
"62","2019-09-26",41.700001
"63","2019-09-27",41.639999
"64","2019-09-30",41.23
"65","2019-10-01",39.740002
"66","2019-10-02",39.18
"67","2019-10-03",38.830002
"68","2019-10-04",39.369999
"69","2019-10-07",39.049999
"70","2019-10-08",38.669998
"71","2019-10-09",39.25
"72","2019-10-10",38.799999
"73","2019-10-11",39.43
"74","2019-10-14",39.459999
"75","2019-10-15",39.290001
"76","2019-10-16",39.290001
"77","2019-10-17",40.139999
"78","2019-10-18",40.23
"79","2019-10-21",40.790001
"80","2019-10-22",40.75
"81","2019-10-23",41.200001
"82","2019-10-24",41.389999
"83","2019-10-25",41.470001
"84","2019-10-28",41.200001
"85","2019-10-29",41.619999
"86","2019-10-30",41.630001
"87","2019-10-31",41.73
"88","2019-11-01",42.209999
"89","2019-11-04",41.580002
"90","2019-11-05",41.400002
"91","2019-11-06",41.029999
"92","2019-11-07",41.209999
"93","2019-11-08",40.48
"94","2019-11-11",40.529999
"95","2019-11-12",40.700001
"96","2019-11-13",40.150002
"97","2019-11-14",39.91
"98","2019-11-15",39.25
"99","2019-11-18",39.98
"100","2019-11-19",40.209999
"101","2019-11-20",39.5
"102","2019-11-21",39.66
"103","2019-11-22",39.25
"104","2019-11-25",39.369999
"105","2019-11-26",38.950001
"106","2019-11-27",39.529999
"107","2019-11-29",40.299999
"108","2019-12-02",40.299999
"109","2019-12-03",39.5
"110","2019-12-04",39.5
"111","2019-12-05",39.459999
"112","2019-12-06",39.110001
"113","2019-12-09",38.990002
"114","2019-12-10",38.650002
"115","2019-12-11",39.060001
"116","2019-12-12",39.880001
"117","2019-12-13",39.990002
"118","2019-12-16",39.970001
"119","2019-12-17",40.43
"120","2019-12-18",41.27
"121","2019-12-19",40.830002
"122","2019-12-20",41.23
"123","2019-12-23",40.849998
"124","2019-12-24",41.049999
"125","2019-12-26",40.84
"126","2019-12-27",40.720001
"127","2019-12-30",41.59
"128","2019-12-31",41.299999
"129","2020-01-02",42.419998
"130","2020-01-03",41.150002
"131","2020-01-06",41.540001
"132","2020-01-07",41.830002
"133","2020-01-08",41.23
"134","2020-01-09",40.740002
"135","2020-01-10",40
"136","2020-01-13",39.48
"137","2020-01-14",40.299999
"138","2020-01-15",40.02
"139","2020-01-16",42.099998
"140","2020-01-17",43.049999
"141","2020-01-21",43.68
"142","2020-01-22",44.330002
"143","2020-01-23",44.560001
"144","2020-01-24",43.349998
"145","2020-01-27",42.310001
"146","2020-01-28",41.599998
"147","2020-01-29",41.5
"148","2020-01-30",41.900002
"149","2020-01-31",42.25
"150","2020-02-03",42.5
"151","2020-02-04",42.099998
"152","2020-02-05",42.84
"153","2020-02-06",42.34
"154","2020-02-07",41.5
"155","2020-02-10",40.5
"156","2020-02-11",41.099998
"157","2020-02-12",42
"158","2020-02-13",41.41
"159","2020-02-14",42.380001
"160","2020-02-18",41.810001
"161","2020-02-19",42.080002
