"","date","IFS"
"162","2020-02-20",41.34
"163","2020-02-21",41.689999
"164","2020-02-24",41.580002
"165","2020-02-25",39.709999
"166","2020-02-26",40
"167","2020-02-27",38
"168","2020-02-28",38.799999
"169","2020-03-02",39.48
"170","2020-03-03",39.209999
"171","2020-03-04",39.290001
"172","2020-03-05",37.900002
"173","2020-03-06",36.380001
"174","2020-03-09",33.5
"175","2020-03-10",35.52
"176","2020-03-11",32.75
"177","2020-03-12",32.150002
"178","2020-03-13",36.110001
"179","2020-03-16",31.48
"180","2020-03-17",29.200001
"181","2020-03-18",25.5
"182","2020-03-19",26.299999
"183","2020-03-20",25
"184","2020-03-23",23.85
"185","2020-03-24",25.01
"186","2020-03-25",25.5
"187","2020-03-26",27.4
"188","2020-03-27",26.18
"189","2020-03-30",25.469999
"190","2020-03-31",27.719999
"191","2020-04-01",25
"192","2020-04-02",23.59
"193","2020-04-03",23.219999
"194","2020-04-06",23.799999
"195","2020-04-07",23.870001
"196","2020-04-08",24.309999
"197","2020-04-09",24.709999
"198","2020-04-13",25.6
"199","2020-04-14",26.09
"200","2020-04-15",27.5
"201","2020-04-16",26.690001
"202","2020-04-17",25.799999
"203","2020-04-20",24.6
"204","2020-04-21",24.709999
"205","2020-04-22",25.780001
"206","2020-04-23",26.41
"207","2020-04-24",26.17
"208","2020-04-27",23.27
"209","2020-04-28",24.42
"210","2020-04-29",25.809999
"211","2020-04-30",25.139999
"212","2020-05-01",24.629999
"213","2020-05-04",25
"214","2020-05-05",25.01
"215","2020-05-06",23.969999
"216","2020-05-07",24.07
"217","2020-05-08",24.98
"218","2020-05-11",25.190001
"219","2020-05-12",26.309999
"220","2020-05-13",25.059999
"221","2020-05-14",24.530001
"222","2020-05-15",25.1
"223","2020-05-18",24.690001
"224","2020-05-19",24.42
"225","2020-05-20",24.5
"226","2020-05-21",24.540001
"227","2020-05-22",24.360001
"228","2020-05-26",24.83
"229","2020-05-27",26.6
"230","2020-05-28",26.51
"231","2020-05-29",24.790001
"232","2020-06-01",25.16
"233","2020-06-02",25.4
"234","2020-06-03",27.27
"235","2020-06-04",27.08
"236","2020-06-05",28.5
"237","2020-06-08",31.1
"238","2020-06-09",29.92
"239","2020-06-10",29.809999
"240","2020-06-11",29.790001
"241","2020-06-12",29.92
"242","2020-06-15",30.4
"243","2020-06-16",30.26
"244","2020-06-17",30.74
"245","2020-06-18",30.5
"246","2020-06-19",29.76
"247","2020-06-22",28.469999
"248","2020-06-23",28.469999
"249","2020-06-24",27.780001
"250","2020-06-25",26
"251","2020-06-26",26.469999
"252","2020-06-29",26.700001
"253","2020-06-30",26.440001
"254","2020-07-01",26.83
"255","2020-07-02",27.15
"256","2020-07-06",27.51
"257","2020-07-07",28.219999
"258","2020-07-08",27.9
"259","2020-07-09",27
"260","2020-07-10",26.83
"261","2020-07-13",25.360001
"262","2020-07-14",26.23
"263","2020-07-15",26.24
"264","2020-07-16",26.059999
"265","2020-07-17",26.18
"266","2020-07-20",26.35
"267","2020-07-21",27.049999
"268","2020-07-22",26.58
"269","2020-07-23",26.280001
"270","2020-07-24",25.68
"271","2020-07-27",25.27
"272","2020-07-28",25.27
"273","2020-07-29",25.950001
"274","2020-07-30",25.700001
"275","2020-07-31",25.25
"276","2020-08-03",25.16
"277","2020-08-04",25.030001
"278","2020-08-05",24.809999
"279","2020-08-06",24.030001
"280","2020-08-07",24.200001
"281","2020-08-10",24.469999
"282","2020-08-11",24.42
"283","2020-08-12",24.700001
"284","2020-08-13",26.219999
"285","2020-08-14",26.780001
"286","2020-08-17",26.280001
"287","2020-08-18",26.299999
"288","2020-08-19",26.1
"289","2020-08-20",25.559999
"290","2020-08-21",25.799999
"291","2020-08-24",25.219999
"292","2020-08-25",24.73
"293","2020-08-26",24.469999
"294","2020-08-27",24.4
"295","2020-08-28",24.440001
"296","2020-08-31",24.709999
"297","2020-09-01",24.67
"298","2020-09-02",24.549999
"299","2020-09-03",24.68
"300","2020-09-04",24.370001
"301","2020-09-08",24.559999
"302","2020-09-09",23.98
"303","2020-09-10",23.33
"304","2020-09-11",22.879999
"305","2020-09-14",23.9
"306","2020-09-15",23.290001
"307","2020-09-16",23.49
"308","2020-09-17",23.540001
"309","2020-09-18",23.469999
"310","2020-09-21",23.280001
"311","2020-09-22",23.700001
"312","2020-09-23",23.129999
"313","2020-09-24",23.290001
"314","2020-09-25",23.959999
"315","2020-09-28",23.6
"316","2020-09-29",23.469999
"317","2020-09-30",23.110001
"318","2020-10-01",22.549999
"319","2020-10-02",22.93
"320","2020-10-05",23.530001
"321","2020-10-06",24.34
"322","2020-10-07",24.26
"323","2020-10-08",24.299999
"324","2020-10-09",24.17
"325","2020-10-12",24.299999
"326","2020-10-13",24.01
"327","2020-10-14",23.51
"328","2020-10-15",23.790001
"329","2020-10-16",23.209999
"330","2020-10-19",23.280001
"331","2020-10-20",22.59
"332","2020-10-21",22.799999
"333","2020-10-22",22.68
"334","2020-10-23",22.620001
"335","2020-10-26",22.110001
"336","2020-10-27",22.059999
"337","2020-10-28",21.15
"338","2020-10-29",20.6
"339","2020-10-30",20.77
"340","2020-11-02",20.27
"341","2020-11-03",20.6
"342","2020-11-04",19.85
"343","2020-11-05",20.76
"344","2020-11-06",20.299999
"345","2020-11-09",23
"346","2020-11-10",20.42
"347","2020-11-11",20.74
"348","2020-11-12",20.799999
"349","2020-11-13",22.07
"350","2020-11-16",23.07
"351","2020-11-17",25.25
"352","2020-11-18",25.02
"353","2020-11-19",25.5
"354","2020-11-20",26.65
"355","2020-11-23",27.73
"356","2020-11-24",29.139999
"357","2020-11-25",29.190001
"358","2020-11-27",30.48
