"","date","CTK"
"1","2018-09-28",9.44
"2","2018-10-01",9.6
"3","2018-10-02",9.16
"4","2018-10-03",9.35
"5","2018-10-04",9
"6","2018-10-05",9.1
"7","2018-10-08",8.77
"8","2018-10-09",8.39
"9","2018-10-10",7.68
"10","2018-10-11",7.8
"11","2018-10-12",7.8
"12","2018-10-15",7.6
"13","2018-10-16",8.08
"14","2018-10-17",8.13
"15","2018-10-18",7.81
"16","2018-10-19",7.54
"17","2018-10-22",7.67
"18","2018-10-23",7.5
"19","2018-10-24",7.14
"20","2018-10-25",7.2
"21","2018-10-26",7
"22","2018-10-29",6.2
"23","2018-10-30",6.7
"24","2018-10-31",6.8
"25","2018-11-01",7.2
"26","2018-11-02",7.6
"27","2018-11-05",7.77
"28","2018-11-06",8.11
"29","2018-11-07",8.3
"30","2018-11-08",7.89
"31","2018-11-09",7.75
"32","2018-11-12",7.5
"33","2018-11-13",7.7
"34","2018-11-14",7.58
"35","2018-11-15",7
"36","2018-11-16",6.44
"37","2018-11-19",5.75
"38","2018-11-20",5.9
"39","2018-11-21",5.8
"40","2018-11-23",5.61
"41","2018-11-26",6.44
"42","2018-11-27",6.28
"43","2018-11-28",6.9
"44","2018-11-29",7
"45","2018-11-30",7
"46","2018-12-03",7.49
"47","2018-12-04",7.2
"48","2018-12-06",7.39
"49","2018-12-07",7.35
"50","2018-12-10",7.49
"51","2018-12-11",7.95
"52","2018-12-12",8.06
"53","2018-12-13",7.88
"54","2018-12-14",8.22
"55","2018-12-17",8.05
"56","2018-12-18",8.28
"57","2018-12-19",8.31
"58","2018-12-20",8.17
"59","2018-12-21",7.98
"60","2018-12-24",8.1
"61","2018-12-26",8.1
"62","2018-12-27",8.18
"63","2018-12-28",8.39
"64","2018-12-31",8.32
"65","2019-01-02",8.2
"66","2019-01-03",8.34
"67","2019-01-04",9.19
"68","2019-01-07",9.4
"69","2019-01-08",9.5
"70","2019-01-09",9.75
"71","2019-01-10",12.5
"72","2019-01-11",13
"73","2019-01-14",12.28
"74","2019-01-15",12.3
"75","2019-01-16",11.55
"76","2019-01-17",11.21
"77","2019-01-18",11.34
"78","2019-01-22",12.07
"79","2019-01-23",11.42
"80","2019-01-24",11.8
"81","2019-01-25",11.55
"82","2019-01-28",11.07
"83","2019-01-29",11.56
"84","2019-01-30",11.8
"85","2019-01-31",11.67
"86","2019-02-01",11.35
"87","2019-02-04",11.5
"88","2019-02-05",11.36
"89","2019-02-06",11.36
"90","2019-02-07",11.45
"91","2019-02-08",11.4
"92","2019-02-11",11.45
"93","2019-02-12",11.52
"94","2019-02-13",11.51
"95","2019-02-14",11.46
"96","2019-02-15",11.5
"97","2019-02-19",8.75
"98","2019-02-20",9.28
"99","2019-02-21",9.02
"100","2019-02-22",9.58
"101","2019-02-25",9.73
"102","2019-02-26",10.18
"103","2019-02-27",10.12
"104","2019-02-28",9.95
"105","2019-03-01",10.03
"106","2019-03-04",10.28
"107","2019-03-05",11.21
"108","2019-03-06",11.05
"109","2019-03-07",9.01
"110","2019-03-08",9.58
"111","2019-03-11",9.89
"112","2019-03-12",9.57
"113","2019-03-13",9.37
"114","2019-03-14",9.33
"115","2019-03-15",9.48
"116","2019-03-18",9.53
"117","2019-03-19",9.8
"118","2019-03-20",9.91
"119","2019-03-21",10.06
"120","2019-03-22",10.26
"121","2019-03-25",10.39
"122","2019-03-26",10.14
"123","2019-03-27",10.74
"124","2019-03-28",10.9
"125","2019-03-29",10.95
"126","2019-04-01",10.6
"127","2019-04-02",10.75
"128","2019-04-03",10.89
"129","2019-04-04",10.82
"130","2019-04-05",10.94
"131","2019-04-08",10.83
"132","2019-04-09",10.76
"133","2019-04-10",10.98
"134","2019-04-11",11.06
"135","2019-04-12",10.7
"136","2019-04-15",11.1
"137","2019-04-16",11.18
"138","2019-04-17",11.5
"139","2019-04-18",11.37
"140","2019-04-22",12
"141","2019-04-23",11.37
"142","2019-04-24",11.05
"143","2019-04-25",11.19
"144","2019-04-26",10.84
"145","2019-04-29",10.95
"146","2019-04-30",11.04
"147","2019-05-01",10.73
"148","2019-05-02",10.55
"149","2019-05-03",10.6
"150","2019-05-06",10.52
"151","2019-05-07",10.49
"152","2019-05-08",10.44
"153","2019-05-09",10.24
"154","2019-05-10",9.8
"155","2019-05-13",9.92
"156","2019-05-14",9.8
"157","2019-05-15",9.88
"158","2019-05-16",9.7
"159","2019-05-17",9.23
"160","2019-05-20",9
"161","2019-05-21",9.14
"162","2019-05-22",9.19
"163","2019-05-23",9
"164","2019-05-24",9.01
"165","2019-05-28",9.2
"166","2019-05-29",9.93
"167","2019-05-30",10.26
"168","2019-05-31",9.73
"169","2019-06-03",8.95
"170","2019-06-04",9.65
"171","2019-06-05",8.2
"172","2019-06-06",7.79
"173","2019-06-07",8.25
"174","2019-06-10",8.41
"175","2019-06-11",8.45
"176","2019-06-12",8.58
"177","2019-06-13",8.71
"178","2019-06-14",9.17
"179","2019-06-17",9.7
"180","2019-06-18",9.84
"181","2019-06-19",9.11
"182","2019-06-20",9.64
"183","2019-06-21",9.95
"184","2019-06-24",9.98
"185","2019-06-25",9.98
"186","2019-06-26",9.73
"187","2019-06-27",9.25
"188","2019-06-28",9.59
"189","2019-07-01",9.68
"190","2019-07-02",9.51
"191","2019-07-03",9.23
"192","2019-07-05",9.09
"193","2019-07-08",9.01
"194","2019-07-09",9.21
"195","2019-07-10",9.2
"196","2019-07-11",8.64
"197","2019-07-12",9.04
"198","2019-07-15",8.87
"199","2019-07-16",9.16
"200","2019-07-17",9.3
"201","2019-07-18",8.66
"202","2019-07-19",7.9
"203","2019-07-22",7.28
"204","2019-07-23",7.33
"205","2019-07-24",7.66
"206","2019-07-25",7.77
"207","2019-07-26",8.12
"208","2019-07-29",8.46
"209","2019-07-30",8.19
"210","2019-07-31",8.11
"211","2019-08-01",8.15
"212","2019-08-02",8
"213","2019-08-05",7.88
"214","2019-08-06",8.4
"215","2019-08-07",8.08
"216","2019-08-08",7.86
"217","2019-08-09",8.27
"218","2019-08-12",6.97
"219","2019-08-13",6.8
"220","2019-08-14",6.75
"221","2019-08-15",6.19
"222","2019-08-16",6.09
"223","2019-08-19",6.09
"224","2019-08-20",6.2
"225","2019-08-21",6.49
"226","2019-08-22",6.47
"227","2019-08-23",6.5
"228","2019-08-26",5.97
"229","2019-08-27",5.81
"230","2019-08-28",5.4
"231","2019-08-29",5.77
"232","2019-08-30",5.28
"233","2019-09-03",5.25
"234","2019-09-04",5.22
"235","2019-09-05",5.42
"236","2019-09-06",5.48
"237","2019-09-09",5.01
"238","2019-09-10",4.9
"239","2019-09-11",5
"240","2019-09-12",4.9
"241","2019-09-13",5.28
"242","2019-09-16",5.13
"243","2019-09-17",5.33
"244","2019-09-18",5.21
"245","2019-09-19",5.16
"246","2019-09-20",4.93
"247","2019-09-23",4.95
"248","2019-09-24",4.97
"249","2019-09-25",4.92
"250","2019-09-26",5
"251","2019-09-27",5.03
"252","2019-09-30",4.9
"253","2019-10-01",5.17
"254","2019-10-02",5.04
"255","2019-10-03",5.25
"256","2019-10-04",5.58
"257","2019-10-07",5.6
"258","2019-10-08",5.33
"259","2019-10-09",5.47
"260","2019-10-10",5.28
"261","2019-10-11",5.01
"262","2019-10-14",4.98
"263","2019-10-15",5.18
"264","2019-10-16",5.3
"265","2019-10-17",5.28
"266","2019-10-18",5.46
"267","2019-10-21",5.4
"268","2019-10-22",5.4
"269","2019-10-23",5.33
"270","2019-10-24",5.25
"271","2019-10-25",5.16
"272","2019-10-28",5.01
"273","2019-10-29",4.99
"274","2019-10-30",4.94
"275","2019-10-31",4.98
"276","2019-11-01",5.13
"277","2019-11-04",5.08
"278","2019-11-05",4.86
"279","2019-11-06",5
"280","2019-11-07",4.89
"281","2019-11-08",4.79
"282","2019-11-11",5.29
"283","2019-11-12",5.5
"284","2019-11-13",5.44
"285","2019-11-14",5.7
"286","2019-11-15",5.66
"287","2019-11-18",6.02
"288","2019-11-19",6.15
"289","2019-11-20",5.87
"290","2019-11-21",5.5
"291","2019-11-22",5.65
"292","2019-11-25",5.1
"293","2019-11-26",4.9
"294","2019-11-27",5.63
"295","2019-11-29",5.65
"296","2019-12-02",5.88
"297","2019-12-03",4.55
"298","2019-12-04",5.25
"299","2019-12-05",5.05
"300","2019-12-06",5.09
"301","2019-12-09",5.18
"302","2019-12-10",5.21
"303","2019-12-11",4.98
"304","2019-12-12",5
"305","2019-12-13",5.11
"306","2019-12-16",5.12
"307","2019-12-17",5
"308","2019-12-18",5.03
"309","2019-12-19",4.93
"310","2019-12-20",4.96
"311","2019-12-23",4.89
"312","2019-12-24",4.93
"313","2019-12-26",4.9
"314","2019-12-27",5
"315","2019-12-30",4.96
"316","2019-12-31",4.95
"317","2020-01-02",5.2
"318","2020-01-03",5.13
"319","2020-01-06",4.88
"320","2020-01-07",5
"321","2020-01-08",5
"322","2020-01-09",4.97
"323","2020-01-10",5.07
"324","2020-01-13",5.35
"325","2020-01-14",5.32
"326","2020-01-15",5.46
"327","2020-01-16",5.42
"328","2020-01-17",5.43
"329","2020-01-21",5.5
"330","2020-01-22",5.35
"331","2020-01-23",5.35
"332","2020-01-24",5.41
"333","2020-01-27",5.29
"334","2020-01-28",5.4
"335","2020-01-29",5.24
"336","2020-01-30",5.34
"337","2020-01-31",5.27
"338","2020-02-03",5.25
"339","2020-02-04",5.39
"340","2020-02-05",5.43
"341","2020-02-06",5.6
"342","2020-02-07",5.36
"343","2020-02-10",5.41
"344","2020-02-11",5.74
"345","2020-02-12",6.18
"346","2020-02-13",6.15
"347","2020-02-14",6.02
"348","2020-02-18",6
"349","2020-02-19",5.61
"350","2020-02-20",5.89
"351","2020-02-21",5.7
"352","2020-02-24",5.71
"353","2020-02-25",5.81
"354","2020-02-26",6
"355","2020-02-27",6.22
"356","2020-02-28",6.35
"357","2020-03-02",6.41
"358","2020-03-03",6.23
"359","2020-03-04",6.45
"360","2020-03-05",6.67
"361","2020-03-06",6.43
"362","2020-03-09",6.6
"363","2020-03-10",6.98
"364","2020-03-11",6.54
"365","2020-03-12",5.92
"366","2020-03-13",6.2
"367","2020-03-16",5.24
"368","2020-03-17",5.25
"369","2020-03-18",5.2
"370","2020-03-19",5.74
"371","2020-03-20",5.86
"372","2020-03-23",5.95
"373","2020-03-24",6.29
"374","2020-03-25",6.7
"375","2020-03-26",5.76
"376","2020-03-27",6.85
"377","2020-03-30",6.87
"378","2020-03-31",7
"379","2020-04-01",7.23
"380","2020-04-02",6.96
"381","2020-04-03",7
"382","2020-04-06",6.93
"383","2020-04-07",6.8
"384","2020-04-08",7.2
"385","2020-04-09",7
"386","2020-04-13",7
"387","2020-04-14",7
"388","2020-04-15",7.05
"389","2020-04-16",7
"390","2020-04-17",7
"391","2020-04-20",6.83
"392","2020-04-21",6.27
"393","2020-04-22",7.11
"394","2020-04-23",7
"395","2020-04-24",7
"396","2020-04-27",7
"397","2020-04-28",7.1
"398","2020-04-29",7.15
"399","2020-04-30",7.09
"400","2020-05-01",7.15
"401","2020-05-04",7.25
"402","2020-05-05",7.02
"403","2020-05-06",7.25
"404","2020-05-07",7.07
"405","2020-05-08",7.04
"406","2020-05-11",6.99
"407","2020-05-12",6.97
"408","2020-05-13",6.99
"409","2020-05-14",6.75
"410","2020-05-15",6.9
"411","2020-05-18",7
"412","2020-05-19",7
"413","2020-05-20",7
"414","2020-05-21",7
"415","2020-05-22",6.85
"416","2020-05-26",6.77
"417","2020-05-27",6.55
"418","2020-05-28",6.71
"419","2020-05-29",6.64
"420","2020-06-01",6.7
"421","2020-06-02",6.81
"422","2020-06-03",6.77
"423","2020-06-04",7.2
"424","2020-06-05",7.02
"425","2020-06-08",6.89
"426","2020-06-09",6.82
"427","2020-06-10",6.71
"428","2020-06-11",6.91
"429","2020-06-12",6.95
"430","2020-06-15",6.95
"431","2020-06-16",7
"432","2020-06-17",6.95
"433","2020-06-18",7
"434","2020-06-19",6.83
"435","2020-06-22",6.34
"436","2020-06-23",6.3
"437","2020-06-24",6.5
"438","2020-06-25",7
"439","2020-06-26",6.89
"440","2020-06-29",6.88
"441","2020-06-30",7.1
"442","2020-07-01",6.91
"443","2020-07-02",7
"444","2020-07-06",6.92
"445","2020-07-07",7.03
"446","2020-07-08",7.22
"447","2020-07-09",7.15
"448","2020-07-10",6.98
"449","2020-07-13",6.81
"450","2020-07-14",6.95
"451","2020-07-15",6.77
"452","2020-07-16",6.55
"453","2020-07-17",6.91
"454","2020-07-20",6.98
"455","2020-07-21",6.97
"456","2020-07-22",6.92
"457","2020-07-23",6.8
"458","2020-07-24",6.79
"459","2020-07-27",6.75
"460","2020-07-28",6.57
"461","2020-07-29",6.51
"462","2020-07-30",6.51
"463","2020-07-31",6.14
"464","2020-08-03",6.27
"465","2020-08-04",6.46
"466","2020-08-05",6.46
"467","2020-08-06",6.47
"468","2020-08-07",6.7
"469","2020-08-10",6.52
"470","2020-08-11",6.5
"471","2020-08-12",6.46
"472","2020-08-13",6.46
"473","2020-08-14",6.7
"474","2020-08-17",6.95
"475","2020-08-18",6.4
"476","2020-08-19",5.96
"477","2020-08-20",5.55
"478","2020-08-21",5.77
"479","2020-08-24",5.64
"480","2020-08-25",5.55
"481","2020-08-26",5.66
"482","2020-08-27",5.5
"483","2020-08-28",5.56
"484","2020-08-31",5.35
"485","2020-09-01",5.14
"486","2020-09-02",5.05
"487","2020-09-03",5.05
"488","2020-09-04",4.9
"489","2020-09-08",4.9
"490","2020-09-09",5.08
"491","2020-09-10",4.92
"492","2020-09-11",5.02
"493","2020-09-14",5.13
"494","2020-09-15",5.13
"495","2020-09-16",5.12
"496","2020-09-17",5.14
"497","2020-09-18",5.07
"498","2020-09-21",5
"499","2020-09-22",5.1
"500","2020-09-23",5.1
"501","2020-09-24",4.99
"502","2020-09-25",4.9
"503","2020-09-28",4.9
"504","2020-09-29",4.99
"505","2020-09-30",4.87
"506","2020-10-01",5
"507","2020-10-02",5.01
"508","2020-10-05",4.92
"509","2020-10-06",4.9
"510","2020-10-07",4.89
"511","2020-10-08",4.79
"512","2020-10-09",4.47
"513","2020-10-12",4.63
"514","2020-10-13",4.8
"515","2020-10-14",4.6
"516","2020-10-15",4.64
"517","2020-10-16",4.71
"518","2020-10-19",4.56
"519","2020-10-20",4.59
"520","2020-10-21",4.58
"521","2020-10-22",4.37
"522","2020-10-23",4.5
"523","2020-10-26",4.52
"524","2020-10-27",4.42
