"","date","LN"
"1","2016-07-14",41.580002
"2","2016-07-15",39.650002
"3","2016-07-18",40.650002
"4","2016-07-19",36.529999
"5","2016-07-20",37.599998
"6","2016-07-21",36.810001
"7","2016-07-22",38.580002
"8","2016-07-25",38.830002
"9","2016-07-26",39.389999
"10","2016-07-27",38.639999
"11","2016-07-28",37.529999
"12","2016-07-29",36.720001
"13","2016-08-01",37
"14","2016-08-02",37.529999
"15","2016-08-03",37.77
"16","2016-08-04",38.82
"17","2016-08-05",39.650002
"18","2016-08-08",40
"19","2016-08-09",42.139999
"20","2016-08-10",41.099998
"21","2016-08-11",41.43
"22","2016-08-12",43.900002
"23","2016-08-15",46.07
"24","2016-08-16",46.990002
"25","2016-08-17",47.400002
"26","2016-08-18",45.720001
"27","2016-08-19",46.52
"28","2016-08-22",45.77
"29","2016-08-23",44.790001
"30","2016-08-24",42.099998
"31","2016-08-25",41.700001
"32","2016-08-26",42.529999
"33","2016-08-29",43.91
"34","2016-08-30",42.77
"35","2016-08-31",42.75
"36","2016-09-01",41.529999
"37","2016-09-02",42.209999
"38","2016-09-06",44.060001
"39","2016-09-07",44.5
"40","2016-09-08",45.099998
"41","2016-09-09",43.189999
"42","2016-09-12",44.75
"43","2016-09-13",43.82
"44","2016-09-14",44.049999
"45","2016-09-15",44.220001
"46","2016-09-16",43
"47","2016-09-19",42.740002
"48","2016-09-20",43.369999
"49","2016-09-21",44.009998
"50","2016-09-22",44.049999
"51","2016-09-23",46.18
"52","2016-09-26",46.709999
"53","2016-09-27",49.630001
"54","2016-09-28",49.330002
"55","2016-09-29",49.02
"56","2016-09-30",48.400002
"57","2016-10-03",48.130001
"58","2016-10-04",47.25
"59","2016-10-05",48.389999
"60","2016-10-06",48.48
"61","2016-10-07",47.68
"62","2016-10-10",47.009998
"63","2016-10-11",47.43
"64","2016-10-12",46.080002
"65","2016-10-13",45.84
"66","2016-10-14",44.990002
"67","2016-10-17",45.049999
"68","2016-10-18",44.650002
"69","2016-10-19",43.490002
"70","2016-10-20",44.759998
"71","2016-10-21",44.77
"72","2016-10-24",44.459999
"73","2016-10-25",45.450001
"74","2016-10-26",42.849998
"75","2016-10-27",41.830002
"76","2016-10-28",41.380001
"77","2016-10-31",40.459999
"78","2016-11-01",40.400002
"79","2016-11-02",39.990002
"80","2016-11-03",39.75
"81","2016-11-04",38.43
"82","2016-11-07",38.639999
"83","2016-11-08",38.950001
"84","2016-11-09",38.939999
"85","2016-11-10",38.740002
"86","2016-11-11",38.290001
"87","2016-11-14",37.389999
"88","2016-11-15",37.669998
"89","2016-11-16",37.77
"90","2016-11-17",37.970001
"91","2016-11-18",38.610001
"92","2016-11-21",40.200001
"93","2016-11-22",40.799999
"94","2016-11-23",40.549999
"95","2016-11-25",38.400002
"96","2016-11-28",38.439999
"97","2016-11-29",38.639999
"98","2016-11-30",38.689999
"99","2016-12-01",38.259998
"100","2016-12-02",37.599998
"101","2016-12-05",36.990002
"102","2016-12-06",36.150002
"103","2016-12-07",36.75
"104","2016-12-08",36.209999
"105","2016-12-09",35.27
"106","2016-12-12",35.029999
"107","2016-12-13",35.150002
"108","2016-12-14",34.639999
"109","2016-12-15",33.939999
"110","2016-12-16",33.52
"111","2016-12-19",33.759998
"112","2016-12-20",33.830002
"113","2016-12-21",33.939999
"114","2016-12-22",33.709999
"115","2016-12-23",33.830002
"116","2016-12-27",33.860001
"117","2016-12-28",33.82
"118","2016-12-29",33.709999
"119","2016-12-30",34.009998
"120","2017-01-03",33.860001
"121","2017-01-04",33.900002
"122","2017-01-05",35.150002
"123","2017-01-06",35.5
"124","2017-01-09",35.439999
"125","2017-01-10",35.330002
"126","2017-01-11",35.110001
"127","2017-01-12",35.48
"128","2017-01-13",36.459999
"129","2017-01-17",36.900002
"130","2017-01-18",36.720001
"131","2017-01-19",35.84
"132","2017-01-20",35.299999
"133","2017-01-23",35.720001
"134","2017-01-24",36.200001
"135","2017-01-25",32.189999
"136","2017-01-26",32.169998
"137","2017-01-27",31.799999
"138","2017-01-30",32.060001
"139","2017-01-31",31.85
"140","2017-02-01",31.92
"141","2017-02-02",32.169998
"142","2017-02-03",32.07
"143","2017-02-06",32.23
"144","2017-02-07",31.860001
"145","2017-02-08",31.67
"146","2017-02-09",31.620001
"147","2017-02-10",31.809999
"148","2017-02-13",31.9
"149","2017-02-14",32.02
"150","2017-02-15",31.76
"151","2017-02-16",31.700001
"152","2017-02-17",31.4
"153","2017-02-21",30.959999
"154","2017-02-22",31.26
"155","2017-02-23",32.689999
"156","2017-02-24",34.560001
"157","2017-02-27",34.240002
"158","2017-02-28",34.200001
"159","2017-03-01",34.650002
"160","2017-03-02",35.150002
"161","2017-03-03",35.110001
"162","2017-03-06",34.419998
"163","2017-03-07",34.110001
"164","2017-03-08",34.310001
"165","2017-03-09",34.939999
"166","2017-03-10",35.029999
"167","2017-03-13",35.209999
"168","2017-03-14",34.709999
"169","2017-03-15",35.91
"170","2017-03-16",35.66
"171","2017-03-17",35.77
"172","2017-03-20",35.82
"173","2017-03-21",36.919998
"174","2017-03-22",37.549999
"175","2017-03-23",37.009998
"176","2017-03-24",36.869999
"177","2017-03-27",37.299999
"178","2017-03-28",37.299999
"179","2017-03-29",37.900002
"180","2017-03-30",37.939999
"181","2017-03-31",38.459999
"182","2017-04-03",39.099998
"183","2017-04-04",38.560001
"184","2017-04-05",38.099998
"185","2017-04-06",38.200001
"186","2017-04-07",38.360001
"187","2017-04-10",37.889999
"188","2017-04-11",37.279999
"189","2017-04-12",37.209999
"190","2017-04-13",36.279999
"191","2017-04-17",36.369999
"192","2017-04-18",36.669998
"193","2017-04-19",36.84
"194","2017-04-20",36.939999
"195","2017-04-21",35.77
"196","2017-04-24",36.040001
"197","2017-04-25",37.59
"198","2017-04-26",34.720001
"199","2017-04-27",35.400002
"200","2017-04-28",34.34
"201","2017-05-01",32.959999
"202","2017-05-02",33.330002
"203","2017-05-03",33.279999
"204","2017-05-04",33.400002
"205","2017-05-05",33.57
"206","2017-05-08",33.200001
"207","2017-05-09",33.200001
"208","2017-05-10",33.5
"209","2017-05-11",33.77
"210","2017-05-12",33.849998
"211","2017-05-15",34.389999
"212","2017-05-16",34.209999
"213","2017-05-17",34.279999
"214","2017-05-18",34.16
"215","2017-05-19",34.599998
"216","2017-05-22",34.68
"217","2017-05-23",34.599998
"218","2017-05-24",34.48
"219","2017-05-25",34.98
"220","2017-05-26",34.919998
"221","2017-05-30",34.790001
"222","2017-05-31",35.91
"223","2017-06-01",35.639999
"224","2017-06-02",36.77
"225","2017-06-05",36.790001
"226","2017-06-06",36.790001
"227","2017-06-07",36.82
"228","2017-06-08",37.060001
"229","2017-06-09",36.25
"230","2017-06-12",35.73
"231","2017-06-13",35.529999
"232","2017-06-14",35.380001
"233","2017-06-15",35.959999
"234","2017-06-16",36.77
"235","2017-06-19",36.849998
"236","2017-06-20",36.490002
"237","2017-06-21",36.34
"238","2017-06-22",36.130001
"239","2017-06-23",36.240002
"240","2017-06-26",36.349998
"241","2017-06-27",35.84
"242","2017-06-28",35.75
"243","2017-06-29",34.830002
"244","2017-06-30",34.779999
"245","2017-07-03",34.459999
"246","2017-07-05",34.150002
"247","2017-07-06",34.169998
"248","2017-07-07",34.099998
"249","2017-07-10",34.02
"250","2017-07-11",34.560001
"251","2017-07-12",34.549999
"252","2017-07-13",34.560001
"253","2017-07-14",34.610001
"254","2017-07-17",34.59
"255","2017-07-18",34.34
"256","2017-07-19",34.860001
"257","2017-07-20",34.900002
"258","2017-07-21",34.900002
"259","2017-07-24",35.349998
"260","2017-07-25",34.919998
"261","2017-07-26",34.200001
"262","2017-07-27",35.41
"263","2017-07-28",35.41
"264","2017-07-31",36.759998
"265","2017-08-01",36.849998
"266","2017-08-02",36.09
"267","2017-08-03",36.07
"268","2017-08-04",36.560001
"269","2017-08-07",36.450001
"270","2017-08-08",35.490002
"271","2017-08-09",35.52
"272","2017-08-10",34.59
"273","2017-08-11",34.740002
"274","2017-08-14",35.169998
"275","2017-08-15",35.139999
"276","2017-08-16",35.34
"277","2017-08-17",35.119999
"278","2017-08-18",35.209999
"279","2017-08-21",35.23
"280","2017-08-22",35.040001
"281","2017-08-23",35.419998
"282","2017-08-24",35.150002
"283","2017-08-25",35.16
"284","2017-08-28",35.099998
"285","2017-08-29",35.220001
"286","2017-08-30",35.27
"287","2017-08-31",35.310001
"288","2017-09-01",34.900002
"289","2017-09-05",35.119999
"290","2017-09-06",35.099998
"291","2017-09-07",35.509998
"292","2017-09-08",35.549999
"293","2017-09-11",35.470001
"294","2017-09-12",35.080002
"295","2017-09-13",34.84
"296","2017-09-14",35.299999
"297","2017-09-15",35.459999
"298","2017-09-18",35.43
"299","2017-09-19",35.220001
"300","2017-09-20",35.240002
"301","2017-09-21",35.080002
"302","2017-09-22",35.27
"303","2017-09-25",34.720001
"304","2017-09-26",34.84
"305","2017-09-27",35.759998
"306","2017-09-28",35.919998
"307","2017-09-29",36.200001
"308","2017-10-02",36.16
"309","2017-10-03",36.119999
"310","2017-10-04",36.080002
