"","date","RADA"
"1","2007-01-03",4.02
"2","2007-01-04",4.2
"3","2007-01-05",4.08
"4","2007-01-08",4.2
"5","2007-01-09",4.14
"6","2007-01-10",4.14
"7","2007-01-11",4.14
"8","2007-01-12",4.2
"9","2007-01-16",4.08
"10","2007-01-17",3.9
"11","2007-01-18",4.32
"12","2007-01-19",4.38
"13","2007-01-22",4.5
"14","2007-01-23",5.16
"15","2007-01-24",6
"16","2007-01-25",5.46
"17","2007-01-26",5.52
"18","2007-01-29",5.82
"19","2007-01-30",6
"20","2007-01-31",5.88
"21","2007-02-01",5.1
"22","2007-02-02",4.92
"23","2007-02-05",4.56
"24","2007-02-06",4.62
"25","2007-02-07",4.98
"26","2007-02-08",4.8
"27","2007-02-09",4.62
"28","2007-02-12",4.5
"29","2007-02-13",4.38
"30","2007-02-14",3.96
"31","2007-02-15",5
"32","2007-02-16",4.96
"33","2007-02-20",4.36
"34","2007-02-21",4.38
"35","2007-02-22",4.38
"36","2007-02-23",4.3
"37","2007-02-26",4.36
"38","2007-02-27",4
"39","2007-02-28",3.96
"40","2007-03-01",4.22
"41","2007-03-02",4.2
"42","2007-03-05",4.28
"43","2007-03-06",4.7
"44","2007-03-07",5
"45","2007-03-08",5.1
"46","2007-03-09",5.02
"47","2007-03-12",5.1
"48","2007-03-13",5.1
"49","2007-03-14",5.1
"50","2007-03-15",5
"51","2007-03-16",5.3
"52","2007-03-19",5.46
"53","2007-03-20",5.46
"54","2007-03-21",5.6
"55","2007-03-22",5.84
"56","2007-03-23",4.82
"57","2007-03-26",5.12
"58","2007-03-27",5.08
"59","2007-03-28",5.1
"60","2007-03-29",4.9
"61","2007-03-30",4.9
"62","2007-04-02",4.9
"63","2007-04-03",4.9
"64","2007-04-04",4.92
"65","2007-04-05",4.9
"66","2007-04-09",4.92
"67","2007-04-10",4.96
"68","2007-04-11",4.92
"69","2007-04-12",4.92
"70","2007-04-13",5.1
"71","2007-04-16",4.98
"72","2007-04-17",4.94
"73","2007-04-18",4.92
"74","2007-04-19",4.98
"75","2007-04-20",4.96
"76","2007-04-23",4.94
"77","2007-04-24",4.98
"78","2007-04-25",4.92
"79","2007-04-26",4.92
"80","2007-04-27",4.9
"81","2007-04-30",4.9
"82","2007-05-01",4.92
"83","2007-05-02",4.8
"84","2007-05-03",4.78
"85","2007-05-04",4.74
"86","2007-05-07",4.7
"87","2007-05-08",4.6
"88","2007-05-09",4.5
"89","2007-05-10",4.58
"90","2007-05-11",4.4
"91","2007-05-14",4.38
"92","2007-05-15",4.34
"93","2007-05-16",4.32
"94","2007-05-17",4.34
"95","2007-05-18",4.34
"96","2007-05-21",4.22
"97","2007-05-22",4.26
"98","2007-05-23",4.34
"99","2007-05-24",4.2
"100","2007-05-25",3.9
"101","2007-05-29",3.64
"102","2007-05-30",3.66
"103","2007-05-31",3.54
"104","2007-06-01",3.3
"105","2007-06-04",3.16
"106","2007-06-05",3.3
"107","2007-06-06",3.2
"108","2007-06-07",3.34
"109","2007-06-08",3.44
"110","2007-06-11",3.44
"111","2007-06-12",3.4
"112","2007-06-13",3.24
"113","2007-06-14",3.06
"114","2007-06-15",3.3
"115","2007-06-18",3.14
"116","2007-06-19",3.22
"117","2007-06-20",3.2
"118","2007-06-21",3.06
"119","2007-06-22",3.04
"120","2007-06-25",3.08
"121","2007-06-26",3.12
"122","2007-06-27",3.06
"123","2007-06-28",3.04
"124","2007-06-29",3.06
"125","2007-07-02",3.08
"126","2007-07-03",3.08
"127","2007-07-05",3.1
"128","2007-07-06",3
"129","2007-07-09",3.08
"130","2007-07-10",3.02
"131","2007-07-11",3.02
"132","2007-07-12",3.08
"133","2007-07-13",3.04
"134","2007-07-16",3
"135","2007-07-17",3.06
"136","2007-07-18",3
"137","2007-07-19",2.96
"138","2007-07-20",3
"139","2007-07-23",2.98
"140","2007-07-24",2.98
"141","2007-07-25",2.96
"142","2007-07-26",2.9
"143","2007-07-27",2.92
"144","2007-07-30",2.88
"145","2007-07-31",2.88
"146","2007-08-01",2.88
"147","2007-08-02",2.86
"148","2007-08-03",2.84
"149","2007-08-06",2.92
"150","2007-08-07",3.06
"151","2007-08-08",3.14
"152","2007-08-09",3.36
"153","2007-08-10",3.4
"154","2007-08-13",3.44
"155","2007-08-14",3.56
"156","2007-08-15",3.96
"157","2007-08-16",3.84
"158","2007-08-17",3.98
"159","2007-08-20",4.32
"160","2007-08-21",3.94
"161","2007-08-22",4.36
"162","2007-08-23",4.36
"163","2007-08-24",4.24
"164","2007-08-27",4.24
"165","2007-08-28",4.18
"166","2007-08-29",4.3
"167","2007-08-30",4.4
"168","2007-08-31",4.38
"169","2007-09-04",4.2
"170","2007-09-05",4.14
"171","2007-09-06",4.2
"172","2007-09-07",4.3
"173","2007-09-10",4.04
"174","2007-09-11",4.18
"175","2007-09-12",4.16
"176","2007-09-13",4.02
"177","2007-09-14",4
"178","2007-09-17",3.98
"179","2007-09-18",3.94
"180","2007-09-19",3.98
"181","2007-09-20",4.14
"182","2007-09-21",4
"183","2007-09-24",3.78
"184","2007-09-25",4.06
"185","2007-09-26",4.1
"186","2007-09-27",4.1
"187","2007-09-28",4
"188","2007-10-01",4.08
"189","2007-10-02",4.1
"190","2007-10-03",4.1
"191","2007-10-04",4.08
"192","2007-10-05",4.06
"193","2007-10-08",4.08
"194","2007-10-09",4
"195","2007-10-10",4.12
"196","2007-10-11",4.1
"197","2007-10-12",4.14
"198","2007-10-15",4.1
"199","2007-10-16",4.18
"200","2007-10-17",4.1
"201","2007-10-18",4.2
"202","2007-10-19",4.2
"203","2007-10-22",4.18
"204","2007-10-23",4.2
"205","2007-10-24",4.18
"206","2007-10-25",4.12
"207","2007-10-26",4.14
"208","2007-10-29",4.18
"209","2007-10-30",4.28
"210","2007-10-31",4.3
"211","2007-11-01",4.28
"212","2007-11-02",4.26
"213","2007-11-05",4.22
"214","2007-11-06",4.28
"215","2007-11-07",4.28
"216","2007-11-08",4.28
"217","2007-11-09",4.28
"218","2007-11-12",4.28
"219","2007-11-13",4.16
"220","2007-11-14",4.28
"221","2007-11-15",4.28
"222","2007-11-16",4.3
"223","2007-11-19",4.26
"224","2007-11-20",4.24
"225","2007-11-21",4.18
"226","2007-11-23",4.18
"227","2007-11-26",3.7
"228","2007-11-27",4.1
"229","2007-11-28",3.98
"230","2007-11-29",3.98
"231","2007-11-30",3.48
"232","2007-12-03",3.78
"233","2007-12-04",4
"234","2007-12-05",4
"235","2007-12-06",4.06
"236","2007-12-07",3.8
"237","2007-12-10",4
"238","2007-12-11",4
"239","2007-12-12",4
"240","2007-12-13",3.9
"241","2007-12-14",3.9
"242","2007-12-17",3.86
"243","2007-12-18",3.98
"244","2007-12-19",3.94
"245","2007-12-20",3.98
"246","2007-12-21",3.98
"247","2007-12-24",3.94
"248","2007-12-26",4
"249","2007-12-27",3.94
"250","2007-12-28",3.92
"251","2007-12-31",3.96
"252","2008-01-02",4.3
"253","2008-01-03",4.76
"254","2008-01-04",4.6
"255","2008-01-07",5
"256","2008-01-08",5.22
"257","2008-01-09",5.16
"258","2008-01-10",5.54
"259","2008-01-11",5.6
"260","2008-01-14",5.4
"261","2008-01-15",5.36
"262","2008-01-16",5.2
"263","2008-01-17",5.02
"264","2008-01-18",5.02
"265","2008-01-22",4.5
"266","2008-01-23",4.24
"267","2008-01-24",4.28
"268","2008-01-25",4.12
"269","2008-01-28",4.18
"270","2008-01-29",4.18
"271","2008-01-30",4.3
"272","2008-01-31",4.22
"273","2008-02-01",4.36
"274","2008-02-04",4.3
"275","2008-02-05",4.3
"276","2008-02-06",4.3
"277","2008-02-07",4.32
"278","2008-02-08",4.3
"279","2008-02-11",4.3
"280","2008-02-12",4.16
"281","2008-02-13",4.3
"282","2008-02-14",4.2
"283","2008-02-15",4.14
"284","2008-02-19",4.2
"285","2008-02-20",4.22
"286","2008-02-21",4.2
"287","2008-02-22",4.2
"288","2008-02-25",4.22
"289","2008-02-26",4.22
"290","2008-02-27",4.2
"291","2008-02-28",4.16
"292","2008-02-29",4.16
"293","2008-03-03",4.18
"294","2008-03-04",4.18
"295","2008-03-05",4.18
"296","2008-03-06",4.16
"297","2008-03-07",4.16
"298","2008-03-10",4.1
"299","2008-03-11",4.1
"300","2008-03-12",3.96
"301","2008-03-13",4.1
"302","2008-03-14",3.62
"303","2008-03-17",4.06
"304","2008-03-18",4.06
"305","2008-03-19",4.26
"306","2008-03-20",4.36
"307","2008-03-24",4.16
"308","2008-03-25",4.18
"309","2008-03-26",4.16
"310","2008-03-27",4.18
"311","2008-03-28",3.9
"312","2008-03-31",4.16
"313","2008-04-01",4.16
"314","2008-04-02",3.82
"315","2008-04-03",4.18
"316","2008-04-04",4.18
"317","2008-04-07",4.18
"318","2008-04-08",3.98
"319","2008-04-09",4.06
"320","2008-04-10",4.04
"321","2008-04-11",4.04
"322","2008-04-14",4.06
"323","2008-04-15",4.06
"324","2008-04-16",4.04
"325","2008-04-17",4.04
"326","2008-04-18",4.04
"327","2008-04-21",4.1
"328","2008-04-22",4.1
"329","2008-04-23",4.12
"330","2008-04-24",4.12
"331","2008-04-25",4.12
"332","2008-04-28",4.18
"333","2008-04-29",4.18
"334","2008-04-30",4
"335","2008-05-01",4.1
"336","2008-05-02",4.2
"337","2008-05-05",4.2
"338","2008-05-06",4
"339","2008-05-07",4.08
"340","2008-05-08",4.1
"341","2008-05-09",4.1
"342","2008-05-12",4.14
"343","2008-05-13",4.3
"344","2008-05-14",4.4
"345","2008-05-15",4.38
"346","2008-05-16",4.38
"347","2008-05-19",4.14
"348","2008-05-20",4.24
"349","2008-05-21",4.28
"350","2008-05-22",4.28
"351","2008-05-23",4.28
"352","2008-05-27",4.28
"353","2008-05-28",4.28
"354","2008-05-29",4.28
"355","2008-05-30",4.14
"356","2008-06-02",4.12
"357","2008-06-03",4.02
"358","2008-06-04",4
"359","2008-06-05",4
"360","2008-06-06",4
"361","2008-06-09",4.02
"362","2008-06-10",4.02
"363","2008-06-11",4.02
"364","2008-06-12",3.6
"365","2008-06-13",3.86
"366","2008-06-16",4
"367","2008-06-17",4
"368","2008-06-18",4
"369","2008-06-19",4.14
"370","2008-06-20",4.14
"371","2008-06-23",4
"372","2008-06-24",4
"373","2008-06-25",3.74
"374","2008-06-26",3.36
"375","2008-06-27",3.66
"376","2008-06-30",3.8
"377","2008-07-01",3.8
"378","2008-07-02",3.8
"379","2008-07-03",3.8
"380","2008-07-07",3.8
"381","2008-07-08",3.8
"382","2008-07-09",3.8
"383","2008-07-10",3.8
"384","2008-07-11",3.8
"385","2008-07-14",3.78
"386","2008-07-15",3.78
"387","2008-07-16",3.78
"388","2008-07-17",3.7
"389","2008-07-18",3.7
"390","2008-07-21",3.7
"391","2008-07-22",3.7
"392","2008-07-23",3.6
"393","2008-07-24",3.46
"394","2008-07-25",3.66
"395","2008-07-28",3.44
"396","2008-07-29",3.44
"397","2008-07-30",3.5
"398","2008-07-31",3.5
"399","2008-08-01",3.5
"400","2008-08-04",3.5
"401","2008-08-05",3.5
"402","2008-08-06",3.5
"403","2008-08-07",3.48
"404","2008-08-08",3.48
"405","2008-08-11",3.5
"406","2008-08-12",3.5
"407","2008-08-13",3.5
"408","2008-08-14",3.48
"409","2008-08-15",3.48
"410","2008-08-18",3.38
"411","2008-08-19",3.38
"412","2008-08-20",3.38
"413","2008-08-21",3.02
"414","2008-08-22",3.48
"415","2008-08-25",3.42
"416","2008-08-26",3.4
"417","2008-08-27",3.38
"418","2008-08-28",3.08
"419","2008-08-29",3.34
"420","2008-09-02",3.36
"421","2008-09-03",3
"422","2008-09-04",3.24
"423","2008-09-05",3.24
"424","2008-09-08",2.94
"425","2008-09-09",3
"426","2008-09-10",3.06
"427","2008-09-11",3.16
"428","2008-09-12",3.16
"429","2008-09-15",2.96
"430","2008-09-16",3
"431","2008-09-17",3.2
"432","2008-09-18",3.2
"433","2008-09-19",3.2
"434","2008-09-22",3.2
"435","2008-09-23",3.08
"436","2008-09-24",3.08
"437","2008-09-25",2.7
"438","2008-09-26",2.7
"439","2008-09-29",3.08
"440","2008-09-30",3.08
"441","2008-10-01",3.08
"442","2008-10-02",2.7
"443","2008-10-03",2.86
"444","2008-10-06",2.68
"445","2008-10-07",2.04
"446","2008-10-08",2.04
"447","2008-10-09",2.58
"448","2008-10-10",2.3
"449","2008-10-13",2.8
"450","2008-10-14",2.8
"451","2008-10-15",2.8
"452","2008-10-16",2.78
"453","2008-10-17",2.36
"454","2008-10-20",2.36
"455","2008-10-21",2.7
"456","2008-10-22",2.7
"457","2008-10-23",2.36
"458","2008-10-24",2.36
"459","2008-10-27",2.6
"460","2008-10-28",2.6
"461","2008-10-29",2.6
"462","2008-10-30",2.6
"463","2008-10-31",2.6
"464","2008-11-03",2.52
"465","2008-11-04",2.6
"466","2008-11-05",2.6
"467","2008-11-06",2.4
"468","2008-11-07",2.2
"469","2008-11-10",2.5
"470","2008-11-11",2.5
"471","2008-11-12",2.5
"472","2008-11-13",2.5
"473","2008-11-14",2.48
"474","2008-11-17",2.48
"475","2008-11-18",1.82
"476","2008-11-19",1.7
"477","2008-11-20",1.94
"478","2008-11-21",1.78
"479","2008-11-24",1.92
"480","2008-11-25",2.08
"481","2008-11-26",2.08
"482","2008-11-28",2.08
"483","2008-12-01",1.8
"484","2008-12-02",1.96
"485","2008-12-03",1.68
"486","2008-12-04",1.82
"487","2008-12-05",1.82
"488","2008-12-08",1.76
"489","2008-12-09",1.72
"490","2008-12-10",1.74
"491","2008-12-11",1.74
"492","2008-12-12",1.74
"493","2008-12-15",1.66
"494","2008-12-16",1.74
"495","2008-12-17",1.72
"496","2008-12-18",1.74
"497","2008-12-19",1.76
"498","2008-12-22",1.76
"499","2008-12-23",1.48
"500","2008-12-24",1.48
"501","2008-12-26",1.44
"502","2008-12-29",1.22
"503","2008-12-30",1.24
"504","2008-12-31",1.44
"505","2009-01-02",1.4
"506","2009-01-05",1.4
"507","2009-01-06",1.4
"508","2009-01-07",1.4
"509","2009-01-08",1.4
"510","2009-01-09",1.4
"511","2009-01-12",1.78
"512","2009-01-13",1.86
"513","2009-01-14",1.86
"514","2009-01-15",1.4
"515","2009-01-16",1.74
"516","2009-01-20",1.4
"517","2009-01-21",1.4
"518","2009-01-22",1.4
"519","2009-01-23",1.4
"520","2009-01-26",1.38
"521","2009-01-27",1.36
"522","2009-01-28",1.3
"523","2009-01-29",1.4
"524","2009-01-30",1.32
"525","2009-02-02",1.4
"526","2009-02-03",1.4
"527","2009-02-04",1.4
"528","2009-02-05",1.4
"529","2009-02-06",1.4
"530","2009-02-09",1.4
"531","2009-02-10",1.4
"532","2009-02-11",1.4
"533","2009-02-12",1.38
"534","2009-02-13",1.38
"535","2009-02-17",1.32
"536","2009-02-18",1.44
"537","2009-02-19",1.44
"538","2009-02-20",1.42
"539","2009-02-23",1.42
"540","2009-02-24",1.4
"541","2009-02-25",1.4
"542","2009-02-26",2.04
"543","2009-02-27",2.02
"544","2009-03-02",2.4
"545","2009-03-03",2.22
"546","2009-03-04",2.22
"547","2009-03-05",2.44
"548","2009-03-06",2.44
"549","2009-03-09",2.44
"550","2009-03-10",2.3
"551","2009-03-11",2.2
"552","2009-03-12",2.2
"553","2009-03-13",2.18
"554","2009-03-16",2.08
"555","2009-03-17",2.1
"556","2009-03-18",2.2
"557","2009-03-19",2.18
"558","2009-03-20",2.2
"559","2009-03-23",2.08
"560","2009-03-24",2.2
"561","2009-03-25",2.18
"562","2009-03-26",2.2
"563","2009-03-27",2.18
"564","2009-03-30",2.48
"565","2009-03-31",2.16
"566","2009-04-01",2.2
"567","2009-04-02",2.58
"568","2009-04-03",2.36
"569","2009-04-06",2.46
"570","2009-04-07",2.78
"571","2009-04-08",2.74
"572","2009-04-09",2.7
"573","2009-04-13",2.7
"574","2009-04-14",2.7
"575","2009-04-15",2.7
"576","2009-04-16",3.04
"577","2009-04-17",2.82
"578","2009-04-20",2.82
"579","2009-04-21",3.24
"580","2009-04-22",3.26
"581","2009-04-23",3.6
"582","2009-04-24",3.8
"583","2009-04-27",3.56
"584","2009-04-28",3.6
"585","2009-04-29",3.94
"586","2009-04-30",3.84
"587","2009-05-01",3.74
"588","2009-05-04",4.24
"589","2009-05-05",4.16
"590","2009-05-06",4.1
"591","2009-05-07",4.1
"592","2009-05-08",3.98
"593","2009-05-11",3.98
"594","2009-05-12",3.8
"595","2009-05-13",3.8
"596","2009-05-14",3.7
"597","2009-05-15",3.8
"598","2009-05-18",3.76
"599","2009-05-19",3.7
"600","2009-05-20",3.8
"601","2009-05-21",3.98
"602","2009-05-22",3.98
"603","2009-05-26",3.72
"604","2009-05-27",3.8
"605","2009-05-28",3.9
"606","2009-05-29",3.9
"607","2009-06-01",3.86
"608","2009-06-02",3.86
"609","2009-06-03",3.98
"610","2009-06-04",3.98
"611","2009-06-05",3.72
"612","2009-06-08",3.86
"613","2009-06-09",3.86
"614","2009-06-10",3.86
"615","2009-06-11",4
"616","2009-06-12",4
"617","2009-06-15",4
"618","2009-06-16",4
"619","2009-06-17",3.9
"620","2009-06-18",3.9
"621","2009-06-19",3.9
"622","2009-06-22",3.9
"623","2009-06-23",4.1
"624","2009-06-24",4.12
"625","2009-06-25",4.12
"626","2009-06-26",4.12
"627","2009-06-29",3.68
"628","2009-06-30",4
"629","2009-07-01",4
"630","2009-07-02",4
"631","2009-07-06",4.3
"632","2009-07-07",3.6
"633","2009-07-08",4.22
"634","2009-07-09",4.62
"635","2009-07-10",4.58
"636","2009-07-13",5.38
"637","2009-07-14",4.86
"638","2009-07-15",5.76
"639","2009-07-16",5.82
"640","2009-07-17",5.8
"641","2009-07-20",6
"642","2009-07-21",5.88
"643","2009-07-22",5.42
"644","2009-07-23",5.78
"645","2009-07-24",5.7
"646","2009-07-27",5.76
"647","2009-07-28",5.76
"648","2009-07-29",5.76
"649","2009-07-30",5.3
"650","2009-07-31",5.6
"651","2009-08-03",5.6
"652","2009-08-04",5.3
"653","2009-08-05",5.54
"654","2009-08-06",5.46
"655","2009-08-07",5.48
"656","2009-08-10",5.4
"657","2009-08-11",5.56
"658","2009-08-12",5.6
"659","2009-08-13",5.6
"660","2009-08-14",5.6
"661","2009-08-17",5.48
"662","2009-08-18",5.44
"663","2009-08-19",5.78
"664","2009-08-20",5.7
"665","2009-08-21",5.78
"666","2009-08-24",5.94
"667","2009-08-25",5.7
"668","2009-08-26",5.98
"669","2009-08-27",5.96
"670","2009-08-28",5.42
"671","2009-08-31",5.44
"672","2009-09-01",5.44
"673","2009-09-02",5.44
"674","2009-09-03",5.6
"675","2009-09-04",5.1
"676","2009-09-08",5.1
"677","2009-09-09",4.9
"678","2009-09-10",5.48
"679","2009-09-11",5.48
"680","2009-09-14",5.58
"681","2009-09-15",5.4
"682","2009-09-16",5.56
"683","2009-09-17",5.56
"684","2009-09-18",5.6
"685","2009-09-21",5.5
"686","2009-09-22",5.56
"687","2009-09-23",5.4
"688","2009-09-24",5.42
"689","2009-09-25",5.38
"690","2009-09-28",5.08
"691","2009-09-29",5.4
"692","2009-09-30",5.4
"693","2009-10-01",5.4
"694","2009-10-02",5.5
"695","2009-10-05",5.46
"696","2009-10-06",5.38
"697","2009-10-07",5.5
"698","2009-10-08",5.48
"699","2009-10-09",5.46
"700","2009-10-12",5.6
"701","2009-10-13",5.5
"702","2009-10-14",5.5
"703","2009-10-15",5.1
"704","2009-10-16",5.14
"705","2009-10-19",5.26
"706","2009-10-20",5.26
"707","2009-10-21",5.4
"708","2009-10-22",5.46
"709","2009-10-23",5.44
"710","2009-10-26",4.7
"711","2009-10-27",5.44
"712","2009-10-28",5.5
"713","2009-10-29",5.5
"714","2009-10-30",5.48
"715","2009-11-02",4.6
"716","2009-11-03",5.14
"717","2009-11-04",5.16
"718","2009-11-05",5.22
"719","2009-11-06",5.22
"720","2009-11-09",5.16
"721","2009-11-10",4.8
"722","2009-11-11",5.16
"723","2009-11-12",5.06
"724","2009-11-13",5.06
"725","2009-11-16",5
"726","2009-11-17",5.2
"727","2009-11-18",5.3
"728","2009-11-19",5.4
"729","2009-11-20",5.4
"730","2009-11-23",5.4
"731","2009-11-24",5.5
"732","2009-11-25",5.66
"733","2009-11-27",5.22
"734","2009-11-30",5.64
"735","2009-12-01",5.06
"736","2009-12-02",4.82
"737","2009-12-03",5.14
"738","2009-12-04",5.48
"739","2009-12-07",5.58
"740","2009-12-08",5.48
"741","2009-12-09",5.2
"742","2009-12-10",5.38
"743","2009-12-11",5.1
"744","2009-12-14",5.1
"745","2009-12-15",5.08
"746","2009-12-16",5.2
"747","2009-12-17",4.8
"748","2009-12-18",4.9
"749","2009-12-21",4.9
"750","2009-12-22",4.84
"751","2009-12-23",4.9
"752","2009-12-24",4.66
"753","2009-12-28",4.9
"754","2009-12-29",4.72
"755","2009-12-30",4.7
"756","2009-12-31",4.46
"757","2010-01-04",4.7
"758","2010-01-05",4.96
"759","2010-01-06",5.4
"760","2010-01-07",5.24
"761","2010-01-08",5.44
"762","2010-01-11",5.28
"763","2010-01-12",5.34
"764","2010-01-13",5.06
"765","2010-01-14",5.2
"766","2010-01-15",5.2
"767","2010-01-19",5.3
"768","2010-01-20",5.2
"769","2010-01-21",5.2
"770","2010-01-22",5.3
"771","2010-01-25",5.08
"772","2010-01-26",5.18
"773","2010-01-27",5.18
"774","2010-01-28",5.16
"775","2010-01-29",5.28
"776","2010-02-01",5.28
"777","2010-02-02",5.14
"778","2010-02-03",5
"779","2010-02-04",5.24
"780","2010-02-05",5.24
"781","2010-02-08",5.24
"782","2010-02-09",5.02
"783","2010-02-10",5.22
"784","2010-02-11",5.04
"785","2010-02-12",5.16
"786","2010-02-16",5.16
"787","2010-02-17",5.12
"788","2010-02-18",5.1
"789","2010-02-19",5
"790","2010-02-22",5.02
"791","2010-02-23",5.18
"792","2010-02-24",5.02
"793","2010-02-25",5.18
"794","2010-02-26",5.02
"795","2010-03-01",5.2
"796","2010-03-02",5.46
"797","2010-03-03",5.66
"798","2010-03-04",5.54
"799","2010-03-05",5.54
"800","2010-03-08",5.36
"801","2010-03-09",5.28
"802","2010-03-10",5.4
"803","2010-03-11",5.6
"804","2010-03-12",5.5
"805","2010-03-15",5.5
"806","2010-03-16",5.4
"807","2010-03-17",5.5
"808","2010-03-18",5.4
"809","2010-03-19",5.3
"810","2010-03-22",5.18
"811","2010-03-23",5.3
"812","2010-03-24",5.28
"813","2010-03-25",5.18
"814","2010-03-26",5.26
"815","2010-03-29",5.26
"816","2010-03-30",5.04
"817","2010-03-31",5.16
"818","2010-04-01",5.16
"819","2010-04-05",5.16
"820","2010-04-06",4.9
"821","2010-04-07",5
"822","2010-04-08",5
"823","2010-04-09",4.9
"824","2010-04-12",4.84
"825","2010-04-13",5
"826","2010-04-14",5.04
"827","2010-04-15",5
"828","2010-04-16",5
"829","2010-04-19",5
"830","2010-04-20",4.8
"831","2010-04-21",4.9
"832","2010-04-22",4.84
"833","2010-04-23",4.88
"834","2010-04-26",4.8
"835","2010-04-27",4.64
"836","2010-04-28",4.66
"837","2010-04-29",4.7
"838","2010-04-30",4.7
"839","2010-05-03",4.58
"840","2010-05-04",4.6
"841","2010-05-05",4.58
"842","2010-05-06",4.6
"843","2010-05-07",4.14
"844","2010-05-10",4.14
