"","date","CCLP"
"1","2011-06-15",19
"2","2011-06-16",19
"3","2011-06-17",18.549999
"4","2011-06-20",18.02
"5","2011-06-21",17.98
"6","2011-06-22",18.09
"7","2011-06-23",17.879999
"8","2011-06-24",17.74
"9","2011-06-27",17.950001
"10","2011-06-28",18.200001
"11","2011-06-29",18.700001
"12","2011-06-30",18.68
"13","2011-07-01",19.01
"14","2011-07-05",19.07
"15","2011-07-06",19.15
"16","2011-07-07",19.18
"17","2011-07-08",19.200001
"18","2011-07-11",19.01
"19","2011-07-12",18.9
"20","2011-07-13",18.73
"21","2011-07-14",18.540001
"22","2011-07-15",18.450001
"23","2011-07-18",18.17
"24","2011-07-19",19.23
"25","2011-07-20",19.33
"26","2011-07-21",19.24
"27","2011-07-22",19.1
"28","2011-07-25",19.23
"29","2011-07-26",19.190001
"30","2011-07-27",19
"31","2011-07-28",19.129999
"32","2011-07-29",18.91
"33","2011-08-01",19.030001
"34","2011-08-02",18.42
"35","2011-08-03",18.65
"36","2011-08-04",18.02
"37","2011-08-05",16.440001
"38","2011-08-08",15.58
"39","2011-08-09",18.35
"40","2011-08-10",16.75
"41","2011-08-11",17.190001
"42","2011-08-12",17
"43","2011-08-15",16.299999
"44","2011-08-16",15.28
"45","2011-08-17",15.6
"46","2011-08-18",15.81
"47","2011-08-19",15.25
"48","2011-08-22",14.82
"49","2011-08-23",14.99
"50","2011-08-24",16.08
"51","2011-08-25",15.59
"52","2011-08-26",15.15
"53","2011-08-29",15.49
"54","2011-08-30",15.39
"55","2011-08-31",15.51
"56","2011-09-01",15.16
"57","2011-09-02",15.03
"58","2011-09-06",14.24
"59","2011-09-07",14.38
"60","2011-09-08",15.25
"61","2011-09-09",15.51
"62","2011-09-12",15.31
"63","2011-09-13",15.35
"64","2011-09-14",14.94
"65","2011-09-15",15
"66","2011-09-16",15.3
"67","2011-09-19",15
"68","2011-09-20",15.05
"69","2011-09-21",15.21
"70","2011-09-22",15.04
"71","2011-09-23",14.5
"72","2011-09-26",14.48
"73","2011-09-27",14.88
"74","2011-09-28",15.11
"75","2011-09-29",14.84
"76","2011-09-30",15.41
"77","2011-10-03",14.97
"78","2011-10-04",14.9
"79","2011-10-05",14.72
"80","2011-10-06",14.8
"81","2011-10-07",14.6
"82","2011-10-10",15.34
"83","2011-10-11",14.94
"84","2011-10-12",15.05
"85","2011-10-13",15.05
"86","2011-10-14",14.96
"87","2011-10-17",15.02
"88","2011-10-18",15.59
"89","2011-10-19",15.25
"90","2011-10-20",15.25
"91","2011-10-21",15.31
"92","2011-10-24",17.030001
"93","2011-10-25",16.360001
"94","2011-10-26",16.459999
"95","2011-10-27",16.35
"96","2011-10-28",15.8
"97","2011-10-31",16.24
"98","2011-11-01",15.5
"99","2011-11-02",15.25
"100","2011-11-03",15.93
"101","2011-11-04",15.54
"102","2011-11-07",14.96
"103","2011-11-08",14.77
"104","2011-11-09",14.6
"105","2011-11-10",14.53
"106","2011-11-11",14.6
"107","2011-11-14",15.24
"108","2011-11-15",15.44
"109","2011-11-16",15.25
"110","2011-11-17",15.15
"111","2011-11-18",15
"112","2011-11-21",14.96
"113","2011-11-22",15
"114","2011-11-23",14.63
"115","2011-11-25",14.55
"116","2011-11-28",14.06
"117","2011-11-29",14.21
"118","2011-11-30",14.47
"119","2011-12-01",14.29
"120","2011-12-02",14.3
"121","2011-12-05",14.02
"122","2011-12-06",14.01
"123","2011-12-07",14.19
"124","2011-12-08",14.05
"125","2011-12-09",14.2
"126","2011-12-12",14.06
"127","2011-12-13",14
"128","2011-12-14",13.95
"129","2011-12-15",14.44
"130","2011-12-16",14.81
"131","2011-12-19",14.9
"132","2011-12-20",15
"133","2011-12-21",15.01
"134","2011-12-22",15.14
"135","2011-12-23",15.3
"136","2011-12-27",15.23
"137","2011-12-28",15.25
"138","2011-12-29",15.06
"139","2011-12-30",15
"140","2012-01-03",15.05
"141","2012-01-04",15.49
"142","2012-01-05",15.8
"143","2012-01-06",16.4
"144","2012-01-09",16.309999
"145","2012-01-10",16.360001
"146","2012-01-11",16.5
"147","2012-01-12",16.5
"148","2012-01-13",16.75
"149","2012-01-17",16.6
"150","2012-01-18",16.440001
"151","2012-01-19",16.559999
"152","2012-01-20",16.4
"153","2012-01-23",15.81
"154","2012-01-24",16.15
"155","2012-01-25",16.1
"156","2012-01-26",16
"157","2012-01-27",15.62
"158","2012-01-30",15.68
"159","2012-01-31",15.65
"160","2012-02-01",15.7
"161","2012-02-02",15.78
"162","2012-02-03",15.65
"163","2012-02-06",15.65
"164","2012-02-07",15.79
"165","2012-02-08",15.89
"166","2012-02-09",15.75
"167","2012-02-10",15.75
"168","2012-02-13",15.41
"169","2012-02-14",15.51
"170","2012-02-15",15.65
"171","2012-02-16",15.65
"172","2012-02-17",16.450001
"173","2012-02-21",16.43
"174","2012-02-22",16.200001
"175","2012-02-23",16.639999
"176","2012-02-24",16.639999
"177","2012-02-27",16.41
"178","2012-02-28",16.6
"179","2012-02-29",16.290001
"180","2012-03-01",16.33
"181","2012-03-02",16.6
"182","2012-03-05",16.75
"183","2012-03-06",16.48
"184","2012-03-07",16.51
"185","2012-03-08",16.91
"186","2012-03-09",17
"187","2012-03-12",17.110001
"188","2012-03-13",17.200001
"189","2012-03-14",17.209999
"190","2012-03-15",17.4
"191","2012-03-16",17.32
"192","2012-03-19",17.4
"193","2012-03-20",17.65
"194","2012-03-21",18.33
"195","2012-03-22",17.370001
"196","2012-03-23",16.610001
"197","2012-03-26",17.26
"198","2012-03-27",17.379999
"199","2012-03-28",17
"200","2012-03-29",17.280001
"201","2012-03-30",17.379999
"202","2012-04-02",16.9
"203","2012-04-03",17.4
"204","2012-04-04",16.809999
"205","2012-04-05",17.200001
"206","2012-04-09",16.780001
"207","2012-04-10",16.559999
"208","2012-04-11",16.6
"209","2012-04-12",16.530001
"210","2012-04-13",16.610001
"211","2012-04-16",14.94
"212","2012-04-17",14.76
"213","2012-04-18",14.25
"214","2012-04-19",14.49
"215","2012-04-20",14.85
"216","2012-04-23",15.4
"217","2012-04-24",15.53
"218","2012-04-25",15.54
"219","2012-04-26",15.06
"220","2012-04-27",14.66
"221","2012-04-30",14.33
"222","2012-05-01",14.45
"223","2012-05-02",14.15
"224","2012-05-03",13.39
"225","2012-05-04",13.45
"226","2012-05-07",12.61
"227","2012-05-08",12.02
"228","2012-05-09",12.21
"229","2012-05-10",13.21
"230","2012-05-11",13.5
"231","2012-05-14",13.26
"232","2012-05-15",13.25
"233","2012-05-16",13.23
"234","2012-05-17",13.25
"235","2012-05-18",12.94
"236","2012-05-21",13.36
"237","2012-05-22",12.91
"238","2012-05-23",12.86
"239","2012-05-24",12.9
"240","2012-05-25",13.31
"241","2012-05-29",13.15
"242","2012-05-30",13
"243","2012-05-31",12.99
"244","2012-06-01",12.9
"245","2012-06-04",12.81
"246","2012-06-05",12.86
"247","2012-06-06",13
"248","2012-06-07",13.03
"249","2012-06-08",12.85
"250","2012-06-11",13.03
"251","2012-06-12",12.62
"252","2012-06-13",12.74
"253","2012-06-14",12.61
"254","2012-06-15",12.59
"255","2012-06-18",11.5
"256","2012-06-19",11.77
"257","2012-06-20",11.75
"258","2012-06-21",11.81
"259","2012-06-22",12.01
"260","2012-06-25",11.5
"261","2012-06-26",11.27
"262","2012-06-27",12
"263","2012-06-28",12.19
"264","2012-06-29",12.4
"265","2012-07-02",12.55
"266","2012-07-03",12.8
"267","2012-07-05",12.84
"268","2012-07-06",12.75
"269","2012-07-09",12.53
"270","2012-07-10",12.65
"271","2012-07-11",12.51
"272","2012-07-12",12.71
"273","2012-07-13",12.84
"274","2012-07-16",13.04
"275","2012-07-17",13.26
"276","2012-07-18",13.2
"277","2012-07-19",13.42
"278","2012-07-20",13.25
"279","2012-07-23",13.2
"280","2012-07-24",12.86
"281","2012-07-25",13.37
"282","2012-07-26",13.63
"283","2012-07-27",14.4
"284","2012-07-30",14.31
"285","2012-07-31",14.08
"286","2012-08-01",13.7
"287","2012-08-02",13.4
"288","2012-08-03",13.43
"289","2012-08-06",13.39
"290","2012-08-07",13.87
"291","2012-08-08",14.48
"292","2012-08-09",15.12
"293","2012-08-10",15.11
"294","2012-08-13",15
"295","2012-08-14",14.81
"296","2012-08-15",14.85
"297","2012-08-16",14.71
"298","2012-08-17",14.78
"299","2012-08-20",15.15
"300","2012-08-21",15.68
"301","2012-08-22",15.48
"302","2012-08-23",15.51
"303","2012-08-24",15.41
"304","2012-08-27",15.25
"305","2012-08-28",15.8
"306","2012-08-29",15.5
"307","2012-08-30",15.75
"308","2012-08-31",16
"309","2012-09-04",16.219999
"310","2012-09-05",15.93
"311","2012-09-06",16.92
"312","2012-09-07",17.290001
"313","2012-09-10",16.940001
"314","2012-09-11",16.99
"315","2012-09-12",16.809999
"316","2012-09-13",16.83
"317","2012-09-14",16.51
"318","2012-09-17",16.5
"319","2012-09-18",16.870001
"320","2012-09-19",17.15
"321","2012-09-20",17.110001
"322","2012-09-21",16.889999
"323","2012-09-24",16.52
"324","2012-09-25",16.07
"325","2012-09-26",15.94
"326","2012-09-27",16.690001
"327","2012-09-28",16.83
"328","2012-10-01",17
"329","2012-10-02",17.17
"330","2012-10-03",17.07
"331","2012-10-04",17.25
"332","2012-10-05",17
"333","2012-10-08",17.209999
"334","2012-10-09",17.49
"335","2012-10-10",17.4
"336","2012-10-11",17.23
"337","2012-10-12",17.25
"338","2012-10-15",17.25
"339","2012-10-16",17.15
"340","2012-10-17",17.59
"341","2012-10-18",17.389999
"342","2012-10-19",17.57
"343","2012-10-22",17.379999
"344","2012-10-23",17.23
"345","2012-10-24",17.27
"346","2012-10-25",17.469999
"347","2012-10-26",17.309999
"348","2012-10-31",16.790001
"349","2012-11-01",17.440001
"350","2012-11-02",17.99
"351","2012-11-05",16.35
"352","2012-11-06",17.059999
"353","2012-11-07",16.84
"354","2012-11-08",16.91
"355","2012-11-09",16.389999
"356","2012-11-12",16.18
"357","2012-11-13",16.440001
"358","2012-11-14",16.9
"359","2012-11-15",16.299999
"360","2012-11-16",16.91
"361","2012-11-19",17.74
"362","2012-11-20",17.51
"363","2012-11-21",17.629999
"364","2012-11-23",17.6
"365","2012-11-26",17.559999
"366","2012-11-27",17.74
"367","2012-11-28",17.65
"368","2012-11-29",17.379999
"369","2012-11-30",17.33
"370","2012-12-03",16.799999
"371","2012-12-04",16.049999
"372","2012-12-05",16.09
"373","2012-12-06",16.67
"374","2012-12-07",16.18
"375","2012-12-10",15.96
"376","2012-12-11",16.040001
"377","2012-12-12",16.25
"378","2012-12-13",15.87
"379","2012-12-14",15.25
"380","2012-12-17",15.86
"381","2012-12-18",16.190001
"382","2012-12-19",16.719999
"383","2012-12-20",16.74
"384","2012-12-21",16.6
"385","2012-12-24",16.370001
"386","2012-12-26",16.450001
"387","2012-12-27",16.74
"388","2012-12-28",16.5
"389","2012-12-31",16.709999
"390","2013-01-02",17.299999
"391","2013-01-03",17.450001
"392","2013-01-04",17.41
"393","2013-01-07",17.5
"394","2013-01-08",17.379999
"395","2013-01-09",17.280001
"396","2013-01-10",17.4
"397","2013-01-11",17.5
"398","2013-01-14",17.85
"399","2013-01-15",17.76
"400","2013-01-16",17.75
"401","2013-01-17",17.65
"402","2013-01-18",17.559999
"403","2013-01-22",18.9
"404","2013-01-23",18.950001
