"","date","OTLK"
"1","2016-06-14",34.16
"2","2016-06-15",33.576
"3","2016-06-16",34.400002
"4","2016-06-17",31.6
"5","2016-06-20",30.872
"6","2016-06-21",29.6
"7","2016-06-22",29.200001
"8","2016-06-23",28.799999
"9","2016-06-24",26.639999
"10","2016-06-27",26.799999
"11","2016-06-28",26.48
"12","2016-06-29",28.296
"13","2016-06-30",27.200001
"14","2016-07-01",27.200001
"15","2016-07-05",26.799999
"16","2016-07-06",26.639999
"17","2016-07-07",27.048
"18","2016-07-08",27.92
"19","2016-07-11",28.16
"20","2016-07-12",26
"21","2016-07-13",25.84
"22","2016-07-14",26.719999
"23","2016-07-15",26.24
"24","2016-07-18",25.280001
"25","2016-07-19",26.799999
"26","2016-07-20",26.32
"27","2016-07-21",26.08
"28","2016-07-22",26.08
"29","2016-07-25",26.799999
"30","2016-07-26",26.799999
"31","2016-07-27",26.48
"32","2016-07-28",26.719999
"33","2016-07-29",26
"34","2016-08-01",26
"35","2016-08-02",26
"36","2016-08-03",24.327999
"37","2016-08-04",26.08
"38","2016-08-05",27.84
"39","2016-08-08",27.76
"40","2016-08-09",28
"41","2016-08-10",29.92
"42","2016-08-11",28.719999
"43","2016-08-12",29.120001
"44","2016-08-15",30.4
"45","2016-08-16",30.32
"46","2016-08-17",29.84
"47","2016-08-18",30.719999
"48","2016-08-19",30.48
"49","2016-08-22",30.959999
"50","2016-08-23",31.6
"51","2016-08-24",30.4
"52","2016-08-25",30.4
"53","2016-08-26",32.48
"54","2016-08-29",32.48
"55","2016-08-30",32
"56","2016-08-31",37.919998
"57","2016-09-01",39.200001
"58","2016-09-02",38
"59","2016-09-06",43.360001
"60","2016-09-07",43.040001
"61","2016-09-08",42
"62","2016-09-09",42
"63","2016-09-12",41.599998
"64","2016-09-13",40
"65","2016-09-14",39.759998
"66","2016-09-15",39.919998
"67","2016-09-16",36.080002
"68","2016-09-19",35.200001
"69","2016-09-20",35.84
"70","2016-09-21",35.279999
"71","2016-09-22",35.84
"72","2016-09-23",35.919998
"73","2016-09-26",35.52
"74","2016-09-27",35.200001
"75","2016-09-28",34.16
"76","2016-09-29",33.599998
"77","2016-09-30",34
"78","2016-10-03",32
"79","2016-10-04",32.720001
"80","2016-10-05",32.880001
"81","2016-10-06",32.799999
"82","2016-10-07",32.720001
"83","2016-10-10",31.6
"84","2016-10-11",31.040001
"85","2016-10-12",32
"86","2016-10-13",32.352001
"87","2016-10-14",31.360001
"88","2016-10-17",31.200001
"89","2016-10-18",31.76
"90","2016-10-19",32
"91","2016-10-20",31.712
"92","2016-10-21",34.639999
"93","2016-10-24",33.759998
"94","2016-10-25",33.543999
"95","2016-10-26",33.200001
"96","2016-10-27",33.599998
"97","2016-10-28",33.439999
"98","2016-10-31",33.68
"99","2016-11-01",32.959999
"100","2016-11-02",32.799999
"101","2016-11-03",31.76
"102","2016-11-04",33.439999
"103","2016-11-07",32.32
"104","2016-11-08",32.32
"105","2016-11-09",32.400002
"106","2016-11-10",32.240002
"107","2016-11-11",30.959999
"108","2016-11-14",29.84
"109","2016-11-15",31.6
"110","2016-11-16",31.68
"111","2016-11-17",29.280001
"112","2016-11-18",30.4
"113","2016-11-21",29.6
"114","2016-11-22",29.76
"115","2016-11-23",29.6
"116","2016-11-25",29.92
"117","2016-11-28",29.68
"118","2016-11-29",28
"119","2016-11-30",27.440001
"120","2016-12-01",27.440001
"121","2016-12-02",27.440001
"122","2016-12-05",25.040001
"123","2016-12-06",22.799999
"124","2016-12-07",23.280001
"125","2016-12-08",22.08
"126","2016-12-09",20.08
"127","2016-12-12",19.120001
"128","2016-12-13",19.120001
"129","2016-12-14",16
"130","2016-12-15",15.48
"131","2016-12-16",15.152
"132","2016-12-19",18.799999
"133","2016-12-20",19.440001
"134","2016-12-21",18.816
"135","2016-12-22",20.063999
"136","2016-12-23",18.639999
"137","2016-12-27",19.040001
"138","2016-12-28",18.719999
"139","2016-12-29",20
"140","2016-12-30",24.08
"141","2017-01-03",26.256001
"142","2017-01-04",24.16
"143","2017-01-05",23.52
"144","2017-01-06",23.167999
"145","2017-01-09",22.799999
"146","2017-01-10",22.799999
"147","2017-01-11",23.040001
"148","2017-01-12",22.559999
"149","2017-01-13",23.535999
"150","2017-01-17",25.120001
"151","2017-01-18",22.4
"152","2017-01-19",22.08
"153","2017-01-20",22.48
"154","2017-01-23",22.32
"155","2017-01-24",22.559999
"156","2017-01-25",22.4
"157","2017-01-26",24.48
"158","2017-01-27",29.92
"159","2017-01-30",28.559999
"160","2017-01-31",28.48
"161","2017-02-01",28
"162","2017-02-02",27.92
"163","2017-02-03",26.24
"164","2017-02-06",26.32
"165","2017-02-07",26.719999
"166","2017-02-08",26.08
"167","2017-02-09",27.76
"168","2017-02-10",27.68
"169","2017-02-13",27.120001
"170","2017-02-14",27.992001
"171","2017-02-15",30
"172","2017-02-16",26.24
"173","2017-02-17",27.68
"174","2017-02-21",26.799999
"175","2017-02-22",26.24
"176","2017-02-23",26.48
"177","2017-02-24",25.84
"178","2017-02-27",27.280001
"179","2017-02-28",25.52
"180","2017-03-01",25.200001
"181","2017-03-02",25.6
"182","2017-03-03",23.200001
"183","2017-03-06",25.120001
"184","2017-03-07",21.280001
"185","2017-03-08",21.84
"186","2017-03-09",21.440001
"187","2017-03-10",22.32
"188","2017-03-13",25.92
"189","2017-03-14",25.68
"190","2017-03-15",25.040001
"191","2017-03-16",26.799999
"192","2017-03-17",26
"193","2017-03-20",25.6
"194","2017-03-21",25.52
"195","2017-03-22",24.08
"196","2017-03-23",24.32
"197","2017-03-24",22.32
"198","2017-03-27",21.6
"199","2017-03-28",21.200001
"200","2017-03-29",21.280001
"201","2017-03-30",21.6
"202","2017-03-31",21.440001
"203","2017-04-03",20.879999
"204","2017-04-04",21.040001
"205","2017-04-05",20.559999
"206","2017-04-06",19.6
"207","2017-04-07",19.360001
"208","2017-04-10",18
"209","2017-04-11",17.360001
"210","2017-04-12",18
"211","2017-04-13",16.4
"212","2017-04-17",17.92
"213","2017-04-18",18.072001
"214","2017-04-19",17.120001
"215","2017-04-20",16.639999
"216","2017-04-21",17.6
"217","2017-04-24",16.959999
"218","2017-04-25",16.879999
"219","2017-04-26",17.440001
"220","2017-04-27",17.6
"221","2017-04-28",17.92
"222","2017-05-01",17.68
"223","2017-05-02",17.360001
"224","2017-05-03",17.280001
"225","2017-05-04",16.639999
"226","2017-05-05",16.32
"227","2017-05-08",16.639999
"228","2017-05-09",16.24
"229","2017-05-10",16.559999
"230","2017-05-11",17.440001
"231","2017-05-12",16.639999
"232","2017-05-15",16
"233","2017-05-16",15.2
"234","2017-05-17",12.64
"235","2017-05-18",11.28
"236","2017-05-19",10.96
"237","2017-05-22",11.12
"238","2017-05-23",10.24
"239","2017-05-24",10.16
"240","2017-05-25",10.72
"241","2017-05-26",10.984
"242","2017-05-30",13.6
"243","2017-05-31",12.16
"244","2017-06-01",11.6
"245","2017-06-02",11.6
"246","2017-06-05",11.12
"247","2017-06-06",11.04
"248","2017-06-07",10.96
"249","2017-06-08",11.68
"250","2017-06-09",12.24
"251","2017-06-12",12.24
"252","2017-06-13",12.88
"253","2017-06-14",12.56
"254","2017-06-15",12.08
"255","2017-06-16",11.28
"256","2017-06-19",11.032
"257","2017-06-20",9.68
"258","2017-06-21",9.52
"259","2017-06-22",9.12
"260","2017-06-23",9.76
"261","2017-06-26",8.24
"262","2017-06-27",8
"263","2017-06-28",7.84
"264","2017-06-29",8.16
"265","2017-06-30",8
"266","2017-07-03",7.888
"267","2017-07-05",8
"268","2017-07-06",9.04
"269","2017-07-07",9.76
"270","2017-07-10",10.72
"271","2017-07-11",9.76
"272","2017-07-12",9.68
"273","2017-07-13",8.32
"274","2017-07-14",8.88
"275","2017-07-17",9.12
"276","2017-07-18",8
"277","2017-07-19",7.856
"278","2017-07-20",8
"279","2017-07-21",7.92
"280","2017-07-24",7.92
"281","2017-07-25",7.76
"282","2017-07-26",7.84
"283","2017-07-27",7.768
"284","2017-07-28",7.904
"285","2017-07-31",8
"286","2017-08-01",7.856
"287","2017-08-02",8.16
"288","2017-08-03",8.088
"289","2017-08-04",8.08
"290","2017-08-07",7.848
"291","2017-08-08",8
"292","2017-08-09",7.96
"293","2017-08-10",8
"294","2017-08-11",7.92
"295","2017-08-14",8
"296","2017-08-15",7.96
"297","2017-08-16",7.96
"298","2017-08-17",7.84
"299","2017-08-18",8.16
"300","2017-08-21",7.68
"301","2017-08-22",7.68
"302","2017-08-23",7.36
"303","2017-08-24",7.2
"304","2017-08-25",6.88
"305","2017-08-28",6.648
"306","2017-08-29",6.696
"307","2017-08-30",7.2
"308","2017-08-31",6.944
"309","2017-09-01",7.28
"310","2017-09-05",7.2
"311","2017-09-06",7.6
"312","2017-09-07",7.2
"313","2017-09-08",16.16
"314","2017-09-11",14.4
"315","2017-09-12",14.16
"316","2017-09-13",14.08
"317","2017-09-14",13.6
"318","2017-09-15",13.2
"319","2017-09-18",11.84
"320","2017-09-19",11.336
"321","2017-09-20",10.64
"322","2017-09-21",11.44
"323","2017-09-22",10.64
"324","2017-09-25",10.8
"325","2017-09-26",10.4
"326","2017-09-27",12.32
"327","2017-09-28",11.44
"328","2017-09-29",10.96
"329","2017-10-02",11.12
"330","2017-10-03",10.8
"331","2017-10-04",11.52
"332","2017-10-05",11.28
"333","2017-10-06",11.52
"334","2017-10-09",10.88
"335","2017-10-10",10.88
"336","2017-10-11",10.968
"337","2017-10-12",10.8
"338","2017-10-13",11.2
"339","2017-10-16",10.24
"340","2017-10-17",10.72
"341","2017-10-18",10.72
"342","2017-10-19",10.528
"343","2017-10-20",10.8
"344","2017-10-23",11.04
"345","2017-10-24",10.64
"346","2017-10-25",10.72
"347","2017-10-26",10.56
"348","2017-10-27",10.56
"349","2017-10-30",10.72
"350","2017-10-31",10.08
"351","2017-11-01",9.12
"352","2017-11-02",10.4
"353","2017-11-03",10.056
"354","2017-11-06",10.4
"355","2017-11-07",10.48
"356","2017-11-08",10.392
"357","2017-11-09",10.4
"358","2017-11-10",10
"359","2017-11-13",10.32
"360","2017-11-14",10.16
"361","2017-11-15",10
"362","2017-11-16",10.08
"363","2017-11-17",10.96
"364","2017-11-20",11.36
"365","2017-11-21",10.8
"366","2017-11-22",10.56
"367","2017-11-24",10.96
"368","2017-11-27",10.48
"369","2017-11-28",10
"370","2017-11-29",10.4
"371","2017-11-30",9.84
"372","2017-12-01",10.56
"373","2017-12-04",10.08
"374","2017-12-05",10.32
"375","2017-12-06",11.36
"376","2017-12-07",10.16
"377","2017-12-08",10.08
"378","2017-12-11",10.4
"379","2017-12-12",9.52
"380","2017-12-13",10
"381","2017-12-14",9.68
"382","2017-12-15",9.28
"383","2017-12-18",9.52
"384","2017-12-19",9.36
"385","2017-12-20",9.448
"386","2017-12-21",9.28
"387","2017-12-22",9.44
"388","2017-12-26",9.36
"389","2017-12-27",9.28
"390","2017-12-28",10.08
"391","2017-12-29",10.4
"392","2018-01-02",10.08
"393","2018-01-03",9.28
"394","2018-01-04",9.416
"395","2018-01-05",9.44
"396","2018-01-08",9.84
"397","2018-01-09",9.432
"398","2018-01-10",9.36
"399","2018-01-11",9.52
"400","2018-01-12",9.304
"401","2018-01-16",9.44
"402","2018-01-17",9.28
"403","2018-01-18",9.4
"404","2018-01-19",9.2
"405","2018-01-22",9.2
"406","2018-01-23",9.28
"407","2018-01-24",9.2
"408","2018-01-25",9.52
"409","2018-01-26",9.6
"410","2018-01-29",9.68
"411","2018-01-30",9.36
"412","2018-01-31",9.12
"413","2018-02-01",9.12
"414","2018-02-02",9.12
"415","2018-02-05",9.28
"416","2018-02-06",9.92
"417","2018-02-07",9.36
"418","2018-02-08",9.12
"419","2018-02-09",9.52
"420","2018-02-12",9.6
"421","2018-02-13",9.2
"422","2018-02-14",9.6
"423","2018-02-15",9.6
"424","2018-02-16",9.52
"425","2018-02-20",9.36
"426","2018-02-21",9.28
"427","2018-02-22",9.336
"428","2018-02-23",9.36
"429","2018-02-26",9.36
"430","2018-02-27",9.36
"431","2018-02-28",9.12
"432","2018-03-01",9.04
"433","2018-03-02",9.2
"434","2018-03-05",9.36
"435","2018-03-06",8.56
"436","2018-03-07",8.88
"437","2018-03-08",8.72
"438","2018-03-09",8.8
"439","2018-03-12",8.4
"440","2018-03-13",8.4
"441","2018-03-14",7.8
"442","2018-03-15",7.6
"443","2018-03-16",7.456
"444","2018-03-19",7.376
"445","2018-03-20",7.36
"446","2018-03-21",7.672
"447","2018-03-22",7.6
"448","2018-03-23",7.52
"449","2018-03-26",7.36
"450","2018-03-27",7.36
"451","2018-03-28",7.072
"452","2018-03-29",7.12
"453","2018-04-02",7.28
"454","2018-04-03",7.36
"455","2018-04-04",7.44
"456","2018-04-05",7.52
"457","2018-04-06",7.44
"458","2018-04-09",7.2
"459","2018-04-10",6.96
"460","2018-04-11",6.848
"461","2018-04-12",7.424
"462","2018-04-13",7.36
"463","2018-04-16",7.192
"464","2018-04-17",7.016
"465","2018-04-18",7.12
"466","2018-04-19",7.12
"467","2018-04-20",7.184
"468","2018-04-23",7.28
"469","2018-04-24",7.84
"470","2018-04-25",7.76
"471","2018-04-26",7.44
"472","2018-04-27",7.28
"473","2018-04-30",7.288
"474","2018-05-01",7.52
"475","2018-05-02",7.52
"476","2018-05-03",7.36
"477","2018-05-04",7.36
"478","2018-05-07",7.52
"479","2018-05-08",7.472
"480","2018-05-09",7.824
"481","2018-05-10",7.664
"482","2018-05-11",7.84
"483","2018-05-14",7.84
"484","2018-05-15",7.92
"485","2018-05-16",8.056
"486","2018-05-17",7.84
"487","2018-05-18",7.928
"488","2018-05-21",7.76
"489","2018-05-22",7.68
"490","2018-05-23",7.68
"491","2018-05-24",7.8
"492","2018-05-25",7.84
"493","2018-05-29",7.76
"494","2018-05-30",7.608
"495","2018-05-31",7.52
"496","2018-06-01",7.36
"497","2018-06-04",7.608
"498","2018-06-05",7.84
"499","2018-06-06",7.36
"500","2018-06-07",7.76
"501","2018-06-08",7.608
"502","2018-06-11",7.28
"503","2018-06-12",7.2
"504","2018-06-13",7.36
"505","2018-06-14",6.8
"506","2018-06-15",7.2
"507","2018-06-18",6.68
"508","2018-06-19",6.8
"509","2018-06-20",6.8
"510","2018-06-21",6.64
"511","2018-06-22",6.6
"512","2018-06-25",6.76
"513","2018-06-26",6.96
"514","2018-06-27",7
"515","2018-06-28",7.04
"516","2018-06-29",6.76
"517","2018-07-02",6.88
"518","2018-07-03",6.72
"519","2018-07-05",6.944
"520","2018-07-06",7.184
"521","2018-07-09",7.168
"522","2018-07-10",7.08
"523","2018-07-11",7.144
"524","2018-07-12",7.272
"525","2018-07-13",7.272
"526","2018-07-16",6.896
"527","2018-07-17",7.04
"528","2018-07-18",7.04
