"","date","APPS"
"1032","2011-02-04",1.4
"1033","2011-02-07",1.4
"1034","2011-02-08",1.4
"1035","2011-02-09",1.25
"1036","2011-02-10",1.25
"1037","2011-02-11",1.25
"1038","2011-02-14",1.2
"1039","2011-02-15",1.2
"1040","2011-02-16",1.15
"1041","2011-02-17",1.25
"1042","2011-02-18",1.25
"1043","2011-02-22",1.25
"1044","2011-02-23",1.25
"1045","2011-02-24",1.2
"1046","2011-02-25",1.1
"1047","2011-02-28",1.25
"1048","2011-03-01",1.2
"1049","2011-03-02",1.2
"1050","2011-03-03",0.9
"1051","2011-03-04",1.2
"1052","2011-03-07",1.15
"1053","2011-03-08",1.2
"1054","2011-03-09",1.8
"1055","2011-03-10",1.75
"1056","2011-03-11",2.2
"1057","2011-03-14",2.5
"1058","2011-03-15",2.4
"1059","2011-03-16",2.35
"1060","2011-03-17",2.3
"1061","2011-03-18",2.3
"1062","2011-03-21",2.75
"1063","2011-03-22",2.2
"1064","2011-03-23",3
"1065","2011-03-24",2.95
"1066","2011-03-25",2.45
"1067","2011-03-28",3
"1068","2011-03-29",2.9
"1069","2011-03-30",2.95
"1070","2011-03-31",2.9
"1071","2011-04-01",2.95
"1072","2011-04-04",2.95
"1073","2011-04-05",2.75
"1074","2011-04-06",2.75
"1075","2011-04-07",2.75
"1076","2011-04-08",2.5
"1077","2011-04-11",2.5
"1078","2011-04-12",2.5
"1079","2011-04-13",2.45
"1080","2011-04-14",2.5
"1081","2011-04-15",2.5
"1082","2011-04-18",2.5
"1083","2011-04-19",2.35
"1084","2011-04-20",2.25
"1085","2011-04-21",2.25
"1086","2011-04-25",2.35
"1087","2011-04-26",2.35
"1088","2011-04-27",2.35
"1089","2011-04-28",2.45
"1090","2011-04-29",2.35
"1091","2011-05-02",2.4
"1092","2011-05-03",2.4
"1093","2011-05-04",2.4
"1094","2011-05-05",2.4
"1095","2011-05-06",2.4
"1096","2011-05-09",2.3
"1097","2011-05-10",2.3
"1098","2011-05-11",2.3
"1099","2011-05-12",2.25
"1100","2011-05-13",2.15
"1101","2011-05-16",2.05
"1102","2011-05-17",1.55
"1103","2011-05-18",1.75
"1104","2011-05-19",1.8
"1105","2011-05-20",1.95
"1106","2011-05-23",1.9
"1107","2011-05-24",2
"1108","2011-05-25",2.2
"1109","2011-05-26",2.25
"1110","2011-05-27",2.1
"1111","2011-05-31",2.3
"1112","2011-06-01",2.35
"1113","2011-06-02",2.35
"1114","2011-06-03",2.25
"1115","2011-06-06",2.25
"1116","2011-06-07",2.25
"1117","2011-06-08",2.25
"1118","2011-06-09",2.35
"1119","2011-06-10",2.4
"1120","2011-06-13",2.25
"1121","2011-06-14",2.3
"1122","2011-06-15",2.3
"1123","2011-06-16",2.3
"1124","2011-06-17",2.15
"1125","2011-06-20",2.3
"1126","2011-06-21",2.3
"1127","2011-06-22",2.3
"1128","2011-06-23",2.3
"1129","2011-06-24",2.3
"1130","2011-06-27",2.3
"1131","2011-06-28",2.35
"1132","2011-06-29",2.3
"1133","2011-06-30",2.3
"1134","2011-07-01",2.3
"1135","2011-07-05",2.4
"1136","2011-07-06",2.45
"1137","2011-07-07",2.45
"1138","2011-07-08",2.95
"1139","2011-07-11",3.25
"1140","2011-07-12",3.25
"1141","2011-07-13",3.45
"1142","2011-07-14",3.25
"1143","2011-07-15",3
"1144","2011-07-18",3
"1145","2011-07-19",3.25
"1146","2011-07-20",3.1
"1147","2011-07-21",3.4
"1148","2011-07-22",3.15
"1149","2011-07-25",3.4
"1150","2011-07-26",3.95
"1151","2011-07-27",3.9
"1152","2011-07-28",3.5
"1153","2011-07-29",3.75
"1154","2011-08-01",3.5
"1155","2011-08-02",3.7
"1156","2011-08-03",3.6
"1157","2011-08-04",3.45
"1158","2011-08-05",3.6
"1159","2011-08-08",3.35
"1160","2011-08-09",3.35
"1161","2011-08-10",3.25
"1162","2011-08-11",3.65
"1163","2011-08-12",3.7
"1164","2011-08-15",3.7
"1165","2011-08-16",3.45
"1166","2011-08-17",3.45
"1167","2011-08-18",3.15
"1168","2011-08-19",3.3
"1169","2011-08-22",3.25
"1170","2011-08-23",3.3
"1171","2011-08-24",3.05
"1172","2011-08-25",3.05
"1173","2011-08-26",3.2
"1174","2011-08-29",3
"1175","2011-08-30",3.2
"1176","2011-08-31",3.25
"1177","2011-09-01",3.25
"1178","2011-09-02",3.25
"1179","2011-09-06",3.15
"1180","2011-09-07",3.4
"1181","2011-09-08",3.35
"1182","2011-09-09",3.4
"1183","2011-09-12",3.3
"1184","2011-09-13",3.25
"1185","2011-09-14",2.7
"1186","2011-09-15",3.3
"1187","2011-09-16",2.7
"1188","2011-09-19",3.1
"1189","2011-09-20",3.1
"1190","2011-09-21",2.95
"1191","2011-09-22",3.1
"1192","2011-09-23",3.25
"1193","2011-09-26",3.05
"1194","2011-09-27",3.25
"1195","2011-09-28",3.25
"1196","2011-09-29",3.25
"1197","2011-09-30",3.25
"1198","2011-10-03",3.25
"1199","2011-10-04",3.25
"1200","2011-10-05",3.25
"1201","2011-10-06",3.1
"1202","2011-10-07",3
"1203","2011-10-10",3
"1204","2011-10-11",2.95
"1205","2011-10-12",2.95
"1206","2011-10-13",2.95
"1207","2011-10-14",3
"1208","2011-10-17",3.25
"1209","2011-10-18",3.25
"1210","2011-10-19",3
"1211","2011-10-20",3.25
"1212","2011-10-21",3.25
"1213","2011-10-24",3.15
"1214","2011-10-25",2.9
"1215","2011-10-26",2.95
"1216","2011-10-27",2.9
"1217","2011-10-28",3.25
"1218","2011-10-31",3.25
"1219","2011-11-01",3.15
"1220","2011-11-02",3.15
"1221","2011-11-03",3.15
"1222","2011-11-04",3.15
"1223","2011-11-07",3.15
"1224","2011-11-08",3.25
"1225","2011-11-09",3.25
"1226","2011-11-10",3.25
"1227","2011-11-11",3.25
"1228","2011-11-14",3.25
"1229","2011-11-15",3.25
"1230","2011-11-16",3.25
"1231","2011-11-17",3.25
"1232","2011-11-18",3.25
"1233","2011-11-21",3.25
"1234","2011-11-22",3
"1235","2011-11-23",3
"1236","2011-11-25",3.15
"1237","2011-11-28",2.85
"1238","2011-11-29",2.85
"1239","2011-11-30",3.1
"1240","2011-12-01",3.1
"1241","2011-12-02",3.1
"1242","2011-12-05",3.1
"1243","2011-12-06",3.1
"1244","2011-12-07",3.15
"1245","2011-12-08",3.15
"1246","2011-12-09",3
"1247","2011-12-12",3
"1248","2011-12-13",2.85
"1249","2011-12-14",3
"1250","2011-12-15",3.15
"1251","2011-12-16",3.15
"1252","2011-12-19",3.15
"1253","2011-12-20",2.95
"1254","2011-12-21",2.95
"1255","2011-12-22",2.95
"1256","2011-12-23",3.1
"1257","2011-12-27",3.4
"1258","2011-12-28",3.05
"1259","2011-12-29",3.25
"1260","2011-12-30",3.25
"1261","2012-01-03",3.25
"1262","2012-01-04",3.6
"1263","2012-01-05",3.75
"1264","2012-01-06",3.5
"1265","2012-01-09",3.5
"1266","2012-01-10",3.4
"1267","2012-01-11",3.5
"1268","2012-01-12",3.2
"1269","2012-01-13",3.25
"1270","2012-01-17",3.35
"1271","2012-01-18",3.5
"1272","2012-01-19",3.4
"1273","2012-01-20",3.5
"1274","2012-01-23",3.35
"1275","2012-01-24",3.25
"1276","2012-01-25",3.25
"1277","2012-01-26",3.2
"1278","2012-01-27",3.25
"1279","2012-01-30",3.25
"1280","2012-01-31",3.35
"1281","2012-02-01",3.25
"1282","2012-02-02",3.25
"1283","2012-02-03",3.75
"1284","2012-02-06",3.7
"1285","2012-02-07",3.4
"1286","2012-02-08",3.75
"1287","2012-02-09",3.75
"1288","2012-02-10",3.5
"1289","2012-02-13",3.75
"1290","2012-02-14",4.25
"1291","2012-02-15",4.35
"1292","2012-02-16",4.25
"1293","2012-02-17",4.25
"1294","2012-02-21",4.25
"1295","2012-02-22",3.8
"1296","2012-02-23",3.75
"1297","2012-02-24",3.75
"1298","2012-02-27",3.75
"1299","2012-02-28",3.75
"1300","2012-02-29",3.75
"1301","2012-03-01",3.75
"1302","2012-03-02",3.75
"1303","2012-03-05",3.75
"1304","2012-03-06",3.45
"1305","2012-03-07",3.75
"1306","2012-03-08",3.75
"1307","2012-03-09",3.5
"1308","2012-03-12",4.25
"1309","2012-03-13",4.4
"1310","2012-03-14",4.25
"1311","2012-03-15",4.25
"1312","2012-03-16",4.25
"1313","2012-03-19",4.95
"1314","2012-03-20",4.75
"1315","2012-03-21",4.5
"1316","2012-03-22",4.65
"1317","2012-03-23",4.7
"1318","2012-03-26",4.5
"1319","2012-03-27",4.5
"1320","2012-03-28",4.4
"1321","2012-03-29",4.7
"1322","2012-03-30",4.7
"1323","2012-04-02",4.7
"1324","2012-04-03",4.75
"1325","2012-04-04",4.75
"1326","2012-04-05",4.75
"1327","2012-04-09",4.6
"1328","2012-04-10",4.6
"1329","2012-04-11",4.8
"1330","2012-04-12",4.9
"1331","2012-04-13",5
"1332","2012-04-16",4.95
"1333","2012-04-17",4.75
"1334","2012-04-18",4.65
"1335","2012-04-19",4.65
"1336","2012-04-20",5.05
"1337","2012-04-23",4.95
"1338","2012-04-24",4.95
"1339","2012-04-25",4.95
"1340","2012-04-26",4.9
"1341","2012-04-27",4.9
"1342","2012-04-30",5
"1343","2012-05-01",5
"1344","2012-05-02",4.95
"1345","2012-05-03",4.95
"1346","2012-05-04",5
"1347","2012-05-07",5
"1348","2012-05-08",4.85
"1349","2012-05-09",4.8
"1350","2012-05-10",4.5
"1351","2012-05-11",4.65
"1352","2012-05-14",4.65
"1353","2012-05-15",4.7
"1354","2012-05-16",4.6
"1355","2012-05-17",4.4
"1356","2012-05-18",4.7
"1357","2012-05-21",4.7
"1358","2012-05-22",4.65
"1359","2012-05-23",4.5
"1360","2012-05-24",4.5
"1361","2012-05-25",4.5
"1362","2012-05-29",4.5
"1363","2012-05-30",4.45
"1364","2012-05-31",4.25
"1365","2012-06-01",4.25
"1366","2012-06-04",4.45
"1367","2012-06-05",4.15
"1368","2012-06-06",4.05
"1369","2012-06-07",3.75
"1370","2012-06-08",4.15
"1371","2012-06-11",4.15
"1372","2012-06-12",3.95
"1373","2012-06-13",3.95
"1374","2012-06-14",3.95
"1375","2012-06-15",3.95
"1376","2012-06-18",3.95
"1377","2012-06-19",3.95
"1378","2012-06-20",3.95
"1379","2012-06-21",3.6
"1380","2012-06-22",3.6
"1381","2012-06-25",4
"1382","2012-06-26",4.15
"1383","2012-06-27",4.1
"1384","2012-06-28",3.85
"1385","2012-06-29",3.75
"1386","2012-07-02",3.95
"1387","2012-07-03",3.85
"1388","2012-07-05",3.95
"1389","2012-07-06",3.95
"1390","2012-07-09",3.75
"1391","2012-07-10",4
"1392","2012-07-11",4
"1393","2012-07-12",4
"1394","2012-07-13",4.05
"1395","2012-07-16",4.25
"1396","2012-07-17",4
"1397","2012-07-18",4
"1398","2012-07-19",4.15
"1399","2012-07-20",4
"1400","2012-07-23",3.75
"1401","2012-07-24",3.75
"1402","2012-07-25",3.95
"1403","2012-07-26",4.05
"1404","2012-07-27",4.05
"1405","2012-07-30",4
"1406","2012-07-31",4
"1407","2012-08-01",4
"1408","2012-08-02",3.9
"1409","2012-08-03",3.9
"1410","2012-08-06",3.75
"1411","2012-08-07",3.65
"1412","2012-08-08",3.9
"1413","2012-08-09",3.75
"1414","2012-08-10",3.85
"1415","2012-08-13",3.85
"1416","2012-08-14",3.7
"1417","2012-08-15",3.85
"1418","2012-08-16",4.05
"1419","2012-08-17",4
"1420","2012-08-20",3.95
"1421","2012-08-21",3.95
"1422","2012-08-22",3.9
"1423","2012-08-23",4.15
"1424","2012-08-24",4.25
"1425","2012-08-27",4
"1426","2012-08-28",4
"1427","2012-08-29",4
"1428","2012-08-30",4.15
"1429","2012-08-31",4.25
"1430","2012-09-04",4.15
"1431","2012-09-05",3.85
"1432","2012-09-06",4.1
"1433","2012-09-07",4.1
"1434","2012-09-10",4.1
"1435","2012-09-11",4.05
"1436","2012-09-12",4.05
"1437","2012-09-13",4.2
"1438","2012-09-14",4.2
"1439","2012-09-17",4.2
"1440","2012-09-18",4
"1441","2012-09-19",4
"1442","2012-09-20",4.1
"1443","2012-09-21",4.1
"1444","2012-09-24",4.1
"1445","2012-09-25",4.1
"1446","2012-09-26",4.1
"1447","2012-09-27",4.1
"1448","2012-09-28",4.1
"1449","2012-10-01",4.1
"1450","2012-10-02",4.1
"1451","2012-10-03",4.1
"1452","2012-10-04",4.1
"1453","2012-10-05",4.1
"1454","2012-10-08",4.1
"1455","2012-10-09",4.1
"1456","2012-10-10",4.1
"1457","2012-10-11",4.05
"1458","2012-10-12",4.05
"1459","2012-10-15",4.1
"1460","2012-10-16",4
"1461","2012-10-17",3.95
"1462","2012-10-18",3.95
"1463","2012-10-19",3.95
"1464","2012-10-22",3.95
"1465","2012-10-23",3.95
"1466","2012-10-24",3.95
"1467","2012-10-25",3.9
"1468","2012-10-26",3.8
"1469","2012-10-31",4
"1470","2012-11-01",4
"1471","2012-11-02",4
"1472","2012-11-05",4
"1473","2012-11-06",3.8
"1474","2012-11-07",4.05
"1475","2012-11-08",4
"1476","2012-11-09",3.95
"1477","2012-11-12",3.8
"1478","2012-11-13",3.7
"1479","2012-11-14",3.6
"1480","2012-11-15",3.6
"1481","2012-11-16",3.75
"1482","2012-11-19",3.75
"1483","2012-11-20",3.6
"1484","2012-11-21",3.5
"1485","2012-11-23",3.5
"1486","2012-11-26",3.6
"1487","2012-11-27",3.6
"1488","2012-11-28",3.5
"1489","2012-11-29",3.65
"1490","2012-11-30",3.5
"1491","2012-12-03",3.7
"1492","2012-12-04",3.7
"1493","2012-12-05",3.75
"1494","2012-12-06",4
"1495","2012-12-07",3.9
"1496","2012-12-10",4
"1497","2012-12-11",3.75
"1498","2012-12-12",3.95
"1499","2012-12-13",3.75
"1500","2012-12-14",3.6
"1501","2012-12-17",3.4
"1502","2012-12-18",3.5
"1503","2012-12-19",3.5
"1504","2012-12-20",3.5
"1505","2012-12-21",3.65
"1506","2012-12-24",3.5
"1507","2012-12-26",3.5
"1508","2012-12-27",3.65
"1509","2012-12-28",3.65
"1510","2012-12-31",3.75
"1511","2013-01-02",3.95
"1512","2013-01-03",3.9
"1513","2013-01-04",3.75
"1514","2013-01-07",3.75
"1515","2013-01-08",3.75
"1516","2013-01-09",3.75
"1517","2013-01-10",3.7
"1518","2013-01-11",3.55
"1519","2013-01-14",3.55
"1520","2013-01-15",3.65
"1521","2013-01-16",3.65
"1522","2013-01-17",3.35
"1523","2013-01-18",3.55
"1524","2013-01-22",3.5
"1525","2013-01-23",3.65
"1526","2013-01-24",3.65
"1527","2013-01-25",3.8
"1528","2013-01-28",3.65
"1529","2013-01-29",3.65
"1530","2013-01-30",3.6
"1531","2013-01-31",3.6
"1532","2013-02-01",3.7
"1533","2013-02-04",3.7
"1534","2013-02-05",3.7
"1535","2013-02-06",3.55
"1536","2013-02-07",3.55
"1537","2013-02-08",3.55
"1538","2013-02-11",3.5
"1539","2013-02-12",3.6
"1540","2013-02-13",3.55
"1541","2013-02-14",3.55
"1542","2013-02-15",3.55
"1543","2013-02-19",3.6
"1544","2013-02-20",3.6
"1545","2013-02-21",3.8
"1546","2013-02-22",4.25
"1547","2013-02-25",4.2
"1548","2013-02-26",4.25
"1549","2013-02-27",4.3
"1550","2013-02-28",4.4
"1551","2013-03-01",4.5
"1552","2013-03-04",4.75
"1553","2013-03-05",4.55
"1554","2013-03-06",4.65
"1555","2013-03-07",4.6
"1556","2013-03-08",4.5
"1557","2013-03-11",4.5
"1558","2013-03-12",4.45
"1559","2013-03-13",4.5
"1560","2013-03-14",4.65
"1561","2013-03-15",4.65
"1562","2013-03-18",4.5
"1563","2013-03-19",4.35
"1564","2013-03-20",4.45
"1565","2013-03-21",4.5
"1566","2013-03-22",4.5
"1567","2013-03-25",4.7
"1568","2013-03-26",4.7
"1569","2013-03-27",4.65
"1570","2013-03-28",4.65
"1571","2013-04-01",4.55
"1572","2013-04-02",4.5
"1573","2013-04-03",4.55
"1574","2013-04-04",4.3
"1575","2013-04-05",4.2
"1576","2013-04-08",4.25
"1577","2013-04-09",4.1
"1578","2013-04-10",4.25
"1579","2013-04-11",4.45
"1580","2013-04-12",4.4
"1581","2013-04-15",5
"1582","2013-04-16",4.9
"1583","2013-04-17",4.5
"1584","2013-04-18",4.55
"1585","2013-04-19",4.5
"1586","2013-04-22",4.25
"1587","2013-04-23",4.5
"1588","2013-04-24",4.49
"1589","2013-04-25",4.6
"1590","2013-04-26",4.5
"1591","2013-04-29",4.5
"1592","2013-04-30",4.55
"1593","2013-05-01",4.55
"1594","2013-05-02",4.46
"1595","2013-05-03",4.3
"1596","2013-05-06",4.2
"1597","2013-05-07",4.15
"1598","2013-05-08",4.3
"1599","2013-05-09",4.2
"1600","2013-05-10",4.2
"1601","2013-05-13",4.12
"1602","2013-05-14",4
"1603","2013-05-15",4.06
"1604","2013-05-16",4.05
"1605","2013-05-17",3.9
"1606","2013-05-20",4.05
"1607","2013-05-21",4.05
"1608","2013-05-22",4.1
"1609","2013-05-23",4
"1610","2013-05-24",4
"1611","2013-05-28",4.79
"1612","2013-05-29",4.5
"1613","2013-05-30",4.47
"1614","2013-05-31",4.48
"1615","2013-06-03",4.35
"1616","2013-06-04",4.25
"1617","2013-06-05",4.35
"1618","2013-06-06",4.5
"1619","2013-06-07",4.39
"1620","2013-06-10",4.75
"1621","2013-06-11",4.5
"1622","2013-06-12",4.4
"1623","2013-06-13",4.4
"1624","2013-06-14",4.45
"1625","2013-06-17",4.42
"1626","2013-06-18",4.5
"1627","2013-06-19",4.74
"1628","2013-06-20",4.93
"1629","2013-06-21",4.27
"1630","2013-06-24",4.24
"1631","2013-06-25",4.49
"1632","2013-06-26",4.5
"1633","2013-06-27",4.3
"1634","2013-06-28",4.45
"1635","2013-07-01",4.48
"1636","2013-07-02",4.4
"1637","2013-07-03",4.25
"1638","2013-07-05",4.27
"1639","2013-07-08",3.83
"1640","2013-07-09",4
"1641","2013-07-10",4.29
"1642","2013-07-11",4.08
"1643","2013-07-12",4.16
"1644","2013-07-15",4.11
"1645","2013-07-16",3.95
"1646","2013-07-17",3.99
"1647","2013-07-18",4.06
"1648","2013-07-19",4
"1649","2013-07-22",4.03
"1650","2013-07-23",3.84
"1651","2013-07-24",3.97
"1652","2013-07-25",3.75
"1653","2013-07-26",3.84
"1654","2013-07-29",3.75
"1655","2013-07-30",3.65
"1656","2013-07-31",3.85
"1657","2013-08-01",3.93
"1658","2013-08-02",3.79
"1659","2013-08-05",3.63
"1660","2013-08-06",3.72
"1661","2013-08-07",3.74
"1662","2013-08-08",3.71
"1663","2013-08-09",3.76
"1664","2013-08-12",3.6
"1665","2013-08-13",3.45
"1666","2013-08-14",3.1
"1667","2013-08-15",3.11
"1668","2013-08-16",2.47
"1669","2013-08-19",2.45
"1670","2013-08-20",2.41
"1671","2013-08-21",2.39
"1672","2013-08-22",2.4
"1673","2013-08-23",2.53
"1674","2013-08-26",2.41
"1675","2013-08-27",2.42
"1676","2013-08-28",2.37
"1677","2013-08-29",2.4
"1678","2013-08-30",2.41
"1679","2013-09-03",2.4
"1680","2013-09-04",2.43
"1681","2013-09-05",2.46
"1682","2013-09-06",2.41
"1683","2013-09-09",2.54
"1684","2013-09-10",2.62
"1685","2013-09-11",2.68
"1686","2013-09-12",2.77
"1687","2013-09-13",2.63
"1688","2013-09-16",2.65
"1689","2013-09-17",2.73
"1690","2013-09-18",2.69
"1691","2013-09-19",2.72
"1692","2013-09-20",2.75
"1693","2013-09-23",2.6
"1694","2013-09-24",2.64
"1695","2013-09-25",2.78
"1696","2013-09-26",2.78
"1697","2013-09-27",2.73
"1698","2013-09-30",2.67
"1699","2013-10-01",2.65
"1700","2013-10-02",2.83
"1701","2013-10-03",2.75
"1702","2013-10-04",2.75
"1703","2013-10-07",2.65
"1704","2013-10-08",2.64
"1705","2013-10-09",2.65
"1706","2013-10-10",2.59
"1707","2013-10-11",2.67
"1708","2013-10-14",2.72
"1709","2013-10-15",2.69
"1710","2013-10-16",2.72
"1711","2013-10-17",2.84
"1712","2013-10-18",2.89
"1713","2013-10-21",2.9
"1714","2013-10-22",2.96
"1715","2013-10-23",2.99
"1716","2013-10-24",3.19
"1717","2013-10-25",3.14
"1718","2013-10-28",3.03
"1719","2013-10-29",2.93
"1720","2013-10-30",2.91
"1721","2013-10-31",2.82
"1722","2013-11-01",2.72
"1723","2013-11-04",2.79
"1724","2013-11-05",2.73
"1725","2013-11-06",2.59
"1726","2013-11-07",2.46
"1727","2013-11-08",2.84
"1728","2013-11-11",2.75
"1729","2013-11-12",2.76
"1730","2013-11-13",2.64
"1731","2013-11-14",2.77
"1732","2013-11-15",2.8
"1733","2013-11-18",2.87
"1734","2013-11-19",2.82
"1735","2013-11-20",2.75
"1736","2013-11-21",2.73
"1737","2013-11-22",2.69
"1738","2013-11-25",2.54
"1739","2013-11-26",2.64
"1740","2013-11-27",2.64
"1741","2013-11-29",2.61
"1742","2013-12-02",2.6
"1743","2013-12-03",2.48
"1744","2013-12-04",2.46
"1745","2013-12-05",2.39
"1746","2013-12-06",2.43
"1747","2013-12-09",2.3
"1748","2013-12-10",2.37
"1749","2013-12-11",2.31
"1750","2013-12-12",2.36
"1751","2013-12-13",2.39
"1752","2013-12-16",2.45
"1753","2013-12-17",2.49
"1754","2013-12-18",2.64
"1755","2013-12-19",2.59
"1756","2013-12-20",2.52
"1757","2013-12-23",2.74
"1758","2013-12-24",2.78
"1759","2013-12-26",2.7
"1760","2013-12-27",2.57
"1761","2013-12-30",2.59
"1762","2013-12-31",2.62
"1763","2014-01-02",2.77
"1764","2014-01-03",2.77
"1765","2014-01-06",2.76
"1766","2014-01-07",2.88
"1767","2014-01-08",3.1
"1768","2014-01-09",3
"1769","2014-01-10",2.99
"1770","2014-01-13",2.82
"1771","2014-01-14",2.72
"1772","2014-01-15",2.81
"1773","2014-01-16",3.26
"1774","2014-01-17",3.19
"1775","2014-01-21",3.38
"1776","2014-01-22",3.93
"1777","2014-01-23",3.73
"1778","2014-01-24",3.71
"1779","2014-01-27",3.34
"1780","2014-01-28",3.62
"1781","2014-01-29",3.89
"1782","2014-01-30",4.01
"1783","2014-01-31",4.17
"1784","2014-02-03",4.04
"1785","2014-02-04",4.07
"1786","2014-02-05",3.98
"1787","2014-02-06",3.88
"1788","2014-02-07",3.87
"1789","2014-02-10",4.2
"1790","2014-02-11",4.1
"1791","2014-02-12",4.23
"1792","2014-02-13",4.03
"1793","2014-02-14",4.01
"1794","2014-02-18",4.3
"1795","2014-02-19",4.28
"1796","2014-02-20",4.35
"1797","2014-02-21",4.12
"1798","2014-02-24",4.1
"1799","2014-02-25",4.25
"1800","2014-02-26",4.3
"1801","2014-02-27",4.65
"1802","2014-02-28",4.86
"1803","2014-03-03",4.6
"1804","2014-03-04",4.17
"1805","2014-03-05",4.31
"1806","2014-03-06",4.22
"1807","2014-03-07",4.24
"1808","2014-03-10",4.15
"1809","2014-03-11",4.12
"1810","2014-03-12",4.1
"1811","2014-03-13",4
"1812","2014-03-14",3.92
"1813","2014-03-17",4.16
"1814","2014-03-18",3.98
"1815","2014-03-19",3.99
"1816","2014-03-20",4.09
"1817","2014-03-21",4.15
"1818","2014-03-24",4.01
"1819","2014-03-25",3.93
"1820","2014-03-26",3.74
"1821","2014-03-27",4.04
"1822","2014-03-28",4.01
"1823","2014-03-31",3.95
"1824","2014-04-01",3.91
"1825","2014-04-02",3.69
"1826","2014-04-03",3.7
"1827","2014-04-04",3.7
"1828","2014-04-07",3.5
"1829","2014-04-08",3.4
"1830","2014-04-09",3.52
"1831","2014-04-10",3.51
"1832","2014-04-11",3.5
"1833","2014-04-14",3.31
"1834","2014-04-15",3.24
"1835","2014-04-16",3.39
"1836","2014-04-17",3.48
"1837","2014-04-21",3.72
"1838","2014-04-22",3.92
"1839","2014-04-23",3.79
"1840","2014-04-24",4.03
"1841","2014-04-25",4.01
"1842","2014-04-28",3.75
"1843","2014-04-29",3.76
"1844","2014-04-30",3.78
"1845","2014-05-01",3.82
"1846","2014-05-02",3.76
"1847","2014-05-05",3.7
"1848","2014-05-06",3.59
"1849","2014-05-07",3.5
"1850","2014-05-08",3.34
"1851","2014-05-09",3.25
"1852","2014-05-12",3.53
"1853","2014-05-13",3.6
"1854","2014-05-14",3.66
"1855","2014-05-15",3.54
"1856","2014-05-16",3.61
"1857","2014-05-19",3.62
"1858","2014-05-20",3.65
"1859","2014-05-21",3.79
"1860","2014-05-22",3.81
"1861","2014-05-23",3.81
"1862","2014-05-27",3.84
"1863","2014-05-28",3.74
"1864","2014-05-29",3.8
"1865","2014-05-30",3.68
"1866","2014-06-02",3.57
"1867","2014-06-03",3.42
"1868","2014-06-04",3.38
"1869","2014-06-05",3.35
"1870","2014-06-06",3.37
"1871","2014-06-09",3.51
"1872","2014-06-10",3.76
"1873","2014-06-11",3.52
"1874","2014-06-12",3.37
"1875","2014-06-13",3.58
"1876","2014-06-16",3.7
"1877","2014-06-17",3.7
"1878","2014-06-18",3.75
"1879","2014-06-19",3.82
"1880","2014-06-20",3.8
"1881","2014-06-23",3.75
"1882","2014-06-24",3.82
"1883","2014-06-25",4.05
"1884","2014-06-26",4.05
"1885","2014-06-27",4.12
"1886","2014-06-30",3.95
"1887","2014-07-01",4
"1888","2014-07-02",4.15
"1889","2014-07-03",4.25
"1890","2014-07-07",4.11
"1891","2014-07-08",4.11
"1892","2014-07-09",3.96
"1893","2014-07-10",3.94
"1894","2014-07-11",3.66
"1895","2014-07-14",3.84
"1896","2014-07-15",3.98
"1897","2014-07-16",3.87
"1898","2014-07-17",3.89
"1899","2014-07-18",3.95
"1900","2014-07-21",3.95
"1901","2014-07-22",3.9
"1902","2014-07-23",3.89
"1903","2014-07-24",3.96
"1904","2014-07-25",3.9
"1905","2014-07-28",3.84
"1906","2014-07-29",3.86
"1907","2014-07-30",3.84
"1908","2014-07-31",3.51
"1909","2014-08-01",3.45
"1910","2014-08-04",3.44
"1911","2014-08-05",3.48
"1912","2014-08-06",3.39
"1913","2014-08-07",3.42
"1914","2014-08-08",3.34
"1915","2014-08-11",3.28
"1916","2014-08-12",3.16
"1917","2014-08-13",3.36
"1918","2014-08-14",3.5
"1919","2014-08-15",3.81
"1920","2014-08-18",4.51
"1921","2014-08-19",5.01
"1922","2014-08-20",5.36
"1923","2014-08-21",5.63
"1924","2014-08-22",5.85
"1925","2014-08-25",5.35
"1926","2014-08-26",5.25
"1927","2014-08-27",5.21
"1928","2014-08-28",5.29
"1929","2014-08-29",5.45
"1930","2014-09-02",5.39
"1931","2014-09-03",5.14
"1932","2014-09-04",5.23
"1933","2014-09-05",5.22
"1934","2014-09-08",4.92
"1935","2014-09-09",4.98
"1936","2014-09-10",5.89
"1937","2014-09-11",5.78
"1938","2014-09-12",5.41
"1939","2014-09-15",5.12
"1940","2014-09-16",5.19
"1941","2014-09-17",5.08
"1942","2014-09-18",5.03
"1943","2014-09-19",4.95
"1944","2014-09-22",4.83
"1945","2014-09-23",4.99
"1946","2014-09-24",4.92
"1947","2014-09-25",4.84
"1948","2014-09-26",4.78
"1949","2014-09-29",5
"1950","2014-09-30",4.58
"1951","2014-10-01",4.25
"1952","2014-10-02",4.37
"1953","2014-10-03",4.36
"1954","2014-10-06",4.26
"1955","2014-10-07",4.11
"1956","2014-10-08",4.28
"1957","2014-10-09",4.19
"1958","2014-10-10",4.08
"1959","2014-10-13",4.01
"1960","2014-10-14",4.01
"1961","2014-10-15",4.3
"1962","2014-10-16",4.45
"1963","2014-10-17",4.38
"1964","2014-10-20",4.13
"1965","2014-10-21",4.15
"1966","2014-10-22",3.9
"1967","2014-10-23",3.9
"1968","2014-10-24",3.77
"1969","2014-10-27",3.76
"1970","2014-10-28",3.83
