"","date","CPRI"
"1","2011-12-15",24.200001
"2","2011-12-16",24.1
"3","2011-12-19",24.879999
"4","2011-12-20",25.450001
"5","2011-12-21",26.549999
"6","2011-12-22",27.27
"7","2011-12-23",27
"8","2011-12-27",27.200001
"9","2011-12-28",27.41
"10","2011-12-29",27.219999
"11","2011-12-30",27.25
"12","2012-01-03",27.15
"13","2012-01-04",26.4
"14","2012-01-05",26.450001
"15","2012-01-06",26
"16","2012-01-09",26.200001
"17","2012-01-10",26.42
"18","2012-01-11",26.139999
"19","2012-01-12",26.1
"20","2012-01-13",26.559999
"21","2012-01-17",28.049999
"22","2012-01-18",28.4
"23","2012-01-19",28.68
"24","2012-01-20",29.35
"25","2012-01-23",29.76
"26","2012-01-24",29.5
"27","2012-01-25",30.5
"28","2012-01-26",29.780001
"29","2012-01-27",29.85
"30","2012-01-30",29.84
"31","2012-01-31",30.950001
"32","2012-02-01",31.299999
"33","2012-02-02",31.67
"34","2012-02-03",32.509998
"35","2012-02-06",33.130001
"36","2012-02-07",32.66
"37","2012-02-08",33.209999
"38","2012-02-09",33.970001
"39","2012-02-10",33.470001
"40","2012-02-13",33.610001
"41","2012-02-14",42.849998
"42","2012-02-15",42.849998
"43","2012-02-16",42.25
"44","2012-02-17",41.82
"45","2012-02-21",41.099998
"46","2012-02-22",41.049999
"47","2012-02-23",40.759998
"48","2012-02-24",41.509998
"49","2012-02-27",43.66
"50","2012-02-28",42.689999
"51","2012-02-29",43.25
"52","2012-03-01",45.73
"53","2012-03-02",47.950001
"54","2012-03-05",48.630001
"55","2012-03-06",46.810001
"56","2012-03-07",46.099998
"57","2012-03-08",47.080002
"58","2012-03-09",49.59
"59","2012-03-12",48.57
"60","2012-03-13",48.75
"61","2012-03-14",47.57
"62","2012-03-15",47.650002
"63","2012-03-16",46.279999
"64","2012-03-19",45.32
"65","2012-03-20",48.09
"66","2012-03-21",48.630001
"67","2012-03-22",48.720001
"68","2012-03-23",47
"69","2012-03-26",47.080002
"70","2012-03-27",46.529999
"71","2012-03-28",45.02
"72","2012-03-29",45.689999
"73","2012-03-30",46.59
"74","2012-04-02",46.150002
"75","2012-04-03",47.009998
"76","2012-04-04",47.450001
"77","2012-04-05",47.529999
"78","2012-04-09",46.799999
"79","2012-04-10",43.169998
"80","2012-04-11",42.900002
"81","2012-04-12",43.98
"82","2012-04-13",43.619999
"83","2012-04-16",42.099998
"84","2012-04-17",42.880001
"85","2012-04-18",42.98
"86","2012-04-19",41.900002
"87","2012-04-20",41.279999
"88","2012-04-23",43.389999
"89","2012-04-24",41.32
"90","2012-04-25",42.560001
"91","2012-04-26",44.360001
"92","2012-04-27",45.900002
"93","2012-04-30",45.669998
"94","2012-05-01",48.110001
"95","2012-05-02",48.619999
"96","2012-05-03",45.959999
"97","2012-05-04",43.799999
"98","2012-05-07",44.099998
"99","2012-05-08",41.75
"100","2012-05-09",41.5
"101","2012-05-10",40.18
"102","2012-05-11",40.619999
"103","2012-05-14",40.200001
"104","2012-05-15",40.75
"105","2012-05-16",40.139999
"106","2012-05-17",37.790001
"107","2012-05-18",37.549999
"108","2012-05-21",40.709999
"109","2012-05-22",41.779999
"110","2012-05-23",41.959999
"111","2012-05-24",40.939999
"112","2012-05-25",41.200001
"113","2012-05-29",41.950001
"114","2012-05-30",40
"115","2012-05-31",39.380001
"116","2012-06-01",37.759998
"117","2012-06-04",37.369999
"118","2012-06-05",38.73
"119","2012-06-06",38.59
"120","2012-06-07",36.040001
"121","2012-06-08",38.369999
"122","2012-06-11",38.18
"123","2012-06-12",41.099998
"124","2012-06-13",38.84
"125","2012-06-14",37.689999
"126","2012-06-15",39.25
"127","2012-06-18",39.41
"128","2012-06-19",41.110001
"129","2012-06-20",41.970001
"130","2012-06-21",41.349998
"131","2012-06-22",42.860001
"132","2012-06-25",42.540001
"133","2012-06-26",43.939999
"134","2012-06-27",43.209999
"135","2012-06-28",40.689999
"136","2012-06-29",41.84
"137","2012-07-02",42.889999
"138","2012-07-03",42.669998
"139","2012-07-05",44.439999
"140","2012-07-06",43.540001
"141","2012-07-09",42.619999
"142","2012-07-10",42.619999
"143","2012-07-11",40.689999
"144","2012-07-12",39.049999
"145","2012-07-13",39.400002
"146","2012-07-16",38.91
"147","2012-07-17",38.919998
"148","2012-07-18",40.630001
"149","2012-07-19",41.669998
"150","2012-07-20",39.98
"151","2012-07-23",39.66
"152","2012-07-24",39.900002
"153","2012-07-25",39.529999
"154","2012-07-26",41.439999
"155","2012-07-27",41.330002
"156","2012-07-30",41.48
"157","2012-07-31",41.290001
"158","2012-08-01",40.41
"159","2012-08-02",39.59
"160","2012-08-03",41.189999
"161","2012-08-06",42.849998
"162","2012-08-07",43.259998
"163","2012-08-08",42.84
"164","2012-08-09",43
"165","2012-08-10",42.32
"166","2012-08-13",42.349998
"167","2012-08-14",49.330002
"168","2012-08-15",49.389999
"169","2012-08-16",49.529999
"170","2012-08-17",52.09
"171","2012-08-20",51.959999
"172","2012-08-21",51.5
"173","2012-08-22",51.830002
"174","2012-08-23",51.669998
"175","2012-08-24",53.919998
"176","2012-08-27",53.689999
"177","2012-08-28",53.84
"178","2012-08-29",53.490002
"179","2012-08-30",52.549999
"180","2012-08-31",53.950001
"181","2012-09-04",53.490002
"182","2012-09-05",52.98
"183","2012-09-06",55.5
"184","2012-09-07",56.029999
"185","2012-09-10",53.5
"186","2012-09-11",53.32
"187","2012-09-12",52.990002
"188","2012-09-13",54.139999
"189","2012-09-14",53.59
"190","2012-09-17",53.950001
"191","2012-09-18",52.599998
"192","2012-09-19",52.52
"193","2012-09-20",52.490002
"194","2012-09-21",57.349998
"195","2012-09-24",54.5
"196","2012-09-25",52.299999
"197","2012-09-26",52.799999
"198","2012-09-27",53.259998
"199","2012-09-28",53.18
"200","2012-10-01",52.900002
"201","2012-10-02",53.009998
"202","2012-10-03",52.970001
"203","2012-10-04",53.43
"204","2012-10-05",53.459999
"205","2012-10-08",53.330002
"206","2012-10-09",52.049999
"207","2012-10-10",52.23
"208","2012-10-11",53.09
"209","2012-10-12",52.98
"210","2012-10-15",53.889999
"211","2012-10-16",56.799999
"212","2012-10-17",56.07
"213","2012-10-18",56.470001
"214","2012-10-19",55.049999
"215","2012-10-22",54.799999
"216","2012-10-23",55
"217","2012-10-24",55.25
"218","2012-10-25",54.060001
"219","2012-10-26",54.490002
"220","2012-10-31",54.689999
"221","2012-11-01",56.970001
"222","2012-11-02",56.200001
"223","2012-11-05",56.490002
"224","2012-11-06",55.82
"225","2012-11-07",54.610001
"226","2012-11-08",50.700001
"227","2012-11-09",50.43
"228","2012-11-12",50.580002
"229","2012-11-13",51.009998
"230","2012-11-14",48.110001
"231","2012-11-15",48.490002
"232","2012-11-16",50.32
"233","2012-11-19",50.610001
"234","2012-11-20",51.389999
"235","2012-11-21",51.240002
"236","2012-11-23",51.470001
"237","2012-11-26",51.48
"238","2012-11-27",51.400002
"239","2012-11-28",53.450001
"240","2012-11-29",53.040001
"241","2012-11-30",53.150002
"242","2012-12-03",53.5
"243","2012-12-04",52.459999
"244","2012-12-05",50.400002
"245","2012-12-06",51.439999
"246","2012-12-07",51.599998
"247","2012-12-10",49.75
"248","2012-12-11",50.919998
"249","2012-12-12",49.790001
"250","2012-12-13",49.310001
"251","2012-12-14",49.880001
"252","2012-12-17",51.18
"253","2012-12-18",53.41
"254","2012-12-19",53.439999
"255","2012-12-20",55.110001
"256","2012-12-21",53.490002
"257","2012-12-24",53.57
