"","date","BTI"
"1","2007-01-03",28.85
"2","2007-01-04",28.555
"3","2007-01-05",28.075001
"4","2007-01-08",28.035
"5","2007-01-09",28.385
"6","2007-01-10",28.91
"7","2007-01-11",29.52
"8","2007-01-12",29.68
"9","2007-01-16",29.950001
"10","2007-01-17",30.504999
"11","2007-01-18",30.174999
"12","2007-01-19",29.695
"13","2007-01-22",29.75
"14","2007-01-23",29.875
"15","2007-01-24",29.65
"16","2007-01-25",29.674999
"17","2007-01-26",29.950001
"18","2007-01-29",30.535
"19","2007-01-30",30.504999
"20","2007-01-31",30.575001
"21","2007-02-01",30.92
"22","2007-02-02",30.780001
"23","2007-02-05",30.715
"24","2007-02-06",31.08
"25","2007-02-07",31.549999
"26","2007-02-08",31.530001
"27","2007-02-09",31.225
"28","2007-02-12",31.110001
"29","2007-02-13",31.290001
"30","2007-02-14",31.65
"31","2007-02-15",31.365
"32","2007-02-16",30.940001
"33","2007-02-20",30.85
"34","2007-02-21",30.790001
"35","2007-02-22",30.975
"36","2007-02-23",31.174999
"37","2007-02-26",31.379999
"38","2007-02-27",30.15
"39","2007-02-28",30.504999
"40","2007-03-01",30.825001
"41","2007-03-02",30.4
"42","2007-03-05",30.014999
"43","2007-03-06",30.165001
"44","2007-03-07",29.65
"45","2007-03-08",29.549999
"46","2007-03-09",29.975
"47","2007-03-12",30.405001
"48","2007-03-13",29.695
"49","2007-03-14",29.665001
"50","2007-03-15",30.184999
"51","2007-03-16",30.875
"52","2007-03-19",30.815001
"53","2007-03-20",31.459999
"54","2007-03-21",31.700001
"55","2007-03-22",31.1
"56","2007-03-23",30.67
"57","2007-03-26",31.004999
"58","2007-03-27",30.950001
"59","2007-03-28",30.855
"60","2007-03-29",31.370001
"61","2007-03-30",31.52
"62","2007-04-02",31.360001
"63","2007-04-03",31.66
"64","2007-04-04",31.485001
"65","2007-04-05",31.594999
"66","2007-04-09",31.43
"67","2007-04-10",31.674999
"68","2007-04-11",31.575001
"69","2007-04-12",31.549999
"70","2007-04-13",31.594999
"71","2007-04-16",31.565001
"72","2007-04-17",31.9
"73","2007-04-18",31.77
"74","2007-04-19",31.434999
"75","2007-04-20",31.415001
"76","2007-04-23",31.219999
"77","2007-04-24",31.094999
"78","2007-04-25",31.219999
"79","2007-04-26",30.825001
"80","2007-04-27",30.93
"81","2007-04-30",31.129999
"82","2007-05-01",30.940001
"83","2007-05-02",31.25
"84","2007-05-03",31.424999
"85","2007-05-04",31.809999
"86","2007-05-07",31.945
"87","2007-05-08",31.68
"88","2007-05-09",31.51
"89","2007-05-10",31.165001
"90","2007-05-11",31.625
"91","2007-05-14",31.540001
"92","2007-05-15",31.855
"93","2007-05-16",32.240002
"94","2007-05-17",32.18
"95","2007-05-18",32.514999
"96","2007-05-21",32.215
"97","2007-05-22",32.424999
"98","2007-05-23",32.650002
"99","2007-05-24",32.924999
"100","2007-05-25",33.099998
"101","2007-05-29",33.705002
"102","2007-05-30",33.814999
"103","2007-05-31",34.040001
"104","2007-06-01",34.224998
"105","2007-06-04",34.25
"106","2007-06-05",33.674999
"107","2007-06-06",33.48
"108","2007-06-07",32.75
"109","2007-06-08",32.700001
"110","2007-06-11",32.900002
"111","2007-06-12",32.724998
"112","2007-06-13",32.915001
"113","2007-06-14",33.099998
"114","2007-06-15",33.145
"115","2007-06-18",33.279999
"116","2007-06-19",32.900002
"117","2007-06-20",33
"118","2007-06-21",33.025002
"119","2007-06-22",32.865002
"120","2007-06-25",33.165001
"121","2007-06-26",34.355
"122","2007-06-27",34.73
"123","2007-06-28",34.424999
"124","2007-06-29",34.57
"125","2007-07-02",34.029999
"126","2007-07-03",34.035
"127","2007-07-05",34.474998
"128","2007-07-06",34.195
"129","2007-07-09",34.294998
"130","2007-07-10",33.650002
"131","2007-07-11",34.290001
"132","2007-07-12",34.349998
"133","2007-07-13",34.084999
"134","2007-07-16",34.115002
"135","2007-07-17",34.055
"136","2007-07-18",33.91
"137","2007-07-19",33.744999
"138","2007-07-20",33.595001
"139","2007-07-23",33.674999
"140","2007-07-24",33.345001
"141","2007-07-25",33.799999
"142","2007-07-26",33.139999
"143","2007-07-27",32
"144","2007-07-30",31.75
"145","2007-07-31",32.544998
"146","2007-08-01",32.299999
"147","2007-08-02",32.91
"148","2007-08-03",32.5
"149","2007-08-06",33.200001
"150","2007-08-07",33.145
"151","2007-08-08",34.060001
"152","2007-08-09",33.48
"153","2007-08-10",32.599998
"154","2007-08-13",33
"155","2007-08-14",32.775002
"156","2007-08-15",32.375
"157","2007-08-16",31.865
