"","date","DESP"
"1","2017-09-20",31.780001
"2","2017-09-21",30.84
"3","2017-09-22",32.16
"4","2017-09-25",31.889999
"5","2017-09-26",32.009998
"6","2017-09-27",32
"7","2017-09-28",32.220001
"8","2017-09-29",32
"9","2017-10-02",31.549999
"10","2017-10-03",32
"11","2017-10-04",32.16
"12","2017-10-05",32.080002
"13","2017-10-06",32.310001
"14","2017-10-09",33.299999
"15","2017-10-10",33.869999
"16","2017-10-11",33.599998
"17","2017-10-12",33
"18","2017-10-13",33.939999
"19","2017-10-16",33.18
"20","2017-10-17",32.52
"21","2017-10-18",32.279999
"22","2017-10-19",30.809999
"23","2017-10-20",30.1
"24","2017-10-23",29.780001
"25","2017-10-24",30.129999
"26","2017-10-25",30
"27","2017-10-26",30.059999
"28","2017-10-27",29.67
"29","2017-10-30",29.950001
"30","2017-10-31",30.799999
"31","2017-11-01",30.58
"32","2017-11-02",29.690001
"33","2017-11-03",29.85
"34","2017-11-06",29.9
"35","2017-11-07",29.059999
"36","2017-11-08",29.34
"37","2017-11-09",29.24
"38","2017-11-10",28.65
"39","2017-11-13",28.299999
"40","2017-11-14",28.540001
"41","2017-11-15",28.290001
"42","2017-11-16",29.16
"43","2017-11-17",28.5
"44","2017-11-20",27.299999
"45","2017-11-21",27.799999
"46","2017-11-22",26.91
"47","2017-11-24",27.01
"48","2017-11-27",25.809999
"49","2017-11-28",25.030001
"50","2017-11-29",24
"51","2017-11-30",24
"52","2017-12-01",23.690001
"53","2017-12-04",22.879999
"54","2017-12-05",23.01
"55","2017-12-06",25.799999
"56","2017-12-07",26.9
"57","2017-12-08",26.620001
"58","2017-12-11",26.030001
"59","2017-12-12",26.030001
"60","2017-12-13",26.24
"61","2017-12-14",26.4
"62","2017-12-15",26.84
"63","2017-12-18",26.1
"64","2017-12-19",26.299999
"65","2017-12-20",27.190001
"66","2017-12-21",27.950001
"67","2017-12-22",28.049999
"68","2017-12-26",27.610001
"69","2017-12-27",27.51
"70","2017-12-28",27
"71","2017-12-29",27.48
"72","2018-01-02",29.030001
"73","2018-01-03",28.370001
"74","2018-01-04",27.33
"75","2018-01-05",28.23
"76","2018-01-08",28.219999
"77","2018-01-09",27.59
"78","2018-01-10",26.49
"79","2018-01-11",28.58
"80","2018-01-12",29.309999
"81","2018-01-16",28.620001
"82","2018-01-17",29.25
"83","2018-01-18",28.809999
"84","2018-01-19",29.18
"85","2018-01-22",30.1
"86","2018-01-23",30.02
"87","2018-01-24",30
"88","2018-01-25",30.030001
"89","2018-01-26",30.65
"90","2018-01-29",30.84
"91","2018-01-30",30.1
"92","2018-01-31",30.450001
"93","2018-02-01",30.25
"94","2018-02-02",30.049999
"95","2018-02-05",29.200001
"96","2018-02-06",29.209999
"97","2018-02-07",29.5
"98","2018-02-08",28.790001
"99","2018-02-09",27.48
"100","2018-02-12",27.76
"101","2018-02-13",27.91
"102","2018-02-14",28.700001
"103","2018-02-15",28.4
"104","2018-02-16",28.719999
"105","2018-02-20",28.200001
"106","2018-02-21",28.6
"107","2018-02-22",28.58
"108","2018-02-23",29.27
"109","2018-02-26",29.15
"110","2018-02-27",28.700001
"111","2018-02-28",28.4
"112","2018-03-01",28.360001
"113","2018-03-02",28.65
"114","2018-03-05",29.08
"115","2018-03-06",28.85
"116","2018-03-07",29.469999
"117","2018-03-08",30.91
"118","2018-03-09",33.5
"119","2018-03-12",33.130001
"120","2018-03-13",33.080002
"121","2018-03-14",32.43
"122","2018-03-15",32.75
"123","2018-03-16",32.91
"124","2018-03-19",33.049999
"125","2018-03-20",31.879999
"126","2018-03-21",31.9
"127","2018-03-22",31.91
"128","2018-03-23",32.450001
"129","2018-03-26",32.799999
"130","2018-03-27",31.93
"131","2018-03-28",31
"132","2018-03-29",31.25
"133","2018-04-02",30.6
"134","2018-04-03",31
"135","2018-04-04",30.99
"136","2018-04-05",31.059999
"137","2018-04-06",30.42
"138","2018-04-09",29.309999
"139","2018-04-10",29.48
"140","2018-04-11",29.459999
"141","2018-04-12",29.49
"142","2018-04-13",29.459999
"143","2018-04-16",29.059999
"144","2018-04-17",29.9
"145","2018-04-18",29.959999
"146","2018-04-19",30.209999
"147","2018-04-20",30.059999
"148","2018-04-23",30.01
"149","2018-04-24",29.389999
"150","2018-04-25",28.620001
"151","2018-04-26",28.879999
"152","2018-04-27",28.450001
"153","2018-04-30",29.360001
"154","2018-05-01",29.190001
"155","2018-05-02",28.879999
"156","2018-05-03",28.549999
"157","2018-05-04",28.690001
"158","2018-05-07",28.01
"159","2018-05-08",27.52
"160","2018-05-09",27.4
"161","2018-05-10",26.719999
"162","2018-05-11",25.969999
"163","2018-05-14",24.9
"164","2018-05-15",24.17
"165","2018-05-16",24.700001
"166","2018-05-17",24.08
"167","2018-05-18",23.889999
"168","2018-05-21",23.799999
"169","2018-05-22",23.4
"170","2018-05-23",23.08
"171","2018-05-24",23.01
"172","2018-05-25",22.860001
"173","2018-05-29",22.790001
"174","2018-05-30",22.67
"175","2018-05-31",23.290001
"176","2018-06-01",23.58
"177","2018-06-04",23.120001
"178","2018-06-05",22.969999
"179","2018-06-06",22.620001
"180","2018-06-07",22.4
"181","2018-06-08",22.92
"182","2018-06-11",23.030001
"183","2018-06-12",22.799999
"184","2018-06-13",22.35
"185","2018-06-14",22.02
"186","2018-06-15",21.65
"187","2018-06-18",21.139999
"188","2018-06-19",21.52
"189","2018-06-20",22.25
"190","2018-06-21",22.57
"191","2018-06-22",22.74
"192","2018-06-25",22
"193","2018-06-26",21.33
"194","2018-06-27",20.540001
"195","2018-06-28",20.799999
"196","2018-06-29",20.969999
"197","2018-07-02",20.91
"198","2018-07-03",20.42
"199","2018-07-05",20.549999
"200","2018-07-06",20.49
"201","2018-07-09",20.780001
"202","2018-07-10",20.43
"203","2018-07-11",20.120001
"204","2018-07-12",19.610001
"205","2018-07-13",20.42
"206","2018-07-16",20.26
"207","2018-07-17",19.799999
"208","2018-07-18",19.52
"209","2018-07-19",19.42
"210","2018-07-20",19.49
"211","2018-07-23",20.5
"212","2018-07-24",20.76
"213","2018-07-25",21.440001
"214","2018-07-26",21.58
"215","2018-07-27",21.799999
"216","2018-07-30",21.639999
"217","2018-07-31",21.02
"218","2018-08-01",20.540001
"219","2018-08-02",21.09
"220","2018-08-03",21.24
"221","2018-08-06",21.719999
"222","2018-08-07",20.91
"223","2018-08-08",20.59
"224","2018-08-09",20.4
"225","2018-08-10",19.33
"226","2018-08-13",19.84
"227","2018-08-14",19.780001
"228","2018-08-15",19.57
"229","2018-08-16",18.27
"230","2018-08-17",17.030001
"231","2018-08-20",17.41
