"","date","THRY"
"111","2018-09-24",10.5
"112","2018-09-25",10.5
"113","2018-09-26",10.5
"114","2018-09-27",10.5
"115","2018-09-28",10.5
"116","2018-10-01",10.5
"117","2018-10-02",10.5
"118","2018-10-03",10.5
"119","2018-10-04",10.5
"120","2018-10-05",10.5
"121","2018-10-08",10.5
"122","2018-10-09",10.5
"123","2018-10-10",10.5
"124","2018-10-11",10.5
"125","2018-10-12",10
"126","2018-10-15",10
"127","2018-10-16",10
"128","2018-10-17",10
"129","2018-10-18",10
"130","2018-10-19",10
"131","2018-10-22",10
"132","2018-10-23",10
"133","2018-10-24",10
"134","2018-10-25",10
"135","2018-10-26",10
"136","2018-10-29",10
"137","2018-10-30",10
"138","2018-10-31",10
"139","2018-11-01",11
"140","2018-11-02",10.75
"141","2018-11-05",10.75
"142","2018-11-06",10.75
"143","2018-11-07",10.75
"144","2018-11-08",10.75
"145","2018-11-09",10.35
"146","2018-11-12",10.35
"147","2018-11-13",10.35
"148","2018-11-14",10.35
"149","2018-11-15",10.35
"150","2018-11-16",10.35
"151","2018-11-19",10.35
"152","2018-11-20",10.35
"153","2018-11-21",10.35
"154","2018-11-23",10.35
"155","2018-11-26",10.35
"156","2018-11-27",10.35
"157","2018-11-28",10.35
"158","2018-11-29",10.35
"159","2018-11-30",10.35
"160","2018-12-03",10.35
"161","2018-12-04",10.35
"162","2018-12-06",10.35
"163","2018-12-07",10.35
"164","2018-12-10",10.35
"165","2018-12-11",10.35
"166","2018-12-12",10.35
"167","2018-12-13",10.35
"168","2018-12-14",10.35
"169","2018-12-17",10.35
"170","2018-12-18",10.35
"171","2018-12-19",10.35
"172","2018-12-20",10.35
"173","2018-12-21",10.35
"174","2018-12-24",10.35
"175","2018-12-26",10.35
"176","2018-12-27",10.35
"177","2018-12-28",10.35
"178","2018-12-31",10.35
"179","2019-01-02",10.35
"180","2019-01-03",10.35
"181","2019-01-04",10.35
"182","2019-01-07",10.35
"183","2019-01-08",10.35
"184","2019-01-09",10.35
"185","2019-01-10",10.35
"186","2019-01-11",10.35
"187","2019-01-14",10.35
"188","2019-01-15",10.35
"189","2019-01-16",10.35
"190","2019-01-17",10.35
"191","2019-01-18",10.35
"192","2019-01-22",10.35
"193","2019-01-23",10.35
"194","2019-01-24",10.35
"195","2019-01-25",10.35
"196","2019-01-28",10.35
"197","2019-01-29",10.35
"198","2019-01-30",10.35
"199","2019-01-31",10.35
"200","2019-02-01",10.35
"201","2019-02-04",10.35
"202","2019-02-05",10.35
"203","2019-02-06",10.35
"204","2019-02-07",10.35
"205","2019-02-08",10.35
"206","2019-02-11",10.35
"207","2019-02-12",10.35
"208","2019-02-13",10.35
"209","2019-02-14",10.35
"210","2019-02-15",10.35
"211","2019-02-19",10.35
"212","2019-02-20",10.35
"213","2019-02-21",10.35
"214","2019-02-22",10.35
"215","2019-02-25",10.35
"216","2019-02-26",10.35
"217","2019-02-27",10.35
"218","2019-02-28",10.675
"219","2019-03-01",10.675
"220","2019-03-04",10.675
"221","2019-03-05",10.675
"222","2019-03-06",10.675
"223","2019-03-07",10.675
"224","2019-03-08",10.675
"225","2019-03-11",10.675
"226","2019-03-12",10.675
"227","2019-03-13",10.675
"228","2019-03-14",10.675
"229","2019-03-15",10.675
"230","2019-03-18",10.675
"231","2019-03-19",10.675
"232","2019-03-20",10.675
"233","2019-03-21",10.675
"234","2019-03-22",10.675
"235","2019-03-25",10.675
"236","2019-03-26",10.675
"237","2019-03-27",10.675
"238","2019-03-28",10.675
"239","2019-03-29",10.675
"240","2019-04-01",10.675
"241","2019-04-02",10.675
"242","2019-04-03",10.675
"243","2019-04-04",10.675
"244","2019-04-05",10.675
"245","2019-04-08",10.675
"246","2019-04-09",10.675
"247","2019-04-10",10.675
"248","2019-04-11",10.675
"249","2019-04-12",10.675
"250","2019-04-15",10.675
"251","2019-04-16",10.675
"252","2019-04-17",10.675
"253","2019-04-18",10.675
"254","2019-04-22",10.675
"255","2019-04-23",10.675
"256","2019-04-24",10.675
"257","2019-04-25",10.675
"258","2019-04-26",10.675
"259","2019-04-29",10.675
"260","2019-04-30",10.675
"261","2019-05-01",10.675
"262","2019-05-02",10.675
"263","2019-05-03",10.675
"264","2019-05-06",10.675
"265","2019-05-07",10.675
"266","2019-05-08",10.675
"267","2019-05-09",10.675
"268","2019-05-10",10.675
"269","2019-05-13",10.675
"270","2019-05-14",10.675
"271","2019-05-15",10.675
"272","2019-05-16",10.675
"273","2019-05-17",10.675
"274","2019-05-20",10.675
"275","2019-05-21",10.675
"276","2019-05-22",10.675
"277","2019-05-23",10.675
"278","2019-05-24",10.675
"279","2019-05-28",10.675
"280","2019-05-29",10.675
"281","2019-05-30",10.675
"282","2019-05-31",10.675
"283","2019-06-03",10.675
"284","2019-06-04",10.675
"285","2019-06-05",10.675
"286","2019-06-06",10.675
"287","2019-06-07",10.675
"288","2019-06-10",10.675
"289","2019-06-11",10.675
"290","2019-06-12",10.675
"291","2019-06-13",10.675
"292","2019-06-14",10.675
"293","2019-06-17",10.675
"294","2019-06-18",10.675
"295","2019-06-19",10.675
"296","2019-06-20",10.675
"297","2019-06-21",10.675
"298","2019-06-24",10.675
"299","2019-06-25",10.675
"300","2019-06-26",10.675
"301","2019-06-27",10.675
"302","2019-06-28",10.675
"303","2019-07-01",10.675
"304","2019-07-02",10.675
"305","2019-07-03",10.675
"306","2019-07-05",10.675
"307","2019-07-08",10.675
"308","2019-07-09",10.675
"309","2019-07-10",10.675
"310","2019-07-11",10.675
"311","2019-07-12",10.675
"312","2019-07-15",10.675
"313","2019-07-16",10.675
"314","2019-07-17",10.675
"315","2019-07-18",10.675
"316","2019-07-19",10.675
"317","2019-07-22",10.675
"318","2019-07-23",10.675
"319","2019-07-24",10.675
"320","2019-07-25",10.675
"321","2019-07-26",10.675
"322","2019-07-29",10.675
"323","2019-07-30",10.675
"324","2019-07-31",10.675
"325","2019-08-01",10.675
"326","2019-08-02",10.675
"327","2019-08-05",10.675
"328","2019-08-06",10.675
"329","2019-08-07",10.675
"330","2019-08-08",10.675
"331","2019-08-09",10.675
"332","2019-08-12",10.675
"333","2019-08-13",10.675
"334","2019-08-14",10.675
"335","2019-08-15",10.675
"336","2019-08-16",10.675
"337","2019-08-19",10.675
"338","2019-08-20",10.675
"339","2019-08-21",10.675
"340","2019-08-22",10.675
"341","2019-08-23",10.675
"342","2019-08-26",10.675
"343","2019-08-27",10.675
"344","2019-08-28",10.675
"345","2019-08-29",10.675
"346","2019-08-30",10.675
"347","2019-09-03",10.675
"348","2019-09-04",10.675
"349","2019-09-05",10.675
"350","2019-09-06",10.675
"351","2019-09-09",10.675
"352","2019-09-10",10.675
"353","2019-09-11",10.675
"354","2019-09-12",10.675
"355","2019-09-13",10.675
"356","2019-09-16",10.675
"357","2019-09-17",10.675
"358","2019-09-18",10.675
"359","2019-09-19",10.675
"360","2019-09-20",10.675
"361","2019-09-23",10.675
"362","2019-09-24",10.675
"363","2019-09-25",10.675
"364","2019-09-26",10.675
"365","2019-09-27",10.675
"366","2019-09-30",10.675
"367","2019-10-01",10.675
"368","2019-10-02",10.675
"369","2019-10-03",10.675
"370","2019-10-04",10.675
"371","2019-10-07",10.675
"372","2019-10-08",10.675
"373","2019-10-09",10.675
"374","2019-10-10",10.675
"375","2019-10-11",10.675
"376","2019-10-14",10.675
"377","2019-10-15",10.675
"378","2019-10-16",10.675
"379","2019-10-17",10.675
"380","2019-10-18",10.675
"381","2019-10-21",10.675
"382","2019-10-22",10.675
"383","2019-10-23",10.675
"384","2019-10-24",10.675
"385","2019-10-25",10.675
"386","2019-10-28",10.675
"387","2019-10-29",10.675
"388","2019-10-30",10.675
"389","2019-10-31",10.675
"390","2019-11-01",10.675
"391","2019-11-04",10.675
"392","2019-11-05",10.675
"393","2019-11-06",10.675
"394","2019-11-07",10.675
"395","2019-11-08",10.675
"396","2019-11-11",10.675
"397","2019-11-12",10.675
"398","2019-11-13",10.675
"399","2019-11-14",10.675
"400","2019-11-15",10.675
"401","2019-11-18",10.675
"402","2019-11-19",10.675
"403","2019-11-20",10.675
"404","2019-11-21",10.675
"405","2019-11-22",10.675
"406","2019-11-25",10.675
"407","2019-11-26",10.675
"408","2019-11-27",10.675
"409","2019-11-29",10.675
"410","2019-12-02",10.675
"411","2019-12-03",10.675
"412","2019-12-04",10.675
"413","2019-12-05",10.675
"414","2019-12-06",10.675
"415","2019-12-09",10.675
"416","2019-12-10",10.675
"417","2019-12-11",10.675
"418","2019-12-12",10.675
"419","2019-12-13",10.675
"420","2019-12-16",10.675
"421","2019-12-17",10.675
"422","2019-12-18",10.675
"423","2019-12-19",10.675
"424","2019-12-20",10.675
"425","2019-12-23",10.675
"426","2019-12-24",10.675
"427","2019-12-26",10.675
"428","2019-12-27",10.675
"429","2019-12-30",10.675
"430","2019-12-31",10.675
"431","2020-01-02",10.675
"432","2020-01-03",10.675
"433","2020-01-06",10.675
"434","2020-01-07",10.675
"435","2020-01-08",10.675
"436","2020-01-09",10.675
"437","2020-01-10",10.675
"438","2020-01-13",10.675
"439","2020-01-14",10.675
"440","2020-01-15",10.675
"441","2020-01-16",10.675
"442","2020-01-17",10.675
"443","2020-01-21",10.675
"444","2020-01-22",10.675
"445","2020-01-23",10.675
"446","2020-01-24",10.675
"447","2020-01-27",10.675
"448","2020-01-28",10.675
"449","2020-01-29",10.675
"450","2020-01-30",10.675
"451","2020-01-31",10.675
"452","2020-02-03",10.675
"453","2020-02-04",10.675
"454","2020-02-05",10.675
"455","2020-02-06",10.675
"456","2020-02-07",10.675
"457","2020-02-10",10.675
"458","2020-02-11",10.675
"459","2020-02-12",10.675
"460","2020-02-13",10.675
"461","2020-02-14",10.675
"462","2020-02-18",10.675
"463","2020-02-19",10.675
"464","2020-02-20",10.675
"465","2020-02-21",10.675
"466","2020-02-24",10.675
"467","2020-02-25",10.675
"468","2020-02-26",10.675
"469","2020-02-27",10.675
"470","2020-02-28",10.675
"471","2020-03-02",10.675
"472","2020-03-03",10.675
"473","2020-03-04",10.675
"474","2020-03-05",10.675
"475","2020-03-06",10.675
"476","2020-03-09",10.675
"477","2020-03-10",6.125
"478","2020-03-11",6.125
"479","2020-03-12",6.125
"480","2020-03-13",6.125
"481","2020-03-16",6.125
"482","2020-03-17",6.125
"483","2020-03-18",6.125
"484","2020-03-19",6.125
"485","2020-03-20",6.125
"486","2020-03-23",6.125
"487","2020-03-24",6.125
"488","2020-03-25",6.125
"489","2020-03-26",6.125
"490","2020-03-27",6.125
"491","2020-03-30",6.125
"492","2020-03-31",6.125
"493","2020-04-01",6.125
"494","2020-04-02",6.125
"495","2020-04-03",6.125
"496","2020-04-06",6.125
"497","2020-04-07",6.125
"498","2020-04-08",6.125
"499","2020-04-09",6.125
"500","2020-04-13",6.125
"501","2020-04-14",6.125
"502","2020-04-15",6.125
"503","2020-04-16",6.125
"504","2020-04-17",6.125
"505","2020-04-20",6.125
"506","2020-04-21",6.125
"507","2020-04-22",6.125
"508","2020-04-23",6.125
"509","2020-04-24",6.125
"510","2020-04-27",6.125
"511","2020-04-28",6.125
"512","2020-04-29",6.125
"513","2020-04-30",6.125
"514","2020-05-01",6.125
"515","2020-05-04",6.125
"516","2020-05-05",6.125
"517","2020-05-06",6.125
"518","2020-05-07",6.125
"519","2020-05-08",6.125
"520","2020-05-11",6.125
"521","2020-05-12",6.125
"522","2020-05-13",6.125
"523","2020-05-14",6.125
"524","2020-05-15",6.125
"525","2020-05-18",6.125
"526","2020-05-19",6.125
"527","2020-05-20",6.125
"528","2020-05-21",6.125
"529","2020-05-22",6.125
"530","2020-05-26",6.125
"531","2020-05-27",6.125
"532","2020-05-28",6.125
"533","2020-05-29",6.125
"534","2020-06-01",6.125
"535","2020-06-02",6.125
"536","2020-06-03",6.125
"537","2020-06-04",6.125
"538","2020-06-05",5.865
"539","2020-06-08",5.865
"540","2020-06-09",5.865
"541","2020-06-10",5.865
"542","2020-06-11",5.865
"543","2020-06-12",5.865
"544","2020-06-15",5.865
"545","2020-06-16",5.865
"546","2020-06-17",5.865
"547","2020-06-18",5.865
"548","2020-06-19",5.865
"549","2020-06-22",5.865
"550","2020-06-23",5.865
"551","2020-06-24",5.865
"552","2020-06-25",5.865
"553","2020-06-26",5.865
"554","2020-06-29",5.865
"555","2020-06-30",5.865
"556","2020-07-01",5.865
"557","2020-07-02",5.865
"558","2020-07-06",5.865
"559","2020-07-07",5.865
"560","2020-07-08",5.865
"561","2020-07-09",5.865
"562","2020-07-10",5.865
"563","2020-07-13",5.865
"564","2020-07-14",5.865
"565","2020-07-15",5.865
"566","2020-07-16",5.865
"567","2020-07-17",5.865
"568","2020-07-20",5.865
"569","2020-07-21",5.865
"570","2020-07-22",5.865
"571","2020-07-23",5.865
"572","2020-07-24",5.865
"573","2020-07-27",5.865
"574","2020-07-28",5.865
"575","2020-07-29",5.865
"576","2020-07-30",5.865
"577","2020-07-31",5.865
"578","2020-08-03",5.865
"579","2020-08-04",5.865
"580","2020-08-05",5.865
"581","2020-08-06",5.865
"582","2020-08-07",5.865
"583","2020-08-10",5.865
"584","2020-08-11",5.865
"585","2020-08-12",5.865
"586","2020-08-13",5.865
"587","2020-08-14",5.865
"588","2020-08-17",5.865
"589","2020-08-18",5.865
"590","2020-08-19",5.865
"591","2020-08-20",5.865
"592","2020-08-21",5.865
"593","2020-08-24",5.865
"594","2020-08-25",5.865
"595","2020-08-26",5.865
"596","2020-08-27",5.865
"597","2020-08-28",5.865
"598","2020-08-31",5.865
"599","2020-09-01",5.865
"600","2020-09-02",5.865
"601","2020-09-03",5.865
"602","2020-09-04",5.865
"603","2020-09-08",5.865
"604","2020-09-09",5.865
"605","2020-09-10",5.865
"606","2020-09-11",5.865
"607","2020-09-14",5.865
"608","2020-09-15",5.865
"609","2020-09-16",5.865
"610","2020-09-17",5.865
"611","2020-09-18",5.865
"612","2020-09-21",5.865
"613","2020-09-22",5.865
"614","2020-09-23",5.865
"615","2020-09-24",5.865
"616","2020-09-25",5.865
"617","2020-09-28",5.865
"618","2020-09-29",5.865
"619","2020-09-30",5.865
"620","2020-10-01",11.075
"621","2020-10-02",14.39
"622","2020-10-05",14.03
"623","2020-10-06",12.94
"624","2020-10-07",11.77
"625","2020-10-08",11.116
"626","2020-10-09",11.19
"627","2020-10-12",11.55
"628","2020-10-13",11.225
"629","2020-10-14",11.51
"630","2020-10-15",10.99
"631","2020-10-16",10.76
"632","2020-10-19",10.56
"633","2020-10-20",10.5
"634","2020-10-21",10.662
"635","2020-10-22",10.6
"636","2020-10-23",10.33
"637","2020-10-26",9.9
"638","2020-10-27",9.66
"639","2020-10-28",8.8
"640","2020-10-29",8.68
"641","2020-10-30",8.55
"642","2020-11-02",8.1
"643","2020-11-03",8.54
"644","2020-11-04",9.89
"645","2020-11-05",9.98
"646","2020-11-06",10.135
"647","2020-11-09",9.99
"648","2020-11-10",10
"649","2020-11-11",9.9
"650","2020-11-12",10.28
"651","2020-11-13",10.25
"652","2020-11-16",10.04
"653","2020-11-17",10.13
"654","2020-11-18",9.81
"655","2020-11-19",9.68
"656","2020-11-20",9.62
"657","2020-11-23",9.97
"658","2020-11-24",9.8
"659","2020-11-25",9.838
"660","2020-11-27",9.62
