"","date","CPRT"
"71","2007-04-16",7.05
"72","2007-04-17",7.16
"73","2007-04-18",7.215
"74","2007-04-19",7.25
"75","2007-04-20",7.2925
"76","2007-04-23",7.2375
"77","2007-04-24",7.28
"78","2007-04-25",7.3475
"79","2007-04-26",7.2775
"80","2007-04-27",7.2575
"81","2007-04-30",7.245
"82","2007-05-01",7.325
"83","2007-05-02",7.4575
"84","2007-05-03",7.3775
"85","2007-05-04",7.3875
"86","2007-05-07",7.405
"87","2007-05-08",7.39
"88","2007-05-09",7.415
"89","2007-05-10",7.295
"90","2007-05-11",7.3625
"91","2007-05-14",7.375
"92","2007-05-15",7.3625
"93","2007-05-16",7.4125
"94","2007-05-17",7.435
"95","2007-05-18",7.52
"96","2007-05-21",7.64
"97","2007-05-22",7.675
"98","2007-05-23",7.6625
"99","2007-05-24",7.5
"100","2007-05-25",7.5175
"101","2007-05-29",7.555
"102","2007-05-30",7.5875
"103","2007-05-31",7.7975
"104","2007-06-01",7.8425
"105","2007-06-04",7.805
"106","2007-06-05",7.67
"107","2007-06-06",7.4125
"108","2007-06-07",7.19
"109","2007-06-08",7.27
"110","2007-06-11",7.2275
"111","2007-06-12",7.16
"112","2007-06-13",7.1475
"113","2007-06-14",7.2
"114","2007-06-15",7.2675
"115","2007-06-18",7.32
"116","2007-06-19",7.305
"117","2007-06-20",7.33
"118","2007-06-21",7.4275
"119","2007-06-22",7.36
"120","2007-06-25",7.42
"121","2007-06-26",7.4075
"122","2007-06-27",7.62
"123","2007-06-28",7.5975
"124","2007-06-29",7.6475
"125","2007-07-02",7.6925
"126","2007-07-03",7.66
"127","2007-07-05",7.625
"128","2007-07-06",7.76
"129","2007-07-09",7.7925
"130","2007-07-10",7.6525
"131","2007-07-11",7.7175
"132","2007-07-12",7.71
"133","2007-07-13",7.6825
"134","2007-07-16",7.6375
"135","2007-07-17",7.5825
"136","2007-07-18",7.4825
"137","2007-07-19",7.4725
"138","2007-07-20",7.38
"139","2007-07-23",7.38
"140","2007-07-24",7.2525
"141","2007-07-25",7.29
"142","2007-07-26",7.19
"143","2007-07-27",7.115
"144","2007-07-30",7.105
"145","2007-07-31",7.035
"146","2007-08-01",7.0575
"147","2007-08-02",7.155
"148","2007-08-03",7.1475
"149","2007-08-06",7.315
"150","2007-08-07",7.3725
"151","2007-08-08",7.5125
"152","2007-08-09",7.315
"153","2007-08-10",7.15
"154","2007-08-13",7.245
"155","2007-08-14",7.1025
"156","2007-08-15",7.1725
"157","2007-08-16",7.2325
"158","2007-08-17",7.4625
"159","2007-08-20",7.3375
"160","2007-08-21",7.3125
"161","2007-08-22",7.3775
"162","2007-08-23",7.2625
"163","2007-08-24",7.2575
"164","2007-08-27",7.2025
"165","2007-08-28",7.135
"166","2007-08-29",7.2725
"167","2007-08-30",7.2375
"168","2007-08-31",7.335
"169","2007-09-04",7.3425
"170","2007-09-05",7.34
"171","2007-09-06",7.31
"172","2007-09-07",7.185
"173","2007-09-10",7.25
"174","2007-09-11",7.3375
"175","2007-09-12",7.3175
"176","2007-09-13",7.35
"177","2007-09-14",7.41
"178","2007-09-17",7.33
"179","2007-09-18",7.4925
"180","2007-09-19",7.4675
"181","2007-09-20",7.4375
"182","2007-09-21",7.29
"183","2007-09-24",7.34
"184","2007-09-25",7.3675
"185","2007-09-26",7.4925
"186","2007-09-27",8.4625
"187","2007-09-28",8.5975
"188","2007-10-01",8.5
"189","2007-10-02",8.4975
"190","2007-10-03",8.61
"191","2007-10-04",8.8
"192","2007-10-05",9.0025
"193","2007-10-08",8.85
"194","2007-10-09",9.0625
"195","2007-10-10",8.975
"196","2007-10-11",8.92
"197","2007-10-12",9.055
"198","2007-10-15",9.025
"199","2007-10-16",9.2025
"200","2007-10-17",9.3125
"201","2007-10-18",9.4775
"202","2007-10-19",9.445
"203","2007-10-22",9.375
"204","2007-10-23",9.4375
"205","2007-10-24",9.375
"206","2007-10-25",9.4125
"207","2007-10-26",9.53
"208","2007-10-29",9.445
"209","2007-10-30",9.38
"210","2007-10-31",9.595
"211","2007-11-01",9.365
"212","2007-11-02",9.2825
"213","2007-11-05",9.28
"214","2007-11-06",9.305
"215","2007-11-07",8.9475
"216","2007-11-08",9.065
"217","2007-11-09",8.8025
"218","2007-11-12",8.7825
"219","2007-11-13",9.0225
"220","2007-11-14",8.81
"221","2007-11-15",8.8475
"222","2007-11-16",8.8825
"223","2007-11-19",8.83
"224","2007-11-20",8.5
"225","2007-11-21",8.4175
"226","2007-11-23",8.6275
"227","2007-11-26",8.5825
"228","2007-11-27",8.7525
"229","2007-11-28",9.125
"230","2007-11-29",9.3125
"231","2007-11-30",9.34
"232","2007-12-03",9.2725
"233","2007-12-04",9.255
"234","2007-12-05",9.9625
"235","2007-12-06",10.11
"236","2007-12-07",10.2675
"237","2007-12-10",10.3125
"238","2007-12-11",10.1875
"239","2007-12-12",10.3025
"240","2007-12-13",10.39
"241","2007-12-14",10.4775
"242","2007-12-17",10.4275
"243","2007-12-18",10.2475
"244","2007-12-19",10.2375
"245","2007-12-20",10.4275
"246","2007-12-21",10.5475
"247","2007-12-24",10.6225
"248","2007-12-26",10.69
"249","2007-12-27",10.705
"250","2007-12-28",10.655
"251","2007-12-31",10.6375
"252","2008-01-02",10.33
"253","2008-01-03",10.4625
"254","2008-01-04",10.16
"255","2008-01-07",10.5675
"256","2008-01-08",10.3425
"257","2008-01-09",10.5225
"258","2008-01-10",10.6275
"259","2008-01-11",10.35
"260","2008-01-14",10.3225
"261","2008-01-15",10.0225
"262","2008-01-16",10.06
"263","2008-01-17",9.8275
"264","2008-01-18",9.8525
"265","2008-01-22",9.6175
"266","2008-01-23",9.7425
"267","2008-01-24",9.775
"268","2008-01-25",9.89
"269","2008-01-28",10.2275
"270","2008-01-29",10.14
"271","2008-01-30",10.085
"272","2008-01-31",10.22
"273","2008-02-01",10.25
"274","2008-02-04",10.17
"275","2008-02-05",9.835
"276","2008-02-06",9.59
"277","2008-02-07",9.7525
"278","2008-02-08",9.645
"279","2008-02-11",9.62
"280","2008-02-12",9.8425
"281","2008-02-13",10.0725
"282","2008-02-14",9.89
"283","2008-02-15",9.745
"284","2008-02-19",9.585
"285","2008-02-20",9.815
"286","2008-02-21",9.67
"287","2008-02-22",9.7175
"288","2008-02-25",9.8875
"289","2008-02-26",9.9875
"290","2008-02-27",10.3625
"291","2008-02-28",10.64
"292","2008-02-29",10.415
"293","2008-03-03",10.57
"294","2008-03-04",10.425
"295","2008-03-05",10.4575
"296","2008-03-06",9.8575
"297","2008-03-07",8.8525
"298","2008-03-10",9.2875
"299","2008-03-11",9.3825
"300","2008-03-12",9.3275
"301","2008-03-13",9.53
"302","2008-03-14",9.55
"303","2008-03-17",9.53
"304","2008-03-18",9.5
"305","2008-03-19",9.4725
"306","2008-03-20",9.7825
"307","2008-03-24",9.88
"308","2008-03-25",9.8825
"309","2008-03-26",9.725
"310","2008-03-27",9.6175
"311","2008-03-28",9.55
"312","2008-03-31",9.69
"313","2008-04-01",9.885
"314","2008-04-02",9.9075
"315","2008-04-03",10.0125
"316","2008-04-04",10.3275
"317","2008-04-07",10.19
"318","2008-04-08",10.1675
"319","2008-04-09",9.9975
"320","2008-04-10",10.0225
"321","2008-04-11",9.9725
"322","2008-04-14",9.945
"323","2008-04-15",9.8875
"324","2008-04-16",10.105
"325","2008-04-17",10.0425
"326","2008-04-18",10.1425
"327","2008-04-21",10.1775
"328","2008-04-22",10.1275
"329","2008-04-23",10.1075
"330","2008-04-24",10.21
"331","2008-04-25",10.285
"332","2008-04-28",10.3625
"333","2008-04-29",10.2425
"334","2008-04-30",10.2175
"335","2008-05-01",10.445
"336","2008-05-02",10.31
"337","2008-05-05",10.2525
"338","2008-05-06",10.2825
"339","2008-05-07",10.1975
"340","2008-05-08",10.2375
"341","2008-05-09",10.375
"342","2008-05-12",10.285
"343","2008-05-13",10.465
"344","2008-05-14",10.425
"345","2008-05-15",10.535
"346","2008-05-16",10.545
"347","2008-05-19",10.45
"348","2008-05-20",10.3825
"349","2008-05-21",10.3675
"350","2008-05-22",10.515
"351","2008-05-23",10.5125
"352","2008-05-27",10.715
"353","2008-05-28",10.805
"354","2008-05-29",11.19
"355","2008-05-30",11.25
"356","2008-06-02",11.03
"357","2008-06-03",11.095
"358","2008-06-04",11.505
"359","2008-06-05",11.95
"360","2008-06-06",11.7525
"361","2008-06-09",12.0175
"362","2008-06-10",11.8
"363","2008-06-11",11.6375
"364","2008-06-12",11.8075
"365","2008-06-13",11.75
"366","2008-06-16",11.875
"367","2008-06-17",12.0275
"368","2008-06-18",11.5
"369","2008-06-19",12.0525
"370","2008-06-20",11.9375
"371","2008-06-23",12.11
"372","2008-06-24",12.0225
"373","2008-06-25",11.6125
"374","2008-06-26",11.415
"375","2008-06-27",11.225
"376","2008-06-30",10.705
"377","2008-07-01",10.5875
"378","2008-07-02",10.135
"379","2008-07-03",10.1225
"380","2008-07-07",10.03
"381","2008-07-08",10.5125
"382","2008-07-09",10.76
"383","2008-07-10",10.75
"384","2008-07-11",10.735
"385","2008-07-14",10.6825
"386","2008-07-15",10.5
"387","2008-07-16",10.6775
"388","2008-07-17",11.005
"389","2008-07-18",10.83
"390","2008-07-21",10.92
"391","2008-07-22",11.1625
"392","2008-07-23",11.11
"393","2008-07-24",10.97
"394","2008-07-25",10.8725
"395","2008-07-28",10.91
"396","2008-07-29",11.0825
"397","2008-07-30",11.0175
"398","2008-07-31",10.965
"399","2008-08-01",10.91
"400","2008-08-04",10.8875
"401","2008-08-05",11.115
"402","2008-08-06",11.0025
"403","2008-08-07",10.8925
"404","2008-08-08",11.0725
"405","2008-08-11",11.245
"406","2008-08-12",11.0475
"407","2008-08-13",11.0075
"408","2008-08-14",11.21
"409","2008-08-15",11.1425
"410","2008-08-18",11.1
"411","2008-08-19",10.8575
"412","2008-08-20",10.86
"413","2008-08-21",10.855
"414","2008-08-22",11.065
"415","2008-08-25",10.7875
"416","2008-08-26",10.8225
"417","2008-08-27",10.97
"418","2008-08-28",11.0725
"419","2008-08-29",11.0025
"420","2008-09-02",11.2025
"421","2008-09-03",11.125
"422","2008-09-04",10.9425
"423","2008-09-05",10.955
"424","2008-09-08",11.115
"425","2008-09-09",11
"426","2008-09-10",10.975
"427","2008-09-11",11.145
"428","2008-09-12",11.325
"429","2008-09-15",11.51
"430","2008-09-16",11.605
"431","2008-09-17",11.2275
"432","2008-09-18",10.9575
"433","2008-09-19",10.7325
"434","2008-09-22",10.835
"435","2008-09-23",10.435
"436","2008-09-24",10.25
"437","2008-09-25",10.25
"438","2008-09-26",9.8875
"439","2008-09-29",9.41
"440","2008-09-30",9.5
"441","2008-10-01",9.4825
"442","2008-10-02",9.4425
"443","2008-10-03",9.41
"444","2008-10-06",8.775
"445","2008-10-07",8.435
"446","2008-10-08",8.255
"447","2008-10-09",8.1875
"448","2008-10-10",8.6225
"449","2008-10-13",9.1075
"450","2008-10-14",8.76
"451","2008-10-15",8.195
"452","2008-10-16",8.135
"453","2008-10-17",8.0225
"454","2008-10-20",8.6875
"455","2008-10-21",8.555
"456","2008-10-22",8.405
"457","2008-10-23",8.27
"458","2008-10-24",8.15
"459","2008-10-27",7.865
"460","2008-10-28",8.2975
"461","2008-10-29",8.4525
"462","2008-10-30",8.485
"463","2008-10-31",8.725
"464","2008-11-03",8.7775
"465","2008-11-04",8.975
"466","2008-11-05",8.6125
"467","2008-11-06",8.46
"468","2008-11-07",8
"469","2008-11-10",7.89
"470","2008-11-11",7.34
"471","2008-11-12",7.19
"472","2008-11-13",7.575
"473","2008-11-14",6.9825
"474","2008-11-17",6.5375
"475","2008-11-18",6.595
"476","2008-11-19",6.25
"477","2008-11-20",6.245
"478","2008-11-21",6.6475
"479","2008-11-24",6.5925
"480","2008-11-25",6.5725
"481","2008-11-26",6.5725
"482","2008-11-28",6.6675
"483","2008-12-01",5.975
"484","2008-12-02",5.82
"485","2008-12-03",5.85
"486","2008-12-04",6.7275
"487","2008-12-05",6.4075
"488","2008-12-08",6.425
"489","2008-12-09",6.1625
"490","2008-12-10",6.3675
"491","2008-12-11",6.5375
"492","2008-12-12",6.4175
"493","2008-12-15",6.41
"494","2008-12-16",6.6925
"495","2008-12-17",6.8725
"496","2008-12-18",6.73
"497","2008-12-19",6.7325
"498","2008-12-22",6.54
"499","2008-12-23",6.67
"500","2008-12-24",6.6275
"501","2008-12-26",6.645
"502","2008-12-29",6.53
"503","2008-12-30",6.6175
"504","2008-12-31",6.7975
"505","2009-01-02",7.0075
"506","2009-01-05",6.975
"507","2009-01-06",7.045
"508","2009-01-07",6.8175
"509","2009-01-08",6.91
"510","2009-01-09",6.8025
"511","2009-01-12",6.6175
"512","2009-01-13",6.6
"513","2009-01-14",6.51
"514","2009-01-15",6.5775
"515","2009-01-16",6.5675
"516","2009-01-20",6.205
"517","2009-01-21",6.4575
"518","2009-01-22",6.3425
"519","2009-01-23",6.155
"520","2009-01-26",6.1875
"521","2009-01-27",6.245
"522","2009-01-28",6.42
"523","2009-01-29",6.3125
"524","2009-01-30",6.0225
"525","2009-02-02",6.15
"526","2009-02-03",6.125
"527","2009-02-04",6.1775
"528","2009-02-05",6.4075
"529","2009-02-06",6.66
"530","2009-02-09",6.7225
"531","2009-02-10",6.55
"532","2009-02-11",6.5325
"533","2009-02-12",6.5325
"534","2009-02-13",6.5875
"535","2009-02-17",6.34
"536","2009-02-18",6.51
"537","2009-02-19",6.925
"538","2009-02-20",6.7925
"539","2009-02-23",6.63
"540","2009-02-24",6.8025
"541","2009-02-25",6.7325
"542","2009-02-26",6.6875
"543","2009-02-27",6.755
"544","2009-03-02",6.4775
"545","2009-03-03",6.445
"546","2009-03-04",6.3125
"547","2009-03-05",6.6
"548","2009-03-06",6.745
"549","2009-03-09",6.58
"550","2009-03-10",6.9275
"551","2009-03-11",7.0475
"552","2009-03-12",7.3775
"553","2009-03-13",7.3775
"554","2009-03-16",7.1025
"555","2009-03-17",7.125
"556","2009-03-18",7.3425
"557","2009-03-19",7.5
"558","2009-03-20",7.3825
"559","2009-03-23",7.685
"560","2009-03-24",7.675
"561","2009-03-25",7.73
"562","2009-03-26",8.0075
"563","2009-03-27",7.7875
"564","2009-03-30",7.47
"565","2009-03-31",7.415
"566","2009-04-01",7.3225
"567","2009-04-02",7.6775
"568","2009-04-03",7.505
"569","2009-04-06",7.39
"570","2009-04-07",7.3375
"571","2009-04-08",7.3875
"572","2009-04-09",7.5225
"573","2009-04-13",7.5825
"574","2009-04-14",7.5525
"575","2009-04-15",7.545
"576","2009-04-16",7.835
"577","2009-04-17",7.8475
"578","2009-04-20",7.765
"579","2009-04-21",7.8525
"580","2009-04-22",7.9175
"581","2009-04-23",7.745
"582","2009-04-24",7.755
"583","2009-04-27",7.7425
"584","2009-04-28",7.7425
"585","2009-04-29",7.8875
"586","2009-04-30",7.8475
"587","2009-05-01",7.8575
"588","2009-05-04",7.8675
"589","2009-05-05",7.8125
"590","2009-05-06",7.8125
"591","2009-05-07",7.7275
"592","2009-05-08",7.8925
"593","2009-05-11",7.9025
"594","2009-05-12",7.835
"595","2009-05-13",7.58
"596","2009-05-14",7.56
"597","2009-05-15",7.2975
"598","2009-05-18",7.41
"599","2009-05-19",7.525
"600","2009-05-20",7.5175
"601","2009-05-21",7.505
"602","2009-05-22",7.46
"603","2009-05-26",7.715
"604","2009-05-27",7.6875
"605","2009-05-28",7.685
"606","2009-05-29",7.6725
"607","2009-06-01",7.975
"608","2009-06-02",7.9275
"609","2009-06-03",7.93
"610","2009-06-04",8.5925
"611","2009-06-05",8.5975
"612","2009-06-08",8.4525
"613","2009-06-09",8.46
"614","2009-06-10",8.52
"615","2009-06-11",8.575
"616","2009-06-12",8.615
"617","2009-06-15",8.605
"618","2009-06-16",8.595
"619","2009-06-17",8.58
"620","2009-06-18",8.62
"621","2009-06-19",8.575
"622","2009-06-22",8.525
"623","2009-06-23",8.5575
"624","2009-06-24",8.675
"625","2009-06-25",8.9475
"626","2009-06-26",8.785
"627","2009-06-29",8.7825
"628","2009-06-30",8.6675
"629","2009-07-01",8.7375
"630","2009-07-02",8.45
"631","2009-07-06",8.3125
"632","2009-07-07",8.2575
"633","2009-07-08",8.2
"634","2009-07-09",8.2275
"635","2009-07-10",8.2175
"636","2009-07-13",8.05
"637","2009-07-14",8.11
"638","2009-07-15",8.3125
"639","2009-07-16",8.4625
"640","2009-07-17",8.3475
"641","2009-07-20",8.445
"642","2009-07-21",8.335
"643","2009-07-22",8.4375
"644","2009-07-23",8.475
"645","2009-07-24",8.505
"646","2009-07-27",8.5475
"647","2009-07-28",8.5375
"648","2009-07-29",8.545
"649","2009-07-30",8.67
"650","2009-07-31",8.8275
"651","2009-08-03",8.885
"652","2009-08-04",8.92
"653","2009-08-05",8.825
"654","2009-08-06",8.8325
"655","2009-08-07",9.2225
"656","2009-08-10",9.1175
"657","2009-08-11",8.9925
"658","2009-08-12",9.035
"659","2009-08-13",8.9925
"660","2009-08-14",8.915
"661","2009-08-17",8.79
"662","2009-08-18",8.7775
"663","2009-08-19",8.8775
"664","2009-08-20",8.9025
"665","2009-08-21",9.0875
"666","2009-08-24",9.06
"667","2009-08-25",9.0425
"668","2009-08-26",9.0175
"669","2009-08-27",8.96
"670","2009-08-28",8.9125
"671","2009-08-31",8.835
"672","2009-09-01",8.7775
"673","2009-09-02",8.8625
"674","2009-09-03",8.8875
"675","2009-09-04",8.9375
"676","2009-09-08",8.9025
"677","2009-09-09",9.1325
"678","2009-09-10",9.24
"679","2009-09-11",9.18
"680","2009-09-14",9.2475
"681","2009-09-15",9.3425
"682","2009-09-16",9.5875
"683","2009-09-17",9.5425
"684","2009-09-18",9.36
"685","2009-09-21",9.375
"686","2009-09-22",9.325
"687","2009-09-23",9.56
"688","2009-09-24",8.155
"689","2009-09-25",8.215
"690","2009-09-28",8.2475
"691","2009-09-29",8.245
"692","2009-09-30",8.3025
"693","2009-10-01",8.13
"694","2009-10-02",8.12
"695","2009-10-05",8.2275
"696","2009-10-06",8.32
"697","2009-10-07",8.3125
"698","2009-10-08",8.3625
"699","2009-10-09",8.4825
"700","2009-10-12",8.39
"701","2009-10-13",8.395
"702","2009-10-14",8.4575
"703","2009-10-15",8.445
"704","2009-10-16",8.325
"705","2009-10-19",8.43
"706","2009-10-20",8.325
"707","2009-10-21",8.26
"708","2009-10-22",8.3375
"709","2009-10-23",8.265
"710","2009-10-26",8.1975
"711","2009-10-27",8.12
"712","2009-10-28",7.995
"713","2009-10-29",8.085
"714","2009-10-30",8.0425
"715","2009-11-02",8.11
"716","2009-11-03",8.17
"717","2009-11-04",8.1225
"718","2009-11-05",8.225
"719","2009-11-06",8.22
"720","2009-11-09",8.3
"721","2009-11-10",8.33
"722","2009-11-11",8.3925
"723","2009-11-12",8.2875
"724","2009-11-13",8.32
"725","2009-11-16",8.44
"726","2009-11-17",8.5075
"727","2009-11-18",8.435
"728","2009-11-19",8.335
"729","2009-11-20",8.2375
"730","2009-11-23",8.25
"731","2009-11-24",8.1725
"732","2009-11-25",8.1675
"733","2009-11-27",8.05
"734","2009-11-30",8.105
"735","2009-12-01",8.2525
"736","2009-12-02",8.9775
"737","2009-12-03",8.81
"738","2009-12-04",8.985
"739","2009-12-07",8.98
"740","2009-12-08",8.87
"741","2009-12-09",8.7825
"742","2009-12-10",8.7025
"743","2009-12-11",8.91
"744","2009-12-14",8.975
"745","2009-12-15",8.9825
"746","2009-12-16",9.0325
"747","2009-12-17",8.795
"748","2009-12-18",8.84
"749","2009-12-21",8.8625
"750","2009-12-22",9.055
"751","2009-12-23",9.1075
"752","2009-12-24",9.1475
"753","2009-12-28",9.1925
"754","2009-12-29",9.205
"755","2009-12-30",9.2075
"756","2009-12-31",9.155
"757","2010-01-04",9.1025
"758","2010-01-05",9.1
"759","2010-01-06",9.0625
"760","2010-01-07",9.01
"761","2010-01-08",9.0375
"762","2010-01-11",9.0025
"763","2010-01-12",8.9375
"764","2010-01-13",8.8675
"765","2010-01-14",8.935
"766","2010-01-15",8.7925
"767","2010-01-19",8.885
"768","2010-01-20",8.8225
"769","2010-01-21",8.7025
"770","2010-01-22",8.5725
"771","2010-01-25",8.675
"772","2010-01-26",8.6575
"773","2010-01-27",8.665
"774","2010-01-28",8.5375
"775","2010-01-29",8.44
"776","2010-02-01",8.505
"777","2010-02-02",8.6
"778","2010-02-03",8.545
"779","2010-02-04",8.2925
"780","2010-02-05",8.3025
"781","2010-02-08",8.275
"782","2010-02-09",8.3025
"783","2010-02-10",8.265
"784","2010-02-11",8.3475
"785","2010-02-12",8.425
"786","2010-02-16",8.815
"787","2010-02-17",8.86
"788","2010-02-18",8.9825
"789","2010-02-19",9.025
"790","2010-02-22",9.05
"791","2010-02-23",8.8775
"792","2010-02-24",8.9425
"793","2010-02-25",8.95
"794","2010-02-26",8.92
"795","2010-03-01",9.0675
"796","2010-03-02",9.2525
"797","2010-03-03",8.7575
"798","2010-03-04",8.66
"799","2010-03-05",8.8475
"800","2010-03-08",8.8775
"801","2010-03-09",8.7375
"802","2010-03-10",8.785
"803","2010-03-11",8.81
"804","2010-03-12",8.845
"805","2010-03-15",8.88
"806","2010-03-16",8.8725
"807","2010-03-17",8.865
"808","2010-03-18",8.86
"809","2010-03-19",8.8175
"810","2010-03-22",9.0075
"811","2010-03-23",9.075
"812","2010-03-24",8.9175
"813","2010-03-25",8.84
"814","2010-03-26",8.8125
"815","2010-03-29",8.9725
"816","2010-03-30",8.905
"817","2010-03-31",8.9
"818","2010-04-01",8.9
"819","2010-04-05",8.98
"820","2010-04-06",9.0025
"821","2010-04-07",8.985
"822","2010-04-08",8.8975
"823","2010-04-09",8.79
"824","2010-04-12",8.845
"825","2010-04-13",8.82
"826","2010-04-14",8.875
"827","2010-04-15",8.8875
"828","2010-04-16",8.73
"829","2010-04-19",8.6
"830","2010-04-20",8.75
"831","2010-04-21",8.76
"832","2010-04-22",8.77
"833","2010-04-23",8.8225
"834","2010-04-26",8.83
"835","2010-04-27",8.77
"836","2010-04-28",8.7775
"837","2010-04-29",8.8975
"838","2010-04-30",8.9225
"839","2010-05-03",9.0225
"840","2010-05-04",8.925
"841","2010-05-05",8.915
"842","2010-05-06",8.7875
"843","2010-05-07",8.6825
"844","2010-05-10",9.14
"845","2010-05-11",9.1375
"846","2010-05-12",9.27
"847","2010-05-13",9.335
"848","2010-05-14",9.2
"849","2010-05-17",9.295
"850","2010-05-18",9.2025
"851","2010-05-19",9.045
"852","2010-05-20",8.7425
"853","2010-05-21",8.78
"854","2010-05-24",8.76
"855","2010-05-25",8.63
"856","2010-05-26",8.715
"857","2010-05-27",8.955
"858","2010-05-28",8.975
"859","2010-06-01",8.8525
"860","2010-06-02",9.095
"861","2010-06-03",9.3125
"862","2010-06-04",9.155
"863","2010-06-07",9.055
"864","2010-06-08",8.9925
"865","2010-06-09",8.9675
"866","2010-06-10",9.19
"867","2010-06-11",9.2125
"868","2010-06-14",9.2075
"869","2010-06-15",9.2675
"870","2010-06-16",9.315
"871","2010-06-17",9.3125
"872","2010-06-18",9.325
"873","2010-06-21",9.3175
"874","2010-06-22",9.0675
"875","2010-06-23",9.0975
"876","2010-06-24",9.0425
"877","2010-06-25",9.0875
"878","2010-06-28",9.205
"879","2010-06-29",9.0575
"880","2010-06-30",8.9525
"881","2010-07-01",8.7975
"882","2010-07-02",8.735
"883","2010-07-06",8.6775
"884","2010-07-07",8.825
"885","2010-07-08",8.92
"886","2010-07-09",8.9625
"887","2010-07-12",8.9375
"888","2010-07-13",9.1675
"889","2010-07-14",9.125
"890","2010-07-15",9.1075
"891","2010-07-16",8.8625
"892","2010-07-19",8.89
"893","2010-07-20",8.9425
"894","2010-07-21",8.8525
"895","2010-07-22",9.0175
"896","2010-07-23",9.1725
"897","2010-07-26",9.2825
"898","2010-07-27",9.25
"899","2010-07-28",9.1375
"900","2010-07-29",9.11
"901","2010-07-30",9.11
"902","2010-08-02",9.105
"903","2010-08-03",9.0325
"904","2010-08-04",9.06
"905","2010-08-05",9.0125
"906","2010-08-06",8.8325
"907","2010-08-09",8.985
"908","2010-08-10",8.815
"909","2010-08-11",8.6725
"910","2010-08-12",8.6275
"911","2010-08-13",8.5125
"912","2010-08-16",8.5
"913","2010-08-17",8.66
"914","2010-08-18",8.595
"915","2010-08-19",8.445
"916","2010-08-20",8.5025
"917","2010-08-23",8.3275
"918","2010-08-24",8.215
"919","2010-08-25",8.2575
"920","2010-08-26",8.2525
"921","2010-08-27",8.375
"922","2010-08-30",8.3125
"923","2010-08-31",8.2625
"924","2010-09-01",8.505
"925","2010-09-02",8.5375
"926","2010-09-03",8.6
"927","2010-09-07",8.5375
"928","2010-09-08",8.585
"929","2010-09-09",8.635
"930","2010-09-10",8.585
"931","2010-09-13",8.6875
"932","2010-09-14",8.74
"933","2010-09-15",8.8425
"934","2010-09-16",8.9725
"935","2010-09-17",8.94
"936","2010-09-20",9.08
"937","2010-09-21",9.0575
"938","2010-09-22",9.015
"939","2010-09-23",8.0475
"940","2010-09-24",8.475
"941","2010-09-27",8.405
"942","2010-09-28",8.2825
"943","2010-09-29",8.2325
"944","2010-09-30",8.2425
"945","2010-10-01",8.2
"946","2010-10-04",8.19
"947","2010-10-05",8.3725
"948","2010-10-06",8.3975
"949","2010-10-07",8.4125
"950","2010-10-08",8.525
"951","2010-10-11",8.5925
"952","2010-10-12",8.5775
"953","2010-10-13",8.5675
"954","2010-10-14",8.545
"955","2010-10-15",8.555
"956","2010-10-18",8.53
"957","2010-10-19",8.3725
"958","2010-10-20",8.4575
"959","2010-10-21",8.3975
"960","2010-10-22",8.465
"961","2010-10-25",8.4625
"962","2010-10-26",8.4425
"963","2010-10-27",8.4375
"964","2010-10-28",8.3925
