"","date","HLG"
"374","2016-12-27",7.85
"375","2016-12-28",7.85
"376","2016-12-29",7.85
"377","2016-12-30",7.35
"378","2017-01-03",7.35
"379","2017-01-04",7.45
"380","2017-01-05",8.5
"381","2017-01-06",8.46
"382","2017-01-09",8.65
"383","2017-01-10",8.5
"384","2017-01-11",8.6
"385","2017-01-12",8.6
"386","2017-01-13",8.6
"387","2017-01-17",8.6
"388","2017-01-18",8.55
"389","2017-01-19",8.55
"390","2017-01-20",8.55
"391","2017-01-23",8.65
"392","2017-01-24",8.47
"393","2017-01-25",8.47
"394","2017-01-26",8.5
"395","2017-01-27",8.751
"396","2017-01-30",8.751
"397","2017-01-31",8.751
"398","2017-02-01",8.751
"399","2017-02-02",8.1
"400","2017-02-03",8.6
"401","2017-02-06",8.6
"402","2017-02-07",8.6
"403","2017-02-08",8.7
"404","2017-02-09",8.3
"405","2017-02-10",8.3
"406","2017-02-13",8.3
"407","2017-02-14",8.4
"408","2017-02-15",8.4
"409","2017-02-16",8.4
"410","2017-02-17",8.4
"411","2017-02-21",8.4
"412","2017-02-22",8.8
"413","2017-02-23",8.4
"414","2017-02-24",8.408
"415","2017-02-27",8.4
"416","2017-02-28",8.43
"417","2017-03-01",8.5
"418","2017-03-02",8.6
"419","2017-03-03",8.6
"420","2017-03-06",8.5
"421","2017-03-07",8.5
"422","2017-03-08",8.17
"423","2017-03-09",8.17
"424","2017-03-10",8.17
"425","2017-03-13",8.5
"426","2017-03-14",8.5
"427","2017-03-15",8.5
"428","2017-03-16",8.6
"429","2017-03-17",8.65
"430","2017-03-20",8.7
"431","2017-03-21",8.75
"432","2017-03-22",8.85
"433","2017-03-23",8.85
"434","2017-03-24",8.85
"435","2017-03-27",8.31
"436","2017-03-28",8.39
"437","2017-03-29",8.3
"438","2017-03-30",8.31
"439","2017-03-31",8.6
"440","2017-04-03",9
"441","2017-04-04",9.09
"442","2017-04-05",9.21
"443","2017-04-06",9.35
"444","2017-04-07",9.35
"445","2017-04-10",9.32
"446","2017-04-11",9.05
"447","2017-04-12",9.25
"448","2017-04-13",9.25
"449","2017-04-17",9.25
"450","2017-04-18",9.25
"451","2017-04-19",9.05
"452","2017-04-20",9.05
"453","2017-04-21",9.05
"454","2017-04-24",9
"455","2017-04-25",9
"456","2017-04-26",9
"457","2017-04-27",9
"458","2017-04-28",9
"459","2017-05-01",9
"460","2017-05-02",9
"461","2017-05-03",8.65
"462","2017-05-04",8.65
"463","2017-05-05",7.98
"464","2017-05-08",8.23
"465","2017-05-09",8.23
"466","2017-05-10",8.23
"467","2017-05-11",8.23
"468","2017-05-12",8.15
"469","2017-05-15",7.978
"470","2017-05-16",8.2
"471","2017-05-17",8.26
"472","2017-05-18",8.26
"473","2017-05-19",8.26
"474","2017-05-22",8.26
"475","2017-05-23",8.26
"476","2017-05-24",7.6
"477","2017-05-25",7.62
"478","2017-05-26",7.62
"479","2017-05-30",7.62
"480","2017-05-31",7.62
"481","2017-06-01",7.62
"482","2017-06-02",7.62
"483","2017-06-05",8
"484","2017-06-06",8
"485","2017-06-07",8
"486","2017-06-08",8
"487","2017-06-09",8.95
"488","2017-06-12",8.7
"489","2017-06-13",8.7
"490","2017-06-14",8.7
"491","2017-06-15",8
"492","2017-06-16",8
"493","2017-06-19",8.3
"494","2017-06-20",8.05
"495","2017-06-21",8.05
"496","2017-06-22",8.05
"497","2017-06-23",8.8
"498","2017-06-26",8.5
"499","2017-06-27",8.87
"500","2017-06-28",8.89
"501","2017-06-29",8.9
"502","2017-06-30",8.88
"503","2017-07-03",8.88
"504","2017-07-05",8.88
"505","2017-07-06",8.89
"506","2017-07-07",9.5
"507","2017-07-10",9.5
"508","2017-07-11",8.79
"509","2017-07-12",9.1
"510","2017-07-13",9.2
"511","2017-07-14",9
"512","2017-07-17",9.36
"513","2017-07-18",9.25
"514","2017-07-19",9.25
"515","2017-07-20",9
"516","2017-07-21",8.95
"517","2017-07-24",9
"518","2017-07-25",8.925
"519","2017-07-26",9
"520","2017-07-27",9.1
"521","2017-07-28",9
"522","2017-07-31",9
"523","2017-08-01",9
"524","2017-08-02",9
"525","2017-08-03",9
"526","2017-08-04",9
"527","2017-08-07",9.42
"528","2017-08-08",9.8
"529","2017-08-09",9.9
"530","2017-08-10",10.345
"531","2017-08-11",11.26
"532","2017-08-14",13.141
"533","2017-08-15",15.3
"534","2017-08-16",16.52
"535","2017-08-17",15.72
"536","2017-08-18",16.469999
"537","2017-08-21",15.44
"538","2017-08-22",15.23
"539","2017-08-23",15.2
"540","2017-08-24",15.6
"541","2017-08-25",15.965
"542","2017-08-28",16.15
"543","2017-08-29",16.049999
"544","2017-08-30",16.25
"545","2017-08-31",16.799999
"546","2017-09-01",18.709999
"547","2017-09-05",18.549999
"548","2017-09-06",18.75
"549","2017-09-07",18.98
"550","2017-09-08",18.950001
"551","2017-09-11",19.309999
"552","2017-09-12",19.799999
"553","2017-09-13",19.700001
"554","2017-09-14",19.860001
"555","2017-09-15",19.68
"556","2017-09-18",19.65
"557","2017-09-19",19.719999
"558","2017-09-20",19.780001
"559","2017-09-21",19.719999
"560","2017-09-22",19.5
"561","2017-09-25",19.51
"562","2017-09-26",19.700001
"563","2017-09-27",19.690001
"564","2017-09-28",19.6
"565","2017-09-29",19.49
"566","2017-10-02",19.440001
"567","2017-10-03",18.780001
"568","2017-10-04",18.85
"569","2017-10-05",18.82
"570","2017-10-06",17.969999
"571","2017-10-09",17.99
"572","2017-10-10",18
"573","2017-10-11",17.98
"574","2017-10-12",18.18
"575","2017-10-13",19.15
"576","2017-10-16",19.299999
"577","2017-10-17",19.299999
"578","2017-10-18",19.09
"579","2017-10-19",19.4
"580","2017-10-20",19.450001
"581","2017-10-23",19.1
"582","2017-10-24",19.9
"583","2017-10-25",22
"584","2017-10-26",24
"585","2017-10-27",24.68
"586","2017-10-30",25.25
"587","2017-10-31",25.68
"588","2017-11-01",26.15
"589","2017-11-02",28.299999
"590","2017-11-03",28.5
"591","2017-11-06",30.9
"592","2017-11-07",31.16
"593","2017-11-08",35.799999
"594","2017-11-09",39.580002
"595","2017-11-10",38.799999
"596","2017-11-13",39.119999
"597","2017-11-14",39.349998
"598","2017-11-15",39.200001
"599","2017-11-16",39.220001
"600","2017-11-17",42.990002
"601","2017-11-20",43.799999
"602","2017-11-21",44.200001
"603","2017-11-22",43.5
"604","2017-11-24",42.380001
"605","2017-11-27",43.32
"606","2017-11-28",43.049999
"607","2017-11-29",43.049999
"608","2017-11-30",41.75
"609","2017-12-01",41.75
"610","2017-12-04",41.650002
"611","2017-12-05",41.75
"612","2017-12-06",42
"613","2017-12-07",42.380001
"614","2017-12-08",43.810001
"615","2017-12-11",44
"616","2017-12-12",44.900002
"617","2017-12-13",45.619999
"618","2017-12-14",45.279999
"619","2017-12-15",45.48
"620","2017-12-18",45.560001
"621","2017-12-19",45.119999
"622","2017-12-20",44.314999
"623","2017-12-21",44.48
"624","2017-12-22",44.549999
"625","2017-12-26",44.5
"626","2017-12-27",44.869999
"627","2017-12-28",45.189999
"628","2017-12-29",45.200001
"629","2018-01-02",47.029999
"630","2018-01-03",47.700001
"631","2018-01-04",47.700001
"632","2018-01-05",47.799999
"633","2018-01-08",47.73
"634","2018-01-09",47.849998
"635","2018-01-10",47.869999
"636","2018-01-11",47.099998
"637","2018-01-12",46.990002
"638","2018-01-16",47.07
"639","2018-01-17",47.220001
"640","2018-01-18",46.869999
"641","2018-01-19",46.880001
"642","2018-01-22",47.049999
"643","2018-01-23",47.02
"644","2018-01-24",47.150002
"645","2018-01-25",47.540001
"646","2018-01-26",47.25
"647","2018-01-29",47.099998
"648","2018-01-30",47.209999
"649","2018-01-31",46.59
"650","2018-02-01",46.549999
"651","2018-02-02",46.630001
"652","2018-02-05",46.939999
"653","2018-02-06",46.950001
"654","2018-02-07",46.509998
"655","2018-02-08",49.07
"656","2018-02-09",51.189999
"657","2018-02-12",53.009998
"658","2018-02-13",55.25
"659","2018-02-14",55.580002
"660","2018-02-15",57.330002
"661","2018-02-16",58.389999
"662","2018-02-20",58.380001
"663","2018-02-21",59.939999
"664","2018-02-22",60.150002
"665","2018-02-23",60.349998
"666","2018-02-26",60.049999
"667","2018-02-27",59.990002
"668","2018-02-28",60.009998
"669","2018-03-01",59.5
"670","2018-03-02",62.150002
"671","2018-03-05",62.360001
"672","2018-03-06",62.689999
"673","2018-03-07",62.75
"674","2018-03-08",62.889999
"675","2018-03-09",64
"676","2018-03-12",64.779999
"677","2018-03-13",65
"678","2018-03-14",67.419998
"679","2018-03-15",68.540001
"680","2018-03-16",68.699997
"681","2018-03-19",68.089996
"682","2018-03-20",67.400002
"683","2018-03-21",67.620003
"684","2018-03-22",67.169998
"685","2018-03-23",67.510002
"686","2018-03-26",68.660004
"687","2018-03-27",75.889999
"688","2018-03-28",74.550003
"689","2018-03-29",75.25
"690","2018-04-02",73.599998
"691","2018-04-03",73.360001
"692","2018-04-04",74.209999
"693","2018-04-05",77.480003
"694","2018-04-06",76.540001
"695","2018-04-09",75.440002
"696","2018-04-10",78
"697","2018-04-11",76.5
"698","2018-04-12",80.699997
"699","2018-04-13",81
"700","2018-04-16",80.519997
"701","2018-04-17",80.93
"702","2018-04-18",81.230003
"703","2018-04-19",81.279999
"704","2018-04-20",80.839996
"705","2018-04-23",80.160004
"706","2018-04-24",80.959999
"707","2018-04-25",78.269997
"708","2018-04-26",81.75
"709","2018-04-27",82.290001
"710","2018-04-30",82
"711","2018-05-01",81.330002
"712","2018-05-02",82.629997
"713","2018-05-03",78.5
"714","2018-05-04",76.699997
"715","2018-05-07",80.199997
"716","2018-05-08",80.330002
"717","2018-05-09",72.639999
"718","2018-05-10",75.589996
"719","2018-05-11",78.239998
"720","2018-05-14",78.389999
"721","2018-05-15",78.040001
"722","2018-05-16",80.68
"723","2018-05-17",81.190002
"724","2018-05-18",80.800003
"725","2018-05-21",81.110001
"726","2018-05-22",81.260002
"727","2018-05-23",82.089996
"728","2018-05-24",82.470001
"729","2018-05-25",81.959999
"730","2018-05-29",80.699997
"731","2018-05-30",79.709999
"732","2018-05-31",78.529999
"733","2018-06-01",80.489998
"734","2018-06-04",80.010002
"735","2018-06-05",80.900002
"736","2018-06-06",81.690002
"737","2018-06-07",81
"738","2018-06-08",80.779999
"739","2018-06-11",81.800003
"740","2018-06-12",82.580002
"741","2018-06-13",80.410004
"742","2018-06-14",80.230003
"743","2018-06-15",79.800003
"744","2018-06-18",80.5
"745","2018-06-19",80.400002
"746","2018-06-20",80.849998
"747","2018-06-21",80.779999
"748","2018-06-22",80.610001
"749","2018-06-25",77.919998
"750","2018-06-26",78.339996
"751","2018-06-27",77.190002
"752","2018-06-28",78.480003
"753","2018-06-29",82.099998
"754","2018-07-02",81.5
"755","2018-07-03",81.370003
"756","2018-07-05",79.739998
"757","2018-07-06",80.214996
"758","2018-07-09",80.879997
"759","2018-07-10",80.739998
"760","2018-07-11",80.5
"761","2018-07-12",81.110001
"762","2018-07-13",81.620003
"763","2018-07-16",81.779999
"764","2018-07-17",81.980003
"765","2018-07-18",81.769997
"766","2018-07-19",81.964996
"767","2018-07-20",78.660004
"768","2018-07-23",78.860001
"769","2018-07-24",77.900002
"770","2018-07-25",79.330002
"771","2018-07-26",78.93
"772","2018-07-27",79.190002
"773","2018-07-30",78.980003
"774","2018-07-31",79.389999
"775","2018-08-01",80.690002
"776","2018-08-02",80.720001
"777","2018-08-03",80.830002
"778","2018-08-06",81.580002
"779","2018-08-07",81.900002
"780","2018-08-08",81.82
"781","2018-08-09",82
"782","2018-08-10",82.18
"783","2018-08-13",69.309998
"784","2018-08-14",72.050003
"785","2018-08-15",69.739998
"786","2018-08-16",72.160004
"787","2018-08-17",72.019997
"788","2018-08-20",75.089996
"789","2018-08-21",74.040001
"790","2018-08-22",74.5
"791","2018-08-23",73.610001
"792","2018-08-24",73.870003
"793","2018-08-27",74.269997
"794","2018-08-28",74.639999
"795","2018-08-29",77
"796","2018-08-30",76.75
"797","2018-08-31",75.709999
"798","2018-09-04",74.489998
"799","2018-09-05",70.769997
"800","2018-09-06",70.580002
"801","2018-09-07",70.720001
"802","2018-09-10",70.349998
"803","2018-09-11",70.360001
"804","2018-09-12",68.75
"805","2018-09-13",67.470001
"806","2018-09-14",67.980003
"807","2018-09-17",66.072998
"808","2018-09-18",66.75
"809","2018-09-19",67.349998
"810","2018-09-20",67.589996
"811","2018-09-21",67.870003
"812","2018-09-24",66.510002
"813","2018-09-25",69.5
"814","2018-09-26",68.800003
"815","2018-09-27",69.919998
"816","2018-09-28",70.330002
"817","2018-10-01",69.730003
"818","2018-10-02",66.730003
"819","2018-10-03",65.599998
"820","2018-10-04",61.509998
"821","2018-10-05",62
"822","2018-10-08",61.759998
"823","2018-10-09",60.799999
"824","2018-10-10",60.18
"825","2018-10-11",61.09
"826","2018-10-12",60.610001
"827","2018-10-15",61.860001
"828","2018-10-16",64.199997
"829","2018-10-17",63.549999
"830","2018-10-18",60
"831","2018-10-19",62.84
"832","2018-10-22",63.52
"833","2018-10-23",61.799999
"834","2018-10-24",61.014999
"835","2018-10-25",61.950001
"836","2018-10-26",62
"837","2018-10-29",61.939999
"838","2018-10-30",62.650002
"839","2018-10-31",62.209999
"840","2018-11-01",59.790001
"841","2018-11-02",60.950001
"842","2018-11-05",61.029999
"843","2018-11-06",61.919998
"844","2018-11-07",61.290001
"845","2018-11-08",63.16
"846","2018-11-09",63.5
"847","2018-11-12",63.02
"848","2018-11-13",62.450001
"849","2018-11-14",63.18
"850","2018-11-15",63.75
"851","2018-11-16",63.389999
"852","2018-11-19",63.549999
"853","2018-11-20",63.009998
"854","2018-11-21",63.009998
"855","2018-11-23",63.419998
"856","2018-11-26",62.209999
"857","2018-11-27",62.400002
"858","2018-11-28",60.889999
"859","2018-11-29",59.990002
"860","2018-11-30",61.5
"861","2018-12-03",61.599998
"862","2018-12-04",60.689999
"863","2018-12-06",55.855
"864","2018-12-07",55.75
"865","2018-12-10",53.560001
"866","2018-12-11",54
"867","2018-12-12",53.150002
"868","2018-12-13",52.23
"869","2018-12-14",53.400002
"870","2018-12-17",53.040001
"871","2018-12-18",53.490002
"872","2018-12-19",50.630001
"873","2018-12-20",50.599998
"874","2018-12-21",50.119999
"875","2018-12-24",53.099998
"876","2018-12-26",52.700001
"877","2018-12-27",51.990002
"878","2018-12-28",50.400002
"879","2018-12-31",50
"880","2019-01-02",48.610001
"881","2019-01-03",47
"882","2019-01-04",46.419998
"883","2019-01-07",46.950001
"884","2019-01-08",47.23
"885","2019-01-09",46.919998
"886","2019-01-10",46.799999
"887","2019-01-11",46.41
"888","2019-01-14",45.080002
"889","2019-01-15",45.139999
"890","2019-01-16",44.110001
"891","2019-01-17",43.700001
"892","2019-01-18",43
"893","2019-01-22",41.849998
"894","2019-01-23",41
"895","2019-01-24",40.25
"896","2019-01-25",38
"897","2019-01-28",37
"898","2019-01-29",34.700001
"899","2019-01-30",34.209999
"900","2019-01-31",34.5
"901","2019-02-01",34
"902","2019-02-04",33.610001
"903","2019-02-05",34.34
"904","2019-02-06",34
"905","2019-02-07",33.5
"906","2019-02-08",33.759998
"907","2019-02-11",33.52
"908","2019-02-12",33.799999
"909","2019-02-13",33.580002
"910","2019-02-14",32.799999
"911","2019-02-15",33.610001
"912","2019-02-19",32.93
"913","2019-02-20",32.099998
"914","2019-02-21",32.580002
"915","2019-02-22",32.200001
"916","2019-02-25",33.630001
"917","2019-02-26",34.099998
"918","2019-02-27",33.959999
"919","2019-02-28",35.529999
"920","2019-03-01",36
"921","2019-03-04",35.5
"922","2019-03-05",35.73
"923","2019-03-06",36.060001
"924","2019-03-07",35.709999
"925","2019-03-08",35.630001
"926","2019-03-11",36.080002
"927","2019-03-12",37.700001
"928","2019-03-13",38.66
"929","2019-03-14",38.349998
"930","2019-03-15",40.799999
"931","2019-03-18",39.540001
"932","2019-03-19",39.310001
"933","2019-03-20",38.16
"934","2019-03-21",40.119999
"935","2019-03-22",38.380001
"936","2019-03-25",37.810001
"937","2019-03-26",38.09
"938","2019-03-27",38.310001
"939","2019-03-28",38.48
"940","2019-03-29",38.610001
"941","2019-04-01",38.849998
"942","2019-04-02",39.18
"943","2019-04-03",39.5
"944","2019-04-04",40
"945","2019-04-05",40.799999
"946","2019-04-08",41.849998
"947","2019-04-09",42.73
"948","2019-04-10",40.959999
"949","2019-04-11",42.509998
"950","2019-04-12",42.25
"951","2019-04-15",43.75
"952","2019-04-16",44.200001
"953","2019-04-17",45.110001
"954","2019-04-18",47.5
"955","2019-04-22",49.630001
"956","2019-04-23",50.049999
"957","2019-04-24",50.450001
"958","2019-04-25",50.66
"959","2019-04-26",56.799999
"960","2019-04-29",57.099998
"961","2019-04-30",57.700001
"962","2019-05-01",57.560001
"963","2019-05-02",57.52
"964","2019-05-03",57.900002
"965","2019-05-06",54.610001
"966","2019-05-07",55.200001
"967","2019-05-08",55.700001
"968","2019-05-09",53.900002
"969","2019-05-10",52.310001
"970","2019-05-13",50.07
"971","2019-05-14",49.720001
"972","2019-05-15",50
"973","2019-05-16",49.759998
"974","2019-05-17",50.060001
"975","2019-05-20",51
"976","2019-05-21",51.290001
"977","2019-05-22",51.599998
"978","2019-05-23",51.790001
"979","2019-05-24",52
"980","2019-05-28",52
"981","2019-05-29",52.400002
"982","2019-05-30",52.709999
"983","2019-05-31",53.700001
"984","2019-06-03",54.5
"985","2019-06-04",54.599998
"986","2019-06-05",54.549999
"987","2019-06-06",55.349998
"988","2019-06-07",56.049999
"989","2019-06-10",56.049999
