"","date","CREX"
"139","2007-07-23",1431
"140","2007-07-24",1420.5
"141","2007-07-25",1330.5
"142","2007-07-26",1221
"143","2007-07-27",1209
"144","2007-07-30",1282.5
"145","2007-07-31",1249.5
"146","2007-08-01",1191
"147","2007-08-02",1198.5
"148","2007-08-03",1158
"149","2007-08-06",1158
"150","2007-08-07",1234.5
"151","2007-08-08",1272
"152","2007-08-09",1251
"153","2007-08-10",1095
"154","2007-08-13",1081.5
"155","2007-08-14",1006.5
"156","2007-08-15",963
"157","2007-08-16",936
"158","2007-08-17",952.5
"159","2007-08-20",958.5
"160","2007-08-21",981
"161","2007-08-22",1036.5
"162","2007-08-23",996
"163","2007-08-24",973.5
"164","2007-08-27",945
"165","2007-08-28",976.5
"166","2007-08-29",1006.5
"167","2007-08-30",1050
"168","2007-08-31",1099.5
"169","2007-09-04",1084.5
"170","2007-09-05",1042.5
"171","2007-09-06",1021.5
"172","2007-09-07",1005
"173","2007-09-10",951
"174","2007-09-11",970.5
"175","2007-09-12",1038
"176","2007-09-13",1050
"177","2007-09-14",1041
"178","2007-09-17",1047
"179","2007-09-18",1095
"180","2007-09-19",1074
"181","2007-09-20",1063.5
"182","2007-09-21",1072.5
"183","2007-09-24",1048.5
"184","2007-09-25",1041
"185","2007-09-26",984
"186","2007-09-27",969
"187","2007-09-28",1012.5
"188","2007-10-01",975
"189","2007-10-02",892.5
"190","2007-10-03",891
"191","2007-10-04",705
"192","2007-10-05",697.5
"193","2007-10-08",678
"194","2007-10-09",679.5
"195","2007-10-10",658.5
"196","2007-10-11",654
"197","2007-10-12",658.5
"198","2007-10-15",643.5
"199","2007-10-16",655.5
"200","2007-10-17",651
"201","2007-10-18",615
"202","2007-10-19",562.5
"203","2007-10-22",552
"204","2007-10-23",532.5
"205","2007-10-24",547.5
"206","2007-10-25",537
"207","2007-10-26",552
"208","2007-10-29",571.5
"209","2007-10-30",559.5
"210","2007-10-31",544.5
"211","2007-11-01",525
"212","2007-11-02",522
"213","2007-11-05",502.5
"214","2007-11-06",553.5
"215","2007-11-07",514.5
"216","2007-11-08",484.5
"217","2007-11-09",487.5
"218","2007-11-12",424.5
"219","2007-11-13",453
"220","2007-11-14",445.5
"221","2007-11-15",435
"222","2007-11-16",454.5
"223","2007-11-19",445.5
"224","2007-11-20",417
"225","2007-11-21",397.5
"226","2007-11-23",408
"227","2007-11-26",411
"228","2007-11-27",439.5
"229","2007-11-28",444
"230","2007-11-29",435
"231","2007-11-30",441
"232","2007-12-03",427.5
"233","2007-12-04",423
"234","2007-12-05",420
"235","2007-12-06",433.5
"236","2007-12-07",420
"237","2007-12-10",399
"238","2007-12-11",414
"239","2007-12-12",403.5
"240","2007-12-13",430.5
"241","2007-12-14",408
"242","2007-12-17",405
"243","2007-12-18",399
"244","2007-12-19",423
"245","2007-12-20",427.5
"246","2007-12-21",435
"247","2007-12-24",435
"248","2007-12-26",417
"249","2007-12-27",420
"250","2007-12-28",423
"251","2007-12-31",436.5
"252","2008-01-02",435
"253","2008-01-03",529.5
"254","2008-01-04",525
"255","2008-01-07",516
"256","2008-01-08",562.5
"257","2008-01-09",495
"258","2008-01-10",492
"259","2008-01-11",501
"260","2008-01-14",546
"261","2008-01-15",570
"262","2008-01-16",658.5
"263","2008-01-17",618
"264","2008-01-18",597
"265","2008-01-22",562.5
"266","2008-01-23",573
"267","2008-01-24",586.5
"268","2008-01-25",610.5
"269","2008-01-28",607.5
"270","2008-01-29",610.5
"271","2008-01-30",616.5
"272","2008-01-31",612
"273","2008-02-01",619.5
"274","2008-02-04",619.5
"275","2008-02-05",588
"276","2008-02-06",561
"277","2008-02-07",534
"278","2008-02-08",522
"279","2008-02-11",558
"280","2008-02-12",543
"281","2008-02-13",574.5
"282","2008-02-14",577.5
"283","2008-02-15",576
"284","2008-02-19",588
"285","2008-02-20",603
"286","2008-02-21",607.5
"287","2008-02-22",597
"288","2008-02-25",597
"289","2008-02-26",628.5
"290","2008-02-27",612
"291","2008-02-28",615
"292","2008-02-29",684
"293","2008-03-03",637.5
"294","2008-03-04",618
"295","2008-03-05",634.5
"296","2008-03-06",604.5
"297","2008-03-07",610.5
"298","2008-03-10",589.5
"299","2008-03-11",580.5
"300","2008-03-12",589.5
"301","2008-03-13",630
"302","2008-03-14",648
"303","2008-03-17",625.5
"304","2008-03-18",655.5
"305","2008-03-19",601.5
"306","2008-03-20",631.5
"307","2008-03-24",624
"308","2008-03-25",628.5
"309","2008-03-26",601.5
"310","2008-03-27",604.5
"311","2008-03-28",609
"312","2008-03-31",600
"313","2008-04-01",615
"314","2008-04-02",595.5
"315","2008-04-03",603
"316","2008-04-04",601.5
"317","2008-04-07",600
"318","2008-04-08",597
"319","2008-04-09",598.5
"320","2008-04-10",621
"321","2008-04-11",625.5
"322","2008-04-14",652.5
"323","2008-04-15",693
"324","2008-04-16",721.5
"325","2008-04-17",790.5
"326","2008-04-18",808.5
"327","2008-04-21",817.5
"328","2008-04-22",816
"329","2008-04-23",798
"330","2008-04-24",775.5
"331","2008-04-25",760.5
"332","2008-04-28",742.5
"333","2008-04-29",790.5
"334","2008-04-30",778.5
"335","2008-05-01",775.5
"336","2008-05-02",820.5
"337","2008-05-05",807
"338","2008-05-06",892.5
"339","2008-05-07",889.5
"340","2008-05-08",870
"341","2008-05-09",844.5
"342","2008-05-12",861
"343","2008-05-13",883.5
"344","2008-05-14",885
"345","2008-05-15",927
"346","2008-05-16",936
"347","2008-05-19",948
"348","2008-05-20",985.5
"349","2008-05-21",960
"350","2008-05-22",1006.5
"351","2008-05-23",991.5
"352","2008-05-27",1036.5
"353","2008-05-28",1012.5
"354","2008-05-29",1042.5
"355","2008-05-30",1006.5
"356","2008-06-02",991.5
"357","2008-06-03",994.5
"358","2008-06-04",1027.5
"359","2008-06-05",1092
"360","2008-06-06",1099.5
"361","2008-06-09",1048.5
"362","2008-06-10",898.5
"363","2008-06-11",909
"364","2008-06-12",727.5
"365","2008-06-13",858
"366","2008-06-16",891
"367","2008-06-17",906
"368","2008-06-18",888
"369","2008-06-19",891
"370","2008-06-20",838.5
"371","2008-06-23",822
"372","2008-06-24",819
"373","2008-06-25",822
"374","2008-06-26",777
"375","2008-06-27",795
"376","2008-06-30",736.5
"377","2008-07-01",723
"378","2008-07-02",733.5
"379","2008-07-03",727.5
"380","2008-07-07",753
"381","2008-07-08",760.5
"382","2008-07-09",751.5
"383","2008-07-10",750
"384","2008-07-11",835.5
"385","2008-07-14",792
"386","2008-07-15",796.5
"387","2008-07-16",802.5
"388","2008-07-17",807
"389","2008-07-18",799.5
"390","2008-07-21",772.5
"391","2008-07-22",774
"392","2008-07-23",804
"393","2008-07-24",775.5
"394","2008-07-25",765
"395","2008-07-28",765
"396","2008-07-29",742.5
"397","2008-07-30",733.5
"398","2008-07-31",721.5
"399","2008-08-01",700.5
"400","2008-08-04",681
"401","2008-08-05",765
"402","2008-08-06",750
"403","2008-08-07",738
"404","2008-08-08",591
"405","2008-08-11",579
"406","2008-08-12",562.5
"407","2008-08-13",537
"408","2008-08-14",583.5
"409","2008-08-15",571.5
"410","2008-08-18",547.5
"411","2008-08-19",543
"412","2008-08-20",538.5
"413","2008-08-21",540
"414","2008-08-22",540
"415","2008-08-25",511.5
"416","2008-08-26",540
"417","2008-08-27",564
"418","2008-08-28",571.5
"419","2008-08-29",571.5
"420","2008-09-02",576
"421","2008-09-03",585
"422","2008-09-04",582
"423","2008-09-05",577.5
"424","2008-09-08",570
"425","2008-09-09",502.5
"426","2008-09-10",507
"427","2008-09-11",519
"428","2008-09-12",549
"429","2008-09-15",514.5
"430","2008-09-16",501
"431","2008-09-17",469.5
"432","2008-09-18",502.5
"433","2008-09-19",532.5
"434","2008-09-22",510
"435","2008-09-23",475.5
"436","2008-09-24",375
"437","2008-09-25",375
"438","2008-09-26",367.5
"439","2008-09-29",318
"440","2008-09-30",357
"441","2008-10-01",357
"442","2008-10-02",364.5
"443","2008-10-03",340.5
"444","2008-10-06",321
"445","2008-10-07",300
"446","2008-10-08",291
"447","2008-10-09",264
"448","2008-10-10",237
"449","2008-10-13",262.5
"450","2008-10-14",240
"451","2008-10-15",216
"452","2008-10-16",225
"453","2008-10-17",241.5
"454","2008-10-20",253.5
"455","2008-10-21",240
"456","2008-10-22",228
"457","2008-10-23",226.5
"458","2008-10-24",207
"459","2008-10-27",196.5
"460","2008-10-28",210
"461","2008-10-29",223.5
"462","2008-10-30",217.5
"463","2008-10-31",234
"464","2008-11-03",241.5
"465","2008-11-04",247.5
"466","2008-11-05",225
"467","2008-11-06",210
"468","2008-11-07",201
"469","2008-11-10",150
"470","2008-11-11",132
"471","2008-11-12",105
"472","2008-11-13",102
"473","2008-11-14",97.5
"474","2008-11-17",102
"475","2008-11-18",103.5
"476","2008-11-19",105
"477","2008-11-20",96
"478","2008-11-21",90
"479","2008-11-24",82.5
"480","2008-11-25",67.5
"481","2008-11-26",73.5
"482","2008-11-28",75
"483","2008-12-01",67.5
"484","2008-12-02",70.5
"485","2008-12-03",73.5
"486","2008-12-04",69
"487","2008-12-05",64.5
"488","2008-12-08",63
"489","2008-12-09",66
"490","2008-12-10",67.5
"491","2008-12-11",75
"492","2008-12-12",73.5
"493","2008-12-15",78
"494","2008-12-16",103.5
"495","2008-12-17",100.5
"496","2008-12-18",141
"497","2008-12-19",129
"498","2008-12-22",120
"499","2008-12-23",121.5
"500","2008-12-24",121.5
"501","2008-12-26",121.5
"502","2008-12-29",112.5
"503","2008-12-30",108
"504","2008-12-31",123
"505","2009-01-02",124.5
"506","2009-01-05",120
"507","2009-01-06",165
"508","2009-01-07",181.5
"509","2009-01-08",180
"510","2009-01-09",172.5
"511","2009-01-12",153
"512","2009-01-13",166.5
"513","2009-01-14",171
"514","2009-01-15",159
"515","2009-01-16",154.5
"516","2009-01-20",139.5
"517","2009-01-21",154.5
"518","2009-01-22",138
"519","2009-01-23",145.5
"520","2009-01-26",151.5
"521","2009-01-27",147
"522","2009-01-28",159
"523","2009-01-29",169.5
"524","2009-01-30",175.5
"525","2009-02-02",178.5
"526","2009-02-03",171
"527","2009-02-04",177
"528","2009-02-05",184.5
"529","2009-02-06",186
"530","2009-02-09",174
"531","2009-02-10",180
"532","2009-02-11",180
"533","2009-02-12",174
"534","2009-02-13",184.5
"535","2009-02-17",172.5
"536","2009-02-18",178.5
"537","2009-02-19",181.5
"538","2009-02-20",177
"539","2009-02-23",180
"540","2009-02-24",183
"541","2009-02-25",168
"542","2009-02-26",172.5
"543","2009-02-27",181.5
"544","2009-03-02",163.5
"545","2009-03-03",166.5
"546","2009-03-04",168
"547","2009-03-05",172.5
"548","2009-03-06",172.5
"549","2009-03-09",168
"550","2009-03-10",174
"551","2009-03-11",172.5
"552","2009-03-12",177
"553","2009-03-13",202.5
"554","2009-03-16",253.5
"555","2009-03-17",280.5
"556","2009-03-18",348
"557","2009-03-19",319.5
"558","2009-03-20",333
"559","2009-03-23",307.5
"560","2009-03-24",322.5
"561","2009-03-25",315
"562","2009-03-26",324
"563","2009-03-27",322.5
"564","2009-03-30",292.5
"565","2009-03-31",303
"566","2009-04-01",303
"567","2009-04-02",292.5
"568","2009-04-03",298.5
"569","2009-04-06",297
"570","2009-04-07",288
"571","2009-04-08",262.5
"572","2009-04-09",252
"573","2009-04-13",249
"574","2009-04-14",240
"575","2009-04-15",244.5
"576","2009-04-16",244.5
"577","2009-04-17",256.5
"578","2009-04-20",253.5
"579","2009-04-21",252
"580","2009-04-22",265.5
"581","2009-04-23",280.5
"582","2009-04-24",300
"583","2009-04-27",330
"584","2009-04-28",319.5
"585","2009-04-29",285
"586","2009-04-30",282
"587","2009-05-01",306
"588","2009-05-04",334.5
"589","2009-05-05",322.5
"590","2009-05-06",355.5
"591","2009-05-07",426
"592","2009-05-08",405
"593","2009-05-11",378
"594","2009-05-12",397.5
"595","2009-05-13",418.5
"596","2009-05-14",423
"597","2009-05-15",438
"598","2009-05-18",454.5
"599","2009-05-19",450
"600","2009-05-20",420
"601","2009-05-21",439.5
"602","2009-05-22",427.5
"603","2009-05-26",442.5
"604","2009-05-27",432
"605","2009-05-28",439.5
"606","2009-05-29",439.5
"607","2009-06-01",444
"608","2009-06-02",412.5
"609","2009-06-03",412.5
"610","2009-06-04",445.5
"611","2009-06-05",448.5
"612","2009-06-08",418.5
"613","2009-06-09",451.5
"614","2009-06-10",447
"615","2009-06-11",448.5
"616","2009-06-12",432
"617","2009-06-15",412.5
"618","2009-06-16",420
"619","2009-06-17",418.5
"620","2009-06-18",441
"621","2009-06-19",406.5
"622","2009-06-22",406.5
"623","2009-06-23",397.5
"624","2009-06-24",390
"625","2009-06-25",375
"626","2009-06-26",370.5
"627","2009-06-29",372
"628","2009-06-30",367.5
"629","2009-07-01",352.5
"630","2009-07-02",369
"631","2009-07-06",375
"632","2009-07-07",388.5
"633","2009-07-08",367.5
"634","2009-07-09",372
"635","2009-07-10",340.5
"636","2009-07-13",378
"637","2009-07-14",418.5
"638","2009-07-15",429
"639","2009-07-16",427.5
"640","2009-07-17",427.5
"641","2009-07-20",447
"642","2009-07-21",435
"643","2009-07-22",441
"644","2009-07-23",448.5
"645","2009-07-24",444
"646","2009-07-27",406.5
"647","2009-07-28",435
"648","2009-07-29",424.5
"649","2009-07-30",444
"650","2009-07-31",454.5
"651","2009-08-03",450
"652","2009-08-04",448.5
"653","2009-08-05",442.5
"654","2009-08-06",442.5
"655","2009-08-07",412.5
"656","2009-08-10",411
"657","2009-08-11",411
"658","2009-08-12",412.5
"659","2009-08-13",411
"660","2009-08-14",393
"661","2009-08-17",394.5
"662","2009-08-18",375
"663","2009-08-19",328.5
"664","2009-08-20",360
"665","2009-08-21",450
"666","2009-08-24",454.5
"667","2009-08-25",450
"668","2009-08-26",469.5
"669","2009-08-27",480
"670","2009-08-28",469.5
"671","2009-08-31",480
"672","2009-09-01",513
"673","2009-09-02",513
"674","2009-09-03",531
"675","2009-09-04",555
"676","2009-09-08",573
"677","2009-09-09",559.5
"678","2009-09-10",577.5
"679","2009-09-11",579
"680","2009-09-14",582
"681","2009-09-15",592.5
"682","2009-09-16",610.5
"683","2009-09-17",604.5
"684","2009-09-18",591
"685","2009-09-21",559.5
"686","2009-09-22",567
"687","2009-09-23",552
"688","2009-09-24",510
"689","2009-09-25",543
"690","2009-09-28",540
"691","2009-09-29",529.5
"692","2009-09-30",532.5
"693","2009-10-01",526.5
"694","2009-10-02",484.5
"695","2009-10-05",508.5
"696","2009-10-06",547.5
"697","2009-10-07",547.5
"698","2009-10-08",552
"699","2009-10-09",598.5
"700","2009-10-12",574.5
"701","2009-10-13",571.5
"702","2009-10-14",577.5
"703","2009-10-15",591
"704","2009-10-16",567
"705","2009-10-19",540
"706","2009-10-20",534
"707","2009-10-21",474
"708","2009-10-22",523.5
"709","2009-10-23",508.5
"710","2009-10-26",544.5
"711","2009-10-27",540
"712","2009-10-28",475.5
"713","2009-10-29",490.5
"714","2009-10-30",493.5
"715","2009-11-02",483
"716","2009-11-03",459
"717","2009-11-04",496.5
"718","2009-11-05",451.5
"719","2009-11-06",433.5
"720","2009-11-09",426
"721","2009-11-10",442.5
"722","2009-11-11",447
"723","2009-11-12",457.5
"724","2009-11-13",445.5
"725","2009-11-16",424.5
"726","2009-11-17",447
"727","2009-11-18",436.5
"728","2009-11-19",423
"729","2009-11-20",438
"730","2009-11-23",441
"731","2009-11-24",451.5
"732","2009-11-25",472.5
"733","2009-11-27",451.5
"734","2009-11-30",445.5
"735","2009-12-01",444
"736","2009-12-02",441
"737","2009-12-03",397.5
"738","2009-12-04",393
"739","2009-12-07",436.5
"740","2009-12-08",436.5
"741","2009-12-09",442.5
"742","2009-12-10",450
"743","2009-12-11",450
"744","2009-12-14",447
"745","2009-12-15",457.5
"746","2009-12-16",450
"747","2009-12-17",454.5
"748","2009-12-18",510
"749","2009-12-21",501
"750","2009-12-22",514.5
"751","2009-12-23",544.5
"752","2009-12-24",526.5
"753","2009-12-28",540
"754","2009-12-29",511.5
"755","2009-12-30",513
"756","2009-12-31",553.5
"757","2010-01-04",547.5
"758","2010-01-05",531
"759","2010-01-06",526.5
"760","2010-01-07",532.5
"761","2010-01-08",555
"762","2010-01-11",540
"763","2010-01-12",537
"764","2010-01-13",541.5
"765","2010-01-14",535.5
"766","2010-01-15",519
"767","2010-01-19",526.5
"768","2010-01-20",499.5
"769","2010-01-21",487.5
"770","2010-01-22",484.5
"771","2010-01-25",475.5
"772","2010-01-26",472.5
"773","2010-01-27",502.5
"774","2010-01-28",499.5
"775","2010-01-29",468
"776","2010-02-01",436.5
"777","2010-02-02",451.5
"778","2010-02-03",442.5
"779","2010-02-04",441
"780","2010-02-05",448.5
"781","2010-02-08",444
"782","2010-02-09",420
"783","2010-02-10",421.5
"784","2010-02-11",442.5
"785","2010-02-12",439.5
"786","2010-02-16",429
"787","2010-02-17",426
"788","2010-02-18",405
"789","2010-02-19",385.5
"790","2010-02-22",405
"791","2010-02-23",387
"792","2010-02-24",385.5
"793","2010-02-25",370.5
"794","2010-02-26",364.5
"795","2010-03-01",373.5
"796","2010-03-02",399
"797","2010-03-03",390
"798","2010-03-04",378
"799","2010-03-05",367.5
"800","2010-03-08",367.5
"801","2010-03-09",376.5
"802","2010-03-10",343.5
"803","2010-03-11",330
"804","2010-03-12",385.5
"805","2010-03-15",369
"806","2010-03-16",360
"807","2010-03-17",367.5
"808","2010-03-18",345
"809","2010-03-19",321
"810","2010-03-22",301.5
"811","2010-03-23",318
"812","2010-03-24",337.5
"813","2010-03-25",361.5
"814","2010-03-26",366
"815","2010-03-29",366
"816","2010-03-30",373.5
"817","2010-03-31",373.5
"818","2010-04-01",378
"819","2010-04-05",373.5
"820","2010-04-06",375
"821","2010-04-07",379.5
"822","2010-04-08",360
"823","2010-04-09",366
"824","2010-04-12",354
"825","2010-04-13",339
"826","2010-04-14",330
"827","2010-04-15",325.5
"828","2010-04-16",331.5
"829","2010-04-19",330
"830","2010-04-20",331.5
"831","2010-04-21",325.5
"832","2010-04-22",294
"833","2010-04-23",292.5
"834","2010-04-26",283.5
"835","2010-04-27",259.5
"836","2010-04-28",264
"837","2010-04-29",279
"838","2010-04-30",262.5
"839","2010-05-03",268.5
"840","2010-05-04",261
"841","2010-05-05",268.5
"842","2010-05-06",256.5
"843","2010-05-07",211.5
"844","2010-05-10",205.5
"845","2010-05-11",198
"846","2010-05-12",196.5
"847","2010-05-13",205.5
"848","2010-05-14",198
"849","2010-05-17",192
"850","2010-05-18",193.5
"851","2010-05-19",190.5
"852","2010-05-20",190.5
"853","2010-05-21",187.5
"854","2010-05-24",186
"855","2010-05-25",181.5
"856","2010-05-26",181.5
"857","2010-05-27",186
"858","2010-05-28",184.5
"859","2010-06-01",183
"860","2010-06-02",180
"861","2010-06-03",187.5
"862","2010-06-04",184.5
"863","2010-06-07",180
"864","2010-06-08",177
"865","2010-06-09",169.5
"866","2010-06-10",162
"867","2010-06-11",168
"868","2010-06-14",168
"869","2010-06-15",186
"870","2010-06-16",225
"871","2010-06-17",220.5
"872","2010-06-18",229.5
"873","2010-06-21",225
"874","2010-06-22",220.5
"875","2010-06-23",225
"876","2010-06-24",219
"877","2010-06-25",208.5
"878","2010-06-28",199.5
"879","2010-06-29",178.5
"880","2010-06-30",183
"881","2010-07-01",178.5
"882","2010-07-02",177
"883","2010-07-06",177
"884","2010-07-07",178.5
"885","2010-07-08",172.5
"886","2010-07-09",174
"887","2010-07-12",174
"888","2010-07-13",180
"889","2010-07-14",189
"890","2010-07-15",184.5
"891","2010-07-16",180
"892","2010-07-19",195
"893","2010-07-20",210
"894","2010-07-21",199.5
"895","2010-07-22",207
"896","2010-07-23",219
"897","2010-07-26",240
"898","2010-07-27",226.5
"899","2010-07-28",216
"900","2010-07-29",226.5
"901","2010-07-30",231
"902","2010-08-02",219
"903","2010-08-03",229.5
"904","2010-08-04",226.5
"905","2010-08-05",228
"906","2010-08-06",225
"907","2010-08-09",240
"908","2010-08-10",259.5
"909","2010-08-11",273
"910","2010-08-12",270
"911","2010-08-13",255
"912","2010-08-16",225
"913","2010-08-17",219
"914","2010-08-18",234
"915","2010-08-19",229.5
"916","2010-08-20",204
"917","2010-08-23",183
"918","2010-08-24",186
"919","2010-08-25",186
"920","2010-08-26",196.5
"921","2010-08-27",198
"922","2010-08-30",187.5
"923","2010-08-31",183
"924","2010-09-01",177
"925","2010-09-02",172.5
"926","2010-09-03",171
"927","2010-09-07",214.5
"928","2010-09-08",231
"929","2010-09-09",208.5
"930","2010-09-10",210
"931","2010-09-13",199.5
"932","2010-09-14",205.5
"933","2010-09-15",202.5
"934","2010-09-16",189
"935","2010-09-17",202.5
"936","2010-09-20",189
"937","2010-09-21",193.5
"938","2010-09-22",195
"939","2010-09-23",190.5
"940","2010-09-24",181.5
"941","2010-09-27",187.5
"942","2010-09-28",190.5
"943","2010-09-29",192
"944","2010-09-30",180
"945","2010-10-01",172.5
"946","2010-10-04",168
"947","2010-10-05",168
"948","2010-10-06",172.5
"949","2010-10-07",168
"950","2010-10-08",172.5
"951","2010-10-11",181.5
"952","2010-10-12",199.5
"953","2010-10-13",208.5
"954","2010-10-14",223.5
"955","2010-10-15",216
"956","2010-10-18",210
"957","2010-10-19",205.5
"958","2010-10-20",210
"959","2010-10-21",210
"960","2010-10-22",198
"961","2010-10-25",195
"962","2010-10-26",198
"963","2010-10-27",204
"964","2010-10-28",210
"965","2010-10-29",214.5
"966","2010-11-01",211.5
"967","2010-11-02",207
"968","2010-11-03",199.5
"969","2010-11-04",213
"970","2010-11-05",208.5
"971","2010-11-08",210
"972","2010-11-09",213
"973","2010-11-10",222
"974","2010-11-11",214.5
"975","2010-11-12",211.5
"976","2010-11-15",214.5
"977","2010-11-16",184.5
"978","2010-11-17",180
"979","2010-11-18",190.5
"980","2010-11-19",187.5
"981","2010-11-22",184.5
"982","2010-11-23",187.5
"983","2010-11-24",189
"984","2010-11-26",187.5
"985","2010-11-29",186
"986","2010-11-30",186
"987","2010-12-01",189
"988","2010-12-02",187.5
"989","2010-12-03",183
"990","2010-12-06",198
"991","2010-12-07",193.5
"992","2010-12-08",208.5
"993","2010-12-09",202.5
"994","2010-12-10",199.5
"995","2010-12-13",199.5
"996","2010-12-14",205.5
"997","2010-12-15",210
"998","2010-12-16",210
"999","2010-12-17",211.5
"1000","2010-12-20",207
"1001","2010-12-21",196.5
"1002","2010-12-22",193.5
"1003","2010-12-23",195
"1004","2010-12-27",192
"1005","2010-12-28",210
"1006","2010-12-29",222
"1007","2010-12-30",223.5
"1008","2010-12-31",217.5
"1009","2011-01-03",213
"1010","2011-01-04",217.5
"1011","2011-01-05",232.5
"1012","2011-01-06",225
"1013","2011-01-07",243
"1014","2011-01-10",210
"1015","2011-01-11",210
"1016","2011-01-12",210
"1017","2011-01-13",210
"1018","2011-01-14",208.5
"1019","2011-01-18",205.5
"1020","2011-01-19",202.5
"1021","2011-01-20",207
"1022","2011-01-21",216
"1023","2011-01-24",211.5
"1024","2011-01-25",211.5
"1025","2011-01-26",216
"1026","2011-01-27",213
"1027","2011-01-28",211.5
"1028","2011-01-31",207
"1029","2011-02-01",204
"1030","2011-02-02",193.5
"1031","2011-02-03",184.5
"1032","2011-02-04",207
"1033","2011-02-07",213
"1034","2011-02-08",193.5
"1035","2011-02-09",190.5
"1036","2011-02-10",190.5
"1037","2011-02-11",189
"1038","2011-02-14",198
"1039","2011-02-15",190.5
"1040","2011-02-16",195
"1041","2011-02-17",192
"1042","2011-02-18",198
"1043","2011-02-22",196.5
"1044","2011-02-23",190.5
"1045","2011-02-24",192
"1046","2011-02-25",192
"1047","2011-02-28",193.5
"1048","2011-03-01",189
"1049","2011-03-02",195
"1050","2011-03-03",187.5
"1051","2011-03-04",192
"1052","2011-03-07",181.5
"1053","2011-03-08",172.5
"1054","2011-03-09",174
"1055","2011-03-10",172.5
"1056","2011-03-11",168
"1057","2011-03-14",169.5
"1058","2011-03-15",168
"1059","2011-03-16",160.5
