"","date","NATI"
"1","2007-01-03",18.286667
"2","2007-01-04",18.206667
"3","2007-01-05",17.940001
"4","2007-01-08",18.059999
"5","2007-01-09",17.986666
"6","2007-01-10",18.013334
"7","2007-01-11",18.533333
"8","2007-01-12",18.373333
"9","2007-01-16",18.5
"10","2007-01-17",18.52
"11","2007-01-18",18.073334
"12","2007-01-19",18.466667
"13","2007-01-22",18.360001
"14","2007-01-23",18.386667
"15","2007-01-24",18.813334
"16","2007-01-25",18.206667
"17","2007-01-26",18.446667
"18","2007-01-29",18.353333
"19","2007-01-30",18.473333
"20","2007-01-31",19.206667
"21","2007-02-01",18.813334
"22","2007-02-02",18.646667
"23","2007-02-05",18.166666
"24","2007-02-06",18.32
"25","2007-02-07",18.553333
"26","2007-02-08",18.666666
"27","2007-02-09",18.4
"28","2007-02-12",18.633333
"29","2007-02-13",18.666666
"30","2007-02-14",18.673334
"31","2007-02-15",18.686666
"32","2007-02-16",18.446667
"33","2007-02-20",18.453333
"34","2007-02-21",18.406666
"35","2007-02-22",18.326666
"36","2007-02-23",18.293333
"37","2007-02-26",18.32
"38","2007-02-27",17.946667
"39","2007-02-28",17.886667
"40","2007-03-01",17.846666
"41","2007-03-02",17.626667
"42","2007-03-05",17.446667
"43","2007-03-06",17.780001
"44","2007-03-07",17.486666
"45","2007-03-08",17.713333
"46","2007-03-09",17.76
"47","2007-03-12",17.84
"48","2007-03-13",17.433332
"49","2007-03-14",17.559999
"50","2007-03-15",17.766666
"51","2007-03-16",17.693333
"52","2007-03-19",17.793333
"53","2007-03-20",17.886667
"54","2007-03-21",17.733334
"55","2007-03-22",17.639999
"56","2007-03-23",17.626667
"57","2007-03-26",17.613333
"58","2007-03-27",17.52
"59","2007-03-28",17.379999
"60","2007-03-29",17.34
"61","2007-03-30",17.486666
"62","2007-04-02",17.333334
"63","2007-04-03",17.606667
"64","2007-04-04",18.026667
"65","2007-04-05",18.053333
"66","2007-04-09",17.98
"67","2007-04-10",17.893333
"68","2007-04-11",17.666666
"69","2007-04-12",17.6
"70","2007-04-13",17.593334
"71","2007-04-16",18
"72","2007-04-17",18.066668
"73","2007-04-18",17.9
"74","2007-04-19",17.846666
"75","2007-04-20",17.806667
"76","2007-04-23",17.940001
"77","2007-04-24",18.066668
"78","2007-04-25",18.16
"79","2007-04-26",18.066668
"80","2007-04-27",18.753334
"81","2007-04-30",18.573334
"82","2007-05-01",18.706667
"83","2007-05-02",18.766666
"84","2007-05-03",18.799999
"85","2007-05-04",18.833334
"86","2007-05-07",18.82
"87","2007-05-08",18.873333
"88","2007-05-09",18.98
"89","2007-05-10",18.933332
"90","2007-05-11",19.266666
"91","2007-05-14",19.833334
"92","2007-05-15",19.860001
"93","2007-05-16",20
"94","2007-05-17",20.040001
"95","2007-05-18",20.006666
"96","2007-05-21",20.693333
"97","2007-05-22",20.746666
"98","2007-05-23",20.893333
"99","2007-05-24",20.719999
"100","2007-05-25",20.799999
"101","2007-05-29",20.666666
"102","2007-05-30",20.76
"103","2007-05-31",21.013334
"104","2007-06-01",21
"105","2007-06-04",20.913334
"106","2007-06-05",20.76
"107","2007-06-06",20.453333
"108","2007-06-07",20.173334
"109","2007-06-08",20.373333
"110","2007-06-11",21.026667
"111","2007-06-12",20.846666
"112","2007-06-13",20.940001
"113","2007-06-14",21.086666
"114","2007-06-15",21.18
"115","2007-06-18",22.333334
"116","2007-06-19",22.413334
"117","2007-06-20",21.986666
"118","2007-06-21",22.026667
"119","2007-06-22",21.773333
"120","2007-06-25",21.860001
"121","2007-06-26",21.946667
"122","2007-06-27",21.940001
"123","2007-06-28",21.773333
"124","2007-06-29",21.713333
"125","2007-07-02",21.706667
"126","2007-07-03",21.766666
"127","2007-07-05",21.646667
"128","2007-07-06",21.540001
"129","2007-07-09",21.406666
"130","2007-07-10",21.406666
"131","2007-07-11",21.753334
"132","2007-07-12",22.033333
"133","2007-07-13",22.6
"134","2007-07-16",22.846666
"135","2007-07-17",22.933332
"136","2007-07-18",23.073334
"137","2007-07-19",23.6
"138","2007-07-20",22.926666
"139","2007-07-23",23.366667
"140","2007-07-24",23.153334
"141","2007-07-25",23.006666
"142","2007-07-26",22.860001
"143","2007-07-27",21.773333
"144","2007-07-30",21.713333
"145","2007-07-31",21.566668
"146","2007-08-01",21.706667
"147","2007-08-02",21.973333
"148","2007-08-03",21.58
"149","2007-08-06",21.993334
"150","2007-08-07",21.92
"151","2007-08-08",22.68
"152","2007-08-09",22.426666
"153","2007-08-10",21.486666
"154","2007-08-13",21.866667
"155","2007-08-14",21.593334
"156","2007-08-15",21.106667
"157","2007-08-16",21.086666
"158","2007-08-17",20.860001
"159","2007-08-20",20.76
"160","2007-08-21",20.566668
"161","2007-08-22",20.793333
"162","2007-08-23",20.540001
"163","2007-08-24",20.646667
"164","2007-08-27",21.02
"165","2007-08-28",20.826666
"166","2007-08-29",21.360001
"167","2007-08-30",21.120001
"168","2007-08-31",21.046667
"169","2007-09-04",21.48
"170","2007-09-05",21.593334
"171","2007-09-06",22.006666
"172","2007-09-07",21.826666
"173","2007-09-10",21.886667
"174","2007-09-11",22.4
"175","2007-09-12",22.08
"176","2007-09-13",21.933332
"177","2007-09-14",21.98
"178","2007-09-17",21.513334
"179","2007-09-18",21.993334
"180","2007-09-19",22.333334
"181","2007-09-20",22.733334
"182","2007-09-21",22.533333
"183","2007-09-24",22.5
"184","2007-09-25",22.6
"185","2007-09-26",22.34
"186","2007-09-27",22.66
"187","2007-09-28",22.886667
"188","2007-10-01",23.133333
"189","2007-10-02",23.453333
"190","2007-10-03",23.299999
"191","2007-10-04",23.280001
"192","2007-10-05",23.299999
"193","2007-10-08",23.32
"194","2007-10-09",23.353333
"195","2007-10-10",23.386667
"196","2007-10-11",22.866667
"197","2007-10-12",23.266666
"198","2007-10-15",23.4
"199","2007-10-16",23.333334
"200","2007-10-17",23.34
"201","2007-10-18",23.953333
"202","2007-10-19",23.646667
"203","2007-10-22",22.953333
"204","2007-10-23",22.966667
"205","2007-10-24",22.459999
"206","2007-10-25",22.033333
"207","2007-10-26",21.74
"208","2007-10-29",21.66
"209","2007-10-30",21.546667
"210","2007-10-31",21.626667
"211","2007-11-01",21.700001
"212","2007-11-02",21.573334
"213","2007-11-05",21.686666
"214","2007-11-06",21.786667
"215","2007-11-07",21.606667
"216","2007-11-08",21.48
"217","2007-11-09",21.206667
"218","2007-11-12",21.233334
"219","2007-11-13",21.786667
"220","2007-11-14",21.673334
"221","2007-11-15",21.58
"222","2007-11-16",21.706667
"223","2007-11-19",21.440001
"224","2007-11-20",21.42
"225","2007-11-21",21.113333
"226","2007-11-23",21.42
"227","2007-11-26",20.946667
"228","2007-11-27",21.373333
"229","2007-11-28",21.959999
"230","2007-11-29",22.360001
"231","2007-11-30",22.246666
"232","2007-12-03",22.066668
"233","2007-12-04",23.120001
"234","2007-12-05",22.98
"235","2007-12-06",23.346666
"236","2007-12-07",23.466667
"237","2007-12-10",23.1
"238","2007-12-11",23.093334
"239","2007-12-12",22.799999
"240","2007-12-13",23.006666
"241","2007-12-14",22.706667
"242","2007-12-17",22.313334
"243","2007-12-18",22.200001
