"","date","MELI"
"1","2007-08-10",28.5
"2","2007-08-13",31.65
"3","2007-08-14",30.030001
"4","2007-08-15",28.559999
"5","2007-08-16",28.1
"6","2007-08-17",32.849998
"7","2007-08-20",30.469999
"8","2007-08-21",29.02
"9","2007-08-22",29.57
"10","2007-08-23",30
"11","2007-08-24",30
"12","2007-08-27",29.4
"13","2007-08-28",28.9
"14","2007-08-29",29.33
"15","2007-08-30",28.75
"16","2007-08-31",28.120001
"17","2007-09-04",28
"18","2007-09-05",28.51
"19","2007-09-06",29.93
"20","2007-09-07",29.5
"21","2007-09-10",29.299999
"22","2007-09-11",29.08
"23","2007-09-12",29.17
"24","2007-09-13",29
"25","2007-09-14",28.5
"26","2007-09-17",27.75
"27","2007-09-18",28
"28","2007-09-19",33.279999
"29","2007-09-20",37.060001
"30","2007-09-21",40.52
"31","2007-09-24",41.060001
"32","2007-09-25",38.200001
"33","2007-09-26",38.080002
"34","2007-09-27",36.919998
"35","2007-09-28",36.259998
"36","2007-10-01",36.709999
"37","2007-10-02",39.400002
"38","2007-10-03",42.119999
"39","2007-10-04",41.27
"40","2007-10-05",41.110001
"41","2007-10-08",41.02
"42","2007-10-09",45.380001
"43","2007-10-10",44.939999
"44","2007-10-11",41.209999
"45","2007-10-12",40.459999
"46","2007-10-15",38.439999
"47","2007-10-16",36.93
"48","2007-10-17",38.580002
"49","2007-10-18",39.84
"50","2007-10-19",37.299999
"51","2007-10-22",38.639999
"52","2007-10-23",42.830002
"53","2007-10-24",39.380001
"54","2007-10-25",40.029999
"55","2007-10-26",43.07
"56","2007-10-29",44.59
"57","2007-10-30",45.860001
"58","2007-10-31",44.68
"59","2007-11-01",41.360001
"60","2007-11-02",44.34
"61","2007-11-05",43.529999
"62","2007-11-06",45.48
"63","2007-11-07",39.400002
"64","2007-11-08",37.52
"65","2007-11-09",36.759998
"66","2007-11-12",35.18
"67","2007-11-13",41.060001
"68","2007-11-14",43.189999
"69","2007-11-15",46.439999
"70","2007-11-16",46.509998
"71","2007-11-19",44.689999
"72","2007-11-20",43.619999
"73","2007-11-21",41.200001
"74","2007-11-23",42.360001
"75","2007-11-26",41.169998
"76","2007-11-27",41.119999
"77","2007-11-28",43.610001
"78","2007-11-29",43
"79","2007-11-30",42.41
"80","2007-12-03",44.709999
"81","2007-12-04",43.360001
"82","2007-12-05",44.240002
"83","2007-12-06",44.029999
"84","2007-12-07",43.77
"85","2007-12-10",49.970001
"86","2007-12-11",47.490002
"87","2007-12-12",50.799999
"88","2007-12-13",53.630001
"89","2007-12-14",61.549999
"90","2007-12-17",60.34
"91","2007-12-18",59.68
"92","2007-12-19",59.900002
"93","2007-12-20",60.470001
"94","2007-12-21",60.060001
"95","2007-12-24",60.400002
"96","2007-12-26",72.849998
"97","2007-12-27",75.300003
"98","2007-12-28",78.809998
"99","2007-12-31",73.879997
"100","2008-01-02",70.099998
"101","2008-01-03",69.440002
"102","2008-01-04",64.089996
"103","2008-01-07",61.369999
"104","2008-01-08",61.099998
"105","2008-01-09",60.68
"106","2008-01-10",64.059998
"107","2008-01-11",62.599998
"108","2008-01-14",64.709999
"109","2008-01-15",59.98
"110","2008-01-16",54.23
"111","2008-01-17",45.41
"112","2008-01-18",47.049999
"113","2008-01-22",47.709999
"114","2008-01-23",50.02
"115","2008-01-24",56.639999
"116","2008-01-25",54.060001
"117","2008-01-28",42.599998
"118","2008-01-29",41.700001
"119","2008-01-30",36.110001
"120","2008-01-31",37.029999
"121","2008-02-01",37.48
"122","2008-02-04",36.490002
"123","2008-02-05",36.259998
"124","2008-02-06",33.950001
"125","2008-02-07",31.73
"126","2008-02-08",31.719999
"127","2008-02-11",36.150002
"128","2008-02-12",34.610001
"129","2008-02-13",36.75
"130","2008-02-14",35.389999
"131","2008-02-15",35.790001
"132","2008-02-19",34.630001
"133","2008-02-20",34.580002
"134","2008-02-21",33.150002
"135","2008-02-22",33.400002
"136","2008-02-25",33.830002
"137","2008-02-26",33.380001
"138","2008-02-27",36.630001
"139","2008-02-28",37.380001
"140","2008-02-29",36.150002
"141","2008-03-03",37.59
"142","2008-03-04",35.869999
"143","2008-03-05",37.130001
"144","2008-03-06",39.240002
"145","2008-03-07",36.549999
"146","2008-03-10",33.950001
"147","2008-03-11",36.490002
"148","2008-03-12",38.830002
"149","2008-03-13",38.599998
"150","2008-03-14",38.240002
"151","2008-03-17",35.150002
"152","2008-03-18",37.23
"153","2008-03-19",36.349998
"154","2008-03-20",36.349998
"155","2008-03-24",38.5
"156","2008-03-25",40.450001
"157","2008-03-26",41.549999
"158","2008-03-27",38.889999
"159","2008-03-28",37.040001
"160","2008-03-31",39.759998
"161","2008-04-01",40.82
"162","2008-04-02",39.209999
"163","2008-04-03",39.639999
"164","2008-04-04",43.220001
"165","2008-04-07",43.700001
"166","2008-04-08",45.360001
"167","2008-04-09",45.150002
"168","2008-04-10",47.139999
"169","2008-04-11",46.490002
"170","2008-04-14",44.689999
"171","2008-04-15",45.84
"172","2008-04-16",48.98
"173","2008-04-17",50.02
"174","2008-04-18",50.25
"175","2008-04-21",51.84
"176","2008-04-22",50.52
"177","2008-04-23",51.400002
"178","2008-04-24",51.810001
"179","2008-04-25",51.900002
"180","2008-04-28",52
"181","2008-04-29",49.869999
"182","2008-04-30",50.580002
"183","2008-05-01",50.25
"184","2008-05-02",49.990002
"185","2008-05-05",56
"186","2008-05-06",54.75
"187","2008-05-07",56.049999
"188","2008-05-08",55
"189","2008-05-09",54.02
"190","2008-05-12",52.259998
"191","2008-05-13",55.860001
"192","2008-05-14",53.889999
"193","2008-05-15",54.490002
"194","2008-05-16",54.700001
"195","2008-05-19",53.389999
"196","2008-05-20",53.560001
"197","2008-05-21",50.419998
"198","2008-05-22",44.630001
"199","2008-05-23",45.290001
"200","2008-05-27",43.450001
"201","2008-05-28",44.900002
"202","2008-05-29",44.779999
"203","2008-05-30",46.950001
"204","2008-06-02",46.330002
