"","date","HOFT"
"1","2007-01-03",15.47
"2","2007-01-04",15.17
"3","2007-01-05",14.93
"4","2007-01-08",14.94
"5","2007-01-09",14.91
"6","2007-01-10",14.89
"7","2007-01-11",15.2
"8","2007-01-12",15.41
"9","2007-01-16",15.33
"10","2007-01-17",15.31
"11","2007-01-18",15.43
"12","2007-01-19",15.55
"13","2007-01-22",15.52
"14","2007-01-23",15.52
"15","2007-01-24",15.69
"16","2007-01-25",15.28
"17","2007-01-26",15.01
"18","2007-01-29",15.04
"19","2007-01-30",15.49
"20","2007-01-31",15.63
"21","2007-02-01",16
"22","2007-02-02",15.76
"23","2007-02-05",15.46
"24","2007-02-06",15.43
"25","2007-02-07",15.59
"26","2007-02-08",15.65
"27","2007-02-09",18.299999
"28","2007-02-12",18.129999
"29","2007-02-13",17.66
"30","2007-02-14",17.950001
"31","2007-02-15",17.99
"32","2007-02-16",18.940001
"33","2007-02-20",19.16
"34","2007-02-21",19.76
"35","2007-02-22",19.950001
"36","2007-02-23",19.719999
"37","2007-02-26",19.700001
"38","2007-02-27",19.110001
"39","2007-02-28",18.85
"40","2007-03-01",19.24
"41","2007-03-02",19
"42","2007-03-05",18.950001
"43","2007-03-06",19.25
"44","2007-03-07",19.280001
"45","2007-03-08",19.33
"46","2007-03-09",19.879999
"47","2007-03-12",19.92
"48","2007-03-13",19.43
"49","2007-03-14",19.49
"50","2007-03-15",19.35
"51","2007-03-16",19.219999
"52","2007-03-19",19.219999
"53","2007-03-20",19.34
"54","2007-03-21",20.15
"55","2007-03-22",19.82
"56","2007-03-23",20.41
"57","2007-03-26",20.139999
"58","2007-03-27",19.76
"59","2007-03-28",19.879999
"60","2007-03-29",19.9
"61","2007-03-30",20.049999
"62","2007-04-02",20.91
"63","2007-04-03",21.93
"64","2007-04-04",21.620001
"65","2007-04-05",20.809999
"66","2007-04-09",21.280001
"67","2007-04-10",21.17
"68","2007-04-11",20.92
"69","2007-04-12",20.92
"70","2007-04-13",21
"71","2007-04-16",21.17
"72","2007-04-17",21.030001
"73","2007-04-18",21.34
"74","2007-04-19",21.02
"75","2007-04-20",21.610001
"76","2007-04-23",21.75
"77","2007-04-24",21.959999
"78","2007-04-25",21.889999
"79","2007-04-26",22.200001
"80","2007-04-27",22.01
"81","2007-04-30",22.030001
"82","2007-05-01",22.389999
"83","2007-05-02",23.299999
"84","2007-05-03",23.23
"85","2007-05-04",23.139999
"86","2007-05-07",23.58
"87","2007-05-08",23.43
"88","2007-05-09",23.65
"89","2007-05-10",22.620001
"90","2007-05-11",23.5
"91","2007-05-14",22.719999
"92","2007-05-15",22.57
"93","2007-05-16",23
"94","2007-05-17",22.959999
"95","2007-05-18",23
"96","2007-05-21",23.559999
"97","2007-05-22",24.77
"98","2007-05-23",24.5
"99","2007-05-24",24.52
"100","2007-05-25",24.75
"101","2007-05-29",24.74
"102","2007-05-30",24.48
"103","2007-05-31",24.74
"104","2007-06-01",24.33
"105","2007-06-04",24.52
"106","2007-06-05",24.08
"107","2007-06-06",23.92
"108","2007-06-07",20.4
"109","2007-06-08",20.690001
"110","2007-06-11",20.709999
"111","2007-06-12",20.27
"112","2007-06-13",20.610001
"113","2007-06-14",21.059999
"114","2007-06-15",21.25
"115","2007-06-18",21.959999
"116","2007-06-19",22.34
"117","2007-06-20",22.059999
"118","2007-06-21",22.190001
"119","2007-06-22",21.610001
"120","2007-06-25",21.299999
"121","2007-06-26",21.370001
"122","2007-06-27",22.25
"123","2007-06-28",22.26
"124","2007-06-29",22.440001
"125","2007-07-02",22.51
"126","2007-07-03",23.33
"127","2007-07-05",23.08
"128","2007-07-06",23.139999
"129","2007-07-09",23.139999
"130","2007-07-10",22.139999
"131","2007-07-11",22.059999
"132","2007-07-12",21.799999
"133","2007-07-13",22.360001
"134","2007-07-16",21.65
"135","2007-07-17",20.98
"136","2007-07-18",20.940001
"137","2007-07-19",20.709999
"138","2007-07-20",20.35
"139","2007-07-23",20.68
"140","2007-07-24",20.32
"141","2007-07-25",20.860001
"142","2007-07-26",19.969999
"143","2007-07-27",20.200001
"144","2007-07-30",20.58
"145","2007-07-31",20.25
"146","2007-08-01",20.110001
"147","2007-08-02",19.440001
"148","2007-08-03",18.049999
"149","2007-08-06",18.1
"150","2007-08-07",18.25
"151","2007-08-08",17.6
"152","2007-08-09",16.85
"153","2007-08-10",19.83
"154","2007-08-13",18.709999
"155","2007-08-14",17.889999
"156","2007-08-15",17.870001
"157","2007-08-16",19.07
"158","2007-08-17",19.389999
"159","2007-08-20",19.280001
"160","2007-08-21",19.290001
"161","2007-08-22",19.950001
"162","2007-08-23",19.5
"163","2007-08-24",19.4
"164","2007-08-27",19.24
"165","2007-08-28",17.950001
"166","2007-08-29",19.059999
"167","2007-08-30",18.610001
"168","2007-08-31",18.35
"169","2007-09-04",18.67
"170","2007-09-05",17.43
"171","2007-09-06",20.59
"172","2007-09-07",19.98
"173","2007-09-10",19.73
"174","2007-09-11",20.200001
"175","2007-09-12",21.209999
"176","2007-09-13",20.84
"177","2007-09-14",20.950001
"178","2007-09-17",20.290001
"179","2007-09-18",20.940001
"180","2007-09-19",20.93
"181","2007-09-20",20.1
"182","2007-09-21",20.049999
"183","2007-09-24",19.860001
"184","2007-09-25",19.120001
"185","2007-09-26",19.610001
"186","2007-09-27",19.709999
"187","2007-09-28",20.02
"188","2007-10-01",21.35
"189","2007-10-02",21.639999
"190","2007-10-03",21.700001
"191","2007-10-04",21.290001
"192","2007-10-05",21.82
"193","2007-10-08",21.030001
"194","2007-10-09",21.57
"195","2007-10-10",20.82
"196","2007-10-11",20.59
"197","2007-10-12",20.540001
"198","2007-10-15",20.440001
"199","2007-10-16",20.709999
"200","2007-10-17",20.9
"201","2007-10-18",20.84
"202","2007-10-19",20.360001
"203","2007-10-22",20.860001
"204","2007-10-23",21.5
"205","2007-10-24",21.1
"206","2007-10-25",20.82
"207","2007-10-26",20.799999
"208","2007-10-29",20.52
"209","2007-10-30",20.709999
"210","2007-10-31",21.540001
"211","2007-11-01",20.4
"212","2007-11-02",20.58
"213","2007-11-05",20.48
"214","2007-11-06",20.67
"215","2007-11-07",19.98
"216","2007-11-08",20.51
"217","2007-11-09",20.32
"218","2007-11-12",21.66
"219","2007-11-13",22.18
"220","2007-11-14",21.700001
"221","2007-11-15",21.32
"222","2007-11-16",21.209999
"223","2007-11-19",20.040001
"224","2007-11-20",19.959999
"225","2007-11-21",19.719999
"226","2007-11-23",19.76
"227","2007-11-26",18.15
"228","2007-11-27",17.879999
"229","2007-11-28",18.059999
"230","2007-11-29",18.040001
"231","2007-11-30",16.82
"232","2007-12-03",17.059999
"233","2007-12-04",17
"234","2007-12-05",17.190001
"235","2007-12-06",20.4
"236","2007-12-07",19.35
"237","2007-12-10",20.540001
"238","2007-12-11",18.91
"239","2007-12-12",19.620001
"240","2007-12-13",20.32
"241","2007-12-14",19.639999
"242","2007-12-17",19.870001
"243","2007-12-18",20.780001
"244","2007-12-19",20.67
"245","2007-12-20",20.790001
"246","2007-12-21",21.1
"247","2007-12-24",21.700001
"248","2007-12-26",21.34
"249","2007-12-27",20.200001
"250","2007-12-28",19.92
"251","2007-12-31",20.1
"252","2008-01-02",19.620001
"253","2008-01-03",19.440001
"254","2008-01-04",18.68
"255","2008-01-07",19.35
"256","2008-01-08",18.860001
"257","2008-01-09",20.129999
"258","2008-01-10",20.049999
"259","2008-01-11",19.219999
"260","2008-01-14",19.59
"261","2008-01-15",18.780001
"262","2008-01-16",18.700001
"263","2008-01-17",18.18
"264","2008-01-18",18.02
"265","2008-01-22",18.07
"266","2008-01-23",20.780001
"267","2008-01-24",20.68
"268","2008-01-25",20.309999
"269","2008-01-28",21.4
"270","2008-01-29",21.57
"271","2008-01-30",21.280001
"272","2008-01-31",21.940001
"273","2008-02-01",21.9
"274","2008-02-04",21.41
"275","2008-02-05",21.030001
"276","2008-02-06",20.709999
"277","2008-02-07",21.42
"278","2008-02-08",21.01
"279","2008-02-11",20.950001
"280","2008-02-12",21.450001
"281","2008-02-13",23
"282","2008-02-14",21.940001
"283","2008-02-15",21.43
"284","2008-02-19",21.290001
"285","2008-02-20",21.549999
"286","2008-02-21",20.719999
"287","2008-02-22",20.43
"288","2008-02-25",21.58
"289","2008-02-26",21.93
"290","2008-02-27",22.139999
"291","2008-02-28",21.540001
"292","2008-02-29",20.49
"293","2008-03-03",20.4
"294","2008-03-04",20.389999
"295","2008-03-05",20.42
"296","2008-03-06",19.629999
"297","2008-03-07",19.6
"298","2008-03-10",19.969999
"299","2008-03-11",20.450001
"300","2008-03-12",20.610001
"301","2008-03-13",22.24
"302","2008-03-14",22.559999
"303","2008-03-17",22.540001
"304","2008-03-18",23.76
"305","2008-03-19",22.68
"306","2008-03-20",22.9
"307","2008-03-24",22.940001
"308","2008-03-25",22.77
"309","2008-03-26",23.42
"310","2008-03-27",22.959999
"311","2008-03-28",22.299999
"312","2008-03-31",22.34
"313","2008-04-01",23.5
"314","2008-04-02",23.200001
"315","2008-04-03",22.780001
"316","2008-04-04",22.65
"317","2008-04-07",22.549999
"318","2008-04-08",22.940001
"319","2008-04-09",21.440001
"320","2008-04-10",21.620001
"321","2008-04-11",20.790001
"322","2008-04-14",20.57
"323","2008-04-15",20.809999
"324","2008-04-16",21.370001
"325","2008-04-17",20.780001
"326","2008-04-18",21.73
"327","2008-04-21",21.709999
"328","2008-04-22",20.66
"329","2008-04-23",21
"330","2008-04-24",21.24
"331","2008-04-25",21.1
"332","2008-04-28",21.15
"333","2008-04-29",21.059999
"334","2008-04-30",20.969999
"335","2008-05-01",21.299999
"336","2008-05-02",21.5
"337","2008-05-05",21.290001
"338","2008-05-06",21.34
"339","2008-05-07",20.4
"340","2008-05-08",21.139999
"341","2008-05-09",20.08
"342","2008-05-12",21.110001
"343","2008-05-13",20.799999
"344","2008-05-14",20.870001
"345","2008-05-15",20.43
"346","2008-05-16",20
"347","2008-05-19",20.1
"348","2008-05-20",20.120001
"349","2008-05-21",20.030001
"350","2008-05-22",20.5
"351","2008-05-23",19.98
"352","2008-05-27",20.299999
"353","2008-05-28",20.32
"354","2008-05-29",20.51
"355","2008-05-30",20.18
"356","2008-06-02",20.030001
"357","2008-06-03",20.07
"358","2008-06-04",20.09
"359","2008-06-05",20.4
"360","2008-06-06",20.620001
"361","2008-06-09",20.91
"362","2008-06-10",20.42
"363","2008-06-11",17.43
"364","2008-06-12",17.309999
"365","2008-06-13",17.77
"366","2008-06-16",17.52
"367","2008-06-17",17.35
"368","2008-06-18",17.370001
"369","2008-06-19",17.66
"370","2008-06-20",17.459999
"371","2008-06-23",17.709999
"372","2008-06-24",17.49
"373","2008-06-25",17.76
"374","2008-06-26",17.629999
"375","2008-06-27",17.34
"376","2008-06-30",17.32
"377","2008-07-01",17.360001
"378","2008-07-02",16.969999
"379","2008-07-03",17.360001
"380","2008-07-07",16.76
"381","2008-07-08",17.08
"382","2008-07-09",16.51
"383","2008-07-10",16.540001
"384","2008-07-11",16.360001
"385","2008-07-14",15.92
"386","2008-07-15",16.91
"387","2008-07-16",17.120001
"388","2008-07-17",17.33
"389","2008-07-18",17.59
"390","2008-07-21",17.67
"391","2008-07-22",18.65
"392","2008-07-23",18.219999
"393","2008-07-24",18.040001
"394","2008-07-25",18.530001
"395","2008-07-28",18.120001
"396","2008-07-29",18.09
"397","2008-07-30",17.040001
"398","2008-07-31",16.719999
"399","2008-08-01",16.959999
"400","2008-08-04",16.790001
"401","2008-08-05",16.969999
"402","2008-08-06",16.969999
"403","2008-08-07",16.51
"404","2008-08-08",16.959999
"405","2008-08-11",17
"406","2008-08-12",16.889999
"407","2008-08-13",16.98
"408","2008-08-14",17.24
"409","2008-08-15",17.299999
"410","2008-08-18",17.41
"411","2008-08-19",17.1
"412","2008-08-20",17.360001
"413","2008-08-21",17.4
"414","2008-08-22",17.67
"415","2008-08-25",16.780001
"416","2008-08-26",17.049999
"417","2008-08-27",17.049999
"418","2008-08-28",17.200001
"419","2008-08-29",16.84
"420","2008-09-02",17.469999
"421","2008-09-03",18
"422","2008-09-04",17.530001
"423","2008-09-05",17.690001
"424","2008-09-08",18.84
"425","2008-09-09",18.5
"426","2008-09-10",17.58
"427","2008-09-11",17.049999
"428","2008-09-12",16.65
"429","2008-09-15",16.969999
"430","2008-09-16",18.09
"431","2008-09-17",18.08
"432","2008-09-18",19.389999
"433","2008-09-19",19.85
"434","2008-09-22",17.049999
"435","2008-09-23",17.99
"436","2008-09-24",17.02
"437","2008-09-25",17.360001
"438","2008-09-26",17.65
"439","2008-09-29",17.49
"440","2008-09-30",17.75
"441","2008-10-01",16.940001
"442","2008-10-02",16.219999
"443","2008-10-03",15.64
"444","2008-10-06",14.98
"445","2008-10-07",14.61
"446","2008-10-08",14.61
"447","2008-10-09",13.7
"448","2008-10-10",14.26
"449","2008-10-13",15.2
"450","2008-10-14",15
"451","2008-10-15",14.58
"452","2008-10-16",14.36
"453","2008-10-17",13.68
"454","2008-10-20",13.31
"455","2008-10-21",12.47
"456","2008-10-22",11.72
"457","2008-10-23",11.81
"458","2008-10-24",9.49
"459","2008-10-27",8.8
"460","2008-10-28",9.09
"461","2008-10-29",8.97
"462","2008-10-30",9
"463","2008-10-31",9.11
"464","2008-11-03",9.8
"465","2008-11-04",9.5
"466","2008-11-05",9.01
"467","2008-11-06",8.85
"468","2008-11-07",8.91
"469","2008-11-10",8.46
"470","2008-11-11",8.94
"471","2008-11-12",8.97
"472","2008-11-13",9.12
"473","2008-11-14",8.4
"474","2008-11-17",8.29
"475","2008-11-18",8.69
"476","2008-11-19",7.07
"477","2008-11-20",6.1
"478","2008-11-21",6.4
"479","2008-11-24",6.3
"480","2008-11-25",6.02
"481","2008-11-26",6.88
"482","2008-11-28",6.67
"483","2008-12-01",6.26
"484","2008-12-02",6.56
"485","2008-12-03",6.99
"486","2008-12-04",6.95
"487","2008-12-05",7.17
"488","2008-12-08",7.48
"489","2008-12-09",7.25
"490","2008-12-10",7.22
"491","2008-12-11",6.66
"492","2008-12-12",6.95
"493","2008-12-15",6.54
"494","2008-12-16",7.33
"495","2008-12-17",7.09
"496","2008-12-18",7.01
"497","2008-12-19",7.34
"498","2008-12-22",7.19
"499","2008-12-23",7.16
"500","2008-12-24",7.22
"501","2008-12-26",7.25
"502","2008-12-29",7.25
"503","2008-12-30",7.95
"504","2008-12-31",7.66
"505","2009-01-02",7.67
"506","2009-01-05",8.46
"507","2009-01-06",8.95
"508","2009-01-07",8.17
"509","2009-01-08",8.4
"510","2009-01-09",8.04
"511","2009-01-12",8.03
"512","2009-01-13",8.34
"513","2009-01-14",8.2
"514","2009-01-15",8.14
"515","2009-01-16",8.06
"516","2009-01-20",7.94
"517","2009-01-21",8.24
"518","2009-01-22",8
"519","2009-01-23",7.99
"520","2009-01-26",8.47
"521","2009-01-27",8.63
"522","2009-01-28",8.9
"523","2009-01-29",8
"524","2009-01-30",8.08
"525","2009-02-02",8.09
"526","2009-02-03",8.17
"527","2009-02-04",8.47
"528","2009-02-05",9.24
"529","2009-02-06",9.32
"530","2009-02-09",9.49
"531","2009-02-10",9.22
"532","2009-02-11",8.91
"533","2009-02-12",8.74
"534","2009-02-13",8.39
"535","2009-02-17",7.62
"536","2009-02-18",7.68
"537","2009-02-19",7.5
"538","2009-02-20",7.11
"539","2009-02-23",6.6
"540","2009-02-24",6.98
"541","2009-02-25",6.75
"542","2009-02-26",6.85
"543","2009-02-27",6.9
"544","2009-03-02",6.93
"545","2009-03-03",6.61
"546","2009-03-04",6.62
"547","2009-03-05",5.88
"548","2009-03-06",5.52
"549","2009-03-09",5.62
"550","2009-03-10",5.9
"551","2009-03-11",6.02
"552","2009-03-12",6.07
"553","2009-03-13",6.57
"554","2009-03-16",6.84
"555","2009-03-17",7.26
"556","2009-03-18",8.62
"557","2009-03-19",8.51
"558","2009-03-20",7.9
"559","2009-03-23",9.26
"560","2009-03-24",8.62
"561","2009-03-25",8.7
"562","2009-03-26",9.25
"563","2009-03-27",8.25
"564","2009-03-30",7.76
"565","2009-03-31",8.44
"566","2009-04-01",8.61
"567","2009-04-02",9.51
"568","2009-04-03",9.22
"569","2009-04-06",9.23
"570","2009-04-07",9.09
"571","2009-04-08",9.25
"572","2009-04-09",9.91
"573","2009-04-13",9.71
"574","2009-04-14",9.16
"575","2009-04-15",9.29
"576","2009-04-16",9.33
"577","2009-04-17",9.38
"578","2009-04-20",9.01
"579","2009-04-21",9.95
"580","2009-04-22",9.79
"581","2009-04-23",10.01
"582","2009-04-24",11.15
"583","2009-04-27",10.34
"584","2009-04-28",11.26
"585","2009-04-29",11.1
"586","2009-04-30",11.72
"587","2009-05-01",11.75
"588","2009-05-04",12.34
"589","2009-05-05",12.63
"590","2009-05-06",13.02
"591","2009-05-07",12.75
"592","2009-05-08",13.94
"593","2009-05-11",12.58
"594","2009-05-12",12.08
"595","2009-05-13",11.56
"596","2009-05-14",11.95
"597","2009-05-15",11.54
"598","2009-05-18",12.04
"599","2009-05-19",12.16
"600","2009-05-20",11.33
"601","2009-05-21",11.27
"602","2009-05-22",11.78
"603","2009-05-26",12.72
"604","2009-05-27",12.57
"605","2009-05-28",12.71
"606","2009-05-29",12.4
"607","2009-06-01",13.62
"608","2009-06-02",12.14
"609","2009-06-03",11.99
"610","2009-06-04",12
"611","2009-06-05",11.94
"612","2009-06-08",12.06
"613","2009-06-09",12.97
"614","2009-06-10",11.91
"615","2009-06-11",12.14
"616","2009-06-12",12.1
"617","2009-06-15",12.81
"618","2009-06-16",11.86
"619","2009-06-17",12.56
"620","2009-06-18",12.22
"621","2009-06-19",12.43
"622","2009-06-22",11.3
"623","2009-06-23",11.46
"624","2009-06-24",11.66
"625","2009-06-25",11.68
"626","2009-06-26",11.7
"627","2009-06-29",11.51
"628","2009-06-30",11.48
"629","2009-07-01",11.86
"630","2009-07-02",11.3
"631","2009-07-06",11.41
"632","2009-07-07",12.16
"633","2009-07-08",12
"634","2009-07-09",11.38
"635","2009-07-10",11.98
"636","2009-07-13",12
"637","2009-07-14",11.93
"638","2009-07-15",12.22
"639","2009-07-16",12.49
"640","2009-07-17",12.1
"641","2009-07-20",12.55
"642","2009-07-21",12.23
"643","2009-07-22",12.19
"644","2009-07-23",13.75
"645","2009-07-24",13.03
"646","2009-07-27",13.49
"647","2009-07-28",13.83
"648","2009-07-29",13.56
"649","2009-07-30",13.72
"650","2009-07-31",13.73
"651","2009-08-03",13.54
"652","2009-08-04",13.76
"653","2009-08-05",13.51
"654","2009-08-06",13.04
"655","2009-08-07",13.3
"656","2009-08-10",13.41
"657","2009-08-11",13.07
"658","2009-08-12",13.36
"659","2009-08-13",13.38
"660","2009-08-14",13.26
"661","2009-08-17",13.3
"662","2009-08-18",13.38
"663","2009-08-19",13.35
"664","2009-08-20",13.58
"665","2009-08-21",13.67
"666","2009-08-24",13.51
"667","2009-08-25",13.44
"668","2009-08-26",13.62
"669","2009-08-27",13.52
"670","2009-08-28",13.3
"671","2009-08-31",13.31
"672","2009-09-01",13.26
"673","2009-09-02",13.23
"674","2009-09-03",13.25
"675","2009-09-04",13.58
"676","2009-09-08",13.46
"677","2009-09-09",13.57
"678","2009-09-10",13.42
"679","2009-09-11",13.67
"680","2009-09-14",14.1
"681","2009-09-15",13.69
"682","2009-09-16",14.14
"683","2009-09-17",14.18
"684","2009-09-18",13.72
"685","2009-09-21",14.01
"686","2009-09-22",14.28
"687","2009-09-23",13.72
"688","2009-09-24",13.67
"689","2009-09-25",13.73
"690","2009-09-28",13.97
"691","2009-09-29",13.92
"692","2009-09-30",13.5
"693","2009-10-01",13.17
"694","2009-10-02",13.28
"695","2009-10-05",13.48
"696","2009-10-06",13.57
"697","2009-10-07",13.53
"698","2009-10-08",13.3
"699","2009-10-09",13.76
"700","2009-10-12",13.74
"701","2009-10-13",13.41
"702","2009-10-14",13.79
"703","2009-10-15",13.88
"704","2009-10-16",14.04
"705","2009-10-19",14.03
"706","2009-10-20",13.62
"707","2009-10-21",13.61
"708","2009-10-22",14.13
"709","2009-10-23",13.49
"710","2009-10-26",13.27
"711","2009-10-27",13.58
"712","2009-10-28",13.24
"713","2009-10-29",13.22
"714","2009-10-30",12.81
"715","2009-11-02",12.31
"716","2009-11-03",12.06
"717","2009-11-04",11.6
"718","2009-11-05",12.24
"719","2009-11-06",12.37
"720","2009-11-09",12.7
"721","2009-11-10",12.23
"722","2009-11-11",12.43
"723","2009-11-12",12.11
"724","2009-11-13",12.27
"725","2009-11-16",12.81
"726","2009-11-17",12.58
"727","2009-11-18",12.68
"728","2009-11-19",12.13
"729","2009-11-20",12.11
"730","2009-11-23",12.42
"731","2009-11-24",12.28
"732","2009-11-25",12.33
"733","2009-11-27",11.82
"734","2009-11-30",12.2
"735","2009-12-01",12.3
"736","2009-12-02",12.8
"737","2009-12-03",11.92
"738","2009-12-04",12.67
"739","2009-12-07",12.07
"740","2009-12-08",12
"741","2009-12-09",12.77
"742","2009-12-10",12.63
"743","2009-12-11",12.65
"744","2009-12-14",12.74
"745","2009-12-15",12.55
"746","2009-12-16",12.66
"747","2009-12-17",12.55
"748","2009-12-18",12.7
"749","2009-12-21",12.64
"750","2009-12-22",12.62
"751","2009-12-23",12.73
"752","2009-12-24",12.76
"753","2009-12-28",12.6
"754","2009-12-29",12.61
"755","2009-12-30",12.52
"756","2009-12-31",12.37
"757","2010-01-04",12.75
