"","date","WPRT"
"332","2009-12-08",11.72
"333","2009-12-09",10.52
"334","2009-12-10",10.62
"335","2009-12-11",10.97
"336","2009-12-14",11.59
"337","2009-12-15",11.46
"338","2009-12-16",11.25
"339","2009-12-17",11.03
"340","2009-12-18",10.87
"341","2009-12-21",11.56
"342","2009-12-22",12.19
"343","2009-12-23",11.89
"344","2009-12-24",11.94
"345","2009-12-28",11.94
"346","2009-12-29",11.85
"347","2009-12-30",11.66
"348","2009-12-31",11.58
"349","2010-01-04",11.96
"350","2010-01-05",12.99
"351","2010-01-06",13.74
"352","2010-01-07",13.65
"353","2010-01-08",14.01
"354","2010-01-11",13.84
"355","2010-01-12",13.86
"356","2010-01-13",14.05
"357","2010-01-14",14.16
"358","2010-01-15",13.81
"359","2010-01-19",13.8
"360","2010-01-20",13.75
"361","2010-01-21",13.73
"362","2010-01-22",13.5
"363","2010-01-25",13.05
"364","2010-01-26",12.67
"365","2010-01-27",12.91
"366","2010-01-28",12.25
"367","2010-01-29",12.4
"368","2010-02-01",12.55
"369","2010-02-02",13.1
"370","2010-02-03",13
"371","2010-02-04",12.02
"372","2010-02-05",11.78
"373","2010-02-08",11.72
"374","2010-02-09",11.67
"375","2010-02-10",11.18
"376","2010-02-11",11.16
"377","2010-02-12",12.76
"378","2010-02-16",12.95
"379","2010-02-17",13.41
"380","2010-02-18",12.99
"381","2010-02-19",13.46
"382","2010-02-22",13.54
"383","2010-02-23",13.41
"384","2010-02-24",13.26
"385","2010-02-25",14.14
"386","2010-02-26",13.87
"387","2010-03-01",14.5
"388","2010-03-02",14.24
"389","2010-03-03",14.04
"390","2010-03-04",13.88
"391","2010-03-05",14.21
"392","2010-03-08",14.89
"393","2010-03-09",14.85
"394","2010-03-10",14.94
"395","2010-03-11",15.89
"396","2010-03-12",16.26
"397","2010-03-15",17.059999
"398","2010-03-16",16.15
"399","2010-03-17",16.549999
"400","2010-03-18",16.059999
"401","2010-03-19",15.43
"402","2010-03-22",16.139999
"403","2010-03-23",16.450001
"404","2010-03-24",16.67
"405","2010-03-25",16.139999
"406","2010-03-26",16.030001
"407","2010-03-29",16.450001
"408","2010-03-30",16.48
"409","2010-03-31",16.49
"410","2010-04-01",16.4
"411","2010-04-05",17.360001
"412","2010-04-06",17.950001
"413","2010-04-07",17.33
"414","2010-04-08",18.799999
"415","2010-04-09",18.450001
"416","2010-04-12",19.030001
"417","2010-04-13",18.67
"418","2010-04-14",19.620001
"419","2010-04-15",19.969999
"420","2010-04-16",19.389999
"421","2010-04-19",17.860001
"422","2010-04-20",18.73
"423","2010-04-21",19.049999
"424","2010-04-22",18.93
"425","2010-04-23",19.43
"426","2010-04-26",19.360001
"427","2010-04-27",17.91
"428","2010-04-28",18.549999
"429","2010-04-29",19.190001
"430","2010-04-30",19
"431","2010-05-03",18.48
"432","2010-05-04",18.309999
"433","2010-05-05",18.51
"434","2010-05-06",17.34
"435","2010-05-07",16.16
"436","2010-05-10",17.93
"437","2010-05-11",18.34
"438","2010-05-12",19.299999
"439","2010-05-13",19.459999
"440","2010-05-14",18.1
"441","2010-05-17",16.950001
"442","2010-05-18",16.799999
"443","2010-05-19",15.45
"444","2010-05-20",14.53
"445","2010-05-21",15.15
"446","2010-05-24",14.56
"447","2010-05-25",14.51
"448","2010-05-26",15.11
"449","2010-05-27",16.209999
"450","2010-05-28",16.309999
"451","2010-06-01",15.54
"452","2010-06-02",17.24
"453","2010-06-03",17.32
"454","2010-06-04",17.23
"455","2010-06-07",16.299999
"456","2010-06-08",16.43
"457","2010-06-09",16.370001
"458","2010-06-10",16.98
"459","2010-06-11",18.049999
"460","2010-06-14",18.99
"461","2010-06-15",19.42
"462","2010-06-16",19.200001
"463","2010-06-17",19
"464","2010-06-18",18.620001
"465","2010-06-21",18.219999
"466","2010-06-22",17.6
"467","2010-06-23",17.049999
"468","2010-06-24",16.4
"469","2010-06-25",16.700001
"470","2010-06-28",16.5
"471","2010-06-29",15.4
"472","2010-06-30",15.69
"473","2010-07-01",15.66
"474","2010-07-02",15.71
"475","2010-07-06",15.54
"476","2010-07-07",16.459999
"477","2010-07-08",16.1
"478","2010-07-09",16.48
"479","2010-07-12",15.86
"480","2010-07-13",16.799999
"481","2010-07-14",17.950001
"482","2010-07-15",18.799999
"483","2010-07-16",18.52
"484","2010-07-19",18.530001
"485","2010-07-20",18.75
"486","2010-07-21",17.9
"487","2010-07-22",18.9
"488","2010-07-23",20.25
"489","2010-07-26",20.809999
"490","2010-07-27",20.99
"491","2010-07-28",18.629999
"492","2010-07-29",19.25
"493","2010-07-30",19.889999
"494","2010-08-02",19.190001
"495","2010-08-03",18.52
"496","2010-08-04",18.17
"497","2010-08-05",18.18
"498","2010-08-06",18.059999
"499","2010-08-09",18.73
"500","2010-08-10",18.780001
"501","2010-08-11",17.780001
"502","2010-08-12",18.01
"503","2010-08-13",17.620001
"504","2010-08-16",17.530001
"505","2010-08-17",18.66
"506","2010-08-18",18.200001
"507","2010-08-19",17.559999
"508","2010-08-20",17.190001
"509","2010-08-23",16.51
"510","2010-08-24",16.129999
"511","2010-08-25",16.77
"512","2010-08-26",16.42
"513","2010-08-27",16.860001
"514","2010-08-30",16.27
"515","2010-08-31",15.96
"516","2010-09-01",17
"517","2010-09-02",17.139999
"518","2010-09-03",17.540001
"519","2010-09-07",16.870001
"520","2010-09-08",16.879999
"521","2010-09-09",16.52
"522","2010-09-10",16.620001
"523","2010-09-13",17.15
"524","2010-09-14",16.58
"525","2010-09-15",16.76
"526","2010-09-16",16.709999
"527","2010-09-17",16.719999
"528","2010-09-20",17.42
"529","2010-09-21",17.83
"530","2010-09-22",18.290001
"531","2010-09-23",18.940001
"532","2010-09-24",18.719999
"533","2010-09-27",18.450001
"534","2010-09-28",17.790001
"535","2010-09-29",17.48
"536","2010-09-30",17.6
"537","2010-10-01",17.49
"538","2010-10-04",17.5
"539","2010-10-05",17.690001
"540","2010-10-06",17.83
"541","2010-10-07",17.65
"542","2010-10-08",18.799999
"543","2010-10-11",18.67
"544","2010-10-12",18.35
"545","2010-10-13",18.75
"546","2010-10-14",18.43
"547","2010-10-15",18.870001
"548","2010-10-18",18.459999
"549","2010-10-19",17.719999
"550","2010-10-20",17.51
"551","2010-10-21",17.030001
"552","2010-10-22",17.209999
"553","2010-10-25",17.01
"554","2010-10-26",17.77
"555","2010-10-27",17.690001
"556","2010-10-28",18.209999
"557","2010-10-29",18.120001
"558","2010-11-01",18.030001
"559","2010-11-02",18.549999
"560","2010-11-03",19.459999
"561","2010-11-04",19.540001
"562","2010-11-05",18.370001
"563","2010-11-08",17.84
"564","2010-11-09",17.92
"565","2010-11-10",17.459999
"566","2010-11-11",18.219999
"567","2010-11-12",18
"568","2010-11-15",17.84
"569","2010-11-16",17.309999
"570","2010-11-17",17.549999
"571","2010-11-18",17.65
"572","2010-11-19",17.959999
"573","2010-11-22",18.030001
"574","2010-11-23",18.030001
"575","2010-11-24",18.959999
"576","2010-11-26",19
"577","2010-11-29",18.9
"578","2010-11-30",18.15
"579","2010-12-01",18.540001
"580","2010-12-02",19.299999
"581","2010-12-03",19.450001
"582","2010-12-06",19.860001
"583","2010-12-07",20.370001
"584","2010-12-08",19.559999
"585","2010-12-09",19.719999
"586","2010-12-10",19.969999
"587","2010-12-13",19.549999
"588","2010-12-14",18.99
"589","2010-12-15",18.219999
"590","2010-12-16",18.139999
"591","2010-12-17",18.17
"592","2010-12-20",18.73
"593","2010-12-21",19.040001
"594","2010-12-22",18.99
"595","2010-12-23",19.01
"596","2010-12-27",19
"597","2010-12-28",18.889999
"598","2010-12-29",18.780001
"599","2010-12-30",19
"600","2010-12-31",18.52
"601","2011-01-03",18.940001
"602","2011-01-04",19.08
"603","2011-01-05",19.43
"604","2011-01-06",18.82
"605","2011-01-07",18.58
"606","2011-01-10",18.530001
"607","2011-01-11",18.82
"608","2011-01-12",18.690001
"609","2011-01-13",18.16
"610","2011-01-14",17.67
"611","2011-01-18",17.25
"612","2011-01-19",16.02
"613","2011-01-20",15.58
"614","2011-01-21",15.55
"615","2011-01-24",15.64
"616","2011-01-25",15.76
"617","2011-01-26",16.17
"618","2011-01-27",15.71
"619","2011-01-28",15.55
"620","2011-01-31",15.77
"621","2011-02-01",16.33
"622","2011-02-02",15.68
"623","2011-02-03",15.83
"624","2011-02-04",15.52
"625","2011-02-07",15.77
"626","2011-02-08",15.71
"627","2011-02-09",14.52
"628","2011-02-10",15.02
"629","2011-02-11",15.1
"630","2011-02-14",15.66
"631","2011-02-15",15.48
"632","2011-02-16",15.55
"633","2011-02-17",15.79
"634","2011-02-18",16.360001
"635","2011-02-22",16.459999
"636","2011-02-23",17.389999
"637","2011-02-24",18.16
"638","2011-02-25",18.719999
"639","2011-02-28",18.370001
"640","2011-03-01",17.99
"641","2011-03-02",18.379999
"642","2011-03-03",18.309999
"643","2011-03-04",18.25
"644","2011-03-07",17.84
"645","2011-03-08",17.799999
"646","2011-03-09",17.68
"647","2011-03-10",17.07
"648","2011-03-11",17.25
"649","2011-03-14",16.799999
"650","2011-03-15",16.84
"651","2011-03-16",16.969999
"652","2011-03-17",17.700001
"653","2011-03-18",18.049999
"654","2011-03-21",18.66
"655","2011-03-22",18.870001
"656","2011-03-23",18.99
"657","2011-03-24",18.82
"658","2011-03-25",18.719999
"659","2011-03-28",19.030001
"660","2011-03-29",19.290001
"661","2011-03-30",21.76
"662","2011-03-31",21.98
"663","2011-04-01",24
"664","2011-04-04",25.91
"665","2011-04-05",25.6
"666","2011-04-06",27.209999
"667","2011-04-07",26.469999
"668","2011-04-08",26.74
"669","2011-04-11",23.450001
"670","2011-04-12",24.290001
"671","2011-04-13",25.200001
"672","2011-04-14",24.85
"673","2011-04-15",24.73
"674","2011-04-18",23.879999
"675","2011-04-19",24.93
"676","2011-04-20",24.889999
"677","2011-04-21",24.719999
"678","2011-04-25",24.82
"679","2011-04-26",25.59
"680","2011-04-27",25.65
"681","2011-04-28",25.77
"682","2011-04-29",25.299999
"683","2011-05-02",25.32
"684","2011-05-03",24.389999
"685","2011-05-04",24.09
"686","2011-05-05",23.25
"687","2011-05-06",23.190001
"688","2011-05-09",24.700001
"689","2011-05-10",24.360001
"690","2011-05-11",24.559999
"691","2011-05-12",23.379999
"692","2011-05-13",22.719999
"693","2011-05-16",21.690001
"694","2011-05-17",21.51
"695","2011-05-18",22.790001
"696","2011-05-19",23
"697","2011-05-20",23.02
"698","2011-05-23",22.59
"699","2011-05-24",24.030001
"700","2011-05-25",25.35
"701","2011-05-26",25.66
"702","2011-05-27",24.889999
"703","2011-05-31",24.83
"704","2011-06-01",23.950001
"705","2011-06-02",24.57
"706","2011-06-03",24.43
"707","2011-06-06",23.629999
"708","2011-06-07",23.379999
"709","2011-06-08",19.76
"710","2011-06-09",20.57
"711","2011-06-10",21.110001
"712","2011-06-13",20.620001
"713","2011-06-14",21.190001
"714","2011-06-15",20.26
"715","2011-06-16",20.17
"716","2011-06-17",19.82
"717","2011-06-20",20.51
"718","2011-06-21",21.1
"719","2011-06-22",21.43
"720","2011-06-23",21.450001
"721","2011-06-24",21.49
"722","2011-06-27",21.51
"723","2011-06-28",24
"724","2011-06-29",24.049999
"725","2011-06-30",24.02
"726","2011-07-01",25.059999
"727","2011-07-05",24.9
"728","2011-07-06",24.549999
"729","2011-07-07",25.59
"730","2011-07-08",25.25
"731","2011-07-11",24.219999
"732","2011-07-12",26.299999
"733","2011-07-13",26.93
"734","2011-07-14",26.290001
"735","2011-07-15",27.530001
"736","2011-07-18",26.65
"737","2011-07-19",26.98
"738","2011-07-20",26.59
"739","2011-07-21",26.049999
"740","2011-07-22",26.82
"741","2011-07-25",26.43
"742","2011-07-26",27.209999
"743","2011-07-27",26.01
"744","2011-07-28",25.690001
"745","2011-07-29",25.639999
"746","2011-08-01",26.07
"747","2011-08-02",23.780001
"748","2011-08-03",23.809999
"749","2011-08-04",21.559999
"750","2011-08-05",23.32
"751","2011-08-08",20.379999
"752","2011-08-09",21.790001
"753","2011-08-10",21.43
"754","2011-08-11",21.879999
"755","2011-08-12",23.200001
"756","2011-08-15",24.790001
"757","2011-08-16",23.67
"758","2011-08-17",23.27
"759","2011-08-18",22.43
"760","2011-08-19",21.32
"761","2011-08-22",21.040001
"762","2011-08-23",22.01
"763","2011-08-24",22.24
"764","2011-08-25",22.879999
"765","2011-08-26",23.52
"766","2011-08-29",24.879999
"767","2011-08-30",24.780001
"768","2011-08-31",24.459999
"769","2011-09-01",24.35
"770","2011-09-02",23.66
"771","2011-09-06",22.82
"772","2011-09-07",27.24
"773","2011-09-08",28.309999
"774","2011-09-09",27.860001
"775","2011-09-12",27.68
"776","2011-09-13",30.74
"777","2011-09-14",30.889999
"778","2011-09-15",31.110001
"779","2011-09-16",31.629999
"780","2011-09-19",32.52
"781","2011-09-20",32.200001
"782","2011-09-21",30.68
"783","2011-09-22",28.48
"784","2011-09-23",30.190001
"785","2011-09-26",30.42
"786","2011-09-27",30.77
"787","2011-09-28",30.6
"788","2011-09-29",30.01
"789","2011-09-30",28.93
"790","2011-10-03",25.610001
"791","2011-10-04",25.200001
"792","2011-10-05",26.780001
"793","2011-10-06",28.25
"794","2011-10-07",27.68
"795","2011-10-10",28.6
"796","2011-10-11",28.77
"797","2011-10-12",28.709999
"798","2011-10-13",28.35
"799","2011-10-14",28.25
"800","2011-10-17",28.209999
"801","2011-10-18",28.870001
"802","2011-10-19",28.209999
"803","2011-10-20",28.040001
"804","2011-10-21",28.940001
"805","2011-10-24",29.040001
"806","2011-10-25",28.129999
"807","2011-10-26",29.67
"808","2011-10-27",29.879999
"809","2011-10-28",31.48
"810","2011-10-31",30.25
"811","2011-11-01",28.879999
"812","2011-11-02",28.33
"813","2011-11-03",27.75
"814","2011-11-04",29.33
"815","2011-11-07",28.26
"816","2011-11-08",28.18
"817","2011-11-09",26.959999
"818","2011-11-10",27.48
"819","2011-11-11",27.799999
"820","2011-11-14",28.75
"821","2011-11-15",31.219999
"822","2011-11-16",30.68
"823","2011-11-17",29.200001
"824","2011-11-18",28.940001
"825","2011-11-21",27.4
"826","2011-11-22",27.459999
"827","2011-11-23",26.110001
"828","2011-11-25",25.860001
"829","2011-11-28",27.209999
"830","2011-11-29",26.049999
"831","2011-11-30",27.67
"832","2011-12-01",29.110001
"833","2011-12-02",29.969999
"834","2011-12-05",29.879999
"835","2011-12-06",29.620001
"836","2011-12-07",29.389999
"837","2011-12-08",28.15
"838","2011-12-09",28.74
"839","2011-12-12",29.67
"840","2011-12-13",29.15
"841","2011-12-14",27.610001
"842","2011-12-15",28.24
"843","2011-12-16",29.360001
"844","2011-12-19",29.389999
"845","2011-12-20",30.870001
"846","2011-12-21",31.74
"847","2011-12-22",32.75
"848","2011-12-23",32.75
"849","2011-12-27",33.650002
"850","2011-12-28",32.549999
"851","2011-12-29",33.290001
"852","2011-12-30",33.240002
"853","2012-01-03",32.93
"854","2012-01-04",32.830002
"855","2012-01-05",33.110001
"856","2012-01-06",32.630001
"857","2012-01-09",32.790001
"858","2012-01-10",32.93
"859","2012-01-11",33.139999
"860","2012-01-12",33.560001
"861","2012-01-13",33.580002
"862","2012-01-17",33.490002
"863","2012-01-18",35.169998
"864","2012-01-19",34.59
"865","2012-01-20",35.09
"866","2012-01-23",35.599998
"867","2012-01-24",38.060001
"868","2012-01-25",38.91
"869","2012-01-26",38.529999
"870","2012-01-27",38.439999
"871","2012-01-30",37.98
"872","2012-01-31",41.599998
"873","2012-02-01",38.380001
"874","2012-02-02",39.279999
"875","2012-02-03",39.490002
"876","2012-02-06",39.669998
"877","2012-02-07",39.98
"878","2012-02-08",40.27
"879","2012-02-09",41.549999
"880","2012-02-10",42.200001
"881","2012-02-13",43.82
"882","2012-02-14",43.849998
"883","2012-02-15",43.610001
"884","2012-02-16",45.189999
"885","2012-02-17",44.900002
"886","2012-02-21",45.66
"887","2012-02-22",43.939999
"888","2012-02-23",42.43
"889","2012-02-24",43.939999
"890","2012-02-27",44.259998
"891","2012-02-28",43
"892","2012-02-29",40.470001
"893","2012-03-01",42.849998
"894","2012-03-02",43.27
"895","2012-03-05",43.470001
"896","2012-03-06",42.209999
"897","2012-03-07",43.09
"898","2012-03-08",44.810001
"899","2012-03-09",45.459999
"900","2012-03-12",43.66
"901","2012-03-13",43.16
"902","2012-03-14",44.5
"903","2012-03-15",46.900002
"904","2012-03-16",47.27
"905","2012-03-19",47.639999
"906","2012-03-20",48.709999
"907","2012-03-21",46.330002
"908","2012-03-22",45.860001
"909","2012-03-23",44.369999
"910","2012-03-26",45.630001
"911","2012-03-27",43.950001
"912","2012-03-28",41.799999
"913","2012-03-29",40.82
"914","2012-03-30",40.919998
"915","2012-04-02",39.900002
"916","2012-04-03",40.540001
"917","2012-04-04",38.119999
"918","2012-04-05",38
"919","2012-04-09",35.700001
"920","2012-04-10",36.919998
"921","2012-04-11",37.279999
"922","2012-04-12",38.400002
"923","2012-04-13",37.630001
"924","2012-04-16",33.470001
"925","2012-04-17",34.490002
"926","2012-04-18",34.639999
"927","2012-04-19",32.139999
"928","2012-04-20",32.650002
"929","2012-04-23",31.1
"930","2012-04-24",30.120001
"931","2012-04-25",30.42
"932","2012-04-26",30.190001
"933","2012-04-27",31.379999
"934","2012-04-30",31.32
"935","2012-05-01",31.290001
"936","2012-05-02",31.68
"937","2012-05-03",29.559999
"938","2012-05-04",28.209999
"939","2012-05-07",27.450001
"940","2012-05-08",28.040001
"941","2012-05-09",25.58
"942","2012-05-10",25.049999
"943","2012-05-11",25.469999
"944","2012-05-14",25.110001
"945","2012-05-15",24.9
"946","2012-05-16",24.110001
"947","2012-05-17",22.67
"948","2012-05-18",23.73
"949","2012-05-21",26.559999
"950","2012-05-22",26.360001
"951","2012-05-23",29.629999
"952","2012-05-24",26.280001
"953","2012-05-25",25.639999
"954","2012-05-29",25.459999
"955","2012-05-30",24.85
"956","2012-05-31",24.41
"957","2012-06-01",23.299999
"958","2012-06-04",22.27
"959","2012-06-05",27.02
"960","2012-06-06",26.620001
"961","2012-06-07",29.120001
"962","2012-06-08",30.549999
"963","2012-06-11",29.809999
"964","2012-06-12",29.4
"965","2012-06-13",29.02
"966","2012-06-14",29.23
"967","2012-06-15",28.99
"968","2012-06-18",29.92
"969","2012-06-19",32.279999
"970","2012-06-20",33.049999
"971","2012-06-21",30.99
"972","2012-06-22",31.85
"973","2012-06-25",31.870001
"974","2012-06-26",32.5
"975","2012-06-27",35.490002
"976","2012-06-28",35.560001
"977","2012-06-29",36.75
"978","2012-07-02",37.950001
"979","2012-07-03",38.189999
