"","date","ACN"
"1","2007-01-03",36.380001
"2","2007-01-04",37.200001
"3","2007-01-05",36.68
"4","2007-01-08",37.209999
"5","2007-01-09",37.119999
"6","2007-01-10",37.34
"7","2007-01-11",37.189999
"8","2007-01-12",37.98
"9","2007-01-16",37.099998
"10","2007-01-17",37.52
"11","2007-01-18",37.150002
"12","2007-01-19",36.75
"13","2007-01-22",36.68
"14","2007-01-23",36.84
"15","2007-01-24",36.720001
"16","2007-01-25",36.529999
"17","2007-01-26",36.529999
"18","2007-01-29",36.93
"19","2007-01-30",37
"20","2007-01-31",37.75
"21","2007-02-01",38.09
"22","2007-02-02",38.59
"23","2007-02-05",38.66
"24","2007-02-06",38.560001
"25","2007-02-07",39.099998
"26","2007-02-08",38.84
"27","2007-02-09",38.790001
"28","2007-02-12",38.349998
"29","2007-02-13",38.720001
"30","2007-02-14",39.200001
"31","2007-02-15",38.790001
"32","2007-02-16",38.75
"33","2007-02-20",38.790001
"34","2007-02-21",38.470001
"35","2007-02-22",38.299999
"36","2007-02-23",38.25
"37","2007-02-26",37.950001
"38","2007-02-27",36.799999
"39","2007-02-28",35.779999
"40","2007-03-01",35.209999
"41","2007-03-02",35.75
"42","2007-03-05",34.900002
"43","2007-03-06",35.240002
"44","2007-03-07",35.119999
"45","2007-03-08",35.740002
"46","2007-03-09",36.110001
"47","2007-03-12",36.360001
"48","2007-03-13",35.68
"49","2007-03-14",35.459999
"50","2007-03-15",35
"51","2007-03-16",35.259998
"52","2007-03-19",35.790001
"53","2007-03-20",36.299999
"54","2007-03-21",36.619999
"55","2007-03-22",36.740002
"56","2007-03-23",36.400002
"57","2007-03-26",36.75
"58","2007-03-27",36.220001
"59","2007-03-28",37.59
"60","2007-03-29",38.68
"61","2007-03-30",38.540001
"62","2007-04-02",38.799999
"63","2007-04-03",38.48
"64","2007-04-04",38.720001
"65","2007-04-05",38.639999
"66","2007-04-09",38.330002
"67","2007-04-10",38.099998
"68","2007-04-11",38.169998
"69","2007-04-12",38.419998
"70","2007-04-13",38.700001
"71","2007-04-16",38.779999
"72","2007-04-17",38.919998
"73","2007-04-18",38.68
"74","2007-04-19",38.279999
"75","2007-04-20",38.48
"76","2007-04-23",38.560001
"77","2007-04-24",38.740002
"78","2007-04-25",39.34
"79","2007-04-26",38.720001
"80","2007-04-27",38.68
"81","2007-04-30",39.099998
"82","2007-05-01",39.029999
"83","2007-05-02",38.959999
"84","2007-05-03",39.25
"85","2007-05-04",39.099998
"86","2007-05-07",38.299999
"87","2007-05-08",38.41
"88","2007-05-09",38.869999
"89","2007-05-10",38.330002
"90","2007-05-11",38.34
"91","2007-05-14",38.139999
"92","2007-05-15",38.400002
"93","2007-05-16",39.919998
"94","2007-05-17",39.549999
"95","2007-05-18",39.669998
"96","2007-05-21",39.66
"97","2007-05-22",39.619999
"98","2007-05-23",40.040001
"99","2007-05-24",39.93
"100","2007-05-25",40.720001
"101","2007-05-29",40.93
"102","2007-05-30",40.639999
"103","2007-05-31",40.939999
"104","2007-06-01",41.259998
"105","2007-06-04",41.240002
"106","2007-06-05",41.75
"107","2007-06-06",41
"108","2007-06-07",39.82
"109","2007-06-08",39.700001
"110","2007-06-11",39.560001
"111","2007-06-12",39.5
"112","2007-06-13",39.470001
"113","2007-06-14",39.509998
"114","2007-06-15",40
"115","2007-06-18",41.509998
"116","2007-06-19",41.41
"117","2007-06-20",42.060001
"118","2007-06-21",41.77
"119","2007-06-22",42.630001
"120","2007-06-25",42.150002
"121","2007-06-26",42.799999
"122","2007-06-27",42.959999
"123","2007-06-28",42.830002
"124","2007-06-29",42.889999
"125","2007-07-02",42.540001
"126","2007-07-03",42.220001
"127","2007-07-05",42.810001
"128","2007-07-06",43
"129","2007-07-09",42.869999
"130","2007-07-10",41.700001
"131","2007-07-11",42.169998
"132","2007-07-12",42.52
"133","2007-07-13",42.310001
"134","2007-07-16",42.5
"135","2007-07-17",41.91
"136","2007-07-18",41.970001
"137","2007-07-19",43
"138","2007-07-20",43.310001
"139","2007-07-23",43.810001
"140","2007-07-24",42.57
"141","2007-07-25",41.900002
"142","2007-07-26",41.25
"143","2007-07-27",41.709999
"144","2007-07-30",42.119999
"145","2007-07-31",42.130001
"146","2007-08-01",41.540001
"147","2007-08-02",42.189999
"148","2007-08-03",41
"149","2007-08-06",41.709999
"150","2007-08-07",41.959999
"151","2007-08-08",41.419998
"152","2007-08-09",39.799999
"153","2007-08-10",39.189999
"154","2007-08-13",40.09
"155","2007-08-14",39.299999
"156","2007-08-15",38.849998
"157","2007-08-16",37.459999
"158","2007-08-17",38.799999
"159","2007-08-20",39.599998
"160","2007-08-21",39.970001
"161","2007-08-22",40.259998
"162","2007-08-23",40.419998
"163","2007-08-24",40.049999
"164","2007-08-27",40.209999
"165","2007-08-28",39.599998
"166","2007-08-29",40.240002
"167","2007-08-30",41.099998
"168","2007-08-31",41.209999
"169","2007-09-04",41.360001
"170","2007-09-05",40.93
"171","2007-09-06",40.540001
"172","2007-09-07",40.02
"173","2007-09-10",39.849998
"174","2007-09-11",39.57
"175","2007-09-12",39.720001
"176","2007-09-13",39.779999
"177","2007-09-14",39.66
"178","2007-09-17",38.900002
"179","2007-09-18",38.48
"180","2007-09-19",39.220001
"181","2007-09-20",39.259998
"182","2007-09-21",39.700001
"183","2007-09-24",39.400002
"184","2007-09-25",38.029999
"185","2007-09-26",37.810001
"186","2007-09-27",38.02
"187","2007-09-28",40.25
"188","2007-10-01",40.880001
"189","2007-10-02",40.060001
"190","2007-10-03",39.82
"191","2007-10-04",39.93
"192","2007-10-05",39.52
"193","2007-10-08",39.740002
"194","2007-10-09",40.279999
"195","2007-10-10",41.790001
"196","2007-10-11",40.970001
"197","2007-10-12",42.209999
"198","2007-10-15",41
"199","2007-10-16",40.27
"200","2007-10-17",40.91
"201","2007-10-18",41.049999
"202","2007-10-19",39.27
"203","2007-10-22",39.150002
"204","2007-10-23",39.849998
"205","2007-10-24",39.130001
"206","2007-10-25",38.509998
"207","2007-10-26",39.200001
"208","2007-10-29",39.200001
"209","2007-10-30",38.700001
"210","2007-10-31",39.049999
"211","2007-11-01",38.48
"212","2007-11-02",38.400002
"213","2007-11-05",37.549999
"214","2007-11-06",36.27
"215","2007-11-07",35.919998
"216","2007-11-08",35.169998
"217","2007-11-09",34.860001
"218","2007-11-12",35.66
"219","2007-11-13",36.799999
"220","2007-11-14",35.57
"221","2007-11-15",36.66
"222","2007-11-16",36.790001
"223","2007-11-19",35
"224","2007-11-20",35.029999
"225","2007-11-21",34.560001
"226","2007-11-23",35.16
"227","2007-11-26",33.880001
"228","2007-11-27",33.779999
"229","2007-11-28",34.849998
"230","2007-11-29",34.650002
"231","2007-11-30",34.560001
"232","2007-12-03",34.110001
"233","2007-12-04",33.84
"234","2007-12-05",34.59
"235","2007-12-06",35.34
"236","2007-12-07",35.439999
"237","2007-12-10",36.540001
"238","2007-12-11",35.240002
"239","2007-12-12",34.650002
"240","2007-12-13",34.759998
"241","2007-12-14",34
"242","2007-12-17",34.240002
"243","2007-12-18",35.419998
"244","2007-12-19",34.959999
"245","2007-12-20",37.240002
"246","2007-12-21",38
"247","2007-12-24",38.049999
"248","2007-12-26",37.970001
"249","2007-12-27",36.860001
"250","2007-12-28",36.880001
"251","2007-12-31",36.029999
"252","2008-01-02",36.060001
"253","2008-01-03",35.439999
"254","2008-01-04",34.91
"255","2008-01-07",33.970001
"256","2008-01-08",33.970001
"257","2008-01-09",33.810001
"258","2008-01-10",33.610001
"259","2008-01-11",32.790001
"260","2008-01-14",33.52
"261","2008-01-15",33.5
"262","2008-01-16",34.040001
"263","2008-01-17",33.41
"264","2008-01-18",33.77
"265","2008-01-22",33.299999
"266","2008-01-23",33.07
"267","2008-01-24",33.880001
"268","2008-01-25",33.860001
"269","2008-01-28",33.93
"270","2008-01-29",34.540001
"271","2008-01-30",34.02
"272","2008-01-31",34.619999
"273","2008-02-01",35.040001
"274","2008-02-04",34.16
"275","2008-02-05",33.52
"276","2008-02-06",33.810001
