"","date","SKX"
"1","2007-01-03",11.223333
"2","2007-01-04",11.01
"3","2007-01-05",10.843333
"4","2007-01-08",11.513333
"5","2007-01-09",11.806666
"6","2007-01-10",11.71
"7","2007-01-11",11.796667
"8","2007-01-12",11.633333
"9","2007-01-16",11.756667
"10","2007-01-17",11.48
"11","2007-01-18",11.383333
"12","2007-01-19",11.49
"13","2007-01-22",11.28
"14","2007-01-23",11.443334
"15","2007-01-24",11.686666
"16","2007-01-25",11.3
"17","2007-01-26",11.503333
"18","2007-01-29",11.666667
"19","2007-01-30",11.55
"20","2007-01-31",11.813334
"21","2007-02-01",11.85
"22","2007-02-02",12.036667
"23","2007-02-05",11.786667
"24","2007-02-06",11.766666
"25","2007-02-07",11.833333
"26","2007-02-08",11.826667
"27","2007-02-09",11.58
"28","2007-02-12",11.336667
"29","2007-02-13",11.5
"30","2007-02-14",11.79
"31","2007-02-15",11.726666
"32","2007-02-16",11.926666
"33","2007-02-20",11.833333
"34","2007-02-21",12.143333
"35","2007-02-22",12.5
"36","2007-02-23",12.35
"37","2007-02-26",12.3
"38","2007-02-27",11.736667
"39","2007-02-28",11.64
"40","2007-03-01",11.603333
"41","2007-03-02",11.3
"42","2007-03-05",10.873333
"43","2007-03-06",11.143333
"44","2007-03-07",11.096666
"45","2007-03-08",11.236667
"46","2007-03-09",11.196667
"47","2007-03-12",11.03
"48","2007-03-13",10.663333
"49","2007-03-14",11.103333
"50","2007-03-15",11.263333
"51","2007-03-16",11.4
"52","2007-03-19",11.333333
"53","2007-03-20",11.67
"54","2007-03-21",11.693334
"55","2007-03-22",11.786667
"56","2007-03-23",11.836667
"57","2007-03-26",11.583333
"58","2007-03-27",11.433333
"59","2007-03-28",11.433333
"60","2007-03-29",11.28
"61","2007-03-30",11.19
"62","2007-04-02",11.036667
"63","2007-04-03",11.616667
"64","2007-04-04",11.55
"65","2007-04-05",11.563334
"66","2007-04-09",11.753333
"67","2007-04-10",11.663333
"68","2007-04-11",11.62
"69","2007-04-12",11.816667
"70","2007-04-13",11.683333
"71","2007-04-16",11.736667
"72","2007-04-17",11.9
"73","2007-04-18",11.686666
"74","2007-04-19",11.9
"75","2007-04-20",12.206667
"76","2007-04-23",11.95
"77","2007-04-24",11.75
"78","2007-04-25",11.916667
"79","2007-04-26",11.183333
"80","2007-04-27",10.976666
"81","2007-04-30",10.466666
"82","2007-05-01",10.513333
"83","2007-05-02",10.706667
"84","2007-05-03",10.663333
"85","2007-05-04",10.703333
"86","2007-05-07",10.596666
"87","2007-05-08",10.5
"88","2007-05-09",10.61
"89","2007-05-10",10.396667
"90","2007-05-11",10.366667
"91","2007-05-14",10.393333
"92","2007-05-15",10.156667
"93","2007-05-16",10.023334
"94","2007-05-17",9.966666
"95","2007-05-18",10.38
"96","2007-05-21",11.37
"97","2007-05-22",11.123333
"98","2007-05-23",10.953333
"99","2007-05-24",10.666667
"100","2007-05-25",10.723333
"101","2007-05-29",10.5
"102","2007-05-30",10.69
"103","2007-05-31",10.7
"104","2007-06-01",10.776667
"105","2007-06-04",11.133333
"106","2007-06-05",10.883333
"107","2007-06-06",10.66
"108","2007-06-07",10.173333
"109","2007-06-08",10.356667
"110","2007-06-11",10.32
"111","2007-06-12",10.013333
"112","2007-06-13",9.98
"113","2007-06-14",10.05
"114","2007-06-15",10.02
"115","2007-06-18",10.006667
"116","2007-06-19",10.29
"117","2007-06-20",10.3
"118","2007-06-21",10.36
"119","2007-06-22",10.206667
"120","2007-06-25",9.886666
"121","2007-06-26",9.506667
"122","2007-06-27",9.783334
"123","2007-06-28",9.79
"124","2007-06-29",9.733334
"125","2007-07-02",9.9
"126","2007-07-03",9.826667
"127","2007-07-05",9.803333
"128","2007-07-06",9.913333
"129","2007-07-09",9.753333
"130","2007-07-10",9.416667
"131","2007-07-11",9.216666
"132","2007-07-12",9.176666
"133","2007-07-13",9.053333
"134","2007-07-16",9.04
"135","2007-07-17",9.773334
"136","2007-07-18",9.566667
"137","2007-07-19",9.753333
"138","2007-07-20",9.866667
"139","2007-07-23",9.963333
"140","2007-07-24",9.443334
"141","2007-07-25",7.423333
"142","2007-07-26",7.103333
"143","2007-07-27",7.076667
"144","2007-07-30",7.1
"145","2007-07-31",6.93
"146","2007-08-01",6.666667
"147","2007-08-02",6.723333
"148","2007-08-03",6.85
"149","2007-08-06",6.746666
"150","2007-08-07",6.61
"151","2007-08-08",6.653333
"152","2007-08-09",7.5
"153","2007-08-10",6.77
"154","2007-08-13",6.62
"155","2007-08-14",6.383333
"156","2007-08-15",6.1
"157","2007-08-16",6.19
"158","2007-08-17",6.4
"159","2007-08-20",6.653333
"160","2007-08-21",6.59
"161","2007-08-22",6.643333
"162","2007-08-23",6.62
"163","2007-08-24",6.7
"164","2007-08-27",6.636667
"165","2007-08-28",6.393333
"166","2007-08-29",6.54
"167","2007-08-30",6.496666
"168","2007-08-31",6.61
"169","2007-09-04",6.596667
"170","2007-09-05",6.48
"171","2007-09-06",6.44
"172","2007-09-07",6.193333
"173","2007-09-10",6.166667
"174","2007-09-11",6.38
"175","2007-09-12",6.936666
"176","2007-09-13",7.006667
"177","2007-09-14",6.95
"178","2007-09-17",6.9
"179","2007-09-18",7.483333
"180","2007-09-19",7.483333
"181","2007-09-20",7.573333
"182","2007-09-21",7.38
"183","2007-09-24",7.29
"184","2007-09-25",7.08
"185","2007-09-26",6.78
"186","2007-09-27",7.08
"187","2007-09-28",7.366667
"188","2007-10-01",7.603333
"189","2007-10-02",7.856667
"190","2007-10-03",7.926667
"191","2007-10-04",7.753334
"192","2007-10-05",8.03
"193","2007-10-08",7.596667
"194","2007-10-09",7.193333
"195","2007-10-10",6.986667
"196","2007-10-11",7.023334
"197","2007-10-12",6.946667
"198","2007-10-15",6.936666
"199","2007-10-16",6.84
"200","2007-10-17",6.933333
"201","2007-10-18",7.063334
"202","2007-10-19",6.983333
"203","2007-10-22",7.166667
"204","2007-10-23",7.18
"205","2007-10-24",7.313334
"206","2007-10-25",8.02
"207","2007-10-26",8.086667
"208","2007-10-29",8.326667
"209","2007-10-30",8.196667
"210","2007-10-31",8.196667
"211","2007-11-01",7.746666
"212","2007-11-02",7.703333
"213","2007-11-05",7.516667
"214","2007-11-06",7.536667
"215","2007-11-07",7.36
"216","2007-11-08",7.12
"217","2007-11-09",6.83
"218","2007-11-12",7.213333
"219","2007-11-13",7.443333
"220","2007-11-14",7.27
"221","2007-11-15",6.993333
"222","2007-11-16",6.896667
"223","2007-11-19",6.736667
"224","2007-11-20",6.79
"225","2007-11-21",6.656667
"226","2007-11-23",6.98
"227","2007-11-26",7.093333
"228","2007-11-27",7.19
"229","2007-11-28",7.636667
"230","2007-11-29",7.696667
"231","2007-11-30",7.55
"232","2007-12-03",7.72
"233","2007-12-04",7.51
"234","2007-12-05",7.436666
"235","2007-12-06",7.51
"236","2007-12-07",7.486667
"237","2007-12-10",7.32
"238","2007-12-11",7.023334
"239","2007-12-12",7.016667
"240","2007-12-13",6.85
"241","2007-12-14",6.626667
"242","2007-12-17",6.383333
"243","2007-12-18",6.35
"244","2007-12-19",6.506667
"245","2007-12-20",6.57
"246","2007-12-21",6.726666
"247","2007-12-24",6.726666
"248","2007-12-26",6.74
"249","2007-12-27",6.493333
"250","2007-12-28",6.396667
"251","2007-12-31",6.503334
"252","2008-01-02",6.28
"253","2008-01-03",6.06
"254","2008-01-04",5.716667
"255","2008-01-07",5.956666
"256","2008-01-08",5.866667
"257","2008-01-09",5.87
"258","2008-01-10",5.846667
"259","2008-01-11",5.603333
"260","2008-01-14",5.803333
"261","2008-01-15",5.486667
"262","2008-01-16",5.633333
"263","2008-01-17",5.623333
"264","2008-01-18",5.72
"265","2008-01-22",5.94
"266","2008-01-23",6.433333
"267","2008-01-24",6.363333
"268","2008-01-25",6.11
"269","2008-01-28",6.35
"270","2008-01-29",6.33
"271","2008-01-30",6.313334
"272","2008-01-31",6.673333
"273","2008-02-01",6.903333
"274","2008-02-04",6.573333
"275","2008-02-05",6.436666
"276","2008-02-06",6.403333
"277","2008-02-07",6.7
"278","2008-02-08",6.46
"279","2008-02-11",6.81
"280","2008-02-12",6.736667
"281","2008-02-13",7.093333
"282","2008-02-14",7.53
"283","2008-02-15",7.686666
"284","2008-02-19",7.646667
"285","2008-02-20",7.736667
"286","2008-02-21",7.563334
"287","2008-02-22",7.413333
"288","2008-02-25",7.416667
"289","2008-02-26",7.553333
"290","2008-02-27",7.466667
"291","2008-02-28",7.366667
"292","2008-02-29",7.096667
"293","2008-03-03",7.093333
"294","2008-03-04",7.02
"295","2008-03-05",7.04
"296","2008-03-06",6.646667
"297","2008-03-07",6.656667
"298","2008-03-10",6.28
"299","2008-03-11",6.78
"300","2008-03-12",6.993333
"301","2008-03-13",7.066667
"302","2008-03-14",6.793334
"303","2008-03-17",6.443333
"304","2008-03-18",6.643333
"305","2008-03-19",6.526667
"306","2008-03-20",6.916667
"307","2008-03-24",6.963333
"308","2008-03-25",6.92
"309","2008-03-26",6.77
"310","2008-03-27",6.686666
"311","2008-03-28",6.446667
"312","2008-03-31",6.736667
"313","2008-04-01",7.056667
"314","2008-04-02",7.206666
"315","2008-04-03",7
"316","2008-04-04",6.313334
"317","2008-04-07",5.883333
"318","2008-04-08",6.123333
"319","2008-04-09",5.966667
"320","2008-04-10",6.296667
"321","2008-04-11",6.066667
"322","2008-04-14",5.91
"323","2008-04-15",5.76
"324","2008-04-16",5.896667
"325","2008-04-17",5.926667
"326","2008-04-18",6.09
"327","2008-04-21",6.026667
"328","2008-04-22",6.026667
"329","2008-04-23",6.01
"330","2008-04-24",7.223333
"331","2008-04-25",7.48
"332","2008-04-28",7.506667
"333","2008-04-29",7.75
"334","2008-04-30",7.883333
"335","2008-05-01",8.16
"336","2008-05-02",7.96
"337","2008-05-05",7.836667
"338","2008-05-06",7.893333
"339","2008-05-07",7.66
"340","2008-05-08",7.6
"341","2008-05-09",7.543334
"342","2008-05-12",7.58
"343","2008-05-13",7.55
"344","2008-05-14",7.7
"345","2008-05-15",7.753334
"346","2008-05-16",7.716667
"347","2008-05-19",7.65
"348","2008-05-20",7.57
"349","2008-05-21",7.506667
"350","2008-05-22",7.596667
"351","2008-05-23",7.48
"352","2008-05-27",7.74
"353","2008-05-28",7.953333
"354","2008-05-29",8.216666
"355","2008-05-30",8.016666
"356","2008-06-02",7.913333
"357","2008-06-03",7.896667
"358","2008-06-04",7.536667
"359","2008-06-05",7.68
"360","2008-06-06",7.416667
"361","2008-06-09",7.416667
"362","2008-06-10",7.006667
"363","2008-06-11",6.666667
"364","2008-06-12",6.53
"365","2008-06-13",6.91
"366","2008-06-16",7.013333
"367","2008-06-17",7.013333
"368","2008-06-18",6.79
"369","2008-06-19",6.893333
"370","2008-06-20",6.813334
"371","2008-06-23",6.783333
"372","2008-06-24",6.916667
"373","2008-06-25",7.366667
"374","2008-06-26",6.836667
"375","2008-06-27",6.813334
"376","2008-06-30",6.586667
"377","2008-07-01",6.586667
"378","2008-07-02",6.463333
"379","2008-07-03",6.52
"380","2008-07-07",6.386667
