"","date","ASPU"
"312","2014-06-17",1.332
"313","2014-06-18",1.356
"314","2014-06-19",1.44
"315","2014-06-20",1.44
"316","2014-06-23",1.332
"317","2014-06-24",1.44
"318","2014-06-25",1.32
"319","2014-06-26",1.44
"320","2014-06-27",1.596
"321","2014-06-30",1.62
"322","2014-07-01",1.68
"323","2014-07-02",1.8
"324","2014-07-03",1.8
"325","2014-07-07",1.8
"326","2014-07-08",1.8
"327","2014-07-09",1.704
"328","2014-07-10",1.68
"329","2014-07-11",1.62
"330","2014-07-14",1.62
"331","2014-07-15",1.44
"332","2014-07-16",1.536
"333","2014-07-17",1.536
"334","2014-07-18",1.44
"335","2014-07-21",1.656
"336","2014-07-22",1.668
"337","2014-07-23",1.668
"338","2014-07-24",1.668
"339","2014-07-25",1.668
"340","2014-07-28",1.68
"341","2014-07-29",1.68
"342","2014-07-30",1.656
"343","2014-07-31",1.608
"344","2014-08-01",1.524
"345","2014-08-04",1.68
"346","2014-08-05",1.644
"347","2014-08-06",1.62
"348","2014-08-07",1.644
"349","2014-08-08",1.644
"350","2014-08-11",1.68
"351","2014-08-12",1.68
"352","2014-08-13",1.62
"353","2014-08-14",1.74
"354","2014-08-15",1.8
"355","2014-08-18",1.596
"356","2014-08-19",2.16
"357","2014-08-20",2.16
"358","2014-08-21",2.112
"359","2014-08-22",1.92
"360","2014-08-25",1.8
"361","2014-08-26",1.92
"362","2014-08-27",2.16
"363","2014-08-28",1.932
"364","2014-08-29",1.944
"365","2014-09-02",1.86
"366","2014-09-03",1.704
"367","2014-09-04",1.98
"368","2014-09-05",2.568
"369","2014-09-08",2.4
"370","2014-09-09",3.072
"371","2014-09-10",4.32
"372","2014-09-11",3.12
"373","2014-09-12",2.76
"374","2014-09-15",2.4
"375","2014-09-16",2.76
"376","2014-09-17",2.484
"377","2014-09-18",2.52
"378","2014-09-19",2.88
"379","2014-09-22",3.012
"380","2014-09-23",2.76
"381","2014-09-24",2.796
"382","2014-09-25",2.772
"383","2014-09-26",2.76
"384","2014-09-29",2.76
"385","2014-09-30",2.88
"386","2014-10-01",2.88
"387","2014-10-02",2.76
"388","2014-10-03",2.844
"389","2014-10-06",2.784
"390","2014-10-07",2.88
"391","2014-10-08",2.868
"392","2014-10-09",2.64
"393","2014-10-10",2.64
"394","2014-10-13",2.52
"395","2014-10-14",2.4
"396","2014-10-15",2.568
"397","2014-10-16",2.544
"398","2014-10-17",2.544
"399","2014-10-20",2.52
"400","2014-10-21",2.52
"401","2014-10-22",2.58
"402","2014-10-23",2.58
"403","2014-10-24",2.58
"404","2014-10-27",2.64
"405","2014-10-28",2.76
"406","2014-10-29",2.82
"407","2014-10-30",3
"408","2014-10-31",2.94
"409","2014-11-03",3.012
"410","2014-11-04",3.24
"411","2014-11-05",3.12
"412","2014-11-06",3.18
"413","2014-11-07",3.24
"414","2014-11-10",3.348
"415","2014-11-11",3.06
"416","2014-11-12",3.12
"417","2014-11-13",3.24
"418","2014-11-14",3.24
"419","2014-11-17",3
"420","2014-11-18",2.868
"421","2014-11-19",2.772
"422","2014-11-20",2.808
"423","2014-11-21",2.808
"424","2014-11-24",2.64
"425","2014-11-25",2.76
"426","2014-11-26",2.64
"427","2014-11-28",2.7
"428","2014-12-01",2.52
"429","2014-12-02",2.52
"430","2014-12-03",2.4
"431","2014-12-04",2.4
"432","2014-12-05",2.4
"433","2014-12-08",2.52
"434","2014-12-09",2.52
"435","2014-12-10",2.436
"436","2014-12-11",2.46
"437","2014-12-12",2.352
"438","2014-12-15",2.352
"439","2014-12-16",2.184
"440","2014-12-17",2.28
"441","2014-12-18",2.16
"442","2014-12-19",2.22
"443","2014-12-22",2.16
"444","2014-12-23",2.16
"445","2014-12-24",2.16
"446","2014-12-26",2.22
"447","2014-12-29",2.16
"448","2014-12-30",2.1
"449","2014-12-31",2.16
"450","2015-01-02",2.16
"451","2015-01-05",2.04
"452","2015-01-06",2.1
"453","2015-01-07",1.98
"454","2015-01-08",1.992
"455","2015-01-09",2.04
"456","2015-01-12",1.86
"457","2015-01-13",1.74
"458","2015-01-14",1.86
"459","2015-01-15",1.86
"460","2015-01-16",1.752
"461","2015-01-20",1.788
"462","2015-01-21",1.8
"463","2015-01-22",1.8
"464","2015-01-23",2.304
"465","2015-01-26",2.508
"466","2015-01-27",2.508
"467","2015-01-28",2.4
"468","2015-01-29",2.4
"469","2015-01-30",2.28
"470","2015-02-02",2.22
"471","2015-02-03",2.268
"472","2015-02-04",2.4
"473","2015-02-05",2.388
"474","2015-02-06",2.4
"475","2015-02-09",2.388
"476","2015-02-10",2.4
"477","2015-02-11",2.436
"478","2015-02-12",2.424
"479","2015-02-13",2.4
"480","2015-02-17",2.4
"481","2015-02-18",2.388
"482","2015-02-19",2.28
"483","2015-02-20",2.1
"484","2015-02-23",2.28
"485","2015-02-24",2.22
"486","2015-02-25",2.22
"487","2015-02-26",2.22
"488","2015-02-27",2.34
"489","2015-03-02",2.4
"490","2015-03-03",2.34
"491","2015-03-04",2.388
"492","2015-03-05",2.4
"493","2015-03-06",2.4
"494","2015-03-09",2.388
"495","2015-03-10",2.256
"496","2015-03-11",2.304
"497","2015-03-12",2.34
"498","2015-03-13",2.28
"499","2015-03-16",2.46
"500","2015-03-17",2.316
"501","2015-03-18",2.52
"502","2015-03-19",2.46
"503","2015-03-20",2.46
"504","2015-03-23",2.4
"505","2015-03-24",2.4
"506","2015-03-25",2.352
"507","2015-03-26",2.4
"508","2015-03-27",2.496
"509","2015-03-30",2.52
"510","2015-03-31",2.4
"511","2015-04-01",2.388
"512","2015-04-02",2.4
"513","2015-04-06",2.16
"514","2015-04-07",2.16
"515","2015-04-08",2.112
"516","2015-04-09",2.112
"517","2015-04-10",2.424
"518","2015-04-13",2.22
"519","2015-04-14",2.196
"520","2015-04-15",2.268
"521","2015-04-16",2.4
"522","2015-04-17",2.22
"523","2015-04-20",2.16
"524","2015-04-21",2.22
"525","2015-04-22",2.34
"526","2015-04-23",2.388
"527","2015-04-24",2.352
"528","2015-04-27",2.376
"529","2015-04-28",2.46
"530","2015-04-29",2.64
"531","2015-04-30",2.88
"532","2015-05-01",2.64
"533","2015-05-04",2.46
"534","2015-05-05",2.508
"535","2015-05-06",2.4
"536","2015-05-07",2.4
"537","2015-05-08",2.436
"538","2015-05-11",2.46
"539","2015-05-12",2.46
"540","2015-05-13",2.4
"541","2015-05-14",2.4
"542","2015-05-15",2.4
"543","2015-05-18",2.34
"544","2015-05-19",2.4
"545","2015-05-20",2.16
"546","2015-05-21",2.16
"547","2015-05-22",2.196
"548","2015-05-26",2.16
"549","2015-05-27",2.22
"550","2015-05-28",2.16
"551","2015-05-29",2.28
"552","2015-06-01",2.22
"553","2015-06-02",2.1
"554","2015-06-03",2.016
"555","2015-06-04",2.052
"556","2015-06-05",2.16
"557","2015-06-08",2.028
"558","2015-06-09",2.076
"559","2015-06-10",2.04
"560","2015-06-11",2.088
"561","2015-06-12",2.172
"562","2015-06-15",2.184
"563","2015-06-16",2.184
"564","2015-06-17",2.04
"565","2015-06-18",2.1
"566","2015-06-19",2.052
"567","2015-06-22",2.136
"568","2015-06-23",2.148
"569","2015-06-24",1.944
"570","2015-06-25",1.932
"571","2015-06-26",1.944
"572","2015-06-29",1.944
"573","2015-06-30",2.04
"574","2015-07-01",2.16
"575","2015-07-02",2.136
"576","2015-07-06",2.16
"577","2015-07-07",2.16
"578","2015-07-08",2.088
"579","2015-07-09",1.896
"580","2015-07-10",1.896
"581","2015-07-13",1.92
"582","2015-07-14",1.92
"583","2015-07-15",1.944
"584","2015-07-16",1.86
"585","2015-07-17",1.74
"586","2015-07-20",1.74
"587","2015-07-21",1.62
"588","2015-07-22",1.62
"589","2015-07-23",1.62
"590","2015-07-24",1.728
"591","2015-07-27",2.028
"592","2015-07-28",2.052
"593","2015-07-29",2.1
"594","2015-07-30",2.16
"595","2015-07-31",2.208
"596","2015-08-03",2.136
"597","2015-08-04",2.136
"598","2015-08-05",2.136
"599","2015-08-06",2.112
"600","2015-08-07",2.1
"601","2015-08-10",2.1
"602","2015-08-11",2.04
"603","2015-08-12",2.004
"604","2015-08-13",2.004
"605","2015-08-14",1.98
"606","2015-08-17",1.98
"607","2015-08-18",1.92
"608","2015-08-19",2.016
"609","2015-08-20",2.04
"610","2015-08-21",1.92
"611","2015-08-24",1.824
"612","2015-08-25",1.824
"613","2015-08-26",1.788
"614","2015-08-27",1.8
"615","2015-08-28",1.8
"616","2015-08-31",1.8
"617","2015-09-01",1.776
"618","2015-09-02",1.776
"619","2015-09-03",1.776
"620","2015-09-04",1.8
"621","2015-09-08",1.764
"622","2015-09-09",1.8
"623","2015-09-10",1.836
"624","2015-09-11",1.788
"625","2015-09-14",1.74
"626","2015-09-15",1.74
"627","2015-09-16",1.68
"628","2015-09-17",1.668
"629","2015-09-18",1.68
"630","2015-09-21",1.656
"631","2015-09-22",1.572
"632","2015-09-23",1.572
"633","2015-09-24",1.596
"634","2015-09-25",1.536
"635","2015-09-28",1.476
"636","2015-09-29",1.452
"637","2015-09-30",1.416
"638","2015-10-01",1.524
"639","2015-10-02",1.536
"640","2015-10-05",1.56
"641","2015-10-06",1.56
"642","2015-10-07",1.56
"643","2015-10-08",1.56
"644","2015-10-09",1.56
"645","2015-10-12",1.56
"646","2015-10-13",1.62
"647","2015-10-14",1.62
"648","2015-10-15",1.608
"649","2015-10-16",1.62
"650","2015-10-19",1.56
"651","2015-10-20",1.488
"652","2015-10-21",1.644
"653","2015-10-22",1.608
"654","2015-10-23",1.56
"655","2015-10-26",1.74
"656","2015-10-27",1.74
"657","2015-10-28",1.728
"658","2015-10-29",1.92
"659","2015-10-30",1.8
"660","2015-11-02",1.8
"661","2015-11-03",1.8
"662","2015-11-04",1.92
"663","2015-11-05",1.92
"664","2015-11-06",2.04
"665","2015-11-09",2.16
"666","2015-11-10",2.28
"667","2015-11-11",2.076
"668","2015-11-12",2.16
"669","2015-11-13",2.22
"670","2015-11-16",2.28
"671","2015-11-17",2.28
"672","2015-11-18",2.208
"673","2015-11-19",1.98
"674","2015-11-20",2.04
"675","2015-11-23",2.04
"676","2015-11-24",2.04
"677","2015-11-25",2.016
"678","2015-11-27",2.016
"679","2015-11-30",2.1
"680","2015-12-01",2.1
"681","2015-12-02",2.028
"682","2015-12-03",2.04
"683","2015-12-04",2.1
"684","2015-12-07",2.1
"685","2015-12-08",2.1
"686","2015-12-09",2.04
"687","2015-12-10",2.1
"688","2015-12-11",2.016
"689","2015-12-14",2.016
"690","2015-12-15",1.98
"691","2015-12-16",2.004
"692","2015-12-17",2.028
"693","2015-12-18",1.812
"694","2015-12-21",1.932
"695","2015-12-22",1.74
"696","2015-12-23",1.716
"697","2015-12-24",1.8
"698","2015-12-28",1.92
"699","2015-12-29",1.98
"700","2015-12-30",1.752
"701","2015-12-31",1.704
"702","2016-01-04",1.644
"703","2016-01-05",1.56
"704","2016-01-06",1.668
"705","2016-01-07",1.668
"706","2016-01-08",1.68
"707","2016-01-11",1.692
"708","2016-01-12",1.692
"709","2016-01-13",1.74
"710","2016-01-14",1.536
"711","2016-01-15",1.56
"712","2016-01-19",1.392
"713","2016-01-20",1.56
"714","2016-01-21",1.548
"715","2016-01-22",1.5
"716","2016-01-25",1.416
"717","2016-01-26",1.44
"718","2016-01-27",1.524
"719","2016-01-28",1.44
"720","2016-01-29",1.464
"721","2016-02-01",1.464
"722","2016-02-02",1.464
"723","2016-02-03",1.464
"724","2016-02-04",1.368
"725","2016-02-05",1.44
"726","2016-02-08",1.452
"727","2016-02-09",1.44
"728","2016-02-10",1.44
"729","2016-02-11",1.428
"730","2016-02-12",1.44
"731","2016-02-16",1.62
"732","2016-02-17",1.62
"733","2016-02-18",1.68
"734","2016-02-19",1.68
"735","2016-02-22",1.92
"736","2016-02-23",1.824
"737","2016-02-24",1.86
"738","2016-02-25",1.848
"739","2016-02-26",1.98
"740","2016-02-29",2.1
"741","2016-03-01",2.16
"742","2016-03-02",2.22
"743","2016-03-03",2.244
"744","2016-03-04",2.16
"745","2016-03-07",2.16
"746","2016-03-08",2.076
"747","2016-03-09",2.04
"748","2016-03-10",1.968
"749","2016-03-11",1.92
"750","2016-03-14",1.92
"751","2016-03-15",1.92
"752","2016-03-16",1.812
"753","2016-03-17",1.92
"754","2016-03-18",1.92
"755","2016-03-21",1.956
"756","2016-03-22",1.956
"757","2016-03-23",1.98
"758","2016-03-24",1.92
"759","2016-03-28",1.98
"760","2016-03-29",1.92
"761","2016-03-30",1.956
"762","2016-03-31",1.92
"763","2016-04-01",1.908
"764","2016-04-04",1.98
"765","2016-04-05",1.98
"766","2016-04-06",1.956
"767","2016-04-07",1.92
"768","2016-04-08",1.956
"769","2016-04-11",1.956
"770","2016-04-12",1.92
"771","2016-04-13",1.92
"772","2016-04-14",1.92
"773","2016-04-15",1.92
"774","2016-04-18",1.92
"775","2016-04-19",1.896
"776","2016-04-20",1.92
"777","2016-04-21",1.86
"778","2016-04-22",1.92
"779","2016-04-25",1.92
"780","2016-04-26",1.92
"781","2016-04-27",1.86
"782","2016-04-28",1.872
"783","2016-04-29",1.872
"784","2016-05-02",1.776
"785","2016-05-03",1.824
"786","2016-05-04",1.908
"787","2016-05-05",1.908
"788","2016-05-06",1.86
"789","2016-05-09",1.92
"790","2016-05-10",1.92
"791","2016-05-11",1.92
"792","2016-05-12",2.04
"793","2016-05-13",2.028
"794","2016-05-16",2.088
"795","2016-05-17",2.04
"796","2016-05-18",1.92
"797","2016-05-19",1.92
"798","2016-05-20",1.956
"799","2016-05-23",1.956
"800","2016-05-24",2.004
"801","2016-05-25",1.956
"802","2016-05-26",1.896
"803","2016-05-27",1.98
"804","2016-05-31",1.98
"805","2016-06-01",1.92
"806","2016-06-02",1.92
"807","2016-06-03",1.956
"808","2016-06-06",1.956
"809","2016-06-07",2.028
"810","2016-06-08",1.92
"811","2016-06-09",2.016
"812","2016-06-10",1.968
"813","2016-06-13",1.92
"814","2016-06-14",2.016
"815","2016-06-15",2.016
"816","2016-06-16",2.016
"817","2016-06-17",1.98
"818","2016-06-20",1.92
"819","2016-06-21",1.992
"820","2016-06-22",1.992
"821","2016-06-23",1.932
"822","2016-06-24",1.92
"823","2016-06-27",1.812
"824","2016-06-28",1.824
"825","2016-06-29",1.836
"826","2016-06-30",1.92
"827","2016-07-01",1.872
"828","2016-07-05",1.8
"829","2016-07-06",1.8
"830","2016-07-07",1.86
"831","2016-07-08",1.8
"832","2016-07-11",1.8
"833","2016-07-12",1.776
"834","2016-07-13",1.776
"835","2016-07-14",1.74
"836","2016-07-15",1.788
"837","2016-07-18",1.8
"838","2016-07-19",1.824
"839","2016-07-20",1.74
"840","2016-07-21",1.74
"841","2016-07-22",1.704
"842","2016-07-25",1.68
"843","2016-07-26",1.68
"844","2016-07-27",1.68
"845","2016-07-28",1.8
"846","2016-07-29",1.752
"847","2016-08-01",1.812
"848","2016-08-02",1.812
"849","2016-08-03",1.74
"850","2016-08-04",1.68
"851","2016-08-05",1.68
"852","2016-08-08",1.68
"853","2016-08-09",1.68
"854","2016-08-10",1.764
"855","2016-08-11",1.932
"856","2016-08-12",1.86
"857","2016-08-15",1.848
"858","2016-08-16",1.68
"859","2016-08-17",1.836
"860","2016-08-18",1.8
"861","2016-08-19",1.812
"862","2016-08-22",2.04
"863","2016-08-23",2.1
"864","2016-08-24",2.16
"865","2016-08-25",2.052
"866","2016-08-26",2.04
"867","2016-08-29",2.04
"868","2016-08-30",1.98
"869","2016-08-31",1.992
"870","2016-09-01",2.22
"871","2016-09-02",2.28
"872","2016-09-06",2.4
"873","2016-09-07",2.64
"874","2016-09-08",2.52
"875","2016-09-09",2.52
"876","2016-09-12",2.52
"877","2016-09-13",2.52
"878","2016-09-14",2.7
"879","2016-09-15",2.748
"880","2016-09-16",2.64
"881","2016-09-19",2.58
"882","2016-09-20",2.664
"883","2016-09-21",2.58
"884","2016-09-22",2.64
"885","2016-09-23",2.628
"886","2016-09-26",2.58
"887","2016-09-27",2.64
"888","2016-09-28",2.568
"889","2016-09-29",2.58
"890","2016-09-30",2.76
"891","2016-10-03",2.76
"892","2016-10-04",2.604
"893","2016-10-05",2.616
"894","2016-10-06",2.652
"895","2016-10-07",2.64
"896","2016-10-10",2.688
"897","2016-10-11",2.688
"898","2016-10-12",2.664
"899","2016-10-13",2.76
"900","2016-10-14",2.7
"901","2016-10-17",2.712
"902","2016-10-18",3.24
"903","2016-10-19",3.24
"904","2016-10-20",3.24
"905","2016-10-21",3
"906","2016-10-24",3.12
"907","2016-10-25",3
"908","2016-10-26",3.12
"909","2016-10-27",3
"910","2016-10-28",3.108
"911","2016-10-31",3
"912","2016-11-01",2.94
"913","2016-11-02",3.024
"914","2016-11-03",3
"915","2016-11-04",3
"916","2016-11-07",3
"917","2016-11-08",3.12
"918","2016-11-09",3.36
"919","2016-11-10",3
"920","2016-11-11",3
"921","2016-11-14",3
"922","2016-11-15",3.132
"923","2016-11-16",3.18
"924","2016-11-17",3.24
"925","2016-11-18",3.228
"926","2016-11-21",3.24
"927","2016-11-22",3.3
"928","2016-11-23",3.24
"929","2016-11-25",3.3
"930","2016-11-28",3.24
"931","2016-11-29",3.18
"932","2016-11-30",3.12
"933","2016-12-01",3.12
"934","2016-12-02",3.12
"935","2016-12-05",3.24
"936","2016-12-06",3.24
"937","2016-12-07",3.78
"938","2016-12-08",3.6
"939","2016-12-09",3.72
"940","2016-12-12",3.84
"941","2016-12-13",3.84
"942","2016-12-14",3.576
"943","2016-12-15",3.72
"944","2016-12-16",3.516
"945","2016-12-19",3.756
"946","2016-12-20",3.768
"947","2016-12-21",3.72
"948","2016-12-22",3.696
"949","2016-12-23",3.72
"950","2016-12-27",3.72
"951","2016-12-28",3.516
"952","2016-12-29",3.42
"953","2016-12-30",3.432
"954","2017-01-03",3.36
"955","2017-01-04",3.42
"956","2017-01-05",3.42
"957","2017-01-06",3.24
"958","2017-01-09",3.408
"959","2017-01-10",3.6
"960","2017-01-11",3.4
"961","2017-01-12",3.52
"962","2017-01-13",3.75
"963","2017-01-17",3.69
"964","2017-01-18",3.5
"965","2017-01-19",3.5
"966","2017-01-20",3.55
"967","2017-01-23",3.6
"968","2017-01-24",3.51
"969","2017-01-25",3.5
"970","2017-01-26",3.5
"971","2017-01-27",3.48
"972","2017-01-30",3.58
"973","2017-01-31",3.65
"974","2017-02-01",3.63
"975","2017-02-02",3.55
"976","2017-02-03",3.55
"977","2017-02-06",3.48
"978","2017-02-07",3.6
"979","2017-02-08",3.5
"980","2017-02-09",3.55
"981","2017-02-10",3.45
"982","2017-02-13",3.42
"983","2017-02-14",3.31
"984","2017-02-15",3.4
"985","2017-02-16",3.35
"986","2017-02-17",3.2
"987","2017-02-21",3.65
"988","2017-02-22",3.55
"989","2017-02-23",3.57
"990","2017-02-24",3.65
"991","2017-02-27",3.65
"992","2017-02-28",3.58
"993","2017-03-01",3.56
"994","2017-03-02",3.56
"995","2017-03-03",3.6
"996","2017-03-06",3.7
"997","2017-03-07",3.72
"998","2017-03-08",3.74
"999","2017-03-09",3.75
"1000","2017-03-10",4.07
"1001","2017-03-13",4.64
"1002","2017-03-14",4.65
"1003","2017-03-15",4.7
"1004","2017-03-16",4.5
