"","date","PIHPP"
"1","2018-03-22",24.4
"2","2018-03-23",24.200001
"3","2018-03-26",24.4
"4","2018-03-27",24.503
"5","2018-03-28",24.6
"6","2018-03-29",24.603001
"7","2018-04-02",24.5
"8","2018-04-03",24.35
"9","2018-04-04",24.445
"10","2018-04-05",24.481001
"11","2018-04-06",24.5
"12","2018-04-09",24.527
"13","2018-04-10",24.549999
"14","2018-04-11",24.853001
"15","2018-04-12",24.959
"16","2018-04-13",25
"17","2018-04-16",25
"18","2018-04-17",25
"19","2018-04-18",25
"20","2018-04-19",24.93
"21","2018-04-20",25.1
"22","2018-04-23",25
"23","2018-04-24",25
"24","2018-04-25",25
"25","2018-04-26",25.02
"26","2018-04-27",25.059999
"27","2018-04-30",24.506001
"28","2018-05-01",24.506001
"29","2018-05-02",25.43
"30","2018-05-03",25.5
"31","2018-05-04",25.5
"32","2018-05-07",26.610001
"33","2018-05-08",26.5
"34","2018-05-09",25.950001
"35","2018-05-10",25.51
"36","2018-05-11",25.6
"37","2018-05-14",25.6
"38","2018-05-15",25.530001
"39","2018-05-16",25.5
"40","2018-05-17",25.57
"41","2018-05-18",25.549999
"42","2018-05-21",25.999001
"43","2018-05-22",25.6
"44","2018-05-23",25.6
"45","2018-05-24",25.799999
"46","2018-05-25",25.834999
"47","2018-05-29",25.75
"48","2018-05-30",26.372999
"49","2018-05-31",25.702999
"50","2018-06-01",25.702999
"51","2018-06-04",26.1
"52","2018-06-05",26.1
"53","2018-06-06",26.1
"54","2018-06-07",25.969999
"55","2018-06-08",26
"56","2018-06-11",25.549999
"57","2018-06-12",25.927999
"58","2018-06-13",25.847
"59","2018-06-14",25.549999
"60","2018-06-15",25.549999
"61","2018-06-18",25.75
"62","2018-06-19",25.614
"63","2018-06-20",25.614
"64","2018-06-21",25.614
"65","2018-06-22",25.614
"66","2018-06-25",25.586
"67","2018-06-26",25.586
"68","2018-06-27",25.950001
"69","2018-06-28",25.59
"70","2018-06-29",25.59
"71","2018-07-02",25.712
"72","2018-07-03",25.620001
"73","2018-07-05",25.709999
"74","2018-07-06",25.860001
"75","2018-07-09",25.75
"76","2018-07-10",25.75
"77","2018-07-11",25.726
"78","2018-07-12",25.75
"79","2018-07-13",25.700001
"80","2018-07-16",25.5
"81","2018-07-17",25.73
"82","2018-07-18",25.912001
"83","2018-07-19",25.1
"84","2018-07-20",25.440001
"85","2018-07-23",25.35
"86","2018-07-24",25.4
"87","2018-07-25",25.6
"88","2018-07-26",25.35
"89","2018-07-27",25.4
"90","2018-07-30",25.4
"91","2018-07-31",25.650999
"92","2018-08-01",25.650999
"93","2018-08-02",25.650999
"94","2018-08-03",25.93
"95","2018-08-06",25.91
"96","2018-08-07",25.91
"97","2018-08-08",25.91
"98","2018-08-09",25.940001
"99","2018-08-10",25.940001
"100","2018-08-13",26.67
"101","2018-08-14",26.138
"102","2018-08-15",26
"103","2018-08-16",26.096001
"104","2018-08-17",26.15
"105","2018-08-20",25.799999
"106","2018-08-21",25.82
"107","2018-08-22",26
"108","2018-08-23",25.75
"109","2018-08-24",25.75
"110","2018-08-27",25.98
"111","2018-08-28",26.09
"112","2018-08-29",25.938999
"113","2018-08-30",25.440001
"114","2018-08-31",25.5
"115","2018-09-04",25.58
"116","2018-09-05",25.6
"117","2018-09-06",25.59
"118","2018-09-07",25.59
"119","2018-09-10",25.58
"120","2018-09-11",25.450001
"121","2018-09-12",25.450001
"122","2018-09-13",25.35
"123","2018-09-14",25.4
"124","2018-09-17",25.309999
"125","2018-09-18",25.403
"126","2018-09-19",25.059999
"127","2018-09-20",25.280001
"128","2018-09-21",25.16
"129","2018-09-24",25.16
"130","2018-09-25",25.15
"131","2018-09-26",25.082001
"132","2018-09-27",25.139999
"133","2018-09-28",25.142
"134","2018-10-01",25.129999
"135","2018-10-02",25.07
"136","2018-10-03",25.084999
"137","2018-10-04",25.160999
"138","2018-10-05",25.160999
"139","2018-10-08",25.120001
"140","2018-10-09",24.83
"141","2018-10-10",24.777
"142","2018-10-11",24.950001
"143","2018-10-12",24.65
"144","2018-10-15",24.728001
"145","2018-10-16",24.719999
"146","2018-10-17",25
"147","2018-10-18",24.82
"148","2018-10-19",24.950001
"149","2018-10-22",24.950001
"150","2018-10-23",24.950001
"151","2018-10-24",24.950001
"152","2018-10-25",25.1
"153","2018-10-26",24.889999
"154","2018-10-29",24.844
"155","2018-10-30",24.9
"156","2018-10-31",24.870001
"157","2018-11-01",24.759001
"158","2018-11-02",24.889999
"159","2018-11-05",24.879999
"160","2018-11-06",24.5
"161","2018-11-07",24.51
"162","2018-11-08",24.826
"163","2018-11-09",24.5
"164","2018-11-12",24.9
"165","2018-11-13",25.1
"166","2018-11-14",25.1
"167","2018-11-15",25
"168","2018-11-16",24.549999
"169","2018-11-19",24.870001
"170","2018-11-20",25.59
"171","2018-11-21",25.24
"172","2018-11-23",25.190001
"173","2018-11-26",25.586
"174","2018-11-27",24.950001
"175","2018-11-28",25.466999
"176","2018-11-29",25
"177","2018-11-30",24.555
"178","2018-12-03",24.534
"179","2018-12-04",24.200001
"180","2018-12-06",23.559999
"181","2018-12-07",23.997
"182","2018-12-10",23.75
"183","2018-12-11",24.299999
"184","2018-12-12",24.299999
"185","2018-12-13",22.549999
"186","2018-12-14",23.6
"187","2018-12-17",23.613001
"188","2018-12-18",23.613001
"189","2018-12-19",21.768999
"190","2018-12-20",19.65
"191","2018-12-21",16.700001
"192","2018-12-24",17.084999
"193","2018-12-26",17.66
"194","2018-12-27",17.919001
"195","2018-12-28",18.700001
"196","2018-12-31",19.275
"197","2019-01-02",19.275
"198","2019-01-03",19.472
"199","2019-01-04",19.75
"200","2019-01-07",20.24
"201","2019-01-08",19.549999
"202","2019-01-09",19.75
"203","2019-01-10",20.129999
