"","date","RELL"
"106","2007-06-05",9.59
"107","2007-06-06",9.35
"108","2007-06-07",9.31
"109","2007-06-08",9.39
"110","2007-06-11",9.35
"111","2007-06-12",9.2
"112","2007-06-13",9.33
"113","2007-06-14",9.39
"114","2007-06-15",9.39
"115","2007-06-18",9.38
"116","2007-06-19",9.65
"117","2007-06-20",9.58
"118","2007-06-21",9.49
"119","2007-06-22",9.44
"120","2007-06-25",9.4
"121","2007-06-26",9.34
"122","2007-06-27",9.28
"123","2007-06-28",9.3
"124","2007-06-29",9.26
"125","2007-07-02",9.31
"126","2007-07-03",9.4
"127","2007-07-05",9.29
"128","2007-07-06",9.32
"129","2007-07-09",9.14
"130","2007-07-10",8.83
"131","2007-07-11",9
"132","2007-07-12",9.24
"133","2007-07-13",9.13
"134","2007-07-16",9
"135","2007-07-17",9.01
"136","2007-07-18",8.86
"137","2007-07-19",8.94
"138","2007-07-20",9.03
"139","2007-07-23",8.84
"140","2007-07-24",8.85
"141","2007-07-25",8.93
"142","2007-07-26",8.59
"143","2007-07-27",8.51
"144","2007-07-30",8.51
"145","2007-07-31",8.35
"146","2007-08-01",8.13
"147","2007-08-02",7.86
"148","2007-08-03",7.85
"149","2007-08-06",7.84
"150","2007-08-07",7.84
"151","2007-08-08",7.56
"152","2007-08-09",7.05
"153","2007-08-10",7.43
"154","2007-08-13",7.77
"155","2007-08-14",8.14
"156","2007-08-15",7.75
"157","2007-08-16",7.13
"158","2007-08-17",7.26
"159","2007-08-20",7.26
"160","2007-08-21",7.17
"161","2007-08-22",7
"162","2007-08-23",7.06
"163","2007-08-24",7.4
"164","2007-08-27",7.37
"165","2007-08-28",7.34
"166","2007-08-29",7.1
"167","2007-08-30",6.97
"168","2007-08-31",7.23
"169","2007-09-04",7.18
"170","2007-09-05",7.23
"171","2007-09-06",7.24
"172","2007-09-07",7.39
"173","2007-09-10",7.04
"174","2007-09-11",6.93
"175","2007-09-12",6.99
"176","2007-09-13",6.81
"177","2007-09-14",6.92
"178","2007-09-17",7.02
"179","2007-09-18",6.96
"180","2007-09-19",6.92
"181","2007-09-20",6.59
"182","2007-09-21",6.6
"183","2007-09-24",6.52
"184","2007-09-25",6.58
"185","2007-09-26",6.63
"186","2007-09-27",6.7
"187","2007-09-28",6.85
"188","2007-10-01",7.27
"189","2007-10-02",7.55
"190","2007-10-03",7.62
"191","2007-10-04",7.37
"192","2007-10-05",7.34
"193","2007-10-08",7.34
"194","2007-10-09",7.24
"195","2007-10-10",7.28
"196","2007-10-11",7.07
"197","2007-10-12",7.7
"198","2007-10-15",7.67
"199","2007-10-16",7.26
"200","2007-10-17",7.41
"201","2007-10-18",7.59
"202","2007-10-19",7.34
"203","2007-10-22",7.25
"204","2007-10-23",7.66
"205","2007-10-24",7.33
"206","2007-10-25",7.33
"207","2007-10-26",7.49
"208","2007-10-29",7.55
"209","2007-10-30",7.41
"210","2007-10-31",7.58
"211","2007-11-01",7.55
"212","2007-11-02",7.41
"213","2007-11-05",7.32
"214","2007-11-06",7.34
"215","2007-11-07",7.62
"216","2007-11-08",7.65
"217","2007-11-09",7.66
"218","2007-11-12",7.59
"219","2007-11-13",7.47
"220","2007-11-14",6.96
"221","2007-11-15",7.05
"222","2007-11-16",6.79
"223","2007-11-19",6.65
"224","2007-11-20",6.46
"225","2007-11-21",6.64
"226","2007-11-23",6.83
"227","2007-11-26",7
"228","2007-11-27",6.68
"229","2007-11-28",6.7
"230","2007-11-29",6.63
"231","2007-11-30",6.51
"232","2007-12-03",6.54
"233","2007-12-04",6.55
"234","2007-12-05",6.6
"235","2007-12-06",6.65
"236","2007-12-07",6.92
"237","2007-12-10",7.04
"238","2007-12-11",6.86
"239","2007-12-12",6.66
"240","2007-12-13",6.5
"241","2007-12-14",6.38
"242","2007-12-17",6.23
"243","2007-12-18",6.1
"244","2007-12-19",6.65
"245","2007-12-20",6.9
"246","2007-12-21",6.65
"247","2007-12-24",6.69
"248","2007-12-26",6.71
"249","2007-12-27",6.92
"250","2007-12-28",7.02
"251","2007-12-31",7.01
"252","2008-01-02",7.15
"253","2008-01-03",6.66
"254","2008-01-04",6.55
"255","2008-01-07",6.32
"256","2008-01-08",5.89
"257","2008-01-09",5.79
"258","2008-01-10",4.61
"259","2008-01-11",4.61
"260","2008-01-14",4.62
"261","2008-01-15",4.64
"262","2008-01-16",4.89
"263","2008-01-17",4.85
"264","2008-01-18",4.87
"265","2008-01-22",5.13
"266","2008-01-23",5.03
"267","2008-01-24",5.04
"268","2008-01-25",5.13
"269","2008-01-28",5.06
"270","2008-01-29",5.08
"271","2008-01-30",5.08
"272","2008-01-31",5.05
"273","2008-02-01",5.06
"274","2008-02-04",5.08
"275","2008-02-05",5.06
"276","2008-02-06",5.05
"277","2008-02-07",5.06
"278","2008-02-08",5.19
"279","2008-02-11",5.22
"280","2008-02-12",5.15
"281","2008-02-13",5.05
"282","2008-02-14",5.06
"283","2008-02-15",4.95
"284","2008-02-19",4.78
"285","2008-02-20",4.8
"286","2008-02-21",4.88
"287","2008-02-22",4.83
"288","2008-02-25",4.71
"289","2008-02-26",4.63
"290","2008-02-27",4.47
"291","2008-02-28",4.39
"292","2008-02-29",4.32
"293","2008-03-03",4.17
"294","2008-03-04",4.13
"295","2008-03-05",4.05
"296","2008-03-06",4.04
"297","2008-03-07",3.95
"298","2008-03-10",3.85
"299","2008-03-11",3.67
"300","2008-03-12",3.65
"301","2008-03-13",3.76
"302","2008-03-14",3.96
"303","2008-03-17",3.95
"304","2008-03-18",4.22
"305","2008-03-19",4.15
"306","2008-03-20",4.08
"307","2008-03-24",4.18
"308","2008-03-25",4.69
"309","2008-03-26",4.17
"310","2008-03-27",4.35
"311","2008-03-28",4.25
"312","2008-03-31",4.23
"313","2008-04-01",4.13
"314","2008-04-02",4.04
"315","2008-04-03",4.42
"316","2008-04-04",4.29
"317","2008-04-07",4.18
"318","2008-04-08",4.26
"319","2008-04-09",4.2
"320","2008-04-10",4.82
"321","2008-04-11",4.67
"322","2008-04-14",4.8
"323","2008-04-15",5.75
"324","2008-04-16",5.82
"325","2008-04-17",5.68
"326","2008-04-18",5.45
"327","2008-04-21",5.84
"328","2008-04-22",5.63
"329","2008-04-23",5.4
"330","2008-04-24",5.61
"331","2008-04-25",5.94
"332","2008-04-28",5.83
"333","2008-04-29",6.31
"334","2008-04-30",6.5
"335","2008-05-01",6.25
"336","2008-05-02",6.35
"337","2008-05-05",6.33
"338","2008-05-06",6.28
"339","2008-05-07",6.42
"340","2008-05-08",6.35
"341","2008-05-09",6.28
"342","2008-05-12",6.2
"343","2008-05-13",6.2
"344","2008-05-14",6.23
"345","2008-05-15",5.9
"346","2008-05-16",5.8
"347","2008-05-19",5.85
"348","2008-05-20",5.81
"349","2008-05-21",5.8
"350","2008-05-22",5.56
"351","2008-05-23",6.06
"352","2008-05-27",5.78
"353","2008-05-28",5.73
"354","2008-05-29",5.61
"355","2008-05-30",5.65
"356","2008-06-02",5.4
"357","2008-06-03",5.49
"358","2008-06-04",5.47
"359","2008-06-05",5.51
"360","2008-06-06",5.52
"361","2008-06-09",5.55
"362","2008-06-10",5.45
"363","2008-06-11",5.69
"364","2008-06-12",5.52
"365","2008-06-13",5.55
"366","2008-06-16",5.57
"367","2008-06-17",5.45
"368","2008-06-18",5.48
"369","2008-06-19",5.82
"370","2008-06-20",5.87
"371","2008-06-23",6.07
"372","2008-06-24",5.98
"373","2008-06-25",5.63
"374","2008-06-26",5.75
"375","2008-06-27",5.86
"376","2008-06-30",5.93
"377","2008-07-01",5.7
"378","2008-07-02",5.3
"379","2008-07-03",5.09
"380","2008-07-07",5.4
"381","2008-07-08",5.51
"382","2008-07-09",4.94
"383","2008-07-10",5.16
"384","2008-07-11",4.83
"385","2008-07-14",4.6
"386","2008-07-15",4.62
"387","2008-07-16",4.77
"388","2008-07-17",4.55
"389","2008-07-18",4.52
"390","2008-07-21",4.58
"391","2008-07-22",4.61
"392","2008-07-23",4.88
"393","2008-07-24",5.21
"394","2008-07-25",5.19
"395","2008-07-28",5.02
"396","2008-07-29",4.65
"397","2008-07-30",5
"398","2008-07-31",6.2
"399","2008-08-01",6.27
"400","2008-08-04",6.32
"401","2008-08-05",6.33
"402","2008-08-06",6.36
"403","2008-08-07",6.04
"404","2008-08-08",5.89
"405","2008-08-11",6.18
"406","2008-08-12",5.58
"407","2008-08-13",6.39
"408","2008-08-14",6.41
"409","2008-08-15",6.9
"410","2008-08-18",6.97
"411","2008-08-19",6.64
"412","2008-08-20",6.58
"413","2008-08-21",6.63
"414","2008-08-22",7
"415","2008-08-25",6.93
"416","2008-08-26",6.57
"417","2008-08-27",6.89
"418","2008-08-28",6.9
"419","2008-08-29",6.71
"420","2008-09-02",6.79
"421","2008-09-03",6.67
"422","2008-09-04",6.63
"423","2008-09-05",6.62
"424","2008-09-08",6.62
"425","2008-09-09",6.61
"426","2008-09-10",6.62
"427","2008-09-11",6.48
"428","2008-09-12",6.32
"429","2008-09-15",6.3
"430","2008-09-16",5.86
"431","2008-09-17",5.54
"432","2008-09-18",5.44
"433","2008-09-19",5.99
"434","2008-09-22",6.09
"435","2008-09-23",5.97
"436","2008-09-24",6.05
"437","2008-09-25",6.05
"438","2008-09-26",6.14
"439","2008-09-29",5.15
"440","2008-09-30",6.2
"441","2008-10-01",5.65
"442","2008-10-02",5.22
"443","2008-10-03",5.11
"444","2008-10-06",4.75
"445","2008-10-07",4.49
"446","2008-10-08",4.08
"447","2008-10-09",4.54
"448","2008-10-10",5
"449","2008-10-13",5.72
"450","2008-10-14",5.53
"451","2008-10-15",5.4
"452","2008-10-16",5.57
"453","2008-10-17",5.13
"454","2008-10-20",4.94
"455","2008-10-21",5.03
"456","2008-10-22",4.57
"457","2008-10-23",4.42
"458","2008-10-24",4.19
"459","2008-10-27",4.27
"460","2008-10-28",4.32
"461","2008-10-29",4.24
"462","2008-10-30",4.26
"463","2008-10-31",5.02
"464","2008-11-03",4.9
"465","2008-11-04",4.99
"466","2008-11-05",4.69
"467","2008-11-06",4.1
"468","2008-11-07",4.18
"469","2008-11-10",4.19
"470","2008-11-11",4.06
"471","2008-11-12",4.14
"472","2008-11-13",4
"473","2008-11-14",3.46
"474","2008-11-17",3.26
"475","2008-11-18",3.22
"476","2008-11-19",3.21
"477","2008-11-20",3.24
"478","2008-11-21",3.22
"479","2008-11-24",3.02
"480","2008-11-25",3.01
"481","2008-11-26",3.12
"482","2008-11-28",3.1
"483","2008-12-01",3.16
"484","2008-12-02",3.21
"485","2008-12-03",3.2
"486","2008-12-04",3.14
"487","2008-12-05",3.06
"488","2008-12-08",2.97
"489","2008-12-09",2.75
"490","2008-12-10",2.75
"491","2008-12-11",2.8
"492","2008-12-12",2.73
"493","2008-12-15",2.7
"494","2008-12-16",2.65
"495","2008-12-17",2.78
"496","2008-12-18",2.66
"497","2008-12-19",2.86
"498","2008-12-22",2.58
"499","2008-12-23",2.78
"500","2008-12-24",2.92
"501","2008-12-26",3.03
"502","2008-12-29",2.96
"503","2008-12-30",2.98
"504","2008-12-31",2.93
"505","2009-01-02",3.24
"506","2009-01-05",3.19
"507","2009-01-06",3.81
"508","2009-01-07",3.62
"509","2009-01-08",3.95
"510","2009-01-09",4.21
"511","2009-01-12",4.05
"512","2009-01-13",3.95
"513","2009-01-14",3.97
"514","2009-01-15",3.9
"515","2009-01-16",4.03
"516","2009-01-20",3.9
"517","2009-01-21",4.19
"518","2009-01-22",4.11
"519","2009-01-23",3.95
"520","2009-01-26",3.88
"521","2009-01-27",3.9
"522","2009-01-28",3.88
"523","2009-01-29",3.79
"524","2009-01-30",3.74
"525","2009-02-02",3.59
"526","2009-02-03",3.67
"527","2009-02-04",3.55
"528","2009-02-05",3.5
"529","2009-02-06",3.53
"530","2009-02-09",3.58
"531","2009-02-10",3.57
"532","2009-02-11",3.63
"533","2009-02-12",3.5
"534","2009-02-13",3.83
"535","2009-02-17",3.67
"536","2009-02-18",3.66
"537","2009-02-19",3.53
"538","2009-02-20",3.46
"539","2009-02-23",3.32
"540","2009-02-24",3.09
"541","2009-02-25",3
"542","2009-02-26",2.76
"543","2009-02-27",3
"544","2009-03-02",3.2
"545","2009-03-03",3.28
"546","2009-03-04",3.39
"547","2009-03-05",3.13
"548","2009-03-06",3.17
"549","2009-03-09",3.21
"550","2009-03-10",3.06
"551","2009-03-11",2.99
"552","2009-03-12",2.87
"553","2009-03-13",2.75
"554","2009-03-16",2.75
"555","2009-03-17",3.03
"556","2009-03-18",2.86
"557","2009-03-19",2.8
"558","2009-03-20",2.95
"559","2009-03-23",3.17
"560","2009-03-24",2.91
"561","2009-03-25",2.95
"562","2009-03-26",3.44
"563","2009-03-27",3.43
"564","2009-03-30",3.44
"565","2009-03-31",3.38
"566","2009-04-01",3.65
"567","2009-04-02",4.03
"568","2009-04-03",4
"569","2009-04-06",3.98
"570","2009-04-07",3.98
"571","2009-04-08",4
"572","2009-04-09",3.5
"573","2009-04-13",3.74
"574","2009-04-14",3.61
"575","2009-04-15",3.55
"576","2009-04-16",3.54
"577","2009-04-17",3.51
"578","2009-04-20",3.58
"579","2009-04-21",3.52
"580","2009-04-22",3.48
"581","2009-04-23",3.71
"582","2009-04-24",3.84
"583","2009-04-27",3.82
"584","2009-04-28",3.83
"585","2009-04-29",3.7
"586","2009-04-30",3.6
"587","2009-05-01",3.81
"588","2009-05-04",3.8
"589","2009-05-05",3.79
"590","2009-05-06",3.8
"591","2009-05-07",3.77
"592","2009-05-08",3.82
"593","2009-05-11",3.82
"594","2009-05-12",3.57
"595","2009-05-13",3.94
"596","2009-05-14",3.82
"597","2009-05-15",3.59
"598","2009-05-18",3.74
"599","2009-05-19",3.8
"600","2009-05-20",3.8
"601","2009-05-21",3.72
"602","2009-05-22",3.83
"603","2009-05-26",3.93
"604","2009-05-27",3.9
"605","2009-05-28",3.83
"606","2009-05-29",3.94
"607","2009-06-01",3.88
"608","2009-06-02",3.89
"609","2009-06-03",3.91
"610","2009-06-04",3.99
"611","2009-06-05",3.9
"612","2009-06-08",4.01
"613","2009-06-09",4.05
"614","2009-06-10",3.91
"615","2009-06-11",3.73
"616","2009-06-12",3.6
"617","2009-06-15",3.56
"618","2009-06-16",3.6
"619","2009-06-17",3.58
"620","2009-06-18",3.83
"621","2009-06-19",3.58
"622","2009-06-22",3.32
"623","2009-06-23",3.45
"624","2009-06-24",3.32
"625","2009-06-25",3.39
"626","2009-06-26",3.35
"627","2009-06-29",3.37
"628","2009-06-30",3.27
"629","2009-07-01",3.35
"630","2009-07-02",3.3
"631","2009-07-06",3.4
"632","2009-07-07",3.13
"633","2009-07-08",3.1
"634","2009-07-09",2.84
"635","2009-07-10",2.95
"636","2009-07-13",3.02
"637","2009-07-14",3.1
"638","2009-07-15",3.3
"639","2009-07-16",3.71
"640","2009-07-17",3.42
"641","2009-07-20",3.37
"642","2009-07-21",3.46
"643","2009-07-22",3.46
"644","2009-07-23",3.75
"645","2009-07-24",3.75
"646","2009-07-27",3.63
"647","2009-07-28",3.6
"648","2009-07-29",3.67
"649","2009-07-30",3.71
"650","2009-07-31",3.72
"651","2009-08-03",3.76
"652","2009-08-04",3.75
"653","2009-08-05",3.89
"654","2009-08-06",3.92
"655","2009-08-07",3.85
"656","2009-08-10",3.81
"657","2009-08-11",3.88
"658","2009-08-12",3.52
"659","2009-08-13",3.47
"660","2009-08-14",3.57
"661","2009-08-17",3.68
"662","2009-08-18",3.8
"663","2009-08-19",3.8
"664","2009-08-20",3.78
"665","2009-08-21",3.8
"666","2009-08-24",3.81
"667","2009-08-25",3.79
"668","2009-08-26",3.85
"669","2009-08-27",3.75
"670","2009-08-28",4.04
"671","2009-08-31",4.06
"672","2009-09-01",3.89
"673","2009-09-02",3.81
"674","2009-09-03",3.81
"675","2009-09-04",3.99
"676","2009-09-08",4
"677","2009-09-09",4.08
"678","2009-09-10",4.06
"679","2009-09-11",4.08
"680","2009-09-14",4.1
"681","2009-09-15",4.14
"682","2009-09-16",4.26
"683","2009-09-17",4.66
"684","2009-09-18",4.61
"685","2009-09-21",4.64
"686","2009-09-22",5.1
"687","2009-09-23",5
"688","2009-09-24",5.05
"689","2009-09-25",5.09
"690","2009-09-28",5.09
"691","2009-09-29",5.1
"692","2009-09-30",5.1
"693","2009-10-01",5
"694","2009-10-02",4.98
"695","2009-10-05",5.01
"696","2009-10-06",5
"697","2009-10-07",5.07
"698","2009-10-08",5.6
"699","2009-10-09",5.73
"700","2009-10-12",5.68
"701","2009-10-13",5.67
"702","2009-10-14",5.91
"703","2009-10-15",5.91
"704","2009-10-16",5.94
"705","2009-10-19",5.88
"706","2009-10-20",5.87
"707","2009-10-21",6.04
"708","2009-10-22",6.05
"709","2009-10-23",6.02
"710","2009-10-26",5.94
"711","2009-10-27",5.98
"712","2009-10-28",5.62
"713","2009-10-29",5.7
"714","2009-10-30",5.65
"715","2009-11-02",5.6
"716","2009-11-03",5.66
"717","2009-11-04",5.68
"718","2009-11-05",5.67
"719","2009-11-06",5.75
"720","2009-11-09",5.88
"721","2009-11-10",5.97
"722","2009-11-11",5.98
"723","2009-11-12",5.97
"724","2009-11-13",5.95
"725","2009-11-16",5.99
"726","2009-11-17",5.99
"727","2009-11-18",6.15
"728","2009-11-19",5.96
"729","2009-11-20",6.26
"730","2009-11-23",6.31
"731","2009-11-24",6.1
"732","2009-11-25",6
"733","2009-11-27",5.94
"734","2009-11-30",5.95
"735","2009-12-01",5.98
"736","2009-12-02",6
"737","2009-12-03",5.86
"738","2009-12-04",5.73
"739","2009-12-07",5.55
"740","2009-12-08",5.55
"741","2009-12-09",5.55
"742","2009-12-10",5.35
"743","2009-12-11",5.61
"744","2009-12-14",5.81
"745","2009-12-15",5.58
"746","2009-12-16",5.93
"747","2009-12-17",5.79
"748","2009-12-18",5.85
"749","2009-12-21",5.86
"750","2009-12-22",5.8
"751","2009-12-23",5.84
"752","2009-12-24",5.8
"753","2009-12-28",5.98
"754","2009-12-29",5.95
"755","2009-12-30",5.95
"756","2009-12-31",5.87
"757","2010-01-04",5.89
"758","2010-01-05",6.01
"759","2010-01-06",6.1
"760","2010-01-07",7.31
"761","2010-01-08",7.44
"762","2010-01-11",7.83
"763","2010-01-12",7.91
"764","2010-01-13",8.1
"765","2010-01-14",8
"766","2010-01-15",8
"767","2010-01-19",8.19
"768","2010-01-20",8.35
"769","2010-01-21",8.11
"770","2010-01-22",7.98
"771","2010-01-25",8.06
"772","2010-01-26",7.81
"773","2010-01-27",7.96
"774","2010-01-28",7.99
"775","2010-01-29",7.68
"776","2010-02-01",7.95
"777","2010-02-02",8.27
"778","2010-02-03",8.21
"779","2010-02-04",7.76
"780","2010-02-05",7.68
"781","2010-02-08",7.65
"782","2010-02-09",7.67
"783","2010-02-10",7.5
"784","2010-02-11",7.5
"785","2010-02-12",7.45
"786","2010-02-16",7.8
"787","2010-02-17",7.74
"788","2010-02-18",7.83
"789","2010-02-19",7.84
"790","2010-02-22",7.86
"791","2010-02-23",7.73
"792","2010-02-24",7.72
"793","2010-02-25",7.8
"794","2010-02-26",7.86
"795","2010-03-01",7.81
"796","2010-03-02",7.95
"797","2010-03-03",7.98
"798","2010-03-04",8.08
"799","2010-03-05",7.95
"800","2010-03-08",8.03
"801","2010-03-09",8.02
"802","2010-03-10",7.99
"803","2010-03-11",7.89
"804","2010-03-12",7.79
"805","2010-03-15",7.77
"806","2010-03-16",7.9
"807","2010-03-17",7.92
"808","2010-03-18",7.79
"809","2010-03-19",7.44
"810","2010-03-22",7.75
"811","2010-03-23",7.81
"812","2010-03-24",7.81
"813","2010-03-25",8
"814","2010-03-26",8.1
"815","2010-03-29",8.15
"816","2010-03-30",7.95
"817","2010-03-31",7.95
"818","2010-04-01",8.35
"819","2010-04-05",8.55
"820","2010-04-06",8.75
"821","2010-04-07",8.86
"822","2010-04-08",9.38
"823","2010-04-09",9.37
"824","2010-04-12",9.35
"825","2010-04-13",9.81
"826","2010-04-14",9.89
"827","2010-04-15",9.81
"828","2010-04-16",10.05
"829","2010-04-19",10.66
"830","2010-04-20",10.96
"831","2010-04-21",11.43
"832","2010-04-22",11.69
"833","2010-04-23",10.84
"834","2010-04-26",11.59
"835","2010-04-27",10.98
"836","2010-04-28",11.11
"837","2010-04-29",11.52
"838","2010-04-30",11.49
"839","2010-05-03",11.61
"840","2010-05-04",11.46
"841","2010-05-05",11.4
"842","2010-05-06",10.84
"843","2010-05-07",10.59
"844","2010-05-10",10.8
"845","2010-05-11",10.84
"846","2010-05-12",10.9
"847","2010-05-13",10.9
"848","2010-05-14",10.6
"849","2010-05-17",10.28
"850","2010-05-18",10.24
"851","2010-05-19",10.14
"852","2010-05-20",9.69
"853","2010-05-21",9.95
"854","2010-05-24",9.94
"855","2010-05-25",9.18
"856","2010-05-26",9.36
"857","2010-05-27",9.73
"858","2010-05-28",9.74
"859","2010-06-01",9.18
"860","2010-06-02",9.49
"861","2010-06-03",9.63
"862","2010-06-04",9.12
"863","2010-06-07",8.6
"864","2010-06-08",8.45
"865","2010-06-09",8.44
"866","2010-06-10",8.67
"867","2010-06-11",8.61
"868","2010-06-14",8.92
"869","2010-06-15",9.13
"870","2010-06-16",9.12
"871","2010-06-17",9.24
"872","2010-06-18",9.21
"873","2010-06-21",9.07
"874","2010-06-22",8.97
"875","2010-06-23",9.34
"876","2010-06-24",9.11
"877","2010-06-25",9.63
"878","2010-06-28",9.54
"879","2010-06-29",9.31
"880","2010-06-30",9
"881","2010-07-01",8.62
"882","2010-07-02",8.48
"883","2010-07-06",8.1
"884","2010-07-07",9.04
"885","2010-07-08",9
"886","2010-07-09",9.2
"887","2010-07-12",9.08
"888","2010-07-13",9.56
"889","2010-07-14",9.43
"890","2010-07-15",9.55
"891","2010-07-16",9.24
"892","2010-07-19",9.13
"893","2010-07-20",9.35
"894","2010-07-21",9.35
"895","2010-07-22",9.58
"896","2010-07-23",9.82
"897","2010-07-26",9.51
"898","2010-07-27",9.98
"899","2010-07-28",9.88
"900","2010-07-29",9.4
"901","2010-07-30",9.55
"902","2010-08-02",9.62
"903","2010-08-03",9.51
"904","2010-08-04",9.55
"905","2010-08-05",9.32
"906","2010-08-06",9.24
"907","2010-08-09",9.71
"908","2010-08-10",9.43
"909","2010-08-11",8.93
"910","2010-08-12",8.6
"911","2010-08-13",8.45
"912","2010-08-16",8.86
"913","2010-08-17",8.76
"914","2010-08-18",9.25
"915","2010-08-19",9.05
"916","2010-08-20",8.68
"917","2010-08-23",8.71
"918","2010-08-24",8.87
"919","2010-08-25",8.75
"920","2010-08-26",8.96
"921","2010-08-27",9.18
"922","2010-08-30",9.13
"923","2010-08-31",8.8
"924","2010-09-01",9.24
"925","2010-09-02",9.25
"926","2010-09-03",9.55
"927","2010-09-07",9.01
"928","2010-09-08",8.86
"929","2010-09-09",8.97
"930","2010-09-10",8.89
"931","2010-09-13",9.42
"932","2010-09-14",9.58
"933","2010-09-15",9.46
"934","2010-09-16",9.3
"935","2010-09-17",9.54
"936","2010-09-20",9.92
"937","2010-09-21",9.94
"938","2010-09-22",9.81
"939","2010-09-23",9.67
"940","2010-09-24",9.82
"941","2010-09-27",10.23
"942","2010-09-28",10.5
"943","2010-09-29",10.02
"944","2010-09-30",10.5
"945","2010-10-01",11
"946","2010-10-04",10.25
"947","2010-10-05",10.48
"948","2010-10-06",10.33
"949","2010-10-07",10.19
"950","2010-10-08",10.48
"951","2010-10-11",10.6
"952","2010-10-12",10.73
"953","2010-10-13",10.85
"954","2010-10-14",10.87
"955","2010-10-15",10.71
"956","2010-10-18",10.76
"957","2010-10-19",10.63
"958","2010-10-20",10.85
"959","2010-10-21",10.68
"960","2010-10-22",10.91
"961","2010-10-25",10.95
"962","2010-10-26",10.88
"963","2010-10-27",10.9
"964","2010-10-28",10.86
"965","2010-10-29",10.82
"966","2010-11-01",10.85
"967","2010-11-02",10.74
"968","2010-11-03",10.87
"969","2010-11-04",10.85
"970","2010-11-05",10.95
"971","2010-11-08",10.83
"972","2010-11-09",10.72
"973","2010-11-10",10.77
"974","2010-11-11",10.62
"975","2010-11-12",10.56
"976","2010-11-15",10.62
"977","2010-11-16",10.53
"978","2010-11-17",10.49
"979","2010-11-18",10.73
"980","2010-11-19",10.89
"981","2010-11-22",10.83
"982","2010-11-23",10.6
"983","2010-11-24",10.91
"984","2010-11-26",10.78
"985","2010-11-29",10.85
"986","2010-11-30",10.71
"987","2010-12-01",10.87
"988","2010-12-02",11.04
"989","2010-12-03",11.1
"990","2010-12-06",11.23
"991","2010-12-07",11.25
"992","2010-12-08",11.27
"993","2010-12-09",11.13
"994","2010-12-10",11.22
"995","2010-12-13",11.21
"996","2010-12-14",11.17
"997","2010-12-15",11.21
"998","2010-12-16",11.25
"999","2010-12-17",11.38
"1000","2010-12-20",11.62
"1001","2010-12-21",11.65
"1002","2010-12-22",11.7
