"","date","SHAK"
"1","2015-01-30",45.900002
"2","2015-02-02",43.990002
"3","2015-02-03",44.98
"4","2015-02-04",41.32
"5","2015-02-05",42.639999
"6","2015-02-06",41.959999
"7","2015-02-09",41.5
"8","2015-02-10",41.5
"9","2015-02-11",41.5
"10","2015-02-12",40.650002
"11","2015-02-13",40.689999
"12","2015-02-17",39.049999
"13","2015-02-18",42.919998
"14","2015-02-19",43.759998
"15","2015-02-20",44.869999
"16","2015-02-23",41.599998
"17","2015-02-24",43.470001
"18","2015-02-25",42.790001
"19","2015-02-26",43.5
"20","2015-02-27",43.150002
"21","2015-03-02",45.48
"22","2015-03-03",44.68
"23","2015-03-04",46.189999
"24","2015-03-05",44.130001
"25","2015-03-06",43.869999
"26","2015-03-09",43.540001
"27","2015-03-10",45.779999
"28","2015-03-11",46.900002
"29","2015-03-12",47.790001
"30","2015-03-13",48.5
"31","2015-03-16",46.459999
"32","2015-03-17",45.849998
"33","2015-03-18",46.939999
"34","2015-03-19",47.57
"35","2015-03-20",46.919998
"36","2015-03-23",49.25
"37","2015-03-24",49.549999
"38","2015-03-25",47.860001
"39","2015-03-26",47.400002
"40","2015-03-27",49
"41","2015-03-30",49.619999
"42","2015-03-31",50.049999
"43","2015-04-01",48.400002
"44","2015-04-02",48.240002
"45","2015-04-06",49.259998
"46","2015-04-07",50.48
"47","2015-04-08",50.049999
"48","2015-04-09",50.459999
"49","2015-04-10",49.790001
"50","2015-04-13",53.689999
"51","2015-04-14",59.93
"52","2015-04-15",57.470001
"53","2015-04-16",61.59
"54","2015-04-17",61.669998
"55","2015-04-20",63.650002
"56","2015-04-21",60
"57","2015-04-22",62
"58","2015-04-23",62.73
"59","2015-04-24",68.529999
"60","2015-04-27",69.360001
"61","2015-04-28",68.589996
"62","2015-04-29",69.040001
"63","2015-04-30",68.75
"64","2015-05-01",70.75
"65","2015-05-04",75.650002
"66","2015-05-05",78.360001
"67","2015-05-06",75.129997
"68","2015-05-07",66.040001
"69","2015-05-08",68
"70","2015-05-11",65.300003
"71","2015-05-12",65.629997
"72","2015-05-13",68.360001
"73","2015-05-14",65.5
"74","2015-05-15",69.389999
"75","2015-05-18",72.540001
"76","2015-05-19",76.449997
"77","2015-05-20",82.849998
"78","2015-05-21",89.870003
"79","2015-05-22",92.860001
"80","2015-05-26",85.760002
"81","2015-05-27",73.690002
"82","2015-05-28",76.010002
"83","2015-05-29",82.809998
"84","2015-06-01",78.690002
"85","2015-06-02",78.93
"86","2015-06-03",77.5
"87","2015-06-04",75.330002
"88","2015-06-05",77.010002
"89","2015-06-08",76.940002
"90","2015-06-09",76.599998
"91","2015-06-10",74.300003
"92","2015-06-11",77.440002
"93","2015-06-12",75.389999
"94","2015-06-15",74.860001
"95","2015-06-16",73.809998
"96","2015-06-17",72.300003
"97","2015-06-18",69.099998
"98","2015-06-19",69.339996
"99","2015-06-22",66
"100","2015-06-23",63.84
"101","2015-06-24",62.48
"102","2015-06-25",63.93
"103","2015-06-26",62.400002
"104","2015-06-29",60.459999
"105","2015-06-30",60.27
"106","2015-07-01",60.040001
"107","2015-07-02",57.889999
"108","2015-07-06",59
"109","2015-07-07",54.740002
"110","2015-07-08",51.73
"111","2015-07-09",50.43
"112","2015-07-10",50.5
"113","2015-07-13",51.720001
"114","2015-07-14",50.91
"115","2015-07-15",48.73
"116","2015-07-16",49.419998
"117","2015-07-17",52.939999
"118","2015-07-20",54.790001
"119","2015-07-21",58.560001
"120","2015-07-22",58.080002
"121","2015-07-23",60.259998
"122","2015-07-24",56.549999
"123","2015-07-27",52.799999
"124","2015-07-28",52.639999
"125","2015-07-29",62.150002
"126","2015-07-30",60.610001
"127","2015-07-31",68.050003
"128","2015-08-03",69.970001
"129","2015-08-04",70.589996
"130","2015-08-05",68.980003
"131","2015-08-06",64.660004
"132","2015-08-07",71.639999
"133","2015-08-10",70.639999
"134","2015-08-11",68.559998
"135","2015-08-12",64.790001
"136","2015-08-13",54.490002
"137","2015-08-14",55.330002
"138","2015-08-17",55.959999
"139","2015-08-18",55.700001
"140","2015-08-19",53.150002
"141","2015-08-20",50.650002
"142","2015-08-21",47.5
