"","date","BAM"
"1","2007-01-03",11.876504
"2","2007-01-04",11.753366
"3","2007-01-05",11.690541
"4","2007-01-08",11.700593
"5","2007-01-09",11.708132
"6","2007-01-10",11.713158
"7","2007-01-11",11.873991
"8","2007-01-12",11.949382
"9","2007-01-16",12.062467
"10","2007-01-17",12.188118
"11","2007-01-18",12.095137
"12","2007-01-19",12.049902
"13","2007-01-22",12.130319
"14","2007-01-23",12.293664
"15","2007-01-24",12.451984
"16","2007-01-25",12.361516
"17","2007-01-26",12.489679
"18","2007-01-29",12.484653
"19","2007-01-30",12.301204
"20","2007-01-31",12.30623
"21","2007-02-01",12.195657
"22","2007-02-02",12.281099
"23","2007-02-05",12.534914
"24","2007-02-06",12.703285
"25","2007-02-07",12.544966
"26","2007-02-08",12.338899
"27","2007-02-09",12.527374
"28","2007-02-12",12.519835
"29","2007-02-13",12.979717
"30","2007-02-14",13.406929
"31","2007-02-15",13.53258
"32","2007-02-16",13.670796
"33","2007-02-20",13.650692
"34","2007-02-21",13.974871
"35","2007-02-22",13.768804
"36","2007-02-23",13.914558
"37","2007-02-26",14.339257
"38","2007-02-27",13.698439
"39","2007-02-28",13.512476
"40","2007-03-01",13.633101
"41","2007-03-02",13.263688
"42","2007-03-05",13.057621
"43","2007-03-06",13.313948
"44","2007-03-07",13.278766
"45","2007-03-08",13.283792
"46","2007-03-09",13.406929
"47","2007-03-12",13.331539
"48","2007-03-13",12.924431
"49","2007-03-14",12.974691
"50","2007-03-15",13.072699
"51","2007-03-16",13.107881
"52","2007-03-19",13.324
"53","2007-03-20",13.354156
"54","2007-03-21",13.545145
"55","2007-03-22",13.369234
"56","2007-03-23",13.447138
"57","2007-03-26",13.469755
"58","2007-03-27",13.251122
"59","2007-03-28",13.243584
"60","2007-03-29",13.256148
"61","2007-03-30",13.133011
"62","2007-04-02",13.45719
"63","2007-04-03",13.577814
"64","2007-04-04",13.618023
"65","2007-04-05",13.761265
"66","2007-04-09",13.957279
"67","2007-04-10",13.879376
"68","2007-04-11",13.879376
"69","2007-04-12",13.967332
"70","2007-04-13",13.894454
"71","2007-04-16",14.203555
"72","2007-04-17",14.364388
"73","2007-04-18",14.397057
"74","2007-04-19",14.306588
"75","2007-04-20",14.462396
"76","2007-04-23",14.371927
"77","2007-04-24",14.341771
"78","2007-04-25",14.43224
"79","2007-04-26",14.251302
"80","2007-04-27",14.409622
"81","2007-04-30",14.613176
"82","2007-05-01",14.44983
"83","2007-05-02",15.490218
"84","2007-05-03",15.379645
"85","2007-05-04",15.663616
"86","2007-05-07",15.92497
"87","2007-05-08",16.198889
"88","2007-05-09",16.08329
"89","2007-05-10",15.656077
"90","2007-05-11",16.070724
"91","2007-05-14",15.980256
"92","2007-05-15",16.246635
"93","2007-05-16",16.208941
"94","2007-05-17",16.246635
"95","2007-05-18",16.131037
"96","2007-05-21",16.266739
"97","2007-05-22",16.36726
"98","2007-05-23",16.332077
"99","2007-05-24",15.826962
"100","2007-05-25",16.00036
"101","2007-05-29",16.053133
"102","2007-05-30",16.133549
"103","2007-05-31",15.909891
"104","2007-06-01",15.824449
"105","2007-06-04",15.771676
"106","2007-06-05",15.432419
"107","2007-06-06",15.364568
"108","2007-06-07",14.501348
"109","2007-06-08",14.689823
"110","2007-06-11",14.584276
"111","2007-06-12",14.301562
"112","2007-06-13",14.444804
"113","2007-06-14",14.486269
"114","2007-06-15",14.882069
"115","2007-06-18",14.742597
"116","2007-06-19",14.652128
"117","2007-06-20",14.418418
"118","2007-06-21",15.119549
"119","2007-06-22",14.844374
"120","2007-06-25",14.603124
"121","2007-06-26",14.55789
"122","2007-06-27",14.934842
"123","2007-06-28",15.059237
"124","2007-06-29",15.040388
"125","2007-07-02",15.270329
"126","2007-07-03",15.176091
"127","2007-07-05",15.066775
"128","2007-07-06",15.145935
"129","2007-07-09",15.458805
"130","2007-07-10",15.134626
"131","2007-07-11",15.010232
"132","2007-07-12",15.439958
"133","2007-07-13",15.477653
"134","2007-07-16",15.18363
"135","2007-07-17",14.995154
"136","2007-07-18",15.040388
"137","2007-07-19",15.025311
"138","2007-07-20",14.757674
"139","2007-07-23",14.784061
"140","2007-07-24",14.343027
"141","2007-07-25",14.135703
"142","2007-07-26",13.438342
"143","2007-07-27",13.453421
"144","2007-07-30",13.472268
"145","2007-07-31",13.246097
"146","2007-08-01",12.74852
"147","2007-08-02",12.986
"148","2007-08-03",12.250943
"149","2007-08-06",12.492192
"150","2007-08-07",13.076468
"151","2007-08-08",12.944535
"152","2007-08-09",12.872914
"153","2007-08-10",12.740981
"154","2007-08-13",12.740981
"155","2007-08-14",12.266021
"156","2007-08-15",12.024772
"157","2007-08-16",11.964459
"158","2007-08-17",12.812602
"159","2007-08-20",13.001078
"160","2007-08-21",13.110394
"161","2007-08-22",13.585354
"162","2007-08-23",13.178246
"163","2007-08-24",13.472268
"164","2007-08-27",13.268714
"165","2007-08-28",12.756059
"166","2007-08-29",13.06139
"167","2007-08-30",12.729672
"168","2007-08-31",12.767367
"169","2007-09-04",12.805062
"170","2007-09-05",12.737211
"171","2007-09-06",12.786215
"172","2007-09-07",12.522348
"173","2007-09-10",12.439419
"174","2007-09-11",12.454497
"175","2007-09-12",12.443189
"176","2007-09-13",12.789985
"177","2007-09-14",12.986
"178","2007-09-17",12.808832
"179","2007-09-18",13.159398
"180","2007-09-19",13.37426
"181","2007-09-20",13.14055
"182","2007-09-21",13.675822
"183","2007-09-24",14.32418
"184","2007-09-25",14.346797
"185","2007-09-26",14.55412
"186","2007-09-27",14.606894
"187","2007-09-28",14.512655
"188","2007-10-01",14.633281
"189","2007-10-02",14.908455
"190","2007-10-03",14.693593
"191","2007-10-04",14.897147
"192","2007-10-05",15.413571
"193","2007-10-08",15.085623
"194","2007-10-09",15.059237
"195","2007-10-10",15.070545
"196","2007-10-11",15.285407
"197","2007-10-12",15.390954
"198","2007-10-15",15.153474
"199","2007-10-16",14.855682
"200","2007-10-17",14.897147
"201","2007-10-18",14.780292
"202","2007-10-19",14.395801
"203","2007-10-22",14.47119
"204","2007-10-23",14.572968
"205","2007-10-24",14.437265
"206","2007-10-25",14.113087
"207","2007-10-26",14.817986
"208","2007-10-29",15.134626
"209","2007-10-30",14.94992
"210","2007-10-31",15.375875
"211","2007-11-01",14.983846
"212","2007-11-02",14.147012
"213","2007-11-05",14.135703
"214","2007-11-06",14.248789
"215","2007-11-07",13.638126
"216","2007-11-08",13.698439
"217","2007-11-09",13.434572
"218","2007-11-12",13.076468
"219","2007-11-13",13.21594
"220","2007-11-14",13.06516
"221","2007-11-15",12.955844
"222","2007-11-16",12.940765
"223","2007-11-19",12.710825
"224","2007-11-20",12.842758
"225","2007-11-21",12.605278
"226","2007-11-23",12.688208
"227","2007-11-26",12.586431
"228","2007-11-27",12.778676
"229","2007-11-28",13.442112
"230","2007-11-29",13.261175
"231","2007-11-30",13.656975
"232","2007-12-03",13.509963
"233","2007-12-04",13.057621
"234","2007-12-05",13.53258
"235","2007-12-06",13.819064
"236","2007-12-07",14.056543
"237","2007-12-10",14.437265
"238","2007-12-11",13.758752
"239","2007-12-12",13.856759
"240","2007-12-13",13.909533
"241","2007-12-14",13.800216
"242","2007-12-17",13.37426
"243","2007-12-18",13.442112
"244","2007-12-19",13.653205
"245","2007-12-20",13.351644
"246","2007-12-21",13.362951
"247","2007-12-24",13.570275
"248","2007-12-26",13.468498
"249","2007-12-27",13.517502
"250","2007-12-28",13.453421
"251","2007-12-31",13.445881
"252","2008-01-02",13.427033
"253","2008-01-03",13.449651
"254","2008-01-04",13.012386
"255","2008-01-07",12.503501
"256","2008-01-08",12.017233
"257","2008-01-09",11.866452
"258","2008-01-10",12.107701
"259","2008-01-11",11.896608
"260","2008-01-14",11.681746
"261","2008-01-15",11.760905
"262","2008-01-16",11.610125
"263","2008-01-17",11.327411
"264","2008-01-18",11.432957
"265","2008-01-22",11.289715
"266","2008-01-23",11.191708
"267","2008-01-24",11.855144
"268","2008-01-25",11.738288
"269","2008-01-28",11.88153
"270","2008-01-29",12.077545
"271","2008-01-30",11.813679
"272","2008-01-31",12.137857
"273","2008-02-01",12.654282
"274","2008-02-04",12.658051
"275","2008-02-05",12.175552
"276","2008-02-06",12.266021
"277","2008-02-07",11.628972
"278","2008-02-08",11.866452
"279","2008-02-11",11.8853
"280","2008-02-12",11.855144
"281","2008-02-13",12.03985
"282","2008-02-14",11.866452
"283","2008-02-15",11.809909
"284","2008-02-19",11.779753
"285","2008-02-20",11.696823
"286","2008-02-21",11.470653
"287","2008-02-22",11.56866
"288","2008-02-25",11.72321
"289","2008-02-26",11.753366
"290","2008-02-27",11.71944
"291","2008-02-28",11.538504
"292","2008-02-29",11.17663
"293","2008-03-03",10.863759
"294","2008-03-04",10.833603
"295","2008-03-05",10.886376
"296","2008-03-06",10.746904
"297","2008-03-07",10.686592
"298","2008-03-10",10.381261
"299","2008-03-11",10.803447
"300","2008-03-12",10.750673
"301","2008-03-13",10.562198
"302","2008-03-14",10.498116
"303","2008-03-17",10.042004
"304","2008-03-18",10.253097
"305","2008-03-19",9.883684
"306","2008-03-20",10.290792
"307","2008-03-24",10.592354
"308","2008-03-25",10.682822
"309","2008-03-26",10.332257
"310","2008-03-27",10.283253
"311","2008-03-28",10.098547
"312","2008-03-31",10.113625
"313","2008-04-01",10.53958
"314","2008-04-02",10.682822
"315","2008-04-03",10.641357
"316","2008-04-04",10.62628
"317","2008-04-07",10.844912
"318","2008-04-08",10.897685
"319","2008-04-09",10.569736
"320","2008-04-10",10.592354
"321","2008-04-11",10.283253
"322","2008-04-14",10.117394
"323","2008-04-15",10.083468
"324","2008-04-16",10.253097
"325","2008-04-17",10.486807
"326","2008-04-18",11.112548
"327","2008-04-21",10.848681
"328","2008-04-22",11.048466
"329","2008-04-23",11.022079
"330","2008-04-24",11.399032
"331","2008-04-25",11.429188
"332","2008-04-28",11.576199
"333","2008-04-29",11.523425
"334","2008-04-30",12.333873
"335","2008-05-01",12.782446
"336","2008-05-02",12.805062
"337","2008-05-05",12.812602
"338","2008-05-06",12.90307
"339","2008-05-07",12.872914
"340","2008-05-08",13.027464
"341","2008-05-09",13.249866
"342","2008-05-12",13.400647
"343","2008-05-13",13.283792
"344","2008-05-14",13.223479
"345","2008-05-15",13.592893
"346","2008-05-16",13.713517
"347","2008-05-19",13.898224
"348","2008-05-20",13.340335
"349","2008-05-21",13.344104
"350","2008-05-22",13.751212
"351","2008-05-23",13.61551
"352","2008-05-27",13.513733
"353","2008-05-28",13.773829
"354","2008-05-29",13.901993
"355","2008-05-30",13.871837
"356","2008-06-02",13.668283
"357","2008-06-03",13.362951
"358","2008-06-04",13.419495
"359","2008-06-05",13.585354
"360","2008-06-06",13.3818
"361","2008-06-09",13.117933
"362","2008-06-10",13.155628
"363","2008-06-11",12.90307
"364","2008-06-12",12.808832
"365","2008-06-13",12.887992
"366","2008-06-16",13.283792
"367","2008-06-17",13.257405
"368","2008-06-18",13.212171
"369","2008-06-19",13.359182
"370","2008-06-20",12.940765
"371","2008-06-23",12.801293
"372","2008-06-24",12.582661
"373","2008-06-25",12.967152
"374","2008-06-26",12.627895
"375","2008-06-27",12.537427
"376","2008-06-30",12.266021
"377","2008-07-01",11.998385
"378","2008-07-02",11.892838
"379","2008-07-03",11.659128
"380","2008-07-07",11.474422
"381","2008-07-08",11.775984
"382","2008-07-09",11.700593
"383","2008-07-10",11.911686
"384","2008-07-11",11.372644
"385","2008-07-14",11.270867
"386","2008-07-15",11.236942
"387","2008-07-16",11.451804
"388","2008-07-17",11.836296
"389","2008-07-18",12.103931
"390","2008-07-21",12.11524
"391","2008-07-22",12.239635
"392","2008-07-23",12.586431
"393","2008-07-24",12.345181
"394","2008-07-25",12.699516
"395","2008-07-28",12.149166
"396","2008-07-29",12.548736
"397","2008-07-30",12.518579
"398","2008-07-31",12.673129
"399","2008-08-01",12.420571
"400","2008-08-04",12.330103
"401","2008-08-05",12.394185
"402","2008-08-06",12.318794
"403","2008-08-07",11.998385
"404","2008-08-08",11.994616
"405","2008-08-11",11.983307
"406","2008-08-12",11.870221
"407","2008-08-13",11.576199
"408","2008-08-14",11.372644
"409","2008-08-15",11.546042
"410","2008-08-18",11.334949
"411","2008-08-19",11.244481
"412","2008-08-20",11.368876
"413","2008-08-21",11.399032
"414","2008-08-22",11.527195
"415","2008-08-25",11.323641
"416","2008-08-26",11.380184
"417","2008-08-27",11.470653
"418","2008-08-28",11.851374
"419","2008-08-29",11.662898
"420","2008-09-02",11.998385
"421","2008-09-03",11.96069
"422","2008-09-04",11.402801
"423","2008-09-05",11.659128
"424","2008-09-08",11.689284
"425","2008-09-09",11.17663
"426","2008-09-10",11.338719
"427","2008-09-11",11.338719
"428","2008-09-12",11.33118
"429","2008-09-15",10.026926
"430","2008-09-16",10.132472
"431","2008-09-17",9.683899
"432","2008-09-18",10.128703
"433","2008-09-19",10.411417
