"","date","TFSL"
"1","2007-04-23",11.79
"2","2007-04-24",11.88
"3","2007-04-25",11.88
"4","2007-04-26",11.87
"5","2007-04-27",11.8
"6","2007-04-30",11.72
"7","2007-05-01",11.71
"8","2007-05-02",11.91
"9","2007-05-03",12
"10","2007-05-04",12.16
"11","2007-05-07",12.16
"12","2007-05-08",12.19
"13","2007-05-09",12.3
"14","2007-05-10",12.32
"15","2007-05-11",12.33
"16","2007-05-14",12.38
"17","2007-05-15",12.48
"18","2007-05-16",12.49
"19","2007-05-17",12.42
"20","2007-05-18",12.45
"21","2007-05-21",12.33
"22","2007-05-22",12.34
"23","2007-05-23",12.33
"24","2007-05-24",12.32
"25","2007-05-25",12.3
"26","2007-05-29",12.23
"27","2007-05-30",12.2
"28","2007-05-31",12.13
"29","2007-06-01",12.1
"30","2007-06-04",12.23
"31","2007-06-05",12.3
"32","2007-06-06",12.2
"33","2007-06-07",12.14
"34","2007-06-08",12.09
"35","2007-06-11",12.17
"36","2007-06-12",12.1
"37","2007-06-13",12.16
"38","2007-06-14",12.22
"39","2007-06-15",12.33
"40","2007-06-18",12.18
"41","2007-06-19",12.08
"42","2007-06-20",12.11
"43","2007-06-21",12
"44","2007-06-22",12.01
"45","2007-06-25",11.84
"46","2007-06-26",11.84
"47","2007-06-27",11.73
"48","2007-06-28",11.6
"49","2007-06-29",11.54
"50","2007-07-02",11.53
"51","2007-07-03",11.53
"52","2007-07-05",11.59
"53","2007-07-06",11.61
"54","2007-07-09",11.6
"55","2007-07-10",11.5
"56","2007-07-11",11.48
"57","2007-07-12",11.43
"58","2007-07-13",11.32
"59","2007-07-16",11.03
"60","2007-07-17",10.97
"61","2007-07-18",11.05
"62","2007-07-19",11.45
"63","2007-07-20",11.85
"64","2007-07-23",11.81
"65","2007-07-24",11.62
"66","2007-07-25",11.6
"67","2007-07-26",11.39
"68","2007-07-27",11.35
"69","2007-07-30",11.4
"70","2007-07-31",11.36
"71","2007-08-01",11.37
"72","2007-08-02",11.44
"73","2007-08-03",11.01
"74","2007-08-06",11.05
"75","2007-08-07",10.74
"76","2007-08-08",10.95
"77","2007-08-09",10.69
"78","2007-08-10",11.01
"79","2007-08-13",10.85
"80","2007-08-14",10.67
"81","2007-08-15",10.84
"82","2007-08-16",11.13
"83","2007-08-17",11.38
"84","2007-08-20",11.36
"85","2007-08-21",11.62
"86","2007-08-22",11.59
"87","2007-08-23",11.48
"88","2007-08-24",11.63
"89","2007-08-27",11.58
"90","2007-08-28",11.48
"91","2007-08-29",11.58
"92","2007-08-30",11.57
"93","2007-08-31",11.6
"94","2007-09-04",11.55
"95","2007-09-05",11.77
"96","2007-09-06",11.65
"97","2007-09-07",11.9
"98","2007-09-10",11.84
"99","2007-09-11",11.99
"100","2007-09-12",11.95
"101","2007-09-13",11.95
"102","2007-09-14",11.99
"103","2007-09-17",12
"104","2007-09-18",12.07
"105","2007-09-19",12.22
"106","2007-09-20",12.37
"107","2007-09-21",12.58
"108","2007-09-24",12.66
"109","2007-09-25",12.79
"110","2007-09-26",12.8
"111","2007-09-27",12.95
"112","2007-09-28",12.94
"113","2007-10-01",12.9
"114","2007-10-02",12.91
"115","2007-10-03",13
"116","2007-10-04",13
"117","2007-10-05",13.04
"118","2007-10-08",13.1
"119","2007-10-09",13.15
"120","2007-10-10",13.13
"121","2007-10-11",13.02
"122","2007-10-12",13.06
"123","2007-10-15",13
"124","2007-10-16",12.82
"125","2007-10-17",12.62
"126","2007-10-18",12.59
"127","2007-10-19",12.69
"128","2007-10-22",12.66
"129","2007-10-23",12.66
"130","2007-10-24",12.75
"131","2007-10-25",12.67
"132","2007-10-26",12.79
"133","2007-10-29",12.61
"134","2007-10-30",12.7
"135","2007-10-31",12.75
"136","2007-11-01",12.67
"137","2007-11-02",12.69
"138","2007-11-05",12.65
"139","2007-11-06",12.59
"140","2007-11-07",12.33
"141","2007-11-08",12.13
"142","2007-11-09",12.22
"143","2007-11-12",12
"144","2007-11-13",12.23
"145","2007-11-14",12.27
"146","2007-11-15",12.19
"147","2007-11-16",12.34
"148","2007-11-19",12.23
"149","2007-11-20",12.05
"150","2007-11-21",11.97
"151","2007-11-23",12.1
"152","2007-11-26",11.97
"153","2007-11-27",11.78
"154","2007-11-28",12
"155","2007-11-29",11.99
"156","2007-11-30",12.35
"157","2007-12-03",12.32
"158","2007-12-04",12.23
"159","2007-12-05",12.41
"160","2007-12-06",12.65
"161","2007-12-07",12.7
"162","2007-12-10",12.84
"163","2007-12-11",12.83
"164","2007-12-12",12.8
"165","2007-12-13",12.5
"166","2007-12-14",12.4
"167","2007-12-17",12.28
"168","2007-12-18",12.03
"169","2007-12-19",11.91
"170","2007-12-20",12.06
"171","2007-12-21",12.2
"172","2007-12-24",12.13
"173","2007-12-26",12.16
"174","2007-12-27",12.09
"175","2007-12-28",12.06
"176","2007-12-31",11.94
"177","2008-01-02",11.84
"178","2008-01-03",11.67
"179","2008-01-04",11.35
"180","2008-01-07",11.46
"181","2008-01-08",11.25
"182","2008-01-09",11.35
"183","2008-01-10",11.34
"184","2008-01-11",11.2
"185","2008-01-14",10.99
"186","2008-01-15",10.87
"187","2008-01-16",10.69
"188","2008-01-17",10.86
"189","2008-01-18",10.89
"190","2008-01-22",11.02
"191","2008-01-23",11.26
"192","2008-01-24",11.17
"193","2008-01-25",11.32
"194","2008-01-28",11.42
"195","2008-01-29",11.71
"196","2008-01-30",11.71
"197","2008-01-31",11.94
"198","2008-02-01",12.02
"199","2008-02-04",12.05
"200","2008-02-05",11.96
"201","2008-02-06",11.74
"202","2008-02-07",11.57
"203","2008-02-08",11.54
"204","2008-02-11",12.21
"205","2008-02-12",12.34
"206","2008-02-13",12.31
"207","2008-02-14",12.3
"208","2008-02-15",12.3
"209","2008-02-19",12.36
"210","2008-02-20",12.56
"211","2008-02-21",12.59
"212","2008-02-22",12.5
"213","2008-02-25",12.46
"214","2008-02-26",12.62
"215","2008-02-27",12.71
"216","2008-02-28",12.6
"217","2008-02-29",12.4
"218","2008-03-03",12.34
"219","2008-03-04",12.14
"220","2008-03-05",12.15
"221","2008-03-06",12.15
"222","2008-03-07",12.06
"223","2008-03-10",11.92
"224","2008-03-11",11.95
"225","2008-03-12",12
"226","2008-03-13",12.07
"227","2008-03-14",12.1
"228","2008-03-17",11.96
"229","2008-03-18",12.1
"230","2008-03-19",12
"231","2008-03-20",12.08
"232","2008-03-24",12.12
"233","2008-03-25",12.15
"234","2008-03-26",12.15
"235","2008-03-27",12.08
"236","2008-03-28",12
"237","2008-03-31",12.03
"238","2008-04-01",12.24
"239","2008-04-02",12.3
"240","2008-04-03",12.17
"241","2008-04-04",12.11
"242","2008-04-07",11.98
"243","2008-04-08",11.92
"244","2008-04-09",11.9
"245","2008-04-10",11.81
"246","2008-04-11",11.74
"247","2008-04-14",11.65
"248","2008-04-15",11.63
"249","2008-04-16",11.98
"250","2008-04-17",11.74
"251","2008-04-18",11.87
"252","2008-04-21",12.03
"253","2008-04-22",11.9
"254","2008-04-23",11.95
"255","2008-04-24",12.02
"256","2008-04-25",12.04
"257","2008-04-28",12
"258","2008-04-29",12.1
"259","2008-04-30",12.23
"260","2008-05-01",12.36
"261","2008-05-02",12.25
"262","2008-05-05",12.16
"263","2008-05-06",12.14
"264","2008-05-07",12
"265","2008-05-08",12.19
"266","2008-05-09",12.29
"267","2008-05-12",12.39
"268","2008-05-13",12.55
"269","2008-05-14",12.53
"270","2008-05-15",12.43
"271","2008-05-16",12.54
"272","2008-05-19",12.25
"273","2008-05-20",12.22
"274","2008-05-21",12.17
"275","2008-05-22",12.23
"276","2008-05-23",12.2
"277","2008-05-27",12.12
"278","2008-05-28",12.27
"279","2008-05-29",12.39
"280","2008-05-30",12.43
"281","2008-06-02",12.49
"282","2008-06-03",12.52
"283","2008-06-04",12.52
"284","2008-06-05",12.57
"285","2008-06-06",12.48
"286","2008-06-09",12.34
"287","2008-06-10",12.44
"288","2008-06-11",12.29
"289","2008-06-12",12.24
"290","2008-06-13",12.33
"291","2008-06-16",12.4
"292","2008-06-17",12.36
"293","2008-06-18",11.98
"294","2008-06-19",11.68
"295","2008-06-20",11.87
"296","2008-06-23",11.83
"297","2008-06-24",11.78
"298","2008-06-25",11.76
"299","2008-06-26",11.65
"300","2008-06-27",11.57
"301","2008-06-30",11.59
"302","2008-07-01",11.73
"303","2008-07-02",11.55
"304","2008-07-03",11.62
"305","2008-07-07",11.45
"306","2008-07-08",11.37
"307","2008-07-09",11.38
"308","2008-07-10",11.32
"309","2008-07-11",11.04
"310","2008-07-14",10.64
"311","2008-07-15",9.55
"312","2008-07-16",10.49
"313","2008-07-17",10.9
"314","2008-07-18",11.15
"315","2008-07-21",10.9
"316","2008-07-22",10.8
"317","2008-07-23",11.17
"318","2008-07-24",10.96
"319","2008-07-25",11.06
"320","2008-07-28",11.03
"321","2008-07-29",11.35
"322","2008-07-30",11.25
"323","2008-07-31",11.39
"324","2008-08-01",11.56
"325","2008-08-04",11.4
"326","2008-08-05",11.45
"327","2008-08-06",11.38
"328","2008-08-07",11.45
"329","2008-08-08",11.42
"330","2008-08-11",11.74
"331","2008-08-12",11.6
"332","2008-08-13",11.6
"333","2008-08-14",11.67
"334","2008-08-15",11.98
"335","2008-08-18",11.93
"336","2008-08-19",11.76
"337","2008-08-20",11.86
"338","2008-08-21",11.65
"339","2008-08-22",11.87
"340","2008-08-25",11.9
"341","2008-08-26",11.96
"342","2008-08-27",11.95
"343","2008-08-28",12.15
"344","2008-08-29",12.22
"345","2008-09-02",12.15
"346","2008-09-03",12.29
"347","2008-09-04",12.22
"348","2008-09-05",12.36
"349","2008-09-08",12.44
"350","2008-09-09",12.42
"351","2008-09-10",12.31
"352","2008-09-11",12.22
"353","2008-09-12",12.3
"354","2008-09-15",12
"355","2008-09-16",12.26
"356","2008-09-17",12.33
"357","2008-09-18",12.63
"358","2008-09-19",13.35
"359","2008-09-22",13.3
"360","2008-09-23",12.87
"361","2008-09-24",12.9
"362","2008-09-25",12.99
"363","2008-09-26",12.95
"364","2008-09-29",12.15
"365","2008-09-30",12.52
"366","2008-10-01",12.82
"367","2008-10-02",12.63
"368","2008-10-03",13.1
"369","2008-10-06",13.07
"370","2008-10-07",12.98
"371","2008-10-08",12.58
"372","2008-10-09",12.08
"373","2008-10-10",12.37
"374","2008-10-13",12.75
"375","2008-10-14",12.77
"376","2008-10-15",12.67
"377","2008-10-16",13
"378","2008-10-17",12.92
"379","2008-10-20",13.23
"380","2008-10-21",12.88
"381","2008-10-22",12.75
"382","2008-10-23",12.71
"383","2008-10-24",12.53
"384","2008-10-27",12.41
"385","2008-10-28",12.3
"386","2008-10-29",12.67
"387","2008-10-30",13.01
"388","2008-10-31",13.07
"389","2008-11-03",13.04
"390","2008-11-04",13.35
"391","2008-11-05",13.59
"392","2008-11-06",13.28
"393","2008-11-07",13.33
"394","2008-11-10",13.15
"395","2008-11-11",13.05
"396","2008-11-12",12.99
"397","2008-11-13",13.15
"398","2008-11-14",13.1
"399","2008-11-17",13.04
"400","2008-11-18",13.25
"401","2008-11-19",12.72
"402","2008-11-20",12.66
"403","2008-11-21",12.67
"404","2008-11-24",12.77
"405","2008-11-25",12.66
"406","2008-11-26",12.56
"407","2008-11-28",12.83
"408","2008-12-01",12.11
"409","2008-12-02",12.17
"410","2008-12-03",12.3
"411","2008-12-04",12.45
"412","2008-12-05",12.43
"413","2008-12-08",12.41
"414","2008-12-09",12.17
"415","2008-12-10",12.23
"416","2008-12-11",12.06
"417","2008-12-12",12.47
"418","2008-12-15",12.41
"419","2008-12-16",12.67
"420","2008-12-17",12.33
"421","2008-12-18",12.26
"422","2008-12-19",12.65
"423","2008-12-22",12.72
"424","2008-12-23",12.75
"425","2008-12-24",12.63
"426","2008-12-26",12.67
"427","2008-12-29",12.65
"428","2008-12-30",12.81
"429","2008-12-31",12.9
"430","2009-01-02",12.87
"431","2009-01-05",12.65
"432","2009-01-06",13.03
"433","2009-01-07",12.8
"434","2009-01-08",13.09
"435","2009-01-09",12.8
"436","2009-01-12",12.8
"437","2009-01-13",13.04
"438","2009-01-14",12.75
"439","2009-01-15",12.76
"440","2009-01-16",12.65
"441","2009-01-20",12.6
"442","2009-01-21",12.51
"443","2009-01-22",12.08
"444","2009-01-23",12.42
"445","2009-01-26",12.26
"446","2009-01-27",12.44
"447","2009-01-28",12.84
"448","2009-01-29",12.58
"449","2009-01-30",12.86
"450","2009-02-02",12.75
"451","2009-02-03",12.71
"452","2009-02-04",12.49
"453","2009-02-05",12.25
"454","2009-02-06",12.52
"455","2009-02-09",12.68
"456","2009-02-10",12.2
"457","2009-02-11",12.6
"458","2009-02-12",12.25
"459","2009-02-13",11.97
"460","2009-02-17",11.88
"461","2009-02-18",11.95
"462","2009-02-19",11.85
"463","2009-02-20",11.38
"464","2009-02-23",11.13
"465","2009-02-24",11.39
"466","2009-02-25",11.43
"467","2009-02-26",11.75
"468","2009-02-27",11.68
"469","2009-03-02",11.61
"470","2009-03-03",11.59
"471","2009-03-04",11.72
"472","2009-03-05",11.4
"473","2009-03-06",11.3
"474","2009-03-09",11.32
"475","2009-03-10",11.6
"476","2009-03-11",11.39
"477","2009-03-12",11.95
"478","2009-03-13",12.16
"479","2009-03-16",11.96
"480","2009-03-17",12.24
"481","2009-03-18",12.31
"482","2009-03-19",12.35
"483","2009-03-20",12.15
"484","2009-03-23",12.62
"485","2009-03-24",12.45
"486","2009-03-25",12.34
"487","2009-03-26",12.5
"488","2009-03-27",12.15
"489","2009-03-30",11.91
"490","2009-03-31",12.13
"491","2009-04-01",12.22
"492","2009-04-02",12.24
"493","2009-04-03",12.2
"494","2009-04-06",11.96
"495","2009-04-07",11.99
"496","2009-04-08",11.99
"497","2009-04-09",12.44
"498","2009-04-13",12.5
"499","2009-04-14",11.74
"500","2009-04-15",11.94
"501","2009-04-16",12.14
"502","2009-04-17",12.32
"503","2009-04-20",11.44
"504","2009-04-21",11.84
"505","2009-04-22",11.63
"506","2009-04-23",11.68
"507","2009-04-24",11.74
"508","2009-04-27",11.72
"509","2009-04-28",11.8
"510","2009-04-29",11.92
"511","2009-04-30",11.73
"512","2009-05-01",11.54
"513","2009-05-04",12.09
"514","2009-05-05",12.02
"515","2009-05-06",12.33
"516","2009-05-07",11.9
"517","2009-05-08",12.18
"518","2009-05-11",12.21
"519","2009-05-12",11.96
"520","2009-05-13",11.7
"521","2009-05-14",11.83
"522","2009-05-15",11.56
"523","2009-05-18",11.93
"524","2009-05-19",11.53
"525","2009-05-20",11.3
"526","2009-05-21",11.13
"527","2009-05-22",11.02
"528","2009-05-26",11.28
"529","2009-05-27",11.01
"530","2009-05-28",11.32
"531","2009-05-29",11.41
"532","2009-06-01",11.65
"533","2009-06-02",11.68
"534","2009-06-03",11.36
"535","2009-06-04",11.43
"536","2009-06-05",11.17
"537","2009-06-08",11.34
"538","2009-06-09",11.25
"539","2009-06-10",11
"540","2009-06-11",10.98
"541","2009-06-12",11.1
"542","2009-06-15",10.97
"543","2009-06-16",10.98
"544","2009-06-17",10.9
