"","date","TFSL"
"545","2009-06-18",10.89
"546","2009-06-19",11.04
"547","2009-06-22",10.74
"548","2009-06-23",10.79
"549","2009-06-24",10.77
"550","2009-06-25",10.71
"551","2009-06-26",10.68
"552","2009-06-29",10.88
"553","2009-06-30",10.62
"554","2009-07-01",10.83
"555","2009-07-02",10.68
"556","2009-07-06",10.82
"557","2009-07-07",10.43
"558","2009-07-08",10.31
"559","2009-07-09",10.39
"560","2009-07-10",10.83
"561","2009-07-13",10.97
"562","2009-07-14",10.96
"563","2009-07-15",11.1
"564","2009-07-16",11.27
"565","2009-07-17",11.11
"566","2009-07-20",11.32
"567","2009-07-21",10.75
"568","2009-07-22",10.63
"569","2009-07-23",10.75
"570","2009-07-24",10.75
"571","2009-07-27",10.81
"572","2009-07-28",11.12
"573","2009-07-29",11.05
"574","2009-07-30",11.16
"575","2009-07-31",11.1
"576","2009-08-03",11.46
"577","2009-08-04",11.63
"578","2009-08-05",11.76
"579","2009-08-06",11.67
"580","2009-08-07",11.88
"581","2009-08-10",11.94
"582","2009-08-11",11.64
"583","2009-08-12",11.53
"584","2009-08-13",11.7
"585","2009-08-14",11.56
"586","2009-08-17",11.39
"587","2009-08-18",11.38
"588","2009-08-19",11.4
"589","2009-08-20",11.43
"590","2009-08-21",11.57
"591","2009-08-24",11.38
"592","2009-08-25",11.29
"593","2009-08-26",11.4
"594","2009-08-27",11.32
"595","2009-08-28",11.44
"596","2009-08-31",11.4
"597","2009-09-01",11.14
"598","2009-09-02",10.98
"599","2009-09-03",11.14
"600","2009-09-04",11.22
"601","2009-09-08",11.33
"602","2009-09-09",11.55
"603","2009-09-10",11.73
"604","2009-09-11",11.74
"605","2009-09-14",11.43
"606","2009-09-15",11.48
"607","2009-09-16",11.84
"608","2009-09-17",11.94
"609","2009-09-18",11.71
"610","2009-09-21",11.71
"611","2009-09-22",11.81
"612","2009-09-23",11.81
"613","2009-09-24",11.67
"614","2009-09-25",11.57
"615","2009-09-28",11.78
"616","2009-09-29",11.99
"617","2009-09-30",11.9
"618","2009-10-01",11.89
"619","2009-10-02",11.9
"620","2009-10-05",11.94
"621","2009-10-06",11.9
"622","2009-10-07",11.87
"623","2009-10-08",11.9
"624","2009-10-09",12.03
"625","2009-10-12",11.96
"626","2009-10-13",11.9
"627","2009-10-14",11.99
"628","2009-10-15",12.01
"629","2009-10-16",11.94
"630","2009-10-19",12.03
"631","2009-10-20",11.91
"632","2009-10-21",11.67
"633","2009-10-22",11.83
"634","2009-10-23",11.72
"635","2009-10-26",11.6
"636","2009-10-27",11.55
"637","2009-10-28",11.59
"638","2009-10-29",11.71
"639","2009-10-30",11.66
"640","2009-11-02",11.63
"641","2009-11-03",11.57
"642","2009-11-04",11.45
"643","2009-11-05",11.53
"644","2009-11-06",11.53
"645","2009-11-09",11.6
"646","2009-11-10",11.46
"647","2009-11-11",11.5
"648","2009-11-12",11.51
"649","2009-11-13",11.45
"650","2009-11-16",11.07
"651","2009-11-17",11.12
"652","2009-11-18",11.08
"653","2009-11-19",10.98
"654","2009-11-20",11.06
"655","2009-11-23",11.04
"656","2009-11-24",11.01
"657","2009-11-25",11.05
"658","2009-11-27",10.96
"659","2009-11-30",11.18
"660","2009-12-01",11.45
"661","2009-12-02",11.62
"662","2009-12-03",11.7
"663","2009-12-04",11.95
"664","2009-12-07",11.78
"665","2009-12-08",11.77
"666","2009-12-09",11.71
"667","2009-12-10",11.68
"668","2009-12-11",11.77
"669","2009-12-14",11.9
"670","2009-12-15",11.8
"671","2009-12-16",11.69
"672","2009-12-17",11.55
"673","2009-12-18",11.91
"674","2009-12-21",12.05
"675","2009-12-22",12.16
"676","2009-12-23",12.21
"677","2009-12-24",12.24
"678","2009-12-28",12.15
"679","2009-12-29",12.16
"680","2009-12-30",12.17
"681","2009-12-31",12.14
"682","2010-01-04",12.17
"683","2010-01-05",12.33
"684","2010-01-06",12.47
"685","2010-01-07",12.49
"686","2010-01-08",12.47
"687","2010-01-11",12.48
"688","2010-01-12",12.49
"689","2010-01-13",12.53
"690","2010-01-14",12.6
"691","2010-01-15",12.47
"692","2010-01-19",12.53
"693","2010-01-20",12.65
"694","2010-01-21",12.78
"695","2010-01-22",12.84
"696","2010-01-25",12.68
"697","2010-01-26",12.9
"698","2010-01-27",12.91
"699","2010-01-28",12.7
"700","2010-01-29",12.86
"701","2010-02-01",12.63
"702","2010-02-02",12.75
"703","2010-02-03",12.76
"704","2010-02-04",12.64
"705","2010-02-05",12.88
"706","2010-02-08",12.8
"707","2010-02-09",12.77
"708","2010-02-10",12.68
"709","2010-02-11",12.68
"710","2010-02-12",12.73
"711","2010-02-16",12.86
"712","2010-02-17",12.94
"713","2010-02-18",12.95
"714","2010-02-19",12.88
"715","2010-02-22",12.92
"716","2010-02-23",12.9
"717","2010-02-24",12.97
"718","2010-02-25",12.95
"719","2010-02-26",12.85
"720","2010-03-01",12.82
"721","2010-03-02",13.03
"722","2010-03-03",12.96
"723","2010-03-04",12.83
"724","2010-03-05",12.92
"725","2010-03-08",12.87
"726","2010-03-09",12.91
"727","2010-03-10",12.97
"728","2010-03-11",13.16
"729","2010-03-12",13.15
"730","2010-03-15",13.17
"731","2010-03-16",13.23
"732","2010-03-17",13.24
"733","2010-03-18",13.33
"734","2010-03-19",13.35
"735","2010-03-22",13.52
"736","2010-03-23",13.58
"737","2010-03-24",13.55
"738","2010-03-25",13.56
"739","2010-03-26",13.41
"740","2010-03-29",13.26
"741","2010-03-30",13.25
"742","2010-03-31",13.35
"743","2010-04-01",13.27
"744","2010-04-05",13.33
"745","2010-04-06",13.35
"746","2010-04-07",13.56
"747","2010-04-08",13.71
"748","2010-04-09",13.84
"749","2010-04-12",13.66
"750","2010-04-13",13.52
"751","2010-04-14",13.64
"752","2010-04-15",14.1
"753","2010-04-16",14.02
"754","2010-04-19",14.02
"755","2010-04-20",14.16
"756","2010-04-21",14.32
"757","2010-04-22",14.37
"758","2010-04-23",14.36
"759","2010-04-26",14.14
"760","2010-04-27",14.03
"761","2010-04-28",14.17
"762","2010-04-29",14.29
"763","2010-04-30",14.14
"764","2010-05-03",14.31
"765","2010-05-04",14.21
"766","2010-05-05",14.13
"767","2010-05-06",13.79
"768","2010-05-07",13.56
"769","2010-05-10",13.83
"770","2010-05-11",13.95
"771","2010-05-12",14.02
"772","2010-05-13",14.08
"773","2010-05-14",14
"774","2010-05-17",13.94
"775","2010-05-18",13.83
"776","2010-05-19",13.7
"777","2010-05-20",13.02
"778","2010-05-21",13.16
"779","2010-05-24",12.96
"780","2010-05-25",12.98
"781","2010-05-26",12.96
"782","2010-05-27",13.27
"783","2010-05-28",13.24
"784","2010-06-01",12.97
"785","2010-06-02",13.18
"786","2010-06-03",13.17
"787","2010-06-04",12.8
"788","2010-06-07",12.7
"789","2010-06-08",12.64
"790","2010-06-09",12.64
"791","2010-06-10",12.74
"792","2010-06-11",12.83
"793","2010-06-14",12.83
"794","2010-06-15",12.91
"795","2010-06-16",12.94
"796","2010-06-17",12.93
"797","2010-06-18",13
"798","2010-06-21",13.12
"799","2010-06-22",12.97
"800","2010-06-23",12.76
"801","2010-06-24",12.66
"802","2010-06-25",12.75
"803","2010-06-28",12.81
"804","2010-06-29",12.56
"805","2010-06-30",12.41
"806","2010-07-01",12.67
"807","2010-07-02",12.55
"808","2010-07-06",12.52
"809","2010-07-07",12.72
"810","2010-07-08",12.71
"811","2010-07-09",12.74
"812","2010-07-12",12.66
"813","2010-07-13",12.88
"814","2010-07-14",12.76
"815","2010-07-15",12.74
"816","2010-07-16",12.4
"817","2010-07-19",12.45
"818","2010-07-20",12.5
"819","2010-07-21",12.24
"820","2010-07-22",12.45
"821","2010-07-23",12.47
"822","2010-07-26",12.63
"823","2010-07-27",12.59
"824","2010-07-28",12.53
"825","2010-07-29",12.44
"826","2010-07-30",12.46
"827","2010-08-02",12.63
"828","2010-08-03",12.63
"829","2010-08-04",12.44
"830","2010-08-05",10.05
"831","2010-08-06",10
"832","2010-08-09",9.98
"833","2010-08-10",9.5
"834","2010-08-11",9.19
"835","2010-08-12",9.14
"836","2010-08-13",9.3
"837","2010-08-16",9.31
"838","2010-08-17",9.33
"839","2010-08-18",9.28
"840","2010-08-19",9.13
"841","2010-08-20",9.23
"842","2010-08-23",9.23
"843","2010-08-24",9.17
"844","2010-08-25",9.06
"845","2010-08-26",9
"846","2010-08-27",9.17
"847","2010-08-30",8.98
"848","2010-08-31",9.18
"849","2010-09-01",9.31
"850","2010-09-02",9.69
"851","2010-09-03",9.71
"852","2010-09-07",9.49
"853","2010-09-08",9.33
"854","2010-09-09",9.4
"855","2010-09-10",9.37
"856","2010-09-13",9.44
"857","2010-09-14",9.34
"858","2010-09-15",9.14
"859","2010-09-16",8.99
"860","2010-09-17",9.02
"861","2010-09-20",9.35
"862","2010-09-21",9.35
"863","2010-09-22",9.15
"864","2010-09-23",8.99
"865","2010-09-24",9.22
"866","2010-09-27",9.06
"867","2010-09-28",9.18
"868","2010-09-29",9.05
"869","2010-09-30",9.19
"870","2010-10-01",9.13
"871","2010-10-04",9.07
"872","2010-10-05",9.15
"873","2010-10-06",9.17
"874","2010-10-07",9.14
"875","2010-10-08",9.08
"876","2010-10-11",9.01
"877","2010-10-12",8.92
"878","2010-10-13",8.93
"879","2010-10-14",8.78
"880","2010-10-15",8.7
"881","2010-10-18",8.68
"882","2010-10-19",8.61
"883","2010-10-20",8.51
"884","2010-10-21",8.5
"885","2010-10-22",8.69
"886","2010-10-25",8.78
"887","2010-10-26",8.6
"888","2010-10-27",8.55
"889","2010-10-28",8.49
"890","2010-10-29",8.73
"891","2010-11-01",8.68
"892","2010-11-02",8.67
"893","2010-11-03",8.65
"894","2010-11-04",9.12
"895","2010-11-05",8.98
"896","2010-11-08",8.69
"897","2010-11-09",8.57
"898","2010-11-10",8.93
"899","2010-11-11",8.57
"900","2010-11-12",8.31
"901","2010-11-15",8.23
"902","2010-11-16",8.07
"903","2010-11-17",8.02
"904","2010-11-18",8.12
"905","2010-11-19",8.02
"906","2010-11-22",8.11
"907","2010-11-23",8.01
"908","2010-11-24",8.08
"909","2010-11-26",8.04
"910","2010-11-29",8.07
"911","2010-11-30",8.18
"912","2010-12-01",8.06
"913","2010-12-02",8.34
"914","2010-12-03",8.4
"915","2010-12-06",8.34
"916","2010-12-07",8.37
"917","2010-12-08",8.29
"918","2010-12-09",8.25
"919","2010-12-10",8.1
"920","2010-12-13",8.1
"921","2010-12-14",8.19
"922","2010-12-15",8.15
"923","2010-12-16",8.21
"924","2010-12-17",8.15
"925","2010-12-20",8.42
"926","2010-12-21",8.5
"927","2010-12-22",8.69
"928","2010-12-23",8.6
"929","2010-12-27",8.64
"930","2010-12-28",8.73
"931","2010-12-29",8.7
"932","2010-12-30",8.94
"933","2010-12-31",9.02
"934","2011-01-03",9.17
"935","2011-01-04",9.16
"936","2011-01-05",9.34
"937","2011-01-06",9.32
"938","2011-01-07",9.36
"939","2011-01-10",9.2
"940","2011-01-11",9.37
"941","2011-01-12",9.63
"942","2011-01-13",9.62
"943","2011-01-14",9.97
"944","2011-01-18",9.91
"945","2011-01-19",9.73
"946","2011-01-20",9.62
"947","2011-01-21",9.68
"948","2011-01-24",9.66
"949","2011-01-25",9.77
"950","2011-01-26",9.6
"951","2011-01-27",9.75
"952","2011-01-28",9.66
"953","2011-01-31",9.75
"954","2011-02-01",9.84
"955","2011-02-02",9.85
"956","2011-02-03",9.86
"957","2011-02-04",9.88
"958","2011-02-07",9.95
"959","2011-02-08",10.05
"960","2011-02-09",10.08
"961","2011-02-10",10.02
"962","2011-02-11",10.18
"963","2011-02-14",10.69
"964","2011-02-15",10.59
"965","2011-02-16",10.81
"966","2011-02-17",10.79
"967","2011-02-18",10.7
"968","2011-02-22",10.32
"969","2011-02-23",10.26
"970","2011-02-24",10.11
"971","2011-02-25",10.47
"972","2011-02-28",10.38
"973","2011-03-01",10.53
"974","2011-03-02",10.79
"975","2011-03-03",10.78
"976","2011-03-04",10.76
"977","2011-03-07",10.71
"978","2011-03-08",10.79
"979","2011-03-09",10.84
"980","2011-03-10",10.58
"981","2011-03-11",10.65
"982","2011-03-14",10.57
"983","2011-03-15",10.47
"984","2011-03-16",10.4
"985","2011-03-17",10.49
"986","2011-03-18",10.64
"987","2011-03-21",10.68
"988","2011-03-22",10.62
"989","2011-03-23",10.55
"990","2011-03-24",10.63
"991","2011-03-25",10.57
"992","2011-03-28",10.62
"993","2011-03-29",10.62
"994","2011-03-30",10.7
"995","2011-03-31",10.62
"996","2011-04-01",10.59
"997","2011-04-04",10.55
"998","2011-04-05",10.55
"999","2011-04-06",10.8
"1000","2011-04-07",10.66
"1001","2011-04-08",10.6
