"","date","HES"
"1","2007-01-03",47.59
"2","2007-01-04",47.369999
"3","2007-01-05",47.950001
"4","2007-01-08",49.349998
"5","2007-01-09",48.200001
"6","2007-01-10",47.5
"7","2007-01-11",47.310001
"8","2007-01-12",49.02
"9","2007-01-16",48.68
"10","2007-01-17",49.25
"11","2007-01-18",48.790001
"12","2007-01-19",50.52
"13","2007-01-22",50.549999
"14","2007-01-23",51.740002
"15","2007-01-24",51.529999
"16","2007-01-25",50.860001
"17","2007-01-26",51.939999
"18","2007-01-29",52.110001
"19","2007-01-30",52.779999
"20","2007-01-31",53.990002
"21","2007-02-01",54.540001
"22","2007-02-02",54.57
"23","2007-02-05",54.119999
"24","2007-02-06",53.84
"25","2007-02-07",53.200001
"26","2007-02-08",54.540001
"27","2007-02-09",54.939999
"28","2007-02-12",53.439999
"29","2007-02-13",53.84
"30","2007-02-14",53.98
"31","2007-02-15",53.880001
"32","2007-02-16",54.27
"33","2007-02-20",53.619999
"34","2007-02-21",54.5
"35","2007-02-22",54.580002
"36","2007-02-23",55.580002
"37","2007-02-26",55.580002
"38","2007-02-27",53.220001
"39","2007-02-28",52.959999
"40","2007-03-01",53.189999
"41","2007-03-02",51.419998
"42","2007-03-05",50.52
"43","2007-03-06",51.5
"44","2007-03-07",52.18
"45","2007-03-08",52.549999
"46","2007-03-09",52.799999
"47","2007-03-12",52.220001
"48","2007-03-13",51.189999
"49","2007-03-14",51.970001
"50","2007-03-15",51.849998
"51","2007-03-16",50.450001
"52","2007-03-19",52.509998
"53","2007-03-20",52.950001
"54","2007-03-21",54.060001
"55","2007-03-22",55.790001
"56","2007-03-23",55.98
"57","2007-03-26",56.389999
"58","2007-03-27",56.82
"59","2007-03-28",56.900002
"60","2007-03-29",56.91
"61","2007-03-30",55.470001
"62","2007-04-02",56.509998
"63","2007-04-03",56.290001
"64","2007-04-04",56.23
"65","2007-04-05",56.290001
"66","2007-04-09",55.080002
"67","2007-04-10",56.380001
"68","2007-04-11",56.400002
"69","2007-04-12",57.619999
"70","2007-04-13",57.869999
"71","2007-04-16",58
"72","2007-04-17",56.93
"73","2007-04-18",56.209999
"74","2007-04-19",56.16
"75","2007-04-20",57.560001
"76","2007-04-23",57.310001
"77","2007-04-24",57.119999
"78","2007-04-25",59.040001
"79","2007-04-26",57.470001
"80","2007-04-27",57.02
"81","2007-04-30",56.75
"82","2007-05-01",56.77
"83","2007-05-02",57.060001
"84","2007-05-03",58.23
"85","2007-05-04",58.18
"86","2007-05-07",57.82
"87","2007-05-08",58.139999
"88","2007-05-09",58.439999
"89","2007-05-10",56.849998
"90","2007-05-11",58.48
"91","2007-05-14",58.549999
"92","2007-05-15",58.389999
"93","2007-05-16",58.43
"94","2007-05-17",58.869999
"95","2007-05-18",59.68
"96","2007-05-21",60.59
"97","2007-05-22",59.310001
"98","2007-05-23",60.459999
"99","2007-05-24",59.07
"100","2007-05-25",60.279999
"101","2007-05-29",60.119999
"102","2007-05-30",61
"103","2007-05-31",59.220001
"104","2007-06-01",60.259998
"105","2007-06-04",60.48
"106","2007-06-05",59.57
"107","2007-06-06",58.790001
"108","2007-06-07",59
"109","2007-06-08",59.07
"110","2007-06-11",58.91
"111","2007-06-12",57.970001
"112","2007-06-13",59.040001
"113","2007-06-14",59.880001
"114","2007-06-15",61
"115","2007-06-18",60.41
"116","2007-06-19",59.509998
"117","2007-06-20",58.07
"118","2007-06-21",60.240002
"119","2007-06-22",59.720001
"120","2007-06-25",58.419998
"121","2007-06-26",56.630001
"122","2007-06-27",55.779999
"123","2007-06-28",56.740002
"124","2007-06-29",58.959999
"125","2007-07-02",59.490002
"126","2007-07-03",60.09
"127","2007-07-05",60.669998
"128","2007-07-06",60.950001
"129","2007-07-09",61.669998
"130","2007-07-10",63.200001
"131","2007-07-11",63.490002
"132","2007-07-12",64.629997
"133","2007-07-13",66.120003
"134","2007-07-16",65.709999
"135","2007-07-17",65.690002
"136","2007-07-18",66.480003
"137","2007-07-19",66.309998
"138","2007-07-20",65.339996
"139","2007-07-23",66.730003
"140","2007-07-24",64.629997
"141","2007-07-25",66.580002
"142","2007-07-26",62.380001
"143","2007-07-27",60.689999
"144","2007-07-30",61.790001
"145","2007-07-31",61.200001
"146","2007-08-01",60.16
"147","2007-08-02",59.91
"148","2007-08-03",56.59
"149","2007-08-06",55.630001
"150","2007-08-07",57.279999
"151","2007-08-08",58.200001
"152","2007-08-09",57.5
"153","2007-08-10",59.240002
"154","2007-08-13",60.220001
"155","2007-08-14",58.43
"156","2007-08-15",56.189999
"157","2007-08-16",55.240002
"158","2007-08-17",57.299999
"159","2007-08-20",58.470001
"160","2007-08-21",56.869999
"161","2007-08-22",57.73
"162","2007-08-23",57.669998
"163","2007-08-24",59.09
"164","2007-08-27",58.810001
"165","2007-08-28",57.529999
"166","2007-08-29",59.349998
"167","2007-08-30",58.619999
"168","2007-08-31",61.369999
"169","2007-09-04",62.09
"170","2007-09-05",61.68
"171","2007-09-06",62.970001
"172","2007-09-07",61.650002
"173","2007-09-10",60.650002
"174","2007-09-11",62.439999
"175","2007-09-12",64.169998
"176","2007-09-13",64.019997
"177","2007-09-14",63.34
"178","2007-09-17",63.43
"179","2007-09-18",66.010002
"180","2007-09-19",66.519997
"181","2007-09-20",66.400002
"182","2007-09-21",67.849998
"183","2007-09-24",68.040001
"184","2007-09-25",67.489998
"185","2007-09-26",68.43
"186","2007-09-27",67.410004
"187","2007-09-28",66.529999
"188","2007-10-01",67.120003
"189","2007-10-02",65.269997
"190","2007-10-03",64.900002
"191","2007-10-04",64.790001
"192","2007-10-05",66.07
"193","2007-10-08",65.07
"194","2007-10-09",66.029999
"195","2007-10-10",65.730003
"196","2007-10-11",65.970001
"197","2007-10-12",67.620003
"198","2007-10-15",68.599998
"199","2007-10-16",69.519997
"200","2007-10-17",69.279999
"201","2007-10-18",69.879997
"202","2007-10-19",67.690002
"203","2007-10-22",65.639999
"204","2007-10-23",66.760002
"205","2007-10-24",68.760002
"206","2007-10-25",69.260002
"207","2007-10-26",70.959999
"208","2007-10-29",71.699997
"209","2007-10-30",68.760002
"210","2007-10-31",71.610001
"211","2007-11-01",70.019997
"212","2007-11-02",70.580002
"213","2007-11-05",69.110001
"214","2007-11-06",73.980003
"215","2007-11-07",72.57
"216","2007-11-08",71.699997
"217","2007-11-09",71.690002
"218","2007-11-12",66.940002
"219","2007-11-13",68.699997
"220","2007-11-14",68.379997
"221","2007-11-15",65.739998
"222","2007-11-16",67.940002
"223","2007-11-19",67.93
"224","2007-11-20",71.25
"225","2007-11-21",68.589996
"226","2007-11-23",70.260002
"227","2007-11-26",68.349998
"228","2007-11-27",66.389999
"229","2007-11-28",67.75
"230","2007-11-29",69.559998
"231","2007-11-30",71.220001
"232","2007-12-03",74.779999
"233","2007-12-04",72.599998
"234","2007-12-05",74.620003
"235","2007-12-06",78.860001
"236","2007-12-07",78.629997
"237","2007-12-10",78.269997
"238","2007-12-11",76.68
"239","2007-12-12",82.129997
"240","2007-12-13",83.690002
"241","2007-12-14",84.980003
"242","2007-12-17",84.690002
"243","2007-12-18",89.830002
"244","2007-12-19",92.110001
"245","2007-12-20",89.309998
"246","2007-12-21",98
"247","2007-12-24",102.379997
"248","2007-12-26",104.400002
"249","2007-12-27",102.330002
"250","2007-12-28",101.980003
"251","2007-12-31",100.860001
"252","2008-01-02",98.860001
"253","2008-01-03",97.870003
"254","2008-01-04",93.349998
"255","2008-01-07",92.919998
"256","2008-01-08",91.43
"257","2008-01-09",94.779999
"258","2008-01-10",92.68
"259","2008-01-11",91.739998
"260","2008-01-14",92.980003
"261","2008-01-15",89.910004
"262","2008-01-16",87.389999
"263","2008-01-17",83.169998
"264","2008-01-18",85.480003
"265","2008-01-22",85.610001
"266","2008-01-23",82.830002
"267","2008-01-24",89.610001
"268","2008-01-25",89.32
"269","2008-01-28",89.900002
"270","2008-01-29",91.110001
"271","2008-01-30",90.440002
"272","2008-01-31",90.629997
"273","2008-02-01",92.07
"274","2008-02-04",90.389999
"275","2008-02-05",85.470001
"276","2008-02-06",81.849998
"277","2008-02-07",87.160004
"278","2008-02-08",88.959999
"279","2008-02-11",90.629997
"280","2008-02-12",89.349998
"281","2008-02-13",91.040001
"282","2008-02-14",91.199997
"283","2008-02-15",90.650002
"284","2008-02-19",94.089996
"285","2008-02-20",94.410004
"286","2008-02-21",92.470001
"287","2008-02-22",93.660004
"288","2008-02-25",97.589996
"289","2008-02-26",98.540001
"290","2008-02-27",95.489998
"291","2008-02-28",95.970001
"292","2008-02-29",93.18
"293","2008-03-03",93.739998
"294","2008-03-04",92.970001
"295","2008-03-05",96.059998
"296","2008-03-06",92.989998
"297","2008-03-07",91.690002
"298","2008-03-10",91.919998
"299","2008-03-11",96.860001
"300","2008-03-12",100.599998
"301","2008-03-13",100.690002
"302","2008-03-14",99.040001
"303","2008-03-17",95.669998
"304","2008-03-18",98.260002
"305","2008-03-19",90.339996
"306","2008-03-20",90.860001
"307","2008-03-24",89.389999
"308","2008-03-25",89.489998
"309","2008-03-26",92.629997
"310","2008-03-27",89.540001
"311","2008-03-28",88.370003
"312","2008-03-31",88.18
"313","2008-04-01",92.489998
"314","2008-04-02",93.360001
"315","2008-04-03",93.099998
"316","2008-04-04",94.919998
"317","2008-04-07",96.089996
"318","2008-04-08",96.620003
"319","2008-04-09",98.300003
"320","2008-04-10",96.529999
"321","2008-04-11",92.760002
"322","2008-04-14",101.190002
"323","2008-04-15",103.5
"324","2008-04-16",103.989998
"325","2008-04-17",102.519997
"326","2008-04-18",105.25
"327","2008-04-21",112.559998
"328","2008-04-22",115.800003
"329","2008-04-23",110.669998
"330","2008-04-24",109.120003
"331","2008-04-25",109.980003
"332","2008-04-28",107.279999
"333","2008-04-29",105.529999
"334","2008-04-30",106.199997
"335","2008-05-01",102.459999
"336","2008-05-02",106.339996
"337","2008-05-05",108.269997
"338","2008-05-06",116.860001
"339","2008-05-07",112.790001
"340","2008-05-08",114.959999
"341","2008-05-09",115.739998
"342","2008-05-12",115.199997
"343","2008-05-13",118.089996
"344","2008-05-14",116.32
"345","2008-05-15",122.139999
"346","2008-05-16",128.029999
"347","2008-05-19",130.699997
"348","2008-05-20",133.800003
"349","2008-05-21",130.779999
"350","2008-05-22",127.989998
"351","2008-05-23",125.089996
"352","2008-05-27",126
"353","2008-05-28",124.629997
"354","2008-05-29",120.519997
"355","2008-05-30",122.809998
"356","2008-06-02",126
"357","2008-06-03",122.449997
"358","2008-06-04",117.919998
"359","2008-06-05",123.339996
"360","2008-06-06",123.919998
"361","2008-06-09",127.470001
"362","2008-06-10",122.940002
"363","2008-06-11",125.779999
"364","2008-06-12",123.650002
"365","2008-06-13",125.580002
"366","2008-06-16",127.480003
"367","2008-06-17",129.729996
"368","2008-06-18",129.350006
"369","2008-06-19",122.910004
"370","2008-06-20",122.550003
"371","2008-06-23",128.440002
"372","2008-06-24",126
"373","2008-06-25",124.32
"374","2008-06-26",124.410004
"375","2008-06-27",127.059998
"376","2008-06-30",126.190002
"377","2008-07-01",126.660004
"378","2008-07-02",119.980003
"379","2008-07-03",119.540001
"380","2008-07-07",114.540001
"381","2008-07-08",113.309998
"382","2008-07-09",109.739998
"383","2008-07-10",112.980003
"384","2008-07-11",111.760002
"385","2008-07-14",111.25
"386","2008-07-15",103.660004
"387","2008-07-16",101.040001
"388","2008-07-17",95.900002
"389","2008-07-18",97.849998
"390","2008-07-21",103.980003
"391","2008-07-22",97.779999
"392","2008-07-23",92.239998
"393","2008-07-24",93.410004
"394","2008-07-25",93.870003
"395","2008-07-28",94.989998
"396","2008-07-29",94.25
"397","2008-07-30",106.970001
"398","2008-07-31",101.400002
"399","2008-08-01",101.129997
"400","2008-08-04",93.07
"401","2008-08-05",96.18
"402","2008-08-06",100.75
"403","2008-08-07",97.940002
"404","2008-08-08",95.870003
"405","2008-08-11",95.709999
"406","2008-08-12",96.18
"407","2008-08-13",101.870003
"408","2008-08-14",98.910004
"409","2008-08-15",95.32
"410","2008-08-18",94.730003
"411","2008-08-19",98.449997
"412","2008-08-20",104
"413","2008-08-21",109.089996
"414","2008-08-22",106.269997
"415","2008-08-25",104.839996
"416","2008-08-26",105.529999
"417","2008-08-27",107.139999
"418","2008-08-28",105.529999
"419","2008-08-29",104.709999
"420","2008-09-02",101.57
"421","2008-09-03",94.959999
"422","2008-09-04",91.400002
"423","2008-09-05",91.440002
"424","2008-09-08",88.139999
"425","2008-09-09",79.690002
