"","date","SIBN"
"90","2019-02-27",20.68
"91","2019-02-28",20.719999
"92","2019-03-01",20.84
"93","2019-03-04",20.33
"94","2019-03-05",20
"95","2019-03-06",19.700001
"96","2019-03-07",19.18
"97","2019-03-08",18.799999
"98","2019-03-11",19.02
"99","2019-03-12",18.99
"100","2019-03-13",18
"101","2019-03-14",18.110001
"102","2019-03-15",18.59
"103","2019-03-18",18.870001
"104","2019-03-19",18.950001
"105","2019-03-20",19.01
"106","2019-03-21",18.67
"107","2019-03-22",18.08
"108","2019-03-25",18.719999
"109","2019-03-26",18.540001
"110","2019-03-27",18.190001
"111","2019-03-28",18.34
"112","2019-03-29",18.84
"113","2019-04-01",18.91
"114","2019-04-02",18.860001
"115","2019-04-03",18.809999
"116","2019-04-04",18.18
"117","2019-04-05",17.85
"118","2019-04-08",17.620001
"119","2019-04-09",17.6
"120","2019-04-10",17.629999
"121","2019-04-11",17.5
"122","2019-04-12",17.040001
"123","2019-04-15",16.84
"124","2019-04-16",16.6
"125","2019-04-17",15.91
"126","2019-04-18",15.13
"127","2019-04-22",16.139999
"128","2019-04-23",16.51
"129","2019-04-24",16.309999
"130","2019-04-25",16.4
"131","2019-04-26",16.959999
"132","2019-04-29",17.18
"133","2019-04-30",17
"134","2019-05-01",16.75
"135","2019-05-02",16.950001
"136","2019-05-03",17.379999
"137","2019-05-06",17.059999
"138","2019-05-07",17.610001
"139","2019-05-08",17.860001
"140","2019-05-09",16.92
"141","2019-05-10",16.450001
"142","2019-05-13",16.18
"143","2019-05-14",16.4
"144","2019-05-15",16.08
"145","2019-05-16",15.94
"146","2019-05-17",15.93
"147","2019-05-20",16.18
"148","2019-05-21",16.290001
"149","2019-05-22",16.360001
"150","2019-05-23",16.459999
"151","2019-05-24",15.93
"152","2019-05-28",16.059999
"153","2019-05-29",16.25
"154","2019-05-30",16.200001
"155","2019-05-31",16.790001
"156","2019-06-03",17.34
"157","2019-06-04",17.34
"158","2019-06-05",17.33
"159","2019-06-06",17.110001
"160","2019-06-07",17.35
"161","2019-06-10",17.690001
"162","2019-06-11",17.43
"163","2019-06-12",17.5
"164","2019-06-13",17.719999
"165","2019-06-14",17.459999
"166","2019-06-17",17.58
"167","2019-06-18",17.629999
"168","2019-06-19",18
"169","2019-06-20",18.17
"170","2019-06-21",17.73
"171","2019-06-24",17.709999
"172","2019-06-25",17.98
"173","2019-06-26",18
"174","2019-06-27",18.940001
"175","2019-06-28",20.34
"176","2019-07-01",20.26
"177","2019-07-02",19.73
"178","2019-07-03",19.200001
"179","2019-07-05",19.120001
"180","2019-07-08",19.15
"181","2019-07-09",19.469999
"182","2019-07-10",19.93
"183","2019-07-11",19.65
"184","2019-07-12",19.799999
"185","2019-07-15",19.68
"186","2019-07-16",19.870001
"187","2019-07-17",20.08
"188","2019-07-18",20.18
"189","2019-07-19",19.73
"190","2019-07-22",18.950001
"191","2019-07-23",18.780001
"192","2019-07-24",19.52
"193","2019-07-25",19.379999
"194","2019-07-26",19.4
"195","2019-07-29",18.65
"196","2019-07-30",18.440001
"197","2019-07-31",17.98
"198","2019-08-01",17.92
"199","2019-08-02",17.700001
"200","2019-08-05",17.15
"201","2019-08-06",17.15
"202","2019-08-07",18.309999
"203","2019-08-08",19.32
"204","2019-08-09",18.99
"205","2019-08-12",18.870001
"206","2019-08-13",18.65
"207","2019-08-14",18.440001
"208","2019-08-15",18.620001
"209","2019-08-16",19.559999
"210","2019-08-19",19.85
"211","2019-08-20",19.76
"212","2019-08-21",20.030001
"213","2019-08-22",19.76
"214","2019-08-23",18.85
"215","2019-08-26",19.200001
"216","2019-08-27",19.200001
"217","2019-08-28",19.219999
"218","2019-08-29",19.43
"219","2019-08-30",19.440001
"220","2019-09-03",19.040001
"221","2019-09-04",18.959999
"222","2019-09-05",19.09
"223","2019-09-06",19.030001
"224","2019-09-09",18.84
"225","2019-09-10",19.23
"226","2019-09-11",19.309999
"227","2019-09-12",19.549999
"228","2019-09-13",18.9
"229","2019-09-16",19.23
"230","2019-09-17",19.540001
"231","2019-09-18",19.799999
"232","2019-09-19",19.879999
"233","2019-09-20",20.08
"234","2019-09-23",19.959999
"235","2019-09-24",19.290001
"236","2019-09-25",19.639999
"237","2019-09-26",18.639999
"238","2019-09-27",17.870001
"239","2019-09-30",17.67
"240","2019-10-01",17.41
"241","2019-10-02",17.08
"242","2019-10-03",16.99
"243","2019-10-04",17.1
"244","2019-10-07",17.110001
"245","2019-10-08",16.620001
"246","2019-10-09",16.549999
"247","2019-10-10",16.48
"248","2019-10-11",16.92
"249","2019-10-14",16.16
"250","2019-10-15",16.190001
"251","2019-10-16",15.75
"252","2019-10-17",15.78
"253","2019-10-18",15.73
"254","2019-10-21",16.030001
"255","2019-10-22",16.26
"256","2019-10-23",16.290001
"257","2019-10-24",16.299999
"258","2019-10-25",16.49
"259","2019-10-28",16.790001
"260","2019-10-29",16.5
"261","2019-10-30",16.52
"262","2019-10-31",16.65
"263","2019-11-01",16.58
"264","2019-11-04",18.700001
"265","2019-11-05",19.450001
"266","2019-11-06",18.65
"267","2019-11-07",18.440001
"268","2019-11-08",18.51
"269","2019-11-11",18.43
"270","2019-11-12",17.690001
"271","2019-11-13",17.92
"272","2019-11-14",17.57
"273","2019-11-15",17.67
"274","2019-11-18",17.540001
"275","2019-11-19",17.459999
"276","2019-11-20",17.32
"277","2019-11-21",17.42
"278","2019-11-22",17.360001
"279","2019-11-25",17.75
"280","2019-11-26",17.6
"281","2019-11-27",17.73
"282","2019-11-29",17.790001
"283","2019-12-02",17.68
"284","2019-12-03",17.309999
"285","2019-12-04",17.780001
"286","2019-12-05",18.200001
"287","2019-12-06",18.33
"288","2019-12-09",18.290001
"289","2019-12-10",18.370001
"290","2019-12-11",18.4
"291","2019-12-12",19.059999
"292","2019-12-13",19.700001
"293","2019-12-16",20.01
"294","2019-12-17",19.809999
"295","2019-12-18",19.91
"296","2019-12-19",20.24
"297","2019-12-20",20.25
"298","2019-12-23",20.84
"299","2019-12-24",21.129999
"300","2019-12-26",21.809999
"301","2019-12-27",21.129999
"302","2019-12-30",21.209999
"303","2019-12-31",21.5
"304","2020-01-02",21.42
"305","2020-01-03",21.200001
"306","2020-01-06",21.190001
"307","2020-01-07",21.49
"308","2020-01-08",21.43
"309","2020-01-09",21.940001
"310","2020-01-10",21.48
"311","2020-01-13",21.99
"312","2020-01-14",21.459999
"313","2020-01-15",21.25
"314","2020-01-16",21.84
"315","2020-01-17",21.76
"316","2020-01-21",21.91
"317","2020-01-22",22.040001
"318","2020-01-23",21.52
"319","2020-01-24",21.870001
"320","2020-01-27",22.48
"321","2020-01-28",22.67
"322","2020-01-29",22.5
"323","2020-01-30",22.530001
"324","2020-01-31",21.110001
"325","2020-02-03",21.030001
"326","2020-02-04",21.68
"327","2020-02-05",21.809999
"328","2020-02-06",21
"329","2020-02-07",21.129999
"330","2020-02-10",21.16
"331","2020-02-11",21.08
"332","2020-02-12",21
"333","2020-02-13",20.59
"334","2020-02-14",20.610001
"335","2020-02-18",20.59
"336","2020-02-19",20.879999
"337","2020-02-20",20.200001
"338","2020-02-21",19.959999
"339","2020-02-24",19.110001
"340","2020-02-25",19.52
"341","2020-02-26",19.030001
"342","2020-02-27",19.32
"343","2020-02-28",19.309999
"344","2020-03-02",19.58
"345","2020-03-03",18.889999
"346","2020-03-04",19.219999
"347","2020-03-05",18.940001
"348","2020-03-06",17.92
"349","2020-03-09",15.48
"350","2020-03-10",15.79
"351","2020-03-11",15.33
"352","2020-03-12",13.93
"353","2020-03-13",14.04
"354","2020-03-16",11.95
"355","2020-03-17",10.65
"356","2020-03-18",8.36
"357","2020-03-19",8.62
"358","2020-03-20",8.53
"359","2020-03-23",9.77
"360","2020-03-24",9.6
"361","2020-03-25",9.58
"362","2020-03-26",11
"363","2020-03-27",11.35
"364","2020-03-30",12.35
"365","2020-03-31",11.95
"366","2020-04-01",11.05
"367","2020-04-02",10.97
"368","2020-04-03",10.56
"369","2020-04-06",11.08
"370","2020-04-07",11.36
"371","2020-04-08",12.75
"372","2020-04-09",13.62
"373","2020-04-13",12.6
"374","2020-04-14",13.5
"375","2020-04-15",13.19
"376","2020-04-16",12.62
"377","2020-04-17",13.95
"378","2020-04-20",13.53
"379","2020-04-21",13.73
"380","2020-04-22",13.87
"381","2020-04-23",15
"382","2020-04-24",15.18
"383","2020-04-27",15.6
"384","2020-04-28",15.5
"385","2020-04-29",16.75
"386","2020-04-30",16.17
"387","2020-05-01",15.62
"388","2020-05-04",15.67
"389","2020-05-05",17.030001
"390","2020-05-06",16.299999
"391","2020-05-07",17.26
"392","2020-05-08",17.48
"393","2020-05-11",16.889999
"394","2020-05-12",15.66
"395","2020-05-13",15.37
"396","2020-05-14",15.42
"397","2020-05-15",15.61
"398","2020-05-18",17.34
"399","2020-05-19",16.65
"400","2020-05-20",17.58
"401","2020-05-21",17.059999
"402","2020-05-22",17.16
"403","2020-05-26",17.860001
"404","2020-05-27",18.02
"405","2020-05-28",17.25
"406","2020-05-29",17.49
"407","2020-06-01",18.459999
"408","2020-06-02",18.379999
"409","2020-06-03",18.17
"410","2020-06-04",17.809999
"411","2020-06-05",18.459999
"412","2020-06-08",18.24
"413","2020-06-09",17.98
"414","2020-06-10",17.51
"415","2020-06-11",15.99
"416","2020-06-12",16.76
"417","2020-06-15",17.26
"418","2020-06-16",17.309999
"419","2020-06-17",17.01
"420","2020-06-18",16.959999
"421","2020-06-19",17.209999
"422","2020-06-22",16.99
"423","2020-06-23",17.24
"424","2020-06-24",15.99
"425","2020-06-25",15.64
"426","2020-06-26",14.77
"427","2020-06-29",15.55
"428","2020-06-30",15.94
"429","2020-07-01",16.26
"430","2020-07-02",16.110001
"431","2020-07-06",15.9
"432","2020-07-07",15.78
"433","2020-07-08",15.75
"434","2020-07-09",15.69
"435","2020-07-10",15.68
"436","2020-07-13",15.84
"437","2020-07-14",15.85
"438","2020-07-15",16.67
"439","2020-07-16",16.379999
"440","2020-07-17",16.860001
"441","2020-07-20",16.200001
"442","2020-07-21",16.52
"443","2020-07-22",16.469999
"444","2020-07-23",16.940001
"445","2020-07-24",16.58
"446","2020-07-27",16.82
"447","2020-07-28",16.700001
"448","2020-07-29",17.049999
"449","2020-07-30",17.049999
"450","2020-07-31",17.1
"451","2020-08-03",17.48
"452","2020-08-04",19.43
"453","2020-08-05",19.540001
"454","2020-08-06",19.98
"455","2020-08-07",20.129999
"456","2020-08-10",20.52
"457","2020-08-11",20.549999
"458","2020-08-12",21.440001
"459","2020-08-13",21.549999
"460","2020-08-14",21.5
"461","2020-08-17",21
"462","2020-08-18",21.18
"463","2020-08-19",21.43
"464","2020-08-20",21.09
"465","2020-08-21",20.559999
"466","2020-08-24",20.790001
"467","2020-08-25",20.9
"468","2020-08-26",20.690001
"469","2020-08-27",21.389999
"470","2020-08-28",21.67
"471","2020-08-31",21.82
"472","2020-09-01",22.110001
"473","2020-09-02",22.52
"474","2020-09-03",21.66
"475","2020-09-04",20.959999
"476","2020-09-08",21.389999
"477","2020-09-09",21.75
"478","2020-09-10",21.719999
"479","2020-09-11",21.9
"480","2020-09-14",23.110001
"481","2020-09-15",23.77
"482","2020-09-16",24.280001
"483","2020-09-17",23.67
"484","2020-09-18",24.26
"485","2020-09-21",22.99
"486","2020-09-22",23.32
"487","2020-09-23",22.43
"488","2020-09-24",22.200001
"489","2020-09-25",22.6
"490","2020-09-28",23.120001
"491","2020-09-29",23.08
"492","2020-09-30",23.719999
"493","2020-10-01",23.370001
"494","2020-10-02",22.959999
"495","2020-10-05",23.469999
"496","2020-10-06",23.620001
"497","2020-10-07",24.35
"498","2020-10-08",24.209999
"499","2020-10-09",24.67
"500","2020-10-12",24.530001
"501","2020-10-13",24.57
"502","2020-10-14",23.379999
"503","2020-10-15",23.790001
"504","2020-10-16",23.49
"505","2020-10-19",22.98
"506","2020-10-20",22.799999
"507","2020-10-21",22.440001
"508","2020-10-22",22.17
"509","2020-10-23",22.18
"510","2020-10-26",20.879999
"511","2020-10-27",21.01
"512","2020-10-28",20.440001
"513","2020-10-29",21.040001
"514","2020-10-30",20.969999
"515","2020-11-02",20.709999
"516","2020-11-03",21.639999
"517","2020-11-04",21.32
"518","2020-11-05",21.42
"519","2020-11-06",21.08
"520","2020-11-09",23.76
"521","2020-11-10",23.83
"522","2020-11-11",23.129999
"523","2020-11-12",23.23
"524","2020-11-13",24
"525","2020-11-16",23.860001
"526","2020-11-17",23.290001
"527","2020-11-18",22.450001
"528","2020-11-19",21.629999
"529","2020-11-20",22.030001
"530","2020-11-23",21.82
"531","2020-11-24",22.73
"532","2020-11-25",21.93
"533","2020-11-27",22.940001
