"","date","UIHC"
"1","2007-11-07",7.15
"2","2007-11-08",7.2
"3","2007-11-09",7.2
"4","2007-11-12",7.25
"5","2007-11-13",7.3
"6","2007-11-14",7.28
"7","2007-11-15",7.28
"8","2007-11-16",7.28
"9","2007-11-19",7.27
"10","2007-11-20",7.25
"11","2007-11-21",7.25
"12","2007-11-23",7.25
"13","2007-11-26",7.3
"14","2007-11-27",7.3
"15","2007-11-28",7.3
"16","2007-11-29",7.3
"17","2007-11-30",7.22
"18","2007-12-03",7.2
"19","2007-12-04",7.2
"20","2007-12-05",7.22
"21","2007-12-06",7.22
"22","2007-12-07",7.21
"23","2007-12-10",7.22
"24","2007-12-11",7.22
"25","2007-12-12",7.22
"26","2007-12-13",7.22
"27","2007-12-14",7.22
"28","2007-12-17",7.22
"29","2007-12-18",7.24
"30","2007-12-19",7.24
"31","2007-12-20",7.24
"32","2007-12-21",7.24
"33","2007-12-24",7.24
"34","2007-12-26",7.24
"35","2007-12-27",7.24
"36","2007-12-28",7.24
"37","2007-12-31",7.24
"38","2008-01-02",7.24
"39","2008-01-03",7.24
"40","2008-01-04",7.24
"41","2008-01-07",7.24
"42","2008-01-08",7.24
"43","2008-01-09",7.24
"44","2008-01-10",7.22
"45","2008-01-11",7.22
"46","2008-01-14",7.22
"47","2008-01-15",7.22
"48","2008-01-16",7.2
"49","2008-01-17",7.2
"50","2008-01-18",7.2
"51","2008-01-22",7.2
"52","2008-01-23",7.2
"53","2008-01-24",7.2
"54","2008-01-25",7.19
"55","2008-01-28",7.19
"56","2008-01-29",7.19
"57","2008-01-30",7.19
"58","2008-01-31",7.19
"59","2008-02-01",7.19
"60","2008-02-04",7.21
"61","2008-02-05",7.21
"62","2008-02-06",7.21
"63","2008-02-07",7.21
"64","2008-02-08",7.21
"65","2008-02-11",7.21
"66","2008-02-12",7.21
"67","2008-02-13",7.21
"68","2008-02-14",7.22
"69","2008-02-15",7.17
"70","2008-02-19",7.17
"71","2008-02-20",7.17
"72","2008-02-21",7.17
"73","2008-02-22",7.17
"74","2008-02-25",7.17
"75","2008-02-26",7.18
"76","2008-02-27",7.18
"77","2008-02-28",7.17
"78","2008-02-29",7.17
"79","2008-03-03",7.17
"80","2008-03-04",7.16
"81","2008-03-05",7.16
"82","2008-03-06",7.16
"83","2008-03-07",7.16
"84","2008-03-10",7.15
"85","2008-03-11",7.13
"86","2008-03-12",7.14
"87","2008-03-13",7.14
"88","2008-03-14",7.12
"89","2008-03-17",7.12
"90","2008-03-18",7.12
"91","2008-03-19",7.12
"92","2008-03-20",7.12
"93","2008-03-24",7.12
"94","2008-03-25",7.12
"95","2008-03-26",7.21
"96","2008-03-27",7.21
"97","2008-03-28",7.25
"98","2008-03-31",7.24
"99","2008-04-01",7.24
"100","2008-04-02",7.24
"101","2008-04-03",7.35
"102","2008-04-04",7.4
"103","2008-04-07",7.4
"104","2008-04-08",7.4
"105","2008-04-09",7.35
"106","2008-04-10",7.3
"107","2008-04-11",7.3
"108","2008-04-14",7.3
"109","2008-04-15",7.28
"110","2008-04-16",7.28
"111","2008-04-17",7.27
"112","2008-04-18",7.28
"113","2008-04-21",7.28
"114","2008-04-22",7.26
"115","2008-04-23",7.26
"116","2008-04-24",7.26
"117","2008-04-25",7.26
"118","2008-04-28",7.26
"119","2008-04-29",7.23
"120","2008-04-30",7.23
"121","2008-05-01",7.23
"122","2008-05-02",7.23
"123","2008-05-05",7.23
"124","2008-05-06",7.23
"125","2008-05-07",7.23
"126","2008-05-08",7.23
"127","2008-05-09",7.23
"128","2008-05-12",7.23
"129","2008-05-13",7.23
"130","2008-05-14",7.23
"131","2008-05-15",7.23
"132","2008-05-16",7.23
"133","2008-05-19",7.23
"134","2008-05-20",7.23
"135","2008-05-21",7.23
"136","2008-05-22",7.25
"137","2008-05-23",7.3
"138","2008-05-27",7.3
"139","2008-05-28",7.3
"140","2008-05-29",7.3
"141","2008-05-30",7.3
"142","2008-06-02",7.3
"143","2008-06-03",7.3
"144","2008-06-04",7.28
"145","2008-06-05",7.28
"146","2008-06-06",7.28
"147","2008-06-09",7.28
"148","2008-06-10",7.28
"149","2008-06-11",7.28
"150","2008-06-12",7.32
"151","2008-06-13",7.32
"152","2008-06-16",7.32
"153","2008-06-17",7.33
"154","2008-06-18",7.33
"155","2008-06-19",7.33
"156","2008-06-20",7.33
"157","2008-06-23",7.33
"158","2008-06-24",7.33
"159","2008-06-25",7.33
"160","2008-06-26",7.37
"161","2008-06-27",7.37
"162","2008-06-30",7.39
"163","2008-07-01",7.33
"164","2008-07-02",7.33
"165","2008-07-03",7.33
"166","2008-07-07",7.33
"167","2008-07-08",7.32
"168","2008-07-09",7.31
"169","2008-07-10",7.31
"170","2008-07-11",7.31
"171","2008-07-14",7.34
"172","2008-07-15",7.33
"173","2008-07-16",7.33
"174","2008-07-17",7.32
"175","2008-07-18",7.32
"176","2008-07-21",7.32
"177","2008-07-22",7.3
"178","2008-07-23",7.3
"179","2008-07-24",7.3
"180","2008-07-25",7.3
"181","2008-07-28",7.28
"182","2008-07-29",7.3
"183","2008-07-30",7.28
"184","2008-07-31",7.28
"185","2008-08-01",7.29
"186","2008-08-04",7.29
"187","2008-08-05",7.31
"188","2008-08-06",7.31
"189","2008-08-07",7.32
"190","2008-08-08",7.32
"191","2008-08-11",7.32
"192","2008-08-12",7.35
"193","2008-08-13",7.35
"194","2008-08-14",7.4
"195","2008-08-15",7.4
"196","2008-08-18",7.61
"197","2008-08-19",7.61
"198","2008-08-20",7.65
"199","2008-08-21",7.65
"200","2008-08-22",7.65
"201","2008-08-25",7.65
"202","2008-08-26",7.6
"203","2008-08-27",7.6
"204","2008-08-28",7.6
"205","2008-08-29",7.6
"206","2008-09-02",7.6
"207","2008-09-03",7.6
"208","2008-09-04",7.6
"209","2008-09-05",7.6
"210","2008-09-08",7.6
"211","2008-09-09",7.6
"212","2008-09-10",7.6
"213","2008-09-11",7.6
"214","2008-09-12",7.6
"215","2008-09-15",7.6
"216","2008-09-16",7.51
"217","2008-09-17",7.51
"218","2008-09-18",7.51
"219","2008-09-19",7.51
"220","2008-09-22",7.51
"221","2008-09-23",6.55
"222","2008-09-24",5.55
"223","2008-09-25",5.15
"224","2008-09-26",7.91
"225","2008-09-29",7.91
"226","2008-09-30",4.4
"227","2008-10-01",4.6
"228","2008-10-02",4.6
"229","2008-10-03",4.6
"230","2008-10-06",4.6
"231","2008-10-07",4.6
"232","2008-10-08",4.6
"233","2008-10-09",4.15
"234","2008-10-10",3.75
"235","2008-10-13",3.75
"236","2008-10-14",3.75
"237","2008-10-15",4
"238","2008-10-16",4
"239","2008-10-17",4
"240","2008-10-20",4
"241","2008-10-21",4
"242","2008-10-22",4
"243","2008-10-23",4
"244","2008-10-24",4
"245","2008-10-27",4
"246","2008-10-28",3.75
"247","2008-10-29",3.75
"248","2008-10-30",3.65
"249","2008-10-31",3.65
"250","2008-11-03",3.65
"251","2008-11-04",3.65
"252","2008-11-05",3
"253","2008-11-06",3
"254","2008-11-07",3.25
"255","2008-11-10",3.25
"256","2008-11-11",3.25
"257","2008-11-12",3.25
"258","2008-11-13",2.98
"259","2008-11-14",3
"260","2008-11-17",3
"261","2008-11-18",3
"262","2008-11-19",3
"263","2008-11-20",3
"264","2008-11-21",3
"265","2008-11-24",3
"266","2008-11-25",3
"267","2008-11-26",3
"268","2008-11-28",3
"269","2008-12-01",3
"270","2008-12-02",3
"271","2008-12-03",3
"272","2008-12-04",3
"273","2008-12-05",3
"274","2008-12-08",3
"275","2008-12-09",2.65
"276","2008-12-10",2.65
"277","2008-12-11",2.65
"278","2008-12-12",2.6
"279","2008-12-15",2.6
"280","2008-12-16",2.6
"281","2008-12-17",2.6
"282","2008-12-18",2.6
"283","2008-12-19",2.6
"284","2008-12-22",2.6
"285","2008-12-23",2.6
"286","2008-12-24",2.6
"287","2008-12-26",2.6
"288","2008-12-29",2.6
"289","2008-12-30",2.6
"290","2008-12-31",2.6
"291","2009-01-02",2.6
"292","2009-01-05",2.6
"293","2009-01-06",2.6
"294","2009-01-07",2.6
"295","2009-01-08",2.6
"296","2009-01-09",2.6
"297","2009-01-12",2.6
"298","2009-01-13",2.6
"299","2009-01-14",2.6
"300","2009-01-15",2.6
"301","2009-01-16",3
"302","2009-01-20",3
"303","2009-01-21",2.65
"304","2009-01-22",2.65
"305","2009-01-23",2.65
"306","2009-01-26",2.65
"307","2009-01-27",2.65
"308","2009-01-28",2.75
"309","2009-01-29",2.75
"310","2009-01-30",2.75
"311","2009-02-02",2.75
"312","2009-02-03",2.75
"313","2009-02-04",2.75
"314","2009-02-05",2.75
"315","2009-02-06",2.75
"316","2009-02-09",2.75
"317","2009-02-10",2.75
"318","2009-02-11",2.75
"319","2009-02-12",2.75
"320","2009-02-13",2.75
"321","2009-02-17",2.75
"322","2009-02-18",2.75
"323","2009-02-19",2.75
"324","2009-02-20",2.75
"325","2009-02-23",2.75
"326","2009-02-24",2.75
"327","2009-02-25",2.61
"328","2009-02-26",2.61
"329","2009-02-27",2.61
"330","2009-03-02",2.61
"331","2009-03-03",2.61
"332","2009-03-04",3
"333","2009-03-05",3.35
"334","2009-03-06",3
"335","2009-03-09",3
"336","2009-03-10",3
"337","2009-03-11",3
"338","2009-03-12",3
"339","2009-03-13",3
"340","2009-03-16",3
"341","2009-03-17",3
"342","2009-03-18",3
"343","2009-03-19",3
"344","2009-03-20",3
"345","2009-03-23",3
"346","2009-03-24",3
"347","2009-03-25",3
"348","2009-03-26",3
"349","2009-03-27",3
"350","2009-03-30",3.5
"351","2009-03-31",4.75
"352","2009-04-01",4.5
"353","2009-04-02",4.75
"354","2009-04-03",4.25
"355","2009-04-06",4.25
"356","2009-04-07",4.25
"357","2009-04-08",4.25
"358","2009-04-09",4.25
"359","2009-04-13",4.25
"360","2009-04-14",4.25
"361","2009-04-15",4.25
"362","2009-04-16",4.3
"363","2009-04-17",4.3
"364","2009-04-20",4.3
"365","2009-04-21",4.3
"366","2009-04-22",4.3
"367","2009-04-23",4.3
"368","2009-04-24",4.3
"369","2009-04-27",4.3
"370","2009-04-28",4.35
"371","2009-04-29",4.3
"372","2009-04-30",4.3
"373","2009-05-01",4.2
"374","2009-05-04",4.3
"375","2009-05-05",4.3
"376","2009-05-06",4.3
"377","2009-05-07",4.3
"378","2009-05-08",4.3
"379","2009-05-11",4.3
"380","2009-05-12",4.5
"381","2009-05-13",4.5
"382","2009-05-14",4.5
"383","2009-05-15",4.75
"384","2009-05-18",4.75
"385","2009-05-19",4.75
"386","2009-05-20",4.75
"387","2009-05-21",4.75
"388","2009-05-22",4.75
"389","2009-05-26",4.75
"390","2009-05-27",4.75
"391","2009-05-28",4.75
"392","2009-05-29",4.75
"393","2009-06-01",4.75
"394","2009-06-02",4.75
"395","2009-06-03",4.75
"396","2009-06-04",4.75
"397","2009-06-05",4.75
"398","2009-06-08",4.75
"399","2009-06-09",5
"400","2009-06-10",4.7
"401","2009-06-11",4.7
"402","2009-06-12",4.7
"403","2009-06-15",4.7
"404","2009-06-16",4.7
"405","2009-06-17",4.7
"406","2009-06-18",4.7
"407","2009-06-19",4.7
"408","2009-06-22",4.7
"409","2009-06-23",4.7
"410","2009-06-24",4.7
"411","2009-06-25",4.7
"412","2009-06-26",4.7
"413","2009-06-29",4.7
"414","2009-06-30",4.7
"415","2009-07-01",4.7
"416","2009-07-02",4.7
"417","2009-07-06",4.7
"418","2009-07-07",4.7
"419","2009-07-08",4.7
"420","2009-07-09",4.7
"421","2009-07-10",4.7
"422","2009-07-13",4.7
"423","2009-07-14",4.7
"424","2009-07-15",4.7
"425","2009-07-16",4.7
"426","2009-07-17",4.7
"427","2009-07-20",4.7
"428","2009-07-21",4.7
"429","2009-07-22",4.7
"430","2009-07-23",4.5
"431","2009-07-24",4.5
"432","2009-07-27",4.5
"433","2009-07-28",4.5
"434","2009-07-29",4.5
"435","2009-07-30",4.5
"436","2009-07-31",4.5
"437","2009-08-03",4.5
"438","2009-08-04",4.5
"439","2009-08-05",4.5
"440","2009-08-06",4.5
"441","2009-08-07",4.5
"442","2009-08-10",4.5
"443","2009-08-11",4.5
"444","2009-08-12",4.5
"445","2009-08-13",4.5
"446","2009-08-14",4.5
"447","2009-08-17",4.05
"448","2009-08-18",4.05
"449","2009-08-19",4.05
"450","2009-08-20",4.05
"451","2009-08-21",4.05
"452","2009-08-24",4.05
