"","date","VLYPO"
"1","2018-10-11",24.559999
"2","2018-10-12",24.57
"3","2018-10-15",24.450001
"4","2018-10-16",24.49
"5","2018-10-17",24.5
"6","2018-10-18",24.51
"7","2018-10-19",24.940001
"8","2018-10-22",24.629999
"9","2018-10-23",24.51
"10","2018-10-24",24.83
"11","2018-10-25",25
"12","2018-10-26",25
"13","2018-10-29",25.129999
"14","2018-10-30",24.68
"15","2018-10-31",25
"16","2018-11-01",25
"17","2018-11-02",24.76
"18","2018-11-05",24.76
"19","2018-11-06",24.809999
"20","2018-11-07",24.6
"21","2018-11-08",24.110001
"22","2018-11-09",24.75
"23","2018-11-12",24.48
"24","2018-11-13",24.530001
"25","2018-11-14",24.559999
"26","2018-11-15",24.610001
"27","2018-11-16",24.440001
"28","2018-11-19",24.780001
"29","2018-11-20",24.41
"30","2018-11-21",24.610001
"31","2018-11-23",24.59
"32","2018-11-26",24.41
"33","2018-11-27",24.120001
"34","2018-11-28",24.27
"35","2018-11-29",24.09
"36","2018-11-30",23.9
"37","2018-12-03",23.959999
"38","2018-12-04",23.98
"39","2018-12-06",23.459999
"40","2018-12-07",23.530001
"41","2018-12-10",23.41
"42","2018-12-11",23.450001
"43","2018-12-12",23.42
"44","2018-12-13",23.08
"45","2018-12-14",22.950001
"46","2018-12-17",22.559999
"47","2018-12-18",22.49
"48","2018-12-19",22.25
"49","2018-12-20",22.299999
"50","2018-12-21",22.440001
"51","2018-12-24",22.77
"52","2018-12-26",22.5
"53","2018-12-27",22.4
"54","2018-12-28",22.5
"55","2018-12-31",22.709999
"56","2019-01-02",22.83
"57","2019-01-03",22.83
"58","2019-01-04",22.799999
"59","2019-01-07",22.530001
"60","2019-01-08",22.23
"61","2019-01-09",22.74
"62","2019-01-10",22.76
"63","2019-01-11",22.610001
"64","2019-01-14",22.67
"65","2019-01-15",22.540001
"66","2019-01-16",22.719999
"67","2019-01-17",22.76
"68","2019-01-18",22.93
"69","2019-01-22",22.98
"70","2019-01-23",23.200001
"71","2019-01-24",23.35
"72","2019-01-25",23.389999
"73","2019-01-28",23.83
"74","2019-01-29",23.639999
"75","2019-01-30",23.790001
"76","2019-01-31",22.65
"77","2019-02-01",23.35
"78","2019-02-04",23.290001
"79","2019-02-05",23.32
"80","2019-02-06",23.6
"81","2019-02-07",23.799999
"82","2019-02-08",23.969999
"83","2019-02-11",24.26
"84","2019-02-12",24.450001
"85","2019-02-13",24.41
"86","2019-02-14",24.49
"87","2019-02-15",24.5
"88","2019-02-19",24.950001
"89","2019-02-20",24.719999
"90","2019-02-21",24.75
"91","2019-02-22",24.85
"92","2019-02-25",24.85
"93","2019-02-26",24.9
"94","2019-02-27",24.9
"95","2019-02-28",24.98
"96","2019-03-01",25
"97","2019-03-04",24.780001
"98","2019-03-05",24.91
"99","2019-03-06",25
"100","2019-03-07",24.93
"101","2019-03-08",25
"102","2019-03-11",25.110001
"103","2019-03-12",25.15
"104","2019-03-13",25.09
"105","2019-03-14",24.85
"106","2019-03-15",24.91
"107","2019-03-18",25.07
"108","2019-03-19",24.9
"109","2019-03-20",25
"110","2019-03-21",25.190001
"111","2019-03-22",25.059999
"112","2019-03-25",25.030001
"113","2019-03-26",25
"114","2019-03-27",24.99
"115","2019-03-28",24.969999
"116","2019-03-29",24.940001
"117","2019-04-01",24.940001
"118","2019-04-02",24.82
"119","2019-04-03",24.9
"120","2019-04-04",24.85
"121","2019-04-05",24.92
"122","2019-04-08",24.889999
"123","2019-04-09",24.85
"124","2019-04-10",24.780001
"125","2019-04-11",24.799999
"126","2019-04-12",24.76
"127","2019-04-15",24.940001
"128","2019-04-16",24.940001
"129","2019-04-17",24.99
"130","2019-04-18",25.049999
"131","2019-04-22",25
"132","2019-04-23",25.08
"133","2019-04-24",25.059999
"134","2019-04-25",25.08
"135","2019-04-26",25.01
"136","2019-04-29",25.129999
"137","2019-04-30",25.32
"138","2019-05-01",25.389999
"139","2019-05-02",25.389999
"140","2019-05-03",25.35
"141","2019-05-06",25.35
"142","2019-05-07",25.4
"143","2019-05-08",25.450001
"144","2019-05-09",25.450001
"145","2019-05-10",25.459999
"146","2019-05-13",25.450001
"147","2019-05-14",25.65
"148","2019-05-15",25.690001
"149","2019-05-16",25.67
"150","2019-05-17",25.690001
"151","2019-05-20",25.75
"152","2019-05-21",25.68
"153","2019-05-22",25.73
"154","2019-05-23",25.690001
"155","2019-05-24",25.709999
"156","2019-05-28",25.76
"157","2019-05-29",25.799999
"158","2019-05-30",25.799999
"159","2019-05-31",25.91
"160","2019-06-03",25.84
"161","2019-06-04",25.889999
"162","2019-06-05",25.84
"163","2019-06-06",25.889999
"164","2019-06-07",26.209999
"165","2019-06-10",26.08
"166","2019-06-11",25.889999
"167","2019-06-12",25.959999
"168","2019-06-13",25.6
"169","2019-06-14",25.6
"170","2019-06-17",25.549999
"171","2019-06-18",25.719999
"172","2019-06-19",25.65
"173","2019-06-20",25.700001
"174","2019-06-21",25.690001
"175","2019-06-24",25.719999
"176","2019-06-25",25.73
"177","2019-06-26",25.73
"178","2019-06-27",25.65
"179","2019-06-28",25.65
"180","2019-07-01",25.57
"181","2019-07-02",25.639999
"182","2019-07-03",25.49
"183","2019-07-05",25.42
"184","2019-07-08",25.5
"185","2019-07-09",25.48
"186","2019-07-10",25.440001
"187","2019-07-11",25.42
"188","2019-07-12",25.49
"189","2019-07-15",25.68
"190","2019-07-16",25.65
"191","2019-07-17",25.65
"192","2019-07-18",25.75
"193","2019-07-19",25.65
"194","2019-07-22",25.75
"195","2019-07-23",25.700001
"196","2019-07-24",25.75
"197","2019-07-25",25.719999
"198","2019-07-26",25.799999
"199","2019-07-29",25.99
"200","2019-07-30",25.85
"201","2019-07-31",26.030001
"202","2019-08-01",25.610001
"203","2019-08-02",25.75
"204","2019-08-05",25.639999
"205","2019-08-06",25.639999
"206","2019-08-07",25.66
"207","2019-08-08",25.77
"208","2019-08-09",25.85
"209","2019-08-12",25.9
"210","2019-08-13",25.870001
"211","2019-08-14",25.790001
"212","2019-08-15",25.940001
"213","2019-08-16",25.77
"214","2019-08-19",25.719999
"215","2019-08-20",25.879999
"216","2019-08-21",25.879999
"217","2019-08-22",25.940001
"218","2019-08-23",25.950001
"219","2019-08-26",25.950001
"220","2019-08-27",25.889999
"221","2019-08-28",25.940001
"222","2019-08-29",25.860001
"223","2019-08-30",25.870001
"224","2019-09-03",25.75
"225","2019-09-04",25.719999
"226","2019-09-05",25.82
"227","2019-09-06",25.83
"228","2019-09-09",25.700001
"229","2019-09-10",25.610001
"230","2019-09-11",25.690001
"231","2019-09-12",25.43
"232","2019-09-13",25.389999
"233","2019-09-16",25.450001
"234","2019-09-17",25.450001
"235","2019-09-18",25.65
"236","2019-09-19",25.82
"237","2019-09-20",25.799999
"238","2019-09-23",25.9
"239","2019-09-24",25.799999
"240","2019-09-25",25.629999
"241","2019-09-26",25.58
"242","2019-09-27",25.690001
"243","2019-09-30",25.83
"244","2019-10-01",25.9
"245","2019-10-02",25.85
"246","2019-10-03",25.440001
"247","2019-10-04",25.440001
"248","2019-10-07",25.450001
"249","2019-10-08",25.75
"250","2019-10-09",25.43
"251","2019-10-10",25.5
"252","2019-10-11",25.549999
"253","2019-10-14",25.66
"254","2019-10-15",25.450001
"255","2019-10-16",25.6
"256","2019-10-17",25.5
"257","2019-10-18",25.549999
"258","2019-10-21",25.440001
"259","2019-10-22",25.469999
"260","2019-10-23",25.459999
"261","2019-10-24",25.530001
"262","2019-10-25",25.459999
"263","2019-10-28",25.52
"264","2019-10-29",25.639999
"265","2019-10-30",25.690001
"266","2019-10-31",25.98
"267","2019-11-01",25.99
"268","2019-11-04",25.959999
"269","2019-11-05",25.959999
"270","2019-11-06",25.93
"271","2019-11-07",25.959999
"272","2019-11-08",26.200001
"273","2019-11-11",26.299999
"274","2019-11-12",26.299999
"275","2019-11-13",26.290001
"276","2019-11-14",26.51
"277","2019-11-15",26.59
"278","2019-11-18",26.459999
"279","2019-11-19",26.450001
"280","2019-11-20",26.559999
"281","2019-11-21",26.540001
"282","2019-11-22",26.58
"283","2019-11-25",26.4
"284","2019-11-26",26.5
"285","2019-11-27",26.299999
"286","2019-11-29",26.66
"287","2019-12-02",26.27
"288","2019-12-03",26.49
"289","2019-12-04",26.1
"290","2019-12-05",26
"291","2019-12-06",25.940001
"292","2019-12-09",26.030001
"293","2019-12-10",26.120001
"294","2019-12-11",26.299999
"295","2019-12-12",25.790001
"296","2019-12-13",25.99
"297","2019-12-16",25.93
"298","2019-12-17",26.17
"299","2019-12-18",25.82
"300","2019-12-19",26.34
"301","2019-12-20",26.17
"302","2019-12-23",26.42
"303","2019-12-24",26.49
"304","2019-12-26",26.4
"305","2019-12-27",26.25
"306","2019-12-30",26.27
"307","2019-12-31",26.59
"308","2020-01-02",27.08
"309","2020-01-03",27.190001
"310","2020-01-06",27.16
"311","2020-01-07",26.99
"312","2020-01-08",27.120001
"313","2020-01-09",27.040001
"314","2020-01-10",27.120001
"315","2020-01-13",27.15
"316","2020-01-14",27.139999
"317","2020-01-15",26.959999
"318","2020-01-16",26.940001
"319","2020-01-17",26.780001
"320","2020-01-21",26.469999
"321","2020-01-22",26.4
"322","2020-01-23",26.379999
"323","2020-01-24",26.33
"324","2020-01-27",26.35
"325","2020-01-28",26.379999
"326","2020-01-29",26.27
"327","2020-01-30",26.35
"328","2020-01-31",26.440001
"329","2020-02-03",26.34
"330","2020-02-04",26.4
"331","2020-02-05",26.58
"332","2020-02-06",26.700001
"333","2020-02-07",26.91
"334","2020-02-10",26.91
"335","2020-02-11",26.6
"336","2020-02-12",26.559999
"337","2020-02-13",26.700001
"338","2020-02-14",26.83
"339","2020-02-18",26.85
"340","2020-02-19",26.27
"341","2020-02-20",26.52
"342","2020-02-21",26.389999
"343","2020-02-24",26.26
"344","2020-02-25",26.139999
"345","2020-02-26",26.110001
"346","2020-02-27",25.92
"347","2020-02-28",26.110001
"348","2020-03-02",26.25
"349","2020-03-03",25.92
"350","2020-03-04",26.1
"351","2020-03-05",26.049999
"352","2020-03-06",26
"353","2020-03-09",24.950001
"354","2020-03-10",25.27
"355","2020-03-11",25.18
"356","2020-03-12",20.75
"357","2020-03-13",23.360001
"358","2020-03-16",20.1
"359","2020-03-17",19.5
"360","2020-03-18",15.5
"361","2020-03-19",16.15
"362","2020-03-20",19.07
"363","2020-03-23",17.51
"364","2020-03-24",18.1
"365","2020-03-25",20.99
"366","2020-03-26",21.34
"367","2020-03-27",21.4
"368","2020-03-30",20.809999
"369","2020-03-31",21.559999
"370","2020-04-01",19.620001
"371","2020-04-02",19.48
"372","2020-04-03",18.85
"373","2020-04-06",18.91
"374","2020-04-07",19.77
"375","2020-04-08",21.799999
"376","2020-04-09",21.620001
"377","2020-04-13",21.15
"378","2020-04-14",21.4
"379","2020-04-15",20.93
"380","2020-04-16",20.709999
"381","2020-04-17",21.139999
"382","2020-04-20",20.91
"383","2020-04-21",20.83
"384","2020-04-22",20.52
"385","2020-04-23",21.129999
"386","2020-04-24",21.25
"387","2020-04-27",21.34
"388","2020-04-28",21.15
"389","2020-04-29",22
"390","2020-04-30",21.610001
"391","2020-05-01",21.02
"392","2020-05-04",20.950001
"393","2020-05-05",21.33
"394","2020-05-06",21.389999
"395","2020-05-07",21.48
"396","2020-05-08",21.48
"397","2020-05-11",21.35
"398","2020-05-12",21.389999
"399","2020-05-13",21.120001
"400","2020-05-14",21.440001
"401","2020-05-15",21.459999
"402","2020-05-18",22
"403","2020-05-19",21.879999
"404","2020-05-20",21.700001
"405","2020-05-21",22.34
"406","2020-05-22",22.110001
"407","2020-05-26",22.75
"408","2020-05-27",22.799999
"409","2020-05-28",23.030001
"410","2020-05-29",22.58
"411","2020-06-01",22.75
"412","2020-06-02",22.83
"413","2020-06-03",23.120001
"414","2020-06-04",23
"415","2020-06-05",22.959999
"416","2020-06-08",23.049999
"417","2020-06-09",22.879999
"418","2020-06-10",22.639999
"419","2020-06-11",21.299999
"420","2020-06-12",21.059999
"421","2020-06-15",21.200001
"422","2020-06-16",21.450001
"423","2020-06-17",21.34
"424","2020-06-18",21.49
"425","2020-06-19",21.67
"426","2020-06-22",22.34
"427","2020-06-23",21.65
"428","2020-06-24",21.32
"429","2020-06-25",21.4
"430","2020-06-26",21.780001
"431","2020-06-29",21.879999
"432","2020-06-30",21.889999
"433","2020-07-01",21.73
"434","2020-07-02",21.75
"435","2020-07-06",21.92
"436","2020-07-07",21.799999
"437","2020-07-08",22.1
"438","2020-07-09",21.700001
"439","2020-07-10",21.5
"440","2020-07-13",20.83
"441","2020-07-14",20.799999
"442","2020-07-15",21.1
"443","2020-07-16",21.389999
"444","2020-07-17",21.200001
"445","2020-07-20",21.299999
"446","2020-07-21",21.6
"447","2020-07-22",21.5
"448","2020-07-23",21.4
"449","2020-07-24",21.4
"450","2020-07-27",21.700001
"451","2020-07-28",22.02
"452","2020-07-29",22.879999
"453","2020-07-30",23.379999
"454","2020-07-31",23.389999
"455","2020-08-03",22.959999
"456","2020-08-04",23.469999
"457","2020-08-05",23.790001
"458","2020-08-06",23.25
"459","2020-08-07",22.870001
"460","2020-08-10",23.629999
"461","2020-08-11",24.1
"462","2020-08-12",24.059999
"463","2020-08-13",24.049999
"464","2020-08-14",24.200001
"465","2020-08-17",24.299999
"466","2020-08-18",24.639999
"467","2020-08-19",24.57
"468","2020-08-20",24.379999
"469","2020-08-21",24.459999
"470","2020-08-24",24.43
"471","2020-08-25",24.32
"472","2020-08-26",24.43
"473","2020-08-27",24.24
"474","2020-08-28",24.93
"475","2020-08-31",24.41
"476","2020-09-01",24.5
"477","2020-09-02",24.5
"478","2020-09-03",24.5
"479","2020-09-04",24.5
"480","2020-09-08",24.25
"481","2020-09-09",24.629999
"482","2020-09-10",24.5
"483","2020-09-11",24.58
"484","2020-09-14",24.309999
"485","2020-09-15",24.6
"486","2020-09-16",24.58
"487","2020-09-17",24.549999
"488","2020-09-18",24.690001
"489","2020-09-21",24.559999
"490","2020-09-22",24.719999
"491","2020-09-23",24.52
"492","2020-09-24",24.309999
"493","2020-09-25",24.4
"494","2020-09-28",24.67
"495","2020-09-29",24.799999
"496","2020-09-30",25.09
"497","2020-10-01",24.6
"498","2020-10-02",24.719999
"499","2020-10-05",24.51
"500","2020-10-06",24.709999
"501","2020-10-07",25.23
"502","2020-10-08",24.809999
"503","2020-10-09",25.219999
"504","2020-10-12",24.98
"505","2020-10-13",25.16
"506","2020-10-14",24.799999
"507","2020-10-15",25.42
"508","2020-10-16",25.049999
"509","2020-10-19",25.049999
"510","2020-10-20",25.139999
"511","2020-10-21",24.76
"512","2020-10-22",24.85
"513","2020-10-23",24.959999
"514","2020-10-26",24.879999
"515","2020-10-27",24.870001
"516","2020-10-28",24.34
"517","2020-10-29",24.129999
"518","2020-10-30",24.129999
"519","2020-11-02",24.059999
"520","2020-11-03",24.200001
"521","2020-11-04",24.540001
"522","2020-11-05",24.77
"523","2020-11-06",24.799999
"524","2020-11-09",25.51
"525","2020-11-10",24.860001
"526","2020-11-11",24.9
"527","2020-11-12",24.99
"528","2020-11-13",25.219999
"529","2020-11-16",25.139999
"530","2020-11-17",25.040001
"531","2020-11-18",25.5
"532","2020-11-19",25.76
"533","2020-11-20",25.690001
"534","2020-11-23",26.01
"535","2020-11-24",26.01
"536","2020-11-25",25.6
"537","2020-11-27",25.75
