"","date","FINV"
"240","2018-10-23",5.5
"241","2018-10-24",5.43
"242","2018-10-25",5.75
"243","2018-10-26",5.63
"244","2018-10-29",5.58
"245","2018-10-30",5.46
"246","2018-10-31",5.71
"247","2018-11-01",6.22
"248","2018-11-02",6.29
"249","2018-11-05",5.95
"250","2018-11-06",5.66
"251","2018-11-07",5.75
"252","2018-11-08",5.76
"253","2018-11-09",5.64
"254","2018-11-12",5.44
"255","2018-11-13",5.65
"256","2018-11-14",5.99
"257","2018-11-15",5.91
"258","2018-11-16",5.51
"259","2018-11-19",5.44
"260","2018-11-20",5.75
"261","2018-11-21",6.19
"262","2018-11-23",6.24
"263","2018-11-26",6.19
"264","2018-11-27",6.2
"265","2018-11-28",6.27
"266","2018-11-29",5.64
"267","2018-11-30",5.55
"268","2018-12-03",5.64
"269","2018-12-04",5.05
"270","2018-12-06",5.04
"271","2018-12-07",5
"272","2018-12-10",4.95
"273","2018-12-11",4.43
"274","2018-12-12",4.47
"275","2018-12-13",4.92
"276","2018-12-14",4.39
"277","2018-12-17",4.01
"278","2018-12-18",3.9
"279","2018-12-19",3.78
"280","2018-12-20",3.76
"281","2018-12-21",3.86
"282","2018-12-24",3.82
"283","2018-12-26",3.7
"284","2018-12-27",3.6
"285","2018-12-28",3.66
"286","2018-12-31",3.6
"287","2019-01-02",3.69
"288","2019-01-03",3.63
"289","2019-01-04",3.71
"290","2019-01-07",3.89
"291","2019-01-08",3.77
"292","2019-01-09",3.78
"293","2019-01-10",3.86
"294","2019-01-11",3.91
"295","2019-01-14",3.7
"296","2019-01-15",3.72
"297","2019-01-16",3.79
"298","2019-01-17",3.77
"299","2019-01-18",3.68
"300","2019-01-22",3.53
"301","2019-01-23",3.28
"302","2019-01-24",3.1
"303","2019-01-25",3.34
"304","2019-01-28",3.27
"305","2019-01-29",3.45
"306","2019-01-30",3.47
"307","2019-01-31",3.56
"308","2019-02-01",3.6
"309","2019-02-04",3.5
"310","2019-02-05",3.52
"311","2019-02-06",3.47
"312","2019-02-07",3.48
"313","2019-02-08",3.4
"314","2019-02-11",3.5
"315","2019-02-12",3.65
"316","2019-02-13",3.67
"317","2019-02-14",3.73
"318","2019-02-15",3.91
"319","2019-02-19",4.07
"320","2019-02-20",4.06
"321","2019-02-21",4.31
"322","2019-02-22",4.43
"323","2019-02-25",5.02
"324","2019-02-26",5.37
"325","2019-02-27",5.17
"326","2019-02-28",4.82
"327","2019-03-01",5.35
"328","2019-03-04",5.41
"329","2019-03-05",5.29
"330","2019-03-06",5.14
"331","2019-03-07",4.92
"332","2019-03-08",4.54
"333","2019-03-11",4.77
"334","2019-03-12",4.78
"335","2019-03-13",4.94
"336","2019-03-14",4.98
"337","2019-03-15",4.9
"338","2019-03-18",4.58
"339","2019-03-19",4.6
"340","2019-03-20",4.29
"341","2019-03-21",4.33
"342","2019-03-22",4
"343","2019-03-25",4.03
"344","2019-03-26",3.87
"345","2019-03-27",3.87
"346","2019-03-28",3.86
"347","2019-03-29",3.78
"348","2019-04-01",3.81
"349","2019-04-02",3.97
"350","2019-04-03",4.14
"351","2019-04-04",4.05
"352","2019-04-05",4.41
"353","2019-04-08",4.83
"354","2019-04-09",4.92
"355","2019-04-10",4.85
"356","2019-04-11",5
"357","2019-04-12",5.29
"358","2019-04-15",5.23
"359","2019-04-16",5.46
"360","2019-04-17",5.51
"361","2019-04-18",5.38
"362","2019-04-22",5.42
"363","2019-04-23",5.62
"364","2019-04-24",5.5
"365","2019-04-25",5.18
"366","2019-04-26",5.37
"367","2019-04-29",5.37
"368","2019-04-30",5.22
"369","2019-05-01",5.02
"370","2019-05-02",5.52
"371","2019-05-03",6.02
"372","2019-05-06",5.87
"373","2019-05-07",5.67
"374","2019-05-08",5.55
"375","2019-05-09",5.3
"376","2019-05-10",5.49
"377","2019-05-13",5.02
"378","2019-05-14",5.45
"379","2019-05-15",5.3
"380","2019-05-16",5.69
"381","2019-05-17",5.64
"382","2019-05-20",4.76
"383","2019-05-21",5.35
"384","2019-05-22",5.37
"385","2019-05-23",5
"386","2019-05-24",5.14
"387","2019-05-28",4.98
"388","2019-05-29",4.9
"389","2019-05-30",4.85
"390","2019-05-31",4.71
"391","2019-06-03",4.85
"392","2019-06-04",4.95
"393","2019-06-05",4.71
"394","2019-06-06",4.66
"395","2019-06-07",4.63
"396","2019-06-10",4.86
"397","2019-06-11",5
"398","2019-06-12",4.52
"399","2019-06-13",4.44
"400","2019-06-14",3.99
"401","2019-06-17",3.96
"402","2019-06-18",4.04
"403","2019-06-19",4.27
"404","2019-06-20",4.62
"405","2019-06-21",4.17
"406","2019-06-24",4.32
"407","2019-06-25",4.23
"408","2019-06-26",4.24
"409","2019-06-27",4.26
"410","2019-06-28",4.35
"411","2019-07-01",4.41
"412","2019-07-02",4.75
"413","2019-07-03",4.53
"414","2019-07-05",4.45
"415","2019-07-08",4.26
"416","2019-07-09",4.44
"417","2019-07-10",4.35
"418","2019-07-11",4.53
"419","2019-07-12",4.47
"420","2019-07-15",4.49
"421","2019-07-16",4.39
"422","2019-07-17",4.41
"423","2019-07-18",4.23
"424","2019-07-19",3.99
"425","2019-07-22",3.99
"426","2019-07-23",4.16
"427","2019-07-24",4.19
"428","2019-07-25",3.96
"429","2019-07-26",3.96
"430","2019-07-29",3.94
"431","2019-07-30",3.83
"432","2019-07-31",3.88
"433","2019-08-01",3.84
"434","2019-08-02",3.83
"435","2019-08-05",3.71
"436","2019-08-06",3.7
"437","2019-08-07",3.7
"438","2019-08-08",3.72
"439","2019-08-09",3.45
"440","2019-08-12",3.41
"441","2019-08-13",3.26
"442","2019-08-14",3.04
"443","2019-08-15",3.43
"444","2019-08-16",3.64
"445","2019-08-19",3.69
"446","2019-08-20",3.7
"447","2019-08-21",3.7
"448","2019-08-22",3.53
"449","2019-08-23",3.68
"450","2019-08-26",3.88
"451","2019-08-27",3.77
"452","2019-08-28",3.79
"453","2019-08-29",3.85
"454","2019-08-30",3.74
"455","2019-09-03",3.65
"456","2019-09-04",3.74
"457","2019-09-05",3.81
"458","2019-09-06",3.78
"459","2019-09-09",3.91
"460","2019-09-10",3.91
"461","2019-09-11",3.95
"462","2019-09-12",3.86
"463","2019-09-13",3.92
"464","2019-09-16",3.79
"465","2019-09-17",3.55
"466","2019-09-18",3.42
"467","2019-09-19",3.45
"468","2019-09-20",3.47
"469","2019-09-23",3.59
"470","2019-09-24",3.35
"471","2019-09-25",3.33
"472","2019-09-26",3.1
"473","2019-09-27",2.9
"474","2019-09-30",2.9
"475","2019-10-01",2.81
"476","2019-10-02",2.91
"477","2019-10-03",2.87
"478","2019-10-04",2.84
"479","2019-10-07",2.78
"480","2019-10-08",2.64
"481","2019-10-09",2.83
"482","2019-10-10",2.81
"483","2019-10-11",2.83
"484","2019-10-14",2.8
"485","2019-10-15",2.79
"486","2019-10-16",2.82
"487","2019-10-17",2.95
"488","2019-10-18",2.91
"489","2019-10-21",2.84
"490","2019-10-22",2.83
"491","2019-10-23",2.7
"492","2019-10-24",2.79
"493","2019-10-25",2.76
"494","2019-10-28",2.96
"495","2019-10-29",3.03
"496","2019-10-30",2.95
"497","2019-10-31",2.8
"498","2019-11-01",2.93
"499","2019-11-04",2.94
"500","2019-11-05",2.94
"501","2019-11-06",2.9
"502","2019-11-07",2.99
"503","2019-11-08",2.98
"504","2019-11-11",3.06
"505","2019-11-12",3
"506","2019-11-13",2.95
"507","2019-11-14",2.98
"508","2019-11-15",3.01
"509","2019-11-18",2.87
"510","2019-11-19",2.2
"511","2019-11-20",2.21
"512","2019-11-21",2.06
"513","2019-11-22",2.15
"514","2019-11-25",2.34
"515","2019-11-26",2.46
"516","2019-11-27",2.7
"517","2019-11-29",2.93
"518","2019-12-02",2.59
"519","2019-12-03",2.44
"520","2019-12-04",2.36
"521","2019-12-05",2.29
"522","2019-12-06",2.43
"523","2019-12-09",2.34
"524","2019-12-10",2.34
"525","2019-12-11",2.39
"526","2019-12-12",2.32
"527","2019-12-13",2.21
"528","2019-12-16",2.32
"529","2019-12-17",2.33
"530","2019-12-18",2.32
"531","2019-12-19",2.34
"532","2019-12-20",2.3
"533","2019-12-23",2.22
"534","2019-12-24",2.25
"535","2019-12-26",2.4
"536","2019-12-27",2.46
"537","2019-12-30",2.5
"538","2019-12-31",2.65
"539","2020-01-02",2.8
"540","2020-01-03",2.82
"541","2020-01-06",2.56
"542","2020-01-07",2.56
"543","2020-01-08",2.56
"544","2020-01-09",2.66
"545","2020-01-10",2.55
"546","2020-01-13",2.69
"547","2020-01-14",2.64
"548","2020-01-15",2.57
"549","2020-01-16",2.34
"550","2020-01-17",2.33
"551","2020-01-21",2.33
"552","2020-01-22",2.4
"553","2020-01-23",2.23
"554","2020-01-24",2.13
"555","2020-01-27",2.11
"556","2020-01-28",2.15
"557","2020-01-29",2.13
"558","2020-01-30",2.03
"559","2020-01-31",2.02
"560","2020-02-03",1.95
"561","2020-02-04",2.1
"562","2020-02-05",2.02
"563","2020-02-06",2.04
"564","2020-02-07",2
"565","2020-02-10",1.94
"566","2020-02-11",1.92
"567","2020-02-12",2.14
"568","2020-02-13",2.02
"569","2020-02-14",1.96
"570","2020-02-18",1.9
"571","2020-02-19",1.92
"572","2020-02-20",1.99
"573","2020-02-21",1.95
"574","2020-02-24",1.91
"575","2020-02-25",1.77
"576","2020-02-26",1.75
"577","2020-02-27",1.91
"578","2020-02-28",1.98
"579","2020-03-02",1.98
"580","2020-03-03",1.92
"581","2020-03-04",1.89
"582","2020-03-05",1.83
"583","2020-03-06",1.67
"584","2020-03-09",1.54
"585","2020-03-10",1.68
"586","2020-03-11",1.65
"587","2020-03-12",1.51
"588","2020-03-13",1.67
"589","2020-03-16",1.42
"590","2020-03-17",1.41
"591","2020-03-18",1.3
"592","2020-03-19",1.45
"593","2020-03-20",1.42
"594","2020-03-23",1.42
"595","2020-03-24",1.51
"596","2020-03-25",1.46
"597","2020-03-26",1.63
"598","2020-03-27",1.58
"599","2020-03-30",1.49
"600","2020-03-31",1.78
"601","2020-04-01",1.92
"602","2020-04-02",1.72
"603","2020-04-03",1.68
"604","2020-04-06",1.65
"605","2020-04-07",1.71
"606","2020-04-08",1.65
"607","2020-04-09",1.7
"608","2020-04-13",1.63
"609","2020-04-14",1.66
"610","2020-04-15",1.63
"611","2020-04-16",1.64
"612","2020-04-17",1.66
"613","2020-04-20",1.73
"614","2020-04-21",1.73
"615","2020-04-22",1.68
"616","2020-04-23",1.69
"617","2020-04-24",1.66
"618","2020-04-27",1.8
"619","2020-04-28",1.8
"620","2020-04-29",1.86
"621","2020-04-30",1.92
"622","2020-05-01",1.78
"623","2020-05-04",1.66
"624","2020-05-05",1.57
"625","2020-05-06",1.6
"626","2020-05-07",1.6
"627","2020-05-08",1.64
"628","2020-05-11",1.65
"629","2020-05-12",1.6
"630","2020-05-13",1.52
"631","2020-05-14",1.57
"632","2020-05-15",1.6
"633","2020-05-18",1.61
"634","2020-05-19",1.56
"635","2020-05-20",1.56
"636","2020-05-21",1.5
"637","2020-05-22",1.43
"638","2020-05-26",1.48
"639","2020-05-27",1.56
"640","2020-05-28",1.47
"641","2020-05-29",1.52
"642","2020-06-01",1.5
"643","2020-06-02",1.49
"644","2020-06-03",1.62
"645","2020-06-04",1.67
"646","2020-06-05",1.86
"647","2020-06-08",1.9
"648","2020-06-09",1.96
"649","2020-06-10",2.11
"650","2020-06-11",1.66
"651","2020-06-12",1.47
"652","2020-06-15",1.62
"653","2020-06-16",1.6
"654","2020-06-17",1.57
"655","2020-06-18",1.62
"656","2020-06-19",1.66
"657","2020-06-22",1.67
"658","2020-06-23",1.69
"659","2020-06-24",1.71
"660","2020-06-25",1.74
"661","2020-06-26",1.74
"662","2020-06-29",1.66
"663","2020-06-30",1.81
"664","2020-07-01",1.9
"665","2020-07-02",1.84
"666","2020-07-06",1.96
"667","2020-07-07",1.94
"668","2020-07-08",2.09
"669","2020-07-09",2.09
"670","2020-07-10",2.16
"671","2020-07-13",2.15
"672","2020-07-14",1.96
"673","2020-07-15",1.99
"674","2020-07-16",2.05
"675","2020-07-17",1.96
"676","2020-07-20",2.04
"677","2020-07-21",2.24
"678","2020-07-22",2.16
"679","2020-07-23",2
"680","2020-07-24",1.85
"681","2020-07-27",2.03
"682","2020-07-28",1.95
"683","2020-07-29",1.96
"684","2020-07-30",1.95
"685","2020-07-31",2.03
"686","2020-08-03",1.95
"687","2020-08-04",1.99
"688","2020-08-05",2.11
"689","2020-08-06",2.07
"690","2020-08-07",2.08
"691","2020-08-10",2.11
"692","2020-08-11",2.16
"693","2020-08-12",2.29
"694","2020-08-13",2.32
"695","2020-08-14",2.36
"696","2020-08-17",2.4
"697","2020-08-18",2.21
"698","2020-08-19",2.06
"699","2020-08-20",2.65
"700","2020-08-21",2.35
"701","2020-08-24",2.56
"702","2020-08-25",2.4
"703","2020-08-26",2.39
"704","2020-08-27",2.18
"705","2020-08-28",2.08
"706","2020-08-31",1.9
"707","2020-09-01",1.87
"708","2020-09-02",1.65
"709","2020-09-03",1.72
"710","2020-09-04",1.77
"711","2020-09-08",1.66
"712","2020-09-09",1.61
"713","2020-09-10",1.63
"714","2020-09-11",1.65
"715","2020-09-14",1.69
"716","2020-09-15",1.69
"717","2020-09-16",1.71
"718","2020-09-17",1.71
"719","2020-09-18",1.63
"720","2020-09-21",1.62
"721","2020-09-22",1.63
"722","2020-09-23",1.65
"723","2020-09-24",1.69
"724","2020-09-25",1.68
"725","2020-09-28",1.75
"726","2020-09-29",1.87
"727","2020-09-30",1.84
"728","2020-10-01",1.97
"729","2020-10-02",2
"730","2020-10-05",1.85
"731","2020-10-06",1.94
"732","2020-10-07",1.91
"733","2020-10-08",1.91
"734","2020-10-09",1.95
"735","2020-10-12",1.97
"736","2020-10-13",1.98
"737","2020-10-14",1.98
"738","2020-10-15",1.99
"739","2020-10-16",2.07
"740","2020-10-19",2.09
"741","2020-10-20",2.21
"742","2020-10-21",2.21
"743","2020-10-22",2.2
"744","2020-10-23",2.19
"745","2020-10-26",2.06
"746","2020-10-27",2.14
"747","2020-10-28",2.02
"748","2020-10-29",2.11
"749","2020-10-30",2.03
"750","2020-11-02",2.03
"751","2020-11-03",2
"752","2020-11-04",2.02
"753","2020-11-05",2.08
"754","2020-11-06",2.09
"755","2020-11-09",2.19
"756","2020-11-10",2.09
"757","2020-11-11",2.03
"758","2020-11-12",2.06
"759","2020-11-13",2.17
"760","2020-11-16",2.03
"761","2020-11-17",2.05
"762","2020-11-18",2.04
"763","2020-11-19",2.04
"764","2020-11-20",2.04
"765","2020-11-23",2.04
"766","2020-11-24",2.05
"767","2020-11-25",2.05
"768","2020-11-27",2.23
