"","date","RESN"
"97","2014-10-14",5.8
"98","2014-10-15",5.27
"99","2014-10-16",5.7
"100","2014-10-17",6.06
"101","2014-10-20",6.39
"102","2014-10-21",6.25
"103","2014-10-22",5.85
"104","2014-10-23",6.2
"105","2014-10-24",5.83
"106","2014-10-27",5.83
"107","2014-10-28",5.95
"108","2014-10-29",6.036
"109","2014-10-30",6
"110","2014-10-31",6
"111","2014-11-03",5.95
"112","2014-11-04",5.79
"113","2014-11-05",5.81
"114","2014-11-06",5.85
"115","2014-11-07",5.49
"116","2014-11-10",5.5
"117","2014-11-11",5.12
"118","2014-11-12",7.03
"119","2014-11-13",7.19
"120","2014-11-14",7.2
"121","2014-11-17",7.08
"122","2014-11-18",7.94
"123","2014-11-19",8.74
"124","2014-11-20",8.5
"125","2014-11-21",8.88
"126","2014-11-24",9.1
"127","2014-11-25",8.65
"128","2014-11-26",8.45
"129","2014-11-28",8.18
"130","2014-12-01",8.23
"131","2014-12-02",8.7
"132","2014-12-03",8.33
"133","2014-12-04",8.06
"134","2014-12-05",9.3
"135","2014-12-08",8.9
"136","2014-12-09",8.805
"137","2014-12-10",8.71
"138","2014-12-11",9.11
"139","2014-12-12",9.01
"140","2014-12-15",8.9
"141","2014-12-16",8.59
"142","2014-12-17",8.4
"143","2014-12-18",8.483
"144","2014-12-19",8.17
"145","2014-12-22",8.1
"146","2014-12-23",8.34
"147","2014-12-24",8.79
"148","2014-12-26",9
"149","2014-12-29",9.1
"150","2014-12-30",10.32
"151","2014-12-31",11.62
"152","2015-01-02",12
"153","2015-01-05",12.7
"154","2015-01-06",11.72
"155","2015-01-07",12.05
"156","2015-01-08",12.03
"157","2015-01-09",11.84
"158","2015-01-12",11.08
"159","2015-01-13",10.2
"160","2015-01-14",10.82
"161","2015-01-15",11.35
"162","2015-01-16",11.35
"163","2015-01-20",11.9
"164","2015-01-21",12.17
"165","2015-01-22",12.56
"166","2015-01-23",12.87
"167","2015-01-26",14.07
"168","2015-01-27",13.95
"169","2015-01-28",15.45
"170","2015-01-29",15.09
"171","2015-01-30",14.35
"172","2015-02-02",14
"173","2015-02-03",15.87
"174","2015-02-04",15.4
"175","2015-02-05",15.42
"176","2015-02-06",15.73
"177","2015-02-09",17.07
"178","2015-02-10",17.75
"179","2015-02-11",19.049999
"180","2015-02-12",18.004999
"181","2015-02-13",16.620001
"182","2015-02-17",17.950001
"183","2015-02-18",17.74
"184","2015-02-19",16.57
"185","2015-02-20",15.02
"186","2015-02-23",15.03
"187","2015-02-24",15.14
"188","2015-02-25",15.18
"189","2015-02-26",15.47
"190","2015-02-27",10.4
"191","2015-03-02",11.03
"192","2015-03-03",10.95
"193","2015-03-04",11.44
"194","2015-03-05",11.05
"195","2015-03-06",11.82
"196","2015-03-09",12.99
"197","2015-03-10",12.98
"198","2015-03-11",9.67
"199","2015-03-12",10.6
"200","2015-03-13",10
"201","2015-03-16",9.67
"202","2015-03-17",9.97
"203","2015-03-18",10.06
"204","2015-03-19",9.87
"205","2015-03-20",9.72
"206","2015-03-23",8.99
"207","2015-03-24",8.63
"208","2015-03-25",8.44
"209","2015-03-26",8.82
"210","2015-03-27",8.68
"211","2015-03-30",7.54
"212","2015-03-31",7.07
"213","2015-04-01",7.06
"214","2015-04-02",7.39
"215","2015-04-06",4.41
"216","2015-04-07",4.75
"217","2015-04-08",4.57
"218","2015-04-09",4.46
"219","2015-04-10",4.44
"220","2015-04-13",4.37
"221","2015-04-14",4.19
"222","2015-04-15",3.93
"223","2015-04-16",3.84
"224","2015-04-17",3.79
"225","2015-04-20",3.97
"226","2015-04-21",3.83
"227","2015-04-22",3.77
"228","2015-04-23",3.84
"229","2015-04-24",3.9
"230","2015-04-27",3.85
"231","2015-04-28",4.06
"232","2015-04-29",4.08
"233","2015-04-30",3.97
"234","2015-05-01",3.91
"235","2015-05-04",4.04
"236","2015-05-05",4
"237","2015-05-06",4.09
"238","2015-05-07",4.42
"239","2015-05-08",4.35
"240","2015-05-11",4.01
"241","2015-05-12",4.07
"242","2015-05-13",3.91
"243","2015-05-14",3.91
"244","2015-05-15",3.85
"245","2015-05-18",3.8
"246","2015-05-19",3.8
"247","2015-05-20",3.81
"248","2015-05-21",3.82
"249","2015-05-22",4.02
"250","2015-05-26",3.99
"251","2015-05-27",3.96
"252","2015-05-28",4.29
"253","2015-05-29",4.13
"254","2015-06-01",4.35
"255","2015-06-02",4.29
"256","2015-06-03",4.23
"257","2015-06-04",4.07
"258","2015-06-05",4.17
"259","2015-06-08",4.12
"260","2015-06-09",3.97
"261","2015-06-10",3.88
"262","2015-06-11",3.8
"263","2015-06-12",3.75
"264","2015-06-15",3.61
"265","2015-06-16",3.425
"266","2015-06-17",3.14
"267","2015-06-18",3.65
"268","2015-06-19",3.61
"269","2015-06-22",3.58
"270","2015-06-23",3.49
"271","2015-06-24",3.315
"272","2015-06-25",3.17
"273","2015-06-26",3
"274","2015-06-29",2.94
"275","2015-06-30",2.98
"276","2015-07-01",3.35
"277","2015-07-02",3.31
"278","2015-07-06",3.06
"279","2015-07-07",2.9
"280","2015-07-08",2.89
"281","2015-07-09",3.3
"282","2015-07-10",3.24
"283","2015-07-13",3.18
"284","2015-07-14",3.34
"285","2015-07-15",3.13
"286","2015-07-16",3.47
"287","2015-07-17",3.37
"288","2015-07-20",3.28
"289","2015-07-21",3.34
"290","2015-07-22",3.46
"291","2015-07-23",3.45
"292","2015-07-24",3.42
"293","2015-07-27",3.38
"294","2015-07-28",3.33
"295","2015-07-29",3.35
"296","2015-07-30",3.53
"297","2015-07-31",3.96
"298","2015-08-03",3.727
"299","2015-08-04",3.8
"300","2015-08-05",3.95
"301","2015-08-06",3.83
"302","2015-08-07",3.81
"303","2015-08-10",3.93
"304","2015-08-11",3.82
"305","2015-08-12",3.85
"306","2015-08-13",4.23
"307","2015-08-14",4.24
"308","2015-08-17",4.275
"309","2015-08-18",4.14
"310","2015-08-19",4.21
"311","2015-08-20",3.84
"312","2015-08-21",3.91
"313","2015-08-24",3.35
"314","2015-08-25",3.83
"315","2015-08-26",3.92
"316","2015-08-27",4.24
"317","2015-08-28",5.1
"318","2015-08-31",5.25
"319","2015-09-01",5.27
"320","2015-09-02",5.04
"321","2015-09-03",4.73
"322","2015-09-04",4.96
"323","2015-09-08",5
"324","2015-09-09",4.88
"325","2015-09-10",4.96
"326","2015-09-11",4.95
"327","2015-09-14",4.77
"328","2015-09-15",4.7
"329","2015-09-16",4.6
"330","2015-09-17",4.81
"331","2015-09-18",4.21
"332","2015-09-21",4.42
"333","2015-09-22",4.46
"334","2015-09-23",4.77
"335","2015-09-24",4.82
"336","2015-09-25",4.7
"337","2015-09-28",4.66
"338","2015-09-29",4.52
"339","2015-09-30",4.68
"340","2015-10-01",4.65
"341","2015-10-02",4.7
"342","2015-10-05",4.47
"343","2015-10-06",4.43
"344","2015-10-07",4.31
"345","2015-10-08",4.11
"346","2015-10-09",4
"347","2015-10-12",3.98
"348","2015-10-13",4.01
"349","2015-10-14",4.249
"350","2015-10-15",3.99
"351","2015-10-16",3.968
"352","2015-10-19",3.85
"353","2015-10-20",3.88
"354","2015-10-21",3.84
"355","2015-10-22",3.98
"356","2015-10-23",3.9
"357","2015-10-26",3.84
"358","2015-10-27",3.71
"359","2015-10-28",3.68
"360","2015-10-29",3.44
"361","2015-10-30",3.66
"362","2015-11-02",3.75
"363","2015-11-03",3.66
"364","2015-11-04",3.5
"365","2015-11-05",3.53
"366","2015-11-06",3.6
"367","2015-11-09",3.58
"368","2015-11-10",3.59
"369","2015-11-11",3.35
"370","2015-11-12",2.91
"371","2015-11-13",2.85
"372","2015-11-16",2.77
"373","2015-11-17",2.67
"374","2015-11-18",2.93
"375","2015-11-19",2.95
"376","2015-11-20",2.95
"377","2015-11-23",3.13
"378","2015-11-24",3.04
"379","2015-11-25",3.15
"380","2015-11-27",3.24
"381","2015-11-30",3.31
"382","2015-12-01",3.13
"383","2015-12-02",3.22
"384","2015-12-03",3.22
"385","2015-12-04",3.17
"386","2015-12-07",3.02
"387","2015-12-08",3.02
"388","2015-12-09",2.98
"389","2015-12-10",2.94
"390","2015-12-11",2.91
"391","2015-12-14",2.811
"392","2015-12-15",2.84
"393","2015-12-16",2.89
"394","2015-12-17",2.82
"395","2015-12-18",2.62
"396","2015-12-21",2.7
"397","2015-12-22",2.69
"398","2015-12-23",2.6
"399","2015-12-24",2.62
"400","2015-12-28",2.77
"401","2015-12-29",2.73
"402","2015-12-30",2.64
"403","2015-12-31",2.65
"404","2016-01-04",2.64
"405","2016-01-05",2.69
"406","2016-01-06",2.52
"407","2016-01-07",2.66
"408","2016-01-08",2.43
"409","2016-01-11",2.22
"410","2016-01-12",2.05
"411","2016-01-13",2
"412","2016-01-14",2.11
"413","2016-01-15",2.02
"414","2016-01-19",2
"415","2016-01-20",2.13
"416","2016-01-21",2.19
"417","2016-01-22",2.07
"418","2016-01-25",1.911
"419","2016-01-26",1.89
"420","2016-01-27",1.99
"421","2016-01-28",2
"422","2016-01-29",2.06
"423","2016-02-01",1.96
"424","2016-02-02",1.9
"425","2016-02-03",1.93
"426","2016-02-04",1.99
"427","2016-02-05",1.95
"428","2016-02-08",1.95
"429","2016-02-09",1.95
"430","2016-02-10",2
"431","2016-02-11",2.15
"432","2016-02-12",1.92
"433","2016-02-16",1.945
"434","2016-02-17",1.92
"435","2016-02-18",1.8
"436","2016-02-19",1.8
"437","2016-02-22",1.9
"438","2016-02-23",1.8
"439","2016-02-24",2.04
"440","2016-02-25",1.99
"441","2016-02-26",1.94
"442","2016-02-29",1.95
"443","2016-03-01",1.98
"444","2016-03-02",1.99
"445","2016-03-03",1.82
"446","2016-03-04",1.94
"447","2016-03-07",1.71
"448","2016-03-08",1.69
"449","2016-03-09",1.93
"450","2016-03-10",2
"451","2016-03-11",1.89
"452","2016-03-14",1.93
"453","2016-03-15",2.06
"454","2016-03-16",2.44
"455","2016-03-17",2.52
"456","2016-03-18",2.95
"457","2016-03-21",3.24
"458","2016-03-22",3.06
"459","2016-03-23",3.1
"460","2016-03-24",3.05
"461","2016-03-28",2.96
"462","2016-03-29",3.07
"463","2016-03-30",2.86
"464","2016-03-31",2.92
"465","2016-04-01",2.9
"466","2016-04-04",2.78
"467","2016-04-05",2.57
"468","2016-04-06",2.68
"469","2016-04-07",2.66
"470","2016-04-08",2.78
"471","2016-04-11",2.85
"472","2016-04-12",2.88
"473","2016-04-13",3.464
"474","2016-04-14",3.39
"475","2016-04-15",3.13
"476","2016-04-18",2.93
"477","2016-04-19",2.89
"478","2016-04-20",2.9
"479","2016-04-21",2.905
"480","2016-04-22",3.3
"481","2016-04-25",3.3
"482","2016-04-26",3.39
"483","2016-04-27",3.95
"484","2016-04-28",3.93
"485","2016-04-29",4
"486","2016-05-02",4.24
"487","2016-05-03",4.19
"488","2016-05-04",4.45
"489","2016-05-05",4.34
"490","2016-05-06",4.48
"491","2016-05-09",4.6
"492","2016-05-10",4.53
"493","2016-05-11",4.54
"494","2016-05-12",4.11
"495","2016-05-13",3.75
"496","2016-05-16",3.55
"497","2016-05-17",3.99
"498","2016-05-18",3.85
"499","2016-05-19",4.07
"500","2016-05-20",4.11
"501","2016-05-23",4.05
"502","2016-05-24",3.93
"503","2016-05-25",4.01
"504","2016-05-26",3.9
"505","2016-05-27",3.97
"506","2016-05-31",4
"507","2016-06-01",4
"508","2016-06-02",4.15
"509","2016-06-03",4.04
"510","2016-06-06",4.25
"511","2016-06-07",4.19
"512","2016-06-08",4.35
"513","2016-06-09",4.31
"514","2016-06-10",4.3
"515","2016-06-13",4.25
"516","2016-06-14",4.14
"517","2016-06-15",4.23
"518","2016-06-16",4.24
"519","2016-06-17",4.08
"520","2016-06-20",4.2
"521","2016-06-21",4.13
"522","2016-06-22",4.15
"523","2016-06-23",4.11
"524","2016-06-24",4.23
"525","2016-06-27",4.1
"526","2016-06-28",4.19
"527","2016-06-29",4.2
"528","2016-06-30",4.38
"529","2016-07-01",4.67
"530","2016-07-05",4.38
"531","2016-07-06",4.36
"532","2016-07-07",4.11
"533","2016-07-08",4.07
"534","2016-07-11",4.2
"535","2016-07-12",4.22
"536","2016-07-13",4.3
"537","2016-07-14",4.3
"538","2016-07-15",4.355
"539","2016-07-18",4.34
"540","2016-07-19",4.17
"541","2016-07-20",4.25
"542","2016-07-21",4.58
"543","2016-07-22",4.53
"544","2016-07-25",4.49
"545","2016-07-26",4.49
"546","2016-07-27",4.58
"547","2016-07-28",4.74
"548","2016-07-29",4.7
"549","2016-08-01",4.51
"550","2016-08-02",4.71
"551","2016-08-03",4.6
"552","2016-08-04",4.539
"553","2016-08-05",4.51
"554","2016-08-08",5.065
"555","2016-08-09",6.13
"556","2016-08-10",5.86
"557","2016-08-11",5.98
"558","2016-08-12",5.93
"559","2016-08-15",6.11
"560","2016-08-16",5.94
"561","2016-08-17",5.45
"562","2016-08-18",5.36
"563","2016-08-19",5.36
"564","2016-08-22",5.26
"565","2016-08-23",5.229
"566","2016-08-24",5.1
"567","2016-08-25",5.19
"568","2016-08-26",5.16
"569","2016-08-29",5.32
"570","2016-08-30",5.42
"571","2016-08-31",5.46
"572","2016-09-01",5.21
"573","2016-09-02",5.149
"574","2016-09-06",5.15
"575","2016-09-07",5
"576","2016-09-08",5.11
"577","2016-09-09",5.44
"578","2016-09-12",6.4
"579","2016-09-13",6.33
"580","2016-09-14",6.54
"581","2016-09-15",6.3
"582","2016-09-16",5.8
"583","2016-09-19",5.91
"584","2016-09-20",5.83
"585","2016-09-21",5.57
"586","2016-09-22",5.55
"587","2016-09-23",5.35
"588","2016-09-26",5.5
"589","2016-09-27",5.31
"590","2016-09-28",5.32
"591","2016-09-29",5.26
"592","2016-09-30",5.46
"593","2016-10-03",5.5
"594","2016-10-04",5.24
"595","2016-10-05",5.33
"596","2016-10-06",5.15
"597","2016-10-07",5.09
"598","2016-10-10",5.2
"599","2016-10-11",5.07
"600","2016-10-12",5.06
"601","2016-10-13",4.86
"602","2016-10-14",4.96
"603","2016-10-17",4.62
"604","2016-10-18",4.7
"605","2016-10-19",4.61
"606","2016-10-20",4.46
"607","2016-10-21",4.48
"608","2016-10-24",4.59
"609","2016-10-25",4.84
"610","2016-10-26",4.63
"611","2016-10-27",4.45
"612","2016-10-28",4.3
"613","2016-10-31",4.28
"614","2016-11-01",4.46
"615","2016-11-02",4.42
"616","2016-11-03",4.32
"617","2016-11-04",4.26
"618","2016-11-07",4.33
"619","2016-11-08",4.5
"620","2016-11-09",4.94
"621","2016-11-10",5.2
"622","2016-11-11",5.04
"623","2016-11-14",4.7
"624","2016-11-15",4.79
"625","2016-11-16",5.05
"626","2016-11-17",4.96
"627","2016-11-18",4.99
"628","2016-11-21",4.88
"629","2016-11-22",5
"630","2016-11-23",5.02
"631","2016-11-25",5.02
"632","2016-11-28",4.89
"633","2016-11-29",4.78
"634","2016-11-30",4.69
"635","2016-12-01",4.7
"636","2016-12-02",4.67
"637","2016-12-05",4.63
"638","2016-12-06",4.51
"639","2016-12-07",4.58
"640","2016-12-08",4.74
"641","2016-12-09",5.2
"642","2016-12-12",5.4
"643","2016-12-13",5.25
"644","2016-12-14",5.21
"645","2016-12-15",5.34
"646","2016-12-16",5.19
"647","2016-12-19",5.01
"648","2016-12-20",4.99
"649","2016-12-21",4.95
"650","2016-12-22",5.02
"651","2016-12-23",5.09
"652","2016-12-27",4.91
"653","2016-12-28",4.77
"654","2016-12-29",4.83
"655","2016-12-30",5.05
"656","2017-01-03",5.09
"657","2017-01-04",4.8
"658","2017-01-05",4.73
"659","2017-01-06",4.68
"660","2017-01-09",4.37
"661","2017-01-10",4.6
"662","2017-01-11",4.56
"663","2017-01-12",4.37
"664","2017-01-13",4.28
"665","2017-01-17",4.1
"666","2017-01-18",4.13
"667","2017-01-19",4.29
"668","2017-01-20",4.22
"669","2017-01-23",4.24
"670","2017-01-24",4.17
"671","2017-01-25",4.23
"672","2017-01-26",4.18
"673","2017-01-27",4.13
"674","2017-01-30",4.09
"675","2017-01-31",4.07
"676","2017-02-01",4.08
"677","2017-02-02",4.36
"678","2017-02-03",4.66
"679","2017-02-06",4.52
"680","2017-02-07",4.32
"681","2017-02-08",4.49
"682","2017-02-09",4.9
"683","2017-02-10",4.64
"684","2017-02-13",4.57
"685","2017-02-14",4.72
"686","2017-02-15",4.62
"687","2017-02-16",4.71
"688","2017-02-17",4.9
"689","2017-02-21",5.04
"690","2017-02-22",4.91
"691","2017-02-23",4.85
"692","2017-02-24",4.885
"693","2017-02-27",4.95
"694","2017-02-28",4.76
"695","2017-03-01",4.89
"696","2017-03-02",5.05
"697","2017-03-03",5.05
"698","2017-03-06",4.82
"699","2017-03-07",4.77
"700","2017-03-08",4.75
"701","2017-03-09",4.94
"702","2017-03-10",4.99
"703","2017-03-13",4.88
"704","2017-03-14",4.8
"705","2017-03-15",4.82
"706","2017-03-16",4.73
"707","2017-03-17",4.81
"708","2017-03-20",4.71
"709","2017-03-21",4.72
"710","2017-03-22",4.84
"711","2017-03-23",4.79
"712","2017-03-24",4.71
"713","2017-03-27",4.67
"714","2017-03-28",4.97
"715","2017-03-29",4.74
"716","2017-03-30",4.86
"717","2017-03-31",5.39
"718","2017-04-03",5.02
"719","2017-04-04",4.86
"720","2017-04-05",5.1
"721","2017-04-06",5.03
"722","2017-04-07",4.79
"723","2017-04-10",4.98
"724","2017-04-11",5.12
"725","2017-04-12",4.83
"726","2017-04-13",4.83
"727","2017-04-17",4.82
"728","2017-04-18",4.82
"729","2017-04-19",4.95
"730","2017-04-20",4.91
"731","2017-04-21",4.84
"732","2017-04-24",4.8
"733","2017-04-25",4.92
"734","2017-04-26",4.76
"735","2017-04-27",4.76
"736","2017-04-28",4.81
"737","2017-05-01",4.72
"738","2017-05-02",4.67
"739","2017-05-03",4.7
"740","2017-05-04",4.7
"741","2017-05-05",4.78
"742","2017-05-08",4.84
"743","2017-05-09",4.78
"744","2017-05-10",4.52
"745","2017-05-11",4.64
"746","2017-05-12",4.49
"747","2017-05-15",4.61
"748","2017-05-16",4.59
"749","2017-05-17",4.43
"750","2017-05-18",4.42
"751","2017-05-19",4.51
"752","2017-05-22",4.68
"753","2017-05-23",4.57
"754","2017-05-24",4.5
"755","2017-05-25",4.51
"756","2017-05-26",4.599
"757","2017-05-30",4.41
"758","2017-05-31",4.317
"759","2017-06-01",4.22
"760","2017-06-02",4.33
"761","2017-06-05",4.42
"762","2017-06-06",4.3
"763","2017-06-07",4.17
"764","2017-06-08",4.04
"765","2017-06-09",4.3
"766","2017-06-12",4.16
"767","2017-06-13",4.1
"768","2017-06-14",4
"769","2017-06-15",4.01
"770","2017-06-16",3.98
"771","2017-06-19",4.45
"772","2017-06-20",4.82
"773","2017-06-21",4.57
"774","2017-06-22",4.61
"775","2017-06-23",4.71
"776","2017-06-26",4.7
"777","2017-06-27",4.63
"778","2017-06-28",4.51
"779","2017-06-29",4.49
"780","2017-06-30",4.43
"781","2017-07-03",4.49
"782","2017-07-05",4.39
"783","2017-07-06",4.56
"784","2017-07-07",4.58
"785","2017-07-10",4.86
"786","2017-07-11",4.58
"787","2017-07-12",4.56
"788","2017-07-13",4.52
"789","2017-07-14",4.65
"790","2017-07-17",4.57
"791","2017-07-18",4.6
"792","2017-07-19",4.5
"793","2017-07-20",4.47
"794","2017-07-21",4.44
"795","2017-07-24",4.61
"796","2017-07-25",4.88
"797","2017-07-26",5.18
"798","2017-07-27",5.14
"799","2017-07-28",5.03
"800","2017-07-31",4.77
"801","2017-08-01",4.8
"802","2017-08-02",4.53
"803","2017-08-03",4.71
"804","2017-08-04",4.79
"805","2017-08-07",4.51
"806","2017-08-08",4.61
"807","2017-08-09",4.9
"808","2017-08-10",4.58
"809","2017-08-11",4.4
"810","2017-08-14",4.43
"811","2017-08-15",4.22
"812","2017-08-16",4.23
"813","2017-08-17",4.34
"814","2017-08-18",4.39
"815","2017-08-21",4.39
"816","2017-08-22",4.43
"817","2017-08-23",4.26
"818","2017-08-24",4.3
"819","2017-08-25",4.15
"820","2017-08-28",4.22
"821","2017-08-29",4.4
"822","2017-08-30",4.33
"823","2017-08-31",4.55
"824","2017-09-01",4.59
"825","2017-09-05",4.77
"826","2017-09-06",4.95
"827","2017-09-07",4.9
"828","2017-09-08",5.03
"829","2017-09-11",5.14
"830","2017-09-12",5.16
"831","2017-09-13",5.09
"832","2017-09-14",5.03
"833","2017-09-15",4.9
"834","2017-09-18",4.9
"835","2017-09-19",4.83
"836","2017-09-20",4.89
"837","2017-09-21",4.88
"838","2017-09-22",4.93
"839","2017-09-25",4.85
"840","2017-09-26",4.37
"841","2017-09-27",4.5
"842","2017-09-28",4.49
"843","2017-09-29",4.43
"844","2017-10-02",4.69
"845","2017-10-03",4.5
"846","2017-10-04",4.6
"847","2017-10-05",4.53
"848","2017-10-06",4.35
"849","2017-10-09",4.49
"850","2017-10-10",4.4
"851","2017-10-11",4.49
"852","2017-10-12",4.45
"853","2017-10-13",4.46
"854","2017-10-16",4.38
"855","2017-10-17",4.26
"856","2017-10-18",4.29
"857","2017-10-19",4.2
"858","2017-10-20",4.28
"859","2017-10-23",4.23
"860","2017-10-24",4.28
"861","2017-10-25",4.23
"862","2017-10-26",4.25
"863","2017-10-27",4.47
"864","2017-10-30",4.21
"865","2017-10-31",4.68
"866","2017-11-01",4.6
"867","2017-11-02",4.65
"868","2017-11-03",4.79
"869","2017-11-06",4.62
"870","2017-11-07",4.47
"871","2017-11-08",4.65
"872","2017-11-09",4.78
"873","2017-11-10",4.77
"874","2017-11-13",4.8
"875","2017-11-14",5.05
"876","2017-11-15",4.98
"877","2017-11-16",5.06
"878","2017-11-17",5.02
"879","2017-11-20",5.37
"880","2017-11-21",5.8
"881","2017-11-22",5.95
"882","2017-11-24",6.49
"883","2017-11-27",6.18
"884","2017-11-28",6
"885","2017-11-29",6
"886","2017-11-30",7.11
"887","2017-12-01",7.42
"888","2017-12-04",7.17
"889","2017-12-05",7.47
"890","2017-12-06",7.03
"891","2017-12-07",6.91
"892","2017-12-08",7.09
"893","2017-12-11",6.63
"894","2017-12-12",6.4
"895","2017-12-13",6.59
"896","2017-12-14",6.89
"897","2017-12-15",7.76
"898","2017-12-18",8.38
"899","2017-12-19",7.8
"900","2017-12-20",8.2
"901","2017-12-21",7.89
"902","2017-12-22",7.5
"903","2017-12-26",7.98
"904","2017-12-27",7.89
"905","2017-12-28",7.69
"906","2017-12-29",7.47
"907","2018-01-02",7.74
"908","2018-01-03",7.07
"909","2018-01-04",7.35
"910","2018-01-05",7.27
"911","2018-01-08",7.01
"912","2018-01-09",6.77
"913","2018-01-10",6.83
"914","2018-01-11",6.77
"915","2018-01-12",6.97
"916","2018-01-16",6.79
"917","2018-01-17",6.99
"918","2018-01-18",7
"919","2018-01-19",6.83
"920","2018-01-22",6.37
"921","2018-01-23",6.27
"922","2018-01-24",6.02
"923","2018-01-25",5.955
"924","2018-01-26",5.75
"925","2018-01-29",5.53
"926","2018-01-30",5.21
"927","2018-01-31",5.45
"928","2018-02-01",5.24
"929","2018-02-02",4.89
"930","2018-02-05",5.01
"931","2018-02-06",4.87
"932","2018-02-07",4.63
"933","2018-02-08",4.59
"934","2018-02-09",4.47
"935","2018-02-12",4.49
"936","2018-02-13",4.75
"937","2018-02-14",4.66
"938","2018-02-15",4.74
"939","2018-02-16",4.71
"940","2018-02-20",4.82
"941","2018-02-21",4.66
"942","2018-02-22",4.44
"943","2018-02-23",4.4
"944","2018-02-26",4.47
"945","2018-02-27",4.49
"946","2018-02-28",4
"947","2018-03-01",4.19
"948","2018-03-02",4.23
"949","2018-03-05",4.29
"950","2018-03-06",4.32
"951","2018-03-07",4.54
"952","2018-03-08",4.47
"953","2018-03-09",4.64
"954","2018-03-12",4.48
"955","2018-03-13",4.67
"956","2018-03-14",4.52
"957","2018-03-15",4.48
"958","2018-03-16",4.53
"959","2018-03-19",4.43
"960","2018-03-20",4.41
"961","2018-03-21",4.21
"962","2018-03-22",3.77
"963","2018-03-23",3.35
"964","2018-03-26",3.48
"965","2018-03-27",3.31
"966","2018-03-28",3.28
"967","2018-03-29",3.19
"968","2018-04-02",3.51
"969","2018-04-03",3.43
"970","2018-04-04",3.72
"971","2018-04-05",4.09
"972","2018-04-06",3.91
"973","2018-04-09",3.8
"974","2018-04-10",3.63
"975","2018-04-11",3.66
"976","2018-04-12",3.89
"977","2018-04-13",3.79
"978","2018-04-16",3.74
"979","2018-04-17",3.87
"980","2018-04-18",3.89
"981","2018-04-19",3.67
"982","2018-04-20",3.86
"983","2018-04-23",3.82
"984","2018-04-24",3.68
"985","2018-04-25",4.14
"986","2018-04-26",4.24
"987","2018-04-27",4.39
"988","2018-04-30",4.12
"989","2018-05-01",4.31
"990","2018-05-02",4.42
"991","2018-05-03",4.24
"992","2018-05-04",4.25
"993","2018-05-07",4.34
"994","2018-05-08",4.16
"995","2018-05-09",4.2
"996","2018-05-10",4.35
"997","2018-05-11",4.32
"998","2018-05-14",4.2
"999","2018-05-15",4.08
"1000","2018-05-16",4.03
"1001","2018-05-17",4.09
"1002","2018-05-18",3.94
