"","date","ILPT"
"1","2018-01-12",23.35
"2","2018-01-16",23.35
"3","2018-01-17",23.41
"4","2018-01-18",23.23
"5","2018-01-19",23.049999
"6","2018-01-22",22.59
"7","2018-01-23",22.799999
"8","2018-01-24",22.200001
"9","2018-01-25",21.950001
"10","2018-01-26",22.049999
"11","2018-01-29",21.940001
"12","2018-01-30",22.469999
"13","2018-01-31",22.6
"14","2018-02-01",22.219999
"15","2018-02-02",21.91
"16","2018-02-05",21.690001
"17","2018-02-06",21.860001
"18","2018-02-07",21.950001
"19","2018-02-08",21.65
"20","2018-02-09",21.299999
"21","2018-02-12",21.139999
"22","2018-02-13",20.99
"23","2018-02-14",20.99
"24","2018-02-15",21.07
"25","2018-02-16",21.59
"26","2018-02-20",21.219999
"27","2018-02-21",20.799999
"28","2018-02-22",20.629999
"29","2018-02-23",21.040001
"30","2018-02-26",20.51
"31","2018-02-27",20.440001
"32","2018-02-28",20.08
"33","2018-03-01",20.17
"34","2018-03-02",20.700001
"35","2018-03-05",20.66
"36","2018-03-06",20.959999
"37","2018-03-07",21.01
"38","2018-03-08",21.290001
"39","2018-03-09",21.209999
"40","2018-03-12",20.67
"41","2018-03-13",21.059999
"42","2018-03-14",20.49
"43","2018-03-15",20.67
"44","2018-03-16",20.790001
"45","2018-03-19",20.85
"46","2018-03-20",20.549999
"47","2018-03-21",20.860001
"48","2018-03-22",20.709999
"49","2018-03-23",20.5
"50","2018-03-26",20.77
"51","2018-03-27",20.870001
"52","2018-03-28",20.75
"53","2018-03-29",20.34
"54","2018-04-02",20.049999
"55","2018-04-03",20.32
"56","2018-04-04",20.299999
"57","2018-04-05",20.23
"58","2018-04-06",20.030001
"59","2018-04-09",20.02
"60","2018-04-10",20.09
"61","2018-04-11",20.030001
"62","2018-04-12",20.1
"63","2018-04-13",20.299999
"64","2018-04-16",20.549999
"65","2018-04-17",20.85
"66","2018-04-18",21.16
"67","2018-04-19",21
"68","2018-04-20",20.780001
"69","2018-04-23",20.6
"70","2018-04-24",20.84
"71","2018-04-25",20.6
"72","2018-04-26",20.440001
"73","2018-04-27",20.530001
"74","2018-04-30",20.52
"75","2018-05-01",20.5
"76","2018-05-02",20.450001
"77","2018-05-03",20.450001
"78","2018-05-04",20.639999
"79","2018-05-07",21.35
"80","2018-05-08",21.57
"81","2018-05-09",21.549999
"82","2018-05-10",21.549999
"83","2018-05-11",21.35
"84","2018-05-14",21.1
"85","2018-05-15",20.530001
"86","2018-05-16",20.969999
"87","2018-05-17",20.889999
"88","2018-05-18",20.959999
"89","2018-05-21",20.98
"90","2018-05-22",20.92
"91","2018-05-23",20.93
"92","2018-05-24",21
"93","2018-05-25",21.25
"94","2018-05-29",21.51
"95","2018-05-30",22.139999
"96","2018-05-31",21.280001
"97","2018-06-01",21.41
"98","2018-06-04",21.299999
"99","2018-06-05",21.16
"100","2018-06-06",21.450001
"101","2018-06-07",21.4
"102","2018-06-08",21.4
"103","2018-06-11",21.719999
"104","2018-06-12",21.870001
"105","2018-06-13",21.950001
"106","2018-06-14",21.99
"107","2018-06-15",22.16
"108","2018-06-18",22.469999
"109","2018-06-19",22.4
"110","2018-06-20",22.620001
"111","2018-06-21",22.68
"112","2018-06-22",22.57
"113","2018-06-25",22.34
"114","2018-06-26",22.389999
"115","2018-06-27",22.35
"116","2018-06-28",22.280001
"117","2018-06-29",22.35
"118","2018-07-02",22.540001
"119","2018-07-03",22.51
"120","2018-07-05",22.52
"121","2018-07-06",22.620001
"122","2018-07-09",22.360001
"123","2018-07-10",22.709999
"124","2018-07-11",22.83
"125","2018-07-12",23.43
"126","2018-07-13",23.309999
"127","2018-07-16",23.120001
"128","2018-07-17",23.15
"129","2018-07-18",22.83
"130","2018-07-19",23.02
"131","2018-07-20",23
"132","2018-07-23",23.02
"133","2018-07-24",23.110001
"134","2018-07-25",22.959999
"135","2018-07-26",23.4
"136","2018-07-27",23.190001
"137","2018-07-30",22.9
"138","2018-07-31",23.1
"139","2018-08-01",23.110001
"140","2018-08-02",23.42
"141","2018-08-03",23.65
"142","2018-08-06",23.719999
"143","2018-08-07",23.639999
"144","2018-08-08",23.57
"145","2018-08-09",23.709999
"146","2018-08-10",23.709999
"147","2018-08-13",23.610001
"148","2018-08-14",23.799999
"149","2018-08-15",23.59
"150","2018-08-16",23.84
"151","2018-08-17",24.040001
"152","2018-08-20",24.209999
"153","2018-08-21",24
"154","2018-08-22",24
"155","2018-08-23",23.99
"156","2018-08-24",23.99
"157","2018-08-27",23.879999
"158","2018-08-28",24
"159","2018-08-29",23.98
"160","2018-08-30",24.059999
"161","2018-08-31",24.07
"162","2018-09-04",23.700001
"163","2018-09-05",23.85
"164","2018-09-06",23.780001
"165","2018-09-07",23.57
"166","2018-09-10",23.43
"167","2018-09-11",23.4
"168","2018-09-12",23.15
"169","2018-09-13",23.33
"170","2018-09-14",23.26
"171","2018-09-17",21.799999
"172","2018-09-18",20.969999
"173","2018-09-19",21.26
"174","2018-09-20",21.309999
"175","2018-09-21",21.68
"176","2018-09-24",22.08
"177","2018-09-25",22.6
"178","2018-09-26",22.879999
"179","2018-09-27",22.549999
"180","2018-09-28",23.01
"181","2018-10-01",22.790001
"182","2018-10-02",22.870001
"183","2018-10-03",21.59
"184","2018-10-04",21.51
"185","2018-10-05",22.24
"186","2018-10-08",22.709999
"187","2018-10-09",22.610001
"188","2018-10-10",22.26
"189","2018-10-11",21.57
"190","2018-10-12",21.700001
"191","2018-10-15",21.559999
"192","2018-10-16",22.299999
"193","2018-10-17",21.860001
"194","2018-10-18",21.780001
"195","2018-10-19",21.700001
"196","2018-10-22",21.98
"197","2018-10-23",21.889999
"198","2018-10-24",21.629999
"199","2018-10-25",22.200001
"200","2018-10-26",21.98
"201","2018-10-29",22.309999
"202","2018-10-30",21.629999
"203","2018-10-31",21.59
"204","2018-11-01",21.290001
"205","2018-11-02",21.57
"206","2018-11-05",22.040001
"207","2018-11-06",22.200001
"208","2018-11-07",22.299999
"209","2018-11-08",22.190001
"210","2018-11-09",22.219999
"211","2018-11-12",22.27
"212","2018-11-13",22.139999
"213","2018-11-14",22.09
"214","2018-11-15",21.780001
"215","2018-11-16",21.719999
"216","2018-11-19",21.459999
"217","2018-11-20",21.51
"218","2018-11-21",21.91
"219","2018-11-23",21.84
"220","2018-11-26",21.65
"221","2018-11-27",21.51
"222","2018-11-28",21.809999
"223","2018-11-29",21.75
"224","2018-11-30",21.07
"225","2018-12-03",21.52
"226","2018-12-04",21.23
"227","2018-12-06",21.379999
"228","2018-12-07",21.469999
"229","2018-12-10",21.389999
"230","2018-12-11",21.27
"231","2018-12-12",20.299999
"232","2018-12-13",20.33
"233","2018-12-14",20.120001
"234","2018-12-17",19.26
"235","2018-12-18",19.34
"236","2018-12-19",19.059999
"237","2018-12-20",19
"238","2018-12-21",18.41
"239","2018-12-24",18.610001
"240","2018-12-26",19.52
"241","2018-12-27",19.5
"242","2018-12-28",19.43
"243","2018-12-31",19.67
"244","2019-01-02",19.610001
"245","2019-01-03",18.709999
"246","2019-01-04",19.35
"247","2019-01-07",19.16
"248","2019-01-08",19.49
"249","2019-01-09",19.469999
"250","2019-01-10",19.82
"251","2019-01-11",19.41
"252","2019-01-14",19.25
"253","2019-01-15",19.299999
"254","2019-01-16",19.51
"255","2019-01-17",19.6
"256","2019-01-18",19.879999
"257","2019-01-22",19.969999
"258","2019-01-23",19.99
"259","2019-01-24",20.299999
"260","2019-01-25",20.370001
"261","2019-01-28",20.709999
"262","2019-01-29",20.790001
"263","2019-01-30",21.389999
"264","2019-01-31",21.49
"265","2019-02-01",21.35
"266","2019-02-04",21.76
"267","2019-02-05",22.040001
"268","2019-02-06",21.879999
"269","2019-02-07",22.23
"270","2019-02-08",21.92
"271","2019-02-11",22.360001
"272","2019-02-12",22.440001
"273","2019-02-13",22.09
"274","2019-02-14",22.07
"275","2019-02-15",21.41
"276","2019-02-19",21.049999
"277","2019-02-20",20.969999
"278","2019-02-21",21.57
"279","2019-02-22",21.709999
"280","2019-02-25",21.280001
"281","2019-02-26",21.129999
"282","2019-02-27",20.879999
"283","2019-02-28",20.860001
"284","2019-03-01",20.57
"285","2019-03-04",20.34
"286","2019-03-05",20.530001
"287","2019-03-06",20.16
"288","2019-03-07",19.969999
"289","2019-03-08",20.030001
"290","2019-03-11",20.709999
"291","2019-03-12",21.1
"292","2019-03-13",21.01
"293","2019-03-14",21.08
"294","2019-03-15",20.27
"295","2019-03-18",20.290001
"296","2019-03-19",20.18
"297","2019-03-20",20.24
"298","2019-03-21",20.4
"299","2019-03-22",19.84
"300","2019-03-25",20.02
"301","2019-03-26",20.07
"302","2019-03-27",20.16
"303","2019-03-28",20.41
"304","2019-03-29",20.17
"305","2019-04-01",20.139999
"306","2019-04-02",20.25
"307","2019-04-03",20.15
"308","2019-04-04",20.27
"309","2019-04-05",20.49
"310","2019-04-08",20.83
"311","2019-04-09",20.549999
"312","2019-04-10",21.16
"313","2019-04-11",21.26
"314","2019-04-12",20.879999
"315","2019-04-15",20.709999
"316","2019-04-16",20.5
