"","date","NTRP"
"72","2017-04-28",18.809999
"73","2017-05-01",6.97
"74","2017-05-02",8.15
"75","2017-05-03",9.2
"76","2017-05-04",8.55
"77","2017-05-05",8.99
"78","2017-05-08",8.65
"79","2017-05-09",8.58
"80","2017-05-10",8.12
"81","2017-05-11",7.94
"82","2017-05-12",7.32
"83","2017-05-15",6.57
"84","2017-05-16",6.89
"85","2017-05-17",6.75
"86","2017-05-18",6.94
"87","2017-05-19",7.15
"88","2017-05-22",6.66
"89","2017-05-23",6.52
"90","2017-05-24",6.59
"91","2017-05-25",6.44
"92","2017-05-26",6.62
"93","2017-05-30",6.23
"94","2017-05-31",6.21
"95","2017-06-01",6.13
"96","2017-06-02",6.03
"97","2017-06-05",6.11
"98","2017-06-06",6.16
"99","2017-06-07",6.2
"100","2017-06-08",6.65
"101","2017-06-09",7.45
"102","2017-06-12",7.16
"103","2017-06-13",7.705
"104","2017-06-14",7.69
"105","2017-06-15",7.38
"106","2017-06-16",7.54
"107","2017-06-19",7.1
"108","2017-06-20",7.56
"109","2017-06-21",7.43
"110","2017-06-22",7.57
"111","2017-06-23",7.55
"112","2017-06-26",7.62
"113","2017-06-27",7.59
"114","2017-06-28",7.74
"115","2017-06-29",8.72
"116","2017-06-30",9.37
"117","2017-07-03",9.76
"118","2017-07-05",9.39
"119","2017-07-06",9.13
"120","2017-07-07",9.02
"121","2017-07-10",8.1
"122","2017-07-11",7.61
"123","2017-07-12",7.07
"124","2017-07-13",6.75
"125","2017-07-14",6.9
"126","2017-07-17",7.55
"127","2017-07-18",7.61
"128","2017-07-19",5.8
"129","2017-07-20",5.75
"130","2017-07-21",5.53
"131","2017-07-24",5.71
"132","2017-07-25",5.17
"133","2017-07-26",4.42
"134","2017-07-27",4.71
"135","2017-07-28",4.82
"136","2017-07-31",4.65
"137","2017-08-01",4.21
"138","2017-08-02",4.23
"139","2017-08-03",3.96
"140","2017-08-04",3.95
"141","2017-08-07",3.835
"142","2017-08-08",3.97
"143","2017-08-09",3.6
"144","2017-08-10",3.45
"145","2017-08-11",3.65
"146","2017-08-14",3.54
"147","2017-08-15",3.58
"148","2017-08-16",3.575
"149","2017-08-17",3.45
"150","2017-08-18",3.63
"151","2017-08-21",4.09
"152","2017-08-22",4.77
"153","2017-08-23",4.36
"154","2017-08-24",4.6
"155","2017-08-25",4.28
"156","2017-08-28",4.37
"157","2017-08-29",4.35
"158","2017-08-30",4.41
"159","2017-08-31",4.42
"160","2017-09-01",4.59
"161","2017-09-05",4.365
"162","2017-09-06",4.49
"163","2017-09-07",4.41
"164","2017-09-08",4.42
"165","2017-09-11",4.67
"166","2017-09-12",4.68
"167","2017-09-13",5.18
"168","2017-09-14",5.55
"169","2017-09-15",5.65
"170","2017-09-18",5.88
"171","2017-09-19",5.54
"172","2017-09-20",5.65
"173","2017-09-21",5.79
"174","2017-09-22",5.89
"175","2017-09-25",5.38
"176","2017-09-26",5.28
"177","2017-09-27",5.24
"178","2017-09-28",5.15
"179","2017-09-29",5.16
"180","2017-10-02",5.31
"181","2017-10-03",5.12
"182","2017-10-04",5.37
"183","2017-10-05",5.48
"184","2017-10-06",5.08
"185","2017-10-09",4.99
"186","2017-10-10",4.99
"187","2017-10-11",4.82
"188","2017-10-12",4.91
"189","2017-10-13",4.85
"190","2017-10-16",5.01
"191","2017-10-17",4.82
"192","2017-10-18",4.82
"193","2017-10-19",4.56
"194","2017-10-20",4.65
"195","2017-10-23",4.31
"196","2017-10-24",4.1
"197","2017-10-25",4.59
"198","2017-10-26",4.35
"199","2017-10-27",3.99
"200","2017-10-30",4.18
"201","2017-10-31",4.43
"202","2017-11-01",4.38
"203","2017-11-02",4.51
"204","2017-11-03",5.1
"205","2017-11-06",4.925
"206","2017-11-07",4.36
"207","2017-11-08",4.54
"208","2017-11-09",4.28
"209","2017-11-10",4.37
"210","2017-11-13",4.45
"211","2017-11-14",4.73
"212","2017-11-15",4.92
"213","2017-11-16",5.42
"214","2017-11-17",5.99
"215","2017-11-20",6.24
"216","2017-11-21",6.994
"217","2017-11-22",6.66
"218","2017-11-24",6.75
"219","2017-11-27",7.15
"220","2017-11-28",7.17
"221","2017-11-29",7.34
"222","2017-11-30",7.2
"223","2017-12-01",7.07
"224","2017-12-04",7.14
"225","2017-12-05",6.79
"226","2017-12-06",7.04
"227","2017-12-07",6.81
"228","2017-12-08",7
"229","2017-12-11",6.57
"230","2017-12-12",6.65
"231","2017-12-13",6.8
"232","2017-12-14",7.55
"233","2017-12-15",8.16
"234","2017-12-18",8.46
"235","2017-12-19",7.91
"236","2017-12-20",7.69
"237","2017-12-21",7.7
"238","2017-12-22",7.18
"239","2017-12-26",7.35
"240","2017-12-27",6.98
"241","2017-12-28",6.95
"242","2017-12-29",7.04
"243","2018-01-02",7.25
"244","2018-01-03",7.58
"245","2018-01-04",7.8
"246","2018-01-05",7.63
"247","2018-01-08",7.2
"248","2018-01-09",7
"249","2018-01-10",6.55
"250","2018-01-11",6.75
"251","2018-01-12",6.98
"252","2018-01-16",7.19
"253","2018-01-17",7.1
"254","2018-01-18",7.1
"255","2018-01-19",7.01
"256","2018-01-22",6.63
"257","2018-01-23",6.79
"258","2018-01-24",6.77
"259","2018-01-25",6.9
"260","2018-01-26",6.96
"261","2018-01-29",6.97
"262","2018-01-30",7.07
"263","2018-01-31",6.97
"264","2018-02-01",7.18
"265","2018-02-02",7.82
"266","2018-02-05",7.79
"267","2018-02-06",8.2
"268","2018-02-07",8.48
"269","2018-02-08",8.17
"270","2018-02-09",8.04
"271","2018-02-12",8.21
"272","2018-02-13",8.41
"273","2018-02-14",8.5
"274","2018-02-15",8.36
"275","2018-02-16",8.648
"276","2018-02-20",8.36
"277","2018-02-21",8.29
"278","2018-02-22",8.65
"279","2018-02-23",9.35
"280","2018-02-26",9.57
"281","2018-02-27",9.5
"282","2018-02-28",8.67
"283","2018-03-01",8.59
"284","2018-03-02",8.69
"285","2018-03-05",8.56
"286","2018-03-06",8.81
"287","2018-03-07",8.58
"288","2018-03-08",9
"289","2018-03-09",8.99
"290","2018-03-12",8.99
"291","2018-03-13",8.913
"292","2018-03-14",8.84
"293","2018-03-15",8.32
"294","2018-03-16",8.4
"295","2018-03-19",8.34
"296","2018-03-20",8.13
"297","2018-03-21",8.08
"298","2018-03-22",7.9
"299","2018-03-23",7.42
"300","2018-03-26",7.29
"301","2018-03-27",7.9
"302","2018-03-28",7.99
"303","2018-03-29",8.14
"304","2018-04-02",8.29
"305","2018-04-03",8.01
"306","2018-04-04",8.05
"307","2018-04-05",7.72
"308","2018-04-06",7.74
"309","2018-04-09",7.75
"310","2018-04-10",7.72
"311","2018-04-11",7.98
"312","2018-04-12",7.96
"313","2018-04-13",8.2
"314","2018-04-16",8.34
"315","2018-04-17",8.65
"316","2018-04-18",8.6
"317","2018-04-19",8.58
"318","2018-04-20",8.67
"319","2018-04-23",8.67
"320","2018-04-24",8.71
"321","2018-04-25",8.7
"322","2018-04-26",8.55
"323","2018-04-27",8.64
"324","2018-04-30",8.8
"325","2018-05-01",8.87
"326","2018-05-02",8.87
"327","2018-05-03",8.94
"328","2018-05-04",8.99
"329","2018-05-07",8.99
"330","2018-05-08",8.89
"331","2018-05-09",8.97
"332","2018-05-10",9.1
"333","2018-05-11",9.06
"334","2018-05-14",9
"335","2018-05-15",9.04
"336","2018-05-16",8.95
"337","2018-05-17",9.19
"338","2018-05-18",9.45
"339","2018-05-21",9.4
"340","2018-05-22",9.5
"341","2018-05-23",9.5
"342","2018-05-24",9.59
"343","2018-05-25",9.67
"344","2018-05-29",10
"345","2018-05-30",10.54
"346","2018-05-31",10.5
"347","2018-06-01",10.44
"348","2018-06-04",10.19
"349","2018-06-05",10.18
"350","2018-06-06",10.5
"351","2018-06-07",10.53
"352","2018-06-08",10.56
"353","2018-06-11",10.56
"354","2018-06-12",10.34
"355","2018-06-13",10.16
"356","2018-06-14",10.15
"357","2018-06-15",10.15
"358","2018-06-18",9.8
"359","2018-06-19",9.57
"360","2018-06-20",9.35
"361","2018-06-21",9.6
"362","2018-06-22",9.86
"363","2018-06-25",9.54
"364","2018-06-26",9.75
"365","2018-06-27",9.57
"366","2018-06-28",9.59
"367","2018-06-29",9.68
"368","2018-07-02",9.66
"369","2018-07-03",9.65
"370","2018-07-05",9.6
"371","2018-07-06",10.26
"372","2018-07-09",10.19
"373","2018-07-10",10.23
"374","2018-07-11",10.37
"375","2018-07-12",10.62
"376","2018-07-13",11.198
"377","2018-07-16",11.43
"378","2018-07-17",11
"379","2018-07-18",10.74
"380","2018-07-19",10.26
"381","2018-07-20",9.99
"382","2018-07-23",9.7
"383","2018-07-24",9.81
"384","2018-07-25",10.01
"385","2018-07-26",10.44
"386","2018-07-27",10.35
"387","2018-07-30",9.96
"388","2018-07-31",10.05
"389","2018-08-01",9.92
"390","2018-08-02",9.85
"391","2018-08-03",10.065
"392","2018-08-06",10.17
"393","2018-08-07",9.98
"394","2018-08-08",10.24
"395","2018-08-09",10.38
"396","2018-08-10",9.6
"397","2018-08-13",9.72
"398","2018-08-14",9.7
"399","2018-08-15",9.68
"400","2018-08-16",9.67
"401","2018-08-17",9.5
"402","2018-08-20",9
"403","2018-08-21",8.99
"404","2018-08-22",9.33
"405","2018-08-23",9.25
"406","2018-08-24",9.4
"407","2018-08-27",9.23
"408","2018-08-28",9.25
"409","2018-08-29",9.03
"410","2018-08-30",9.18
"411","2018-08-31",9.25
"412","2018-09-04",8.9
"413","2018-09-05",9.28
"414","2018-09-06",9.4
"415","2018-09-07",9.35
"416","2018-09-10",9.3
"417","2018-09-11",9.03
"418","2018-09-12",8.98
"419","2018-09-13",8.75
"420","2018-09-14",8.69
"421","2018-09-17",8.48
"422","2018-09-18",8.85
"423","2018-09-19",8.56
"424","2018-09-20",8.9
"425","2018-09-21",8.32
"426","2018-09-24",8.56
"427","2018-09-25",8.05
"428","2018-09-26",8.42
"429","2018-09-27",8.34
"430","2018-09-28",8.81
"431","2018-10-01",8.99
"432","2018-10-02",8.82
"433","2018-10-03",8.54
"434","2018-10-04",7.99
"435","2018-10-05",7.57
"436","2018-10-08",7.97
"437","2018-10-09",7.47
"438","2018-10-10",6.92
"439","2018-10-11",6.92
"440","2018-10-12",6.94
"441","2018-10-15",6.35
"442","2018-10-16",6.7
"443","2018-10-17",7.38
"444","2018-10-18",7.28
"445","2018-10-19",7.17
"446","2018-10-22",7
"447","2018-10-23",6.85
"448","2018-10-24",6.7
"449","2018-10-25",6.51
"450","2018-10-26",6.74
"451","2018-10-29",6.42
"452","2018-10-30",6.22
"453","2018-10-31",7.06
"454","2018-11-01",7
"455","2018-11-02",7.27
"456","2018-11-05",7.29
"457","2018-11-06",7.1
"458","2018-11-07",6.9
"459","2018-11-08",6.96
"460","2018-11-09",6.97
"461","2018-11-12",6.3
"462","2018-11-13",6.34
"463","2018-11-14",5.93
"464","2018-11-15",5.93
"465","2018-11-16",6.01
"466","2018-11-19",6.05
"467","2018-11-20",5.98
"468","2018-11-21",5.9
"469","2018-11-23",6.134
"470","2018-11-26",5.95
"471","2018-11-27",5.98
"472","2018-11-28",5.97
"473","2018-11-29",6
"474","2018-11-30",5.92
"475","2018-12-03",5.6
"476","2018-12-04",5.66
"477","2018-12-06",5.3
"478","2018-12-07",5.4
"479","2018-12-10",4.9
"480","2018-12-11",4.95
"481","2018-12-12",3.81
"482","2018-12-13",4.44
"483","2018-12-14",4.1
"484","2018-12-17",3.98
"485","2018-12-18",4
"486","2018-12-19",3.87
"487","2018-12-20",3.74
"488","2018-12-21",3.7
"489","2018-12-24",3.62
"490","2018-12-26",3.63
"491","2018-12-27",3.58
"492","2018-12-28",3.47
"493","2018-12-31",3.57
"494","2019-01-02",3.73
"495","2019-01-03",3.82
"496","2019-01-04",3.86
"497","2019-01-07",3.98
"498","2019-01-08",4.03
"499","2019-01-09",3.92
"500","2019-01-10",4.05
"501","2019-01-11",4.03
"502","2019-01-14",4.02
"503","2019-01-15",4.025
"504","2019-01-16",4.04
"505","2019-01-17",4.02
"506","2019-01-18",3.95
"507","2019-01-22",3.93
"508","2019-01-23",3.95
"509","2019-01-24",4.02
"510","2019-01-25",4.01
"511","2019-01-28",3.81
"512","2019-01-29",3.85
"513","2019-01-30",4.4
"514","2019-01-31",4.24
"515","2019-02-01",4.31
"516","2019-02-04",4.17
"517","2019-02-05",4.26
"518","2019-02-06",4.4
"519","2019-02-07",4.39
"520","2019-02-08",4.3
"521","2019-02-11",4.28
"522","2019-02-12",4.27
"523","2019-02-13",4.24
"524","2019-02-14",4.22
"525","2019-02-15",4.34
"526","2019-02-19",4.32
"527","2019-02-20",4.28
"528","2019-02-21",4.5
"529","2019-02-22",4.5
"530","2019-02-25",5.17
"531","2019-02-26",5.1
"532","2019-02-27",4.9
"533","2019-02-28",4.86
"534","2019-03-01",4.63
"535","2019-03-04",4.36
"536","2019-03-05",4.26
"537","2019-03-06",4.11
"538","2019-03-07",4.08
"539","2019-03-08",3.95
"540","2019-03-11",3.91
"541","2019-03-12",4.02
"542","2019-03-13",4.04
"543","2019-03-14",4.12
"544","2019-03-15",4.06
"545","2019-03-18",4.01
"546","2019-03-19",4.35
"547","2019-03-20",4.28
"548","2019-03-21",4.7
"549","2019-03-22",5.05
"550","2019-03-25",5.18
"551","2019-03-26",4.98
"552","2019-03-27",5.11
"553","2019-03-28",5.13
"554","2019-03-29",5.45
"555","2019-04-01",5.64
"556","2019-04-02",6.05
"557","2019-04-03",5.97
"558","2019-04-04",5.76
"559","2019-04-05",6.055
"560","2019-04-08",5.94
"561","2019-04-09",5.91
"562","2019-04-10",6.47
"563","2019-04-11",6.42
"564","2019-04-12",6.21
"565","2019-04-15",5.67
"566","2019-04-16",5.64
"567","2019-04-17",5.32
"568","2019-04-18",5.5
"569","2019-04-22",6.04
"570","2019-04-23",5.82
"571","2019-04-24",5.88
"572","2019-04-25",5.91
"573","2019-04-26",6.09
"574","2019-04-29",6.1
"575","2019-04-30",6.43
"576","2019-05-01",6.55
"577","2019-05-02",6.55
"578","2019-05-03",6.8
"579","2019-05-06",6.8
"580","2019-05-07",6.78
"581","2019-05-08",7.08
"582","2019-05-09",6.92
"583","2019-05-10",6.97
"584","2019-05-13",6.99
"585","2019-05-14",7.2
"586","2019-05-15",7.25
"587","2019-05-16",7.06
"588","2019-05-17",7.04
"589","2019-05-20",7.15
"590","2019-05-21",7.17
"591","2019-05-22",7.14
"592","2019-05-23",7.1
"593","2019-05-24",7.03
"594","2019-05-28",6.95
"595","2019-05-29",7.017
"596","2019-05-30",7.155
"597","2019-05-31",7.13
"598","2019-06-03",7
"599","2019-06-04",6.9
"600","2019-06-05",7.12
"601","2019-06-06",7
"602","2019-06-07",7
"603","2019-06-10",7.05
"604","2019-06-11",7
"605","2019-06-12",6.87
"606","2019-06-13",6.77
"607","2019-06-14",6.15
"608","2019-06-17",6.36
"609","2019-06-18",6.73
"610","2019-06-19",6.99
"611","2019-06-20",7.4
"612","2019-06-21",7.75
"613","2019-06-24",7.95
"614","2019-06-25",8.3
"615","2019-06-26",8.32
"616","2019-06-27",8.27
"617","2019-06-28",8.02
"618","2019-07-01",7.76
"619","2019-07-02",7.8
"620","2019-07-03",7.81
"621","2019-07-05",7.48
"622","2019-07-08",7.1
"623","2019-07-09",7.17
"624","2019-07-10",6.96
"625","2019-07-11",6.46
"626","2019-07-12",6.54
"627","2019-07-15",6.57
"628","2019-07-16",6.44
"629","2019-07-17",6.2
"630","2019-07-18",5.51
"631","2019-07-19",5.95
"632","2019-07-22",5.49
"633","2019-07-23",5.5
"634","2019-07-24",5.285
"635","2019-07-25",5.29
"636","2019-07-26",5.23
"637","2019-07-29",4.87
"638","2019-07-30",5.16
"639","2019-07-31",5.29
"640","2019-08-01",4.96
"641","2019-08-02",4.96
"642","2019-08-05",5.2
"643","2019-08-06",5.75
"644","2019-08-07",6.07
"645","2019-08-08",5.9
"646","2019-08-09",6
"647","2019-08-12",5.99
"648","2019-08-13",5.3
"649","2019-08-14",5.65
"650","2019-08-15",5.57
"651","2019-08-16",5.67
"652","2019-08-19",5.83
"653","2019-08-20",5.645
"654","2019-08-21",5.96
"655","2019-08-22",5.8
"656","2019-08-23",5.61
"657","2019-08-26",5.55
"658","2019-08-27",5.05
"659","2019-08-28",5.16
"660","2019-08-29",5.25
"661","2019-08-30",5.31
"662","2019-09-03",5.31
"663","2019-09-04",5.18
"664","2019-09-05",4.77
"665","2019-09-06",4.4
"666","2019-09-09",1
"667","2019-09-10",0.92
"668","2019-09-11",0.907
"669","2019-09-12",0.9
"670","2019-09-13",0.88
"671","2019-09-16",0.875
"672","2019-09-17",0.82
"673","2019-09-18",0.905
"674","2019-09-19",0.914
"675","2019-09-20",0.84
"676","2019-09-23",0.838
"677","2019-09-24",0.79
"678","2019-09-25",0.795
"679","2019-09-26",0.786
"680","2019-09-27",0.76
"681","2019-09-30",0.81
"682","2019-10-01",0.752
"683","2019-10-02",0.71
"684","2019-10-03",0.714
"685","2019-10-04",0.698
"686","2019-10-07",0.715
"687","2019-10-08",0.68
"688","2019-10-09",0.66
"689","2019-10-10",0.666
"690","2019-10-11",0.645
"691","2019-10-14",0.655
"692","2019-10-15",0.657
"693","2019-10-16",0.672
"694","2019-10-17",0.66
"695","2019-10-18",0.68
"696","2019-10-21",0.665
"697","2019-10-22",0.666
"698","2019-10-23",0.666
"699","2019-10-24",0.662
"700","2019-10-25",0.68
"701","2019-10-28",0.671
"702","2019-10-29",0.68
"703","2019-10-30",0.699
"704","2019-10-31",0.685
"705","2019-11-01",0.725
"706","2019-11-04",0.7
"707","2019-11-05",0.694
"708","2019-11-06",0.687
"709","2019-11-07",0.717
"710","2019-11-08",0.7
"711","2019-11-11",0.71
"712","2019-11-12",0.71
"713","2019-11-13",0.695
"714","2019-11-14",0.71
"715","2019-11-15",0.71
"716","2019-11-18",0.72
"717","2019-11-19",0.772
"718","2019-11-20",0.761
"719","2019-11-21",0.78
"720","2019-11-22",0.791
"721","2019-11-25",0.85
"722","2019-11-26",0.814
"723","2019-11-27",0.818
"724","2019-11-29",0.86
"725","2019-12-02",0.908
"726","2019-12-03",0.893
"727","2019-12-04",1.06
"728","2019-12-05",1.18
"729","2019-12-06",1.18
"730","2019-12-09",0.993
"731","2019-12-10",0.965
"732","2019-12-11",0.98
"733","2019-12-12",0.951
"734","2019-12-13",0.783
"735","2019-12-16",0.855
"736","2019-12-17",0.815
"737","2019-12-18",0.87
"738","2019-12-19",0.821
"739","2019-12-20",0.8
"740","2019-12-23",0.801
"741","2019-12-24",0.85
"742","2019-12-26",0.82
"743","2019-12-27",0.87
"744","2019-12-30",0.97
"745","2019-12-31",0.982
"746","2020-01-02",0.96
"747","2020-01-03",1.06
"748","2020-01-06",1.07
"749","2020-01-07",1.16
"750","2020-01-08",1.22
"751","2020-01-09",1.31
"752","2020-01-10",1.19
"753","2020-01-13",1.12
"754","2020-01-14",1.15
"755","2020-01-15",1.14
"756","2020-01-16",1.17
"757","2020-01-17",1.23
"758","2020-01-21",1.45
"759","2020-01-22",1.42
"760","2020-01-23",1.43
"761","2020-01-24",1.25
"762","2020-01-27",1.18
"763","2020-01-28",1.17
"764","2020-01-29",1.29
"765","2020-01-30",1.22
"766","2020-01-31",1.16
"767","2020-02-03",1.14
"768","2020-02-04",1.13
"769","2020-02-05",1.14
"770","2020-02-06",1.24
"771","2020-02-07",1.22
"772","2020-02-10",1.18
"773","2020-02-11",1.2
"774","2020-02-12",1.19
"775","2020-02-13",1.18
"776","2020-02-14",1.16
"777","2020-02-18",1.17
"778","2020-02-19",1.22
"779","2020-02-20",1.25
"780","2020-02-21",1.33
"781","2020-02-24",1.19
"782","2020-02-25",1.19
"783","2020-02-26",1.16
"784","2020-02-27",1.08
"785","2020-02-28",1.09
"786","2020-03-02",1.13
"787","2020-03-03",1.08
"788","2020-03-04",1.18
"789","2020-03-05",1.12
"790","2020-03-06",1.05
"791","2020-03-09",0.905
"792","2020-03-10",0.9
"793","2020-03-11",0.87
"794","2020-03-12",0.786
"795","2020-03-13",0.85
"796","2020-03-16",0.76
"797","2020-03-17",0.765
"798","2020-03-18",0.713
"799","2020-03-19",0.8
"800","2020-03-20",0.82
"801","2020-03-23",0.85
"802","2020-03-24",0.9
"803","2020-03-25",0.839
"804","2020-03-26",0.89
"805","2020-03-27",0.86
"806","2020-03-30",0.92
"807","2020-03-31",0.82
"808","2020-04-01",0.83
"809","2020-04-02",0.83
"810","2020-04-03",0.832
"811","2020-04-06",0.84
"812","2020-04-07",0.9
"813","2020-04-08",0.99
"814","2020-04-09",0.99
"815","2020-04-13",1.02
"816","2020-04-14",1.14
"817","2020-04-15",1.14
"818","2020-04-16",1.27
"819","2020-04-17",1.25
"820","2020-04-20",1.2
"821","2020-04-21",1.28
"822","2020-04-22",1.25
"823","2020-04-23",1.36
"824","2020-04-24",1.35
"825","2020-04-27",1.31
"826","2020-04-28",1.34
"827","2020-04-29",1.35
"828","2020-04-30",1.3
"829","2020-05-01",1.16
"830","2020-05-04",1.18
"831","2020-05-05",1.23
"832","2020-05-06",1.31
"833","2020-05-07",1.32
"834","2020-05-08",1.45
"835","2020-05-11",1.4
"836","2020-05-12",1.42
"837","2020-05-13",1.38
"838","2020-05-14",1.28
"839","2020-05-15",1.43
"840","2020-05-18",1.19
"841","2020-05-19",1.22
"842","2020-05-20",1.2
"843","2020-05-21",1.17
"844","2020-05-22",1.27
"845","2020-05-26",1.43
"846","2020-05-27",1.47
"847","2020-05-28",1.34
"848","2020-05-29",1.39
"849","2020-06-01",1.46
"850","2020-06-02",1.46
"851","2020-06-03",1.42
"852","2020-06-04",1.47
"853","2020-06-05",1.44
"854","2020-06-08",1.43
"855","2020-06-09",1.46
"856","2020-06-10",1.39
"857","2020-06-11",1.27
"858","2020-06-12",1.33
"859","2020-06-15",1.33
"860","2020-06-16",1.32
"861","2020-06-17",1.31
"862","2020-06-18",1.3
"863","2020-06-19",1.19
"864","2020-06-22",1.17
"865","2020-06-23",1.23
"866","2020-06-24",1.19
"867","2020-06-25",1.19
"868","2020-06-26",1.19
"869","2020-06-29",1.15
"870","2020-06-30",1.16
"871","2020-07-01",1.14
"872","2020-07-02",1.16
"873","2020-07-06",1.18
"874","2020-07-07",1.2
"875","2020-07-08",1.17
"876","2020-07-09",1.18
"877","2020-07-10",1.18
"878","2020-07-13",1.18
"879","2020-07-14",1.15
"880","2020-07-15",1.14
"881","2020-07-16",1.17
"882","2020-07-17",1.17
"883","2020-07-20",1.23
"884","2020-07-21",1.19
"885","2020-07-22",1.21
"886","2020-07-23",1.17
"887","2020-07-24",1.22
"888","2020-07-27",1.18
"889","2020-07-28",1.14
"890","2020-07-29",1.12
"891","2020-07-30",1.15
"892","2020-07-31",1.14
"893","2020-08-03",1.14
"894","2020-08-04",1.15
"895","2020-08-05",1.18
"896","2020-08-06",1.22
"897","2020-08-07",1.22
"898","2020-08-10",1.26
"899","2020-08-11",1.13
"900","2020-08-12",1.16
"901","2020-08-13",1.14
"902","2020-08-14",1.11
"903","2020-08-17",1.05
"904","2020-08-18",1.06
"905","2020-08-19",1.09
"906","2020-08-20",1.06
"907","2020-08-21",1.1
"908","2020-08-24",1.08
"909","2020-08-25",1.09
"910","2020-08-26",1.11
"911","2020-08-27",1.09
"912","2020-08-28",1.08
"913","2020-08-31",1.08
"914","2020-09-01",1.1
"915","2020-09-02",1.16
"916","2020-09-03",1.14
"917","2020-09-04",1.12
"918","2020-09-08",1.14
"919","2020-09-09",1.13
"920","2020-09-10",1.13
"921","2020-09-11",1.18
"922","2020-09-14",1.19
"923","2020-09-15",1.22
"924","2020-09-16",1.22
"925","2020-09-17",1.19
"926","2020-09-18",1.21
"927","2020-09-21",1.2
"928","2020-09-22",1.18
"929","2020-09-23",1.18
"930","2020-09-24",1.11
"931","2020-09-25",1.1
"932","2020-09-28",1.12
"933","2020-09-29",1.12
"934","2020-09-30",1.11
"935","2020-10-01",1.09
"936","2020-10-02",1.06
"937","2020-10-05",1.06
"938","2020-10-06",1.07
"939","2020-10-07",1.05
"940","2020-10-08",1.11
"941","2020-10-09",1.07
"942","2020-10-12",1.08
"943","2020-10-13",1.06
"944","2020-10-14",1.08
"945","2020-10-15",1.09
"946","2020-10-16",1.09
"947","2020-10-19",1.11
"948","2020-10-20",1.115
"949","2020-10-21",1.1
"950","2020-10-22",1.12
"951","2020-10-23",1.11
"952","2020-10-26",1.12
"953","2020-10-27",1.11
"954","2020-10-28",1.08
"955","2020-10-29",1.04
"956","2020-10-30",0.999
"957","2020-11-02",1.02
"958","2020-11-03",1.05
"959","2020-11-04",1.05
"960","2020-11-05",1.03
"961","2020-11-06",1.03
"962","2020-11-09",1.03
"963","2020-11-10",1
"964","2020-11-11",0.981
"965","2020-11-12",0.971
"966","2020-11-13",0.975
"967","2020-11-16",0.966
"968","2020-11-17",0.983
"969","2020-11-18",0.965
"970","2020-11-19",0.961
"971","2020-11-20",0.918
"972","2020-11-23",0.945
"973","2020-11-24",0.972
"974","2020-11-25",1.02
"975","2020-11-27",1.05
