"","date","CASS"
"1","2007-01-03",21.431255
"2","2007-01-04",21.625345
"3","2007-01-05",21.299774
"4","2007-01-08",21.268471
"5","2007-01-09",21.13073
"6","2007-01-10",20.967943
"7","2007-01-11",20.949162
"8","2007-01-12",21.387428
"9","2007-01-16",21.149511
"10","2007-01-17",21.306036
"11","2007-01-18",21.1996
"12","2007-01-19",21.506386
"13","2007-01-22",21.349863
"14","2007-01-23",21.900826
"15","2007-01-24",21.944653
"16","2007-01-25",21.882044
"17","2007-01-26",22.05735
"18","2007-01-29",22.339094
"19","2007-01-30",23.159279
"20","2007-01-31",23.509892
"21","2007-02-01",23.190584
"22","2007-02-02",22.858753
"23","2007-02-05",22.314049
"24","2007-02-06",23.052843
"25","2007-02-07",23.478588
"26","2007-02-08",23.415977
"27","2007-02-09",22.595793
"28","2007-02-12",22.044828
"29","2007-02-13",22.458052
"30","2007-02-14",21.831957
"31","2007-02-15",21.149511
"32","2007-02-16",21.030554
"33","2007-02-20",21.255947
"34","2007-02-21",21.606562
"35","2007-02-22",22.007263
"36","2007-02-23",22.558228
"37","2007-02-26",21.086903
"38","2007-02-27",21.049335
"39","2007-02-28",21.111946
"40","2007-03-01",21.47508
"41","2007-03-02",21.769346
"42","2007-03-05",21.994741
"43","2007-03-06",23.847984
"44","2007-03-07",22.952667
"45","2007-03-08",22.339094
"46","2007-03-09",22.464312
"47","2007-03-12",22.783621
"48","2007-03-13",21.13699
"49","2007-03-14",20.81142
"50","2007-03-15",21.13073
"51","2007-03-16",20.298021
"52","2007-03-19",20.74881
"53","2007-03-20",21.631605
"54","2007-03-21",22.977711
"55","2007-03-22",22.83371
"56","2007-03-23",22.320311
"57","2007-03-26",22.539444
"58","2007-03-27",22.289005
"59","2007-03-28",21.431255
"60","2007-03-29",21.437515
"61","2007-03-30",21.13699
"62","2007-04-02",20.986727
"63","2007-04-03",21.180817
"64","2007-04-04",21.193338
"65","2007-04-05",22.007263
"66","2007-04-09",22.082394
"67","2007-04-10",22.038567
"68","2007-04-11",21.913349
"69","2007-04-12",22.370398
"70","2007-04-13",22.683447
"71","2007-04-16",23.328325
"72","2007-04-17",23.478588
"73","2007-04-18",22.915102
"74","2007-04-19",22.45179
"75","2007-04-20",22.345354
"76","2007-04-23",22.652142
"77","2007-04-24",22.351616
"78","2007-04-25",22.314049
"79","2007-04-26",21.994741
"80","2007-04-27",21.637867
"81","2007-04-30",20.523417
"82","2007-05-01",21.080641
"83","2007-05-02",21.631605
"84","2007-05-03",21.556475
"85","2007-05-04",21.506386
"86","2007-05-07",21.343601
"87","2007-05-08",21.00551
"88","2007-05-09",20.842724
"89","2007-05-10",20.204107
"90","2007-05-11",20.654896
"91","2007-05-14",20.410719
"92","2007-05-15",20.291761
"93","2007-05-16",20.266716
"94","2007-05-17",20.103931
"95","2007-05-18",20.35437
"96","2007-05-21",20.661158
"97","2007-05-22",20.686201
"98","2007-05-23",20.761332
"99","2007-05-24",20.692461
"100","2007-05-25",20.473328
"101","2007-05-29",20.560982
"102","2007-05-30",20.642374
"103","2007-05-31",20.786377
"104","2007-06-01",20.429502
"105","2007-06-04",20.535938
"106","2007-06-05",20.416979
"107","2007-06-06",20.398197
"108","2007-06-07",20.279238
"109","2007-06-08",20.316805
"110","2007-06-11",20.442024
"111","2007-06-12",20.711245
"112","2007-06-13",20.567244
"113","2007-06-14",20.517155
"114","2007-06-15",20.454546
"115","2007-06-18",20.560982
"116","2007-06-19",22.220135
"117","2007-06-20",21.362385
"118","2007-06-21",20.786377
"119","2007-06-22",20.661158
"120","2007-06-25",21.938393
"121","2007-06-26",22.207613
"122","2007-06-27",22.602053
"123","2007-06-28",23.134235
"124","2007-06-29",22.702229
"125","2007-07-02",22.263962
"126","2007-07-03",22.70849
"127","2007-07-05",22.320311
"128","2007-07-06",22.170048
"129","2007-07-09",21.969696
"130","2007-07-10",21.675432
"131","2007-07-11",21.813173
"132","2007-07-12",21.813173
"133","2007-07-13",21.769346
"134","2007-07-16",21.612822
"135","2007-07-17",21.819433
"136","2007-07-18",22.464312
"137","2007-07-19",23.578762
"138","2007-07-20",23.046581
"139","2007-07-23",22.45179
"140","2007-07-24",21.424994
"141","2007-07-25",21.819433
"142","2007-07-26",21.925871
"143","2007-07-27",21.00551
"144","2007-07-30",21.111946
"145","2007-07-31",20.917856
"146","2007-08-01",20.911594
"147","2007-08-02",21.124468
"148","2007-08-03",20.404457
"149","2007-08-06",21.280993
"150","2007-08-07",21.506386
"151","2007-08-08",22.257702
"152","2007-08-09",20.81768
"153","2007-08-10",20.930378
"154","2007-08-13",21.944653
"155","2007-08-14",21.706738
"156","2007-08-15",22.069872
"157","2007-08-16",22.695969
"158","2007-08-17",23.69146
"159","2007-08-20",22.695969
"160","2007-08-21",22.683447
"161","2007-08-22",23.071625
"162","2007-08-23",22.464312
"163","2007-08-24",22.201353
"164","2007-08-27",21.756824
"165","2007-08-28",21.024292
"166","2007-08-29",21.537691
"167","2007-08-30",21.393688
"168","2007-08-31",21.168295
"169","2007-09-04",21.280993
"170","2007-09-05",20.961683
"171","2007-09-06",21.049335
"172","2007-09-07",20.598547
"173","2007-09-10",20.611069
"174","2007-09-11",20.836464
"175","2007-09-12",20.892813
"176","2007-09-13",21.036814
"177","2007-09-14",21.049335
"178","2007-09-17",20.980465
"179","2007-09-18",21.913349
"180","2007-09-19",23.121714
"181","2007-09-20",23.090408
"182","2007-09-21",22.814926
"183","2007-09-24",22.564487
"184","2007-09-25",22.345354
"185","2007-09-26",22.940145
"186","2007-09-27",23.127974
"187","2007-09-28",22.395443
"188","2007-10-01",23.246933
"189","2007-10-02",23.472326
"190","2007-10-03",22.420486
"191","2007-10-04",22.370398
