"","date","MSGE"
"1","2020-04-09",88.510002
"2","2020-04-13",80.25
"3","2020-04-14",75.190002
"4","2020-04-15",76
"5","2020-04-16",74.599998
"6","2020-04-17",68.059998
"7","2020-04-20",65.330002
"8","2020-04-21",64.25
"9","2020-04-22",69.199997
"10","2020-04-23",76.57
"11","2020-04-24",79.980003
"12","2020-04-27",81.800003
"13","2020-04-28",81.879997
"14","2020-04-29",85.25
"15","2020-04-30",82.699997
"16","2020-05-01",79.68
"17","2020-05-04",81.209999
"18","2020-05-05",79.760002
"19","2020-05-06",79.940002
"20","2020-05-07",78.419998
"21","2020-05-08",79.800003
"22","2020-05-11",76.599998
"23","2020-05-12",74.019997
"24","2020-05-13",73.059998
"25","2020-05-14",75.059998
"26","2020-05-15",78.489998
"27","2020-05-18",77.43
"28","2020-05-19",77.239998
"29","2020-05-20",76.120003
"30","2020-05-21",74.5
"31","2020-05-22",75.459999
"32","2020-05-26",74.769997
"33","2020-05-27",74.150002
"34","2020-05-28",79.050003
"35","2020-05-29",79.230003
"36","2020-06-01",80.050003
"37","2020-06-02",77
"38","2020-06-03",78.089996
"39","2020-06-04",81
"40","2020-06-05",81.980003
"41","2020-06-08",81.43
"42","2020-06-09",80.620003
"43","2020-06-10",79.379997
"44","2020-06-11",73.5
"45","2020-06-12",74.870003
"46","2020-06-15",74.279999
"47","2020-06-16",74.040001
"48","2020-06-17",76.760002
"49","2020-06-18",78.82
"50","2020-06-19",78.349998
"51","2020-06-22",74.580002
"52","2020-06-23",75.199997
"53","2020-06-24",73.559998
"54","2020-06-25",72.68
"55","2020-06-26",72.529999
"56","2020-06-29",75.099998
"57","2020-06-30",75
"58","2020-07-01",74.870003
"59","2020-07-02",72.849998
"60","2020-07-06",74.68
"61","2020-07-07",73.790001
"62","2020-07-08",74.300003
"63","2020-07-09",72.150002
"64","2020-07-10",71.260002
"65","2020-07-13",71.059998
"66","2020-07-14",71.040001
"67","2020-07-15",75.050003
"68","2020-07-16",76.199997
"69","2020-07-17",75
"70","2020-07-20",74.099998
"71","2020-07-21",72.699997
"72","2020-07-22",71.739998
"73","2020-07-23",72.5
"74","2020-07-24",74.879997
"75","2020-07-27",74.080002
"76","2020-07-28",74.330002
"77","2020-07-29",73.150002
"78","2020-07-30",70.809998
"79","2020-07-31",70.860001
"80","2020-08-03",68.900002
"81","2020-08-04",68.629997
"82","2020-08-05",68.809998
"83","2020-08-06",67.779999
"84","2020-08-07",68.709999
"85","2020-08-10",70.510002
"86","2020-08-11",74.269997
"87","2020-08-12",72.650002
"88","2020-08-13",71.360001
"89","2020-08-14",67.459999
"90","2020-08-17",65.470001
"91","2020-08-18",65.339996
"92","2020-08-19",65.459999
"93","2020-08-20",64.150002
"94","2020-08-21",63.889999
"95","2020-08-24",68.879997
"96","2020-08-25",71
"97","2020-08-26",70.389999
"98","2020-08-27",72.419998
"99","2020-08-28",75.120003
"100","2020-08-31",75.169998
"101","2020-09-01",74.93
"102","2020-09-02",75.349998
"103","2020-09-03",77.129997
"104","2020-09-04",78.739998
"105","2020-09-08",77.639999
"106","2020-09-09",80.75
"107","2020-09-10",78.599998
"108","2020-09-11",75.699997
"109","2020-09-14",76.139999
"110","2020-09-15",75.760002
"111","2020-09-16",75.910004
"112","2020-09-17",75.330002
"113","2020-09-18",75.32
"114","2020-09-21",72.599998
"115","2020-09-22",69
"116","2020-09-23",69.449997
"117","2020-09-24",66.550003
"118","2020-09-25",66.480003
"119","2020-09-28",69.510002
"120","2020-09-29",68.480003
"121","2020-09-30",68.489998
"122","2020-10-01",68.599998
"123","2020-10-02",70.260002
"124","2020-10-05",69.589996
"125","2020-10-06",70.300003
"126","2020-10-07",70.089996
"127","2020-10-08",69.010002
"128","2020-10-09",69.470001
"129","2020-10-12",69.800003
"130","2020-10-13",69.989998
"131","2020-10-14",67.559998
"132","2020-10-15",68.059998
"133","2020-10-16",68.940002
"134","2020-10-19",67.050003
"135","2020-10-20",69.800003
"136","2020-10-21",69.940002
"137","2020-10-22",70
"138","2020-10-23",70.339996
"139","2020-10-26",69.199997
"140","2020-10-27",67.610001
"141","2020-10-28",67.029999
"142","2020-10-29",65.599998
"143","2020-10-30",65
"144","2020-11-02",65.150002
"145","2020-11-03",70.050003
"146","2020-11-04",67.970001
"147","2020-11-05",70.589996
"148","2020-11-06",69.589996
"149","2020-11-09",82.410004
"150","2020-11-10",79.620003
"151","2020-11-11",75.589996
"152","2020-11-12",76.68
"153","2020-11-13",79.449997
"154","2020-11-16",80.25
"155","2020-11-17",78.489998
"156","2020-11-18",77
"157","2020-11-19",77.370003
"158","2020-11-20",76.07
"159","2020-11-23",79.360001
"160","2020-11-24",81.379997
"161","2020-11-25",78.669998
"162","2020-11-27",77
