"","date","TDS"
"1","2007-01-03",50.551979
"2","2007-01-04",50.45998
"3","2007-01-05",49.153633
"4","2007-01-08",49.530819
"5","2007-01-09",49.172031
"6","2007-01-10",50.653175
"7","2007-01-11",51.885925
"8","2007-01-12",52.299908
"9","2007-01-16",51.628334
"10","2007-01-17",51.186752
"11","2007-01-18",51.398346
"12","2007-01-19",51.103954
"13","2007-01-22",51.407543
"14","2007-01-23",51.830727
"15","2007-01-24",52.603497
"16","2007-01-25",51.343147
"17","2007-01-26",51.030357
"18","2007-01-29",51.775528
"19","2007-01-30",52.244709
"20","2007-01-31",51.471943
"21","2007-02-01",52.5023
"22","2007-02-02",52.677094
"23","2007-02-05",52.079117
"24","2007-02-06",52.851887
"25","2007-02-07",53.23827
"26","2007-02-08",53.882244
"27","2007-02-09",51.904324
"28","2007-02-12",52.069916
"29","2007-02-13",52.281509
"30","2007-02-14",52.281509
"31","2007-02-15",52.207912
"32","2007-02-16",51.977921
"33","2007-02-20",51.977921
"34","2007-02-21",51.54554
"35","2007-02-22",51.563938
"36","2007-02-23",51.407543
"37","2007-02-26",51.425941
"38","2007-02-27",50.607174
"39","2007-02-28",51.315548
"40","2007-03-01",51.287949
"41","2007-03-02",51.011959
"42","2007-03-05",50.239189
"43","2007-03-06",50.699173
"44","2007-03-07",51.076359
"45","2007-03-08",51.784729
"46","2007-03-09",52.355106
"47","2007-03-12",53.081875
"48","2007-03-13",52.171112
"49","2007-03-14",51.471943
"50","2007-03-15",51.79393
"51","2007-03-16",51.131554
"52","2007-03-19",51.968719
"53","2007-03-20",52.520699
"54","2007-03-21",53.265869
"55","2007-03-22",53.955841
"56","2007-03-23",54.047836
"57","2007-03-26",54.50782
"58","2007-03-27",54.231831
"59","2007-03-28",54.277828
"60","2007-03-29",54.912605
"61","2007-03-30",54.848206
"62","2007-04-02",55.0322
"63","2007-04-03",54.802208
"64","2007-04-04",54.829807
"65","2007-04-05",54.682613
"66","2007-04-09",54.958603
"67","2007-04-10",54.78381
"68","2007-04-11",54.176632
"69","2007-04-12",54.75621
"70","2007-04-13",54.921803
"71","2007-04-16",55.915363
"72","2007-04-17",56.025761
"73","2007-04-18",55.446182
"74","2007-04-19",55.068996
"75","2007-04-20",55.381786
"76","2007-04-23",55.482979
"77","2007-04-24",54.747009
"78","2007-04-25",54.839008
"79","2007-04-26",54.038639
"80","2007-04-27",54.020241
"81","2007-04-30",52.391903
"82","2007-05-01",51.554737
"83","2007-05-02",51.987122
"84","2007-05-03",52.897884
"85","2007-05-04",54.084637
"86","2007-05-07",54.057037
"87","2007-05-08",54.415825
"88","2007-05-09",54.921803
"89","2007-05-10",54.765408
"90","2007-05-11",54.977001
"91","2007-05-14",54.047836
"92","2007-05-15",53.569458
"93","2007-05-16",54.287029
"94","2007-05-17",53.753448
"95","2007-05-18",54.185833
"96","2007-05-21",54.397423
"97","2007-05-22",54.379025
"98","2007-05-23",54.737812
"99","2007-05-24",54.415825
"100","2007-05-25",55.179394
"101","2007-05-29",55.427784
"102","2007-05-30",55.657772
"103","2007-05-31",56.945721
"104","2007-06-01",58.932842
"105","2007-06-04",60.0368
"106","2007-06-05",60.202393
"107","2007-06-06",59.374424
"108","2007-06-07",58.104877
"109","2007-06-08",58.813248
"110","2007-06-11",59.567616
"111","2007-06-12",58.20607
"112","2007-06-13",58.095676
"113","2007-06-14",58.45446
"114","2007-06-15",58.491261
"115","2007-06-18",57.911682
"116","2007-06-19",58.233669
"117","2007-06-20",58.417664
"118","2007-06-21",58.261269
"119","2007-06-22",58.160072
"120","2007-06-25",57.451702
"121","2007-06-26",56.540939
"122","2007-06-27",57.148113
"123","2007-06-28",57.516098
"124","2007-06-29",57.562096
"125","2007-07-02",59.089237
"126","2007-07-03",59.567616
"127","2007-07-05",59.889603
"128","2007-07-06",61.085556
"129","2007-07-09",62.097515
"130","2007-07-10",61.361546
"131","2007-07-11",63.265869
"132","2007-07-12",65.142593
"133","2007-07-13",64.369827
"134","2007-07-16",65.059799
"135","2007-07-17",66.97332
"136","2007-07-18",67.267708
"137","2007-07-19",67.396507
"138","2007-07-20",66.375343
"139","2007-07-23",65.777367
"140","2007-07-24",66.05336
"141","2007-07-25",66.126953
"142","2007-07-26",64.461823
"143","2007-07-27",62.631096
"144","2007-07-30",62.925484
"145","2007-07-31",61.085556
"146","2007-08-01",60.73597
"147","2007-08-02",60.551979
"148","2007-08-03",58.850044
"149","2007-08-06",58.417664
"150","2007-08-07",57.240108
"151","2007-08-08",52.621895
"152","2007-08-09",51.517941
"153","2007-08-10",53.52346
"154","2007-08-13",58.417664
"155","2007-08-14",55.565777
"156","2007-08-15",53.081875
"157","2007-08-16",55.188591
"158","2007-08-17",58.095676
"159","2007-08-20",56.550137
"160","2007-08-21",59.705612
"161","2007-08-22",59.47562
"162","2007-08-23",58.886845
"163","2007-08-24",59.061638
"164","2007-08-27",60.892365
"165","2007-08-28",57.957684
"166","2007-08-29",59.75161
"167","2007-08-30",60.027599
"168","2007-08-31",59.567616
"169","2007-09-04",61.591537
"170","2007-09-05",61.085556
"171","2007-09-06",60.671574
"172","2007-09-07",58.693653
"173","2007-09-10",58.905243
"174","2007-09-11",59.779209
"175","2007-09-12",59.006439
"176","2007-09-13",58.932842
"177","2007-09-14",58.215271
"178","2007-09-17",57.856487
"179","2007-09-18",59.47562
"180","2007-09-19",59.889603
"181","2007-09-20",61.306347
"182","2007-09-21",60.855564
"183","2007-09-24",60.110397
"184","2007-09-25",61.407543
"185","2007-09-26",62.741489
"186","2007-09-27",63.431461
"187","2007-09-28",61.407543
"188","2007-10-01",62.870285
"189","2007-10-02",64.241028
"190","2007-10-03",62.695492
"191","2007-10-04",62.355106
"192","2007-10-05",64.305428
"193","2007-10-08",63.909843
"194","2007-10-09",64.029442
"195","2007-10-10",63.891445
"196","2007-10-11",62.980682
"197","2007-10-12",63.008278
"198","2007-10-15",62.299908
"199","2007-10-16",63.035877
"200","2007-10-17",63.698254
"201","2007-10-18",62.870285
"202","2007-10-19",62.594296
"203","2007-10-22",62.925484
"204","2007-10-23",63.063477
"205","2007-10-24",63.707451
"206","2007-10-25",63.76265
"207","2007-10-26",63.661453
"208","2007-10-29",63.339466
"209","2007-10-30",63.587856
"210","2007-10-31",64.213432
"211","2007-11-01",63.477463
"212","2007-11-02",62.879486
"213","2007-11-05",62.152714
"214","2007-11-06",62.419502
"215","2007-11-07",60.0368
"216","2007-11-08",60.717571
"217","2007-11-09",59.604416
"218","2007-11-12",57.525299
"219","2007-11-13",57.451702
"220","2007-11-14",57.111317
"221","2007-11-15",57.129715
"222","2007-11-16",59.889603
"223","2007-11-19",58.739651
"224","2007-11-20",58.776447
"225","2007-11-21",56.099358
"226","2007-11-23",56.255749
