"","date","FARO"
"1","2007-01-03",24.24
"2","2007-01-04",24.879999
"3","2007-01-05",24.57
"4","2007-01-08",24.299999
"5","2007-01-09",24.27
"6","2007-01-10",24.889999
"7","2007-01-11",25.049999
"8","2007-01-12",24.91
"9","2007-01-16",25.540001
"10","2007-01-17",25.4
"11","2007-01-18",24.530001
"12","2007-01-19",25.049999
"13","2007-01-22",24.75
"14","2007-01-23",25.129999
"15","2007-01-24",25.360001
"16","2007-01-25",25.299999
"17","2007-01-26",24.719999
"18","2007-01-29",24.799999
"19","2007-01-30",24.690001
"20","2007-01-31",24.780001
"21","2007-02-01",25
"22","2007-02-02",24.950001
"23","2007-02-05",25.01
"24","2007-02-06",24.799999
"25","2007-02-07",24.85
"26","2007-02-08",24.92
"27","2007-02-09",24.85
"28","2007-02-12",24.620001
"29","2007-02-13",25.08
"30","2007-02-14",25.23
"31","2007-02-15",25.459999
"32","2007-02-16",25.780001
"33","2007-02-20",26.6
"34","2007-02-21",27.280001
"35","2007-02-22",27.52
"36","2007-02-23",27.49
"37","2007-02-26",27.51
"38","2007-02-27",27.1
"39","2007-02-28",26.99
"40","2007-03-01",24.6
"41","2007-03-02",24.48
"42","2007-03-05",24.360001
"43","2007-03-06",24.59
"44","2007-03-07",26.110001
"45","2007-03-08",26.23
"46","2007-03-09",26.66
"47","2007-03-12",26.530001
"48","2007-03-13",26.309999
"49","2007-03-14",26.620001
"50","2007-03-15",26.790001
"51","2007-03-16",26.6
"52","2007-03-19",26.799999
"53","2007-03-20",27.709999
"54","2007-03-21",27.120001
"55","2007-03-22",27.34
"56","2007-03-23",27.32
"57","2007-03-26",27.93
"58","2007-03-27",28.76
"59","2007-03-28",28.790001
"60","2007-03-29",29.139999
"61","2007-03-30",28.870001
"62","2007-04-02",28.440001
"63","2007-04-03",28.35
"64","2007-04-04",28.700001
"65","2007-04-05",28.65
"66","2007-04-09",28.719999
"67","2007-04-10",28.75
"68","2007-04-11",28.93
"69","2007-04-12",28.66
"70","2007-04-13",28.5
"71","2007-04-16",28.700001
"72","2007-04-17",28.870001
"73","2007-04-18",28.690001
"74","2007-04-19",30.559999
"75","2007-04-20",30.65
"76","2007-04-23",30.91
"77","2007-04-24",31.719999
"78","2007-04-25",31.5
"79","2007-04-26",31.440001
"80","2007-04-27",31.969999
"81","2007-04-30",31.98
"82","2007-05-01",31.91
"83","2007-05-02",31.5
"84","2007-05-03",31.799999
"85","2007-05-04",32.990002
"86","2007-05-07",33.029999
"87","2007-05-08",33.18
"88","2007-05-09",33.52
"89","2007-05-10",32.959999
"90","2007-05-11",34.290001
"91","2007-05-14",33.209999
"92","2007-05-15",32.43
"93","2007-05-16",32.23
"94","2007-05-17",32.209999
"95","2007-05-18",32.130001
"96","2007-05-21",33.220001
"97","2007-05-22",32.849998
"98","2007-05-23",33.279999
"99","2007-05-24",32.799999
"100","2007-05-25",32.740002
"101","2007-05-29",33.259998
"102","2007-05-30",33.610001
"103","2007-05-31",33.189999
"104","2007-06-01",33.360001
"105","2007-06-04",34.700001
"106","2007-06-05",33.32
"107","2007-06-06",33.029999
"108","2007-06-07",32.48
"109","2007-06-08",33.029999
"110","2007-06-11",32.900002
"111","2007-06-12",32.389999
"112","2007-06-13",32.599998
"113","2007-06-14",33.48
"114","2007-06-15",33.040001
"115","2007-06-18",32.869999
"116","2007-06-19",33.509998
"117","2007-06-20",33.669998
"118","2007-06-21",33.470001
"119","2007-06-22",33.310001
"120","2007-06-25",33.049999
"121","2007-06-26",32.220001
"122","2007-06-27",32.299999
"123","2007-06-28",31.99
"124","2007-06-29",31.860001
"125","2007-07-02",31.799999
"126","2007-07-03",32.169998
"127","2007-07-05",32.59
"128","2007-07-06",32.560001
"129","2007-07-09",32.560001
"130","2007-07-10",31.75
"131","2007-07-11",31.809999
"132","2007-07-12",32.549999
"133","2007-07-13",32.290001
"134","2007-07-16",31.280001
"135","2007-07-17",31.799999
"136","2007-07-18",31.719999
"137","2007-07-19",31.75
"138","2007-07-20",31.379999
"139","2007-07-23",31.389999
"140","2007-07-24",30.549999
"141","2007-07-25",30.27
"142","2007-07-26",29.540001
"143","2007-07-27",29.58
"144","2007-07-30",30.209999
"145","2007-07-31",37.23
"146","2007-08-01",37.470001
"147","2007-08-02",38.880001
"148","2007-08-03",38.950001
"149","2007-08-06",39
"150","2007-08-07",39.009998
"151","2007-08-08",37.189999
"152","2007-08-09",35.259998
"153","2007-08-10",36.759998
"154","2007-08-13",36.720001
"155","2007-08-14",37.240002
"156","2007-08-15",37.48
"157","2007-08-16",36.830002
"158","2007-08-17",36.470001
"159","2007-08-20",37.029999
"160","2007-08-21",37.529999
"161","2007-08-22",37.43
"162","2007-08-23",37.810001
"163","2007-08-24",37.5
"164","2007-08-27",38.439999
"165","2007-08-28",37.869999
"166","2007-08-29",39.119999
"167","2007-08-30",39.950001
"168","2007-08-31",40.209999
"169","2007-09-04",40.779999
"170","2007-09-05",40.869999
"171","2007-09-06",40.43
"172","2007-09-07",40.049999
"173","2007-09-10",39.810001
"174","2007-09-11",40.459999
"175","2007-09-12",40.09
"176","2007-09-13",40.240002
"177","2007-09-14",40.5
"178","2007-09-17",39.59
"179","2007-09-18",42.049999
"180","2007-09-19",44
"181","2007-09-20",42.029999
"182","2007-09-21",43.16
"183","2007-09-24",43.700001
"184","2007-09-25",44.029999
"185","2007-09-26",44.18
"186","2007-09-27",44.299999
"187","2007-09-28",44.150002
"188","2007-10-01",44.959999
"189","2007-10-02",44.810001
"190","2007-10-03",44.16
"191","2007-10-04",44.849998
"192","2007-10-05",45.970001
"193","2007-10-08",48.580002
"194","2007-10-09",49.099998
"195","2007-10-10",47.82
"196","2007-10-11",44.41
"197","2007-10-12",46.450001
"198","2007-10-15",46.150002
"199","2007-10-16",44.290001
"200","2007-10-17",44.150002
"201","2007-10-18",45
"202","2007-10-19",42.049999
"203","2007-10-22",42.799999
"204","2007-10-23",43.360001
"205","2007-10-24",41.259998
"206","2007-10-25",40.32
"207","2007-10-26",41.939999
"208","2007-10-29",40.200001
"209","2007-10-30",38.080002
"210","2007-10-31",28.76
"211","2007-11-01",29.790001
"212","2007-11-02",30.07
"213","2007-11-05",30.07
"214","2007-11-06",30.620001
"215","2007-11-07",28.15
"216","2007-11-08",28.26
"217","2007-11-09",27.059999
"218","2007-11-12",26.76
"219","2007-11-13",27.6
"220","2007-11-14",27.65
"221","2007-11-15",27.07
"222","2007-11-16",27.450001
"223","2007-11-19",26.25
"224","2007-11-20",26.33
"225","2007-11-21",25.58
"226","2007-11-23",26.469999
"227","2007-11-26",25.450001
"228","2007-11-27",25.799999
"229","2007-11-28",27.360001
"230","2007-11-29",27.07
"231","2007-11-30",27.02
"232","2007-12-03",25.84
"233","2007-12-04",25.57
"234","2007-12-05",26.17
"235","2007-12-06",27.01
"236","2007-12-07",27.77
"237","2007-12-10",27.17
"238","2007-12-11",27.1
"239","2007-12-12",27.440001
"240","2007-12-13",26.59
"241","2007-12-14",25.549999
"242","2007-12-17",24.690001
"243","2007-12-18",24.690001
"244","2007-12-19",24.5
"245","2007-12-20",24.73
"246","2007-12-21",27.02
"247","2007-12-24",27.58
"248","2007-12-26",28.15
"249","2007-12-27",27.879999
"250","2007-12-28",28
"251","2007-12-31",27.18
"252","2008-01-02",27.059999
"253","2008-01-03",27.24
"254","2008-01-04",25.26
"255","2008-01-07",24.65
"256","2008-01-08",23.58
"257","2008-01-09",22.25
"258","2008-01-10",23.18
"259","2008-01-11",22.209999
"260","2008-01-14",22.74
"261","2008-01-15",22.35
"262","2008-01-16",23.059999
"263","2008-01-17",22.129999
"264","2008-01-18",21.620001
"265","2008-01-22",20.309999
"266","2008-01-23",21.27
"267","2008-01-24",21.24
"268","2008-01-25",21.450001
"269","2008-01-28",22.049999
"270","2008-01-29",22.440001
"271","2008-01-30",22.34
"272","2008-01-31",23.879999
"273","2008-02-01",24.67
"274","2008-02-04",24.309999
"275","2008-02-05",22.870001
"276","2008-02-06",22.43
"277","2008-02-07",22.629999
"278","2008-02-08",22.860001
"279","2008-02-11",23.379999
"280","2008-02-12",24
"281","2008-02-13",24.99
"282","2008-02-14",29.26
"283","2008-02-15",29.65
"284","2008-02-19",31.610001
"285","2008-02-20",30.77
"286","2008-02-21",32.540001
"287","2008-02-22",33.970001
"288","2008-02-25",34.139999
"289","2008-02-26",33.849998
"290","2008-02-27",34.209999
"291","2008-02-28",33.490002
"292","2008-02-29",32.75
"293","2008-03-03",32.310001
"294","2008-03-04",31.76
"295","2008-03-05",32.369999
"296","2008-03-06",32.23
"297","2008-03-07",31.309999
"298","2008-03-10",29.6
"299","2008-03-11",30.610001
"300","2008-03-12",31.059999
"301","2008-03-13",31.5
"302","2008-03-14",29.459999
"303","2008-03-17",29.08
"304","2008-03-18",30.76
"305","2008-03-19",28.98
"306","2008-03-20",29.57
"307","2008-03-24",31.940001
"308","2008-03-25",31.93
"309","2008-03-26",32.650002
"310","2008-03-27",31.18
"311","2008-03-28",30.889999
"312","2008-03-31",31.18
"313","2008-04-01",32.220001
"314","2008-04-02",33.52
"315","2008-04-03",33.880001
"316","2008-04-04",33.650002
"317","2008-04-07",33.130001
"318","2008-04-08",33.119999
"319","2008-04-09",31.49
"320","2008-04-10",32.290001
"321","2008-04-11",30.610001
"322","2008-04-14",31.719999
"323","2008-04-15",32.189999
"324","2008-04-16",32.700001
"325","2008-04-17",31.74
"326","2008-04-18",35.029999
"327","2008-04-21",34.93
"328","2008-04-22",34.580002
"329","2008-04-23",35.720001
"330","2008-04-24",35.599998
"331","2008-04-25",35.470001
"332","2008-04-28",35.189999
"333","2008-04-29",34.950001
"334","2008-04-30",35.240002
"335","2008-05-01",27.76
"336","2008-05-02",27.049999
"337","2008-05-05",27.049999
"338","2008-05-06",27.4
"339","2008-05-07",28.040001
"340","2008-05-08",27.43
"341","2008-05-09",27.139999
"342","2008-05-12",26.559999
"343","2008-05-13",27.549999
"344","2008-05-14",28.040001
"345","2008-05-15",28.639999
"346","2008-05-16",29.07
"347","2008-05-19",28.33
"348","2008-05-20",28.51
"349","2008-05-21",27.940001
"350","2008-05-22",27.84
"351","2008-05-23",28.59
"352","2008-05-27",28.780001
"353","2008-05-28",28.41
"354","2008-05-29",28.84
"355","2008-05-30",28.67
"356","2008-06-02",28.059999
"357","2008-06-03",27.379999
"358","2008-06-04",27.26
"359","2008-06-05",28.49
"360","2008-06-06",27.780001
"361","2008-06-09",28.01
"362","2008-06-10",27.92
"363","2008-06-11",27.25
"364","2008-06-12",27.209999
"365","2008-06-13",27.4
"366","2008-06-16",27.370001
"367","2008-06-17",28.190001
"368","2008-06-18",28.08
"369","2008-06-19",27.91
"370","2008-06-20",27.16
"371","2008-06-23",26.76
"372","2008-06-24",26.719999
"373","2008-06-25",27.24
"374","2008-06-26",25.92
"375","2008-06-27",25.959999
"376","2008-06-30",25.17
"377","2008-07-01",25.35
"378","2008-07-02",24.040001
"379","2008-07-03",23.83
"380","2008-07-07",23.77
"381","2008-07-08",24.610001
"382","2008-07-09",24.51
"383","2008-07-10",24.459999
"384","2008-07-11",24.41
"385","2008-07-14",24.17
"386","2008-07-15",24.42
"387","2008-07-16",25.35
"388","2008-07-17",25.950001
"389","2008-07-18",26.43
"390","2008-07-21",26.48
"391","2008-07-22",27.07
"392","2008-07-23",26.93
"393","2008-07-24",26.370001
"394","2008-07-25",27.120001
"395","2008-07-28",26.450001
"396","2008-07-29",24.76
"397","2008-07-30",24.129999
"398","2008-07-31",23.700001
"399","2008-08-01",23.370001
"400","2008-08-04",22.1
"401","2008-08-05",22.98
"402","2008-08-06",23.18
"403","2008-08-07",23.780001
"404","2008-08-08",24.860001
"405","2008-08-11",25.73
"406","2008-08-12",25.969999
"407","2008-08-13",25.84
"408","2008-08-14",26.27
"409","2008-08-15",26.129999
"410","2008-08-18",25.98
"411","2008-08-19",25.02
"412","2008-08-20",24.58
"413","2008-08-21",24.690001
"414","2008-08-22",24.959999
