"","date","CRSP"
"1","2016-10-19",14.09
"2","2016-10-20",13.94
"3","2016-10-21",13.82
"4","2016-10-24",14.01
"5","2016-10-25",14.41
"6","2016-10-26",14.8
"7","2016-10-27",15.82
"8","2016-10-28",16.74
"9","2016-10-31",18.25
"10","2016-11-01",17.950001
"11","2016-11-02",15.355
"12","2016-11-03",15.32
"13","2016-11-04",15.2
"14","2016-11-07",15.21
"15","2016-11-08",15.89
"16","2016-11-09",16.27
"17","2016-11-10",16.84
"18","2016-11-11",17.5
"19","2016-11-14",17.6
"20","2016-11-15",18.15
"21","2016-11-16",21.58
"22","2016-11-17",21.799999
"23","2016-11-18",20.5
"24","2016-11-21",20.799999
"25","2016-11-22",20.07
"26","2016-11-23",19.34
"27","2016-11-25",20.4
"28","2016-11-28",20.559999
"29","2016-11-29",23.07
"30","2016-11-30",21.82
"31","2016-12-01",19.98
"32","2016-12-02",19.030001
"33","2016-12-05",20.940001
"34","2016-12-06",22.23
"35","2016-12-07",20.889999
"36","2016-12-08",21.1
"37","2016-12-09",20.77
"38","2016-12-12",20.360001
"39","2016-12-13",19.6
"40","2016-12-14",19.110001
"41","2016-12-15",19.18
"42","2016-12-16",19.52
"43","2016-12-19",20.549999
"44","2016-12-20",20.18
"45","2016-12-21",20.280001
"46","2016-12-22",20.120001
"47","2016-12-23",20.860001
"48","2016-12-27",21.02
"49","2016-12-28",20
"50","2016-12-29",20.030001
"51","2016-12-30",20.26
"52","2017-01-03",22.5
"53","2017-01-04",23.549999
"54","2017-01-05",22.959999
"55","2017-01-06",22.540001
"56","2017-01-09",22.889999
"57","2017-01-10",22.99
"58","2017-01-11",22.389999
"59","2017-01-12",22.23
"60","2017-01-13",21.139999
"61","2017-01-17",21.5
"62","2017-01-18",22.23
"63","2017-01-19",21.030001
"64","2017-01-20",20
"65","2017-01-23",18.540001
"66","2017-01-24",18.950001
"67","2017-01-25",18.84
"68","2017-01-26",18.58
"69","2017-01-27",18.43
"70","2017-01-30",17.74
"71","2017-01-31",17.75
"72","2017-02-01",17.219999
"73","2017-02-02",16.26
"74","2017-02-03",15.65
"75","2017-02-06",15.75
"76","2017-02-07",15.22
"77","2017-02-08",14.9
"78","2017-02-09",14.78
"79","2017-02-10",15.01
"80","2017-02-13",16.43
"81","2017-02-14",17.26
"82","2017-02-15",15.9
"83","2017-02-16",18.49
"84","2017-02-17",18.07
"85","2017-02-21",17.299999
"86","2017-02-22",17.709999
"87","2017-02-23",17.639999
"88","2017-02-24",17.9
"89","2017-02-27",19.950001
"90","2017-02-28",23.73
"91","2017-03-01",22.469999
"92","2017-03-02",21.540001
"93","2017-03-03",21.139999
"94","2017-03-06",21.879999
"95","2017-03-07",21.34
"96","2017-03-08",22.43
"97","2017-03-09",21.370001
"98","2017-03-10",21.15
"99","2017-03-13",21.17
"100","2017-03-14",21.34
"101","2017-03-15",21
"102","2017-03-16",20.49
"103","2017-03-17",20.75
"104","2017-03-20",21.24
"105","2017-03-21",19.719999
"106","2017-03-22",18.68
"107","2017-03-23",17.809999
"108","2017-03-24",17.879999
"109","2017-03-27",18.24
"110","2017-03-28",20.42
"111","2017-03-29",20.77
"112","2017-03-30",20.719999
"113","2017-03-31",21.77
"114","2017-04-03",21.610001
"115","2017-04-04",20.9
"116","2017-04-05",19.85
"117","2017-04-06",19.469999
"118","2017-04-07",19.290001
"119","2017-04-10",18.860001
"120","2017-04-11",18.9
"121","2017-04-12",18.9
"122","2017-04-13",19.41
"123","2017-04-17",19.870001
"124","2017-04-18",19.17
"125","2017-04-19",17.57
"126","2017-04-20",17.290001
"127","2017-04-21",16.969999
"128","2017-04-24",16.58
"129","2017-04-25",16.9
"130","2017-04-26",16.67
"131","2017-04-27",17
"132","2017-04-28",17.02
"133","2017-05-01",17.02
"134","2017-05-02",16.6
"135","2017-05-03",16.209999
"136","2017-05-04",16.700001
"137","2017-05-05",16.98
"138","2017-05-08",16.700001
"139","2017-05-09",16.950001
"140","2017-05-10",17.02
"141","2017-05-11",16.790001
"142","2017-05-12",17
"143","2017-05-15",17.15
"144","2017-05-16",16.52
"145","2017-05-17",15.51
"146","2017-05-18",15.77
"147","2017-05-19",15.54
"148","2017-05-22",15.55
"149","2017-05-23",15.75
"150","2017-05-24",15.65
"151","2017-05-25",15.38
"152","2017-05-26",15.04
"153","2017-05-30",14.24
"154","2017-05-31",13.62
"155","2017-06-01",14.34
"156","2017-06-02",14.24
"157","2017-06-05",14.28
"158","2017-06-06",14.31
"159","2017-06-07",14.78
"160","2017-06-08",15
"161","2017-06-09",14.6
"162","2017-06-12",14.21
"163","2017-06-13",14.48
"164","2017-06-14",14.25
"165","2017-06-15",14.43
"166","2017-06-16",14.81
"167","2017-06-19",14.79
"168","2017-06-20",14.88
"169","2017-06-21",15.04
"170","2017-06-22",16.139999
"171","2017-06-23",16.440001
"172","2017-06-26",17.25
"173","2017-06-27",17.309999
"174","2017-06-28",17.110001
"175","2017-06-29",16.07
"176","2017-06-30",16.02
"177","2017-07-03",15.81
"178","2017-07-05",16.08
"179","2017-07-06",15.78
"180","2017-07-07",15.88
"181","2017-07-10",16.030001
"182","2017-07-11",16.67
"183","2017-07-12",16.709999
"184","2017-07-13",17.07
"185","2017-07-14",16.99
"186","2017-07-17",17.1
"187","2017-07-18",17
"188","2017-07-19",16.889999
"189","2017-07-20",16.530001
"190","2017-07-21",16.639999
"191","2017-07-24",17.09
"192","2017-07-25",17.49
"193","2017-07-26",17.74
"194","2017-07-27",17.67
"195","2017-07-28",17.290001
"196","2017-07-31",17.49
"197","2017-08-01",16.9
"198","2017-08-02",16.75
"199","2017-08-03",17.91
"200","2017-08-04",18.4
"201","2017-08-07",18.5
"202","2017-08-08",18.74
"203","2017-08-09",17.57
"204","2017-08-10",17.799999
"205","2017-08-11",19.219999
"206","2017-08-14",19.68
"207","2017-08-15",19.35
"208","2017-08-16",18.860001
"209","2017-08-17",18.42
"210","2017-08-18",18.34
"211","2017-08-21",18.35
"212","2017-08-22",18.370001
"213","2017-08-23",18.41
"214","2017-08-24",19.35
"215","2017-08-25",19.5
"216","2017-08-28",19.690001
"217","2017-08-29",19.84
"218","2017-08-30",20.66
"219","2017-08-31",20.48
"220","2017-09-01",20.559999
"221","2017-09-05",20.200001
"222","2017-09-06",18.469999
"223","2017-09-07",19.1
"224","2017-09-08",18.74
"225","2017-09-11",19.15
"226","2017-09-12",18.92
"227","2017-09-13",19.040001
"228","2017-09-14",19.1
"229","2017-09-15",19.190001
"230","2017-09-18",19.07
"231","2017-09-19",18.75
"232","2017-09-20",18.92
"233","2017-09-21",19.02
"234","2017-09-22",18.969999
"235","2017-09-25",18.950001
"236","2017-09-26",17.02
"237","2017-09-27",16.77
"238","2017-09-28",17.51
"239","2017-09-29",17.870001
"240","2017-10-02",18.389999
"241","2017-10-03",19.120001
"242","2017-10-04",19.09
"243","2017-10-05",19.190001
"244","2017-10-06",19.299999
"245","2017-10-09",19.700001
"246","2017-10-10",19.450001
"247","2017-10-11",18.799999
"248","2017-10-12",18.719999
"249","2017-10-13",18.42
"250","2017-10-16",18.440001
"251","2017-10-17",18.299999
"252","2017-10-18",17.790001
"253","2017-10-19",18.969999
"254","2017-10-20",19.07
"255","2017-10-23",19.4
"256","2017-10-24",19.290001
"257","2017-10-25",18.940001
"258","2017-10-26",18.49
"259","2017-10-27",18.950001
"260","2017-10-30",19.01
"261","2017-10-31",19.299999
"262","2017-11-01",18.43
"263","2017-11-02",18.67
"264","2017-11-03",19.049999
"265","2017-11-06",18.91
"266","2017-11-07",18.129999
"267","2017-11-08",17.940001
"268","2017-11-09",16.950001
"269","2017-11-10",17.450001
"270","2017-11-13",17.75
"271","2017-11-14",17.459999
"272","2017-11-15",17.66
"273","2017-11-16",18.42
"274","2017-11-17",18.59
"275","2017-11-20",19.040001
"276","2017-11-21",19.09
"277","2017-11-22",19.809999
"278","2017-11-24",20.02
"279","2017-11-27",19.549999
"280","2017-11-28",19.209999
"281","2017-11-29",18.66
"282","2017-11-30",18.99
"283","2017-12-01",19.120001
"284","2017-12-04",18.26
"285","2017-12-05",18.52
"286","2017-12-06",18.530001
"287","2017-12-07",19.139999
"288","2017-12-08",18.879999
"289","2017-12-11",18.41
"290","2017-12-12",17.889999
"291","2017-12-13",18.299999
"292","2017-12-14",19.049999
"293","2017-12-15",19.17
"294","2017-12-18",19.940001
"295","2017-12-19",19.1
"296","2017-12-20",19.01
"297","2017-12-21",19.58
"298","2017-12-22",21.15
"299","2017-12-26",21.290001
"300","2017-12-27",21.09
"301","2017-12-28",21.25
"302","2017-12-29",23.48
"303","2018-01-02",25.17
"304","2018-01-03",23.52
"305","2018-01-04",23.91
"306","2018-01-05",26.809999
"307","2018-01-08",26.07
"308","2018-01-09",25.49
"309","2018-01-10",25.77
"310","2018-01-11",28.440001
"311","2018-01-12",28.52
"312","2018-01-16",27.18
"313","2018-01-17",28.34
"314","2018-01-18",30.08
"315","2018-01-19",29.73
"316","2018-01-22",33.75
"317","2018-01-23",38.779999
"318","2018-01-24",37.459999
"319","2018-01-25",40.450001
"320","2018-01-26",39.450001
"321","2018-01-29",44.389999
"322","2018-01-30",41.700001
"323","2018-01-31",39.279999
"324","2018-02-01",38.48
"325","2018-02-02",36.91
"326","2018-02-05",35.630001
"327","2018-02-06",36.560001
"328","2018-02-07",41.669998
"329","2018-02-08",38.639999
"330","2018-02-09",34.880001
"331","2018-02-12",37.369999
"332","2018-02-13",40.110001
"333","2018-02-14",40.209999
"334","2018-02-15",40.619999
"335","2018-02-16",40.009998
"336","2018-02-20",41.610001
"337","2018-02-21",41.16
"338","2018-02-22",41.919998
"339","2018-02-23",43.040001
"340","2018-02-26",48.34
"341","2018-02-27",46.290001
"342","2018-02-28",48.459999
"343","2018-03-01",46.540001
"344","2018-03-02",50.02
"345","2018-03-05",49.400002
"346","2018-03-06",48.93
"347","2018-03-07",51.490002
"348","2018-03-08",53.700001
"349","2018-03-09",56.720001
"350","2018-03-12",56.799999
"351","2018-03-13",56.509998
"352","2018-03-14",58.169998
"353","2018-03-15",52.599998
"354","2018-03-16",51.77
"355","2018-03-19",51.52
"356","2018-03-20",52.560001
"357","2018-03-21",52.16
"358","2018-03-22",52.099998
"359","2018-03-23",52.959999
"360","2018-03-26",52.27
"361","2018-03-27",44.674999
"362","2018-03-28",44.860001
"363","2018-03-29",45.709999
"364","2018-04-02",43.27
"365","2018-04-03",42.619999
"366","2018-04-04",44.150002
"367","2018-04-05",42.669998
"368","2018-04-06",43.27
"369","2018-04-09",44.860001
"370","2018-04-10",49.27
"371","2018-04-11",49.810001
"372","2018-04-12",52.560001
"373","2018-04-13",51.77
"374","2018-04-16",51.18
"375","2018-04-17",52.73
"376","2018-04-18",53.220001
"377","2018-04-19",57.419998
"378","2018-04-20",54.07
"379","2018-04-23",49.599998
"380","2018-04-24",47.27
"381","2018-04-25",47.779999
"382","2018-04-26",50.07
"383","2018-04-27",48.91
"384","2018-04-30",46.860001
"385","2018-05-01",47.41
"386","2018-05-02",48.52
"387","2018-05-03",47.77
"388","2018-05-04",49.09
"389","2018-05-07",51.720001
"390","2018-05-08",51.970001
"391","2018-05-09",51.5
"392","2018-05-10",52.119999
"393","2018-05-11",52.73
"394","2018-05-14",56.779999
"395","2018-05-15",57.75
"396","2018-05-16",57.650002
"397","2018-05-17",65.400002
"398","2018-05-18",64.68
"399","2018-05-21",64.599998
"400","2018-05-22",63.759998
"401","2018-05-23",69.57
"402","2018-05-24",69.650002
"403","2018-05-25",69.940002
"404","2018-05-29",68.910004
"405","2018-05-30",73.589996
"406","2018-05-31",68.910004
"407","2018-06-01",67.129997
"408","2018-06-04",65.970001
"409","2018-06-05",66.949997
"410","2018-06-06",67.839996
"411","2018-06-07",67.010002
"412","2018-06-08",68.150002
"413","2018-06-11",59.57
"414","2018-06-12",59.34
"415","2018-06-13",57
"416","2018-06-14",59.060001
"417","2018-06-15",59.310001
"418","2018-06-18",62.630001
"419","2018-06-19",62.060001
"420","2018-06-20",65.260002
"421","2018-06-21",65.139999
"422","2018-06-22",62.779999
"423","2018-06-25",61.669998
"424","2018-06-26",64.099998
"425","2018-06-27",60.080002
"426","2018-06-28",58.790001
"427","2018-06-29",58.759998
"428","2018-07-02",60.049999
"429","2018-07-03",61.259998
"430","2018-07-05",61.740002
"431","2018-07-06",62.880001
"432","2018-07-09",63.209999
"433","2018-07-10",62.209999
"434","2018-07-11",64.190002
"435","2018-07-12",65.050003
"436","2018-07-13",65.709999
"437","2018-07-16",60.060001
"438","2018-07-17",62.009998
"439","2018-07-18",58.529999
"440","2018-07-19",58.389999
"441","2018-07-20",58.349998
"442","2018-07-23",57.27
"443","2018-07-24",51.810001
"444","2018-07-25",50.82
"445","2018-07-26",49.77
"446","2018-07-27",47.009998
"447","2018-07-30",47.150002
"448","2018-07-31",47.740002
"449","2018-08-01",48.43
"450","2018-08-02",48.779999
"451","2018-08-03",47.529999
"452","2018-08-06",48.43
"453","2018-08-07",48.639999
"454","2018-08-08",47.099998
"455","2018-08-09",47.950001
"456","2018-08-10",47.110001
"457","2018-08-13",47.07
"458","2018-08-14",47.860001
"459","2018-08-15",47.060001
"460","2018-08-16",50
"461","2018-08-17",48.669998
"462","2018-08-20",48.919998
"463","2018-08-21",51.540001
"464","2018-08-22",48.889999
"465","2018-08-23",48.57
"466","2018-08-24",48.419998
"467","2018-08-27",48.939999
"468","2018-08-28",51.150002
"469","2018-08-29",52.169998
"470","2018-08-30",53.459999
"471","2018-08-31",56.669998
"472","2018-09-04",55.5
"473","2018-09-05",53.450001
"474","2018-09-06",49.880001
"475","2018-09-07",50.139999
"476","2018-09-10",49.689999
"477","2018-09-11",51.799999
"478","2018-09-12",53.73
"479","2018-09-13",54.150002
"480","2018-09-14",55.360001
"481","2018-09-17",50.32
"482","2018-09-18",53.18
"483","2018-09-19",51.889999
"484","2018-09-20",48.990002
"485","2018-09-21",44.490002
"486","2018-09-24",45.279999
"487","2018-09-25",46.369999
