"","date","SPRT"
"1","2007-01-03",16.469999
"2","2007-01-04",15.54
"3","2007-01-05",15.57
"4","2007-01-08",16.379999
"5","2007-01-09",16.17
"6","2007-01-10",16.5
"7","2007-01-11",17.700001
"8","2007-01-12",19.139999
"9","2007-01-16",19.65
"10","2007-01-17",20.43
"11","2007-01-18",20.43
"12","2007-01-19",20.07
"13","2007-01-22",19.799999
"14","2007-01-23",19.620001
"15","2007-01-24",19.5
"16","2007-01-25",19.530001
"17","2007-01-26",19.860001
"18","2007-01-29",19.559999
"19","2007-01-30",21.030001
"20","2007-01-31",20.4
"21","2007-02-01",19.5
"22","2007-02-02",20.52
"23","2007-02-05",19.559999
"24","2007-02-06",19.379999
"25","2007-02-07",19.32
"26","2007-02-08",19.440001
"27","2007-02-09",18.540001
"28","2007-02-12",18.360001
"29","2007-02-13",17.91
"30","2007-02-14",18.27
"31","2007-02-15",18.27
"32","2007-02-16",18.209999
"33","2007-02-20",18.15
"34","2007-02-21",18.18
"35","2007-02-22",19.32
"36","2007-02-23",19.110001
"37","2007-02-26",18.299999
"38","2007-02-27",17.82
"39","2007-02-28",17.790001
"40","2007-03-01",17.879999
"41","2007-03-02",17.940001
"42","2007-03-05",17.280001
"43","2007-03-06",17.700001
"44","2007-03-07",17.700001
"45","2007-03-08",17.58
"46","2007-03-09",17.280001
"47","2007-03-12",17.16
"48","2007-03-13",16.68
"49","2007-03-14",16.799999
"50","2007-03-15",16.889999
"51","2007-03-16",17.1
"52","2007-03-19",17.129999
"53","2007-03-20",17.1
"54","2007-03-21",16.709999
"55","2007-03-22",16.98
"56","2007-03-23",17.52
"57","2007-03-26",17.25
"58","2007-03-27",17.25
"59","2007-03-28",17.219999
"60","2007-03-29",16.92
"61","2007-03-30",16.92
"62","2007-04-02",16.950001
"63","2007-04-03",17.190001
"64","2007-04-04",17.73
"65","2007-04-05",17.73
"66","2007-04-09",17.610001
"67","2007-04-10",17.309999
"68","2007-04-11",17.129999
"69","2007-04-12",17.73
"70","2007-04-13",17.49
"71","2007-04-16",17.940001
"72","2007-04-17",17.940001
"73","2007-04-18",18.27
"74","2007-04-19",17.700001
"75","2007-04-20",17.67
"76","2007-04-23",17.610001
"77","2007-04-24",17.1
"78","2007-04-25",17.280001
"79","2007-04-26",16.799999
"80","2007-04-27",16.200001
"81","2007-04-30",16.110001
"82","2007-05-01",15.81
"83","2007-05-02",15.66
"84","2007-05-03",15.57
"85","2007-05-04",15.6
"86","2007-05-07",15.33
"87","2007-05-08",15.15
"88","2007-05-09",15.54
"89","2007-05-10",15.48
"90","2007-05-11",15.57
"91","2007-05-14",15.51
"92","2007-05-15",15.54
"93","2007-05-16",15.27
"94","2007-05-17",15.21
"95","2007-05-18",15.3
"96","2007-05-21",15.24
"97","2007-05-22",15.3
"98","2007-05-23",15.06
"99","2007-05-24",15
"100","2007-05-25",16.35
"101","2007-05-29",15.93
"102","2007-05-30",15.81
"103","2007-05-31",17.1
"104","2007-06-01",17.1
"105","2007-06-04",16.709999
"106","2007-06-05",16.74
"107","2007-06-06",16.59
"108","2007-06-07",15.84
"109","2007-06-08",16.35
"110","2007-06-11",16.379999
"111","2007-06-12",15.45
"112","2007-06-13",15.39
"113","2007-06-14",15.45
"114","2007-06-15",15.72
"115","2007-06-18",15.78
"116","2007-06-19",15.84
"117","2007-06-20",15.96
"118","2007-06-21",16.290001
"119","2007-06-22",15.93
"120","2007-06-25",16.049999
"121","2007-06-26",15.93
"122","2007-06-27",16.139999
"123","2007-06-28",16.02
"124","2007-06-29",16.379999
"125","2007-07-02",16.26
"126","2007-07-03",16.23
"127","2007-07-05",16.23
"128","2007-07-06",16.379999
"129","2007-07-09",16.200001
"130","2007-07-10",15.72
"131","2007-07-11",15.93
"132","2007-07-12",15.96
"133","2007-07-13",15.84
"134","2007-07-16",15.69
"135","2007-07-17",15.93
"136","2007-07-18",15.6
"137","2007-07-19",15.72
"138","2007-07-20",15.75
"139","2007-07-23",15.81
"140","2007-07-24",15.93
"141","2007-07-25",15.75
"142","2007-07-26",15.69
"143","2007-07-27",16.08
"144","2007-07-30",16.559999
"145","2007-07-31",16.559999
"146","2007-08-01",16.41
"147","2007-08-02",16.200001
"148","2007-08-03",16.139999
"149","2007-08-06",15.57
"150","2007-08-07",15.84
"151","2007-08-08",16.83
"152","2007-08-09",16.68
"153","2007-08-10",16.110001
"154","2007-08-13",15.72
"155","2007-08-14",15.27
"156","2007-08-15",14.52
"157","2007-08-16",14.52
"158","2007-08-17",14.88
"159","2007-08-20",15
"160","2007-08-21",15.27
"161","2007-08-22",15.15
"162","2007-08-23",14.94
"163","2007-08-24",15.87
"164","2007-08-27",15.51
"165","2007-08-28",15.18
"166","2007-08-29",16.559999
"167","2007-08-30",16.41
"168","2007-08-31",16.17
"169","2007-09-04",16.02
"170","2007-09-05",16.08
"171","2007-09-06",16.92
"172","2007-09-07",16.799999
"173","2007-09-10",16.200001
"174","2007-09-11",16.41
"175","2007-09-12",16.139999
"176","2007-09-13",15.93
"177","2007-09-14",16.17
"178","2007-09-17",16.08
"179","2007-09-18",16.26
"180","2007-09-19",16.290001
"181","2007-09-20",15.78
"182","2007-09-21",16.049999
"183","2007-09-24",16.379999
"184","2007-09-25",16.469999
"185","2007-09-26",16.26
"186","2007-09-27",17.01
"187","2007-09-28",17.52
"188","2007-10-01",19.139999
"189","2007-10-02",18.48
"190","2007-10-03",18.93
"191","2007-10-04",18.99
"192","2007-10-05",14.73
"193","2007-10-08",14.91
"194","2007-10-09",14.67
"195","2007-10-10",14.7
"196","2007-10-11",14.55
"197","2007-10-12",14.31
"198","2007-10-15",14.7
"199","2007-10-16",14.46
"200","2007-10-17",14.61
"201","2007-10-18",14.16
"202","2007-10-19",13.74
"203","2007-10-22",13.68
"204","2007-10-23",14.31
"205","2007-10-24",14.7
"206","2007-10-25",14.4
"207","2007-10-26",14.49
"208","2007-10-29",14.55
"209","2007-10-30",14.28
"210","2007-10-31",14.4
"211","2007-11-01",13.59
"212","2007-11-02",13.59
"213","2007-11-05",13.74
"214","2007-11-06",13.59
"215","2007-11-07",13.44
"216","2007-11-08",12.75
"217","2007-11-09",12.42
"218","2007-11-12",12.15
"219","2007-11-13",12.3
"220","2007-11-14",12.63
"221","2007-11-15",12.66
"222","2007-11-16",12.75
"223","2007-11-19",12.27
"224","2007-11-20",12
"225","2007-11-21",12.09
"226","2007-11-23",12.45
"227","2007-11-26",12.21
"228","2007-11-27",11.7
"229","2007-11-28",12.24
"230","2007-11-29",12.09
"231","2007-11-30",13.02
"232","2007-12-03",12.93
"233","2007-12-04",13.11
"234","2007-12-05",12.9
"235","2007-12-06",13.89
"236","2007-12-07",13.98
"237","2007-12-10",13.53
"238","2007-12-11",13.08
"239","2007-12-12",12.93
"240","2007-12-13",13.05
"241","2007-12-14",12.87
"242","2007-12-17",12.84
"243","2007-12-18",12.63
"244","2007-12-19",12.69
"245","2007-12-20",13.05
"246","2007-12-21",13.02
"247","2007-12-24",13.08
"248","2007-12-26",12.99
"249","2007-12-27",13.14
"250","2007-12-28",13.05
"251","2007-12-31",13.35
"252","2008-01-02",12.96
"253","2008-01-03",12.42
"254","2008-01-04",12.3
"255","2008-01-07",12
"256","2008-01-08",11.7
"257","2008-01-09",11.76
"258","2008-01-10",12.78
"259","2008-01-11",11.94
"260","2008-01-14",11.88
"261","2008-01-15",11.85
"262","2008-01-16",11.82
"263","2008-01-17",11.58
"264","2008-01-18",11.46
"265","2008-01-22",10.95
"266","2008-01-23",10.62
"267","2008-01-24",10.65
"268","2008-01-25",10.68
"269","2008-01-28",10.92
"270","2008-01-29",11.1
"271","2008-01-30",10.71
"272","2008-01-31",10.92
"273","2008-02-01",10.92
"274","2008-02-04",11.34
"275","2008-02-05",10.74
"276","2008-02-06",10.62
"277","2008-02-07",10.5
"278","2008-02-08",10.44
"279","2008-02-11",10.44
"280","2008-02-12",10.5
"281","2008-02-13",11.19
"282","2008-02-14",11.1
"283","2008-02-15",10.95
"284","2008-02-19",10.53
"285","2008-02-20",10.41
"286","2008-02-21",10.35
"287","2008-02-22",10.71
"288","2008-02-25",10.71
"289","2008-02-26",10.98
"290","2008-02-27",11.04
"291","2008-02-28",10.86
"292","2008-02-29",10.53
"293","2008-03-03",10.2
"294","2008-03-04",10.38
"295","2008-03-05",10.98
"296","2008-03-06",10.74
"297","2008-03-07",10.86
"298","2008-03-10",10.62
"299","2008-03-11",10.29
"300","2008-03-12",10.71
"301","2008-03-13",10.95
"302","2008-03-14",10.35
"303","2008-03-17",10.5
"304","2008-03-18",10.32
"305","2008-03-19",10.08
"306","2008-03-20",10.65
"307","2008-03-24",10.35
"308","2008-03-25",10.11
"309","2008-03-26",10.47
"310","2008-03-27",10.05
"311","2008-03-28",10.05
"312","2008-03-31",9.9
"313","2008-04-01",10.05
"314","2008-04-02",9.81
"315","2008-04-03",10.2
"316","2008-04-04",9.84
"317","2008-04-07",9.87
"318","2008-04-08",9.78
"319","2008-04-09",9.72
"320","2008-04-10",9.36
"321","2008-04-11",9.33
"322","2008-04-14",9.54
"323","2008-04-15",9.51
"324","2008-04-16",9.51
"325","2008-04-17",9.54
"326","2008-04-18",9.63
"327","2008-04-21",9.48
"328","2008-04-22",9.39
"329","2008-04-23",9.69
"330","2008-04-24",10.08
"331","2008-04-25",10.62
"332","2008-04-28",11.13
"333","2008-04-29",10.98
"334","2008-04-30",10.77
"335","2008-05-01",11.04
"336","2008-05-02",11.52
"337","2008-05-05",11.7
"338","2008-05-06",11.13
"339","2008-05-07",10.47
"340","2008-05-08",10.41
"341","2008-05-09",10.53
"342","2008-05-12",10.17
"343","2008-05-13",10.86
"344","2008-05-14",10.53
"345","2008-05-15",10.56
"346","2008-05-16",10.86
"347","2008-05-19",10.65
"348","2008-05-20",10.98
"349","2008-05-21",10.44
"350","2008-05-22",10.41
"351","2008-05-23",10.5
"352","2008-05-27",10.32
"353","2008-05-28",10.95
"354","2008-05-29",10.68
"355","2008-05-30",11.19
"356","2008-06-02",11.01
"357","2008-06-03",11.31
"358","2008-06-04",11.34
"359","2008-06-05",11.7
"360","2008-06-06",11.79
"361","2008-06-09",11.64
"362","2008-06-10",11.55
"363","2008-06-11",11.46
"364","2008-06-12",11.43
"365","2008-06-13",11.64
"366","2008-06-16",11.64
"367","2008-06-17",11.25
"368","2008-06-18",11.16
"369","2008-06-19",11.28
"370","2008-06-20",11.04
"371","2008-06-23",10.77
"372","2008-06-24",10.5
"373","2008-06-25",10.38
"374","2008-06-26",10.26
"375","2008-06-27",9.78
"376","2008-06-30",9.75
"377","2008-07-01",10.08
"378","2008-07-02",9.6
"379","2008-07-03",9.69
"380","2008-07-07",9.66
"381","2008-07-08",10.2
"382","2008-07-09",9.51
"383","2008-07-10",9.75
"384","2008-07-11",10.26
"385","2008-07-14",10.32
"386","2008-07-15",9.9
"387","2008-07-16",9.87
"388","2008-07-17",9.96
"389","2008-07-18",9.87
"390","2008-07-21",9.84
"391","2008-07-22",10.68
"392","2008-07-23",10.53
"393","2008-07-24",10.59
"394","2008-07-25",11.07
"395","2008-07-28",10.59
"396","2008-07-29",10.53
"397","2008-07-30",10.35
"398","2008-07-31",10.2
"399","2008-08-01",10.56
"400","2008-08-04",10.2
"401","2008-08-05",10.5
"402","2008-08-06",10.26
"403","2008-08-07",10.44
"404","2008-08-08",11.19
"405","2008-08-11",10.98
"406","2008-08-12",11.01
"407","2008-08-13",11.31
"408","2008-08-14",10.95
"409","2008-08-15",11.52
"410","2008-08-18",11.19
"411","2008-08-19",11.07
"412","2008-08-20",10.8
"413","2008-08-21",10.8
"414","2008-08-22",10.71
"415","2008-08-25",10.41
"416","2008-08-26",10.32
"417","2008-08-27",10.32
"418","2008-08-28",10.47
"419","2008-08-29",10.47
"420","2008-09-02",10.17
"421","2008-09-03",10.26
