"","date","HWBK"
"1","2007-01-03",27.000305
"2","2007-01-04",27.534557
"3","2007-01-05",26.983868
"4","2007-01-08",27.85511
"5","2007-01-09",28.274292
"6","2007-01-10",27.731821
"7","2007-01-11",28.134565
"8","2007-01-12",27.994837
"9","2007-01-16",27.994837
"10","2007-01-17",27.937302
"11","2007-01-18",27.690723
"12","2007-01-19",27.920864
"13","2007-01-22",27.937302
"14","2007-01-23",27.863329
"15","2007-01-24",27.863329
"16","2007-01-25",27.863329
"17","2007-01-26",27.403049
"18","2007-01-29",27.74004
"19","2007-01-30",27.781136
"20","2007-01-31",28.134565
"21","2007-02-01",28.512651
"22","2007-02-02",27.863329
"23","2007-02-05",27.822233
"24","2007-02-06",27.929083
"25","2007-02-07",29.178411
"26","2007-02-08",28.594845
"27","2007-02-09",28.594845
"28","2007-02-12",28.594845
"29","2007-02-13",27.887987
"30","2007-02-14",27.887987
"31","2007-02-15",27.887987
"32","2007-02-16",28.75923
"33","2007-02-20",28.372923
"34","2007-02-21",29.482525
"35","2007-02-22",29.09622
"36","2007-02-23",28.561968
"37","2007-02-26",29.20307
"38","2007-02-27",28.340046
"39","2007-02-28",28.340046
"40","2007-03-01",28.118126
"41","2007-03-02",27.772917
"42","2007-03-05",27.772917
"43","2007-03-06",27.748259
"44","2007-03-07",27.748259
"45","2007-03-08",27.748259
"46","2007-03-09",27.748259
"47","2007-03-12",27.748259
"48","2007-03-13",27.575655
"49","2007-03-14",29.42499
"50","2007-03-15",28.816765
"51","2007-03-16",28.767448
"52","2007-03-19",28.767448
"53","2007-03-20",28.972931
"54","2007-03-21",29.09622
"55","2007-03-22",29.959244
"56","2007-03-23",29.87705
"57","2007-03-26",29.87705
"58","2007-03-27",29.819515
"59","2007-03-28",29.753761
"60","2007-03-29",29.753761
"61","2007-03-30",29.753761
"62","2007-04-02",29.835955
"63","2007-04-03",29.835955
"64","2007-04-04",29.835955
"65","2007-04-05",29.688007
"66","2007-04-09",29.688007
"67","2007-04-10",29.65513
"68","2007-04-11",29.392113
"69","2007-04-12",28.800325
"70","2007-04-13",28.800325
"71","2007-04-16",28.364704
"72","2007-04-17",28.767448
"73","2007-04-18",27.74004
"74","2007-04-19",27.435926
"75","2007-04-20",27.435926
"76","2007-04-23",27.435926
"77","2007-04-24",27.435926
"78","2007-04-25",27.945522
"79","2007-04-26",27.452366
"80","2007-04-27",27.534557
"81","2007-04-30",27.329077
"82","2007-05-01",26.663315
"83","2007-05-02",27.115376
"84","2007-05-03",27.115376
"85","2007-05-04",26.178379
"86","2007-05-07",26.170158
"87","2007-05-08",26.301668
"88","2007-05-09",27.559216
"89","2007-05-10",26.219475
"90","2007-05-11",26.219475
"91","2007-05-14",26.096186
"92","2007-05-15",26.096186
"93","2007-05-16",26.096186
"94","2007-05-17",26.120844
"95","2007-05-18",25.644125
"96","2007-05-21",25.964678
"97","2007-05-22",25.644125
"98","2007-05-23",25.644125
"99","2007-05-24",25.644125
"100","2007-05-25",25.685223
"101","2007-05-29",26.087967
"102","2007-05-30",26.071527
"103","2007-05-31",25.668783
"104","2007-06-01",25.644125
"105","2007-06-04",25.841389
"106","2007-06-05",25.866047
"107","2007-06-06",25.866047
"108","2007-06-07",25.866047
"109","2007-06-08",25.866047
"110","2007-06-11",25.94002
"111","2007-06-12",26.071527
"112","2007-06-13",26.482491
"113","2007-06-14",26.482491
"114","2007-06-15",26.301668
"115","2007-06-18",26.27701
"116","2007-06-19",26.27701
"117","2007-06-20",26.523588
"118","2007-06-21",26.712631
"119","2007-06-22",25.529057
"120","2007-06-25",26.301668
"121","2007-06-26",26.301668
"122","2007-06-27",26.704412
"123","2007-06-28",26.581123
"124","2007-06-29",26.712631
"125","2007-07-02",27.041401
"126","2007-07-03",27.123594
"127","2007-07-05",27.123594
"128","2007-07-06",26.770166
"129","2007-07-09",26.770166
"130","2007-07-10",27.041401
"131","2007-07-11",27.041401
"132","2007-07-12",26.712631
"133","2007-07-13",26.712631
"134","2007-07-16",26.013992
"135","2007-07-17",26.013992
"136","2007-07-18",26.712631
"137","2007-07-19",26.712631
"138","2007-07-20",26.449614
"139","2007-07-23",26.449614
"140","2007-07-24",26.449614
"141","2007-07-25",26.449614
"142","2007-07-26",26.400299
"143","2007-07-27",26.490711
"144","2007-07-30",26.507149
"145","2007-07-31",26.367422
"146","2007-08-01",26.466053
"147","2007-08-02",26.350983
"148","2007-08-03",26.367422
"149","2007-08-06",26.424957
"150","2007-08-07",26.301668
"151","2007-08-08",25.644125
"152","2007-08-09",25.644125
"153","2007-08-10",25.882484
"154","2007-08-13",25.644125
"155","2007-08-14",25.644125
"156","2007-08-15",25.644125
"157","2007-08-16",25.47974
"158","2007-08-17",24.534525
"159","2007-08-20",24.534525
"160","2007-08-21",24.534525
"161","2007-08-22",24.657814
"162","2007-08-23",24.657814
"163","2007-08-24",24.68247
"164","2007-08-27",24.68247
"165","2007-08-28",24.863295
"166","2007-08-29",24.68247
"167","2007-08-30",24.68247
"168","2007-08-31",24.68247
"169","2007-09-04",25.422205
"170","2007-09-05",25.422205
"171","2007-09-06",24.69891
"172","2007-09-07",25.561934
"173","2007-09-10",25.561934
"174","2007-09-11",25.463303
"175","2007-09-12",25.463303
"176","2007-09-13",25.463303
"177","2007-09-14",25.463303
"178","2007-09-17",25.463303
"179","2007-09-18",25.068777
"180","2007-09-19",24.69891
"181","2007-09-20",24.69891
"182","2007-09-21",24.69891
"183","2007-09-24",24.69891
"184","2007-09-25",24.69891
"185","2007-09-26",25.47974
"186","2007-09-27",24.822199
"187","2007-09-28",25.47974
"188","2007-10-01",25.792072
"189","2007-10-02",24.863295
"190","2007-10-03",24.863295
"191","2007-10-04",24.863295
"192","2007-10-05",24.863295
"193","2007-10-08",26.178379
"194","2007-10-09",26.178379
"195","2007-10-10",26.178379
"196","2007-10-11",24.69891
"197","2007-10-12",24.69891
"198","2007-10-15",23.876982
"199","2007-10-16",23.071493
"200","2007-10-17",23.071493
"201","2007-10-18",25.019461
"202","2007-10-19",24.789322
"203","2007-10-22",24.789322
"204","2007-10-23",23.01396
"205","2007-10-24",23.383825
"206","2007-10-25",24.452332
"207","2007-10-26",24.452332
"208","2007-10-29",22.529022
"209","2007-10-30",22.718065
"210","2007-10-31",24.164658
"211","2007-11-01",23.01396
"212","2007-11-02",23.01396
"213","2007-11-05",22.430391
"214","2007-11-06",21.961893
"215","2007-11-07",22.027647
"216","2007-11-08",22.43861
"217","2007-11-09",22.808477
"218","2007-11-12",22.726284
"219","2007-11-13",22.808477
"220","2007-11-14",23.630404
"221","2007-11-15",23.630404
"222","2007-11-16",23.630404
"223","2007-11-19",23.424923
"224","2007-11-20",23.835886
"225","2007-11-21",23.424923
"226","2007-11-23",23.424923
"227","2007-11-26",23.424923
"228","2007-11-27",23.424923
"229","2007-11-28",23.424923
"230","2007-11-29",23.424923
"231","2007-11-30",23.737255
"232","2007-12-03",23.23588
"233","2007-12-04",21.781069
"234","2007-12-05",21.871481
"235","2007-12-06",22.192032
"236","2007-12-07",22.635872
"237","2007-12-10",22.192032
"238","2007-12-11",21.781069
"239","2007-12-12",21.986549
"240","2007-12-13",21.781069
"241","2007-12-14",21.148184
"242","2007-12-17",20.983799
"243","2007-12-18",20.934483
"244","2007-12-19",20.959141
"245","2007-12-20",20.827633
"246","2007-12-21",20.959141
"247","2007-12-24",20.959141
"248","2007-12-26",20.342695
"249","2007-12-27",20.137215
"250","2007-12-28",20.539959
"251","2007-12-31",20.548178
"252","2008-01-02",20.835852
"253","2008-01-03",20.556396
"254","2008-01-04",20.589273
"255","2008-01-07",20.170092
"256","2008-01-08",20.548178
"257","2008-01-09",20.548178
"258","2008-01-10",20.482424
"259","2008-01-11",21.370104
"260","2008-01-14",20.531738
"261","2008-01-15",20.342695
"262","2008-01-16",20.342695
"263","2008-01-17",21.263254
"264","2008-01-18",21.263254
"265","2008-01-22",21.263254
"266","2008-01-23",21.139965
"267","2008-01-24",21.86326
"268","2008-01-25",21.887918
"269","2008-01-28",21.887918
"270","2008-01-29",22.192032
"271","2008-01-30",22.594776
"272","2008-01-31",22.570118
"273","2008-02-01",22.939985
"274","2008-02-04",22.422171
"275","2008-02-05",22.43861
"276","2008-02-06",22.43861
"277","2008-02-07",22.422171
"278","2008-02-08",22.923548
"279","2008-02-11",22.422171
"280","2008-02-12",22.397514
"281","2008-02-13",22.685188
"282","2008-02-14",22.685188
"283","2008-02-15",22.685188
"284","2008-02-19",23.252317
"285","2008-02-20",23.34273
"286","2008-02-21",22.701626
"287","2008-02-22",22.397514
"288","2008-02-25",22.405733
"289","2008-02-26",22.701626
"290","2008-02-27",22.701626
"291","2008-02-28",22.701626
"292","2008-02-29",22.397514
"293","2008-03-03",23.285194
"294","2008-03-04",22.397514
"295","2008-03-05",22.397514
"296","2008-03-06",22.397514
"297","2008-03-07",22.397514
"298","2008-03-10",23.01396
"299","2008-03-11",22.397514
"300","2008-03-12",22.397514
"301","2008-03-13",22.397514
"302","2008-03-14",22.397514
"303","2008-03-17",22.397514
"304","2008-03-18",21.386543
"305","2008-03-19",19.718031
"306","2008-03-20",19.72625
"307","2008-03-24",20.334476
"308","2008-03-25",21.370104
"309","2008-03-26",21.370104
"310","2008-03-27",23.129028
"311","2008-03-28",23.129028
"312","2008-03-31",22.635872
