"","date","JCI"
"1","2007-01-03",63.399769
"2","2007-01-04",64.107681
"3","2007-01-05",63.191559
"4","2007-01-08",64.274246
"5","2007-01-09",64.711487
"6","2007-01-10",65.502686
"7","2007-01-11",66.939331
"8","2007-01-12",65.835823
"9","2007-01-16",65.815002
"10","2007-01-17",65.585968
"11","2007-01-18",65.127907
"12","2007-01-19",64.003578
"13","2007-01-22",63.628799
"14","2007-01-23",64.232605
"15","2007-01-24",64.544922
"16","2007-01-25",64.003578
"17","2007-01-26",64.419998
"18","2007-01-29",64.461639
"19","2007-01-30",65.773354
"20","2007-01-31",66.377167
"21","2007-02-01",68.417618
"22","2007-02-02",68.709106
"23","2007-02-05",69.146347
"24","2007-02-06",67.855453
"25","2007-02-07",66.564552
"26","2007-02-08",66.210594
"27","2007-02-09",65.544327
"28","2007-02-12",66.335526
"29","2007-02-13",66.210594
"30","2007-02-14",66.543732
"31","2007-02-15",66.814407
"32","2007-02-16",66.731117
"33","2007-02-20",66.564552
"34","2007-02-21",66.148132
"35","2007-02-22",65.815002
"36","2007-02-23",65.377762
"37","2007-02-26",66.710297
"38","2007-02-27",64.003578
"39","2007-02-28",64.190964
"40","2007-03-01",64.128502
"41","2007-03-02",62.608574
"42","2007-03-05",61.817379
"43","2007-03-06",63.628799
"44","2007-03-07",63.85783
"45","2007-03-08",64.649025
"46","2007-03-09",63.878651
"47","2007-03-12",64.628204
"48","2007-03-13",62.900066
"49","2007-03-14",64.232605
"50","2007-03-15",64.170143
"51","2007-03-16",64.295067
"52","2007-03-19",64.940521
"53","2007-03-20",65.336121
"54","2007-03-21",66.189774
"55","2007-03-22",66.543732
"56","2007-03-23",66.793587
"57","2007-03-26",66.460449
"58","2007-03-27",65.148727
"59","2007-03-28",64.836418
"60","2007-03-29",64.836418
"61","2007-03-30",65.690071
"62","2007-04-02",66.210594
"63","2007-04-03",66.960152
"64","2007-04-04",66.668655
"65","2007-04-05",66.939331
"66","2007-04-09",66.606194
"67","2007-04-10",67.25164
"68","2007-04-11",67.23082
"69","2007-04-12",68.105301
"70","2007-04-13",67.772171
"71","2007-04-16",67.813812
"72","2007-04-17",66.939331
"73","2007-04-18",66.710297
"74","2007-04-19",66.814407
"75","2007-04-20",67.33493
"76","2007-04-23",67.626419
"77","2007-04-24",67.31411
"78","2007-04-25",67.772171
"79","2007-04-26",67.709702
"80","2007-04-27",67.959557
"81","2007-04-30",67.938736
"82","2007-05-01",68.188583
"83","2007-05-02",68.375977
"84","2007-05-03",68.396797
"85","2007-05-04",68.313515
"86","2007-05-07",68.126122
"87","2007-05-08",66.731117
"88","2007-05-09",67.584778
"89","2007-05-10",67.022614
"90","2007-05-11",67.730522
"91","2007-05-14",67.022614
"92","2007-05-15",67.418213
"93","2007-05-16",67.293289
"94","2007-05-17",67.105896
"95","2007-05-18",67.209999
"96","2007-05-21",67.001793
"97","2007-05-22",68.001198
"98","2007-05-23",69.083885
"99","2007-05-24",68.334335
"100","2007-05-25",69.021423
"101","2007-05-29",68.146942
"102","2007-05-30",68.438438
"103","2007-05-31",69.458664
"104","2007-06-01",70.166573
"105","2007-06-04",70.270683
"106","2007-06-05",69.250458
"107","2007-06-06",69.083885
"108","2007-06-07",67.938736
"109","2007-06-08",70.374786
"110","2007-06-11",70.603813
"111","2007-06-12",69.541946
"112","2007-06-13",71.33255
"113","2007-06-14",70.791206
"114","2007-06-15",71.457474
"115","2007-06-18",70.978592
"116","2007-06-19",69.958366
"117","2007-06-20",67.917915
"118","2007-06-21",69.271278
"119","2007-06-22",71.228447
"120","2007-06-25",70.08329
"121","2007-06-26",69.66687
"122","2007-06-27",70.395607
"123","2007-06-28",70.562172
"124","2007-06-29",70.353966
"125","2007-07-02",27.775137
"126","2007-07-03",27.650211
"127","2007-07-05",27.639801
"128","2007-07-06",27.676237
"129","2007-07-09",26.676832
