"","date","GIGM"
"217","2007-11-09",18.940001
"218","2007-11-12",16.43
"219","2007-11-13",21.1
"220","2007-11-14",20.75
"221","2007-11-15",20.879999
"222","2007-11-16",19.59
"223","2007-11-19",18.58
"224","2007-11-20",17.91
"225","2007-11-21",16.959999
"226","2007-11-23",17.620001
"227","2007-11-26",17.780001
"228","2007-11-27",18.139999
"229","2007-11-28",18.780001
"230","2007-11-29",18.799999
"231","2007-11-30",18.85
"232","2007-12-03",18.17
"233","2007-12-04",18.129999
"234","2007-12-05",18.629999
"235","2007-12-06",19.82
"236","2007-12-07",21
"237","2007-12-10",20.459999
"238","2007-12-11",19
"239","2007-12-12",18.889999
"240","2007-12-13",18.219999
"241","2007-12-14",19.129999
"242","2007-12-17",18.33
"243","2007-12-18",19.24
"244","2007-12-19",19.49
"245","2007-12-20",19.59
"246","2007-12-21",20.049999
"247","2007-12-24",20.549999
"248","2007-12-26",20.23
"249","2007-12-27",19.700001
"250","2007-12-28",19.85
"251","2007-12-31",18.75
"252","2008-01-02",18.629999
"253","2008-01-03",19.01
"254","2008-01-04",17.98
"255","2008-01-07",16.639999
"256","2008-01-08",16.77
"257","2008-01-09",17.42
"258","2008-01-10",18.280001
"259","2008-01-11",17.6
"260","2008-01-14",18.139999
"261","2008-01-15",17
"262","2008-01-16",15.91
"263","2008-01-17",15.43
"264","2008-01-18",15.8
"265","2008-01-22",14.92
"266","2008-01-23",14.87
"267","2008-01-24",15.72
"268","2008-01-25",16
"269","2008-01-28",15.88
"270","2008-01-29",16.01
"271","2008-01-30",15.93
"272","2008-01-31",17.450001
"273","2008-02-01",18.209999
"274","2008-02-04",18.76
"275","2008-02-05",18.299999
"276","2008-02-06",18.33
"277","2008-02-07",18.58
"278","2008-02-08",18.889999
"279","2008-02-11",20.040001
"280","2008-02-12",19.91
"281","2008-02-13",20.450001
"282","2008-02-14",20.07
"283","2008-02-15",19.99
"284","2008-02-19",19.5
"285","2008-02-20",19.75
"286","2008-02-21",19.709999
"287","2008-02-22",19.67
"288","2008-02-25",20.440001
"289","2008-02-26",20.51
"290","2008-02-27",20.700001
"291","2008-02-28",20.280001
"292","2008-02-29",19.59
"293","2008-03-03",18.870001
"294","2008-03-04",18.549999
"295","2008-03-05",19.32
"296","2008-03-06",19.059999
"297","2008-03-07",19.120001
"298","2008-03-10",18.5
"299","2008-03-11",17.280001
"300","2008-03-12",16.82
"301","2008-03-13",16.280001
"302","2008-03-14",15.74
"303","2008-03-17",14.24
"304","2008-03-18",15.39
"305","2008-03-19",14.35
"306","2008-03-20",14.4
"307","2008-03-24",15.41
"308","2008-03-25",15.01
"309","2008-03-26",15.35
"310","2008-03-27",15.63
"311","2008-03-28",15.32
"312","2008-03-31",15.59
"313","2008-04-01",16
"314","2008-04-02",16.129999
"315","2008-04-03",16.389999
"316","2008-04-04",16.620001
"317","2008-04-07",16.389999
"318","2008-04-08",16.290001
"319","2008-04-09",15.57
"320","2008-04-10",15.82
"321","2008-04-11",15.3
"322","2008-04-14",15.06
"323","2008-04-15",14.88
"324","2008-04-16",15.49
"325","2008-04-17",15.19
"326","2008-04-18",15.13
"327","2008-04-21",14.92
"328","2008-04-22",14.82
"329","2008-04-23",15.3
"330","2008-04-24",15.85
"331","2008-04-25",16.299999
"332","2008-04-28",16.49
"333","2008-04-29",16.110001
"334","2008-04-30",15.56
"335","2008-05-01",15.85
"336","2008-05-02",16.030001
"337","2008-05-05",15.9
"338","2008-05-06",16.1
"339","2008-05-07",16
"340","2008-05-08",16.49
"341","2008-05-09",16.280001
"342","2008-05-12",17.469999
"343","2008-05-13",19.26
"344","2008-05-14",18.57
"345","2008-05-15",18.870001
"346","2008-05-16",18.83
"347","2008-05-19",18.48
"348","2008-05-20",17.790001
"349","2008-05-21",17.59
"350","2008-05-22",17.370001
"351","2008-05-23",16.68
"352","2008-05-27",17.219999
"353","2008-05-28",17.040001
"354","2008-05-29",16.870001
"355","2008-05-30",17.639999
"356","2008-06-02",17.309999
"357","2008-06-03",16.98
"358","2008-06-04",16.950001
"359","2008-06-05",17.309999
"360","2008-06-06",16.809999
"361","2008-06-09",16.040001
"362","2008-06-10",15.29
"363","2008-06-11",15.01
"364","2008-06-12",14.78
"365","2008-06-13",15.1
"366","2008-06-16",15.56
"367","2008-06-17",15.53
"368","2008-06-18",15.08
"369","2008-06-19",15.1
"370","2008-06-20",14.7
"371","2008-06-23",13.7
"372","2008-06-24",13.3
"373","2008-06-25",13.39
"374","2008-06-26",13.05
"375","2008-06-27",12.64
"376","2008-06-30",11.93
"377","2008-07-01",11.52
"378","2008-07-02",10.56
"379","2008-07-03",10.71
"380","2008-07-07",11.72
"381","2008-07-08",13.32
"382","2008-07-09",12.65
"383","2008-07-10",12.31
"384","2008-07-11",12.02
"385","2008-07-14",11.79
"386","2008-07-15",11.5
"387","2008-07-16",12.04
"388","2008-07-17",13.2
"389","2008-07-18",13.11
"390","2008-07-21",12.17
"391","2008-07-22",12.54
"392","2008-07-23",12.9
"393","2008-07-24",12.51
"394","2008-07-25",12.36
"395","2008-07-28",12.35
"396","2008-07-29",13.08
"397","2008-07-30",13.11
"398","2008-07-31",12.56
"399","2008-08-01",12.16
"400","2008-08-04",11.39
"401","2008-08-05",11.94
"402","2008-08-06",12.04
"403","2008-08-07",11.74
"404","2008-08-08",11.82
"405","2008-08-11",11.69
"406","2008-08-12",12.65
"407","2008-08-13",12.4
"408","2008-08-14",12.58
"409","2008-08-15",12.71
"410","2008-08-18",12.63
"411","2008-08-19",11.83
"412","2008-08-20",11.79
"413","2008-08-21",11.59
"414","2008-08-22",11.66
"415","2008-08-25",11.47
"416","2008-08-26",11.17
"417","2008-08-27",11.49
"418","2008-08-28",11.96
"419","2008-08-29",11.66
"420","2008-09-02",11.31
"421","2008-09-03",11.26
"422","2008-09-04",10.93
"423","2008-09-05",10.81
"424","2008-09-08",10.8
"425","2008-09-09",9.88
"426","2008-09-10",10.55
"427","2008-09-11",10.3
"428","2008-09-12",10.2
"429","2008-09-15",8.82
"430","2008-09-16",8.71
"431","2008-09-17",7.75
"432","2008-09-18",7.96
"433","2008-09-19",8.92
"434","2008-09-22",8.04
"435","2008-09-23",7.88
"436","2008-09-24",8.02
"437","2008-09-25",8.34
"438","2008-09-26",7.81
"439","2008-09-29",6.83
"440","2008-09-30",7.37
"441","2008-10-01",7.07
"442","2008-10-02",6.76
"443","2008-10-03",6.85
"444","2008-10-06",6.65
"445","2008-10-07",6.48
"446","2008-10-08",6.7
"447","2008-10-09",6.73
"448","2008-10-10",6.37
"449","2008-10-13",7.3
"450","2008-10-14",7.13
"451","2008-10-15",6.4
"452","2008-10-16",6.49
"453","2008-10-17",6.51
"454","2008-10-20",6.96
"455","2008-10-21",6.51
"456","2008-10-22",6.13
"457","2008-10-23",5.75
"458","2008-10-24",5.47
"459","2008-10-27",5.28
"460","2008-10-28",5.35
"461","2008-10-29",5.77
"462","2008-10-30",6.06
"463","2008-10-31",5.99
"464","2008-11-03",6.32
"465","2008-11-04",6.94
"466","2008-11-05",6.09
"467","2008-11-06",5.64
"468","2008-11-07",5.8
"469","2008-11-10",5.99
"470","2008-11-11",5.65
"471","2008-11-12",5.21
"472","2008-11-13",5.52
"473","2008-11-14",5.34
"474","2008-11-17",5
"475","2008-11-18",4.23
"476","2008-11-19",3.53
"477","2008-11-20",2.9
"478","2008-11-21",3.79
"479","2008-11-24",4.09
"480","2008-11-25",4.39
"481","2008-11-26",4.79
"482","2008-11-28",4.9
"483","2008-12-01",4.24
"484","2008-12-02",4.42
"485","2008-12-03",4.57
"486","2008-12-04",4.3
"487","2008-12-05",4.36
"488","2008-12-08",4.59
"489","2008-12-09",4.59
"490","2008-12-10",4.8
"491","2008-12-11",5.37
"492","2008-12-12",5.77
"493","2008-12-15",5.9
"494","2008-12-16",5.93
"495","2008-12-17",6.48
"496","2008-12-18",5.78
"497","2008-12-19",5.95
"498","2008-12-22",5.47
"499","2008-12-23",5.87
"500","2008-12-24",5.74
"501","2008-12-26",5.6
"502","2008-12-29",5.48
"503","2008-12-30",5.31
"504","2008-12-31",5.63
"505","2009-01-02",6.01
"506","2009-01-05",6.63
"507","2009-01-06",6.93
"508","2009-01-07",6.46
"509","2009-01-08",6.61
"510","2009-01-09",6.76
"511","2009-01-12",6.32
"512","2009-01-13",6.88
"513","2009-01-14",6.55
"514","2009-01-15",6.64
"515","2009-01-16",6.82
"516","2009-01-20",5.99
"517","2009-01-21",6.56
"518","2009-01-22",6.03
"519","2009-01-23",6.41
"520","2009-01-26",6.6
"521","2009-01-27",6.56
"522","2009-01-28",6.68
"523","2009-01-29",6.57
"524","2009-01-30",6.57
"525","2009-02-02",6.52
"526","2009-02-03",6.64
"527","2009-02-04",7.47
"528","2009-02-05",7
"529","2009-02-06",7.19
"530","2009-02-09",7.44
"531","2009-02-10",7.24
"532","2009-02-11",7.34
"533","2009-02-12",7.25
"534","2009-02-13",7.38
"535","2009-02-17",7.16
"536","2009-02-18",6.97
"537","2009-02-19",6.64
"538","2009-02-20",6.33
"539","2009-02-23",6.03
"540","2009-02-24",6.24
"541","2009-02-25",6.03
"542","2009-02-26",5.92
"543","2009-02-27",5.85
"544","2009-03-02",5.09
"545","2009-03-03",4.89
"546","2009-03-04",5.2
"547","2009-03-05",4.77
"548","2009-03-06",4.83
"549","2009-03-09",4.33
"550","2009-03-10",4.77
"551","2009-03-11",5.22
"552","2009-03-12",5.36
"553","2009-03-13",5.64
"554","2009-03-16",5.44
"555","2009-03-17",5.72
"556","2009-03-18",5.71
"557","2009-03-19",5.58
"558","2009-03-20",5.56
"559","2009-03-23",6.07
"560","2009-03-24",5.84
"561","2009-03-25",6.08
"562","2009-03-26",6.36
"563","2009-03-27",6.21
"564","2009-03-30",5.91
"565","2009-03-31",5.52
"566","2009-04-01",5.63
"567","2009-04-02",5.63
"568","2009-04-03",5.72
"569","2009-04-06",5.59
"570","2009-04-07",5.51
"571","2009-04-08",5.54
"572","2009-04-09",5.76
"573","2009-04-13",6.18
"574","2009-04-14",6.74
"575","2009-04-15",6.55
"576","2009-04-16",6.87
"577","2009-04-17",6.76
"578","2009-04-20",6.82
"579","2009-04-21",6.75
"580","2009-04-22",6.69
"581","2009-04-23",6.7
"582","2009-04-24",7.02
"583","2009-04-27",6.75
"584","2009-04-28",6.51
"585","2009-04-29",6.79
"586","2009-04-30",6.65
"587","2009-05-01",5.79
"588","2009-05-04",6.16
"589","2009-05-05",6.49
"590","2009-05-06",6.7
"591","2009-05-07",6.35
"592","2009-05-08",6.43
"593","2009-05-11",6.38
"594","2009-05-12",6.19
"595","2009-05-13",5.94
"596","2009-05-14",6.07
"597","2009-05-15",5.94
"598","2009-05-18",6.08
"599","2009-05-19",6.23
"600","2009-05-20",6.11
"601","2009-05-21",5.99
"602","2009-05-22",5.95
"603","2009-05-26",6.1
"604","2009-05-27",6.07
"605","2009-05-28",6.04
"606","2009-05-29",6.05
"607","2009-06-01",6.19
"608","2009-06-02",6.22
"609","2009-06-03",6.08
"610","2009-06-04",6.31
"611","2009-06-05",6.3
"612","2009-06-08",6.16
"613","2009-06-09",5.74
"614","2009-06-10",5.61
"615","2009-06-11",5.29
"616","2009-06-12",5.39
"617","2009-06-15",5.53
"618","2009-06-16",5.72
"619","2009-06-17",5.41
"620","2009-06-18",5.37
"621","2009-06-19",5.5
"622","2009-06-22",5.57
"623","2009-06-23",5.51
"624","2009-06-24",5.7
"625","2009-06-25",5.77
"626","2009-06-26",5.81
"627","2009-06-29",5.96
"628","2009-06-30",5.88
"629","2009-07-01",5.77
"630","2009-07-02",5.61
"631","2009-07-06",5.48
"632","2009-07-07",5.25
"633","2009-07-08",5.28
"634","2009-07-09",5.26
"635","2009-07-10",5.27
"636","2009-07-13",5.42
"637","2009-07-14",5.42
"638","2009-07-15",5.43
"639","2009-07-16",5.35
"640","2009-07-17",5.13
"641","2009-07-20",5.11
"642","2009-07-21",4.93
"643","2009-07-22",5.26
"644","2009-07-23",5.11
"645","2009-07-24",4.98
"646","2009-07-27",5
"647","2009-07-28",4.91
"648","2009-07-29",4.71
"649","2009-07-30",4.9
"650","2009-07-31",4.88
"651","2009-08-03",4.99
"652","2009-08-04",5.17
"653","2009-08-05",5.21
"654","2009-08-06",5.01
"655","2009-08-07",4.92
"656","2009-08-10",4.94
"657","2009-08-11",4.77
"658","2009-08-12",4.57
"659","2009-08-13",4.58
"660","2009-08-14",4.7
"661","2009-08-17",4.41
"662","2009-08-18",4.65
"663","2009-08-19",4.78
"664","2009-08-20",4.75
"665","2009-08-21",4.7
"666","2009-08-24",4.73
"667","2009-08-25",4.8
"668","2009-08-26",4.84
"669","2009-08-27",4.83
"670","2009-08-28",4.77
"671","2009-08-31",4.72
"672","2009-09-01",4.59
"673","2009-09-02",4.54
"674","2009-09-03",4.59
"675","2009-09-04",4.79
"676","2009-09-08",4.83
"677","2009-09-09",4.85
"678","2009-09-10",4.9
"679","2009-09-11",4.88
"680","2009-09-14",4.83
"681","2009-09-15",4.88
"682","2009-09-16",5.35
"683","2009-09-17",5.33
"684","2009-09-18",5.38
"685","2009-09-21",5.57
"686","2009-09-22",5.56
"687","2009-09-23",5.54
"688","2009-09-24",5.22
"689","2009-09-25",5.18
"690","2009-09-28",5.34
"691","2009-09-29",5.31
"692","2009-09-30",5.24
"693","2009-10-01",4.95
"694","2009-10-02",4.68
"695","2009-10-05",4.8
"696","2009-10-06",4.83
"697","2009-10-07",4.79
"698","2009-10-08",4.81
"699","2009-10-09",4.84
"700","2009-10-12",4.89
"701","2009-10-13",4.86
"702","2009-10-14",4.82
"703","2009-10-15",4.84
"704","2009-10-16",4.87
"705","2009-10-19",4.81
"706","2009-10-20",4.78
"707","2009-10-21",4.76
"708","2009-10-22",4.78
"709","2009-10-23",4.66
"710","2009-10-26",4.52
"711","2009-10-27",4.35
"712","2009-10-28",4.1
"713","2009-10-29",4.2
"714","2009-10-30",4.1
"715","2009-11-02",3.98
"716","2009-11-03",3.76
"717","2009-11-04",3.76
"718","2009-11-05",3.81
"719","2009-11-06",3.79
"720","2009-11-09",3.82
"721","2009-11-10",3.92
"722","2009-11-11",4.13
"723","2009-11-12",4.39
"724","2009-11-13",4.29
"725","2009-11-16",4.36
"726","2009-11-17",4.42
"727","2009-11-18",4.28
"728","2009-11-19",4.11
"729","2009-11-20",4.09
"730","2009-11-23",4.05
"731","2009-11-24",4.12
"732","2009-11-25",4.06
"733","2009-11-27",4.07
"734","2009-11-30",4.02
"735","2009-12-01",3.98
"736","2009-12-02",4.01
"737","2009-12-03",3.94
"738","2009-12-04",3.92
"739","2009-12-07",3.86
"740","2009-12-08",3.7
"741","2009-12-09",3.6
"742","2009-12-10",3.58
"743","2009-12-11",3.53
"744","2009-12-14",3.67
"745","2009-12-15",3.79
"746","2009-12-16",4.01
"747","2009-12-17",4.18
"748","2009-12-18",4.15
"749","2009-12-21",3.54
"750","2009-12-22",3.23
"751","2009-12-23",3.04
"752","2009-12-24",3.18
"753","2009-12-28",3.22
"754","2009-12-29",3.21
"755","2009-12-30",3.3
"756","2009-12-31",3.27
"757","2010-01-04",3.25
"758","2010-01-05",3.23
"759","2010-01-06",3.28
"760","2010-01-07",3.32
"761","2010-01-08",3.31
"762","2010-01-11",3.24
"763","2010-01-12",3.13
"764","2010-01-13",3.18
"765","2010-01-14",3.19
"766","2010-01-15",3.13
"767","2010-01-19",3.1
"768","2010-01-20",3.03
"769","2010-01-21",3
"770","2010-01-22",2.95
"771","2010-01-25",2.88
"772","2010-01-26",2.78
"773","2010-01-27",2.78
"774","2010-01-28",2.82
"775","2010-01-29",2.74
"776","2010-02-01",2.76
"777","2010-02-02",2.99
"778","2010-02-03",3.06
"779","2010-02-04",2.92
"780","2010-02-05",2.91
"781","2010-02-08",2.85
"782","2010-02-09",2.85
"783","2010-02-10",2.82
"784","2010-02-11",2.97
"785","2010-02-12",3.02
"786","2010-02-16",3.02
"787","2010-02-17",2.97
"788","2010-02-18",2.97
"789","2010-02-19",3.01
"790","2010-02-22",2.94
"791","2010-02-23",2.91
"792","2010-02-24",2.93
"793","2010-02-25",2.89
"794","2010-02-26",2.89
"795","2010-03-01",2.9
"796","2010-03-02",3.09
"797","2010-03-03",3.07
"798","2010-03-04",3.1
"799","2010-03-05",3.21
"800","2010-03-08",3.31
"801","2010-03-09",3.3
"802","2010-03-10",3.26
"803","2010-03-11",3.27
"804","2010-03-12",3.22
"805","2010-03-15",3.14
"806","2010-03-16",3.28
"807","2010-03-17",3.24
"808","2010-03-18",3.18
"809","2010-03-19",3.16
"810","2010-03-22",3.16
"811","2010-03-23",3.22
"812","2010-03-24",3.16
"813","2010-03-25",3.2
"814","2010-03-26",3.18
"815","2010-03-29",3.19
"816","2010-03-30",3.23
"817","2010-03-31",3.19
"818","2010-04-01",3.14
"819","2010-04-05",3.14
"820","2010-04-06",3.2
"821","2010-04-07",3.13
"822","2010-04-08",3.19
"823","2010-04-09",3.18
"824","2010-04-12",3.19
"825","2010-04-13",3.24
"826","2010-04-14",3.25
"827","2010-04-15",3.21
"828","2010-04-16",3.07
"829","2010-04-19",2.98
"830","2010-04-20",3.03
"831","2010-04-21",3.08
"832","2010-04-22",3.08
"833","2010-04-23",3.02
"834","2010-04-26",3.05
"835","2010-04-27",3.03
"836","2010-04-28",3.01
"837","2010-04-29",3.03
"838","2010-04-30",3.01
"839","2010-05-03",2.98
"840","2010-05-04",2.75
"841","2010-05-05",2.72
"842","2010-05-06",2.51
"843","2010-05-07",2.42
"844","2010-05-10",2.35
"845","2010-05-11",2.33
"846","2010-05-12",2.49
"847","2010-05-13",2.47
"848","2010-05-14",2.49
"849","2010-05-17",2.47
"850","2010-05-18",2.55
"851","2010-05-19",2.74
"852","2010-05-20",2.53
"853","2010-05-21",2.48
"854","2010-05-24",2.52
"855","2010-05-25",2.46
"856","2010-05-26",2.55
"857","2010-05-27",2.53
"858","2010-05-28",2.52
"859","2010-06-01",2.42
"860","2010-06-02",2.42
"861","2010-06-03",2.45
"862","2010-06-04",2.37
"863","2010-06-07",2.23
"864","2010-06-08",2.27
"865","2010-06-09",2.29
"866","2010-06-10",2.25
"867","2010-06-11",2.31
"868","2010-06-14",2.35
"869","2010-06-15",2.41
"870","2010-06-16",2.34
"871","2010-06-17",2.3
"872","2010-06-18",2.19
"873","2010-06-21",2.22
"874","2010-06-22",2.18
"875","2010-06-23",2.16
"876","2010-06-24",2.04
"877","2010-06-25",2.03
"878","2010-06-28",2.18
"879","2010-06-29",2.45
"880","2010-06-30",2.38
"881","2010-07-01",2.27
"882","2010-07-02",2.32
"883","2010-07-06",2.17
"884","2010-07-07",2.17
"885","2010-07-08",2.18
"886","2010-07-09",2.2
"887","2010-07-12",2.18
"888","2010-07-13",2.29
"889","2010-07-14",2.34
"890","2010-07-15",2.3
"891","2010-07-16",2.25
"892","2010-07-19",2.2
"893","2010-07-20",2.19
"894","2010-07-21",2.16
"895","2010-07-22",2.13
"896","2010-07-23",2.14
"897","2010-07-26",2.17
"898","2010-07-27",2.1
"899","2010-07-28",2.14
"900","2010-07-29",2.17
"901","2010-07-30",2.15
"902","2010-08-02",2.14
"903","2010-08-03",2.07
"904","2010-08-04",2.07
"905","2010-08-05",2.09
"906","2010-08-06",2.05
"907","2010-08-09",2.04
"908","2010-08-10",2
"909","2010-08-11",1.91
"910","2010-08-12",1.91
"911","2010-08-13",1.98
"912","2010-08-16",2.05
"913","2010-08-17",2.05
"914","2010-08-18",2
"915","2010-08-19",1.98
"916","2010-08-20",2.08
"917","2010-08-23",1.99
"918","2010-08-24",1.96
"919","2010-08-25",2.22
"920","2010-08-26",1.96
"921","2010-08-27",2.1
"922","2010-08-30",2.04
"923","2010-08-31",2.01
"924","2010-09-01",2
"925","2010-09-02",2.01
"926","2010-09-03",2.08
"927","2010-09-07",2.06
"928","2010-09-08",2.01
"929","2010-09-09",2.02
"930","2010-09-10",2.01
"931","2010-09-13",1.99
"932","2010-09-14",1.98
"933","2010-09-15",1.99
"934","2010-09-16",1.99
"935","2010-09-17",2.09
"936","2010-09-20",1.98
"937","2010-09-21",1.97
"938","2010-09-22",1.95
"939","2010-09-23",1.92
"940","2010-09-24",1.98
"941","2010-09-27",1.99
"942","2010-09-28",2
"943","2010-09-29",2.06
"944","2010-09-30",2.03
"945","2010-10-01",2
"946","2010-10-04",1.94
"947","2010-10-05",1.99
"948","2010-10-06",1.96
"949","2010-10-07",1.95
"950","2010-10-08",2.03
"951","2010-10-11",2.03
"952","2010-10-12",1.97
"953","2010-10-13",1.97
"954","2010-10-14",1.94
"955","2010-10-15",2.1
"956","2010-10-18",2.02
"957","2010-10-19",1.97
"958","2010-10-20",1.94
"959","2010-10-21",1.94
"960","2010-10-22",1.96
"961","2010-10-25",1.85
"962","2010-10-26",1.76
"963","2010-10-27",1.72
"964","2010-10-28",1.73
"965","2010-10-29",1.73
"966","2010-11-01",1.73
"967","2010-11-02",1.7
"968","2010-11-03",1.64
"969","2010-11-04",1.67
"970","2010-11-05",1.7
"971","2010-11-08",1.7
"972","2010-11-09",1.75
"973","2010-11-10",1.74
"974","2010-11-11",1.69
"975","2010-11-12",1.64
"976","2010-11-15",1.62
"977","2010-11-16",1.53
"978","2010-11-17",1.49
"979","2010-11-18",1.47
"980","2010-11-19",1.5
"981","2010-11-22",1.47
"982","2010-11-23",1.41
"983","2010-11-24",1.46
"984","2010-11-26",1.46
"985","2010-11-29",1.44
"986","2010-11-30",1.4
"987","2010-12-01",1.45
"988","2010-12-02",1.52
"989","2010-12-03",1.54
"990","2010-12-06",1.54
"991","2010-12-07",1.56
"992","2010-12-08",1.53
"993","2010-12-09",1.55
"994","2010-12-10",1.54
"995","2010-12-13",1.6
