"","date","ASND"
"72","2015-05-11",16.52
"73","2015-05-12",16.809999
"74","2015-05-13",16.809999
"75","2015-05-14",17.379999
"76","2015-05-15",17.280001
"77","2015-05-18",17.57
"78","2015-05-19",17.75
"79","2015-05-20",18.084999
"80","2015-05-21",17.91
"81","2015-05-22",17.66
"82","2015-05-26",17.309999
"83","2015-05-27",16.110001
"84","2015-05-28",16.16
"85","2015-05-29",16.65
"86","2015-06-01",16.09
"87","2015-06-02",16.23
"88","2015-06-03",16.75
"89","2015-06-04",16.870001
"90","2015-06-05",16.719999
"91","2015-06-08",16.35
"92","2015-06-09",16.110001
"93","2015-06-10",15.835
"94","2015-06-11",16.09
"95","2015-06-12",16.450001
"96","2015-06-15",17.52
"97","2015-06-16",18
"98","2015-06-17",17.83
"99","2015-06-18",17.879999
"100","2015-06-19",17.6
"101","2015-06-22",17.58
"102","2015-06-23",17.450001
"103","2015-06-24",16.82
"104","2015-06-25",16.92
"105","2015-06-26",17.379999
"106","2015-06-29",17.23
"107","2015-06-30",17.68
"108","2015-07-01",18.235001
"109","2015-07-02",18.440001
"110","2015-07-06",18.610001
"111","2015-07-07",18.965
"112","2015-07-08",18.959999
"113","2015-07-09",19.6
"114","2015-07-10",19.379999
"115","2015-07-13",19.780001
"116","2015-07-14",20.809999
"117","2015-07-15",20.870001
"118","2015-07-16",21.459999
"119","2015-07-17",21.35
"120","2015-07-20",21.43
"121","2015-07-21",21
"122","2015-07-22",21.219999
"123","2015-07-23",21.280001
"124","2015-07-24",21.139999
"125","2015-07-27",19.940001
"126","2015-07-28",20.27
"127","2015-07-29",19.93
"128","2015-07-30",20.870001
"129","2015-07-31",20.030001
"130","2015-08-03",19.58
"131","2015-08-04",19.75
"132","2015-08-05",19.18
"133","2015-08-06",19.139999
"134","2015-08-07",19.34
"135","2015-08-10",20.25
"136","2015-08-11",20.610001
"137","2015-08-12",19.709999
"138","2015-08-13",17.59
"139","2015-08-14",17.02
"140","2015-08-17",16.959999
"141","2015-08-18",17.969999
"142","2015-08-19",17.969999
"143","2015-08-20",17.809999
"144","2015-08-21",18.23
"145","2015-08-24",17.969999
"146","2015-08-25",19.610001
"147","2015-08-26",20.860001
"148","2015-08-27",20.049999
"149","2015-08-28",19.17
"150","2015-08-31",19.139999
"151","2015-09-01",19.309999
"152","2015-09-02",19.9
"153","2015-09-03",19.16
"154","2015-09-04",19.766001
"155","2015-09-08",19.790001
"156","2015-09-09",19.610001
"157","2015-09-10",20.549999
"158","2015-09-11",20.6
"159","2015-09-14",19.969999
"160","2015-09-15",19.73
"161","2015-09-16",19.870001
"162","2015-09-17",19.959999
"163","2015-09-18",20
"164","2015-09-21",19.74
"165","2015-09-22",19.639999
"166","2015-09-23",19.23
"167","2015-09-24",18.98
"168","2015-09-25",16.870001
"169","2015-09-28",16.879999
"170","2015-09-29",17.129999
"171","2015-09-30",17.700001
"172","2015-10-01",16.620001
"173","2015-10-02",16.190001
"174","2015-10-05",16.49
"175","2015-10-06",16.620001
"176","2015-10-07",17.01
"177","2015-10-08",17.190001
"178","2015-10-09",17.24
"179","2015-10-12",16.709999
"180","2015-10-13",16.690001
"181","2015-10-14",16.52
"182","2015-10-15",17.49
"183","2015-10-16",17.870001
"184","2015-10-19",17.83
"185","2015-10-20",17.809999
"186","2015-10-21",18
"187","2015-10-22",17.99
"188","2015-10-23",18.129999
"189","2015-10-26",17.959999
"190","2015-10-27",17.870001
"191","2015-10-28",17.459999
"192","2015-10-29",17.895
"193","2015-10-30",18
"194","2015-11-02",18.24
"195","2015-11-03",17.780001
"196","2015-11-04",17.809999
"197","2015-11-05",17.84
"198","2015-11-06",17.75
"199","2015-11-09",18.030001
"200","2015-11-10",18.17
"201","2015-11-11",18.57
"202","2015-11-12",17.32
"203","2015-11-13",17.93
"204","2015-11-16",17.889999
"205","2015-11-17",17.93
"206","2015-11-18",17.700001
"207","2015-11-19",16.780001
"208","2015-11-20",16.969999
"209","2015-11-23",17.309999
"210","2015-11-24",17.5
"211","2015-11-25",17.690001
"212","2015-11-27",18.07
"213","2015-11-30",17.83
"214","2015-12-01",17.889999
"215","2015-12-02",17.9
"216","2015-12-03",17.34
"217","2015-12-04",17.530001
"218","2015-12-07",16.65
"219","2015-12-08",16.76
"220","2015-12-09",16.844999
"221","2015-12-10",16.799999
"222","2015-12-11",17.9
"223","2015-12-14",17.700001
"224","2015-12-15",18.110001
"225","2015-12-16",17.9
"226","2015-12-17",17.27
"227","2015-12-18",16.99
"228","2015-12-21",16.719999
"229","2015-12-22",16.92
"230","2015-12-23",17.83
"231","2015-12-24",17.870001
"232","2015-12-28",17.799999
"233","2015-12-29",17.85
"234","2015-12-30",18.09
"235","2015-12-31",18.32
"236","2016-01-04",18.030001
"237","2016-01-05",18.02
"238","2016-01-06",17.870001
"239","2016-01-07",16.65
"240","2016-01-08",14.49
"241","2016-01-11",14.1
"242","2016-01-12",14.7
"243","2016-01-13",14.9
"244","2016-01-14",16.15
"245","2016-01-15",16.84
"246","2016-01-19",16.52
"247","2016-01-20",16.15
"248","2016-01-21",16.459999
"249","2016-01-22",18.25
"250","2016-01-25",18.26
"251","2016-01-26",18.610001
"252","2016-01-27",18.08
"253","2016-01-28",18.18
"254","2016-01-29",19.040001
"255","2016-02-01",19.07
"256","2016-02-02",18.860001
"257","2016-02-03",19
"258","2016-02-04",19.120001
"259","2016-02-05",18.91
"260","2016-02-08",18.23
"261","2016-02-09",17.98
"262","2016-02-10",17.879999
"263","2016-02-11",18
"264","2016-02-12",18.389999
"265","2016-02-16",18.049999
"266","2016-02-17",18.4
"267","2016-02-18",18.389999
"268","2016-02-19",18.209999
"269","2016-02-22",18.530001
"270","2016-02-23",19.370001
"271","2016-02-24",18.1
"272","2016-02-25",17.879999
"273","2016-02-26",17.91
"274","2016-02-29",17.35
"275","2016-03-01",17.02
"276","2016-03-02",16.99
"277","2016-03-03",17.360001
"278","2016-03-04",17.799999
"279","2016-03-07",18.08
"280","2016-03-08",18
"281","2016-03-09",17.879999
"282","2016-03-10",18.129999
"283","2016-03-11",18.18
"284","2016-03-14",18.41
"285","2016-03-15",18.139999
"286","2016-03-16",18.299999
"287","2016-03-17",17.76
"288","2016-03-18",17.66
"289","2016-03-21",17.959999
"290","2016-03-22",18
"291","2016-03-23",17.91
"292","2016-03-24",17.57
"293","2016-03-28",18.01
"294","2016-03-29",18.030001
"295","2016-03-30",18.74
"296","2016-03-31",18.549999
"297","2016-04-01",18.73
"298","2016-04-04",18.629999
"299","2016-04-05",18.43
"300","2016-04-06",18.85
"301","2016-04-07",18.15
"302","2016-04-08",18.41
"303","2016-04-11",18.34
"304","2016-04-12",18.41
"305","2016-04-13",18.17
"306","2016-04-14",18.389999
"307","2016-04-15",17.540001
"308","2016-04-18",17.73
"309","2016-04-19",17.75
"310","2016-04-20",17.17
"311","2016-04-21",17.73
"312","2016-04-22",17.52
"313","2016-04-25",17.700001
"314","2016-04-26",17.59
"315","2016-04-27",17.27
"316","2016-04-28",16.99
"317","2016-04-29",16.870001
"318","2016-05-02",17.17
"319","2016-05-03",16.799999
"320","2016-05-04",17.309999
"321","2016-05-05",16.16
"322","2016-05-06",16.08
"323","2016-05-09",15.87
"324","2016-05-10",15.68
"325","2016-05-11",15.79
"326","2016-05-12",15
"327","2016-05-13",14.82
"328","2016-05-16",14.87
"329","2016-05-17",14.725
"330","2016-05-18",14.15
"331","2016-05-19",14.03
"332","2016-05-20",14.11
"333","2016-05-23",13.89
"334","2016-05-24",13.91
"335","2016-05-25",13.92
"336","2016-05-26",13.81
"337","2016-05-27",13.99
"338","2016-05-31",13.74
"339","2016-06-01",13.88
"340","2016-06-02",13.62
"341","2016-06-03",12.54
"342","2016-06-06",12.53
"343","2016-06-07",12.25
"344","2016-06-08",14.24
"345","2016-06-09",13.59
"346","2016-06-10",13.46
"347","2016-06-13",12.88
"348","2016-06-14",12.46
"349","2016-06-15",12.72
"350","2016-06-16",13.59
"351","2016-06-17",13.97
"352","2016-06-20",14.11
"353","2016-06-21",13.74
"354","2016-06-22",13.69
"355","2016-06-23",13.86
"356","2016-06-24",13.88
"357","2016-06-27",12.93
"358","2016-06-28",13.39
"359","2016-06-29",13.59
"360","2016-06-30",13.27
"361","2016-07-01",13.03
"362","2016-07-05",13.27
"363","2016-07-06",13.28
"364","2016-07-07",12.73
"365","2016-07-08",12.98
"366","2016-07-11",12.87
"367","2016-07-12",12.97
"368","2016-07-13",12.7
"369","2016-07-14",12.91
"370","2016-07-15",12.94
"371","2016-07-18",12.77
"372","2016-07-19",12.88
"373","2016-07-20",13.28
"374","2016-07-21",13.1
"375","2016-07-22",12.94
"376","2016-07-25",12.85
"377","2016-07-26",12.92
"378","2016-07-27",13.01
"379","2016-07-28",13.32
"380","2016-07-29",14.4
"381","2016-08-01",14.07
"382","2016-08-02",14.08
"383","2016-08-03",14.4
"384","2016-08-04",14.41
"385","2016-08-05",14.45
"386","2016-08-08",14.4
"387","2016-08-09",14.5
"388","2016-08-10",14.49
"389","2016-08-11",14.71
"390","2016-08-12",15.11
"391","2016-08-15",15.25
"392","2016-08-16",17.07
"393","2016-08-17",17.280001
"394","2016-08-18",18.280001
"395","2016-08-19",18.41
"396","2016-08-22",18.02
"397","2016-08-23",18.450001
"398","2016-08-24",17.76
"399","2016-08-25",17.49
"400","2016-08-26",17.67
"401","2016-08-29",17.860001
"402","2016-08-30",18.1
"403","2016-08-31",18.440001
"404","2016-09-01",19.639999
"405","2016-09-02",19.4
"406","2016-09-06",19.5
"407","2016-09-07",19.73
"408","2016-09-08",19.73
"409","2016-09-09",19.709999
"410","2016-09-12",20
"411","2016-09-13",19.9
"412","2016-09-14",20.34
"413","2016-09-15",21.309999
"414","2016-09-16",20.299999
"415","2016-09-19",19.959999
"416","2016-09-20",19.76
"417","2016-09-21",19.809999
"418","2016-09-22",19.969999
"419","2016-09-23",19.629999
"420","2016-09-26",19.870001
"421","2016-09-27",21.01
"422","2016-09-28",20.66
"423","2016-09-29",20.309999
"424","2016-09-30",20.1
"425","2016-10-03",19.91
"426","2016-10-04",19.99
"427","2016-10-05",20.23
"428","2016-10-06",20.02
"429","2016-10-07",19.93
"430","2016-10-10",19.860001
"431","2016-10-11",19.91
"432","2016-10-12",19.99
"433","2016-10-13",20.940001
"434","2016-10-14",20.440001
"435","2016-10-17",20.040001
"436","2016-10-18",20.09
"437","2016-10-19",19
"438","2016-10-20",19.25
"439","2016-10-21",19.08
"440","2016-10-24",19
"441","2016-10-25",19.01
"442","2016-10-26",19.540001
"443","2016-10-27",19.01
"444","2016-10-28",18.860001
"445","2016-10-31",19.469999
"446","2016-11-01",18.98
"447","2016-11-02",19.17
"448","2016-11-03",19.15
"449","2016-11-04",19.25
"450","2016-11-07",19.4
"451","2016-11-08",19.34
"452","2016-11-09",19.42
"453","2016-11-10",19.530001
"454","2016-11-11",19.49
"455","2016-11-14",20.34
"456","2016-11-15",20.280001
"457","2016-11-16",19.959999
"458","2016-11-17",20.120001
"459","2016-11-18",20.65
"460","2016-11-21",20.4
"461","2016-11-22",20.48
"462","2016-11-23",20.530001
"463","2016-11-25",20.635
"464","2016-11-28",20.51
"465","2016-11-29",20.5
"466","2016-11-30",20.530001
"467","2016-12-01",20.459999
"468","2016-12-02",20.25
"469","2016-12-05",20.459999
"470","2016-12-06",20.42
"471","2016-12-07",20.51
"472","2016-12-08",20.620001
"473","2016-12-09",20.6
"474","2016-12-12",20.299999
"475","2016-12-13",20.440001
"476","2016-12-14",20.67
"477","2016-12-15",20.9
"478","2016-12-16",21.08
"479","2016-12-19",20.200001
"480","2016-12-20",19.719999
"481","2016-12-21",20.110001
"482","2016-12-22",20.01
"483","2016-12-23",19.870001
"484","2016-12-27",19.77
"485","2016-12-28",19.799999
"486","2016-12-29",19.700001
"487","2016-12-30",20.24
"488","2017-01-03",19.91
"489","2017-01-04",20.52
"490","2017-01-05",20.67
"491","2017-01-06",20.68
"492","2017-01-09",20.610001
"493","2017-01-10",20.719999
"494","2017-01-11",20.610001
"495","2017-01-12",21.190001
"496","2017-01-13",20.860001
"497","2017-01-17",21.129999
"498","2017-01-18",21.040001
"499","2017-01-19",21
"500","2017-01-20",21.23
"501","2017-01-23",21.004999
"502","2017-01-24",21.280001
"503","2017-01-25",21.120001
"504","2017-01-26",21.15
"505","2017-01-27",21.16
"506","2017-01-30",21.125
"507","2017-01-31",21.440001
"508","2017-02-01",21.889999
"509","2017-02-02",22.09
"510","2017-02-03",21.9
"511","2017-02-06",22.24
"512","2017-02-07",22.190001
"513","2017-02-08",22.219999
"514","2017-02-09",22.959999
"515","2017-02-10",23.559999
"516","2017-02-13",24.27
"517","2017-02-14",26.01
"518","2017-02-15",26.74
"519","2017-02-16",27.469999
"520","2017-02-17",28.24
"521","2017-02-21",27.67
"522","2017-02-22",28.34
"523","2017-02-23",28.9
"524","2017-02-24",28.860001
"525","2017-02-27",28.84
"526","2017-02-28",29.57
"527","2017-03-01",29.549999
"528","2017-03-02",29.92
"529","2017-03-03",29.74
"530","2017-03-06",29.389999
"531","2017-03-07",29.280001
"532","2017-03-08",29.700001
"533","2017-03-09",29.530001
"534","2017-03-10",29.49
"535","2017-03-13",29.299999
"536","2017-03-14",28.540001
"537","2017-03-15",29.370001
"538","2017-03-16",29.049999
"539","2017-03-17",29.68
"540","2017-03-20",29.52
"541","2017-03-21",28.77
"542","2017-03-22",29.200001
"543","2017-03-23",29.200001
"544","2017-03-24",28.27
"545","2017-03-27",27.450001
"546","2017-03-28",27.49
"547","2017-03-29",27.02
"548","2017-03-30",27.1
"549","2017-03-31",28
"550","2017-04-03",27.73
"551","2017-04-04",28.43
"552","2017-04-05",27.860001
"553","2017-04-06",27.65
"554","2017-04-07",27.4
"555","2017-04-10",27.41
"556","2017-04-11",27.48
"557","2017-04-12",27.540001
"558","2017-04-13",27.91
"559","2017-04-17",27.469999
"560","2017-04-18",27.629999
"561","2017-04-19",27.84
"562","2017-04-20",27.67
"563","2017-04-21",28.040001
"564","2017-04-24",27.77
"565","2017-04-25",28.040001
"566","2017-04-26",29.83
"567","2017-04-27",28.940001
"568","2017-04-28",29.52
"569","2017-05-01",28.780001
"570","2017-05-02",28.629999
"571","2017-05-03",28.549999
"572","2017-05-04",28.25
"573","2017-05-05",28.15
"574","2017-05-08",28
"575","2017-05-09",27.65
"576","2017-05-10",27.690001
"577","2017-05-11",27.9
"578","2017-05-12",28.15
"579","2017-05-15",27.790001
"580","2017-05-16",28.33
"581","2017-05-17",28.35
"582","2017-05-18",27.940001
"583","2017-05-19",27.5
"584","2017-05-22",26.049999
"585","2017-05-23",25.41
"586","2017-05-24",25.35
"587","2017-05-25",25.030001
"588","2017-05-26",24.23
"589","2017-05-30",24.1
"590","2017-05-31",23.85
"591","2017-06-01",23.83
"592","2017-06-02",23.76
"593","2017-06-05",24.15
"594","2017-06-06",24.1
"595","2017-06-07",23.889999
"596","2017-06-08",23.4
"597","2017-06-09",23.950001
"598","2017-06-12",22.540001
"599","2017-06-13",22.76
"600","2017-06-14",22.92
"601","2017-06-15",23.200001
"602","2017-06-16",24
"603","2017-06-19",24.049999
"604","2017-06-20",22.82
"605","2017-06-21",23.040001
"606","2017-06-22",23.030001
"607","2017-06-23",26.360001
"608","2017-06-26",26.059999
"609","2017-06-27",25.110001
"610","2017-06-28",27.709999
"611","2017-06-29",28.219999
"612","2017-06-30",27.76
"613","2017-07-03",26.620001
"614","2017-07-05",27.66
"615","2017-07-06",27.65
"616","2017-07-07",28.16
"617","2017-07-10",28.4
"618","2017-07-11",27.99
"619","2017-07-12",28.33
"620","2017-07-13",28
"621","2017-07-14",28.09
"622","2017-07-17",27.790001
"623","2017-07-18",27.99
"624","2017-07-19",28.48
"625","2017-07-20",27.950001
"626","2017-07-21",28.049999
"627","2017-07-24",27.549999
"628","2017-07-25",27.68
"629","2017-07-26",28.17
"630","2017-07-27",28.059999
"631","2017-07-28",28.035
"632","2017-07-31",28.200001
"633","2017-08-01",28.08
"634","2017-08-02",28.09
"635","2017-08-03",28.01
"636","2017-08-04",28
"637","2017-08-07",27.91
"638","2017-08-08",27.809999
"639","2017-08-09",27.379999
"640","2017-08-10",26.889999
"641","2017-08-11",27.49
"642","2017-08-14",27.48
"643","2017-08-15",27.98
"644","2017-08-16",27.66
"645","2017-08-17",28
"646","2017-08-18",27.9
"647","2017-08-21",27.27
"648","2017-08-22",27.35
"649","2017-08-23",27.65
"650","2017-08-24",27.67
"651","2017-08-25",27.83
"652","2017-08-28",27.370001
"653","2017-08-29",27.23
"654","2017-08-30",27.120001
"655","2017-08-31",27.959999
"656","2017-09-01",28.27
"657","2017-09-05",27.25
"658","2017-09-06",27.08
"659","2017-09-07",27.48
"660","2017-09-08",28.41
"661","2017-09-11",27.959999
"662","2017-09-12",29.450001
"663","2017-09-13",29.08
"664","2017-09-14",29.23
"665","2017-09-15",29.549999
"666","2017-09-18",29.440001
"667","2017-09-19",28.799999
"668","2017-09-20",29.290001
"669","2017-09-21",27.74
"670","2017-09-22",34.240002
"671","2017-09-25",36.130001
"672","2017-09-26",37.099998
"673","2017-09-27",34.639999
"674","2017-09-28",35.5
"675","2017-09-29",36.25
"676","2017-10-02",37.119999
"677","2017-10-03",36.619999
"678","2017-10-04",34.810001
"679","2017-10-05",34.599998
"680","2017-10-06",35.790001
"681","2017-10-09",35.830002
"682","2017-10-10",36.139999
"683","2017-10-11",36.650002
"684","2017-10-12",36.599998
"685","2017-10-13",36.360001
"686","2017-10-16",35.950001
"687","2017-10-17",36.09
"688","2017-10-18",35.900002
"689","2017-10-19",35.830002
"690","2017-10-20",35.07
"691","2017-10-23",35.889999
"692","2017-10-24",34.619999
"693","2017-10-25",33.360001
"694","2017-10-26",32.25
"695","2017-10-27",31.98
"696","2017-10-30",32.93
"697","2017-10-31",33.98
"698","2017-11-01",33.560001
"699","2017-11-02",33.959999
"700","2017-11-03",35.360001
"701","2017-11-06",36.23
"702","2017-11-07",36.279999
"703","2017-11-08",35.869999
"704","2017-11-09",35.369999
"705","2017-11-10",36.130001
"706","2017-11-13",35.540001
"707","2017-11-14",35.5
"708","2017-11-15",35.029999
"709","2017-11-16",36.75
"710","2017-11-17",36.939999
"711","2017-11-20",36.130001
"712","2017-11-21",36.490002
"713","2017-11-22",37.110001
"714","2017-11-24",36.810001
"715","2017-11-27",36.150002
"716","2017-11-28",36.470001
"717","2017-11-29",35.91
"718","2017-11-30",37.099998
"719","2017-12-01",36.91
"720","2017-12-04",36.610001
"721","2017-12-05",37.130001
"722","2017-12-06",36.470001
"723","2017-12-07",37.110001
"724","2017-12-08",37.509998
"725","2017-12-11",37.540001
"726","2017-12-12",37.18
"727","2017-12-13",37.389999
"728","2017-12-14",37.360001
"729","2017-12-15",36.830002
"730","2017-12-18",36.970001
"731","2017-12-19",38.049999
"732","2017-12-20",39.119999
"733","2017-12-21",39.279999
"734","2017-12-22",39.470001
"735","2017-12-26",40.099998
"736","2017-12-27",40.09
"737","2017-12-28",40.380001
"738","2017-12-29",40.060001
"739","2018-01-02",39.799999
"740","2018-01-03",39.869999
"741","2018-01-04",38.98
"742","2018-01-05",39.919998
"743","2018-01-08",40.540001
"744","2018-01-09",46
"745","2018-01-10",45.990002
"746","2018-01-11",45.630001
"747","2018-01-12",46.580002
"748","2018-01-16",47.599998
"749","2018-01-17",49.91
"750","2018-01-18",50.240002
"751","2018-01-19",51.529999
"752","2018-01-22",53.689999
"753","2018-01-23",54.130001
"754","2018-01-24",54.169998
"755","2018-01-25",51.48
"756","2018-01-26",53.639999
"757","2018-01-29",53.669998
"758","2018-01-30",51.5
"759","2018-01-31",50.970001
"760","2018-02-01",50.279999
"761","2018-02-02",49.790001
"762","2018-02-05",48.73
"763","2018-02-06",48.599998
"764","2018-02-07",51.32
"765","2018-02-08",51.040001
"766","2018-02-09",50.099998
"767","2018-02-12",51.52
"768","2018-02-13",51.369999
"769","2018-02-14",56
"770","2018-02-15",55.790001
"771","2018-02-16",55.810001
"772","2018-02-20",59
"773","2018-02-21",58
"774","2018-02-22",59.43
"775","2018-02-23",61.369999
"776","2018-02-26",62.860001
"777","2018-02-27",62.349998
"778","2018-02-28",62.189999
"779","2018-03-01",63.650002
"780","2018-03-02",65.989998
"781","2018-03-05",67.849998
"782","2018-03-06",65.949997
"783","2018-03-07",67.230003
"784","2018-03-08",67.93
"785","2018-03-09",67.839996
"786","2018-03-12",68.040001
"787","2018-03-13",66.959999
"788","2018-03-14",66.620003
"789","2018-03-15",66.949997
"790","2018-03-16",63.799999
"791","2018-03-19",63
"792","2018-03-20",64.099998
"793","2018-03-21",66.040001
"794","2018-03-22",64.540001
"795","2018-03-23",64.32
"796","2018-03-26",64.309998
"797","2018-03-27",63.16
"798","2018-03-28",63.419998
"799","2018-03-29",65.400002
"800","2018-04-02",60.060001
"801","2018-04-03",59.259998
"802","2018-04-04",60.490002
"803","2018-04-05",60.709999
"804","2018-04-06",58.549999
"805","2018-04-09",59.759998
"806","2018-04-10",62.150002
"807","2018-04-11",61.950001
"808","2018-04-12",62.700001
"809","2018-04-13",62.130001
"810","2018-04-16",62.509998
"811","2018-04-17",66.419998
"812","2018-04-18",65.449997
"813","2018-04-19",65.010002
"814","2018-04-20",63.810001
"815","2018-04-23",61.18
"816","2018-04-24",61.93
"817","2018-04-25",64.18
"818","2018-04-26",64.25
"819","2018-04-27",63.310001
"820","2018-04-30",63.009998
"821","2018-05-01",64.559998
"822","2018-05-02",65.980003
"823","2018-05-03",64.5
"824","2018-05-04",65.410004
"825","2018-05-07",65.279999
"826","2018-05-08",62.799999
"827","2018-05-09",64.184998
"828","2018-05-10",65.120003
"829","2018-05-11",65.5
"830","2018-05-14",65.949997
"831","2018-05-15",65.169998
"832","2018-05-16",68
"833","2018-05-17",66.919998
"834","2018-05-18",66.290001
"835","2018-05-21",66.879997
"836","2018-05-22",66.809998
"837","2018-05-23",67.019997
"838","2018-05-24",66.5
"839","2018-05-25",69.669998
"840","2018-05-29",73.919998
"841","2018-05-30",73.239998
"842","2018-05-31",72.019997
"843","2018-06-01",73.080002
"844","2018-06-04",70.919998
"845","2018-06-05",70.769997
"846","2018-06-06",70
"847","2018-06-07",67.5
"848","2018-06-08",69.580002
"849","2018-06-11",69.360001
"850","2018-06-12",71
"851","2018-06-13",68.809998
"852","2018-06-14",67.07
"853","2018-06-15",66.529999
"854","2018-06-18",66.599998
"855","2018-06-19",66.980003
"856","2018-06-20",66.910004
"857","2018-06-21",66.809998
"858","2018-06-22",66.779999
"859","2018-06-25",65.889999
"860","2018-06-26",67.370003
"861","2018-06-27",64.339996
"862","2018-06-28",65.57
"863","2018-06-29",66.519997
"864","2018-07-02",66.809998
"865","2018-07-03",68.739998
"866","2018-07-05",68.18
"867","2018-07-06",71.669998
"868","2018-07-09",71.75
"869","2018-07-10",69.790001
"870","2018-07-11",68.099998
"871","2018-07-12",69.5
"872","2018-07-13",69.730003
"873","2018-07-16",69.349998
"874","2018-07-17",70.5
"875","2018-07-18",71.760002
"876","2018-07-19",70.849998
"877","2018-07-20",69.18
"878","2018-07-23",69.160004
"879","2018-07-24",67.209999
"880","2018-07-25",68.879997
"881","2018-07-26",67.849998
"882","2018-07-27",65.529999
"883","2018-07-30",66.830002
"884","2018-07-31",67.940002
"885","2018-08-01",67.919998
"886","2018-08-02",68.059998
"887","2018-08-03",66.82
"888","2018-08-06",66.620003
"889","2018-08-07",66.879997
"890","2018-08-08",65.75
"891","2018-08-09",66.330002
"892","2018-08-10",67.599998
"893","2018-08-13",68.339996
"894","2018-08-14",68
"895","2018-08-15",67.360001
"896","2018-08-16",69.089996
"897","2018-08-17",71.519997
"898","2018-08-20",69.32
"899","2018-08-21",70.040001
"900","2018-08-22",72.510002
"901","2018-08-23",73.760002
"902","2018-08-24",74.059998
"903","2018-08-27",76.279999
"904","2018-08-28",75.43
"905","2018-08-29",76.089996
"906","2018-08-30",70.690002
"907","2018-08-31",70.980003
"908","2018-09-04",68.870003
"909","2018-09-05",69.220001
"910","2018-09-06",68.199997
"911","2018-09-07",65.139999
"912","2018-09-10",64.349998
"913","2018-09-11",63.77
"914","2018-09-12",65.919998
"915","2018-09-13",69.150002
"916","2018-09-14",68.339996
"917","2018-09-17",68.18
"918","2018-09-18",67.830002
"919","2018-09-19",67.5
"920","2018-09-20",67.5
"921","2018-09-21",66.5
"922","2018-09-24",67.029999
"923","2018-09-25",66.809998
"924","2018-09-26",66.099998
"925","2018-09-27",66.459999
"926","2018-09-28",70.860001
"927","2018-10-01",69.669998
"928","2018-10-02",68.440002
"929","2018-10-03",68.18
"930","2018-10-04",66.839996
"931","2018-10-05",66.389999
"932","2018-10-08",66.300003
"933","2018-10-09",65.279999
"934","2018-10-10",61.98
"935","2018-10-11",59.009998
"936","2018-10-12",59.84
"937","2018-10-15",59.099998
"938","2018-10-16",63.66
"939","2018-10-17",65
"940","2018-10-18",66.25
"941","2018-10-19",66.879997
"942","2018-10-22",68.459999
"943","2018-10-23",66.379997
"944","2018-10-24",60.450001
"945","2018-10-25",63.939999
"946","2018-10-26",63.790001
"947","2018-10-29",62.630001
"948","2018-10-30",62.459999
"949","2018-10-31",64.290001
"950","2018-11-01",64.919998
"951","2018-11-02",64.5
"952","2018-11-05",63.490002
"953","2018-11-06",62.810001
"954","2018-11-07",65.07
"955","2018-11-08",63.900002
"956","2018-11-09",63.380001
"957","2018-11-12",60.25
"958","2018-11-13",61
"959","2018-11-14",56.07
"960","2018-11-15",58.009998
"961","2018-11-16",59.41
"962","2018-11-19",58.240002
"963","2018-11-20",57.25
"964","2018-11-21",59.139999
"965","2018-11-23",58.900002
"966","2018-11-26",59.470001
"967","2018-11-27",58.25
"968","2018-11-28",61.099998
"969","2018-11-29",66.629997
