"","date","CORT"
"97","2007-05-22",1.48
"98","2007-05-23",1.49
"99","2007-05-24",1.5
"100","2007-05-25",1.5
"101","2007-05-29",1.47
"102","2007-05-30",1.47
"103","2007-05-31",1.39
"104","2007-06-01",1.52
"105","2007-06-04",1.51
"106","2007-06-05",1.49
"107","2007-06-06",1.5
"108","2007-06-07",1.47
"109","2007-06-08",1.56
"110","2007-06-11",1.58
"111","2007-06-12",1.53
"112","2007-06-13",1.5
"113","2007-06-14",1.51
"114","2007-06-15",1.52
"115","2007-06-18",1.47
"116","2007-06-19",1.48
"117","2007-06-20",1.42
"118","2007-06-21",1.75
"119","2007-06-22",2.12
"120","2007-06-25",2.6
"121","2007-06-26",2.84
"122","2007-06-27",2.68
"123","2007-06-28",2.81
"124","2007-06-29",2.74
"125","2007-07-02",2.3
"126","2007-07-03",2.23
"127","2007-07-05",2.37
"128","2007-07-06",2.3
"129","2007-07-09",2.49
"130","2007-07-10",2.61
"131","2007-07-11",2.61
"132","2007-07-12",2.46
"133","2007-07-13",2.6
"134","2007-07-16",2.53
"135","2007-07-17",2.46
"136","2007-07-18",2.58
"137","2007-07-19",2.55
"138","2007-07-20",2.55
"139","2007-07-23",2.52
"140","2007-07-24",2.34
"141","2007-07-25",2.3
"142","2007-07-26",2.15
"143","2007-07-27",2.25
"144","2007-07-30",2.23
"145","2007-07-31",2.25
"146","2007-08-01",2.17
"147","2007-08-02",2.14
"148","2007-08-03",2.01
"149","2007-08-06",1.93
"150","2007-08-07",2.06
"151","2007-08-08",2.24
"152","2007-08-09",2.25
"153","2007-08-10",2.37
"154","2007-08-13",2.55
"155","2007-08-14",2.27
"156","2007-08-15",2.06
"157","2007-08-16",2.05
"158","2007-08-17",2.22
"159","2007-08-20",2.23
"160","2007-08-21",2.44
"161","2007-08-22",2.65
"162","2007-08-23",2.58
"163","2007-08-24",2.62
"164","2007-08-27",2.96
"165","2007-08-28",2.87
"166","2007-08-29",3.21
"167","2007-08-30",3.23
"168","2007-08-31",3.21
"169","2007-09-04",3.05
"170","2007-09-05",3.21
"171","2007-09-06",3.2
"172","2007-09-07",3.24
"173","2007-09-10",3.4
"174","2007-09-11",4.68
"175","2007-09-12",3.85
"176","2007-09-13",4.44
"177","2007-09-14",4.06
"178","2007-09-17",3.99
"179","2007-09-18",4.08
"180","2007-09-19",4.1
"181","2007-09-20",4.37
"182","2007-09-21",4.8
"183","2007-09-24",4.7
"184","2007-09-25",4.54
"185","2007-09-26",4.49
"186","2007-09-27",4.5
"187","2007-09-28",4.9
"188","2007-10-01",5.1
"189","2007-10-02",4.86
"190","2007-10-03",4.85
"191","2007-10-04",4.76
"192","2007-10-05",4.54
"193","2007-10-08",4.84
"194","2007-10-09",4.9
"195","2007-10-10",4.73
"196","2007-10-11",4.35
"197","2007-10-12",4.18
"198","2007-10-15",3.82
"199","2007-10-16",4.01
"200","2007-10-17",3.84
"201","2007-10-18",3.96
"202","2007-10-19",3.83
"203","2007-10-22",3.6
"204","2007-10-23",3.57
"205","2007-10-24",3.83
"206","2007-10-25",3.69
"207","2007-10-26",3.63
"208","2007-10-29",3.57
"209","2007-10-30",3.59
"210","2007-10-31",3.63
"211","2007-11-01",3.58
"212","2007-11-02",3.63
"213","2007-11-05",3.55
"214","2007-11-06",3.55
"215","2007-11-07",3.24
"216","2007-11-08",2.75
"217","2007-11-09",2.69
"218","2007-11-12",2.67
"219","2007-11-13",2.7
"220","2007-11-14",2.88
"221","2007-11-15",2.92
"222","2007-11-16",3.15
"223","2007-11-19",3.01
"224","2007-11-20",3
"225","2007-11-21",2.75
"226","2007-11-23",3.03
"227","2007-11-26",2.95
"228","2007-11-27",3.01
"229","2007-11-28",2.99
"230","2007-11-29",3
"231","2007-11-30",2.95
"232","2007-12-03",2.85
"233","2007-12-04",2.98
"234","2007-12-05",2.94
"235","2007-12-06",2.96
"236","2007-12-07",2.91
"237","2007-12-10",2.88
"238","2007-12-11",2.78
"239","2007-12-12",2.74
"240","2007-12-13",2.84
"241","2007-12-14",2.86
"242","2007-12-17",2.78
"243","2007-12-18",2.82
"244","2007-12-19",2.7
"245","2007-12-20",2.75
"246","2007-12-21",2.85
"247","2007-12-24",3.05
"248","2007-12-26",3.1
"249","2007-12-27",3
"250","2007-12-28",3
"251","2007-12-31",3.09
"252","2008-01-02",2.98
"253","2008-01-03",2.89
"254","2008-01-04",2.77
"255","2008-01-07",2.77
"256","2008-01-08",2.65
"257","2008-01-09",2.86
"258","2008-01-10",2.89
"259","2008-01-11",2.75
"260","2008-01-14",2.86
"261","2008-01-15",2.68
"262","2008-01-16",2.62
"263","2008-01-17",2.85
"264","2008-01-18",2.63
"265","2008-01-22",2.68
"266","2008-01-23",2.54
"267","2008-01-24",2.62
"268","2008-01-25",2.72
"269","2008-01-28",2.55
"270","2008-01-29",2.6
"271","2008-01-30",2.86
"272","2008-01-31",2.63
"273","2008-02-01",2.7
"274","2008-02-04",2.63
"275","2008-02-05",2.62
"276","2008-02-06",2.72
"277","2008-02-07",2.63
"278","2008-02-08",2.89
"279","2008-02-11",2.82
"280","2008-02-12",2.74
"281","2008-02-13",2.73
"282","2008-02-14",2.83
"283","2008-02-15",2.7
"284","2008-02-19",2.77
"285","2008-02-20",2.77
"286","2008-02-21",2.69
"287","2008-02-22",2.8
"288","2008-02-25",2.61
"289","2008-02-26",2.53
"290","2008-02-27",2.73
"291","2008-02-28",2.59
"292","2008-02-29",2.57
"293","2008-03-03",2.68
"294","2008-03-04",2.53
"295","2008-03-05",2.46
"296","2008-03-06",2.52
"297","2008-03-07",2.5
"298","2008-03-10",2.44
"299","2008-03-11",2.51
"300","2008-03-12",2.52
"301","2008-03-13",2.66
"302","2008-03-14",2.77
"303","2008-03-17",2.7
"304","2008-03-18",2.67
"305","2008-03-19",2.74
"306","2008-03-20",3.02
"307","2008-03-24",2.97
"308","2008-03-25",2.84
"309","2008-03-26",2.99
"310","2008-03-27",3.17
"311","2008-03-28",3.13
"312","2008-03-31",3.22
"313","2008-04-01",3.24
"314","2008-04-02",3.79
"315","2008-04-03",3.76
"316","2008-04-04",3.6
"317","2008-04-07",3.64
"318","2008-04-08",3.45
"319","2008-04-09",3.34
"320","2008-04-10",3.56
"321","2008-04-11",3.4
"322","2008-04-14",3.52
"323","2008-04-15",3.36
"324","2008-04-16",3.22
"325","2008-04-17",3.08
"326","2008-04-18",3.11
"327","2008-04-21",3.05
"328","2008-04-22",2.84
"329","2008-04-23",2.93
"330","2008-04-24",3
"331","2008-04-25",2.97
"332","2008-04-28",3
"333","2008-04-29",2.94
"334","2008-04-30",2.79
"335","2008-05-01",2.85
"336","2008-05-02",2.97
"337","2008-05-05",2.73
"338","2008-05-06",2.74
"339","2008-05-07",2.35
"340","2008-05-08",2.18
"341","2008-05-09",2.01
"342","2008-05-12",2.26
"343","2008-05-13",2.35
"344","2008-05-14",2.27
"345","2008-05-15",2.22
"346","2008-05-16",2.38
"347","2008-05-19",2.34
"348","2008-05-20",2.34
"349","2008-05-21",2.34
"350","2008-05-22",2.24
"351","2008-05-23",2.13
"352","2008-05-27",2.1
"353","2008-05-28",2.18
"354","2008-05-29",2.17
"355","2008-05-30",2.34
"356","2008-06-02",2.19
"357","2008-06-03",2.1
"358","2008-06-04",2.23
"359","2008-06-05",2.35
"360","2008-06-06",2.15
"361","2008-06-09",2.11
"362","2008-06-10",2.23
"363","2008-06-11",2.3
"364","2008-06-12",2.24
"365","2008-06-13",2.33
"366","2008-06-16",2.2
"367","2008-06-17",2.21
"368","2008-06-18",2.12
"369","2008-06-19",2.14
"370","2008-06-20",2.22
"371","2008-06-23",2.08
"372","2008-06-24",2.15
"373","2008-06-25",2.02
"374","2008-06-26",1.99
"375","2008-06-27",1.96
"376","2008-06-30",1.96
"377","2008-07-01",1.94
"378","2008-07-02",2.02
"379","2008-07-03",2.09
"380","2008-07-07",2.04
"381","2008-07-08",2.02
"382","2008-07-09",2.03
"383","2008-07-10",2.03
"384","2008-07-11",1.94
"385","2008-07-14",1.98
"386","2008-07-15",2.01
"387","2008-07-16",2.05
"388","2008-07-17",2.1
"389","2008-07-18",2.17
"390","2008-07-21",2.22
"391","2008-07-22",2.24
"392","2008-07-23",2.1
"393","2008-07-24",2.05
"394","2008-07-25",2.02
"395","2008-07-28",1.98
"396","2008-07-29",1.97
"397","2008-07-30",1.92
"398","2008-07-31",1.86
"399","2008-08-01",1.98
"400","2008-08-04",2.1
"401","2008-08-05",2.26
"402","2008-08-06",2.34
"403","2008-08-07",2.26
"404","2008-08-08",2.24
"405","2008-08-11",2.2
"406","2008-08-12",2.24
"407","2008-08-13",2.11
"408","2008-08-14",2.1
"409","2008-08-15",2.16
"410","2008-08-18",1.95
"411","2008-08-19",1.96
"412","2008-08-20",1.94
"413","2008-08-21",2.03
"414","2008-08-22",2.05
"415","2008-08-25",1.98
"416","2008-08-26",2.04
"417","2008-08-27",2.08
"418","2008-08-28",2.09
"419","2008-08-29",1.86
"420","2008-09-02",1.94
"421","2008-09-03",1.99
"422","2008-09-04",2.02
"423","2008-09-05",1.99
"424","2008-09-08",2
"425","2008-09-09",1.85
"426","2008-09-10",1.98
"427","2008-09-11",2.05
"428","2008-09-12",1.8
"429","2008-09-15",1.75
"430","2008-09-16",1.66
"431","2008-09-17",1.6
"432","2008-09-18",1.47
"433","2008-09-19",1.58
"434","2008-09-22",1.56
"435","2008-09-23",1.5
"436","2008-09-24",1.39
"437","2008-09-25",1.34
"438","2008-09-26",1.32
"439","2008-09-29",1.28
"440","2008-09-30",1.29
"441","2008-10-01",1.3
"442","2008-10-02",1.38
"443","2008-10-03",1.3
"444","2008-10-06",1.21
"445","2008-10-07",1.17
"446","2008-10-08",1.17
"447","2008-10-09",1.15
"448","2008-10-10",1
"449","2008-10-13",1.15
"450","2008-10-14",1.37
"451","2008-10-15",1.37
"452","2008-10-16",1.32
"453","2008-10-17",1.14
"454","2008-10-20",1.65
"455","2008-10-21",1.48
"456","2008-10-22",1.36
"457","2008-10-23",1.4
"458","2008-10-24",1.23
"459","2008-10-27",1.25
"460","2008-10-28",1.3
"461","2008-10-29",1.41
"462","2008-10-30",1.41
"463","2008-10-31",1.32
"464","2008-11-03",1.5
"465","2008-11-04",1.52
"466","2008-11-05",1.53
"467","2008-11-06",1.5
"468","2008-11-07",1.53
"469","2008-11-10",1.53
"470","2008-11-11",1.45
"471","2008-11-12",1.32
"472","2008-11-13",1.37
"473","2008-11-14",1.31
"474","2008-11-17",1.4
"475","2008-11-18",1.39
"476","2008-11-19",1.28
"477","2008-11-20",1.17
"478","2008-11-21",1
"479","2008-11-24",1.01
"480","2008-11-25",0.91
"481","2008-11-26",1.1
"482","2008-11-28",1.02
"483","2008-12-01",1.15
"484","2008-12-02",1.15
"485","2008-12-03",1.15
"486","2008-12-04",1.14
"487","2008-12-05",1.13
"488","2008-12-08",1.08
"489","2008-12-09",1.14
"490","2008-12-10",1.07
"491","2008-12-11",1.1
"492","2008-12-12",1.14
"493","2008-12-15",1.2
"494","2008-12-16",1.2
"495","2008-12-17",1.12
"496","2008-12-18",1.05
"497","2008-12-19",1.05
"498","2008-12-22",1.07
"499","2008-12-23",1.08
"500","2008-12-24",1.07
"501","2008-12-26",1.12
"502","2008-12-29",1.02
"503","2008-12-30",1.08
"504","2008-12-31",1.02
"505","2009-01-02",1.35
"506","2009-01-05",1.17
"507","2009-01-06",1.16
"508","2009-01-07",1.2
"509","2009-01-08",1.3
"510","2009-01-09",1.25
"511","2009-01-12",1.12
"512","2009-01-13",1.18
"513","2009-01-14",1.13
"514","2009-01-15",1.12
"515","2009-01-16",0.96
"516","2009-01-20",0.91
"517","2009-01-21",0.89
"518","2009-01-22",0.89
"519","2009-01-23",0.86
"520","2009-01-26",1
"521","2009-01-27",0.89
"522","2009-01-28",0.89
"523","2009-01-29",0.85
"524","2009-01-30",0.8
"525","2009-02-02",0.75
"526","2009-02-03",0.84
"527","2009-02-04",0.89
"528","2009-02-05",1.03
"529","2009-02-06",1
"530","2009-02-09",1
"531","2009-02-10",1
"532","2009-02-11",1.01
"533","2009-02-12",1.09
"534","2009-02-13",1
"535","2009-02-17",0.95
"536","2009-02-18",0.99
"537","2009-02-19",0.99
"538","2009-02-20",1
"539","2009-02-23",1.11
"540","2009-02-24",1.15
"541","2009-02-25",1.15
"542","2009-02-26",1.14
"543","2009-02-27",1.14
"544","2009-03-02",0.9
"545","2009-03-03",1.05
"546","2009-03-04",1.18
"547","2009-03-05",1
"548","2009-03-06",1
"549","2009-03-09",1.01
"550","2009-03-10",1.1
"551","2009-03-11",1.01
"552","2009-03-12",1.14
"553","2009-03-13",1.02
"554","2009-03-16",1.02
"555","2009-03-17",1.15
"556","2009-03-18",1.15
"557","2009-03-19",1.09
"558","2009-03-20",1.06
"559","2009-03-23",1.06
"560","2009-03-24",1.1
"561","2009-03-25",1.1
"562","2009-03-26",1.19
"563","2009-03-27",1.18
"564","2009-03-30",1.06
"565","2009-03-31",1.19
"566","2009-04-01",1.09
"567","2009-04-02",1.12
"568","2009-04-03",0.96
"569","2009-04-06",1.08
"570","2009-04-07",1.01
"571","2009-04-08",1.03
"572","2009-04-09",1.07
"573","2009-04-13",1.13
"574","2009-04-14",1
"575","2009-04-15",1
"576","2009-04-16",1
"577","2009-04-17",1
"578","2009-04-20",1
"579","2009-04-21",0.96
"580","2009-04-22",0.98
"581","2009-04-23",0.92
"582","2009-04-24",0.95
"583","2009-04-27",0.96
"584","2009-04-28",0.88
"585","2009-04-29",0.91
"586","2009-04-30",0.89
"587","2009-05-01",0.8
"588","2009-05-04",0.83
"589","2009-05-05",0.78
"590","2009-05-06",0.77
"591","2009-05-07",0.77
"592","2009-05-08",0.81
"593","2009-05-11",0.97
"594","2009-05-12",0.92
"595","2009-05-13",0.88
"596","2009-05-14",0.86
"597","2009-05-15",0.89
"598","2009-05-18",0.88
"599","2009-05-19",0.88
"600","2009-05-20",0.88
"601","2009-05-21",0.89
"602","2009-05-22",0.89
"603","2009-05-26",0.83
"604","2009-05-27",0.87
"605","2009-05-28",0.85
"606","2009-05-29",0.88
"607","2009-06-01",0.99
"608","2009-06-02",0.96
"609","2009-06-03",0.98
"610","2009-06-04",0.93
"611","2009-06-05",0.89
"612","2009-06-08",0.88
"613","2009-06-09",0.97
"614","2009-06-10",0.94
"615","2009-06-11",0.96
"616","2009-06-12",0.96
"617","2009-06-15",0.96
"618","2009-06-16",0.98
"619","2009-06-17",0.95
"620","2009-06-18",0.91
"621","2009-06-19",0.91
"622","2009-06-22",0.88
"623","2009-06-23",0.84
"624","2009-06-24",0.81
"625","2009-06-25",0.87
"626","2009-06-26",0.8
"627","2009-06-29",0.84
"628","2009-06-30",0.81
"629","2009-07-01",0.86
"630","2009-07-02",0.82
"631","2009-07-06",0.8
"632","2009-07-07",0.84
"633","2009-07-08",0.76
"634","2009-07-09",0.79
"635","2009-07-10",0.83
"636","2009-07-13",0.8
"637","2009-07-14",0.8
"638","2009-07-15",0.78
"639","2009-07-16",0.8
"640","2009-07-17",0.78
"641","2009-07-20",0.82
"642","2009-07-21",0.9
"643","2009-07-22",1.1
"644","2009-07-23",1.01
"645","2009-07-24",1.06
"646","2009-07-27",1.15
"647","2009-07-28",1.23
"648","2009-07-29",1.28
"649","2009-07-30",1.25
"650","2009-07-31",1.13
"651","2009-08-03",1.01
"652","2009-08-04",1.07
"653","2009-08-05",1.11
"654","2009-08-06",1.14
"655","2009-08-07",1.11
"656","2009-08-10",1.11
"657","2009-08-11",1.11
"658","2009-08-12",1.06
"659","2009-08-13",1.1
"660","2009-08-14",1.11
"661","2009-08-17",1.06
"662","2009-08-18",1.06
"663","2009-08-19",1.18
"664","2009-08-20",1.17
"665","2009-08-21",1.11
"666","2009-08-24",1.02
"667","2009-08-25",1.07
"668","2009-08-26",1.07
"669","2009-08-27",1.1
"670","2009-08-28",1.14
"671","2009-08-31",1.1
"672","2009-09-01",1.06
"673","2009-09-02",1.13
"674","2009-09-03",1.08
"675","2009-09-04",1.05
"676","2009-09-08",1.14
"677","2009-09-09",1.12
"678","2009-09-10",1.34
"679","2009-09-11",1.18
"680","2009-09-14",1.4
"681","2009-09-15",1.65
"682","2009-09-16",1.56
"683","2009-09-17",1.59
"684","2009-09-18",1.4
"685","2009-09-21",1.48
"686","2009-09-22",1.48
"687","2009-09-23",1.49
"688","2009-09-24",1.4
"689","2009-09-25",1.45
"690","2009-09-28",1.54
"691","2009-09-29",1.45
"692","2009-09-30",1.5
"693","2009-10-01",1.46
"694","2009-10-02",1.44
"695","2009-10-05",1.36
"696","2009-10-06",1.55
"697","2009-10-07",1.45
"698","2009-10-08",1.41
"699","2009-10-09",1.4
"700","2009-10-12",1.38
"701","2009-10-13",1.72
"702","2009-10-14",1.67
"703","2009-10-15",1.58
"704","2009-10-16",1.65
"705","2009-10-19",1.79
"706","2009-10-20",1.85
"707","2009-10-21",2.12
"708","2009-10-22",2.59
"709","2009-10-23",2.68
"710","2009-10-26",2.54
"711","2009-10-27",2.26
"712","2009-10-28",2.14
"713","2009-10-29",2.04
"714","2009-10-30",2.02
"715","2009-11-02",2.14
"716","2009-11-03",2.3
"717","2009-11-04",2.35
"718","2009-11-05",2.34
"719","2009-11-06",2.3
"720","2009-11-09",2.23
"721","2009-11-10",2.29
"722","2009-11-11",2.12
"723","2009-11-12",2.1
"724","2009-11-13",2.25
"725","2009-11-16",2.16
"726","2009-11-17",2.17
"727","2009-11-18",2.2
"728","2009-11-19",2.25
"729","2009-11-20",2.06
"730","2009-11-23",2.11
"731","2009-11-24",2.07
"732","2009-11-25",2.09
"733","2009-11-27",2.08
"734","2009-11-30",2.24
"735","2009-12-01",2.2
"736","2009-12-02",2.34
"737","2009-12-03",2.3
"738","2009-12-04",2.3
"739","2009-12-07",2.38
"740","2009-12-08",2.45
"741","2009-12-09",2.37
"742","2009-12-10",2.36
"743","2009-12-11",2.36
"744","2009-12-14",2.49
"745","2009-12-15",2.5
"746","2009-12-16",2.45
"747","2009-12-17",2.32
"748","2009-12-18",2.58
"749","2009-12-21",2.59
"750","2009-12-22",2.51
"751","2009-12-23",2.64
"752","2009-12-24",2.78
"753","2009-12-28",2.85
"754","2009-12-29",2.9
"755","2009-12-30",2.81
"756","2009-12-31",2.78
"757","2010-01-04",2.78
"758","2010-01-05",2.86
"759","2010-01-06",2.81
"760","2010-01-07",2.87
"761","2010-01-08",2.88
"762","2010-01-11",3.13
"763","2010-01-12",3.01
"764","2010-01-13",3.04
"765","2010-01-14",3
"766","2010-01-15",3.02
"767","2010-01-19",2.95
"768","2010-01-20",2.8
"769","2010-01-21",2.7
"770","2010-01-22",2.68
"771","2010-01-25",2.79
"772","2010-01-26",2.91
"773","2010-01-27",2.7
"774","2010-01-28",2.73
"775","2010-01-29",2.56
"776","2010-02-01",2.51
"777","2010-02-02",2.57
"778","2010-02-03",2.58
"779","2010-02-04",2.64
"780","2010-02-05",2.56
"781","2010-02-08",2.58
"782","2010-02-09",2.64
"783","2010-02-10",2.58
"784","2010-02-11",2.55
"785","2010-02-12",2.58
"786","2010-02-16",2.69
"787","2010-02-17",2.59
"788","2010-02-18",2.55
"789","2010-02-19",2.65
"790","2010-02-22",2.67
"791","2010-02-23",2.75
"792","2010-02-24",2.87
"793","2010-02-25",2.81
"794","2010-02-26",2.8
"795","2010-03-01",2.82
"796","2010-03-02",2.85
"797","2010-03-03",2.78
"798","2010-03-04",2.82
"799","2010-03-05",2.74
"800","2010-03-08",2.8
"801","2010-03-09",2.77
"802","2010-03-10",2.78
"803","2010-03-11",2.79
"804","2010-03-12",2.75
"805","2010-03-15",2.76
"806","2010-03-16",2.75
"807","2010-03-17",2.76
"808","2010-03-18",2.98
"809","2010-03-19",2.66
"810","2010-03-22",2.74
"811","2010-03-23",2.95
"812","2010-03-24",2.72
"813","2010-03-25",2.7
"814","2010-03-26",2.81
"815","2010-03-29",2.75
"816","2010-03-30",2.7
"817","2010-03-31",2.85
"818","2010-04-01",2.7
"819","2010-04-05",2.66
"820","2010-04-06",2.78
"821","2010-04-07",2.56
"822","2010-04-08",2.7
"823","2010-04-09",2.69
"824","2010-04-12",2.75
"825","2010-04-13",2.76
"826","2010-04-14",2.82
"827","2010-04-15",2.94
"828","2010-04-16",2.94
"829","2010-04-19",3.05
"830","2010-04-20",2.99
"831","2010-04-21",3
"832","2010-04-22",3.06
"833","2010-04-23",3
"834","2010-04-26",3.06
"835","2010-04-27",3.22
"836","2010-04-28",3.19
"837","2010-04-29",3.47
"838","2010-04-30",3.38
"839","2010-05-03",3.6
"840","2010-05-04",3.69
"841","2010-05-05",3.8
"842","2010-05-06",3.65
"843","2010-05-07",3.66
"844","2010-05-10",3.72
"845","2010-05-11",3.8
"846","2010-05-12",3.72
"847","2010-05-13",3.72
"848","2010-05-14",3.63
"849","2010-05-17",3.72
"850","2010-05-18",3.72
"851","2010-05-19",3.53
"852","2010-05-20",3.25
"853","2010-05-21",3
"854","2010-05-24",3.12
"855","2010-05-25",3.01
"856","2010-05-26",2.92
"857","2010-05-27",3.09
"858","2010-05-28",3.23
"859","2010-06-01",3.24
"860","2010-06-02",3.41
"861","2010-06-03",3.38
"862","2010-06-04",3.32
"863","2010-06-07",3.5
"864","2010-06-08",3.42
"865","2010-06-09",3.3
"866","2010-06-10",3.4
"867","2010-06-11",3.47
"868","2010-06-14",3.44
"869","2010-06-15",3.5
"870","2010-06-16",3.42
"871","2010-06-17",3.29
"872","2010-06-18",3.5
"873","2010-06-21",3.44
"874","2010-06-22",3.43
"875","2010-06-23",3.47
"876","2010-06-24",3.53
"877","2010-06-25",3.25
"878","2010-06-28",3.24
"879","2010-06-29",3.22
"880","2010-06-30",3.12
"881","2010-07-01",3.24
"882","2010-07-02",3.16
"883","2010-07-06",2.95
"884","2010-07-07",3.23
"885","2010-07-08",3.33
"886","2010-07-09",3.27
"887","2010-07-12",3.14
"888","2010-07-13",3.37
"889","2010-07-14",3.27
"890","2010-07-15",3.24
"891","2010-07-16",3.2
"892","2010-07-19",3.14
"893","2010-07-20",3.01
"894","2010-07-21",2.97
"895","2010-07-22",3.04
"896","2010-07-23",3.16
"897","2010-07-26",3.26
"898","2010-07-27",3.43
"899","2010-07-28",3.41
"900","2010-07-29",3.4
"901","2010-07-30",3.25
"902","2010-08-02",3.34
"903","2010-08-03",3.28
"904","2010-08-04",3.43
"905","2010-08-05",3.3
"906","2010-08-06",3.23
"907","2010-08-09",3.3
"908","2010-08-10",3.22
"909","2010-08-11",3.12
"910","2010-08-12",3
"911","2010-08-13",3
"912","2010-08-16",3.09
"913","2010-08-17",3.1
"914","2010-08-18",2.99
"915","2010-08-19",2.95
"916","2010-08-20",2.89
"917","2010-08-23",2.93
"918","2010-08-24",2.88
"919","2010-08-25",2.97
"920","2010-08-26",2.94
"921","2010-08-27",3.12
"922","2010-08-30",2.95
"923","2010-08-31",2.79
"924","2010-09-01",3.06
"925","2010-09-02",3.06
"926","2010-09-03",3.04
"927","2010-09-07",2.9
"928","2010-09-08",2.96
"929","2010-09-09",3.19
"930","2010-09-10",3.27
"931","2010-09-13",3.4
"932","2010-09-14",3.41
"933","2010-09-15",3.5
"934","2010-09-16",3.27
"935","2010-09-17",3.37
"936","2010-09-20",3.58
"937","2010-09-21",3.55
"938","2010-09-22",3.36
"939","2010-09-23",3.42
"940","2010-09-24",3.51
"941","2010-09-27",3.63
"942","2010-09-28",4.1
"943","2010-09-29",3.85
"944","2010-09-30",3.89
"945","2010-10-01",3.95
"946","2010-10-04",3.82
"947","2010-10-05",3.93
"948","2010-10-06",3.82
"949","2010-10-07",3.8
"950","2010-10-08",3.84
"951","2010-10-11",3.84
"952","2010-10-12",3.83
"953","2010-10-13",3.82
"954","2010-10-14",3.65
"955","2010-10-15",3.73
"956","2010-10-18",3.8
"957","2010-10-19",3.64
"958","2010-10-20",3.55
"959","2010-10-21",3.46
"960","2010-10-22",3.55
"961","2010-10-25",3.55
"962","2010-10-26",3.51
"963","2010-10-27",3.48
"964","2010-10-28",3.44
"965","2010-10-29",3.57
"966","2010-11-01",3.5
"967","2010-11-02",3.5
"968","2010-11-03",3.53
"969","2010-11-04",3.74
"970","2010-11-05",3.72
"971","2010-11-08",3.66
"972","2010-11-09",3.61
"973","2010-11-10",3.58
"974","2010-11-11",3.48
"975","2010-11-12",3.51
"976","2010-11-15",3.43
"977","2010-11-16",3.35
"978","2010-11-17",3.5
"979","2010-11-18",3.49
"980","2010-11-19",3.52
"981","2010-11-22",3.51
"982","2010-11-23",3.39
"983","2010-11-24",3.73
"984","2010-11-26",3.83
"985","2010-11-29",4.03
"986","2010-11-30",3.9
"987","2010-12-01",4.12
"988","2010-12-02",4.2
"989","2010-12-03",4.09
"990","2010-12-06",4.06
"991","2010-12-07",4.03
"992","2010-12-08",4.31
"993","2010-12-09",4.14
"994","2010-12-10",4.24
"995","2010-12-13",4.07
"996","2010-12-14",4.17
"997","2010-12-15",4.2
"998","2010-12-16",4.28
"999","2010-12-17",4.46
"1000","2010-12-20",4.4
"1001","2010-12-21",4.19
"1002","2010-12-22",3.9
