"","date","IMAX"
"467","2008-11-06",3.44
"468","2008-11-07",3.29
"469","2008-11-10",3.37
"470","2008-11-11",3.26
"471","2008-11-12",3.06
"472","2008-11-13",3.28
"473","2008-11-14",3.45
"474","2008-11-17",3.45
"475","2008-11-18",3.21
"476","2008-11-19",3.27
"477","2008-11-20",2.92
"478","2008-11-21",2.55
"479","2008-11-24",2.7
"480","2008-11-25",2.81
"481","2008-11-26",2.85
"482","2008-11-28",2.9
"483","2008-12-01",2.83
"484","2008-12-02",2.81
"485","2008-12-03",2.73
"486","2008-12-04",2.76
"487","2008-12-05",2.8
"488","2008-12-08",2.7
"489","2008-12-09",2.61
"490","2008-12-10",2.75
"491","2008-12-11",2.81
"492","2008-12-12",2.88
"493","2008-12-15",2.7
"494","2008-12-16",2.87
"495","2008-12-17",2.98
"496","2008-12-18",2.92
"497","2008-12-19",3.37
"498","2008-12-22",3.37
"499","2008-12-23",3.96
"500","2008-12-24",3.9
"501","2008-12-26",4.01
"502","2008-12-29",4.09
"503","2008-12-30",4.58
"504","2008-12-31",4.46
"505","2009-01-02",4.59
"506","2009-01-05",4.53
"507","2009-01-06",4.88
"508","2009-01-07",4.53
"509","2009-01-08",4.65
"510","2009-01-09",4.69
"511","2009-01-12",4.61
"512","2009-01-13",4.52
"513","2009-01-14",4.26
"514","2009-01-15",4.4
"515","2009-01-16",4.7
"516","2009-01-20",4.46
"517","2009-01-21",4.75
"518","2009-01-22",4.94
"519","2009-01-23",4.9
"520","2009-01-26",5.07
"521","2009-01-27",5.21
"522","2009-01-28",5.49
"523","2009-01-29",5.14
"524","2009-01-30",4.75
"525","2009-02-02",4.89
"526","2009-02-03",5
"527","2009-02-04",4.95
"528","2009-02-05",5.06
"529","2009-02-06",5.27
"530","2009-02-09",5.23
"531","2009-02-10",4.7
"532","2009-02-11",4.8
"533","2009-02-12",4.89
"534","2009-02-13",4.65
"535","2009-02-17",4.4
"536","2009-02-18",4.27
"537","2009-02-19",4.3
"538","2009-02-20",4.28
"539","2009-02-23",4.05
"540","2009-02-24",4
"541","2009-02-25",4.12
"542","2009-02-26",4.05
"543","2009-02-27",4.03
"544","2009-03-02",3.99
"545","2009-03-03",3.94
"546","2009-03-04",4.08
"547","2009-03-05",4.07
"548","2009-03-06",4.1
"549","2009-03-09",4.01
"550","2009-03-10",4.39
"551","2009-03-11",4.55
"552","2009-03-12",4.59
"553","2009-03-13",4.4
"554","2009-03-16",4.35
"555","2009-03-17",4.48
"556","2009-03-18",4.33
"557","2009-03-19",4.13
"558","2009-03-20",4.05
"559","2009-03-23",4.18
"560","2009-03-24",4.12
"561","2009-03-25",4.21
"562","2009-03-26",4.21
"563","2009-03-27",4.2
"564","2009-03-30",4.17
"565","2009-03-31",4.31
"566","2009-04-01",4.45
"567","2009-04-02",4.63
"568","2009-04-03",4.78
"569","2009-04-06",4.73
"570","2009-04-07",4.57
"571","2009-04-08",4.8
"572","2009-04-09",4.98
"573","2009-04-13",5.31
"574","2009-04-14",5.74
"575","2009-04-15",5.46
"576","2009-04-16",5.67
"577","2009-04-17",5.96
"578","2009-04-20",5.64
"579","2009-04-21",5.6
"580","2009-04-22",5.95
"581","2009-04-23",6.47
"582","2009-04-24",6.5
"583","2009-04-27",6.2
"584","2009-04-28",6.2
"585","2009-04-29",6.41
"586","2009-04-30",6.48
"587","2009-05-01",6.79
"588","2009-05-04",7.09
"589","2009-05-05",6.99
"590","2009-05-06",7.15
"591","2009-05-07",7
"592","2009-05-08",6.97
"593","2009-05-11",7.16
"594","2009-05-12",7.02
"595","2009-05-13",6.71
"596","2009-05-14",6.74
"597","2009-05-15",6.57
"598","2009-05-18",6.9
"599","2009-05-19",7.05
"600","2009-05-20",7.04
"601","2009-05-21",7.24
"602","2009-05-22",7.74
"603","2009-05-26",7.89
"604","2009-05-27",7.57
"605","2009-05-28",7.24
"606","2009-05-29",7.5
"607","2009-06-01",7.62
"608","2009-06-02",7.16
"609","2009-06-03",7.36
"610","2009-06-04",7.45
"611","2009-06-05",7.64
"612","2009-06-08",7.31
"613","2009-06-09",7.31
"614","2009-06-10",7.2
"615","2009-06-11",6.86
"616","2009-06-12",7
"617","2009-06-15",7.05
"618","2009-06-16",7.18
"619","2009-06-17",7.27
"620","2009-06-18",7.33
"621","2009-06-19",7.25
"622","2009-06-22",7.03
"623","2009-06-23",6.95
"624","2009-06-24",7.14
"625","2009-06-25",7.82
"626","2009-06-26",8.19
"627","2009-06-29",8.28
"628","2009-06-30",8.12
"629","2009-07-01",8.21
"630","2009-07-02",8.11
"631","2009-07-06",7.81
"632","2009-07-07",7.39
"633","2009-07-08",7.3
"634","2009-07-09",7.57
"635","2009-07-10",7.79
"636","2009-07-13",7.91
"637","2009-07-14",8.2
"638","2009-07-15",8.41
"639","2009-07-16",8.23
"640","2009-07-17",8.14
"641","2009-07-20",8.41
"642","2009-07-21",8.38
"643","2009-07-22",8.5
"644","2009-07-23",8.73
"645","2009-07-24",8.69
"646","2009-07-27",8.82
"647","2009-07-28",9
"648","2009-07-29",8.78
"649","2009-07-30",8.81
"650","2009-07-31",9
"651","2009-08-03",9.2
"652","2009-08-04",9.45
"653","2009-08-05",9.5
"654","2009-08-06",9.4
"655","2009-08-07",9.35
"656","2009-08-10",9.05
"657","2009-08-11",9.11
"658","2009-08-12",9.25
"659","2009-08-13",9.1
"660","2009-08-14",9.2
"661","2009-08-17",9.11
"662","2009-08-18",9.16
"663","2009-08-19",9.13
"664","2009-08-20",9.2
"665","2009-08-21",9.56
"666","2009-08-24",9.71
"667","2009-08-25",9.35
"668","2009-08-26",9.41
"669","2009-08-27",9.39
"670","2009-08-28",9.11
"671","2009-08-31",9.4
"672","2009-09-01",9.07
"673","2009-09-02",9
"674","2009-09-03",9.18
"675","2009-09-04",9.3
"676","2009-09-08",9.22
"677","2009-09-09",9.57
"678","2009-09-10",9.98
"679","2009-09-11",9.82
"680","2009-09-14",9.82
"681","2009-09-15",9.82
"682","2009-09-16",9.85
"683","2009-09-17",9.5
"684","2009-09-18",8.95
"685","2009-09-21",8.96
"686","2009-09-22",9.06
"687","2009-09-23",9
"688","2009-09-24",8.72
"689","2009-09-25",8.67
"690","2009-09-28",8.8
"691","2009-09-29",9.43
"692","2009-09-30",9.41
"693","2009-10-01",9.26
"694","2009-10-02",9.35
"695","2009-10-05",9.67
"696","2009-10-06",9.76
"697","2009-10-07",9.6
"698","2009-10-08",9.75
"699","2009-10-09",9.85
"700","2009-10-12",10.05
"701","2009-10-13",10.43
"702","2009-10-14",10.67
"703","2009-10-15",10.79
"704","2009-10-16",10.85
"705","2009-10-19",10.97
"706","2009-10-20",11.11
"707","2009-10-21",10.92
"708","2009-10-22",11.06
"709","2009-10-23",10.75
"710","2009-10-26",10.73
"711","2009-10-27",10.4
"712","2009-10-28",9.79
"713","2009-10-29",10.78
"714","2009-10-30",10.3
"715","2009-11-02",10.27
"716","2009-11-03",10.77
"717","2009-11-04",10.56
"718","2009-11-05",10.89
"719","2009-11-06",10.87
"720","2009-11-09",11.03
"721","2009-11-10",11.07
"722","2009-11-11",11.05
"723","2009-11-12",10.88
"724","2009-11-13",11.09
"725","2009-11-16",11.14
"726","2009-11-17",10.91
"727","2009-11-18",10.52
"728","2009-11-19",10.12
"729","2009-11-20",10.48
"730","2009-11-23",10.56
"731","2009-11-24",10.59
"732","2009-11-25",10.61
"733","2009-11-27",10.37
"734","2009-11-30",10.48
"735","2009-12-01",10.69
"736","2009-12-02",10.9
"737","2009-12-03",10.63
"738","2009-12-04",11.03
"739","2009-12-07",11.36
"740","2009-12-08",11.46
"741","2009-12-09",11.66
"742","2009-12-10",11.76
"743","2009-12-11",12.58
"744","2009-12-14",12.93
"745","2009-12-15",12.53
"746","2009-12-16",12.53
"747","2009-12-17",12.49
"748","2009-12-18",12.54
"749","2009-12-21",12.79
"750","2009-12-22",12.79
"751","2009-12-23",12.73
"752","2009-12-24",12.61
"753","2009-12-28",12.45
"754","2009-12-29",12.97
"755","2009-12-30",13.78
"756","2009-12-31",13.31
"757","2010-01-04",13.31
"758","2010-01-05",14.06
"759","2010-01-06",14.31
"760","2010-01-07",14.42
"761","2010-01-08",14.13
"762","2010-01-11",13.86
"763","2010-01-12",13.11
"764","2010-01-13",13.62
"765","2010-01-14",13.39
"766","2010-01-15",12.91
"767","2010-01-19",12.81
"768","2010-01-20",13.18
"769","2010-01-21",13.37
"770","2010-01-22",13.38
"771","2010-01-25",13.19
"772","2010-01-26",13.17
"773","2010-01-27",13.13
"774","2010-01-28",13.06
"775","2010-01-29",12.8
"776","2010-02-01",13.5
"777","2010-02-02",13.3
"778","2010-02-03",13.32
"779","2010-02-04",12.3
"780","2010-02-05",12.56
"781","2010-02-08",11.55
"782","2010-02-09",11.83
"783","2010-02-10",12.02
"784","2010-02-11",12.78
"785","2010-02-12",12.84
"786","2010-02-16",12.62
"787","2010-02-17",12.81
"788","2010-02-18",13.08
"789","2010-02-19",13.25
"790","2010-02-22",13.29
"791","2010-02-23",13.08
"792","2010-02-24",12.99
"793","2010-02-25",13.3
"794","2010-02-26",13.41
"795","2010-03-01",13.5
"796","2010-03-02",14.25
"797","2010-03-03",12.86
"798","2010-03-04",13.02
"799","2010-03-05",13.72
"800","2010-03-08",14.84
"801","2010-03-09",15.75
"802","2010-03-10",16.02
"803","2010-03-11",15.86
"804","2010-03-12",15.88
"805","2010-03-15",15.45
"806","2010-03-16",15.56
"807","2010-03-17",15.46
"808","2010-03-18",15.76
"809","2010-03-19",15.55
"810","2010-03-22",16.299999
"811","2010-03-23",16.610001
"812","2010-03-24",16.559999
"813","2010-03-25",17.200001
"814","2010-03-26",17.1
"815","2010-03-29",17.709999
"816","2010-03-30",18.040001
"817","2010-03-31",17.99
"818","2010-04-01",18.110001
"819","2010-04-05",18.68
"820","2010-04-06",18.549999
"821","2010-04-07",18.1
"822","2010-04-08",17.549999
"823","2010-04-09",17.110001
"824","2010-04-12",16.99
"825","2010-04-13",17.129999
"826","2010-04-14",17.41
"827","2010-04-15",17.790001
"828","2010-04-16",17.49
"829","2010-04-19",17.57
"830","2010-04-20",18.690001
"831","2010-04-21",19.24
"832","2010-04-22",19.82
"833","2010-04-23",20.110001
"834","2010-04-26",21.129999
"835","2010-04-27",20.07
"836","2010-04-28",20.299999
"837","2010-04-29",19.719999
"838","2010-04-30",18.98
"839","2010-05-03",19.27
"840","2010-05-04",19.07
"841","2010-05-05",19.049999
"842","2010-05-06",18.9
"843","2010-05-07",17.360001
"844","2010-05-10",18.209999
"845","2010-05-11",18.940001
"846","2010-05-12",19.24
"847","2010-05-13",19.41
"848","2010-05-14",19.299999
"849","2010-05-17",19.6
"850","2010-05-18",19.799999
"851","2010-05-19",19.049999
"852","2010-05-20",17.459999
"853","2010-05-21",17.889999
"854","2010-05-24",16.9
"855","2010-05-25",16.219999
"856","2010-05-26",16.6
"857","2010-05-27",17.200001
"858","2010-05-28",16.950001
"859","2010-06-01",16.73
"860","2010-06-02",16.65
"861","2010-06-03",17.17
"862","2010-06-04",16.120001
"863","2010-06-07",15.91
"864","2010-06-08",16.18
"865","2010-06-09",15.57
"866","2010-06-10",15.8
"867","2010-06-11",15.78
"868","2010-06-14",15.97
"869","2010-06-15",16.309999
"870","2010-06-16",15.83
"871","2010-06-17",15.63
"872","2010-06-18",16.15
"873","2010-06-21",16.459999
"874","2010-06-22",16.299999
"875","2010-06-23",16.209999
"876","2010-06-24",15.75
"877","2010-06-25",16
"878","2010-06-28",15.57
"879","2010-06-29",14.88
"880","2010-06-30",14.6
"881","2010-07-01",14.6
"882","2010-07-02",13.95
"883","2010-07-06",12.25
"884","2010-07-07",12.89
"885","2010-07-08",12.86
"886","2010-07-09",12.73
"887","2010-07-12",12.89
"888","2010-07-13",13.7
"889","2010-07-14",13.5
"890","2010-07-15",13.1
"891","2010-07-16",12.54
"892","2010-07-19",13.28
"893","2010-07-20",13.44
"894","2010-07-21",13.53
"895","2010-07-22",13.87
"896","2010-07-23",14.05
"897","2010-07-26",14.87
"898","2010-07-27",14.67
"899","2010-07-28",14.35
"900","2010-07-29",15.49
"901","2010-07-30",15.47
"902","2010-08-02",16.049999
"903","2010-08-03",15.67
"904","2010-08-04",15.79
"905","2010-08-05",15.26
"906","2010-08-06",15.45
"907","2010-08-09",15.25
"908","2010-08-10",15.25
"909","2010-08-11",14.46
"910","2010-08-12",14.27
"911","2010-08-13",14.24
"912","2010-08-16",14.34
"913","2010-08-17",14.77
"914","2010-08-18",15.08
"915","2010-08-19",14.23
"916","2010-08-20",14.01
"917","2010-08-23",13.85
"918","2010-08-24",13.5
"919","2010-08-25",13.83
"920","2010-08-26",13.9
"921","2010-08-27",14.12
"922","2010-08-30",13.8
"923","2010-08-31",14.13
"924","2010-09-01",14.39
"925","2010-09-02",14.96
"926","2010-09-03",15.09
"927","2010-09-07",14.68
"928","2010-09-08",15.11
"929","2010-09-09",14.5
"930","2010-09-10",14.73
"931","2010-09-13",14.46
"932","2010-09-14",14.26
"933","2010-09-15",14.58
"934","2010-09-16",14.79
"935","2010-09-17",15.13
"936","2010-09-20",15.96
"937","2010-09-21",17.049999
"938","2010-09-22",16.889999
"939","2010-09-23",16.6
"940","2010-09-24",16.860001
"941","2010-09-27",16.440001
"942","2010-09-28",16.200001
"943","2010-09-29",16.85
"944","2010-09-30",16.860001
"945","2010-10-01",18.02
"946","2010-10-04",17.66
"947","2010-10-05",17.870001
"948","2010-10-06",17.309999
"949","2010-10-07",17.299999
"950","2010-10-08",17.24
"951","2010-10-11",17.200001
"952","2010-10-12",17.27
"953","2010-10-13",17.25
"954","2010-10-14",17.49
"955","2010-10-15",17.950001
"956","2010-10-18",18
"957","2010-10-19",17.82
"958","2010-10-20",18.360001
"959","2010-10-21",17.93
"960","2010-10-22",17.99
"961","2010-10-25",18.18
"962","2010-10-26",18.35
"963","2010-10-27",18.85
"964","2010-10-28",21.389999
"965","2010-10-29",21.65
"966","2010-11-01",23.16
"967","2010-11-02",22.75
"968","2010-11-03",22.610001
"969","2010-11-04",21.959999
"970","2010-11-05",21.870001
"971","2010-11-08",22.5
"972","2010-11-09",22.200001
"973","2010-11-10",22.790001
"974","2010-11-11",22.049999
"975","2010-11-12",21.6
"976","2010-11-15",22.6
"977","2010-11-16",22.190001
"978","2010-11-17",23.82
"979","2010-11-18",24.25
"980","2010-11-19",24.18
"981","2010-11-22",25.25
"982","2010-11-23",25.18
"983","2010-11-24",26.35
"984","2010-11-26",26.93
"985","2010-11-29",27.26
"986","2010-11-30",27.209999
"987","2010-12-01",26.709999
"988","2010-12-02",25.450001
"989","2010-12-03",26.280001
"990","2010-12-06",26.459999
"991","2010-12-07",26.620001
"992","2010-12-08",26.84
"993","2010-12-09",26.549999
"994","2010-12-10",27.07
"995","2010-12-13",26.559999
