"","date","AMKR"
"381","2008-07-08",9.42
"382","2008-07-09",8.96
"383","2008-07-10",9.52
"384","2008-07-11",8.52
"385","2008-07-14",8.56
"386","2008-07-15",8.44
"387","2008-07-16",8.9
"388","2008-07-17",9.29
"389","2008-07-18",9.24
"390","2008-07-21",9.17
"391","2008-07-22",8.74
"392","2008-07-23",9
"393","2008-07-24",8.62
"394","2008-07-25",8.81
"395","2008-07-28",8.74
"396","2008-07-29",9.12
"397","2008-07-30",9.1
"398","2008-07-31",8.76
"399","2008-08-01",8.36
"400","2008-08-04",8.09
"401","2008-08-05",8.23
"402","2008-08-06",9.14
"403","2008-08-07",8.79
"404","2008-08-08",9
"405","2008-08-11",9.19
"406","2008-08-12",8.91
"407","2008-08-13",8.84
"408","2008-08-14",8.8
"409","2008-08-15",8.77
"410","2008-08-18",8.54
"411","2008-08-19",8.35
"412","2008-08-20",8.19
"413","2008-08-21",7.91
"414","2008-08-22",7.88
"415","2008-08-25",7.75
"416","2008-08-26",7.6
"417","2008-08-27",7.7
"418","2008-08-28",7.62
"419","2008-08-29",7.51
"420","2008-09-02",7.47
"421","2008-09-03",7.33
"422","2008-09-04",7.09
"423","2008-09-05",7.21
"424","2008-09-08",7.14
"425","2008-09-09",6.75
"426","2008-09-10",6.92
"427","2008-09-11",6.94
"428","2008-09-12",6.94
"429","2008-09-15",6.52
"430","2008-09-16",6.67
"431","2008-09-17",6.39
"432","2008-09-18",6.64
"433","2008-09-19",6.96
"434","2008-09-22",6.62
"435","2008-09-23",6.53
"436","2008-09-24",6.75
"437","2008-09-25",6.98
"438","2008-09-26",7.07
"439","2008-09-29",6.31
"440","2008-09-30",6.37
"441","2008-10-01",6.22
"442","2008-10-02",5.88
"443","2008-10-03",5.72
"444","2008-10-06",5.49
"445","2008-10-07",4.87
"446","2008-10-08",4.62
"447","2008-10-09",4.46
"448","2008-10-10",4.27
"449","2008-10-13",4.74
"450","2008-10-14",4.54
"451","2008-10-15",4.04
"452","2008-10-16",4.22
"453","2008-10-17",4.11
"454","2008-10-20",4.23
"455","2008-10-21",4.24
"456","2008-10-22",3.99
"457","2008-10-23",3.65
"458","2008-10-24",3.48
"459","2008-10-27",3.36
"460","2008-10-28",3.5
"461","2008-10-29",3.25
"462","2008-10-30",3.57
"463","2008-10-31",4.06
"464","2008-11-03",4.03
"465","2008-11-04",4.03
"466","2008-11-05",4.14
"467","2008-11-06",3.95
"468","2008-11-07",4.16
"469","2008-11-10",3.72
"470","2008-11-11",3.54
"471","2008-11-12",3.16
"472","2008-11-13",3.31
"473","2008-11-14",3.02
"474","2008-11-17",2.78
"475","2008-11-18",2.55
"476","2008-11-19",2.12
"477","2008-11-20",1.74
"478","2008-11-21",1.55
"479","2008-11-24",1.99
"480","2008-11-25",2.07
"481","2008-11-26",2.19
"482","2008-11-28",2.2
"483","2008-12-01",1.89
"484","2008-12-02",1.95
"485","2008-12-03",1.96
"486","2008-12-04",1.88
"487","2008-12-05",1.96
"488","2008-12-08",2
"489","2008-12-09",2.15
"490","2008-12-10",2.24
"491","2008-12-11",2.25
"492","2008-12-12",2.51
"493","2008-12-15",2.45
"494","2008-12-16",2.41
"495","2008-12-17",2.15
"496","2008-12-18",2.05
"497","2008-12-19",2.04
"498","2008-12-22",2.02
"499","2008-12-23",1.93
"500","2008-12-24",1.85
"501","2008-12-26",1.84
"502","2008-12-29",1.85
"503","2008-12-30",2.08
"504","2008-12-31",2.18
"505","2009-01-02",2.34
"506","2009-01-05",2.57
"507","2009-01-06",3.11
"508","2009-01-07",2.91
"509","2009-01-08",3.07
"510","2009-01-09",2.82
"511","2009-01-12",2.85
"512","2009-01-13",2.8
"513","2009-01-14",2.56
"514","2009-01-15",2.76
"515","2009-01-16",2.7
"516","2009-01-20",2.38
"517","2009-01-21",2.37
"518","2009-01-22",2.3
"519","2009-01-23",2.49
"520","2009-01-26",2.45
"521","2009-01-27",2.52
"522","2009-01-28",2.54
"523","2009-01-29",2.45
"524","2009-01-30",2.32
"525","2009-02-02",2.43
"526","2009-02-03",2.48
"527","2009-02-04",2.59
"528","2009-02-05",2.73
"529","2009-02-06",2.89
"530","2009-02-09",2.88
"531","2009-02-10",2.65
"532","2009-02-11",2.6
"533","2009-02-12",2.77
"534","2009-02-13",2.79
"535","2009-02-17",2.64
"536","2009-02-18",2.58
"537","2009-02-19",2.24
"538","2009-02-20",2.22
"539","2009-02-23",1.94
"540","2009-02-24",2
"541","2009-02-25",1.92
"542","2009-02-26",1.9
"543","2009-02-27",1.71
"544","2009-03-02",1.62
"545","2009-03-03",1.6
"546","2009-03-04",1.83
"547","2009-03-05",1.81
"548","2009-03-06",1.78
"549","2009-03-09",1.74
"550","2009-03-10",2
"551","2009-03-11",1.9
"552","2009-03-12",2.08
"553","2009-03-13",2.27
"554","2009-03-16",2.14
"555","2009-03-17",2.27
"556","2009-03-18",2.26
"557","2009-03-19",2.53
"558","2009-03-20",2.29
"559","2009-03-23",2.74
"560","2009-03-24",2.56
"561","2009-03-25",2.59
"562","2009-03-26",2.63
"563","2009-03-27",2.82
"564","2009-03-30",2.49
"565","2009-03-31",2.69
"566","2009-04-01",2.82
"567","2009-04-02",2.99
"568","2009-04-03",3.2
"569","2009-04-06",3.19
"570","2009-04-07",3.19
"571","2009-04-08",3.35
"572","2009-04-09",3.64
"573","2009-04-13",3.61
"574","2009-04-14",3.77
"575","2009-04-15",3.63
"576","2009-04-16",3.93
"577","2009-04-17",4.12
"578","2009-04-20",3.7
"579","2009-04-21",4
"580","2009-04-22",3.94
"581","2009-04-23",3.86
"582","2009-04-24",3.92
"583","2009-04-27",3.83
"584","2009-04-28",3.8
"585","2009-04-29",4.06
"586","2009-04-30",4.31
"587","2009-05-01",4.25
"588","2009-05-04",4.5
"589","2009-05-05",4.38
"590","2009-05-06",4.23
"591","2009-05-07",3.95
"592","2009-05-08",3.95
"593","2009-05-11",3.84
"594","2009-05-12",3.6
"595","2009-05-13",3.33
"596","2009-05-14",3.65
"597","2009-05-15",3.65
"598","2009-05-18",3.89
"599","2009-05-19",4.09
"600","2009-05-20",4.2
"601","2009-05-21",4.23
"602","2009-05-22",4.28
"603","2009-05-26",4.37
"604","2009-05-27",4.41
"605","2009-05-28",4.42
"606","2009-05-29",4.53
"607","2009-06-01",4.82
"608","2009-06-02",4.57
"609","2009-06-03",4.53
"610","2009-06-04",4.56
"611","2009-06-05",4.55
"612","2009-06-08",4.46
"613","2009-06-09",4.86
"614","2009-06-10",4.84
"615","2009-06-11",4.97
"616","2009-06-12",4.87
"617","2009-06-15",4.69
"618","2009-06-16",4.75
"619","2009-06-17",4.84
"620","2009-06-18",4.66
"621","2009-06-19",4.71
"622","2009-06-22",4.34
"623","2009-06-23",4.28
"624","2009-06-24",4.41
"625","2009-06-25",4.52
"626","2009-06-26",4.51
"627","2009-06-29",4.7
"628","2009-06-30",4.72
"629","2009-07-01",4.73
"630","2009-07-02",4.66
"631","2009-07-06",4.44
"632","2009-07-07",4.28
"633","2009-07-08",4.27
"634","2009-07-09",4.61
"635","2009-07-10",4.89
"636","2009-07-13",4.93
"637","2009-07-14",5
"638","2009-07-15",5.35
"639","2009-07-16",5.53
"640","2009-07-17",5.7
"641","2009-07-20",5.69
"642","2009-07-21",5.67
"643","2009-07-22",5.82
"644","2009-07-23",5.92
"645","2009-07-24",5.87
"646","2009-07-27",5.99
"647","2009-07-28",5.78
"648","2009-07-29",5.6
"649","2009-07-30",6.26
"650","2009-07-31",6.26
"651","2009-08-03",6.49
"652","2009-08-04",6.46
"653","2009-08-05",6.42
"654","2009-08-06",6.08
"655","2009-08-07",6.08
"656","2009-08-10",6.06
"657","2009-08-11",5.68
"658","2009-08-12",6
"659","2009-08-13",5.99
"660","2009-08-14",5.71
"661","2009-08-17",5.35
"662","2009-08-18",5.64
"663","2009-08-19",5.65
"664","2009-08-20",5.82
"665","2009-08-21",5.87
"666","2009-08-24",5.71
"667","2009-08-25",5.65
"668","2009-08-26",5.72
"669","2009-08-27",5.68
"670","2009-08-28",5.64
"671","2009-08-31",5.54
"672","2009-09-01",5.63
"673","2009-09-02",6.26
"674","2009-09-03",6.5
"675","2009-09-04",6.68
"676","2009-09-08",6.71
"677","2009-09-09",7
"678","2009-09-10",7.4
"679","2009-09-11",7.24
"680","2009-09-14",7.36
"681","2009-09-15",7.47
"682","2009-09-16",7.45
"683","2009-09-17",7.15
"684","2009-09-18",7.11
"685","2009-09-21",6.99
"686","2009-09-22",7.16
"687","2009-09-23",7.24
"688","2009-09-24",7.06
"689","2009-09-25",6.87
"690","2009-09-28",7.12
"691","2009-09-29",6.97
"692","2009-09-30",6.88
"693","2009-10-01",6.36
"694","2009-10-02",6.32
"695","2009-10-05",6.71
"696","2009-10-06",6.85
"697","2009-10-07",6.79
"698","2009-10-08",6.91
"699","2009-10-09",7.39
"700","2009-10-12",7.52
"701","2009-10-13",7.42
"702","2009-10-14",7.62
"703","2009-10-15",7.37
"704","2009-10-16",7.12
"705","2009-10-19",7.13
"706","2009-10-20",7.14
"707","2009-10-21",7.09
"708","2009-10-22",7.11
"709","2009-10-23",6.88
"710","2009-10-26",6.83
"711","2009-10-27",6.74
"712","2009-10-28",5.87
"713","2009-10-29",5.85
"714","2009-10-30",5.51
"715","2009-11-02",5.62
"716","2009-11-03",5.52
"717","2009-11-04",5.48
"718","2009-11-05",5.85
"719","2009-11-06",5.72
"720","2009-11-09",5.98
"721","2009-11-10",5.93
"722","2009-11-11",6.22
"723","2009-11-12",6.1
"724","2009-11-13",6.11
"725","2009-11-16",6.2
"726","2009-11-17",6.22
"727","2009-11-18",6.13
"728","2009-11-19",5.86
"729","2009-11-20",5.74
"730","2009-11-23",5.76
"731","2009-11-24",5.73
"732","2009-11-25",5.73
"733","2009-11-27",5.63
"734","2009-11-30",5.55
"735","2009-12-01",5.74
"736","2009-12-02",6.23
"737","2009-12-03",6.57
"738","2009-12-04",6.68
"739","2009-12-07",6.7
"740","2009-12-08",6.59
"741","2009-12-09",6.42
"742","2009-12-10",6.29
"743","2009-12-11",6.28
"744","2009-12-14",6.38
"745","2009-12-15",6.4
"746","2009-12-16",6.4
"747","2009-12-17",6.45
"748","2009-12-18",6.48
"749","2009-12-21",6.51
"750","2009-12-22",7.32
"751","2009-12-23",7.39
"752","2009-12-24",7.4
"753","2009-12-28",7.28
"754","2009-12-29",7.2
"755","2009-12-30",7.26
"756","2009-12-31",7.16
"757","2010-01-04",7.38
"758","2010-01-05",7.31
"759","2010-01-06",7.21
"760","2010-01-07",7.41
"761","2010-01-08",7.33
"762","2010-01-11",7.2
"763","2010-01-12",6.95
"764","2010-01-13",7.06
"765","2010-01-14",7.02
"766","2010-01-15",6.62
"767","2010-01-19",6.77
"768","2010-01-20",6.62
"769","2010-01-21",6.44
"770","2010-01-22",6.11
"771","2010-01-25",6.12
"772","2010-01-26",6.09
"773","2010-01-27",6.13
"774","2010-01-28",5.86
"775","2010-01-29",5.69
"776","2010-02-01",6.18
"777","2010-02-02",6.15
"778","2010-02-03",5.96
"779","2010-02-04",5.6
"780","2010-02-05",5.71
"781","2010-02-08",5.77
"782","2010-02-09",5.93
"783","2010-02-10",6.34
"784","2010-02-11",5.92
"785","2010-02-12",6.08
"786","2010-02-16",6.37
"787","2010-02-17",6.37
"788","2010-02-18",6.36
"789","2010-02-19",6.37
"790","2010-02-22",6.22
"791","2010-02-23",6.01
"792","2010-02-24",6.06
"793","2010-02-25",6.06
"794","2010-02-26",6.02
"795","2010-03-01",6.31
"796","2010-03-02",6.21
"797","2010-03-03",6.37
"798","2010-03-04",6.38
"799","2010-03-05",6.6
"800","2010-03-08",6.52
"801","2010-03-09",6.57
"802","2010-03-10",6.86
"803","2010-03-11",6.75
"804","2010-03-12",6.71
"805","2010-03-15",6.63
"806","2010-03-16",6.84
"807","2010-03-17",6.9
"808","2010-03-18",6.82
"809","2010-03-19",6.62
"810","2010-03-22",6.84
"811","2010-03-23",6.91
"812","2010-03-24",6.82
"813","2010-03-25",6.89
"814","2010-03-26",6.93
"815","2010-03-29",7.11
"816","2010-03-30",7.19
"817","2010-03-31",7.08
"818","2010-04-01",7.02
"819","2010-04-05",7.21
"820","2010-04-06",7.3
"821","2010-04-07",7.3
"822","2010-04-08",7.26
"823","2010-04-09",7.45
"824","2010-04-12",7.53
"825","2010-04-13",7.55
"826","2010-04-14",8.2
"827","2010-04-15",8.39
"828","2010-04-16",8.11
"829","2010-04-19",8.02
"830","2010-04-20",8.17
"831","2010-04-21",8.22
"832","2010-04-22",8.35
"833","2010-04-23",8.51
"834","2010-04-26",8.56
"835","2010-04-27",8.25
"836","2010-04-28",7.89
"837","2010-04-29",7.89
"838","2010-04-30",7.54
"839","2010-05-03",7.71
"840","2010-05-04",7.18
"841","2010-05-05",6.97
"842","2010-05-06",6.57
"843","2010-05-07",6.52
"844","2010-05-10",6.81
"845","2010-05-11",6.87
"846","2010-05-12",7.15
"847","2010-05-13",6.9
"848","2010-05-14",6.72
"849","2010-05-17",6.87
"850","2010-05-18",6.55
"851","2010-05-19",6.6
"852","2010-05-20",6.4
"853","2010-05-21",6.54
"854","2010-05-24",6.4
"855","2010-05-25",6.35
"856","2010-05-26",6.29
"857","2010-05-27",6.9
"858","2010-05-28",6.81
"859","2010-06-01",6.45
"860","2010-06-02",6.78
"861","2010-06-03",6.79
"862","2010-06-04",6.42
"863","2010-06-07",6
"864","2010-06-08",6.05
"865","2010-06-09",5.94
"866","2010-06-10",6.26
"867","2010-06-11",6.36
"868","2010-06-14",6.34
"869","2010-06-15",6.89
"870","2010-06-16",6.77
"871","2010-06-17",6.71
"872","2010-06-18",6.71
"873","2010-06-21",6.65
"874","2010-06-22",6.43
"875","2010-06-23",6.34
"876","2010-06-24",6.14
"877","2010-06-25",6.07
"878","2010-06-28",6.09
"879","2010-06-29",5.71
"880","2010-06-30",5.51
"881","2010-07-01",5.45
"882","2010-07-02",5.26
"883","2010-07-06",5.19
"884","2010-07-07",5.45
"885","2010-07-08",5.53
"886","2010-07-09",5.65
"887","2010-07-12",5.69
"888","2010-07-13",5.89
"889","2010-07-14",5.96
"890","2010-07-15",5.84
"891","2010-07-16",5.46
"892","2010-07-19",5.48
"893","2010-07-20",5.52
"894","2010-07-21",5.36
"895","2010-07-22",5.76
"896","2010-07-23",5.9
"897","2010-07-26",6.08
"898","2010-07-27",6.02
"899","2010-07-28",5.82
"900","2010-07-29",5.8
"901","2010-07-30",5.77
"902","2010-08-02",5.81
"903","2010-08-03",5.8
"904","2010-08-04",5.82
"905","2010-08-05",6.12
"906","2010-08-06",6.03
"907","2010-08-09",6.01
"908","2010-08-10",5.72
"909","2010-08-11",5.37
"910","2010-08-12",5.42
"911","2010-08-13",5.41
"912","2010-08-16",5.33
"913","2010-08-17",5.4
"914","2010-08-18",5.6
"915","2010-08-19",5.47
"916","2010-08-20",5.59
"917","2010-08-23",5.61
"918","2010-08-24",5.41
"919","2010-08-25",5.48
"920","2010-08-26",5.25
"921","2010-08-27",5.54
"922","2010-08-30",5.21
"923","2010-08-31",5.08
"924","2010-09-01",5.24
"925","2010-09-02",5.41
"926","2010-09-03",5.82
"927","2010-09-07",5.4
"928","2010-09-08",5.45
"929","2010-09-09",5.46
"930","2010-09-10",5.39
"931","2010-09-13",5.96
"932","2010-09-14",5.93
"933","2010-09-15",5.99
"934","2010-09-16",6.07
"935","2010-09-17",6.09
"936","2010-09-20",6.25
"937","2010-09-21",6.16
"938","2010-09-22",6
"939","2010-09-23",5.97
"940","2010-09-24",6.52
"941","2010-09-27",6.42
"942","2010-09-28",6.46
"943","2010-09-29",6.74
"944","2010-09-30",6.57
"945","2010-10-01",6.67
"946","2010-10-04",6.51
"947","2010-10-05",6.92
"948","2010-10-06",6.83
"949","2010-10-07",6.96
"950","2010-10-08",6.72
"951","2010-10-11",6.75
"952","2010-10-12",6.68
"953","2010-10-13",6.87
"954","2010-10-14",6.84
"955","2010-10-15",6.91
"956","2010-10-18",6.86
"957","2010-10-19",6.68
"958","2010-10-20",6.71
"959","2010-10-21",6.66
"960","2010-10-22",6.77
"961","2010-10-25",6.95
"962","2010-10-26",7.03
"963","2010-10-27",7.12
"964","2010-10-28",7.15
"965","2010-10-29",7.23
"966","2010-11-01",7.03
"967","2010-11-02",7.11
"968","2010-11-03",7.2
"969","2010-11-04",7.38
"970","2010-11-05",6.79
"971","2010-11-08",6.84
"972","2010-11-09",6.87
"973","2010-11-10",6.9
"974","2010-11-11",6.58
"975","2010-11-12",6.34
"976","2010-11-15",6.23
"977","2010-11-16",6.16
"978","2010-11-17",6.33
"979","2010-11-18",6.41
"980","2010-11-19",6.47
"981","2010-11-22",6.86
"982","2010-11-23",6.8
"983","2010-11-24",7.12
"984","2010-11-26",7.14
"985","2010-11-29",7.1
"986","2010-11-30",6.96
"987","2010-12-01",7.03
"988","2010-12-02",7.23
"989","2010-12-03",7.45
"990","2010-12-06",7.39
"991","2010-12-07",7.41
"992","2010-12-08",7.48
"993","2010-12-09",7.62
"994","2010-12-10",7.74
"995","2010-12-13",7.57
"996","2010-12-14",7.37
"997","2010-12-15",7.29
"998","2010-12-16",7.48
"999","2010-12-17",7.51
"1000","2010-12-20",7.48
