"","date","X"
"1","2007-01-03",71.309998
"2","2007-01-04",70.639999
"3","2007-01-05",69.720001
"4","2007-01-08",70.660004
"5","2007-01-09",70.199997
"6","2007-01-10",70.839996
"7","2007-01-11",71.959999
"8","2007-01-12",73.290001
"9","2007-01-16",72.279999
"10","2007-01-17",71.980003
"11","2007-01-18",70.019997
"12","2007-01-19",72.230003
"13","2007-01-22",72.059998
"14","2007-01-23",75.110001
"15","2007-01-24",77.25
"16","2007-01-25",77.800003
"17","2007-01-26",77.980003
"18","2007-01-29",76.879997
"19","2007-01-30",80.269997
"20","2007-01-31",83.489998
"21","2007-02-01",84.290001
"22","2007-02-02",85.75
"23","2007-02-05",86.25
"24","2007-02-06",87.099998
"25","2007-02-07",86.940002
"26","2007-02-08",87.629997
"27","2007-02-09",83.82
"28","2007-02-12",85.610001
"29","2007-02-13",87.510002
"30","2007-02-14",87.900002
"31","2007-02-15",90.089996
"32","2007-02-16",90.650002
"33","2007-02-20",90.900002
"34","2007-02-21",93.849998
"35","2007-02-22",93.25
"36","2007-02-23",93.089996
"37","2007-02-26",93.900002
"38","2007-02-27",86.510002
"39","2007-02-28",88.68
"40","2007-03-01",87.730003
"41","2007-03-02",86.010002
"42","2007-03-05",84.959999
"43","2007-03-06",87.669998
"44","2007-03-07",87.699997
"45","2007-03-08",90.510002
"46","2007-03-09",91.239998
"47","2007-03-12",90.860001
"48","2007-03-13",87.139999
"49","2007-03-14",89.290001
"50","2007-03-15",89.900002
"51","2007-03-16",89.239998
"52","2007-03-19",90.370003
"53","2007-03-20",92.989998
"54","2007-03-21",95.800003
"55","2007-03-22",94.800003
"56","2007-03-23",96.309998
"57","2007-03-26",97.809998
"58","2007-03-27",98.279999
"59","2007-03-28",97.610001
"60","2007-03-29",101.220001
"61","2007-03-30",99.169998
"62","2007-04-02",100.849998
"63","2007-04-03",100.849998
"64","2007-04-04",101.959999
"65","2007-04-05",102.720001
"66","2007-04-09",103.239998
"67","2007-04-10",101.629997
"68","2007-04-11",102.760002
"69","2007-04-12",104.690002
"70","2007-04-13",105.57
"71","2007-04-16",108.099998
"72","2007-04-17",106.330002
"73","2007-04-18",105.68
"74","2007-04-19",105.940002
"75","2007-04-20",106.879997
"76","2007-04-23",107
"77","2007-04-24",103.040001
"78","2007-04-25",104.830002
"79","2007-04-26",103.93
"80","2007-04-27",103.040001
"81","2007-04-30",101.540001
"82","2007-05-01",101.669998
"83","2007-05-02",103.589996
"84","2007-05-03",104.540001
"85","2007-05-04",104.379997
"86","2007-05-07",105.779999
"87","2007-05-08",110.629997
"88","2007-05-09",113.510002
"89","2007-05-10",110.519997
"90","2007-05-11",111.080002
"91","2007-05-14",110.269997
"92","2007-05-15",111.279999
"93","2007-05-16",110.07
"94","2007-05-17",108.879997
"95","2007-05-18",109.620003
"96","2007-05-21",109.360001
"97","2007-05-22",106.690002
"98","2007-05-23",107.339996
"99","2007-05-24",106.419998
"100","2007-05-25",108.879997
"101","2007-05-29",110.099998
"102","2007-05-30",112.699997
"103","2007-05-31",113.160004
"104","2007-06-01",116.800003
"105","2007-06-04",115.949997
"106","2007-06-05",117.519997
"107","2007-06-06",118.660004
"108","2007-06-07",115.800003
"109","2007-06-08",125.050003
