"","date","GLOP"
"1","2014-05-07",26.110001
"2","2014-05-08",26.469999
"3","2014-05-09",26.459999
"4","2014-05-12",26.959999
"5","2014-05-13",26.700001
"6","2014-05-14",26.879999
"7","2014-05-15",26.700001
"8","2014-05-16",26.700001
"9","2014-05-19",26.76
"10","2014-05-20",26.75
"11","2014-05-21",26.559999
"12","2014-05-22",26.65
"13","2014-05-23",26.76
"14","2014-05-27",26.559999
"15","2014-05-28",26.6
"16","2014-05-29",26.52
"17","2014-05-30",26.52
"18","2014-06-02",27.950001
"19","2014-06-03",28.48
"20","2014-06-04",28.889999
"21","2014-06-05",28.66
"22","2014-06-06",28.719999
"23","2014-06-09",28.83
"24","2014-06-10",28.879999
"25","2014-06-11",28.93
"26","2014-06-12",29.6
"27","2014-06-13",29.83
"28","2014-06-16",31.959999
"29","2014-06-17",33.259998
"30","2014-06-18",33.900002
"31","2014-06-19",34.970001
"32","2014-06-20",35.880001
"33","2014-06-23",34.490002
"34","2014-06-24",33.619999
"35","2014-06-25",33.57
"36","2014-06-26",34.700001
"37","2014-06-27",35.400002
"38","2014-06-30",36.389999
"39","2014-07-01",36.91
"40","2014-07-02",35.57
"41","2014-07-03",34.66
"42","2014-07-07",34.139999
"43","2014-07-08",32.799999
"44","2014-07-09",32.84
"45","2014-07-10",33.240002
"46","2014-07-11",32.299999
"47","2014-07-14",32.470001
"48","2014-07-15",32.810001
"49","2014-07-16",32.93
"50","2014-07-17",33.919998
"51","2014-07-18",33.860001
"52","2014-07-21",33.049999
"53","2014-07-22",33.189999
"54","2014-07-23",33.459999
"55","2014-07-24",33.41
"56","2014-07-25",33.389999
"57","2014-07-28",33.619999
"58","2014-07-29",34.279999
"59","2014-07-30",33.279999
"60","2014-07-31",33.400002
"61","2014-08-01",34.060001
"62","2014-08-04",33.32
"63","2014-08-05",32.875
"64","2014-08-06",32.200001
"65","2014-08-07",31.82
"66","2014-08-08",31.98
"67","2014-08-11",32.43
"68","2014-08-12",32.259998
"69","2014-08-13",32.389999
"70","2014-08-14",31.98
"71","2014-08-15",32.290001
"72","2014-08-18",32.529999
"73","2014-08-19",33.209999
"74","2014-08-20",33.529999
"75","2014-08-21",33.799999
"76","2014-08-22",34.09
"77","2014-08-25",33.810001
"78","2014-08-26",33.48
"79","2014-08-27",33.099998
"80","2014-08-28",32.75
"81","2014-08-29",33.330002
"82","2014-09-02",33.080002
"83","2014-09-03",33.299999
"84","2014-09-04",31.629999
"85","2014-09-05",31.200001
"86","2014-09-08",30.959999
"87","2014-09-09",30.299999
"88","2014-09-10",30
"89","2014-09-11",30.290001
"90","2014-09-12",30.4
"91","2014-09-15",30.35
"92","2014-09-16",31.59
"93","2014-09-17",32.290001
"94","2014-09-18",32.669998
"95","2014-09-19",33.189999
"96","2014-09-22",32.900002
"97","2014-09-23",32.299999
"98","2014-09-24",30.5
"99","2014-09-25",30.75
"100","2014-09-26",30.959999
"101","2014-09-29",30.799999
"102","2014-09-30",30.700001
"103","2014-10-01",30.780001
"104","2014-10-02",30.540001
"105","2014-10-03",30.75
"106","2014-10-06",30.77
"107","2014-10-07",30.02
"108","2014-10-08",29.01
"109","2014-10-09",26.99
"110","2014-10-10",26.25
"111","2014-10-13",25.76
"112","2014-10-14",23.82
"113","2014-10-15",23.870001
"114","2014-10-16",26.17
"115","2014-10-17",26.85
"116","2014-10-20",25.85
"117","2014-10-21",27.379999
"118","2014-10-22",26.58
"119","2014-10-23",25.73
"120","2014-10-24",26.219999
"121","2014-10-27",25.65
"122","2014-10-28",26.15
"123","2014-10-29",26.35
"124","2014-10-30",26.32
"125","2014-10-31",26.76
"126","2014-11-03",27
"127","2014-11-04",26
"128","2014-11-05",26.200001
"129","2014-11-06",25.75
"130","2014-11-07",26.16
"131","2014-11-10",26.08
"132","2014-11-11",25.530001
"133","2014-11-12",24.969999
"134","2014-11-13",23.66
"135","2014-11-14",23.16
"136","2014-11-17",23.02
"137","2014-11-18",23.065001
"138","2014-11-19",22.870001
"139","2014-11-20",23.290001
"140","2014-11-21",24.049999
"141","2014-11-24",26.040001
"142","2014-11-25",26.99
"143","2014-11-26",27.209999
"144","2014-11-28",25.549999
"145","2014-12-01",24.82
"146","2014-12-02",24.799999
"147","2014-12-03",27.799999
"148","2014-12-04",27.58
"149","2014-12-05",28.440001
"150","2014-12-08",27.26
"151","2014-12-09",27.98
"152","2014-12-10",26.9
"153","2014-12-11",25.719999
"154","2014-12-12",25.139999
"155","2014-12-15",23.27
"156","2014-12-16",24.040001
"157","2014-12-17",25.450001
"158","2014-12-18",25.27
"159","2014-12-19",26.75
"160","2014-12-22",26.110001
"161","2014-12-23",25.299999
"162","2014-12-24",25.07
"163","2014-12-26",23.74
"164","2014-12-29",24.85
"165","2014-12-30",24.76
"166","2014-12-31",25.24
"167","2015-01-02",26.41
"168","2015-01-05",24.209999
"169","2015-01-06",23.24
"170","2015-01-07",23.43
"171","2015-01-08",23.860001
"172","2015-01-09",23.48
"173","2015-01-12",22.52
"174","2015-01-13",22.379999
"175","2015-01-14",22.389999
"176","2015-01-15",22.41
"177","2015-01-16",22.51
"178","2015-01-20",22.559999
"179","2015-01-21",22.98
"180","2015-01-22",22.639999
"181","2015-01-23",23.040001
"182","2015-01-26",23.35
"183","2015-01-27",23.540001
"184","2015-01-28",23.440001
"185","2015-01-29",25.08
"186","2015-01-30",25
"187","2015-02-02",24.73
"188","2015-02-03",24.870001
"189","2015-02-04",24.57
"190","2015-02-05",24.77
"191","2015-02-06",24.85
"192","2015-02-09",24.219999
"193","2015-02-10",24.190001
"194","2015-02-11",23.200001
"195","2015-02-12",23.67
"196","2015-02-13",24.02
"197","2015-02-17",24.309999
"198","2015-02-18",25
"199","2015-02-19",24.950001
"200","2015-02-20",25.049999
"201","2015-02-23",25.049999
"202","2015-02-24",25.51
"203","2015-02-25",25.42
"204","2015-02-26",25.18
"205","2015-02-27",25.440001
"206","2015-03-02",25.299999
"207","2015-03-03",25
"208","2015-03-04",24.559999
"209","2015-03-05",25.41
"210","2015-03-06",24.879999
"211","2015-03-09",24.379999
"212","2015-03-10",22.98
"213","2015-03-11",23.299999
"214","2015-03-12",23.360001
"215","2015-03-13",23.02
"216","2015-03-16",22.629999
"217","2015-03-17",23.85
"218","2015-03-18",24.42
"219","2015-03-19",24.42
"220","2015-03-20",24.59
"221","2015-03-23",24.620001
"222","2015-03-24",24.34
