"","date","CCR"
"94","2015-11-10",12.28
"95","2015-11-11",11.86
"96","2015-11-12",11.71
"97","2015-11-13",11.72
"98","2015-11-16",12
"99","2015-11-17",12.09
"100","2015-11-18",12.31
"101","2015-11-19",12.32
"102","2015-11-20",11.74
"103","2015-11-23",11.63
"104","2015-11-24",11.72
"105","2015-11-25",11.44
"106","2015-11-27",11.45
"107","2015-11-30",11.63
"108","2015-12-01",11.31
"109","2015-12-02",11.27
"110","2015-12-03",10.63
"111","2015-12-04",10.52
"112","2015-12-07",10.16
"113","2015-12-08",9.7
"114","2015-12-09",9.53
"115","2015-12-10",9.43
"116","2015-12-11",9.14
"117","2015-12-14",9.01
"118","2015-12-15",8.97
"119","2015-12-16",8.87
"120","2015-12-17",8.8
"121","2015-12-18",8.32
"122","2015-12-21",8.58
"123","2015-12-22",9.15
"124","2015-12-23",9.5
"125","2015-12-24",9.275
"126","2015-12-28",9.29
"127","2015-12-29",9.15
"128","2015-12-30",8.8
"129","2015-12-31",9.27
"130","2016-01-04",9.25
"131","2016-01-05",9.05
"132","2016-01-06",8.6
"133","2016-01-07",8.165
"134","2016-01-08",7.95
"135","2016-01-11",7.09
"136","2016-01-12",6.46
"137","2016-01-13",6.52
"138","2016-01-14",6.78
"139","2016-01-15",6.8
"140","2016-01-19",6.75
"141","2016-01-20",6.63
"142","2016-01-21",6.58
"143","2016-01-22",6.76
"144","2016-01-25",6.73
"145","2016-01-26",6.9
"146","2016-01-27",6.878
"147","2016-01-28",7.25
"148","2016-01-29",7.9
"149","2016-02-01",7.82
"150","2016-02-02",7.57
"151","2016-02-03",7.65
"152","2016-02-04",7.28
"153","2016-02-05",7.42
"154","2016-02-08",6.84
"155","2016-02-09",6.16
"156","2016-02-10",6.29
"157","2016-02-11",6.13
"158","2016-02-12",6.42
"159","2016-02-16",6.54
"160","2016-02-17",6.93
"161","2016-02-18",6.69
"162","2016-02-19",6.15
"163","2016-02-22",6.51
"164","2016-02-23",6.52
"165","2016-02-24",6.75
"166","2016-02-25",6.47
"167","2016-02-26",6.75
"168","2016-02-29",6.9
"169","2016-03-01",6.92
"170","2016-03-02",7
"171","2016-03-03",6.93
"172","2016-03-04",6.65
"173","2016-03-07",6.87
"174","2016-03-08",6.88
"175","2016-03-09",7.02
"176","2016-03-10",6.74
"177","2016-03-11",6.93
"178","2016-03-14",6.85
"179","2016-03-15",6.96
"180","2016-03-16",6.98
"181","2016-03-17",7.15
"182","2016-03-18",6.87
"183","2016-03-21",6.62
"184","2016-03-22",6.9
"185","2016-03-23",6.95
"186","2016-03-24",7
"187","2016-03-28",7.01
"188","2016-03-29",7.03
"189","2016-03-30",7.27
"190","2016-03-31",7.18
"191","2016-04-01",6.87
"192","2016-04-04",6.96
"193","2016-04-05",6.95
"194","2016-04-06",6.76
"195","2016-04-07",6.86
"196","2016-04-08",6.89
"197","2016-04-11",6.9
"198","2016-04-12",7
"199","2016-04-13",7.06
"200","2016-04-14",7
"201","2016-04-15",7.14
"202","2016-04-18",7.6
"203","2016-04-19",7.98
"204","2016-04-20",9.01
"205","2016-04-21",9.38
"206","2016-04-22",9.1
"207","2016-04-25",9.17
"208","2016-04-26",9.32
"209","2016-04-27",9.85
"210","2016-04-28",9.6
"211","2016-04-29",9.45
"212","2016-05-02",9.68
"213","2016-05-03",8.7
"214","2016-05-04",8.52
"215","2016-05-05",8.62
"216","2016-05-06",8.83
"217","2016-05-09",8.58
"218","2016-05-10",8.33
"219","2016-05-11",8.68
"220","2016-05-12",8.59
"221","2016-05-13",8.66
"222","2016-05-16",8.46
"223","2016-05-17",8.455
"224","2016-05-18",8.13
"225","2016-05-19",7.89
"226","2016-05-20",7.69
"227","2016-05-23",7.72
"228","2016-05-24",7.9
"229","2016-05-25",8.12
"230","2016-05-26",7.9
"231","2016-05-27",8.17
"232","2016-05-31",8.04
"233","2016-06-01",8.01
"234","2016-06-02",8.18
"235","2016-06-03",8.9
"236","2016-06-06",9.62
"237","2016-06-07",9.35
"238","2016-06-08",9.47
"239","2016-06-09",9.4
"240","2016-06-10",8.91
"241","2016-06-13",8.85
"242","2016-06-14",8.57
"243","2016-06-15",8.91
"244","2016-06-16",8.8
"245","2016-06-17",8.89
"246","2016-06-20",9.29
"247","2016-06-21",9.27
"248","2016-06-22",9.16
"249","2016-06-23",9.11
"250","2016-06-24",8.79
"251","2016-06-27",8.35
"252","2016-06-28",8.96
"253","2016-06-29",9.14
"254","2016-06-30",9.26
"255","2016-07-01",9.28
"256","2016-07-05",9.02
"257","2016-07-06",9.32
"258","2016-07-07",9.53
"259","2016-07-08",9.57
"260","2016-07-11",9.57
"261","2016-07-12",9.6
"262","2016-07-13",9.67
"263","2016-07-14",9.998
"264","2016-07-15",10.02
"265","2016-07-18",11.08
"266","2016-07-19",10.9
"267","2016-07-20",11.14
"268","2016-07-21",10.95
"269","2016-07-22",10.97
"270","2016-07-25",10.98
"271","2016-07-26",13.53
"272","2016-07-27",12.67
"273","2016-07-28",12.52
"274","2016-07-29",12.56
"275","2016-08-01",13.13
"276","2016-08-02",13.26
"277","2016-08-03",14.09
"278","2016-08-04",13.11
"279","2016-08-05",13.05
"280","2016-08-08",12.96
"281","2016-08-09",13.07
"282","2016-08-10",12.58
"283","2016-08-11",12.6
"284","2016-08-12",12.37
"285","2016-08-15",12.75
"286","2016-08-16",12.74
"287","2016-08-17",12.45
"288","2016-08-18",12.72
"289","2016-08-19",12.69
"290","2016-08-22",12.56
"291","2016-08-23",12.75
"292","2016-08-24",12.83
"293","2016-08-25",13.08
"294","2016-08-26",13.1
"295","2016-08-29",13.07
"296","2016-08-30",13.01
"297","2016-08-31",13.12
"298","2016-09-01",13.13
"299","2016-09-02",13.16
"300","2016-09-06",13.75
"301","2016-09-07",14.22
"302","2016-09-08",14.467
"303","2016-09-09",13.52
"304","2016-09-12",13.58
"305","2016-09-13",13.3
"306","2016-09-14",13.99
"307","2016-09-15",14.46
"308","2016-09-16",14.7
"309","2016-09-19",14.67
"310","2016-09-20",15.005
"311","2016-09-21",14.95
"312","2016-09-22",15.06
"313","2016-09-23",15.18
"314","2016-09-26",14.98
"315","2016-09-27",15.15
"316","2016-09-28",15.29
"317","2016-09-29",15.15
"318","2016-09-30",15.5
"319","2016-10-03",16.25
"320","2016-10-04",16.75
"321","2016-10-05",17.48
"322","2016-10-06",17.209999
"323","2016-10-07",17.120001
"324","2016-10-10",16.6
"325","2016-10-11",16.690001
"326","2016-10-12",16
"327","2016-10-13",16.25
"328","2016-10-14",16.809999
"329","2016-10-17",16.299999
"330","2016-10-18",16.9
"331","2016-10-19",17.4
"332","2016-10-20",17.65
"333","2016-10-21",17.5
"334","2016-10-24",17.35
"335","2016-10-25",17.65
"336","2016-10-26",17.9
"337","2016-10-27",17.450001
"338","2016-10-28",17.450001
"339","2016-10-31",18
"340","2016-11-01",17.5
"341","2016-11-02",17.25
"342","2016-11-03",17.65
"343","2016-11-04",18
"344","2016-11-07",18.1
"345","2016-11-08",17.799999
"346","2016-11-09",19.9
"347","2016-11-10",19.700001
"348","2016-11-11",18.65
"349","2016-11-14",20.299999
"350","2016-11-15",20.6
"351","2016-11-16",19.25
"352","2016-11-17",18.549999
"353","2016-11-18",19.450001
"354","2016-11-21",19.25
"355","2016-11-22",19.049999
"356","2016-11-23",19.15
"357","2016-11-25",19.1
"358","2016-11-28",18.700001
"359","2016-11-29",18.799999
"360","2016-11-30",18.950001
"361","2016-12-01",18.4
"362","2016-12-02",19.049999
"363","2016-12-05",19.1
"364","2016-12-06",19.200001
"365","2016-12-07",19.65
"366","2016-12-08",19.4
"367","2016-12-09",18.799999
"368","2016-12-12",17.299999
"369","2016-12-13",17.5
"370","2016-12-14",17.25
"371","2016-12-15",17.15
"372","2016-12-16",17.6
"373","2016-12-19",17.5
"374","2016-12-20",17.85
"375","2016-12-21",17.450001
"376","2016-12-22",18.1
"377","2016-12-23",17.85
"378","2016-12-27",19.4
"379","2016-12-28",18.6
"380","2016-12-29",18.450001
"381","2016-12-30",18.25
"382","2017-01-03",18.85
"383","2017-01-04",18.85
"384","2017-01-05",18.25
"385","2017-01-06",17.85
"386","2017-01-09",17.65
"387","2017-01-10",18
"388","2017-01-11",18
"389","2017-01-12",18
"390","2017-01-13",17.65
"391","2017-01-17",17.799999
"392","2017-01-18",17.75
"393","2017-01-19",17.9
"394","2017-01-20",17.9
"395","2017-01-23",17.85
"396","2017-01-24",18.4
"397","2017-01-25",18.9
"398","2017-01-26",19.25
"399","2017-01-27",19.15
"400","2017-01-30",19.549999
"401","2017-01-31",18.950001
"402","2017-02-01",18.75
"403","2017-02-02",18.4
"404","2017-02-03",18.75
"405","2017-02-06",18.6
"406","2017-02-07",17.799999
"407","2017-02-08",17.299999
"408","2017-02-09",17
"409","2017-02-10",16.15
"410","2017-02-13",16.5
"411","2017-02-14",16.65
"412","2017-02-15",16.5
"413","2017-02-16",16.950001
"414","2017-02-17",17.15
"415","2017-02-21",17.75
"416","2017-02-22",17.799999
"417","2017-02-23",17.75
"418","2017-02-24",17.200001
"419","2017-02-27",17.1
"420","2017-02-28",16.700001
"421","2017-03-01",16.700001
"422","2017-03-02",15.8
"423","2017-03-03",15.1
"424","2017-03-06",15.15
"425","2017-03-07",15.15
"426","2017-03-08",15.3
"427","2017-03-09",15.05
"428","2017-03-10",14.65
"429","2017-03-13",15.25
"430","2017-03-14",14.95
"431","2017-03-15",16.15
"432","2017-03-16",15.55
"433","2017-03-17",15.7
"434","2017-03-20",15.7
"435","2017-03-21",15
"436","2017-03-22",14.7
"437","2017-03-23",15.8
"438","2017-03-24",15
"439","2017-03-27",14.85
"440","2017-03-28",15.3
"441","2017-03-29",16.549999
"442","2017-03-30",16.5
"443","2017-03-31",16.950001
"444","2017-04-03",16.450001
"445","2017-04-04",15.95
"446","2017-04-05",16.200001
"447","2017-04-06",16.75
"448","2017-04-07",16.75
"449","2017-04-10",16.5
"450","2017-04-11",16.799999
"451","2017-04-12",16.299999
"452","2017-04-13",16.25
"453","2017-04-17",15.9
"454","2017-04-18",15.5
"455","2017-04-19",15.15
"456","2017-04-20",15.4
"457","2017-04-21",15.2
"458","2017-04-24",15.45
"459","2017-04-25",15.55
"460","2017-04-26",15.35
"461","2017-04-27",16.15
"462","2017-04-28",16.049999
"463","2017-05-01",16.85
"464","2017-05-02",17.299999
"465","2017-05-03",16.200001
"466","2017-05-04",15.2
"467","2017-05-05",15.6
"468","2017-05-08",15.5
"469","2017-05-09",15.6
"470","2017-05-10",16.25
"471","2017-05-11",16.049999
"472","2017-05-12",15.85
"473","2017-05-15",15.85
"474","2017-05-16",15.85
"475","2017-05-17",15.6
"476","2017-05-18",15.55
"477","2017-05-19",16
"478","2017-05-22",16.25
"479","2017-05-23",16.450001
"480","2017-05-24",16.4
"481","2017-05-25",16.299999
"482","2017-05-26",16.15
"483","2017-05-30",15.6
"484","2017-05-31",15.4
"485","2017-06-01",16.15
"486","2017-06-02",16.299999
"487","2017-06-05",16.15
"488","2017-06-06",16.25
"489","2017-06-07",16
"490","2017-06-08",16
"491","2017-06-09",15.85
"492","2017-06-12",15.65
"493","2017-06-13",16.450001
"494","2017-06-14",16.35
"495","2017-06-15",16.1
"496","2017-06-16",15.85
"497","2017-06-19",15.65
"498","2017-06-20",15.25
"499","2017-06-21",14.8
"500","2017-06-22",15.2
"501","2017-06-23",15.55
"502","2017-06-26",15.55
"503","2017-06-27",15.7
"504","2017-06-28",15.9
"505","2017-06-29",15.55
"506","2017-06-30",14.95
"507","2017-07-03",15.45
"508","2017-07-05",15.5
"509","2017-07-06",15.95
"510","2017-07-07",15.75
"511","2017-07-10",15.75
"512","2017-07-11",15.85
"513","2017-07-12",16.049999
"514","2017-07-13",16.049999
"515","2017-07-14",16.25
"516","2017-07-17",16
"517","2017-07-18",16
"518","2017-07-19",16.1
"519","2017-07-20",16.15
"520","2017-07-21",16.15
"521","2017-07-24",16.049999
"522","2017-07-25",16.15
"523","2017-07-26",16.1
"524","2017-07-27",16.35
"525","2017-07-28",16.65
"526","2017-07-31",16.5
"527","2017-08-01",16.549999
"528","2017-08-02",16.65
"529","2017-08-03",16.1
"530","2017-08-04",16.15
"531","2017-08-07",16.35
"532","2017-08-08",15.95
"533","2017-08-09",15.9
"534","2017-08-10",16.1
"535","2017-08-11",15.8
"536","2017-08-14",16.1
"537","2017-08-15",16.1
"538","2017-08-16",15.6
"539","2017-08-17",15.7
"540","2017-08-18",15.3
"541","2017-08-21",15.4
"542","2017-08-22",15.3
"543","2017-08-23",15.25
"544","2017-08-24",15.2
"545","2017-08-25",15.5
"546","2017-08-28",15.2
"547","2017-08-29",15.25
"548","2017-08-30",15.1
"549","2017-08-31",15.45
"550","2017-09-01",15.7
"551","2017-09-05",15.15
"552","2017-09-06",15.1
"553","2017-09-07",15.2
"554","2017-09-08",15
"555","2017-09-11",15
"556","2017-09-12",14.85
"557","2017-09-13",14.7
"558","2017-09-14",14.65
"559","2017-09-15",14.9
"560","2017-09-18",15.05
"561","2017-09-19",15.1
"562","2017-09-20",15
"563","2017-09-21",14.85
"564","2017-09-22",14.9
"565","2017-09-25",14.9
"566","2017-09-26",15.1
"567","2017-09-27",14.95
"568","2017-09-28",14.8
"569","2017-09-29",14.8
"570","2017-10-02",14.75
"571","2017-10-03",14.8
"572","2017-10-04",14.85
"573","2017-10-05",14.95
"574","2017-10-06",14.95
"575","2017-10-09",15
"576","2017-10-10",15.4
"577","2017-10-11",15.2
"578","2017-10-12",14.95
"579","2017-10-13",15.1
"580","2017-10-16",14.9
"581","2017-10-17",15.1
"582","2017-10-18",15.2
"583","2017-10-19",15
"584","2017-10-20",15.1
"585","2017-10-23",15.1
"586","2017-10-24",15.4
"587","2017-10-25",14.9
"588","2017-10-26",14.7
"589","2017-10-27",14.8
"590","2017-10-30",15
"591","2017-10-31",14.7
"592","2017-11-01",14.65
"593","2017-11-02",14.5
"594","2017-11-03",14.3
"595","2017-11-06",14.3
"596","2017-11-07",13.9
"597","2017-11-08",13.55
"598","2017-11-09",13.45
"599","2017-11-10",13.4
"600","2017-11-13",13.55
"601","2017-11-14",13.3
"602","2017-11-15",13.5
"603","2017-11-16",13.35
"604","2017-11-17",13.6
"605","2017-11-20",14.35
"606","2017-11-21",14.4
"607","2017-11-22",14.35
"608","2017-11-24",14.25
"609","2017-11-27",14
"610","2017-11-28",13.55
"611","2017-11-29",13.65
"612","2017-11-30",14.05
"613","2017-12-01",14.1
"614","2017-12-04",13.7
"615","2017-12-05",13.7
"616","2017-12-06",13.4
"617","2017-12-07",13.9
"618","2017-12-08",14.35
"619","2017-12-11",14.85
"620","2017-12-12",14.7
"621","2017-12-13",14.55
"622","2017-12-14",14.7
"623","2017-12-15",14.6
"624","2017-12-18",14.75
"625","2017-12-19",14.8
"626","2017-12-20",14.8
"627","2017-12-21",14.9
"628","2017-12-22",15.3
"629","2017-12-26",15.2
"630","2017-12-27",15.2
"631","2017-12-28",15.3
"632","2017-12-29",15.65
"633","2018-01-02",15.9
"634","2018-01-03",15.95
"635","2018-01-04",15.95
"636","2018-01-05",16
"637","2018-01-08",15.8
"638","2018-01-09",15.7
"639","2018-01-10",15.8
"640","2018-01-11",15.8
"641","2018-01-12",16
"642","2018-01-16",15.55
"643","2018-01-17",15.7
"644","2018-01-18",15.7
"645","2018-01-19",15.65
"646","2018-01-22",15.55
"647","2018-01-23",15.7
"648","2018-01-24",16.200001
"649","2018-01-25",16.5
"650","2018-01-26",16.450001
"651","2018-01-29",16.1
"652","2018-01-30",15.95
"653","2018-01-31",15.85
"654","2018-02-01",15.8
"655","2018-02-02",15.5
"656","2018-02-05",15.65
"657","2018-02-06",15.95
"658","2018-02-07",15.331
"659","2018-02-08",15.15
"660","2018-02-09",15
"661","2018-02-12",14.562
"662","2018-02-13",14.25
"663","2018-02-14",14.7
"664","2018-02-15",14.9
"665","2018-02-16",14.75
"666","2018-02-20",14.1
"667","2018-02-21",14.85
"668","2018-02-22",15.1
"669","2018-02-23",14.4
"670","2018-02-26",14.2
"671","2018-02-27",14.1
"672","2018-02-28",14.25
"673","2018-03-01",13.9
"674","2018-03-02",14.2
"675","2018-03-05",14.205
"676","2018-03-06",14.8
"677","2018-03-07",14.8
"678","2018-03-08",14.5
"679","2018-03-09",14.5
"680","2018-03-12",14.5
"681","2018-03-13",14.25
"682","2018-03-14",14.6
"683","2018-03-15",14.5
"684","2018-03-16",14.5
"685","2018-03-19",14.55
"686","2018-03-20",14.25
"687","2018-03-21",14.8
"688","2018-03-22",14.35
"689","2018-03-23",14.05
"690","2018-03-26",14.45
"691","2018-03-27",14.15
"692","2018-03-28",13.95
"693","2018-03-29",13.95
"694","2018-04-02",14.15
"695","2018-04-03",14
"696","2018-04-04",14.05
"697","2018-04-05",14.5
"698","2018-04-06",14.6
"699","2018-04-09",14.05
"700","2018-04-10",14.5
"701","2018-04-11",14.4
"702","2018-04-12",14.2
"703","2018-04-13",14.45
"704","2018-04-16",14.4
"705","2018-04-17",14.7
"706","2018-04-18",14.75
"707","2018-04-19",14.55
"708","2018-04-20",14.75
"709","2018-04-23",14.8
"710","2018-04-24",14.45
"711","2018-04-25",14.75
"712","2018-04-26",14.9
"713","2018-04-27",14.7
"714","2018-04-30",15.45
"715","2018-05-01",15.15
"716","2018-05-02",15.4
"717","2018-05-03",16
"718","2018-05-04",16.15
"719","2018-05-07",15.7
"720","2018-05-08",15.05
"721","2018-05-09",15.098
"722","2018-05-10",14.85
"723","2018-05-11",15.3
"724","2018-05-14",15.5
"725","2018-05-15",15.6
"726","2018-05-16",15.65
"727","2018-05-17",15.9
"728","2018-05-18",15.9
"729","2018-05-21",15.75
"730","2018-05-22",15.4
"731","2018-05-23",15.6
"732","2018-05-24",15.45
"733","2018-05-25",15.65
"734","2018-05-29",15.85
"735","2018-05-30",15.65
"736","2018-05-31",16
"737","2018-06-01",16.299999
"738","2018-06-04",16.35
"739","2018-06-05",16
"740","2018-06-06",16.1
"741","2018-06-07",16.1
"742","2018-06-08",16
"743","2018-06-11",16.25
"744","2018-06-12",16.1
"745","2018-06-13",16
"746","2018-06-14",16.25
"747","2018-06-15",16
"748","2018-06-18",16
"749","2018-06-19",15.875
"750","2018-06-20",15.35
"751","2018-06-21",15.4
"752","2018-06-22",15.4
"753","2018-06-25",15.172
"754","2018-06-26",15.35
"755","2018-06-27",15.1
"756","2018-06-28",15
"757","2018-06-29",15.05
"758","2018-07-02",14.8
"759","2018-07-03",15
"760","2018-07-05",14.9
"761","2018-07-06",15.1
"762","2018-07-09",15.05
"763","2018-07-10",15
"764","2018-07-11",14.95
"765","2018-07-12",15
"766","2018-07-13",15.15
"767","2018-07-16",15.05
"768","2018-07-17",15.31
"769","2018-07-18",15.3
"770","2018-07-19",15.25
"771","2018-07-20",15.1
"772","2018-07-23",15.1
"773","2018-07-24",15.2
"774","2018-07-25",15.5
"775","2018-07-26",15.95
"776","2018-07-27",15.9
"777","2018-07-30",16.200001
"778","2018-07-31",16.5
"779","2018-08-01",16.299999
"780","2018-08-02",16.950001
"781","2018-08-03",17.65
"782","2018-08-06",18.25
"783","2018-08-07",17.700001
"784","2018-08-08",17.6
"785","2018-08-09",17.299999
"786","2018-08-10",17.4
"787","2018-08-13",17
"788","2018-08-14",16.9
"789","2018-08-15",16.6
"790","2018-08-16",16.799999
"791","2018-08-17",17
"792","2018-08-20",17.1
"793","2018-08-21",17.5
"794","2018-08-22",18
"795","2018-08-23",18
"796","2018-08-24",18
"797","2018-08-27",18.200001
"798","2018-08-28",18.6
"799","2018-08-29",18.700001
"800","2018-08-30",18.799999
"801","2018-08-31",18.4
"802","2018-09-04",18.785
"803","2018-09-05",18.9
"804","2018-09-06",18.700001
"805","2018-09-07",18.200001
"806","2018-09-10",18.200001
"807","2018-09-11",17.25
"808","2018-09-12",18
"809","2018-09-13",18
"810","2018-09-14",18
"811","2018-09-17",17.5
"812","2018-09-18",17.950001
"813","2018-09-19",17.700001
"814","2018-09-20",17.950001
"815","2018-09-21",17.950001
"816","2018-09-24",17.950001
"817","2018-09-25",17.85
"818","2018-09-26",17.9
"819","2018-09-27",17.85
"820","2018-09-28",17.950001
"821","2018-10-01",18.16
"822","2018-10-02",18.5
"823","2018-10-03",19.17
"824","2018-10-04",18.950001
"825","2018-10-05",19.15
"826","2018-10-08",17.799999
"827","2018-10-09",18.889999
"828","2018-10-10",18.530001
"829","2018-10-11",18.610001
"830","2018-10-12",18.129999
"831","2018-10-15",18.85
"832","2018-10-16",19.09
"833","2018-10-17",19.139999
"834","2018-10-18",18.26
"835","2018-10-19",18.74
"836","2018-10-22",18.91
"837","2018-10-23",19.309999
"838","2018-10-24",19.07
"839","2018-10-25",19.120001
"840","2018-10-26",19.639999
"841","2018-10-29",18.799999
"842","2018-10-30",19.02
"843","2018-10-31",20
"844","2018-11-01",20.200001
"845","2018-11-02",20.33
"846","2018-11-05",20.66
"847","2018-11-06",19.9
"848","2018-11-07",19.6
"849","2018-11-08",19.27
"850","2018-11-09",18.82
"851","2018-11-12",18.76
"852","2018-11-13",18.549999
"853","2018-11-14",18.219999
"854","2018-11-15",18.5
"855","2018-11-16",18.93
"856","2018-11-19",18.51
"857","2018-11-20",17.549999
"858","2018-11-21",18.309999
"859","2018-11-23",17.790001
"860","2018-11-26",16.92
"861","2018-11-27",17.370001
"862","2018-11-28",17.629999
"863","2018-11-29",17.93
"864","2018-11-30",17.549999
"865","2018-12-03",17.700001
"866","2018-12-04",17.139999
"867","2018-12-06",17.18
"868","2018-12-07",17.639999
"869","2018-12-10",17.110001
"870","2018-12-11",17.07
"871","2018-12-12",17.200001
"872","2018-12-13",16.969999
"873","2018-12-14",17.459999
"874","2018-12-17",16.33
"875","2018-12-18",15.85
"876","2018-12-19",16.110001
"877","2018-12-20",15.18
"878","2018-12-21",15.14
"879","2018-12-24",15.06
"880","2018-12-26",15.28
"881","2018-12-27",16.049999
"882","2018-12-28",16.34
"883","2018-12-31",16.41
"884","2019-01-02",17.24
"885","2019-01-03",16.620001
"886","2019-01-04",16.67
"887","2019-01-07",17.01
"888","2019-01-08",17.25
"889","2019-01-09",17.65
"890","2019-01-10",17.469999
"891","2019-01-11",17.25
"892","2019-01-14",17.34
"893","2019-01-15",17.18
"894","2019-01-16",17.07
"895","2019-01-17",17.25
"896","2019-01-18",17.360001
"897","2019-01-22",17.6
"898","2019-01-23",17.66
"899","2019-01-24",17.99
"900","2019-01-25",17.950001
"901","2019-01-28",18.299999
"902","2019-01-29",18.1
"903","2019-01-30",18.48
"904","2019-01-31",18.58
"905","2019-02-01",18.690001
"906","2019-02-04",19.17
"907","2019-02-05",19.01
"908","2019-02-06",18.389999
"909","2019-02-07",17.450001
"910","2019-02-08",17.379999
"911","2019-02-11",17.65
"912","2019-02-12",17.48
"913","2019-02-13",17.690001
"914","2019-02-14",17.950001
"915","2019-02-15",18.040001
"916","2019-02-19",18.280001
"917","2019-02-20",18.200001
"918","2019-02-21",18.49
"919","2019-02-22",18.559999
"920","2019-02-25",18.85
"921","2019-02-26",18.870001
"922","2019-02-27",18.35
"923","2019-02-28",18.549999
"924","2019-03-01",18.040001
"925","2019-03-04",18.200001
"926","2019-03-05",18.08
"927","2019-03-06",17.799999
"928","2019-03-07",17.51
"929","2019-03-08",17.709999
"930","2019-03-11",17.799999
"931","2019-03-12",17.870001
"932","2019-03-13",17.879999
"933","2019-03-14",17.549999
"934","2019-03-15",17.450001
"935","2019-03-18",17.84
"936","2019-03-19",17.67
"937","2019-03-20",17.25
"938","2019-03-21",17.77
"939","2019-03-22",17.440001
"940","2019-03-25",17.360001
"941","2019-03-26",17.450001
"942","2019-03-27",17.35
"943","2019-03-28",17.440001
"944","2019-03-29",17.67
"945","2019-04-01",17.6
"946","2019-04-02",17.559999
"947","2019-04-03",17.440001
"948","2019-04-04",17.6
"949","2019-04-05",17.709999
"950","2019-04-08",17.66
"951","2019-04-09",17.700001
"952","2019-04-10",17.6
"953","2019-04-11",17.620001
"954","2019-04-12",17.879999
"955","2019-04-15",18.01
"956","2019-04-16",17.9
"957","2019-04-17",17.799999
"958","2019-04-18",17.549999
"959","2019-04-22",17.5
"960","2019-04-23",17.66
"961","2019-04-24",17.530001
"962","2019-04-25",17.51
"963","2019-04-26",17.6
"964","2019-04-29",17.6
"965","2019-04-30",17.780001
"966","2019-05-01",17.719999
"967","2019-05-02",17.719999
"968","2019-05-03",18.01
"969","2019-05-06",17.82
"970","2019-05-07",17.48
"971","2019-05-08",17.16
"972","2019-05-09",16.799999
"973","2019-05-10",17.559999
"974","2019-05-13",17.309999
"975","2019-05-14",17.200001
"976","2019-05-15",17.15
"977","2019-05-16",17.08
"978","2019-05-17",16.76
"979","2019-05-20",16.879999
"980","2019-05-21",16.91
"981","2019-05-22",16.65
"982","2019-05-23",16.5
"983","2019-05-24",16.388
"984","2019-05-28",16.33
"985","2019-05-29",16.110001
"986","2019-05-30",16.049999
"987","2019-05-31",15.82
"988","2019-06-03",15.6
"989","2019-06-04",16.02
"990","2019-06-05",15.98
"991","2019-06-06",15.64
"992","2019-06-07",15.86
"993","2019-06-10",15.97
"994","2019-06-11",15.8
"995","2019-06-12",15.63
