"","date","RYN"
"1","2007-01-03",20.428181
"2","2007-01-04",20.373413
"3","2007-01-05",20.059746
"4","2007-01-08",19.880508
"5","2007-01-09",20.109535
"6","2007-01-10",20.099577
"7","2007-01-11",20.438137
"8","2007-01-12",20.637291
"9","2007-01-16",20.81653
"10","2007-01-17",20.706995
"11","2007-01-18",20.60244
"12","2007-01-19",20.896191
"13","2007-01-22",20.970873
"14","2007-01-23",21.279562
"15","2007-01-24",21.593229
"16","2007-01-25",21.269604
"17","2007-01-26",21.458799
"18","2007-01-29",21.54344
"19","2007-01-30",21.309435
"20","2007-01-31",21.508589
"21","2007-02-01",21.573313
"22","2007-02-02",21.558376
"23","2007-02-05",21.822256
"24","2007-02-06",22.180733
"25","2007-02-07",22.479462
"26","2007-02-08",22.414738
"27","2007-02-09",22.459547
"28","2007-02-12",22.414738
"29","2007-02-13",22.788151
"30","2007-02-14",22.827982
"31","2007-02-15",23.002241
"32","2007-02-16",23.017178
"33","2007-02-20",22.957432
"34","2007-02-21",22.957432
"35","2007-02-22",22.872791
"36","2007-02-23",22.773214
"37","2007-02-26",22.813046
"38","2007-02-27",22.285288
"39","2007-02-28",22.235498
"40","2007-03-01",22.155838
"41","2007-03-02",21.80732
"42","2007-03-05",21.294498
"43","2007-03-06",21.593229
"44","2007-03-07",21.010704
"45","2007-03-08",21.150112
"46","2007-03-09",21.404034
"47","2007-03-12",21.603186
"48","2007-03-13",21.130198
"49","2007-03-14",21.165049
"50","2007-03-15",21.394075
"51","2007-03-16",21.189943
"52","2007-03-19",21.458799
"53","2007-03-20",21.54842
"54","2007-03-21",21.533484
"55","2007-03-22",21.409012
"56","2007-03-23",21.269604
"57","2007-03-26",21.145134
"58","2007-03-27",21.170027
"59","2007-03-28",21.085386
"60","2007-03-29",21.135176
"61","2007-03-30",21.409012
"62","2007-04-02",21.588249
"63","2007-04-03",21.877022
"64","2007-04-04",21.742594
"65","2007-04-05",21.613144
"66","2007-04-09",21.493652
"67","2007-04-10",21.54344
"68","2007-04-11",21.404034
"69","2007-04-12",21.229773
"70","2007-04-13",21.294498
"71","2007-04-16",21.588249
"72","2007-04-17",21.777447
"73","2007-04-18",21.772467
"74","2007-04-19",21.777447
"75","2007-04-20",21.926811
"76","2007-04-23",21.906897
"77","2007-04-24",21.906897
"78","2007-04-25",22.071198
"79","2007-04-26",22.125965
"80","2007-04-27",22.071198
"81","2007-04-30",21.593229
"82","2007-05-01",21.374161
"83","2007-05-02",21.578293
"84","2007-05-03",21.598207
"85","2007-05-04",21.394075
"86","2007-05-07",21.32935
"87","2007-05-08",21.274584
"88","2007-05-09",21.438885
"89","2007-05-10",21.468758
"90","2007-05-11",21.742594
"91","2007-05-14",21.822256
"92","2007-05-15",21.906897
"93","2007-05-16",21.882002
"94","2007-05-17",21.832212
"95","2007-05-18",21.867065
"96","2007-05-21",22.260393
"97","2007-05-22",22.300224
"98","2007-05-23",22.036346
"99","2007-05-24",21.792383
"100","2007-05-25",21.767488
"101","2007-05-29",22.215584
"102","2007-05-30",22.454569
"103","2007-05-31",22.384865
"104","2007-06-01",22.584019
"105","2007-06-04",22.673637
"106","2007-06-05",22.280308
"107","2007-06-06",21.946726
"108","2007-06-07",21.722679
"109","2007-06-08",22.051283
"110","2007-06-11",21.961662
"111","2007-06-12",21.852129
"112","2007-06-13",22.041325
"113","2007-06-14",21.981579
"114","2007-06-15",22.325119
"115","2007-06-18",22.340055
"116","2007-06-19",22.434652
"117","2007-06-20",22.404779
"118","2007-06-21",22.623848
"119","2007-06-22",22.474483
"120","2007-06-25",22.280308
"121","2007-06-26",22.205626
"122","2007-06-27",22.474483
"123","2007-06-28",22.549166
"124","2007-06-29",22.474483
"125","2007-07-02",23.032114
"126","2007-07-03",23.151606
"127","2007-07-05",24.386358
"128","2007-07-06",24.077669
"129","2007-07-09",24.042818
"130","2007-07-10",23.639532
"131","2007-07-11",23.873537
"132","2007-07-12",24.16231
"133","2007-07-13",24.351505
"134","2007-07-16",24.446104
"135","2007-07-17",24.480955
"136","2007-07-18",24.217077
"137","2007-07-19",24.431168
"138","2007-07-20",24.142395
"139","2007-07-23",24.067713
"140","2007-07-24",22.519293
"141","2007-07-25",22.733383
"142","2007-07-26",22.569082
"143","2007-07-27",21.493652
"144","2007-07-30",21.219816
"145","2007-07-31",21.080408
"146","2007-08-01",21.264626
"147","2007-08-02",21.438885
"148","2007-08-03",20.308687
"149","2007-08-06",20.458054
"150","2007-08-07",20.368435
"151","2007-08-08",20.985811
"152","2007-08-09",20.169281
"153","2007-08-10",20.741848
"154","2007-08-13",20.293751
"155","2007-08-14",19.626587
"156","2007-08-15",19.263132
