"","date","SNP"
"1","2007-01-03",69.846153
"2","2007-01-04",70.938461
"3","2007-01-05",69.96154
"4","2007-01-08",70.946152
"5","2007-01-09",68.969231
"6","2007-01-10",65.392311
"7","2007-01-11",64.738464
"8","2007-01-12",64.846153
"9","2007-01-16",64.138458
"10","2007-01-17",62.953846
"11","2007-01-18",62.246155
"12","2007-01-19",65.307693
"13","2007-01-22",65.92308
"14","2007-01-23",67.153847
"15","2007-01-24",67.46154
"16","2007-01-25",64.5
"17","2007-01-26",64.592308
"18","2007-01-29",63.73077
"19","2007-01-30",65.969231
"20","2007-01-31",64.346153
"21","2007-02-01",64.138458
"22","2007-02-02",63.576923
"23","2007-02-05",63.476925
"24","2007-02-06",63.46154
"25","2007-02-07",63.484615
"26","2007-02-08",64.400002
"27","2007-02-09",63.446156
"28","2007-02-12",63.253845
"29","2007-02-13",63.684616
"30","2007-02-14",63.46154
"31","2007-02-15",63.638462
"32","2007-02-16",63.807693
"33","2007-02-20",63.384617
"34","2007-02-21",65.192307
"35","2007-02-22",66.361542
"36","2007-02-23",65.646156
"37","2007-02-26",65.884613
"38","2007-02-27",60.96154
"39","2007-02-28",61.26923
"40","2007-03-01",59.46154
"41","2007-03-02",58.5
"42","2007-03-05",56.092308
"43","2007-03-06",58.061539
"44","2007-03-07",57.846153
"45","2007-03-08",59.576923
"46","2007-03-09",60.346153
"47","2007-03-12",60.669231
"48","2007-03-13",58.553844
"49","2007-03-14",59.092308
"50","2007-03-15",58.930771
"51","2007-03-16",57.976925
"52","2007-03-19",58.5
"53","2007-03-20",59.23077
"54","2007-03-21",61.176922
"55","2007-03-22",62.176922
"56","2007-03-23",63.99231
"57","2007-03-26",64.807693
"58","2007-03-27",64.776924
"59","2007-03-28",64.03846
"60","2007-03-29",66.323074
"61","2007-03-30",64.984619
"62","2007-04-02",65.984619
"63","2007-04-03",66.661537
"64","2007-04-04",67.50769
"65","2007-04-05",67.746155
"66","2007-04-09",68.169228
"67","2007-04-10",69.776924
"68","2007-04-11",72.123077
"69","2007-04-12",72.707695
"70","2007-04-13",70.57692
"71","2007-04-16",71.261536
"72","2007-04-17",69.169228
"73","2007-04-18",69.46154
"74","2007-04-19",66.861542
"75","2007-04-20",68.769234
"76","2007-04-23",68.030769
"77","2007-04-24",68.223076
"78","2007-04-25",68.692307
"79","2007-04-26",68.738464
"80","2007-04-27",68.661537
"81","2007-04-30",67.084618
"82","2007-05-01",67.153847
"83","2007-05-02",68.269234
"84","2007-05-03",69.315384
"85","2007-05-04",69.223076
"86","2007-05-07",70.169228
"87","2007-05-08",71.161537
"88","2007-05-09",72.153847
"89","2007-05-10",71.153847
"90","2007-05-11",76.92308
"91","2007-05-14",78.838463
"92","2007-05-15",78.769234
"93","2007-05-16",81.253845
"94","2007-05-17",80.723076
"95","2007-05-18",79.615387
"96","2007-05-21",80.730766
