"","date","PFG"
"1","2007-01-03",59.32
"2","2007-01-04",59.209999
"3","2007-01-05",58.57
"4","2007-01-08",58.68
"5","2007-01-09",58.619999
"6","2007-01-10",59
"7","2007-01-11",60.099998
"8","2007-01-12",60.369999
"9","2007-01-16",60.419998
"10","2007-01-17",60.490002
"11","2007-01-18",60.509998
"12","2007-01-19",60.529999
"13","2007-01-22",60.220001
"14","2007-01-23",60.41
"15","2007-01-24",61.279999
"16","2007-01-25",60.220001
"17","2007-01-26",60.209999
"18","2007-01-29",60.75
"19","2007-01-30",61.23
"20","2007-01-31",61.610001
"21","2007-02-01",62.689999
"22","2007-02-02",62.77
"23","2007-02-05",62.240002
"24","2007-02-06",62.98
"25","2007-02-07",63.5
"26","2007-02-08",63.619999
"27","2007-02-09",62.66
"28","2007-02-12",62.310001
"29","2007-02-13",63.470001
"30","2007-02-14",63.759998
"31","2007-02-15",63.389999
"32","2007-02-16",63.48
"33","2007-02-20",63.32
"34","2007-02-21",63.02
"35","2007-02-22",63.32
"36","2007-02-23",62.889999
"37","2007-02-26",62.630001
"38","2007-02-27",60.060001
"39","2007-02-28",60.869999
"40","2007-03-01",60.82
"41","2007-03-02",60.040001
"42","2007-03-05",59.32
"43","2007-03-06",59.650002
"44","2007-03-07",59.43
"45","2007-03-08",59.689999
"46","2007-03-09",60.43
"47","2007-03-12",60.459999
"48","2007-03-13",58.52
"49","2007-03-14",58.98
"50","2007-03-15",59.560001
"51","2007-03-16",59.029999
"52","2007-03-19",59.869999
"53","2007-03-20",60.09
"54","2007-03-21",61.259998
"55","2007-03-22",60.830002
"56","2007-03-23",60.849998
"57","2007-03-26",60.630001
"58","2007-03-27",60.299999
"59","2007-03-28",59.610001
"60","2007-03-29",59.860001
"61","2007-03-30",59.869999
"62","2007-04-02",59.889999
"63","2007-04-03",60.540001
"64","2007-04-04",60.57
"65","2007-04-05",60.630001
"66","2007-04-09",60.310001
"67","2007-04-10",60.529999
"68","2007-04-11",60.209999
"69","2007-04-12",60.200001
"70","2007-04-13",60.259998
"71","2007-04-16",61.279999
"72","2007-04-17",62.450001
"73","2007-04-18",62.82
"74","2007-04-19",62.27
"75","2007-04-20",63.369999
"76","2007-04-23",62.889999
"77","2007-04-24",62.75
"78","2007-04-25",63.790001
"79","2007-04-26",63.869999
"80","2007-04-27",64.089996
"81","2007-04-30",63.490002
"82","2007-05-01",60.869999
"83","2007-05-02",61.830002
"84","2007-05-03",62.560001
"85","2007-05-04",63.040001
"86","2007-05-07",62.599998
"87","2007-05-08",61.610001
"88","2007-05-09",60.810001
"89","2007-05-10",60.029999
"90","2007-05-11",61.400002
"91","2007-05-14",61.16
"92","2007-05-15",60.59
"93","2007-05-16",60.950001
"94","2007-05-17",61.360001
"95","2007-05-18",61.720001
"96","2007-05-21",61.560001
"97","2007-05-22",61.32
"98","2007-05-23",61.150002
"99","2007-05-24",60.779999
"100","2007-05-25",61.009998
"101","2007-05-29",61.02
"102","2007-05-30",60.869999
"103","2007-05-31",60.799999
"104","2007-06-01",61.450001
"105","2007-06-04",61.52
"106","2007-06-05",60.919998
"107","2007-06-06",60.16
"108","2007-06-07",58.220001
"109","2007-06-08",59.119999
"110","2007-06-11",59.200001
"111","2007-06-12",58.66
"112","2007-06-13",59.790001
"113","2007-06-14",59.700001
"114","2007-06-15",59.860001
"115","2007-06-18",59.75
"116","2007-06-19",59.419998
"117","2007-06-20",58.34
"118","2007-06-21",58.82
"119","2007-06-22",57.330002
"120","2007-06-25",57.18
"121","2007-06-26",57.209999
"122","2007-06-27",58.060001
"123","2007-06-28",58.41
"124","2007-06-29",58.290001
"125","2007-07-02",60
"126","2007-07-03",60.049999
"127","2007-07-05",60.029999
"128","2007-07-06",60.060001
"129","2007-07-09",60.349998
"130","2007-07-10",60.5
"131","2007-07-11",61.200001
"132","2007-07-12",61.990002
"133","2007-07-13",61.860001
"134","2007-07-16",61.790001
"135","2007-07-17",61.549999
"136","2007-07-18",61.450001
"137","2007-07-19",61.919998
"138","2007-07-20",61.029999
"139","2007-07-23",60.939999
"140","2007-07-24",59.279999
"141","2007-07-25",59.529999
"142","2007-07-26",58.07
"143","2007-07-27",55.990002
"144","2007-07-30",55.810001
"145","2007-07-31",56.389999
"146","2007-08-01",56.52
"147","2007-08-02",56.080002
"148","2007-08-03",52.77
"149","2007-08-06",56.23
"150","2007-08-07",55.240002
"151","2007-08-08",56.360001
"152","2007-08-09",52.880001
"153","2007-08-10",55.669998
"154","2007-08-13",56.880001
"155","2007-08-14",54.349998
"156","2007-08-15",53.060001
"157","2007-08-16",54.349998
"158","2007-08-17",56.990002
"159","2007-08-20",55.700001
"160","2007-08-21",55.25
"161","2007-08-22",57.299999
"162","2007-08-23",56.630001
"163","2007-08-24",57.549999
"164","2007-08-27",56.540001
"165","2007-08-28",54.200001
"166","2007-08-29",55.900002
"167","2007-08-30",54.82
"168","2007-08-31",55.490002
"169","2007-09-04",56.560001
"170","2007-09-05",55.82
"171","2007-09-06",55.950001
"172","2007-09-07",55.130001
"173","2007-09-10",54.650002
"174","2007-09-11",55.830002
"175","2007-09-12",55.73
"176","2007-09-13",57.060001
"177","2007-09-14",57.790001
"178","2007-09-17",57.369999
"179","2007-09-18",61.02
"180","2007-09-19",60.490002
"181","2007-09-20",59.959999
"182","2007-09-21",59.939999
"183","2007-09-24",59.41
"184","2007-09-25",59.77
"185","2007-09-26",60.779999
"186","2007-09-27",62.27
"187","2007-09-28",63.09
"188","2007-10-01",64.860001
"189","2007-10-02",64.199997
"190","2007-10-03",63.150002
"191","2007-10-04",62.75
"192","2007-10-05",64.349998
"193","2007-10-08",63.959999
"194","2007-10-09",64.870003
"195","2007-10-10",64.68
"196","2007-10-11",65.360001
"197","2007-10-12",65.559998
"198","2007-10-15",64.220001
"199","2007-10-16",63.16
"200","2007-10-17",63.380001
"201","2007-10-18",63.18
"202","2007-10-19",60.880001
"203","2007-10-22",62.5
"204","2007-10-23",62.830002
"205","2007-10-24",62.470001
"206","2007-10-25",63.509998
"207","2007-10-26",65.290001
"208","2007-10-29",65.459999
"209","2007-10-30",66.309998
"210","2007-10-31",67.669998
"211","2007-11-01",66.099998
"212","2007-11-02",66.440002
"213","2007-11-05",66.300003
"214","2007-11-06",67.269997
"215","2007-11-07",63.970001
"216","2007-11-08",65.550003
"217","2007-11-09",65.339996
"218","2007-11-12",66.650002
"219","2007-11-13",67.43
"220","2007-11-14",67.599998
"221","2007-11-15",66.589996
"222","2007-11-16",66.309998
"223","2007-11-19",64.190002
"224","2007-11-20",65.889999
"225","2007-11-21",64.449997
"226","2007-11-23",66.239998
"227","2007-11-26",63.84
"228","2007-11-27",66.339996
"229","2007-11-28",69.900002
"230","2007-11-29",64.269997
"231","2007-11-30",65.489998
"232","2007-12-03",63.950001
"233","2007-12-04",63.290001
"234","2007-12-05",65.040001
"235","2007-12-06",66.370003
"236","2007-12-07",66.599998
"237","2007-12-10",67.760002
"238","2007-12-11",65.510002
"239","2007-12-12",67.980003
"240","2007-12-13",68.75
"241","2007-12-14",67.410004
"242","2007-12-17",67.349998
"243","2007-12-18",68.449997
"244","2007-12-19",68.860001
"245","2007-12-20",68.980003
"246","2007-12-21",69.720001
"247","2007-12-24",70.720001
"248","2007-12-26",70.669998
"249","2007-12-27",69.220001
"250","2007-12-28",69.120003
"251","2007-12-31",68.839996
"252","2008-01-02",67.959999
"253","2008-01-03",67.989998
"254","2008-01-04",67.089996
"255","2008-01-07",67
"256","2008-01-08",65.660004
"257","2008-01-09",66.080002
"258","2008-01-10",67
"259","2008-01-11",66.230003
"260","2008-01-14",66.599998
"261","2008-01-15",65.410004
"262","2008-01-16",65
"263","2008-01-17",62.919998
"264","2008-01-18",59.880001
"265","2008-01-22",58.27
"266","2008-01-23",58.119999
"267","2008-01-24",58.900002
"268","2008-01-25",57.360001
"269","2008-01-28",58.810001
"270","2008-01-29",60.049999
"271","2008-01-30",58.549999
"272","2008-01-31",59.610001
"273","2008-02-01",61.209999
"274","2008-02-04",59.810001
"275","2008-02-05",53.099998
"276","2008-02-06",53.959999
"277","2008-02-07",55.599998
"278","2008-02-08",55.009998
"279","2008-02-11",54.299999
"280","2008-02-12",55.650002
"281","2008-02-13",57.299999
"282","2008-02-14",56.32
"283","2008-02-15",56.790001
"284","2008-02-19",56.93
"285","2008-02-20",56.950001
"286","2008-02-21",58.860001
"287","2008-02-22",58.34
"288","2008-02-25",59.880001
"289","2008-02-26",60.099998
"290","2008-02-27",60.279999
"291","2008-02-28",57.599998
"292","2008-02-29",55.23
"293","2008-03-03",54.59
"294","2008-03-04",54.18
"295","2008-03-05",54.349998
"296","2008-03-06",52.029999
"297","2008-03-07",51.68
"298","2008-03-10",50.5
"299","2008-03-11",52.450001
"300","2008-03-12",52.130001
"301","2008-03-13",51.740002
"302","2008-03-14",49.150002
"303","2008-03-17",48.57
"304","2008-03-18",52.279999
"305","2008-03-19",53.099998
"306","2008-03-20",55.470001
"307","2008-03-24",56.27
"308","2008-03-25",56.700001
"309","2008-03-26",54.700001
"310","2008-03-27",55.049999
"311","2008-03-28",54.66
"312","2008-03-31",55.720001
"313","2008-04-01",58.68
"314","2008-04-02",58.290001
"315","2008-04-03",57.68
"316","2008-04-04",57.27
"317","2008-04-07",57.130001
"318","2008-04-08",56.400002
"319","2008-04-09",55.279999
"320","2008-04-10",55.029999
"321","2008-04-11",53.209999
"322","2008-04-14",52.18
"323","2008-04-15",52.48
"324","2008-04-16",53.82
"325","2008-04-17",53.759998
"326","2008-04-18",54.98
"327","2008-04-21",53.900002
"328","2008-04-22",53.150002
"329","2008-04-23",52.189999
"330","2008-04-24",53.560001
"331","2008-04-25",54.060001
"332","2008-04-28",54.5
"333","2008-04-29",54.630001
"334","2008-04-30",53.66
"335","2008-05-01",56.169998
"336","2008-05-02",57.919998
"337","2008-05-05",57.18
"338","2008-05-06",56.5
"339","2008-05-07",54.43
"340","2008-05-08",52.98
"341","2008-05-09",53.57
"342","2008-05-12",55.509998
"343","2008-05-13",54.5
"344","2008-05-14",55.169998
"345","2008-05-15",56.060001
"346","2008-05-16",55.779999
"347","2008-05-19",56.419998
"348","2008-05-20",54.5
"349","2008-05-21",52.57
"350","2008-05-22",53.669998
"351","2008-05-23",52.23
"352","2008-05-27",53.209999
"353","2008-05-28",53.099998
"354","2008-05-29",54.080002
"355","2008-05-30",53.880001
"356","2008-06-02",52.349998
"357","2008-06-03",51.73
"358","2008-06-04",51.549999
