"","date","OMC"
"1","2007-01-03",50.764999
"2","2007-01-04",50.974998
"3","2007-01-05",51.119999
"4","2007-01-08",51.365002
"5","2007-01-09",51.560001
"6","2007-01-10",51.98
"7","2007-01-11",52.189999
"8","2007-01-12",52.150002
"9","2007-01-16",52
"10","2007-01-17",51.610001
"11","2007-01-18",51.73
"12","2007-01-19",52.209999
"13","2007-01-22",51.695
"14","2007-01-23",52.110001
"15","2007-01-24",52.049999
"16","2007-01-25",51.744999
"17","2007-01-26",51.744999
"18","2007-01-29",51.919998
"19","2007-01-30",52.275002
"20","2007-01-31",52.599998
"21","2007-02-01",52.450001
"22","2007-02-02",52.575001
"23","2007-02-05",52.654999
"24","2007-02-06",52.27
"25","2007-02-07",52.470001
"26","2007-02-08",53.014999
"27","2007-02-09",52.810001
"28","2007-02-12",52.380001
"29","2007-02-13",51.279999
"30","2007-02-14",51.07
"31","2007-02-15",51.77
"32","2007-02-16",52.41
"33","2007-02-20",53.169998
"34","2007-02-21",53.130001
"35","2007-02-22",53.23
"36","2007-02-23",53.145
"37","2007-02-26",53.134998
"38","2007-02-27",51.564999
"39","2007-02-28",51.810001
"40","2007-03-01",51.68
"41","2007-03-02",51.560001
"42","2007-03-05",51.564999
"43","2007-03-06",52.145
"44","2007-03-07",51.98
"45","2007-03-08",52.57
"46","2007-03-09",53.049999
"47","2007-03-12",52.689999
"48","2007-03-13",52.044998
"49","2007-03-14",52.200001
"50","2007-03-15",52
"51","2007-03-16",51.965
"52","2007-03-19",52.275002
"53","2007-03-20",52.525002
"54","2007-03-21",52.755001
"55","2007-03-22",52.169998
"56","2007-03-23",51.715
"57","2007-03-26",51.59
"58","2007-03-27",51.169998
"59","2007-03-28",51.185001
"60","2007-03-29",51.16
"61","2007-03-30",51.189999
"62","2007-04-02",51.125
"63","2007-04-03",51.209999
"64","2007-04-04",51.355
"65","2007-04-05",51.630001
"66","2007-04-09",51.200001
"67","2007-04-10",51.505001
"68","2007-04-11",50.900002
"69","2007-04-12",51.294998
"70","2007-04-13",51.825001
"71","2007-04-16",52.139999
"72","2007-04-17",52.435001
"73","2007-04-18",52.349998
"74","2007-04-19",52.384998
"75","2007-04-20",52.825001
"76","2007-04-23",53.009998
"77","2007-04-24",53.935001
"78","2007-04-25",53.555
"79","2007-04-26",53.150002
"80","2007-04-27",52.814999
"81","2007-04-30",52.355
"82","2007-05-01",52.049999
"83","2007-05-02",52.200001
"84","2007-05-03",52.044998
"85","2007-05-04",52.395
"86","2007-05-07",52.509998
"87","2007-05-08",52.349998
"88","2007-05-09",52.384998
"89","2007-05-10",51.575001
"90","2007-05-11",51.919998
"91","2007-05-14",51.580002
"92","2007-05-15",51.235001
"93","2007-05-16",51.98
"94","2007-05-17",51.549999
"95","2007-05-18",51.900002
"96","2007-05-21",51.775002
"97","2007-05-22",51.845001
"98","2007-05-23",52.200001
"99","2007-05-24",51.709999
"100","2007-05-25",52.355
"101","2007-05-29",51.985001
"102","2007-05-30",52.290001
"103","2007-05-31",52.650002
"104","2007-06-01",52.924999
"105","2007-06-04",52.75
"106","2007-06-05",52.215
"107","2007-06-06",52.119999
"108","2007-06-07",51.380001
"109","2007-06-08",52.009998
"110","2007-06-11",52.185001
"111","2007-06-12",51.759998
"112","2007-06-13",52.584999
"113","2007-06-14",52.424999
"114","2007-06-15",51.959999
"115","2007-06-18",51.474998
"116","2007-06-19",51.834999
"117","2007-06-20",51.549999
"118","2007-06-21",51.505001
"119","2007-06-22",50.889999
"120","2007-06-25",51.985001
"121","2007-06-26",51.849998
"122","2007-06-27",53.610001
"123","2007-06-28",53.400002
"124","2007-06-29",52.919998
"125","2007-07-02",52.52
"126","2007-07-03",52.77
"127","2007-07-05",52.66
"128","2007-07-06",52.610001
"129","2007-07-09",52.369999
"130","2007-07-10",52.07
"131","2007-07-11",52.330002
"132","2007-07-12",53.610001
"133","2007-07-13",53.52
"134","2007-07-16",53.91
"135","2007-07-17",53.240002
"136","2007-07-18",53.619999
"137","2007-07-19",53.540001
"138","2007-07-20",53.599998
"139","2007-07-23",53.82
"140","2007-07-24",53.41
"141","2007-07-25",54.790001
"142","2007-07-26",52.880001
"143","2007-07-27",52.23
"144","2007-07-30",52.169998
"145","2007-07-31",51.869999
"146","2007-08-01",51.860001
"147","2007-08-02",53.02
"148","2007-08-03",52.450001
"149","2007-08-06",54.279999
"150","2007-08-07",54.84
"151","2007-08-08",53.790001
"152","2007-08-09",52.200001
"153","2007-08-10",52.439999
"154","2007-08-13",52.110001
"155","2007-08-14",51.110001
"156","2007-08-15",50.5
"157","2007-08-16",49.290001
"158","2007-08-17",50.360001
"159","2007-08-20",49.529999
"160","2007-08-21",49.459999
"161","2007-08-22",50.18
"162","2007-08-23",50.369999
"163","2007-08-24",50.830002
"164","2007-08-27",50.240002
"165","2007-08-28",49.669998
"166","2007-08-29",50.27
"167","2007-08-30",50.18
"168","2007-08-31",50.93
"169","2007-09-04",51.57
"170","2007-09-05",51.049999
"171","2007-09-06",51.93
"172","2007-09-07",50.900002
"173","2007-09-10",50.349998
"174","2007-09-11",50.860001
"175","2007-09-12",50.240002
"176","2007-09-13",49.639999
"177","2007-09-14",49.200001
"178","2007-09-17",48.759998
"179","2007-09-18",49.810001
"180","2007-09-19",50.799999
"181","2007-09-20",50.369999
"182","2007-09-21",49.490002
"183","2007-09-24",48.549999
"184","2007-09-25",47.639999
"185","2007-09-26",47.860001
"186","2007-09-27",48.369999
"187","2007-09-28",48.09
"188","2007-10-01",48.299999
"189","2007-10-02",47.740002
