"","date","EVC"
"1","2007-01-03",8.13
"2","2007-01-04",8.11
"3","2007-01-05",7.87
"4","2007-01-08",7.91
"5","2007-01-09",7.84
"6","2007-01-10",7.84
"7","2007-01-11",7.82
"8","2007-01-12",7.95
"9","2007-01-16",8.06
"10","2007-01-17",8.03
"11","2007-01-18",7.86
"12","2007-01-19",7.95
"13","2007-01-22",7.8
"14","2007-01-23",7.81
"15","2007-01-24",7.85
"16","2007-01-25",7.66
"17","2007-01-26",7.81
"18","2007-01-29",7.84
"19","2007-01-30",7.92
"20","2007-01-31",8
"21","2007-02-01",7.88
"22","2007-02-02",7.93
"23","2007-02-05",7.87
"24","2007-02-06",7.85
"25","2007-02-07",7.91
"26","2007-02-08",8.02
"27","2007-02-09",8.05
"28","2007-02-12",8.09
"29","2007-02-13",8.22
"30","2007-02-14",8.27
"31","2007-02-15",8.31
"32","2007-02-16",8.49
"33","2007-02-20",8.76
"34","2007-02-21",8.79
"35","2007-02-22",8.77
"36","2007-02-23",9.26
"37","2007-02-26",9.54
"38","2007-02-27",8.71
"39","2007-02-28",9.03
"40","2007-03-01",9.07
"41","2007-03-02",9.06
"42","2007-03-05",8.99
"43","2007-03-06",9.05
"44","2007-03-07",8.89
"45","2007-03-08",8.9
"46","2007-03-09",8.94
"47","2007-03-12",9.1
"48","2007-03-13",8.91
"49","2007-03-14",8.91
"50","2007-03-15",8.87
"51","2007-03-16",8.75
"52","2007-03-19",8.8
"53","2007-03-20",8.83
"54","2007-03-21",9.2
"55","2007-03-22",9.17
"56","2007-03-23",9.18
"57","2007-03-26",9.24
"58","2007-03-27",9.18
"59","2007-03-28",9.13
"60","2007-03-29",9.07
"61","2007-03-30",9.34
"62","2007-04-02",9.28
"63","2007-04-03",9.67
"64","2007-04-04",9.85
"65","2007-04-05",9.87
"66","2007-04-09",9.99
"67","2007-04-10",10.23
"68","2007-04-11",10.15
"69","2007-04-12",10
"70","2007-04-13",10.05
"71","2007-04-16",10.07
"72","2007-04-17",10.06
"73","2007-04-18",10.02
"74","2007-04-19",10.03
"75","2007-04-20",10.18
"76","2007-04-23",9.96
"77","2007-04-24",10.05
"78","2007-04-25",10.31
"79","2007-04-26",10.14
"80","2007-04-27",10.03
"81","2007-04-30",9.81
"82","2007-05-01",9.95
"83","2007-05-02",10.08
"84","2007-05-03",10.04
"85","2007-05-04",9.72
"86","2007-05-07",9.73
"87","2007-05-08",9.84
"88","2007-05-09",9.85
"89","2007-05-10",9.67
"90","2007-05-11",9.75
"91","2007-05-14",9.65
"92","2007-05-15",9.49
"93","2007-05-16",9.6
"94","2007-05-17",9.57
"95","2007-05-18",9.55
"96","2007-05-21",9.55
"97","2007-05-22",9.45
"98","2007-05-23",9.38
"99","2007-05-24",9.26
"100","2007-05-25",9.35
"101","2007-05-29",9.5
"102","2007-05-30",9.95
"103","2007-05-31",10.19
"104","2007-06-01",10.26
"105","2007-06-04",10.38
"106","2007-06-05",10.26
"107","2007-06-06",10.29
"108","2007-06-07",10.41
"109","2007-06-08",10.34
"110","2007-06-11",10.4
"111","2007-06-12",10.36
"112","2007-06-13",10.47
"113","2007-06-14",10.5
"114","2007-06-15",10.6
"115","2007-06-18",10.73
"116","2007-06-19",10.66
"117","2007-06-20",10.3
"118","2007-06-21",10.36
"119","2007-06-22",10.38
"120","2007-06-25",10.16
"121","2007-06-26",10.16
"122","2007-06-27",10.42
"123","2007-06-28",10.53
"124","2007-06-29",10.43
"125","2007-07-02",10.45
"126","2007-07-03",10.49
"127","2007-07-05",10.54
"128","2007-07-06",10.44
"129","2007-07-09",10.66
"130","2007-07-10",10.47
"131","2007-07-11",10.67
"132","2007-07-12",11.02
"133","2007-07-13",11.08
"134","2007-07-16",10.95
"135","2007-07-17",10.91
"136","2007-07-18",10.79
"137","2007-07-19",10.95
"138","2007-07-20",10.43
"139","2007-07-23",10.51
"140","2007-07-24",10.02
"141","2007-07-25",10.33
"142","2007-07-26",10
"143","2007-07-27",9.62
"144","2007-07-30",9.64
"145","2007-07-31",9.36
"146","2007-08-01",9.27
"147","2007-08-02",9.15
"148","2007-08-03",9.11
"149","2007-08-06",8.81
"150","2007-08-07",8.46
"151","2007-08-08",8.4
"152","2007-08-09",8.37
"153","2007-08-10",8.3
"154","2007-08-13",8.47
"155","2007-08-14",8.16
"156","2007-08-15",8.15
"157","2007-08-16",8.2
"158","2007-08-17",8.76
"159","2007-08-20",8.74
"160","2007-08-21",8.85
"161","2007-08-22",9.09
"162","2007-08-23",9.07
"163","2007-08-24",9.15
"164","2007-08-27",9.18
"165","2007-08-28",8.82
"166","2007-08-29",9.03
"167","2007-08-30",8.87
"168","2007-08-31",9.01
"169","2007-09-04",9.2
"170","2007-09-05",9.32
"171","2007-09-06",9.2
"172","2007-09-07",9.1
"173","2007-09-10",9.17
"174","2007-09-11",9.21
"175","2007-09-12",9.14
"176","2007-09-13",9.16
"177","2007-09-14",9.17
"178","2007-09-17",8.98
"179","2007-09-18",9.27
"180","2007-09-19",9.6
"181","2007-09-20",9.59
"182","2007-09-21",9.55
"183","2007-09-24",9.41
"184","2007-09-25",9.42
"185","2007-09-26",9.53
"186","2007-09-27",9.48
"187","2007-09-28",9.22
"188","2007-10-01",9.88
"189","2007-10-02",10.07
"190","2007-10-03",10.04
"191","2007-10-04",10.13
"192","2007-10-05",10.56
"193","2007-10-08",10.1
"194","2007-10-09",10.5
"195","2007-10-10",10.19
"196","2007-10-11",9.99
"197","2007-10-12",9.99
"198","2007-10-15",9.81
"199","2007-10-16",9.77
"200","2007-10-17",9.61
"201","2007-10-18",9.85
"202","2007-10-19",9.46
"203","2007-10-22",9.8
"204","2007-10-23",9.86
"205","2007-10-24",9.8
"206","2007-10-25",9.77
"207","2007-10-26",9.35
"208","2007-10-29",9.11
"209","2007-10-30",8.96
"210","2007-10-31",9.1
"211","2007-11-01",8.83
"212","2007-11-02",7.45
"213","2007-11-05",7.5
"214","2007-11-06",7.66
"215","2007-11-07",7.33
"216","2007-11-08",7.22
"217","2007-11-09",6.97
"218","2007-11-12",6.96
"219","2007-11-13",7
"220","2007-11-14",6.83
"221","2007-11-15",6.77
"222","2007-11-16",7.33
"223","2007-11-19",7.3
"224","2007-11-20",7.3
"225","2007-11-21",7.62
"226","2007-11-23",7.85
"227","2007-11-26",7.44
"228","2007-11-27",7.44
"229","2007-11-28",8
"230","2007-11-29",7.64
"231","2007-11-30",7.48
"232","2007-12-03",7.69
"233","2007-12-04",7.26
"234","2007-12-05",7.48
"235","2007-12-06",7.61
"236","2007-12-07",7.59
"237","2007-12-10",7.55
"238","2007-12-11",7.39
"239","2007-12-12",7.39
"240","2007-12-13",7.37
"241","2007-12-14",7.25
"242","2007-12-17",7.25
"243","2007-12-18",7.65
"244","2007-12-19",7.74
"245","2007-12-20",7.83
"246","2007-12-21",8.15
"247","2007-12-24",8.24
"248","2007-12-26",8.41
"249","2007-12-27",7.96
"250","2007-12-28",8.1
"251","2007-12-31",7.83
"252","2008-01-02",7.62
"253","2008-01-03",7.21
"254","2008-01-04",7.2
"255","2008-01-07",7.28
"256","2008-01-08",7.17
"257","2008-01-09",7.27
"258","2008-01-10",7.29
"259","2008-01-11",6.97
"260","2008-01-14",6.94
"261","2008-01-15",6.83
"262","2008-01-16",6.93
"263","2008-01-17",6.71
"264","2008-01-18",6.29
"265","2008-01-22",6.03
"266","2008-01-23",6.19
"267","2008-01-24",6.45
"268","2008-01-25",6.57
"269","2008-01-28",6.93
"270","2008-01-29",6.88
"271","2008-01-30",6.79
"272","2008-01-31",7.02
"273","2008-02-01",6.99
"274","2008-02-04",6.8
"275","2008-02-05",6.8
"276","2008-02-06",6.65
"277","2008-02-07",6.81
"278","2008-02-08",6.79
"279","2008-02-11",6.73
"280","2008-02-12",6.77
"281","2008-02-13",6.79
"282","2008-02-14",6.72
"283","2008-02-15",6.58
"284","2008-02-19",6.57
"285","2008-02-20",6.33
"286","2008-02-21",6.04
"287","2008-02-22",5.88
"288","2008-02-25",6.09
"289","2008-02-26",6.06
"290","2008-02-27",6.12
"291","2008-02-28",5.93
"292","2008-02-29",5.8
"293","2008-03-03",5.82
"294","2008-03-04",5.81
"295","2008-03-05",6
"296","2008-03-06",5.8
"297","2008-03-07",5.94
"298","2008-03-10",5.91
"299","2008-03-11",6.03
"300","2008-03-12",6.14
"301","2008-03-13",6.19
"302","2008-03-14",6.13
"303","2008-03-17",6.1
"304","2008-03-18",6.68
"305","2008-03-19",6.27
"306","2008-03-20",6.39
"307","2008-03-24",6.59
"308","2008-03-25",6.57
"309","2008-03-26",6.62
"310","2008-03-27",6.6
"311","2008-03-28",6.45
"312","2008-03-31",6.66
"313","2008-04-01",6.77
"314","2008-04-02",6.6
"315","2008-04-03",6.54
"316","2008-04-04",6.52
"317","2008-04-07",6.65
"318","2008-04-08",7.02
"319","2008-04-09",6.88
"320","2008-04-10",6.97
"321","2008-04-11",6.44
"322","2008-04-14",6.42
"323","2008-04-15",6.95
"324","2008-04-16",6.95
"325","2008-04-17",6.85
"326","2008-04-18",6.97
"327","2008-04-21",6.83
"328","2008-04-22",6.78
"329","2008-04-23",6.67
"330","2008-04-24",7.21
"331","2008-04-25",7.34
"332","2008-04-28",7.07
"333","2008-04-29",7.01
"334","2008-04-30",6.99
"335","2008-05-01",6.95
"336","2008-05-02",6.15
"337","2008-05-05",6.03
"338","2008-05-06",5.98
"339","2008-05-07",5.97
"340","2008-05-08",5.95
"341","2008-05-09",5.99
"342","2008-05-12",5.87
"343","2008-05-13",5.82
"344","2008-05-14",5.73
"345","2008-05-15",5.73
"346","2008-05-16",5.45
"347","2008-05-19",5.56
"348","2008-05-20",5.58
"349","2008-05-21",5.5
"350","2008-05-22",5.65
"351","2008-05-23",5.43
"352","2008-05-27",5.55
"353","2008-05-28",5.42
"354","2008-05-29",5.47
"355","2008-05-30",5.34
"356","2008-06-02",5.45
"357","2008-06-03",5.43
"358","2008-06-04",5.48
"359","2008-06-05",5.78
"360","2008-06-06",4.71
"361","2008-06-09",4.53
"362","2008-06-10",4.6
"363","2008-06-11",4.48
"364","2008-06-12",4.65
"365","2008-06-13",4.78
"366","2008-06-16",4.78
"367","2008-06-17",4.71
"368","2008-06-18",4.6
"369","2008-06-19",4.59
"370","2008-06-20",4.28
"371","2008-06-23",4.23
"372","2008-06-24",4.08
"373","2008-06-25",4.05
"374","2008-06-26",3.91
"375","2008-06-27",3.91
"376","2008-06-30",4.02
"377","2008-07-01",3.91
"378","2008-07-02",3.34
"379","2008-07-03",3.37
"380","2008-07-07",3.31
"381","2008-07-08",3.47
"382","2008-07-09",3.37
"383","2008-07-10",3.5
"384","2008-07-11",3.51
"385","2008-07-14",3.51
"386","2008-07-15",3.43
"387","2008-07-16",3.44
"388","2008-07-17",3.25
"389","2008-07-18",3.26
"390","2008-07-21",3.3
"391","2008-07-22",3.28
"392","2008-07-23",3.18
"393","2008-07-24",3.2
"394","2008-07-25",3.2
"395","2008-07-28",3.22
"396","2008-07-29",3.22
"397","2008-07-30",3.16
"398","2008-07-31",3.16
"399","2008-08-01",3.13
"400","2008-08-04",3.03
"401","2008-08-05",3.02
"402","2008-08-06",3.05
"403","2008-08-07",2.97
"404","2008-08-08",2.99
"405","2008-08-11",3.55
"406","2008-08-12",3.41
"407","2008-08-13",3.49
"408","2008-08-14",3.62
"409","2008-08-15",3.56
"410","2008-08-18",3.62
"411","2008-08-19",3.24
"412","2008-08-20",3.16
"413","2008-08-21",3.1
"414","2008-08-22",3.22
"415","2008-08-25",3.1
"416","2008-08-26",3.16
"417","2008-08-27",3.18
"418","2008-08-28",3.34
"419","2008-08-29",3.2
"420","2008-09-02",3.18
"421","2008-09-03",3.09
"422","2008-09-04",2.93
"423","2008-09-05",2.96
"424","2008-09-08",3.14
"425","2008-09-09",3.17
"426","2008-09-10",3.3
"427","2008-09-11",3.2
"428","2008-09-12",3.13
"429","2008-09-15",2.95
"430","2008-09-16",3.18
"431","2008-09-17",2.9
"432","2008-09-18",3.15
"433","2008-09-19",3.43
"434","2008-09-22",3.09
"435","2008-09-23",2.93
"436","2008-09-24",2.83
"437","2008-09-25",2.81
"438","2008-09-26",2.74
"439","2008-09-29",2.64
"440","2008-09-30",2.69
"441","2008-10-01",2.6
"442","2008-10-02",2.53
"443","2008-10-03",2.48
"444","2008-10-06",2.47
"445","2008-10-07",2.2
"446","2008-10-08",1.89
"447","2008-10-09",1.58
"448","2008-10-10",1.8
"449","2008-10-13",1.8
"450","2008-10-14",1.58
"451","2008-10-15",1.36
"452","2008-10-16",1.67
"453","2008-10-17",1.76
"454","2008-10-20",1.7
"455","2008-10-21",1.6
"456","2008-10-22",1.43
"457","2008-10-23",1.28
"458","2008-10-24",1.19
"459","2008-10-27",1.21
"460","2008-10-28",3.17
"461","2008-10-29",2.3
"462","2008-10-30",1.99
"463","2008-10-31",1.89
"464","2008-11-03",2.03
"465","2008-11-04",2.15
"466","2008-11-05",1.83
"467","2008-11-06",1.18
"468","2008-11-07",1.35
"469","2008-11-10",1.13
"470","2008-11-11",0.87
"471","2008-11-12",0.73
"472","2008-11-13",0.81
"473","2008-11-14",0.7
"474","2008-11-17",0.7
"475","2008-11-18",0.72
"476","2008-11-19",0.55
"477","2008-11-20",0.57
"478","2008-11-21",0.7
"479","2008-11-24",0.83
"480","2008-11-25",0.96
"481","2008-11-26",0.86
"482","2008-11-28",0.77
"483","2008-12-01",0.62
"484","2008-12-02",0.67
"485","2008-12-03",0.68
"486","2008-12-04",0.65
"487","2008-12-05",0.72
"488","2008-12-08",0.62
"489","2008-12-09",0.56
"490","2008-12-10",0.65
"491","2008-12-11",0.61
"492","2008-12-12",0.79
"493","2008-12-15",0.62
"494","2008-12-16",0.65
"495","2008-12-17",0.7
"496","2008-12-18",0.66
"497","2008-12-19",1.67
"498","2008-12-22",1.33
"499","2008-12-23",1.35
"500","2008-12-24",1.02
"501","2008-12-26",1.41
"502","2008-12-29",1.39
"503","2008-12-30",1.5
"504","2008-12-31",1.56
"505","2009-01-02",1.52
"506","2009-01-05",1.51
"507","2009-01-06",1.68
"508","2009-01-07",1.5
"509","2009-01-08",1.56
"510","2009-01-09",1.38
"511","2009-01-12",1.45
"512","2009-01-13",1.42
"513","2009-01-14",1.24
"514","2009-01-15",1.18
"515","2009-01-16",1.22
"516","2009-01-20",0.88
"517","2009-01-21",0.82
"518","2009-01-22",0.87
"519","2009-01-23",0.77
"520","2009-01-26",0.82
"521","2009-01-27",0.98
"522","2009-01-28",1.06
"523","2009-01-29",0.98
"524","2009-01-30",0.84
"525","2009-02-02",0.84
"526","2009-02-03",0.78
"527","2009-02-04",0.72
"528","2009-02-05",0.71
"529","2009-02-06",0.8
"530","2009-02-09",0.73
"531","2009-02-10",0.64
"532","2009-02-11",0.7
"533","2009-02-12",0.59
"534","2009-02-13",0.59
"535","2009-02-17",0.51
"536","2009-02-18",0.47
"537","2009-02-19",0.56
"538","2009-02-20",0.54
"539","2009-02-23",0.4
"540","2009-02-24",0.44
"541","2009-02-25",0.42
"542","2009-02-26",0.35
"543","2009-02-27",0.38
"544","2009-03-02",0.35
"545","2009-03-03",0.26
"546","2009-03-04",0.3
"547","2009-03-05",0.26
"548","2009-03-06",0.2
"549","2009-03-09",0.24
"550","2009-03-10",0.22
"551","2009-03-11",0.2
"552","2009-03-12",0.22
"553","2009-03-13",0.19
"554","2009-03-16",0.17
"555","2009-03-17",0.15
"556","2009-03-18",0.15
"557","2009-03-19",0.17
"558","2009-03-20",0.31
"559","2009-03-23",0.46
"560","2009-03-24",0.36
"561","2009-03-25",0.41
"562","2009-03-26",0.42
"563","2009-03-27",0.39
"564","2009-03-30",0.34
"565","2009-03-31",0.26
"566","2009-04-01",0.37
"567","2009-04-02",0.44
"568","2009-04-03",0.39
"569","2009-04-06",0.4
"570","2009-04-07",0.38
"571","2009-04-08",0.37
"572","2009-04-09",0.4
"573","2009-04-13",0.38
"574","2009-04-14",0.38
"575","2009-04-15",0.41
"576","2009-04-16",0.42
"577","2009-04-17",0.47
"578","2009-04-20",0.49
"579","2009-04-21",0.48
"580","2009-04-22",0.5
"581","2009-04-23",0.47
"582","2009-04-24",0.49
"583","2009-04-27",0.46
"584","2009-04-28",0.49
"585","2009-04-29",0.5
"586","2009-04-30",0.51
"587","2009-05-01",0.5
"588","2009-05-04",0.5
"589","2009-05-05",0.5
"590","2009-05-06",0.65
"591","2009-05-07",0.68
"592","2009-05-08",0.69
"593","2009-05-11",0.64
"594","2009-05-12",0.64
"595","2009-05-13",0.55
"596","2009-05-14",0.58
"597","2009-05-15",0.55
"598","2009-05-18",0.55
"599","2009-05-19",0.55
"600","2009-05-20",0.54
"601","2009-05-21",0.49
"602","2009-05-22",0.48
"603","2009-05-26",0.6
"604","2009-05-27",0.57
"605","2009-05-28",0.55
"606","2009-05-29",0.45
"607","2009-06-01",0.52
"608","2009-06-02",0.55
"609","2009-06-03",0.55
"610","2009-06-04",0.57
"611","2009-06-05",0.56
"612","2009-06-08",0.57
"613","2009-06-09",0.61
"614","2009-06-10",0.58
"615","2009-06-11",0.61
"616","2009-06-12",0.61
"617","2009-06-15",0.57
"618","2009-06-16",0.59
"619","2009-06-17",0.63
"620","2009-06-18",0.62
"621","2009-06-19",0.63
"622","2009-06-22",0.56
"623","2009-06-23",0.6
"624","2009-06-24",0.56
"625","2009-06-25",0.59
"626","2009-06-26",0.41
"627","2009-06-29",0.48
"628","2009-06-30",0.48
"629","2009-07-01",0.47
"630","2009-07-02",0.47
"631","2009-07-06",0.42
"632","2009-07-07",0.4
"633","2009-07-08",0.4
"634","2009-07-09",0.41
"635","2009-07-10",0.43
"636","2009-07-13",0.48
"637","2009-07-14",0.46
"638","2009-07-15",0.47
"639","2009-07-16",0.46
"640","2009-07-17",0.45
"641","2009-07-20",0.43
"642","2009-07-21",0.48
"643","2009-07-22",0.46
"644","2009-07-23",0.46
"645","2009-07-24",0.46
"646","2009-07-27",0.49
"647","2009-07-28",0.55
"648","2009-07-29",0.5
"649","2009-07-30",0.53
"650","2009-07-31",0.58
"651","2009-08-03",0.6
"652","2009-08-04",0.71
"653","2009-08-05",0.9
"654","2009-08-06",1.05
"655","2009-08-07",1
"656","2009-08-10",1
"657","2009-08-11",1
"658","2009-08-12",0.98
"659","2009-08-13",0.97
"660","2009-08-14",1
"661","2009-08-17",1.05
"662","2009-08-18",1.12
"663","2009-08-19",1.03
"664","2009-08-20",1.19
"665","2009-08-21",1.23
"666","2009-08-24",1.26
"667","2009-08-25",1.29
"668","2009-08-26",1.3
"669","2009-08-27",1.35
"670","2009-08-28",1.24
"671","2009-08-31",1.14
"672","2009-09-01",1.12
"673","2009-09-02",1.07
"674","2009-09-03",1.07
"675","2009-09-04",1.14
"676","2009-09-08",1.23
"677","2009-09-09",1.27
"678","2009-09-10",1.55
"679","2009-09-11",1.69
"680","2009-09-14",1.67
"681","2009-09-15",1.68
"682","2009-09-16",1.8
"683","2009-09-17",1.68
"684","2009-09-18",1.91
"685","2009-09-21",1.8
"686","2009-09-22",1.73
"687","2009-09-23",1.78
"688","2009-09-24",1.7
"689","2009-09-25",1.69
"690","2009-09-28",1.71
"691","2009-09-29",1.7
"692","2009-09-30",1.73
"693","2009-10-01",1.8
"694","2009-10-02",1.84
"695","2009-10-05",2.14
"696","2009-10-06",2.16
"697","2009-10-07",2.12
"698","2009-10-08",2.18
"699","2009-10-09",2.16
"700","2009-10-12",2.18
"701","2009-10-13",2.4
"702","2009-10-14",2.53
"703","2009-10-15",2.6
"704","2009-10-16",2.56
"705","2009-10-19",2.59
"706","2009-10-20",2.58
"707","2009-10-21",2.46
"708","2009-10-22",2.75
"709","2009-10-23",2.85
"710","2009-10-26",2.75
"711","2009-10-27",2.35
"712","2009-10-28",2.14
"713","2009-10-29",2.19
"714","2009-10-30",2.1
"715","2009-11-02",2.17
"716","2009-11-03",2.13
"717","2009-11-04",2.2
"718","2009-11-05",2.29
"719","2009-11-06",2.25
"720","2009-11-09",2.26
"721","2009-11-10",2.2
"722","2009-11-11",2.4
"723","2009-11-12",2.4
"724","2009-11-13",2.47
"725","2009-11-16",2.49
"726","2009-11-17",2.39
"727","2009-11-18",2.31
"728","2009-11-19",2.26
"729","2009-11-20",2.22
"730","2009-11-23",2.3
"731","2009-11-24",2.5
"732","2009-11-25",2.43
"733","2009-11-27",2.44
"734","2009-11-30",2.45
"735","2009-12-01",2.44
"736","2009-12-02",2.32
"737","2009-12-03",2.3
"738","2009-12-04",2.55
"739","2009-12-07",2.68
"740","2009-12-08",2.79
"741","2009-12-09",2.75
"742","2009-12-10",2.73
"743","2009-12-11",2.96
"744","2009-12-14",3
"745","2009-12-15",3.19
"746","2009-12-16",3.25
"747","2009-12-17",3.25
"748","2009-12-18",3.39
"749","2009-12-21",3.4
"750","2009-12-22",3.56
"751","2009-12-23",3.54
"752","2009-12-24",3.42
"753","2009-12-28",3.48
"754","2009-12-29",3.47
"755","2009-12-30",3.47
"756","2009-12-31",3.4
"757","2010-01-04",3.45
"758","2010-01-05",3.33
"759","2010-01-06",3.16
"760","2010-01-07",3.36
"761","2010-01-08",3.41
"762","2010-01-11",3.38
"763","2010-01-12",3.28
"764","2010-01-13",3.31
"765","2010-01-14",3.29
"766","2010-01-15",3.45
"767","2010-01-19",3.41
"768","2010-01-20",3.35
"769","2010-01-21",3.22
"770","2010-01-22",3.49
"771","2010-01-25",3.44
"772","2010-01-26",3.22
"773","2010-01-27",3.18
"774","2010-01-28",2.98
"775","2010-01-29",2.97
"776","2010-02-01",2.81
"777","2010-02-02",2.95
"778","2010-02-03",3.04
"779","2010-02-04",2.92
"780","2010-02-05",2.67
"781","2010-02-08",2.81
"782","2010-02-09",2.88
"783","2010-02-10",2.85
"784","2010-02-11",2.91
"785","2010-02-12",3.1
"786","2010-02-16",3.29
"787","2010-02-17",3.14
"788","2010-02-18",3.15
"789","2010-02-19",3.16
"790","2010-02-22",3.14
"791","2010-02-23",3.07
"792","2010-02-24",3.07
"793","2010-02-25",2.97
"794","2010-02-26",3.01
"795","2010-03-01",3.07
"796","2010-03-02",3.2
"797","2010-03-03",3.11
"798","2010-03-04",3.22
"799","2010-03-05",3.08
"800","2010-03-08",3.08
"801","2010-03-09",3.09
"802","2010-03-10",3.13
"803","2010-03-11",3.14
"804","2010-03-12",3.1
"805","2010-03-15",2.94
"806","2010-03-16",2.92
"807","2010-03-17",2.95
"808","2010-03-18",2.85
"809","2010-03-19",2.45
"810","2010-03-22",2.48
"811","2010-03-23",2.52
"812","2010-03-24",2.59
"813","2010-03-25",2.68
"814","2010-03-26",2.66
"815","2010-03-29",2.68
"816","2010-03-30",2.7
"817","2010-03-31",2.76
"818","2010-04-01",2.78
"819","2010-04-05",2.95
"820","2010-04-06",2.96
"821","2010-04-07",3.07
"822","2010-04-08",3.15
"823","2010-04-09",3.2
"824","2010-04-12",3.17
"825","2010-04-13",3.17
"826","2010-04-14",3.32
"827","2010-04-15",3.47
"828","2010-04-16",3.44
"829","2010-04-19",3.38
"830","2010-04-20",3.39
"831","2010-04-21",3.35
"832","2010-04-22",3.39
"833","2010-04-23",3.32
"834","2010-04-26",3.43
